,MGH258,UKF243,UKF248,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.00729090057376808,,,,,,,,,,,-0.015863883390005298,,-0.010061251123006128,
BMP1,-0.019152942137932265,-0.028083801993647836,0.0499202647767698,0.093536127718684,0.010205385149440364,-0.007432558661836205,0.2104543440208036,0.01106185495865398,0.01170668064904124,-0.035491255778176994,-0.023429754781955924,-0.00925233217719463,0.016581481571988545,0.06586450240511792,0.04444904461234097,-0.012873712035736763,-0.022470223682133052,0.021297199543526286,-0.042595605041519574,0.06787603673375003,0.06368092397492747
NDP,0.051678704748125456,-0.11170941236413001,0.0028472215275878385,0.01701362026356369,0.005365093352658772,0.05414726846627541,0.020307223597521684,-0.018689757747681574,0.02721698259794339,0.0019639513976579736,0.013964469286629935,-0.012874867645940369,0.07293364122460849,0.048013567773335875,0.04517732793660713,0.05302160286755705,0.002010884688521358,-0.03045851850181699,0.04712802610882452,0.053502751254595554,0.04918758668803128
TNFSF18,0.08021041452344775,-0.02457832599944268,0.07487545343486701,,,-0.02487023197410495,0.06696362522893612,-0.017874564845614265,,,,,,0.0005904228824442007,,,,0.10978622022169031,,0.027890296258938265,0.06762237378716641
IL36G,,,,,,,,,,,,0.0010004943127071314,,,,,,,,,
RTN4,-0.07207330930666693,0.04609119823379761,0.0066545834014609785,0.005659772652485646,-0.01013736071631815,0.037791409653135745,-0.2867000481371793,-0.021838533477220725,0.07023047467493126,0.10159170995711193,0.03746396071962386,0.015509396225855626,0.032392691308873865,0.0920991364528578,-0.03661898181623432,0.045999393970185126,-0.009115062024180089,0.014207504825581151,0.061013982431950914,0.0211020718295638,-0.05805184442558574
HEBP1,-0.02737402001785874,0.011898225161318667,0.05530645084674655,0.01742422645261736,0.052665945196546056,-0.03320306605049747,0.1155908940681898,0.011015670781494721,-0.015180042098253443,-0.06271179663595416,-0.05491032409967705,-0.0093443682743572,-0.03431563283331335,0.014376762994400865,0.0247038480623459,0.03460035377417731,0.04973130644900604,0.02121035435413142,0.060944224916671196,0.07496744909997667,0.027951773779677787
WNT7B,0.0558699568341348,-0.05736608609949664,-0.05583458277599371,-0.02120587437888142,0.002611736484305389,-0.03667782801757778,-0.1254571388707159,-0.014470048776465823,0.16669793899537697,,-0.050871657190602354,-0.0021880982232916255,-0.06250362558108519,,0.07359142850473416,-0.02754834905626566,0.008925281151146823,-0.03421038235965591,0.036874287701037387,0.022074525193992816,0.03405640606312989
PTMA,0.04269514401654406,0.09492629898746618,0.04665135904096953,0.0939640155306889,0.0696881094574394,-0.04253975350355975,-0.12423427210479851,0.0005287014853417939,-0.0896355217673261,-0.1069154518195161,-0.017834491191247488,-0.03679736865726182,-0.0638800253241781,-0.0894734558265665,-0.10521382510531851,0.016642929095282442,-0.014731635013322263,0.018659690724603967,0.036235645629693405,-0.03975102170381477,-0.021295738237104553
FASLG,-0.03135626287790043,,,,,,,,,,,,,,,,,,,-0.03017590722354342,
CEACAM1,0.05294178765379879,,0.019820189382301755,,0.04810961253407276,,0.11021576782531475,-0.028112432172400954,,,,,-0.02191186127726813,0.040250699188895754,0.05965970845392835,0.0038381185722949317,0.03323758878924433,-0.023507817362804724,0.04441514546409943,-0.0313461832244488,
PDAP1,0.03528620046600074,0.006597690777568409,0.06049343495701856,0.034907137105022586,0.0862087421300106,-0.007426527868161096,0.19104145094556424,0.028214729042303033,-0.021081551038890436,0.021234693253341715,-0.005606249307924288,0.022964116086473103,-0.037094721285155514,0.03887681298764103,0.0771855550019171,-0.005030284119341604,-0.05597438385631429,-0.032330119089108746,0.03701758166000618,0.024180547169545548,-0.018034085850273197
QDPR,0.032122698608603256,-0.04330372159764395,0.05941055801828859,0.0630150837182606,-0.05589117776120286,0.030977463564433726,-0.26857329857778783,-0.057157289374875776,-0.024184805232540917,-0.07394972624959238,0.027142707538618527,0.07112719938363908,-0.03146325698294414,0.009016279086781999,-0.13353268809230182,0.02297813876147049,0.13017439880892115,0.10628330001630311,0.018992619836467595,0.020349563834944004,-0.029707334114241334
POMC,-0.010015676963828286,0.00808246684032357,0.002533547469599464,,-0.04292008135024805,-0.04766372604734617,-0.03634290247762296,-0.020740231559558467,0.007039297101213946,-0.0015031261712622152,-0.026630960552035184,-0.011360613937548553,-0.06624734370472754,0.10413601825890896,0.018948863642429283,0.037707655208497566,0.07245515232019853,0.05787904661799734,0.009149471264716073,-0.007732886941442316,0.009880736240291432
CCL18,,0.09106315336215202,-0.014007094665585071,,,,,,,-0.033415356198732184,0.020254871955372913,,-0.04035731817254491,,-0.03024576505656286,0.001954228813584406,-0.018492626475036713,,-0.07223130742494871,,
CCL17,,,,,,,,-0.02229306243336244,-0.013920452692340808,,,0.026591656753447223,,,,-0.0403161442271667,0.02076457400716798,-0.020915613872194965,,-0.027351070551742143,
VEGFD,,-0.03713803956337174,-0.034012798405994124,,-0.035832110925197516,,0.009430682091141838,-0.012409316901426427,0.10107944460975415,0.028968395994186335,0.003361589225417321,0.001586144791100441,-0.04546703011752756,0.026725679379317566,,,0.031207800492898254,-0.022059517045191688,,,
TNFSF13,,,0.03414979555874847,,,-0.024118936791824284,,,,,,,,,,0.03376799450699579,0.012808841093440545,0.06941609019527141,0.009744314083692137,0.03379164990143362,0.06758805989965623
