,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,0.036109868916570684,
BMP1,-0.01692039524556541,0.006061393676097272,-0.00986573487873811,-0.09989018167678916,-0.06331848519564756,0.042835289248595206,-0.025455664892453742,0.03847745683348338,-0.06177242099689692,0.004530940785406383,-0.016369416360221902,-0.017246733432222904,-0.006966665835276162,-0.04236824388399365
NDP,-0.08543523889772983,-0.006344663632441369,0.017737936418005414,-0.08682594639126483,0.018213681112636406,0.022191717485298173,-0.004829003122741059,0.03988757908989894,0.021005951643492754,0.03152512923458242,0.05337029714573191,0.029562406372985274,0.03329157214564015,0.06562797624529028
TNFSF18,0.04378193544556089,0.019643768571910525,,,,-0.014292935642351417,-0.013259369085149571,,,,,,-0.026912060229795618,-0.012155803994590323
IL36G,,,,,,,,,-0.01713623282762572,,,,,
RTN4,0.029211753376880506,-0.0011817812300801386,-0.08054972097742624,0.009497546325013897,0.041260635941393044,-0.09372413373148135,-0.026721101906861233,-0.010514890939728842,-0.002636766848028527,0.03707785954210113,-0.07921227597949654,0.12106874786289165,0.06458057371708524,-0.03932314414175109
HEBP1,-0.07141909812962945,0.03370603796542028,0.1193660396842166,0.004883781268283477,-0.0025266455655137475,0.054542744180418413,0.032389487259603056,-0.019726518039462716,0.013102037637750596,0.05176722998343915,0.025155182634834197,0.003256511183204782,-0.0022418950330483464,-0.023144419486491843
WNT7B,-0.012403702740381786,0.04501726807860942,0.007027720365683219,0.004272313697968219,-0.0037086263753360288,0.001843638262872727,-0.014414254653421193,0.08708255997854521,-0.00066195614091134,-0.028749657199760664,0.05973358941702818,0.024328979156151835,0.044200922240615365,0.059810645085388386
PTMA,0.10136913980159394,-0.04145758737986942,-0.1709576882848643,0.07747396894136148,-0.03927697959647938,0.10679483684282856,0.028054041505545902,-0.04684630820448153,-0.002945626170556922,-0.08272911210272775,-0.035449524479186825,0.016285666479508375,-0.03065940981232742,0.04525350135448226
FASLG,,,,,,,,,,,,,-0.013837163299931671,
CEACAM1,,-0.02903219828181225,,-0.022370904694131707,-0.021637413290816903,,-0.020853828737909485,,,-0.03793612310140988,0.020621350592826916,0.004794491443669969,-0.019252380422491354,
PDAP1,-0.03015388326135158,-0.036266576921041786,-0.004662449767199129,0.04394377668757742,0.008893481503995259,0.0661877773436681,0.027056072660760756,-0.05491632162389256,-0.08196750928317852,-0.05092690890779379,-0.004737000997655825,-0.02081477205060746,-0.018177015916409845,0.00861839645627124
QDPR,-0.030007924038404146,0.0010643971800046834,-0.046549808291121104,0.010550111525329642,0.016767120337497284,0.009004935011294457,0.02556937163373875,-0.07609769367948516,-0.016450850974523434,-0.037345104644337324,0.043876676449556166,0.03704227322242783,0.06558362476993587,-0.05119987325089037
POMC,-0.005945094805352026,-0.01520436782020613,,0.029281200947755926,-0.010056116212028407,-0.027962083559409212,-0.015385123360199062,-0.03231133281378034,0.02129571502744437,0.003557318144477613,-0.011544927416887238,-0.011373572206428425,-0.03048755356213686,0.09607922493961707
CCL18,-0.02619456064445739,0.03392961764268195,,,,,,,,-0.043738889328839625,-0.032667254627470305,-0.05117289866272247,,
CCL17,,,,-0.018240658865237836,,,0.03314398741432279,0.07484353183003792,-0.01565443518552112,-0.02691384318047905,0.08113270577437115,,-0.012541834346479248,
VEGFD,0.0650106775716987,0.08021443975033314,,-0.020322108286734652,-0.020701451966157514,,-0.01761879051646778,-0.015334700812208576,0.08576866490642485,,-0.03157182989463009,,,
