,MGH258,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
DCN,0.06668581106706838,0.08911140892838802,-0.01593834055694303,0.013828692175101557,0.0785925015091662,-0.02438539121704767,-0.022571495122396246,-0.003513069882134872,0.0034819163503548582,0.019390841640079537,0.02845490194566164,0.03355397399730408,0.018737489073081454,0.09288990660312124,0.002797906190200587,-0.02417761377542575,-0.020507043860558707,0.02701409340676024,0.015187937508205313,0.10070355397675095
RARRES2,0.029396711494741243,-0.038918888346815735,-0.013234301486990303,-0.029637317466882702,0.021843604977935797,-0.03922764479178538,-0.049698802541826924,-0.031818663829759834,0.016413559594853567,-0.029141851408325353,0.41628503588982757,0.021667120549903135,-0.017390435573998053,-0.05818614087862842,-0.013338150675196553,0.03838688166462456,0.17377955102693093,-0.0059786215783183706,0.07418060137794306,-0.006364740241193929
SEMA4A,0.05456083149293328,-0.015575977062358502,-0.037951012655763935,-0.051682410453034074,-0.008665245795269647,0.1235246548300712,-0.002557387204078903,-0.029255651097959492,0.03921797110503511,0.009298364800280817,0.07985667541345488,0.047881578045483784,-0.03981781998565185,0.04418197739779713,0.10105965189221375,0.053112044130244174,0.07853403828640515,0.069096400935868,0.10938206762718089,0.0605625914481601
GDF11,-0.0384945120164773,0.004055087693494029,0.06249807055009402,-0.034484336683854325,-0.00997556931975998,0.018367725603189285,-0.03145665105153693,0.0017719010033440319,0.020739797350184094,0.023975649344375474,0.007049052150461168,-0.02805331498543205,0.006351838485330349,0.010467020230662984,0.046504769065874356,-0.007244668584608647,-0.01510955086732086,-0.04938564026330455,0.09834677345604362,0.06898425877229689
GPC3,-0.030265912158314114,-0.004492072247429462,-0.01726561738861649,-0.024169928728042037,-0.05223014662186436,-0.033647312674875376,-0.01367495252041265,-0.01530211866018392,-0.0028874232203588385,-0.025609288468153343,-0.05012055279756682,,-0.007234453117464128,,-0.04562822792545488,-0.022786328262391242,-0.04751300915579817,0.020881982403197854,0.062494602361564504,0.054012706834323757
OSTN,,,-0.022238786193708362,-0.0013044930293281717,-0.02646484547318528,,0.05441898052023423,-0.023646889694574492,0.06435489854521538,,,,,,,,,,,0.08582548826950803
GRN,-0.010005474667364534,0.16882261397661333,0.00033574343375085587,-0.002926102532035656,0.036754320797020214,-0.01988412076069803,-0.006185608533162646,-0.013857323140635555,-0.005553677914849562,-0.0012536413292283347,0.07988557803621639,-0.026914200010960298,0.008254735341190502,0.030145789875895532,0.15338601228745133,0.04173833818540237,0.004517085481196064,0.026634816694543963,0.10589614135155409,0.11006642236405188
CALM1,-0.027972460207665,-0.08210685722180085,-0.002227176410512561,0.01501623281007087,0.020207544485607815,0.06943081193683426,0.04722934196401549,-0.004485691526471587,0.009097573674734653,0.10124171471109122,-0.006427579675741264,0.05598586899148751,-0.09431174162388489,0.030398865439018943,0.04770415443345186,-0.03375546917494118,-0.10230385189211082,-0.04657827779242586,-0.008817200579821372,-0.12936698907849148
ANGPTL4,0.011784061174905625,0.03796418053904479,0.10405185207138208,0.009077146381880513,0.006568564387551021,-0.042587970944604696,0.01090153700960781,0.06252195483843401,0.0505723249899387,0.016561983927939755,-0.016228486244576575,0.009155889480172017,0.04145736631681415,-0.05262106949645588,0.020795597262790923,0.03877296002003642,0.202245599177893,0.006362238952916026,0.12248172416603126,0.10671514552063392
BMP8B,0.03541951154485343,0.013864345670848866,-0.02685567717196678,-0.02455870641775383,-0.02477648785167329,-0.06498438598317022,-0.024247722464504167,-0.006379913975253232,-0.011155677289244222,-0.05403837081507365,0.14408131012217573,0.05761934474442798,-0.017154891927030753,-0.0048069110310753,-0.0985076210270897,0.051467765661787034,0.04149678978806246,0.05203376719193289,0.05153171427165997,0.07193106869118764
TNFSF4,-0.01224421837298279,0.03185233787126632,-0.03598922526717778,-0.019025494221403462,-0.017347488876974657,0.07910414340386243,-0.03215886208540021,-0.027485996741490697,-0.01509894179524613,0.018427827117201066,0.011648146983803509,-0.02994773322476082,0.1483049811396442,-0.009693147146247054,0.007554186972299443,0.027080397528244638,0.06678400716301792,0.028143028467791924,0.14786399941881032,0.12046005970999034
RBP4,,-0.023749988303359556,-0.0018873042651279832,0.0414249740715855,0.019013491021141343,0.1295189365422367,0.02133779253197166,-0.033729841749706294,0.017305999440435833,0.14442992091967866,-0.07547523568470849,0.06558213185641687,0.08181638220969013,0.006512121980031852,,0.06389278034280131,0.05388489028248402,0.06921032932074767,-0.04714496276914291,-0.0008604626380162922
DKK3,0.057627786107556,-0.026430455499012448,-0.03210544848770376,-0.06338304132591892,0.004551848770454478,0.12016679276183154,0.08327099923334991,-0.014482876677790187,0.01840733579555374,0.11275499175430669,0.2689273318600938,0.04713454532479309,0.0006047376465520822,0.12817025179166455,0.030856871236828152,0.04417414217983792,-0.022350383424341105,0.05360199182806374,0.057551223207325086,-0.07627695142595721
COL11A1,0.03255310941590476,0.035343208596414225,0.007935503031010253,0.008579719664294742,-0.027836271637922506,-0.06239142842597649,0.07469529951519019,-0.02387326105081775,-0.025034262027230223,0.033001680709746996,0.03548185442047815,-0.036123561629047125,0.04674004561383222,-0.009627163806213118,,0.1004653262696436,0.10896431493591428,0.059377619413953114,0.002619633165308305,0.08409299455192472
COL5A1,-0.004517568664257401,0.15903247895808353,0.12883931306051588,0.050306969312927434,0.012585692923746176,0.006318771127513156,-0.05090740518646941,0.02814718671550722,0.037496933618954224,-0.0008758388587543573,-0.44282792728339465,-0.018385393335344388,6.253465372979647e-06,0.0463340150551907,0.027730920802929306,0.11189562973787213,0.08961315085909652,0.03352666455681862,0.051632567022296676,0.10767839625633113
KISS1,,,,-0.007734047262570305,,,,,,,,0.05763346714950997,,-0.02194411663445215,,,-0.0404308912128249,0.08942848497804216,,
MEGF10,-0.02461132484157029,-0.008933082380152979,-0.06062634662273026,-0.007833308384251694,0.028456342106406442,-0.040935406642402056,-0.032724950045573624,0.03606628923748199,-0.006187447475363088,-0.0956638381648096,-0.022422182015919178,0.039830176509566724,0.07022458878087921,-0.06688870547868929,-0.023129581955244713,0.0017549015636541669,-0.0009629158339319277,0.0340757510271663,0.043267704664861455,-0.046223855902134944
CEACAM1,-0.032359791897156195,0.07341267384644545,,0.0064566279202926445,-0.027661379503190104,,-0.036537266351812286,-0.0190137687792649,,,,,,0.08417699214016561,0.04195372296517222,0.02344590327440539,0.005283927459000745,0.1065521000089198,0.051722327747576506,
EFEMP2,0.02095719413128417,0.04387914953653901,0.02049816489763688,-0.023352065558026346,-0.01453557845880981,0.018199634901584383,0.0037687964371431433,-0.02839120061033371,0.026784210575315125,0.00017838248641836128,0.1922791353509467,-0.029010368090295977,-0.00427272012784921,0.05199632365544987,0.04497012617315419,0.10057942479086789,0.15654655336259643,0.08428579491868156,0.09962265396443602,0.07446971734939495
IGF1,-0.0516366061104058,0.025918942482982054,-0.03431802291899735,-0.03054538055019846,0.08751382489591375,0.0012955638638707113,-0.00514373271596908,-0.017067763808537414,0.01404794571396509,0.035358743048063045,0.09576180576986522,0.11868516892883732,-0.016850809667232475,0.03465926913837851,-0.055481166398764326,0.010458993694326322,-0.09084118391231676,0.08780805265669278,0.1581234033245214,0.034821497435344455
COL6A3,-0.0014798980425819697,0.12157096550659467,0.056463486865074394,0.039833845106092725,0.044703125245875594,-0.040339504009953786,0.01466895856680803,-0.009789443030583595,0.003594420026193434,-0.007238123405873134,-0.48080363401734744,-0.018777997532081647,0.01241636089442734,-0.020988632110829675,-0.010600972259863872,0.07172686761696777,0.01929606130808883,0.032156373585642835,0.0634241839157432,0.14514645057383754
RLN2,,,-0.022238788139458423,0.015006128579806807,0.07759355462128137,0.046729714398272316,-0.023307301788462235,-0.013660783464548059,0.007807260714382123,-0.0313852806467758,,-0.015116038189026534,,-0.07290578107896918,,,0.06611824546687199,,-0.01699866133485921,-0.02714267486716156
WIF1,,-0.019157049452598635,0.025783762321021857,,-0.015535617907723242,0.05536914645015295,0.048989723741760915,-0.011808278279636056,0.058963272710320244,0.09147652372231846,,0.07203847291205048,,,,,,,,-0.015165597844837893
IL13,,,,,,,-0.02000709966996181,,,,,-0.02102470990513275,,-0.010865637099826152,,,,,,
PLAU,0.04010070543529306,0.12289162114485845,-0.10481571621436553,0.008770637085401383,0.03146725458655821,-0.04317733260096321,-0.055490015514076695,0.043664396116693295,-0.02274944052230651,0.009260138129160937,-0.10025350302464305,-0.08190930114207377,0.03714098517726026,-0.028433484418252324,0.09530854819509131,0.03349652416362066,-0.05668082946578485,0.0045228745372110045,0.13391358169033976,0.1624068425293511
CXCL12,-0.009728208185979161,0.11663388231404133,0.0007286471353348754,0.006860981254376534,0.02593156256034069,0.01741021405205669,-0.005440596063513535,-0.015324308881636148,-0.031705167816791495,-0.08219503516656254,-0.11459209598571689,-0.04250222960249626,-0.01985143459533808,0.09231085335801291,0.11310684971314668,0.05009328241677971,0.057804685784568405,-0.0005999338532033774,0.0958157493892496,0.02982298834205735
MMP9,-0.0319086032138512,0.06820419493617655,0.042521846970590665,0.01089011574868121,0.05310915947564549,0.012315427442851173,-0.02626895350094797,-0.017983110945024562,,0.050213982258415855,0.07723467209521166,-0.002847151633371976,0.06522313470705435,0.0038519931220460826,0.03151718687468209,0.10971407123454084,0.17168058838977884,0.03743559309174842,0.003914802650164775,-0.0024773324122506117
TNFSF14,-0.03959007874429037,-0.019184746919274406,0.022351510606803456,-0.03260910748240887,0.0023117032240571583,,-0.030812388251686064,-0.021099095816384427,-0.012601063356094983,-0.01202456910682535,,,0.06216468422293416,0.04892979659322156,,-0.031543573930522,-0.03083412299499425,0.07679183094656238,0.06376401661895109,0.014730029949755415
HBEGF,-0.016504959551093396,0.0856780835433948,-0.028051441596306098,0.07341019353060028,0.004188197355337758,-0.032395568493193486,-0.011072559749932912,-0.024305491615533293,-0.03076407590067218,-0.10837284445776535,0.09471844701649244,0.02089138900231761,0.039458958152117224,-0.0069059342147385515,0.044557619727705444,0.09991083592304788,0.06504460214755214,0.00857657131127305,0.05087510823511371,0.17136048269197812
NUCB2,0.073071258902787,0.020537848454895903,0.030802112218213634,0.00046108124364940264,0.037368380616988967,0.08131238275279173,-0.07907872316606228,0.019356067031620804,0.00957916762299157,0.05284097876523544,-0.03514250787000235,-0.04379625939281258,-0.012789931994122518,0.03663298194753418,0.07254512080524174,-0.06298429155860344,-0.003927134001206493,-0.02778087831040383,0.08315659845183034,0.02919203119316384
VCAN,0.053656877030741616,0.016288250820103642,-0.0723478304814967,-0.027866451585002963,-0.04603236074472448,-0.06635138238809168,-0.004732657412263341,-0.01718399427194865,0.019225720693273562,-0.00662826689345715,0.07508273255364478,-0.06912759359069368,-0.0730614139323552,0.1308491861934571,-0.1531747382383713,-0.025822355266580214,-0.18176490191025282,-0.0685087736000879,-0.0718640242581187,0.07502177307647714
