,UKF248,UKF259,UKF275,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1
SLIT2,-0.00015592479741438866,-0.033757913713874564,-0.033666808499746396,-0.00025520319444512647,0.017205051123208914,0.026507758254745935,0.009334209842288327
PLTP,-0.015200216111259887,0.03849716186826433,0.025281428207455558,0.016399581866844086,-0.059359854398579055,-0.049524150458975055,-0.010441093784193665
APOD,0.01633051974516236,0.03634350812235564,0.03250808557730493,-0.04361393135240185,0.008605656147982227,-0.01290135938272335,-0.11892646155012493
B2M,0.1378185239945706,-0.01647329566628209,0.06159261680333991,0.036546259665838875,-0.03974043184987703,-0.020423377085774144,0.06010117662586813
OMG,-0.00044276429878278904,0.02687382780457795,-0.027041141466482156,-0.014695757505496626,0.019748538510673062,-0.03616111138240014,-0.005453233607189369
CXCL3,-0.01191544605707383,-0.04548327868745998,-0.002008154990833228,,-0.05174748554084038,0.009798096846532423,-0.013612538527634355
CXCL10,0.09819388755743583,-0.004829778721509547,0.10752217829985879,-0.03208129589373093,-0.021766396349913508,-0.022322695209807737,0.048879954482543245
RSPO3,-0.023521230982179453,-0.011518567050823778,-0.01975956697037621,,0.12858459858523377,-0.020014129983237965,-0.014042018937743062
CORT,-0.023194075164883372,-0.003059552617046322,0.04355884170033353,,0.16174396777906905,0.04018955097491595,
NCAN,0.005197790162460751,-0.02164993792495922,-0.04989176023574697,0.01401519994291611,-0.01822588813008123,-0.015144556415788034,0.03262453256024639
PRG4,0.06664580973978196,-0.011368328941219408,-0.016719278063956806,,-0.02308694005744694,-0.0389569905631314,0.020308847796843266
ZG16B,-0.024011703452281173,0.030478404909755258,-0.008938018113903044,-0.022080804985862873,,,-0.01750888641495582
TGM2,0.02692661664040034,-0.037610750588079764,-0.009765404396398907,0.026374389459652644,0.009726578742718078,0.026291001338389016,0.07474783812448522
VEGFC,-0.022175849903704352,0.008814203510293016,0.00019034806716690378,0.01959107279488052,0.038640463049797985,0.02473632581793857,0.09583121657671609
WNT6,0.021264868574169822,-0.01572386274430105,-0.01989124051456531,0.044584355003848615,-0.03146660740478071,-0.021681562223545215,-0.02114557882976419
NRG4,-0.015948404916149017,0.028614963435907168,-0.01717137999079701,,,0.06417349478572555,-0.014042020511518368
PMCH,0.07572567458257909,-0.019170816098487448,-0.013082782960716955,,-0.021424983079331793,-0.012420918086512857,0.053313609790038866
COL9A1,0.046472284096559145,-0.014450458610120117,-0.023955055907103315,0.1080984569022205,0.007560517207498224,0.0016630691938966965,0.1169324980113862
GDF11,0.06977904353082932,0.038818343781874834,0.03273176978991028,0.052314511183401954,0.013034969170361968,-0.029011447793054524,0.038250855577603306
RAET1E,,,,,,,-0.015403996729888632
IL24,,,,,-0.015973951107625717,,
SORBS1,0.024382313769242707,-0.022788370127917002,-0.026094845636102974,0.05785939587659475,0.041887601183159616,0.006074599062241055,-0.05928086969306521
DLL1,0.012808687069272079,0.00018724892353231884,0.027318147557527022,0.07491503386087238,0.020259174169440522,-0.040274837572654466,0.09596784021379698
TLN1,0.0990912456919919,0.018569140821137572,0.04722655351136685,0.06713002855108714,-0.03276700509226934,-0.0013136467179180242,0.02130437179662535
COL2A1,0.03590445167364041,,,,-0.03492115118552202,0.03506572758245988,0.12392974830097273
SHH,,-0.011813560291132183,0.016642704974060517,,-0.02330491642602999,0.003074975024003486,0.03502562603116493
PON2,-0.00808490567163393,-0.046462815198933125,-0.03047565336832626,0.0386813837635126,-0.023477706695677267,-0.03806204213914801,-0.03792924787784167
ICAM5,0.011954741436025044,0.04368041674959011,0.023164624884348724,,0.03995536433652405,0.008834469564083394,0.05174081723750242
HPX,0.01997038212595196,-0.007637147712244363,0.04419696045939599,-0.015571374592061062,0.0422661537306901,0.054026024628297094,0.07194510877850789
SFRP2,0.05106660556525123,-0.01345436493772104,-0.01461869853370791,-0.04156711959028872,0.006605561595804076,-0.002591104198730052,0.030446213441532026
CFC1,,,0.062301374228754224,,,,
CD70,0.1109072903526178,-0.022868592251679233,0.0440760087737629,,0.008937907931668829,0.04213631970783235,-0.021423639490316407
HP,-0.02692043544310579,0.0056007161593644855,0.026405265340760906,-0.001737905564494187,-0.03721687375746422,-0.05714760573636574,-0.021005326849234153
CXCL2,0.012692695923824247,0.045882716148501715,0.03157382769840786,,-0.03765892895120122,-0.06529093282945825,-0.028117912208552275
NPPB,-0.022338978912097116,-0.020556362795603234,-0.009849714900982078,,0.0028016531246163674,-0.018564345840017957,-0.014244065946015986
CCK,-0.03078606616408885,-0.0008397868895995268,-0.036016698315597395,-0.02748229101159767,0.12828350055054205,-0.02664264071674798,-0.018478398794605055
SEMA6A,-0.02790604856979229,0.05389359167146347,-0.0066832630771822945,0.015210754158782303,0.012141790886818469,0.037463590309589845,-0.06705947441995229
IRAK4,0.020263350831566555,0.013330963110709353,0.011644088531829909,0.004382785032224498,-0.01261279746249375,-0.004016360444198666,0.0345918713656079
GSTP1,0.027667010132693067,0.025572363190834804,0.08575808081487139,-0.05474647943124746,-0.020767012239063545,-0.0015226669483908487,-0.0017652080628294473
VCAM1,0.033501546163996025,0.043664946324120595,0.02895376855635661,-0.02117735482425619,-0.06814941757692802,-0.04720018954860539,0.042597959697560694
NXPH3,-0.007692729031370631,-0.028520024843391837,0.012525379394763933,0.007314108103907386,0.005565398007596716,-0.03836490098812617,0.037889209106237005
MTMR4,0.009246587444717578,0.03904807886291546,0.064867284627382,-0.005291327319328658,0.05316984774372827,-0.00892487322984981,-0.006920611487349003
LAMC2,0.001962478114371473,-0.026405381311952657,-0.012399692184918718,,-0.019638515702689412,-0.012056438390618283,0.0025883688870316154
IL10,0.06044030915985236,0.010453453069886669,0.05292381898405359,0.08905103414225077,0.039058290664900894,-0.0025876733834852878,-0.0037824492074089856
SEMA4D,-0.008827925911005785,0.004750649117768389,-0.010376465393410389,0.008277343218514609,0.09228572273663256,0.03954687815938815,0.06552296095717082
TRH,-0.038546201006914575,-0.017507763786991083,0.04489892915257449,,-0.012600290507904626,-0.007759876287548936,-0.015954309087597016
SEMA6D,0.0016473941684380267,0.01085821796416826,-0.023441565791614147,0.04501785043160788,-0.018701813052473815,0.06334546697820223,-0.007695739294072885
CEL,,,,-0.030525566552879763,-0.024190107264002832,-0.01831052163154042,0.030899242660737854
PDCD1LG2,-0.0411455983746585,0.0036173563255297776,0.022874218947771068,0.07623987524308132,0.06925622648488919,-0.007833587314154799,0.05908406384734437
SPINT1,-0.013434534732156143,0.01679177697282864,-0.008943660091967402,-0.04054339655351748,0.09581536446323409,-0.05094971793569266,-0.002535779996226816
CTHRC1,0.0642453393047445,0.042126722714822415,-0.005278108380018273,0.06593361732209017,0.04365023286081063,0.025936640935562263,0.069806481384461
PODXL,0.046431351745417224,0.06302576304398998,0.0013500101182860045,0.12300841589358896,-0.00854871552618676,-0.013110185864970914,0.09990714058870763
JAM3,-0.046665004539569115,0.02048044294681232,0.026600438481420755,-0.0657358203082224,-0.03412948773111671,0.04297907578757116,-0.012134462351210162
TGFB2,-0.050406155575525274,0.025955691710289337,0.01164625660908184,0.04382971862805793,0.10553475068239904,-0.015647765915686628,-0.0826357806061297
COL18A1,0.0709650314364697,0.03553185898278452,-0.03472547080276715,0.1026528610655719,0.004065474965313846,0.013666096874673999,0.12065898333029546
NODAL,0.0036938264856516416,0.02550006797493075,,0.23213911244058433,-0.02387946325955824,-0.013787441549263623,0.07527148928493599
INHBB,-0.026577421380549974,0.02185960050366044,0.030535842723781625,0.004285328933459643,-0.026391587660788134,0.002302193237151237,-0.01793015642049416
LCN1,-0.017533766556839293,,,,-0.007778221463502767,,0.08566453052487713
ARF4,0.02072079863423858,-0.007342754836852369,-0.01750906787678832,0.07850979473716252,-0.02865658449359051,0.016841487150720758,0.07000092349449816
CXCL14,-0.028074944428569584,-0.024641726670887442,-0.0058757226692551555,0.014472182607611921,-0.03288085404019903,-0.03311222153109617,-0.10710025599843431
LIF,-0.03380268969451846,-0.015322262193255748,-0.04005777997172705,0.07245662578269689,-0.0379179983835991,-0.017527881183814487,-0.04943835116488076
IL17B,,,,,-0.02210308561509492,-0.017152858444258737,0.06701773745198554
MMP1,0.048057547478832854,,,,-0.03492115450074006,0.10673379264107188,0.05992782347926178
MATN1,-0.02302132397913035,,0.0172787316501164,,-0.031960120401800886,0.02378800884692241,0.0013720356130852507
ADAM28,0.003956102638637036,0.029176061486975997,0.024852821486945058,0.04332662386780486,0.01827226753714232,-0.02771131086402668,0.03562686850895184
TCN2,0.07809035100711037,0.0038634789619361597,0.013448724296638162,0.09446056760763795,0.024442434393605612,0.006314680119885949,0.011974632578047113
THPO,-0.029997738350247632,-0.023966688741577154,-0.020474997977670082,0.10545748302794672,,-0.015334726548111466,-0.021005333243711136
CUBN,0.024788163669464673,0.02383381307436773,-0.027942852293658334,0.11318022857051756,0.013599544450653046,-0.014134453430567157,0.02780925107028443
TIMP3,-0.021508841928092676,0.025476081582291123,-0.012891051209722901,-0.04411218248844173,0.013587877649374846,-0.009185021241662851,0.0706903352301812
PIGF,0.09633191964538616,0.007899783902011731,0.017573806724356777,0.025671495888557536,0.04416370731862019,0.03598432748994345,0.018130475436671692
CRH,0.0789956465349037,-0.013324948323461266,0.05421323620121164,,0.08072912218979517,0.017391668825220686,0.04666904064971817
BDNF,-0.01763737421204847,0.006040563547961916,0.03579641446215255,,0.034185725604422526,0.01770664045703716,-0.050761005350573055
CCL5,0.06467689931057483,-0.039471961879509986,-0.00818331745014032,0.0915783119753777,0.004254833003931456,0.015514776389982093,0.1287318180081636
GAD1,0.04205676422257771,0.023946018533851997,-0.05295286526852923,-0.024773414821665448,-0.028857287182385397,-0.006479253610970306,-0.04403933081327962
COL14A1,0.04989468960078399,-0.032265777507784976,-0.021664425656766677,0.030809259914098778,0.012506660761994075,-0.01683952287524382,0.02656123460501826
HLA-A,0.14334113894745157,-0.01899190315801094,0.053521638180920206,0.10136556708484619,-0.12422950857579151,0.03640083083726809,0.09966715873488222
CD5L,0.013267643748139036,,,-0.025998032761697078,,,
FGF18,-0.018587604878245005,-0.01058657179596161,0.1691602340590791,,-0.0261311416023348,0.013544990842395785,-0.015954310367598718
ADM,-0.03864771748229422,-0.022273691178454263,-0.011780143258282165,0.015715677805822083,-0.08696166669893864,0.08549595643747375,-0.05282899692703917
CCL15,0.005879308714313878,,,,,,-0.013837172143233444
GNAI2,-0.006231948570009662,0.006266444040940035,0.02347425809663383,0.0919724970505061,0.005247106482642395,0.03220534019958611,0.032562741280661
HDC,,,,,,,0.024595435482779357
COL11A1,0.07884396298893503,-0.01838817173621338,0.008449324417184781,0.06615810222524496,-0.014134707516834738,0.0034665109557970304,-0.040013916014403676
NUCB2,-0.024571207210645086,-0.0024150485181264362,0.029350566469838916,-0.05837382364175652,-0.06703003578177297,0.004848153837796799,0.01551764714717891
CXCL1,-0.01870158732567077,-0.0016093739902530233,0.06134596867123791,,-0.04239782083844718,-0.02419032950364841,0.043038060055657315
VCAN,-0.03883660282044867,0.032967110123293106,0.05971803540085734,-0.004066715966539836,-0.02165803388330748,-0.015967026322323614,-0.039511934381630816
MMP7,-0.011817088650650837,-0.02104682485911809,-0.009849714847166905,,-0.05048630070179286,-0.03749667618195305,0.08020614351187959
PTPN6,0.0360397037026083,0.047738811391870334,0.02222686338576381,0.1132606255369938,0.01555126800148006,-0.07020618174988844,0.054906902711326755
PTGS2,0.008992365635481945,-0.01006965866938872,0.009915739773769399,-0.040166939525185436,-0.0970026487870644,0.019134420177661274,0.002119076148099441
XCL1,0.03790340422527678,-0.011518568989421937,0.05116790758716238,,,,
CD58,-0.0005246070743670933,0.03523509200578659,0.03924105571816946,0.060145589547077966,0.022856044131522226,0.011034029337118579,0.05703997306110727
TNFSF14,-0.022682491808811652,0.021396870144071486,0.06237053937458486,-0.03105138672390343,-0.020903538858379252,-0.017935152432595376,-0.008616924574156129
CNTN4,0.005313533288681076,0.022605205567258535,-0.0072426271000819,-0.04037926755488662,0.0009092565259795186,-0.01861983124383476,-0.023544808904527592
NTF4,,-0.014570485346536398,,,,,
INSL3,0.0492761690774274,-0.010586569719467342,-0.011357757169237372,,0.0714463332908525,-0.017935150699770863,0.1103498195741493
BTLA,,-0.01680410345052928,,0.01867143183697019,,,0.16173657795925947
MFNG,-0.015118486678386474,-0.008904552893819284,0.01863735352564069,0.1100228380504802,0.01444457834593087,0.0023400943142944624,0.057194911288345675
ICAM1,-0.006363394015327752,0.012022035278832739,0.030233975189047278,0.1320609397833712,-0.04046462863022542,-0.02454535459444231,-0.028802950015015576
PROS1,-0.0009477401468297382,-0.001083683202405111,-0.030635506135905786,0.024872799643686893,0.03691362531959528,-0.02086438862153587,0.0069420932374230845
CLCF1,-0.01851164288238707,0.031330159067770307,-0.011691680820859302,0.07625549513095319,0.03547118798237146,-0.006795942649545536,-0.0414712340060034
PSAP,-0.041649845105182465,-0.007610369251446347,-0.009461916225645465,0.002131019295996087,-0.051001241658320616,0.0015019291225131343,-0.027484673662094124
EFEMP1,-0.049301213070406004,0.04453400740034815,0.024169198951159477,0.02374046439284868,-0.06389099377777895,-0.05313988390474863,-0.057233665833953486
C1QTNF1,-0.005898770913973261,-0.0022547662532059485,-0.01108852809217017,-0.019627089632630212,-0.0736780097098704,0.04689087083880591,-0.10373319699069447
ALB,0.04760537292539614,-0.018794943116051583,-0.012399691867518832,-0.04184294569421506,-0.03446043325585427,-0.030022997322146302,-0.021423646176373486
CCL13,,,,,-0.015517344765992279,-0.020117998364093684,
EFNA3,0.0018383012042043547,-0.021508750396315512,0.01209092927340744,0.0449163353485718,0.06162517163519135,0.00661565433652809,0.02001301228462803
DRAXIN,-0.017778128887958298,0.03733576228650281,-0.018659117603873624,0.025752019039967385,-0.04114296546121465,0.019272006251050813,0.04309363350229287
RAET1L,-0.015709511765826467,,,,,-0.021789535825467124,
NPTX2,0.053255205070108246,-0.026393994302616918,-0.008805689790090665,0.06698715025305887,-0.026244982689937444,0.008698779424685308,0.12145115123502319
FGF11,0.041262652232806965,0.048191430991952916,-0.007895044621257362,-0.0663579210316199,0.0023200331570600473,0.023006067467491613,-0.03868962662531651
CD59,0.011208983741126216,0.037012541560519786,0.05608574555090381,0.05538359309849379,0.01817479194499808,-0.025825649806161064,0.03311736749987184
COL9A2,0.004284953255914252,-0.0015856222768570885,0.005939877957986203,-0.03933649539611082,0.060302706131799035,-0.00788646044689508,0.00670913867298779
DLL3,0.02263863455639093,-0.007164995751507779,-0.02919968451115663,0.0231423696184849,0.044761577333762445,-0.03375864118965575,0.01744528687057504
FGF5,,,,,,,-0.03123909333970267
LIN7C,-0.029210803172277044,-0.0009427858871257712,0.008456876499665183,0.004675342539535768,0.0023063770237906744,0.005456674211161887,0.023553274687618985
GDF7,-0.018575507178292164,-0.0188895311368581,-0.03235580021484038,-0.03308449975029297,,-0.014580230653455354,-0.027025886983171776
PSPN,-1.4367762123601837e-05,-0.014279407241867098,0.053742107446366504,-0.025118107016456972,0.0266118441981877,0.012072215784058421,0.03331885860857965
ANGPT1,-0.005076178890867803,-0.029034574103426126,-0.02146121653619375,-0.034782791211066214,0.030610781778285922,0.020379978405341365,-0.015824601352608256
PNOC,0.030945398405540843,-0.030795491966506362,-0.03267468963307279,,,-0.01728545894310664,-0.019554265416017822
L1CAM,-0.004549551545024101,-0.0021334661545953405,-0.031336489676412525,-0.0569971227983844,-0.011132655218746542,0.04878498144690377,-0.023798474658401868
APOA1,-0.012277083396045082,-0.016486833197907176,-0.014789775605470382,0.024903571575490255,-0.0338680422532549,-0.0009239621332346791,-0.0063187680066836656
PSEN1,0.02038060605340627,0.009260319803151456,-0.007672593714390488,-0.0014316229502592513,0.02065706882552871,-0.017365607546317212,0.015780981463844032
CALM2,-0.04084622738907147,0.011580624499345367,0.02689540219124745,-0.06446683749977403,0.08555526950559418,-0.005383206831301771,-0.043140317213595174
CLEC2B,0.03472605681716135,0.030277922838823416,-0.020907626101003943,0.0638051104854399,0.033041235543504376,-0.030453822239169388,0.06241452954529524
NTNG1,-0.03727103773782074,0.023961750943196473,0.02841320885462979,-0.025383025291569685,0.0486448364790966,0.022574305143406474,-0.015392064314866644
LRIG1,-0.04334583372183485,-0.006695094111928353,-0.030909120377582668,0.02965728038140685,0.1109678396309585,-0.00491597425249012,-0.04805065033178778
CPAMD8,0.06636862640633459,-0.01252202295356872,0.11784462269763592,0.0464103910212591,,,0.02099166410698663
GHRL,-0.008934769816049962,0.05231557588279983,0.053058885562699026,0.1878095203116933,,-0.015771350222297552,0.0033234522783133313
NPY,-0.0402628023690494,0.011101585575384383,0.014057495666712144,-0.004833881202366741,-0.05720199748329559,0.046179895090862226,0.027914045453907813
MMP2,0.06412738145369944,-0.026168788520422957,-0.03759049331213783,0.03167879365121139,-0.005325688514585598,-0.0038126315560780845,0.08380625178598408
LHB,,-0.010905736326100786,,,,,
PPY,-0.02648934129351657,0.012938935689439912,-0.009207362545308552,,-0.043623566735615966,-0.019176782891084924,0.023311239233951047
ALKAL2,-0.029460721654381652,-0.0107472929873111,-0.0222096427701795,-0.00734681083166267,0.03165028027470288,0.004896660751370514,-0.004652957644842732
CSF1,-0.010340419935860623,0.0075278865031461915,0.015395328986167925,-0.05208421861979942,-0.06826860631462045,-0.006773473185171797,-0.065882283475675
SEMA4C,0.07394258993831371,-0.00854664661628234,0.005019742806112005,0.04366593473079562,0.0143054521708707,-0.012545735949073168,0.07761090751251971
BMP8A,,,,,,,0.03095412585518014
ICAM2,0.07801138943441788,0.024689627294306245,0.046462907747105486,0.1290049844533443,0.09995825161839987,0.02105151762380419,0.11656121156411246
SYTL3,-0.01391884514058102,-0.041693000810513754,-0.01603236626328353,0.09714190649689448,-0.03853222811884859,0.008124369907517326,-0.01648530560276492
IL1A,0.011599562641745149,-0.03676085821973348,0.034005442145822275,0.005119672481372891,-0.039202600270562,0.011223480394531382,0.002597585878085153
HLA-G,-0.024173187459403552,-0.011518567949198415,,,-0.034228327231316115,0.02942659830684591,
PGF,0.06396992173076815,-0.03250735185176601,-0.008645088298226297,0.13581244682953383,-0.007993886890606273,0.007355645590209597,0.1268416319262312
LGALS8,0.013925087587846762,-0.01897396700523523,0.00411336316979026,-0.011163874979853296,0.05363761754170522,0.04577602534258828,0.05250515095977507
DKK3,-0.02976860579311651,-0.06199590889908145,-0.005855137332299321,0.001456574172824444,0.03589167614820436,-0.0272880757638712,0.05086166831238929
COL16A1,0.048815894827425675,0.04105252403788061,-0.07339793600295352,0.05001339015032492,-0.010207870647064904,0.03057273868071403,0.08214520319061619
