,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
ADA,0.009619162808621214,-0.023059519566979565,0.0008108418979740195,0.08253539017452036,-0.10527830460449976,-0.011231685706550129,0.016791168613007116,-0.1266692780994012,-0.08412923389996751,-0.035567343022390896,0.02695706748883462,-0.04449864840854316,-0.058185409570360544,-0.013241152630442643,-0.04585250788346847
LAMC3,0.06032089403609135,0.016749355300789102,0.02950393050998507,-0.019023928854129783,-0.0583445917504649,0.00895797803196955,0.02996760527456936,-0.05392814629212979,-0.013021344825312031,-0.013361478720352428,0.07428985542922101,-0.030270132897642393,0.0270794528267957,0.07355043160936177,0.01488198584030142
CCL7,0.007735634293956367,,-0.027632905204706435,,,,,,,-0.023178890596235006,,,,-0.10968931493190584,
NGF,-0.022339017083623444,,0.008022434896652208,-0.01976446435989734,,,,0.1616864855625112,,-0.02676976302815761,0.09566007154551098,-0.05571558066894019,,-0.04992607187220827,
TNFSF15,,,-0.020459309243439916,-0.03147716176465363,,,,,,-0.003936584542941982,,-0.020153071115152063,,-0.03863512824224036,
HMGB1,0.06755463972807016,-0.006627096633018921,-0.023578576033857046,-0.07321160049409481,-0.12100384399268595,0.08503930068988313,0.05052574884505273,-0.14786516729210422,-0.008395195110610537,0.005909189320680875,-0.024030877565536162,-0.014145915754275453,0.043507635992450576,0.04415376640455542,-0.03689013864351344
ITGB3BP,-0.01046280123940448,-0.009425798338468948,0.005159556147950433,-0.06162742630697158,-0.04632088774762474,0.02926254884751948,0.012246396762406362,-0.005578235227138354,-0.11790048849826405,0.03767661159508384,-0.05023140502417054,-0.008949554026073257,-0.062185536637779606,-0.07894635962611153,0.02089095570147297
AANAT,0.14169698151679497,,0.05938184338955077,,-0.01622882864445955,-0.015392676041324707,-0.009167380741010383,0.018417728802515437,-0.03272808734145698,-0.020334427322876537,0.026818139888009133,,,0.011172781414600774,
RELN,0.08215516285358743,-0.004908999535575408,0.06331635758433934,0.0853973292856328,0.15151292202251834,0.07059084358318951,-0.03149600486028342,0.02537509948998953,0.021250006168293707,,,0.05252380878835076,-0.03401089283249689,-0.005353024206430491,0.03870425211960539
IL15,-0.05269000862764527,0.09053511762736516,-0.03062925566361809,0.060551393968411256,-0.04233139828438106,-0.0008924401698002172,0.05012771004624622,-0.06258536240401064,-0.0072880604518103164,-0.014403322721097954,-0.005118224360950445,0.024400233942409668,0.06290918335259355,-0.050585512931645,
UTS2,,,,,-0.053533132859558345,,,,,-0.01731625309312461,,,,,
BSG,0.10388101780075411,0.0014319652597329629,-0.017843960789647954,-0.014293843955472257,0.09437767037750912,-0.028734765055351632,-0.0017324001804563541,0.21409130634678294,-0.15464489712965374,0.059381661099650936,0.01259746639152984,-0.09219519876087579,0.008938447478159096,-0.0400854197567278,0.044180495095949325
ADAMTS3,0.004791371847176976,-0.006128842735975162,-0.03867787822389266,0.07572097778492241,-0.1173466775345341,-0.051285633309800426,0.011211334869906235,0.029835788739201057,0.016970395961677147,0.04732640951771653,0.023329662494059697,0.009538788477896938,0.001001272061323642,-0.020709665157146544,
CD34,0.042925673625233474,-0.03266915008645931,-0.011843464579283829,0.007714974220350763,-0.08000832366620567,-0.014574275379517972,0.017914008976744902,0.017094125094862998,0.0009281024259004794,0.026283301281186288,0.03427461949200407,-0.016680266196133473,-0.03619981383424233,0.04528490816818162,0.09861128061103626
CCL23,,,,,-0.01846583084040811,,,,,,,,,,
PLAT,0.06426299180537265,0.017285020317251803,-0.047977570616335334,-0.14439383013315807,-0.15690393988497786,-0.10513956641076957,0.0008171924286640642,0.032433153942603335,-0.1235561973264294,0.11194984976651247,0.07963252019033898,-0.06296368046404072,-0.07470095869119976,0.09604366958688795,-0.055292953152583486
NTF3,,,,,,,0.007253581251167583,,,0.09794515894046338,0.07032746122158529,0.10008443754976568,,,
LTA,,-0.012055897002342173,,,,-0.025687211000632915,,,-0.03035379208849696,,,,,,
CKLF,0.017809153501007074,-0.021159526590111978,-0.08491155838131885,-0.08783438771490745,-0.15021671518135984,-0.01788960169885116,-0.01114152726554524,-0.14584226339333012,-0.1600691417828626,0.05001960512920995,0.06476434089598537,0.0285080914942877,0.005025056146325723,-0.01602326379467556,0.04044634885156765
CD24,-0.03393696947333159,-0.0033896584881754842,-0.03978016330863171,-0.0003633114362394002,0.025049702619652194,0.10831627600080347,-0.1361441398151972,-0.04655719495103363,-0.04058477671276444,0.09550718984898102,0.04154959716707604,0.10178198781621425,0.010235181293793862,0.02037611739946215,0.0056141701636625825
HSP90AA1,-0.026685786993911154,0.04720926456049641,0.1632201396415969,0.22159863760637255,0.15940474491949064,0.027992490281951134,-0.03398434107988715,0.2503414999606416,0.2905790722416848,-0.12129623132910759,-0.16540892179214786,-0.0056722112983376895,0.04290890241608508,0.13080492982071767,0.06314147858859182
BMP4,0.04693870046333068,-0.012779957539233616,-0.035776214254498374,-0.14967175297538973,0.06251139283308624,-0.010657371924832246,-0.04251817388265779,0.10984172666531491,0.026325084789500575,-0.013016088284524531,0.04931787436076847,-0.04777549864754478,,-0.10362554848144853,
SCGB3A1,-0.02325230751254183,,0.045631626436531646,-0.03147405454057698,,,0.056030745414233654,-0.0069724342171276436,0.22420883133467234,-0.009255361429451587,3.940343084112707e-05,-0.02337969264236841,,0.06263348648506611,
IGFBP4,0.06282559562983249,0.001760158342085288,-0.06190357085070299,-0.0841578813362264,-0.11921446360530072,-0.03532318204089594,-0.006945525143886722,-0.09139315958126486,-0.08676141816114483,-0.042304453781591825,0.012834747945910718,-0.10995968042086243,-0.025109110513151484,0.012055889454559692,0.051362526232894966
RSPO4,,0.16655366511609435,-0.025338348664263977,,,-0.01104057136391802,0.007972042765474686,,-0.04210548827975121,,,0.0792397296724882,,-0.04987479937013513,
LEFTY2,0.0028972400024329516,-0.012203961760256957,-0.02888886770795309,-0.02877664446254311,-0.10211892987193266,-0.026609406880367597,-0.007285685247613901,0.006734410534380743,0.0439289619491077,-0.019676253314123666,0.024932458025111896,-0.007595669557987505,-0.029418494900525744,0.09771441091240604,
PF4,0.033374151229088975,-0.010966476891411708,,,,,,,,,-0.01979510142734658,,,0.060792457095312474,
ANGPTL2,0.04396385998613606,-0.04740237367503202,-0.06950532642958737,-0.19783703616946005,-0.09980138264769406,0.033920999560310264,-0.002993292410083377,-0.1440257046089925,-0.22157527851080977,0.027926401338758344,0.09400312363659617,-0.008950560190471976,-0.015344227990854642,0.012584149223432095,-0.10997287796869644
LRIG2,0.010778347366646056,-0.02594346523446858,-0.01612504058391732,-0.05153882669389645,-0.006318871861124493,-0.05766183564608743,-0.04203366657171959,-0.01876561845501008,-0.027221260518624387,0.02688409193237912,-0.0024143855050996164,0.019330268234840173,0.024336681079273684,-0.004656985605341281,-0.06391918035601937
ICOSLG,0.05728726934582905,-0.022879671722108683,0.024954009360185617,-0.06518549450092789,-0.05607423911901279,-0.043296030326756475,-0.03660018495385771,-0.1330189180959726,-0.1212865142358894,0.08377666543379772,0.034493972565736206,0.0012789870416683871,-0.003525950315540626,0.036575438211910505,0.060402195228893237
WIF1,-0.0005678926086237421,,0.07173459932355716,0.15235612692092645,0.1209600343883811,0.000740069288672172,0.0675662368750884,0.21744110058357058,0.3051897382960134,,,-0.026200920853910594,0.04261216652564276,-0.07169216107969675,0.012964111615735885
NPPC,0.04440834086927139,,0.0895776686026687,0.09606636313198612,0.07319677131421526,0.06000834050520566,0.007088661488133455,0.06418672046047107,-0.15968738201289095,-0.007175985271256227,0.10753442436203717,-0.012233452480974233,-0.06859698667005495,0.031248188514784024,0.09180363318338274
LYZ,0.015653663707599384,-0.060287435017109814,-0.03650287720838638,-0.07606422414986565,-0.09966470164906033,0.03521130060241373,-0.02995097532582526,-0.1733929976019375,-0.01286946209424406,0.03977778875714738,-0.05128605319653661,0.004665975631405263,-0.021651409864380685,0.0351317195666383,-0.009771611434635835
EREG,,,-0.03565706858777567,,,,,-0.03080395175140061,,0.06064477574492303,-0.01602899539100973,-0.035105205288671774,,-0.04498085886541429,
SPTAN1,0.024834104821967105,0.0008142633781404484,0.04574917283400422,0.10592981961031583,0.12772902082508958,0.05657657873443369,-0.05074284777130692,0.2321119985706057,0.19450986908568643,0.07075925828130508,0.012313000123481337,0.10436920590603745,-0.0030415904479993744,0.1683762272593402,0.13684230202662953
PTH2,,,,,,,,,,,,-0.02774510238338881,,,
LIPC,-0.0181157543414321,0.003281373892740752,0.004797757479145926,0.041649659546087396,-0.042446273989034757,0.019256053415175767,,0.0044320069800355254,-0.008487560089691959,,,,,-0.025458772899143327,
COL8A1,-0.045144284513388304,0.036123126343543685,-0.05383779767248593,-0.09960844841531273,-0.005597719720502082,-0.0191737263211507,0.0017894824836052745,-0.10649835529491782,-0.15245736634943838,0.057787136891706656,0.016134710339039734,-0.06037610945403376,0.10538678695472924,-0.08911143083793786,
GSTM2,0.042049706893550615,0.07416598572040063,0.020424372131972308,0.004228050790255042,-0.00629105355210206,-9.326897262661738e-05,0.014004747754222972,-0.0711015811700291,-0.05055345908815134,0.12208346149255161,0.04939139163295778,0.04349470597892069,0.07437889442147427,0.06806234383364186,
SPX,0.09481928959641153,0.015361725784466118,0.22735590963572894,0.064765787511055,0.06819558403046218,0.08074975578905082,-0.018819787459971725,0.1044387263543158,0.24590430607755323,0.03171985599383885,0.041989300185959276,-0.018936529238436656,0.06870681911113463,0.026274416806548292,0.026787940945664383
MFGE8,0.021448603229617867,0.016617380370019183,0.10111442256400957,-0.05931964572309775,-0.0377962510373837,0.008407670205428012,-0.0363289570577895,0.10947848414280603,-0.10850602597424325,-0.03466363432191112,0.0644577029293374,-0.06286408418678807,0.05134034692747535,-0.05251124938642271,0.07867027665543572
TGFA,0.004917583067172514,0.013545600098041233,-0.11910927086925696,-0.07071515277842343,-0.06998106797956925,-0.0851886647231132,-0.008202913869502396,-0.15502925623542957,-0.11311178519537743,0.05205903954962449,0.007295890705862017,0.09076167801174069,-0.024600666991711137,-0.08956639303487719,-0.1210726776982077
SLIT2,-0.0051676855202459505,0.008092030302587476,0.07563543269097354,0.05925550153537684,0.08706577492724812,0.012696361749396274,-0.11571654329391495,0.15895250455135637,0.23159956884388977,0.08511978122476932,0.04822149047971663,0.09710163273927248,0.07020951386216985,0.027750257244866523,0.09950884982247775
PLTP,-0.0016073264434037402,-0.0235195812816863,-0.08967373653454704,-0.0421738418274527,-0.1611174562512838,0.09816119998786005,-0.10117758673844492,-0.23517318070512058,-0.048938054728749236,0.03639635321089213,0.025195550221068536,-0.09748230003552366,0.07758201333657797,-0.056269612274178454,-0.05960553450266414
APOD,0.02451508574200107,0.051621717814896786,-0.09756517817808096,-0.013537095688230114,-0.1178518769247822,0.0707355803310229,-0.013537066454113117,-0.13777956388771148,0.1064209203319712,0.0677476116223896,0.1417660208986287,-0.08771360866716668,0.029236215174939094,0.06711434256565134,-0.11366862196755012
B2M,-0.02313005526660516,-0.05865295858845468,-0.14201176574265523,-0.24050644361972953,-0.18186866043653455,0.0008535297171722093,-0.1266955997097432,-0.2793777162070543,-0.2741399889438284,0.060869061693797265,0.08596587792425463,-0.11436217716271498,0.0396787720439668,0.09941477894571112,-0.08161736756386345
OMG,0.04608346053579455,0.006359421095890619,0.06527294077389811,0.009582153070637721,0.07293514628448249,0.08459713614254795,0.04618403754385015,-0.011133723413474364,0.18776973383280454,0.02804832728704022,0.12682741907880749,0.05073620923521189,0.013736103055376897,0.20121835104279553,-0.09195993397794867
CXCL3,-0.018324901906400903,0.006722949016954312,-0.06403208490945253,,-0.02130767623025551,-0.02184698798504871,-0.027157361005202156,-0.05454773593056962,-0.021860226962327138,-0.016985697402677212,-0.04930958774509218,-0.0219210455920885,0.021724182812087583,-0.046668308007218655,
CXCL10,-0.009894906809925599,0.021719566003808095,-0.004967375378396356,0.034915871023700314,-0.12334053961215412,0.02029457441388928,-0.041254019060341596,-0.08564098839028121,-0.034738546118863525,-0.006319134969292356,0.00551644594412863,-0.009484442644846365,,0.04464962900928686,
RSPO3,-0.008581868405193468,,0.26148129197848774,0.06366047810702209,0.03258917015225362,0.03991666352905003,0.0519447947777564,0.1349438031313306,-0.007470003026915547,0.011197383516817722,0.101881982856161,0.031387392716745746,0.074410740315784,0.03540998149913715,-0.025002733601155316
CORT,0.002301929943270082,0.013463707939473962,0.05721019882867006,0.054785196035740016,0.03610479879123754,-0.015509762311643345,-0.020691588881720308,0.012926864722195695,0.02271098282046103,-0.026430069277697112,-0.0207145675358354,0.10395149413814438,-0.02413099119872582,,-0.026698869820145996
NCAN,0.019631819960261414,0.03639156194461209,0.12349044377343307,-0.12181908344240888,-0.07603224048698264,-0.03983046874967437,0.02475596662445514,0.1054209668997845,-0.20346841479909575,0.09520471565335667,0.16016239412936634,0.09200496940600397,0.034278432016936415,0.17511384756645496,0.05929715787168874
PRG4,-0.02467235960510356,,0.06707630339110504,,-0.02308492521285899,-0.0004517926181455449,,,0.02390036413109885,-0.02538729945389458,-0.030565612007318024,-0.024535292172494852,,-0.05437977271913908,
ZG16B,-0.02135175579509731,0.03552443074125131,,,0.006580236700459697,-0.02041082098602749,,,,,,,,-0.03333050586608887,
TGM2,0.05540539309487332,-0.035192397885429265,0.0089126882188713,0.04117980172549439,-0.06332921580159596,0.010002850320348942,0.02480276286280217,0.011290919407353578,0.1373761509088532,-0.03156046675946496,0.021532963489875614,-0.05072679351285108,-0.09956211896913399,0.06936137227182068,0.20343418122678064
VEGFC,0.011947868716267239,-0.016944650568937913,-0.02703772826403866,-0.0004002572209413808,-0.030436024488035854,0.03788136760167712,-0.0087439900917726,0.030280588403421845,-0.0017633045329648886,-0.029829900627012323,0.046912653078743795,-0.02320651779397952,,-0.021587431446458846,
WNT6,-0.0176450694418016,-0.012203962080543872,0.08418349769991589,-0.013021628241391232,-0.0227010011066929,-0.04542355409878664,,,0.0191952457032714,0.05510977700916054,0.050210830901464006,-0.01802045214919959,,0.03010280627984816,
NRG4,-0.02141619369185008,,0.09158265724573397,-0.023864445813318324,-0.028753738820139867,-0.00872328514302322,-0.03633176841174658,0.17900527032075514,0.04477785776989544,,,0.034005012419006456,,-0.0517930978656731,
PMCH,0.04612119379054617,,,,,-0.029875788749508136,,,,-0.023559746760557495,0.07438731749122551,0.06629975052580275,,-0.04904876401127215,
COL9A1,-0.032656500285059245,0.0038875164416724063,-0.014953799395926616,-0.11109406046062446,-0.011867152255923906,0.003944700166177754,-0.0007426961945276826,0.044950675080024684,0.0009528191762213412,0.03696480852032078,0.10335368212174474,-0.029703903185783063,,0.017486987499399344,0.22538494080997457
GDF11,0.06711595994377474,-0.051861702954419435,-0.02756727922132175,-0.13211738312842078,-0.07678345929483535,-0.0008906788613195761,-0.01949411254465667,0.005484063060099398,-0.06207003029746176,-0.018502652491727493,0.029066803000590682,-0.01767623880070038,0.02462560616850309,0.023542131417712386,-0.034062370053442446
IL24,,,,,,,,,,-0.017565579467095957,-0.019479478599287153,,,-0.05790296042794639,
SORBS1,0.007458146685763375,0.006050904309376221,0.014199504781188687,-0.03077624565438356,-0.05494340544795068,0.016123030235936295,-0.008195085886520435,-0.08535770601603423,-0.022065156832621415,0.02407144860598495,-0.026015871324841296,-0.04874842626157973,-0.03681472187636476,0.05157471400057292,-0.09276143570789944
DLL1,0.00741727569722775,-0.04097904926133863,-0.02420665393874378,-0.13734318138738974,-0.04307103555495156,-0.009971673072379643,0.015432084689546629,-0.05352082440591519,-0.07488351086515412,0.03808341578026956,0.16592652654310172,0.04551170128983863,0.005715799178536922,0.008512820255506546,-0.0673469290531289
TLN1,-0.007323956752307619,-0.027059663111996146,-0.10192344361341905,-0.1721945974164162,-0.12995910538449587,-0.06505407571243216,-0.00041731875074235686,-0.1998004481896066,-0.22139832553131633,-0.010839791545726726,-0.009557214955941645,-0.06875581972152736,0.07831664530540684,-0.06414740476843261,-0.11615151718069064
COL2A1,0.04548004159654362,,-0.015687845719371037,0.028016857948480935,-0.02130768348149388,,,,0.07136933312628777,-0.016216597141721443,-0.01584633251397099,-0.0451444160770973,,-0.025572952609929533,
SHH,,,-0.02055383735690293,-0.031212723380430046,-0.016750428235390098,-0.05802732979245276,-0.029147345209005093,,0.22258074143174686,0.012466212781948222,-0.041166047385597246,-0.06446724029933895,,0.031945778356454964,
PON2,0.02048706103054559,0.050341729074300394,-0.13960282261972629,-0.10521632956399345,-0.13771755784963835,-0.039229134705894994,-0.04959214452151838,-0.15170996996741276,-0.15228176783474076,0.1025645935631352,0.12610555539656346,-0.020039411072467834,0.056844936387423134,-0.026090988437432006,-0.07136377776391019
ICAM5,0.05909244816642301,0.2084339119882122,0.2923178911899806,0.1188655330442885,0.08916556509652818,0.00218802183595179,0.011698088409800056,0.19272482159130208,0.306088020111172,-0.007963767239408932,-0.007806981626693232,0.051615415632577794,-0.012701313480677354,0.14047218890049318,0.1925791640634045
HPX,0.061690985602424524,,0.029839640079334196,-0.022752525738425792,-0.03102842636206083,-0.02581201489765232,0.03604467780442115,,-0.005667153026357277,0.11119372134191233,0.08101390357717252,-0.01380812896176313,,-0.05593004757541628,
SFRP2,-0.0309140048039295,,,-0.05844103895130056,-0.017005512031174293,-0.0004255074990964937,0.01651473283076112,-0.1198925077936964,0.009354522260765014,0.04660991843059755,-0.045581191014189996,-0.06353617582049842,0.03126367836730855,-0.011456677659557503,0.07601865614333386
CFC1,,,,0.09862424267688816,,0.06338478793581008,,0.10955894162540769,,,,,,-0.03447514819991049,
CD70,0.02444030557562757,,,,,0.012701139130074514,,,,0.03487543974452553,0.03329385768775951,-0.054200786230808574,,-0.07912091186438959,
HP,0.05774085297346592,,0.01069059269456498,,-0.05612847347878656,-0.04728759773109439,-0.019546614604619348,-0.06205294658912492,-0.03341704912142499,0.06815859248437235,-0.007944733461119423,-0.06106097205620344,,0.0026138993752960467,
CXCL2,-0.012645517517747108,-0.009066455276869724,-0.022391595896102724,-0.05234402761222406,-0.036850481154003696,-0.023688801227323364,-0.0009257025143876432,-0.019874670701304296,0.0588629510843086,-0.05531345498285534,-0.024855881812089264,-0.07466773335822888,0.0009113221924677013,-0.0768122302746267,-0.04514017297288999
NPPB,-0.01870859397745425,,,,,0.02819719729391879,,,-0.027256423614937665,0.12560976021763393,0.023792275223937922,-0.03202840533118543,,,
CCK,0.12858545286143092,0.09793714661779084,0.17239237835672974,0.2136776758912744,0.18119522831244428,0.13412962173076973,0.17316655159703823,0.28622820913715735,0.32578282396150643,0.10561518262231882,0.015555057374372669,0.12017563167125156,0.12273442829548398,0.2578039526895607,0.11227944739777468
SEMA6A,-0.03444611666204778,0.012989936492408418,0.03149464185380483,-0.13115198081921856,-0.13909911231152625,0.03593512649505379,-0.034497513507032514,-0.1370412644029371,-0.2235396559859897,0.017122721227370765,0.04064236115019952,-0.029209216050036235,0.04156794732161338,0.013599535887336468,-0.014744807148449092
IRAK4,-0.028769318907888256,0.02983632245486626,-0.03939020419392457,-0.11094902863063512,-0.10496707564851296,-0.04654214152846471,-0.03675596549549275,-0.027022694610925692,-0.054055683378015223,-0.0018402559703344923,0.05319152714035893,0.022831219633784407,-0.017415322762309803,-0.03264325317867051,-0.010938167441933325
GSTP1,0.03960942770149344,0.04267637835613028,-0.11402946293023565,-0.1957992532070669,-0.18020849772665587,0.013000817143680964,-0.07982354647848222,-0.2204291990442601,-0.19506976682117153,0.03471167468673865,0.09958716617490279,0.057533720281338394,-0.036843221545160995,-0.05779378578740796,0.02285371369876958
