,UKF248,UKF251,UKF259,UKF260,UKF269,UKF296,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,0.008996269245821264,,,,,-0.018872401515734216,0.0299255988808268,,
BMP1,-0.036245929094170876,0.039632946720118564,0.006710187323727415,0.0102650189156151,0.13624620730975295,0.0538244302421545,-0.0038435184909604474,-0.010705565130916524,-0.001815254493584413,0.042560961007401726,0.00755272400643954,0.08823298721063236,-0.09621634007541202
NDP,-0.0007632684699428923,0.010339959846394664,0.010039391874616395,-0.0519828590455429,0.01079791404256871,0.05838673073003394,-0.03181998100422032,0.04253411954683935,0.05842895989839733,-0.05405663926438812,0.04045088223249478,0.037361625635259854,0.06205358200226887
TNFSF18,-0.015759556914154788,0.003273363744265618,,,-0.005919015872459293,,,,,-0.019462774565727606,0.0033130514269952126,-0.028861148393898486,
RTN4,-0.04223987969547791,0.00587596059727514,0.04959539788449125,0.0015580078573119093,-0.10620029379785731,-0.043473178229553225,-0.12161774241453495,0.03877758069091476,-0.007046290197800025,0.04717903250728754,0.05291291876901101,0.04570242540827998,0.037680298124663565
HEBP1,-0.016350498822184346,0.06943561011537909,-0.018824434492096694,0.008121926722841434,0.006818679615327279,0.011060481431706251,-0.09534806578632615,0.02027162704674081,0.08193829661328741,0.0707422335091551,0.0250727220344066,0.052470036736135484,0.03522932265952305
WNT7B,-0.033006249923582316,-0.018628561028574457,-0.012629528684353627,0.06900438606085846,-0.029464894540585818,-0.017649500358331648,-0.05405821555184221,0.024670642140332398,0.0012762497034758426,0.03798367742516593,-0.004912577445270711,0.04204134185578388,-0.04256285918843499
PTMA,-0.08999132143919715,0.004704383069809134,-0.00870775001197772,0.04187515756626013,-0.06614716643365483,0.008822340449765938,0.04430418702976869,0.04135778429315116,-0.003449655407495775,0.04095824716716933,-0.00034378426584625113,-0.02616528778739044,0.09140576148962476
FASLG,,,,,,,,,,,-0.02029130728734595,,
CEACAM1,-0.023289243736769518,-0.014296300156931282,-0.012564187561621743,-0.01752850975170337,0.15447622198330918,,-0.012400306960341152,-0.0187637893835166,-0.019560876151594103,-0.027965975109783683,0.001433632323815657,,
PDAP1,-0.05239160840910603,-0.055385129650357495,0.014823348308661565,0.01378840455033874,0.07829533823431646,0.00031247754890813316,-0.021337528792189756,-0.015531885344848567,-0.033709898727585286,-0.0549417719849763,0.039897046328214995,0.009683182964212634,0.1358067563688743
QDPR,0.020037380645610975,-0.031662691399316996,0.01388812695759777,0.020740715385097537,-0.11907671309788254,-0.058309241832790404,0.051798749573078354,0.0007417419674249278,0.044894043377150424,0.02569434013925006,0.01990620846834631,0.02554846440748712,0.1418237100087329
POMC,0.025970826167122058,0.07743997667990254,-0.0009723133807001062,-0.0352715066245462,9.239256864086945e-05,-0.02330991750699183,-0.04661524952703936,-0.04505314282027755,0.026867093793171957,0.1073665727638075,0.0918099609286473,-0.033435218321360344,-0.06372698493186935
CCL18,-0.029062775721950408,,,,,,-0.04644673621029839,-0.03433750440404625,0.005440724016824138,,,,
CCL17,,,-0.021326318383395947,,,-0.00873169970977111,,-0.013312000374670204,-0.028237352745557335,0.18557457462865254,-0.018391790944077162,,
VEGFD,0.030403954992656357,-0.020476581717165772,-0.01095491395541774,0.02706724122788416,0.0638778691440684,0.057147697438845305,-0.05232744022052362,,-0.019560876151594103,-0.026243010786522258,,,
TNFSF13,0.03930216405090902,,-0.014710417123767274,,,,,0.04758702579407656,-0.030693037030044897,0.01065470328231986,-0.029967888242957885,0.000597816585148061,
WNT5A,0.03311977353163127,0.07854704617312269,0.03076998993669837,0.030368163171690787,0.051689248197601984,0.029892369414709147,0.012524281488727047,0.019490089583820248,0.04260490806942403,0.014852557658966628,0.0888624262261646,-0.01568699134106763,-0.024345434568501387
CXCL8,0.06884084981845255,0.014272596245690964,-0.005201694326277427,-0.031446971481478965,0.020831113502996264,-0.014921938069914334,-0.04047438550060724,0.08166210292302038,-0.15630755884630423,-0.021437019546296385,-0.048418208049082354,-0.0032742913438210323,-0.017611465999430868
GRN,-0.03890290880118382,-0.03680333974036084,-0.06386458356057373,0.02476710730015034,0.08428827288425025,0.043173325080676846,-0.1832944923594609,0.01750103571748253,0.020708218708577697,0.006811445003151415,-0.05189554791168476,0.010208548575995352,-0.03532618696626092
MIA,0.021097710908982967,-0.018210439794072587,-0.016894703376118713,-0.05088684143734127,0.07113499081685687,-0.01822354986827708,-0.03819133896393998,-0.01584273336142167,0.027564422088253507,0.06298042420642097,-0.03868264421246171,0.018948023376444783,
COL4A4,-0.034904157513810236,0.024169549799431072,0.018062319020678053,-0.019257271658822395,-0.015306907829147731,-0.030614114507860998,,-0.021817899054077744,0.022946355457651876,-0.02536719049203468,0.018980622503091665,-0.03509069223832425,
TAC1,-0.020212194657806836,0.007550452830040851,0.01752935883483776,-0.022285232165432888,-0.0649375576139152,-0.029697672808897454,,,,,-0.024177879352007645,0.038247597966431866,-0.028126324605372215
RARRES2,-0.007391682577588105,0.07150193627828975,0.0626508866322728,-0.014588017902176132,0.11142071777297917,-0.005613657978446023,-0.024256728059397728,0.032146007308876935,-0.06401664823138717,-0.001504659961439488,0.02490050651294517,0.041326927122702826,0.03438772934771573
FGF7,,-0.023111608750204043,0.011164974770180662,-0.020231117986505585,0.13855647814572136,0.00667759500342664,-0.005749535775759304,-0.04405482152791837,-0.020760832654619275,0.018167550372532815,0.017567417478024632,-0.04048647704632171,-0.048120702665245936
EFNA2,,,,,,,,,-0.018591303708065842,,,,
HBEGF,-0.03955442651256639,-0.015716448505733126,0.014986069302341443,-0.04576498916207054,0.03747990760931271,-0.025863745241155756,0.060008669894848925,-0.028976563588141296,-0.047008548555663866,-0.031026784861241385,-0.007156551813689669,-0.02099451791135011,0.04558086440845336
CSF3,,,-0.025419112006532556,-0.05587417275907798,-0.016194413861847848,,,0.08255459212153969,-0.0680254915966881,,-0.01936371859548074,0.017949152095662738,
PI3,0.09950184483894696,,-0.024561294819934645,-0.020145303984752772,-0.018235123751567977,,0.007672210178633486,0.08225712058684626,-0.08746407159679993,-0.021141462653611148,0.022530862563328563,0.07373217225938825,
PCSK1N,0.005175717117857401,-0.018586845607228692,0.03640669757355586,0.04843676267606209,-0.012526559576279416,0.012516437104674972,-0.06999606930891632,-0.1117617095815992,0.016994822976372895,-0.039562447523962624,-0.006569767917227443,0.0019652844387170855,-0.04060542756653185
NTS,,,,0.03795561957838909,-0.01990488268435652,-0.020920033805180132,,-0.031055511145936448,-0.022649975618833165,,-0.014095381547931047,,
SFRP1,0.029009005110759153,0.04280418174194672,0.04304639710011731,-0.019131991757091515,0.001822609855815927,-0.021845134015217704,-0.040399318835737046,0.027918782839798744,-0.024447018763999635,-0.03849933797861459,0.048648976889353115,0.06894388159238714,0.09621018078018742
CXCL13,,0.00403476678771087,,-0.018960048157973437,,,,-0.029901482184002105,-0.04776635904994628,,,0.0035721902395706635,
MICA,-0.01828878474959249,-0.010093441407439854,-0.05143111760491992,-0.02660464907402321,0.020173528260489633,0.042753213807978134,0.0037232185763166757,0.03669144031455531,0.027516486788719114,0.001252963968720742,0.010666114522299864,-0.043373274934152856,-0.044947053957201034
TG,-0.04576682113019687,-0.019440087733322644,-0.020081020211711785,-0.040578220324147415,0.019834524810771807,0.0914677378751971,-0.013878115057960216,-0.01768832030709835,-0.027895920988978664,,-0.037762944742948244,-0.00154741666163337,
ADA,-0.018404111151899275,-0.0235400684168395,-0.0012671767420533349,-0.00575301828215258,0.057815992117472625,0.02147404766132304,0.04246309762759898,-0.026020737452105636,-0.0341379805469706,0.038806458527029755,-0.029116169721100586,0.08673056809871618,0.042679464158757334
LAMC3,-0.02331906996258355,-0.03456968043504831,-0.06314011655548163,-0.024761229311147732,0.12624487554111488,0.05021198750668288,-0.08165165451577956,-0.050517760846981,-0.014031910019295012,-0.03599587141701523,-0.0036560922449144595,-0.0005612520570577329,-0.058278513058290175
CCL7,-0.01848638051750466,,0.024745325592243586,0.018669761673085705,,,,0.04377942849228478,,,-0.02029130007199928,0.09535640589074046,
NGF,-0.031740197331791224,,-0.03326569601764889,-0.02683168979586375,,,,-0.023042524010583345,0.09366906069257183,,-0.011370010955731499,0.033029847554102466,
TNFSF15,,,-0.016167110539544047,-0.018611736962874374,,,,-0.01945058926011892,,,0.01429721727307082,-0.04085153246627966,
HMGB1,-0.033553058332862255,-0.023398395995303363,0.01538910556294955,0.05006231741685197,0.13279631394274022,0.005197949211989779,-0.063813463030692,0.014298104761793471,0.006362921194706661,0.011285344229102408,0.037384208303335865,-0.048336278834504816,0.04394102614619189
ITGB3BP,0.023779741674925345,0.04034301975572546,0.034900302638552504,0.056685156608255974,0.11485397865202408,-0.03698355594099446,0.03831586568879877,0.12164533105364693,0.006156314971354237,0.0230235010772615,0.020068621751438177,-0.037388989408741746,-0.021146821093184904
AANAT,0.06179888803837324,,-0.014710418693782094,-0.016770288092538485,0.0906688430091147,-0.002219415577338008,0.031437528125662466,0.08051472233600213,-0.025018859417612064,0.03838443734178603,-0.021469041667586675,-0.02253805128838767,
RELN,-0.016642037818177476,0.061307489771083995,0.020401844035198898,0.031929974607656154,-0.025439436147837672,0.0021547567136159873,,,,0.00454025642316168,,0.08843936815577416,0.15146463469399143
IL15,0.05700598478540925,-0.02476637435624832,0.01269259006661234,-0.024821279670469966,0.05397007362615541,0.0388655632469799,0.03657333728742612,-0.01859106561252158,0.0666240511732002,-0.024073676180514383,-0.007176459041189688,-0.02468015067613374,
UTS2,,,,,0.055365834135166825,,0.07745437288910868,-0.014905256249447019,,,,,
BSG,-0.05614828195277285,0.005121733434877765,-0.040738427786136074,-0.013478743447819401,0.010916695278434611,-0.012159680862002423,-0.05241517079052541,0.06368361291113142,0.007478196589075054,-0.029406363708571907,-0.005864400694357,0.04614081572202022,0.1134731393325051
ADAMTS3,-0.00461745075080324,0.0453894017473539,0.05413803192032042,0.0226724768954657,0.11587312540681849,-0.02476978831709762,0.005541396564576354,0.02139168985396606,0.04475490848014993,0.026466499624897197,0.022736650565761903,-0.003673312292857243,
CD34,-0.0738794987857887,0.06152285587655608,0.04353092389958629,-0.062459865911567124,0.1093783019784041,0.02716384142995811,-0.015266417341499168,-0.03439670157014593,0.02228047221606515,-0.01177425547506811,-0.017216375510835016,0.04508034739204655,0.01839513183765456
CCL23,,,,,-0.01662135705840796,,,,,,,,
PLAT,-0.016447000070770473,0.0003892569667419937,-0.0031049203241455383,0.017291861948270325,0.06401059931058148,0.002836821634590213,-0.0976041431452531,-0.11618160586183579,0.09031742265006831,-0.058056559276607904,0.027537148856094953,0.001246875704436896,-0.03865103781821346
NTF3,,,,,,-0.009523073546788528,,-0.011949325399983356,0.03801759927732675,,,,
LTA,,-0.01429630162398775,-0.01860803625777717,,,,,,,,0.00044403699646321855,,
CKLF,-0.03359861372710181,0.023535280690926044,-0.00530956961395398,0.006483448645457343,0.09717508014390078,-5.9269973070317605e-05,0.06181355033899685,-0.062258824668633056,0.08532061737453946,0.018131247499277393,0.028764090376672824,0.004280310877572567,-0.013418917748780948
CD24,0.05368523324099892,0.0675975445971597,0.06604432477365632,0.050874837088882734,0.06596928507792546,-0.0057755592880318115,0.06087883539494279,0.02295901662427391,0.06711579787043392,-0.07607711354714658,0.007186913017210488,0.09391129324935814,-0.038336554664246014
HSP90AA1,0.029116228366687775,0.05454080374604867,0.02025629552389547,0.0045998316565754776,-0.09260258416145586,-0.014400840677601716,-0.11500846198952608,0.10186959571211644,-0.11871645572969895,-0.0186079745960122,0.07634970868661786,-0.0042970353393352555,-0.009039783073597714
BMP4,-0.02913074158764502,-0.015154917770709602,0.0038733350623457122,-0.03254545308980367,0.04418899058071173,0.04738761700666502,0.0657414561774076,0.037423664951990954,-0.02106715982352289,-0.003636360024058381,0.036833208988284016,0.043697494578001754,
SCGB3A1,-0.018486378668891308,,,-0.019971342832816846,,-0.01537174340778952,0.07551526700320234,-0.0011340592357068128,0.025297581203754006,,-0.04254543121867974,0.009267174460952595,
IGFBP4,-0.04376561776111449,0.03205331878382003,-0.07011532662132482,-0.04508719944233551,0.11846124654173128,-0.01574699060526147,-0.031685812619299494,-0.028038310220652785,-0.004660937823438304,0.054651076220883325,-0.032259570011516525,0.050405472395673764,0.2351220027128081
RSPO4,,0.07650305917206653,-0.01792857455646308,-0.023050176073959653,,-0.015371741159324314,,,,,0.008194397273529306,0.02453570244749943,
LEFTY2,-0.05290596861480903,-0.014471881959372272,0.04534232503899196,-0.01535051352908124,0.13267517359460307,-0.01685530218172417,0.02163182640887856,0.16334473579614558,0.11155974426674507,-0.02123825266352255,0.04814572605263242,0.0012926020313622582,
PF4,0.016394018871539847,-0.013004429397634593,0.07691997721336269,,,,,,-0.017040216984359896,,-0.00027838543174018324,0.024460422366204618,
ANGPTL2,0.01747957856245415,0.06020850372399791,0.05997449531442478,-0.03361766995758877,0.12524432917781966,0.008586102159084437,0.049874957774337335,-0.128184284340048,0.0592063030586702,0.021780755230530097,0.027091390553977652,-0.03764303463785076,0.15531470599193836
LRIG2,0.028056126264227262,0.010914401901358279,-0.07000281659115645,0.013197211386037088,0.07095639531995758,0.003919340319435194,-0.06006929665489971,0.005234180240270921,0.049893420108923676,0.04332217414656205,0.05327209558900567,-0.0051181135712716225,-0.062336572548028615
ICOSLG,0.026435036464484484,0.03921547603743476,-0.001751006374461042,-0.0244881124871917,0.0650262757432145,0.0727546497176297,0.09779224178885998,0.009470721804279221,0.12133587406505965,0.009685701633032708,0.006703200066593285,-0.030889147536643458,0.04081597949610375
WIF1,0.0071540530921884,,,0.020331265078184557,-0.06208651733677524,0.010589280574181794,,,,,,0.037677143994397255,0.06457383129570098
NPPC,-0.022713739260601357,,-0.019649865603879397,0.04023657396252178,-0.01877765885057014,-0.02136295841992684,0.0894484708480453,0.1381969945916209,-0.0322412329106505,-0.029199770536959643,,0.07893741357167519,-0.0908600584246217
LYZ,0.034022478642302095,-0.04735192484647346,0.019944981372683197,-0.02463025274095265,0.0760710844225477,0.0037071481848756473,-0.12049520098252023,0.01261910374049931,0.0003619229575682333,0.022008822579151495,0.022570523629406508,0.026254578106189697,-0.08274209124933937
EREG,,,,0.03712807789065098,,,,-0.017740897539884833,-0.02429551076704428,,0.015527063819951371,0.015468229761881367,
SPTAN1,-0.07603601290972144,-0.04883284154536728,-0.007451323546924891,0.013679037337811421,0.003960053228398218,0.05852442865756255,-0.08711756016698004,-0.019558516032782112,0.02920297336542293,0.0338382969552594,0.013703404383979458,0.015578835772112871,-0.079372832248751
LIPC,0.0680860281911989,0.012842143263506552,-0.022763802875618765,0.04261420500445215,0.033765267060569856,,-0.04713061944920479,,,-0.035841245386848596,-0.01278931277542445,0.04010986173979896,
COL8A1,-0.04041003497576155,-0.010520082168504648,0.024875505632276022,0.03612713498476728,0.027045389485737037,0.024046908924419307,-0.01513957879370501,-0.021298518217126784,0.03373803605935414,-0.01070745230820264,-0.026915349978840077,0.029859924423500207,
GSTM2,-0.05585431213422967,0.04151924785883073,-0.025733118736816905,0.0064248563083208815,0.03962479623620038,-0.03925061732498354,0.008643053586393359,-0.04800271807084119,0.06204949582801361,0.09843393048370884,-0.011731843148216998,-0.0010222756490750606,
IL4,,,,,,,0.056119114164859915,,,,,,
SPX,-0.0009669065173110108,0.025993301996620033,-0.01960035981566469,-0.009124650121046253,-0.02099992402573371,-0.018305279162406006,,-0.020116142481888807,0.05573148199514933,0.004558929744482387,0.09748647148644934,0.06080699440727993,0.061658939478014325
MFGE8,-0.04869602203761513,0.036627495204115006,-0.04808946078931999,-0.014758542865178782,0.0035328976403312053,0.05627290709086357,-0.03870108431279603,0.005147091967749722,-0.009862122968325731,0.03551958365700233,-0.04967458939065079,0.06183152391512467,0.1352415303057423
TGFA,-0.006701905652303472,0.08284241803626705,-0.011592879063199418,0.022301250220319598,0.0028709060894164186,-0.03999059097993562,0.05363692635160899,0.010415528580413448,0.04727254404853198,0.0673822628393204,0.06530972013249081,-0.027607084414979048,0.01934340046174598
SLIT2,0.028038933344363266,-0.024340803089662574,0.001068131802321525,-0.02101067464106739,0.005422332697408483,0.012210376210558148,-0.054437500926065883,0.08813565575772384,0.021064530586154474,0.12026183824977989,-0.0315692601930045,0.021273375354016327,-0.07299215280117033
PLTP,0.005664754397073094,0.0023059939421532613,-0.0019628610789378734,-0.017415366671172185,0.10730080092667528,0.05722945724798498,-0.10125169958915052,-0.06941625214108894,0.020402085842163558,0.0032160196535637588,0.0562227252388243,0.014098376818706626,0.016937543561562178
APOD,-0.05376203235881012,-0.01833401472257018,0.002477492809620215,0.054013162963245806,0.028753764824859508,0.03637212364602924,-0.08688612156021948,-0.10468376491617755,0.05467790241510938,0.03824870908617276,-0.04263846609348968,-0.02672828875708025,0.10158314942234258
B2M,-0.036168988209539205,-0.07562209297088886,-0.00990379296736179,-0.06768496241184815,0.12627894854205263,0.002519468242153263,-0.0538568858346575,-0.02217950587739886,0.02533518462405871,-0.05379960086899729,-0.03356766129749181,-0.06203632316618348,0.04903786908576845
OMG,-0.012662283996280731,0.028382375976690553,-0.021596524121147268,0.030638878962668516,-0.011185715089020339,-0.03836635707566882,-0.007243704654384408,-0.011426103547213172,0.06694413870756592,0.010123055620189997,0.07851674041109785,0.03777698544931504,0.13231052481509045
CXCL3,0.024203779199285676,0.02216028496528755,-0.008919303409036898,-0.02821055800217817,0.10076551533916508,0.0009236097538022019,-0.0383165804906866,0.09799780353353138,-0.004222375274588915,-0.021674197583025676,0.0548503981660909,0.044004106620279,
CXCL10,0.06329054666845514,-0.036255045678690645,0.05845969761302326,-0.019427757867547513,0.11668063220193078,0.06627229396640437,0.028824118143110238,0.08446124722488967,0.012422013277742757,-0.029199767361965327,-0.018211612835664536,0.05551275532041987,
RSPO3,0.001627583597926462,,-0.014710417606848703,-0.022316350522400344,-0.023986781439304748,-0.016681803276511007,,-0.005394868561519104,0.0586448281531473,,-0.020591701802956466,-0.029649241336635143,-0.03253884931082328
CORT,0.009141139989550668,-0.023225087403980285,0.01878838176776332,0.015492940801613609,-0.023449291751844,0.0016565834913018177,,-0.02275012689847601,-0.017831720986292893,,,,0.0001877321349829591
NCAN,-0.035187776935443525,0.04835429549950467,0.0315005244719844,0.08184931077653972,0.025096569570420113,-0.005068835737122067,0.038890323572654914,-0.09769421822977914,0.05673616460163428,-7.211287930967559e-05,0.028868984485830283,0.035380897727005915,0.14114613200735956
PRG4,-0.0029357221953255947,,-0.014518547791532936,0.07463916055864823,0.05157673089198686,,,-0.02185254522480905,-0.0263117955104245,,0.019103337217082267,-0.030986607670650188,
ZG16B,-0.02563502766848695,-0.015648717187965608,-0.016850550326709644,,-0.022434344835925896,,,,,,0.03901488812912216,-0.01899234323892833,
TGM2,-0.05176073144755577,-0.06138739882973634,-0.034355382475472575,-0.008449241655266981,0.05989409453590727,0.021466111982175927,0.04008018578735301,-0.04176359654007561,-0.02526650556708784,-0.014403723615994625,-0.0689339924190389,0.07298920327616898,-0.04932587607756583
VEGFC,0.004689643559096406,-0.0200935554940084,0.12224675015518155,-0.024596093667498282,0.05629682543676505,-0.023696672527532454,-0.05107002211596645,0.09957369735235715,-0.03572826993768247,0.005843572642930191,-0.05383927905249202,0.059058808858703855,
WNT6,-0.0064802112556096355,-0.014471882339179626,-0.020081021045486397,-0.022016733889312103,-0.000983753713527043,,0.06627956568118691,0.07661911692106005,0.051288004223501896,,-0.003744460447926931,-0.019624788679953268,
NRG4,0.12763943384168347,,-0.017669736825940575,-0.022759179514426475,0.01960231456171116,-0.013148917516506218,,,,-0.02295625194755604,0.01985638451684789,0.09276617345027927,
