,UKF259,UKF275,UKF296,UKF313,ZH8811Bbulk
BMP1,0.01873395864217021,-0.014353360476663992,0.01677759016953243,0.04793938214083358,-0.06166789499246222
NDP,-0.029109545719187016,0.007852106432824295,0.06320213241893427,-0.04234632582795711,0.020220569412405538
TNFSF18,,0.020128129240747944,,,
RTN4,-0.007865839917120782,0.03014624546705833,-0.04044416728021774,-0.050822443501835596,-0.08849071723859936
HEBP1,-0.030234758941113285,0.021119086254705054,0.02040315011265935,0.05758192085436315,0.02444370048315038
WNT7B,-0.026126256176113954,-0.007874390660993658,-0.018583737099628614,0.03520381257354435,-0.0036442909162829034
PTMA,0.03866233507799979,0.015549416318830403,0.03284340874292683,0.07861468229537771,-0.06522030619356677
CEACAM1,0.028182645685513305,-0.02447808214015766,,,-0.014947343635364164
PDAP1,0.022887507341409836,0.013004255327332653,0.01841995040241399,0.07852501239375666,-0.058621265720764267
QDPR,-0.06056620784913538,0.06850990770430175,0.01151268341696102,0.05806710599253,0.01579563116560763
POMC,-0.028093978147157327,-0.0028410342417085027,0.03256250642788173,0.102051602522183,0.03646623514155648
CCL18,,,,0.057845636410136174,0.08847102520292521
CCL17,-0.017485940448923015,0.10825326507995413,-0.02300145698826693,,-0.0215774289234198
VEGFD,-0.019481268627616198,0.03182764968192803,-0.01687184686730126,0.09119502112635715,0.3638864012266709
TNFSF13,-0.01206141037476399,,,,0.09842061449409897
WNT5A,-0.042482116798660076,-0.006100197544806862,0.07041653197369106,0.0505055817708117,0.005449220360282363
CXCL8,0.04872617646978217,-0.02371784857725177,-0.015711797415121867,-0.04745594963320385,-0.051346278968326976
GRN,0.005309252544665468,0.0763881631041792,0.01469541701854767,0.026097588205052542,0.013660348849072778
MIA,0.03723953817213337,-0.007374163477215454,-0.019188172633689535,-0.01975842908047458,0.12047407236462875
COL4A4,0.02091685403889238,0.07968315821584265,-0.03223460403985021,,0.06351213625040132
TAC1,-0.007484165583193664,0.03307848657514456,0.002681571804886335,,
RARRES2,-0.013169307055564471,-0.013113517867561892,-0.03241129654665049,-0.0650091170769749,0.007344398885108368
FGF7,-0.011904752541775653,-0.008966144940717926,0.05406554199295245,0.06620964258589945,0.08262269400222688
EFNA2,,,,,-0.014206449803181932
HBEGF,0.051181987985461856,-0.03076440797539038,0.010583950308957556,0.054071425332612284,-0.007734618036937553
CSF3,-0.020841716362857508,,,0.09914732784187034,-0.05498035208979929
PI3,0.00611867468865241,,,,-0.08933380491531746
PCSK1N,-0.06543250180192955,0.02461384000153842,-0.07749598937328452,0.03598018199134572,-0.03998494997178836
NTS,,-0.010697796228310656,-0.0017462632102418407,,0.029432044850623368
SFRP1,-0.015257158936066753,0.03545354222689927,-0.023001457219910496,0.05335671516620276,0.042171399963706994
CXCL13,,,,0.06416187058646872,-0.036500419377766394
MICA,-0.005354654394257289,0.02606759874021949,-0.052523312114848064,0.08496232802080013,0.03746548206046727
TG,-0.016464891748450856,0.008739375280306532,-0.016646054535795672,0.01774274062098312,0.05570643102167485
ADA,0.0006186134793789213,0.06467541187315276,-0.02703453124272894,0.04532962067315679,0.05769534781083876
LAMC3,0.046816092129611304,0.01721252932800609,0.003075386840305155,0.017581358502123307,-0.02584453952064106
CCL7,-0.011904090427689903,,,,
NGF,0.005728576045318973,,,0.07236041107969957,-0.014015491217102265
TNFSF15,-0.013255786912837362,,,0.013345483454470819,
HMGB1,-0.04217493862565769,-0.009423261559067855,0.0285716639222958,0.06511216571716384,-0.04283365719511576
ITGB3BP,0.009928869210816121,-0.0006892882146339677,0.023372292793462424,0.033814365635892865,0.01904095288983112
AANAT,0.03533674921653159,-0.017586720305788766,-0.01918817370098469,,-0.01911803368017533
RELN,-0.020935909551991202,0.04497676400451388,-0.026167409075038974,,
IL15,0.054619887284509804,0.06131736228007312,-0.01963304813218955,-0.009517945485114688,-0.021590308075181936
BSG,0.0069738401254210896,-0.011306211787003067,0.029130831750974074,-0.06101777376898651,-0.005344222831762728
ADAMTS3,-0.0067199278314540485,-0.023718984263928034,0.039528033480512495,-0.027346695696949128,0.03900709799748848
CD34,-0.005992077908312967,0.030667650857177445,-0.027597674075298083,0.057176021144470665,-0.03950032629605618
PLAT,-0.030181706475103223,0.02268925926957183,0.02904023504033456,0.047680105268164776,0.05940491621718308
NTF3,,,-0.030974289779007794,0.027734708362903628,0.022464363526081096
LTA,-0.015257158222312878,-0.00025008425217406014,,,
CKLF,-0.0013551111682530512,-0.028725052617558484,-0.0015881206670670328,0.06035997104915023,0.06001056497403587
APELA,,,,-0.02569486949954017,
CD24,0.04001144295596581,0.03195546844685676,0.07330834667203687,0.06254367162562503,0.013008988486812327
HSP90AA1,-0.0305719777228914,0.06291214887776787,0.018804274063870016,-0.0018428243011631134,-0.10253871963848699
BMP4,0.07640044214313238,-0.037326127857185754,0.06236076640194477,-0.024890711695442908,-0.02015643587859185
SCGB3A1,,,-0.016185412190348976,0.010227968534967189,0.06561844867716148
IGFBP4,0.07193063138320792,0.01085146476062719,0.06338402206305589,0.06720556366342405,-0.05585201771579766
RSPO4,0.05307786842261285,-0.019699744276905996,-0.016185409822866304,,
LEFTY2,-0.0006976155778552301,0.03276643515293952,-0.017747499822684372,-0.01576011557425603,-0.016334864841246237
PF4,-0.010386084373593847,,,,0.048413164081301086
ANGPTL2,-0.014528113847659641,-0.04574769092136865,0.013302646459991832,0.0034685209580149136,0.012997109154827026
LRIG2,-0.016487044401759354,-0.0444632820978197,-0.003994615754049046,0.0362929746308106,0.02448459668568581
ICOSLG,0.02580038766250893,-0.023504236474107813,-0.011530137751961747,-0.05594935558906242,0.04767885542592227
WIF1,,0.002861577356131864,-0.03045759017420638,,
NPPC,-0.016111378138586263,-0.029653932457554072,0.003804075305596581,,-0.024636973508164232
LYZ,0.010939735899692892,0.00634641668241981,0.010836620715466686,0.003292547693198587,0.05759042201447671
EREG,,,,-0.018428995330569048,0.05154577768893013
SPTAN1,-0.0610309337140685,-0.02531668929448207,-0.0011499027998922448,0.019922591140543934,-0.016887064646571807
LIPC,0.04258499613284171,-0.005030089160281199,,0.04815806423851533,
COL8A1,0.029373126626664053,-0.025224534098443076,0.009379796690079194,-0.01752513869353248,0.034618403782556983
GSTM2,-0.031722543674220345,-0.019719886004946428,-0.0021755144114772853,0.026154201150220515,0.0140053739259294
SPX,-0.03058399158216887,-0.01330038335900025,0.06639388624328627,,-0.016167477698591386
MFGE8,0.008244083573121527,-0.018854321797752725,0.01734812644923703,0.03433150432508931,-0.04118775026420254
TGFA,-0.030278557008322108,-0.035696099611228,-0.03170294467744998,-0.024836603155696028,0.032518816855695486
SLIT2,-0.03534884697666916,-0.024967916667738368,0.022960072310782554,0.010490894906778826,0.016812738881296696
PLTP,-0.02619743975520524,0.024044839558750992,0.018597285113963365,-0.009876071152133506,0.0068465475463165525
APOD,-0.019019600132808585,0.031550409038448246,0.006582921877538077,0.023191529199392113,0.05174501670094143
B2M,0.018676961126461503,0.030803431640287336,0.051093824056239995,-0.0032557409517335904,0.04623534595115607
OMG,-0.05467408162056708,0.025700973782292826,-0.07911073306661007,-0.011671183998948686,0.043397691988026864
CXCL3,-0.014188623093667023,0.07992066985826214,-0.01731496729214663,0.027906095206267776,-0.03691313658239796
CXCL10,-0.024652711603443834,0.08082043058059514,-0.026302702628675068,0.031139398617238377,0.02844586713195615
RSPO3,-0.0120614107708536,-0.029753485838731265,-0.013704511387510233,,-0.014583825167558968
CORT,-0.027048639790735712,0.001481763403473702,0.017852948101844512,,0.10510320278326023
NCAN,-0.016949811140274117,-0.005290107721831882,0.012840855834623926,,0.07124465767065999
PRG4,0.01197329530356542,-0.003279282613941362,,,-0.02010602419389563
ZG16B,-0.013816154961553478,-0.01345865502908207,,0.0529800050223317,
TGM2,0.0485802078829178,0.03167824115374854,0.0008190536528722454,0.04132342159524239,0.015376308071062656
VEGFC,-0.02121627988449342,0.019601373788995947,-0.037955138136369575,-0.03407359286046042,-0.027301575047908547
WNT6,-0.016464892432081896,0.007440925060359607,,0.06270315784035865,0.08518860392091081
NRG4,-0.014487824871220883,0.006519301245712462,0.0540759569379014,,
PMCH,-0.02007429281403656,0.008133048042098585,,,0.0235222599676857
COL9A1,-0.01513147567356583,-0.004197607735539691,0.10278535634683839,,0.05653715289025414
GDF11,0.02864661954163707,0.05775564280382162,0.011677942267488159,0.03178986556694428,-0.033232457897463485
IL24,,,,-0.013110389580485214,-0.012813578472041372
SORBS1,-0.04105341701530725,0.02338908885968456,-0.034219651487414945,0.032608332447505585,0.047417141385976885
DLL1,-0.06231342628123052,-0.0223968032466396,-0.010780351711037877,0.009781677004439498,0.07664839450489422
TLN1,-0.0064929254939449016,0.020687248245642414,0.03304356041346567,0.05513643750418526,-0.028147608525545972
COL2A1,,,,,-0.03339610526778097
SHH,-0.012370306367874095,0.06704056851786709,-0.018583739740034185,,-0.01713399382598039
PON2,-0.06770345728877802,-0.007371624405776109,0.01817839139940523,-0.010906048478206648,0.023503101757300717
ICAM5,-0.003467542326952584,-0.037205748829064536,-0.035603817319619556,-0.012410594594777906,-0.010403506019849011
HPX,0.07913670252816668,0.016671308948398234,0.05416096138390455,0.036356522998075645,0.13028095908735313
SFRP2,-0.014088438384635507,-0.022012488454602935,0.0016488138774907177,-0.012938796468098496,-0.03044988346293431
CFC1,,-0.016937845501010806,,,
CD70,0.062550144594891,-0.0315950123451731,,-0.006124834050804162,-0.01181277388553584
HP,-0.002749419915227508,0.057740034121538254,0.024232944171429797,,-0.025673993990478088
CXCL2,-0.03686478492875173,-0.024810704622103538,-0.022493756979816155,-0.0017021341590334937,-0.026552253806857468
NPPB,0.06727828376334284,-0.014831466360638104,,,-0.026600694776534737
CCK,-0.04165775121083483,0.003273296084033225,-0.07151821629113674,,0.056986300009964366
SEMA6A,-0.025571489337166717,-0.0006172407112905514,0.04208233189588826,-0.002702931580070382,0.022702921073477423
IRAK4,-0.03781444844580105,-0.006613754113615963,0.01634616939027079,0.025983525972823947,0.0446211634579472
GSTP1,-0.03568875520424892,-0.00819074583899438,0.06736119703605718,0.013703036991968029,0.05032436157447021
VCAM1,-0.06280515842637,0.03872333773575188,0.08784951309020392,-0.015974926967396635,-0.011024106907506584
NXPH3,0.015395014211589534,-0.007002419786854117,0.04164128533889916,-0.02473975828567898,0.03616211429907673
MTMR4,-0.04419771695153388,0.022732112838261757,-0.007023255986218776,0.013084267460382631,0.00040590565669820197
LAMC2,0.1045502239259103,-0.01867116148758302,,0.04195596014870551,-0.016827823954916426
IL10,0.009169653176726373,-0.007712901876332563,,-0.030933817569440494,-0.03927389540216498
SEMA4D,-0.0516308404365559,0.029007399250176973,-0.01166359587018996,-0.03655387039592298,0.042358144053349776
TRH,0.06241375023434534,0.04726466465829661,,,0.02445580496665397
SEMA6D,-0.04620747603437457,0.0019122001749714138,0.030633987796765443,-0.01766666339324963,0.03494492628277606
CEL,,,,,0.0581575979322404
PDCD1LG2,-0.013599763634359623,-0.01748896258971587,0.08140248055460557,0.01318006054535331,0.010002229327878262
SPINT1,-0.03447153446484951,-0.01422042336125466,-0.015127175727685363,0.04011561485563314,0.12638940290353362
CTHRC1,0.02011549605164754,0.04453517169227436,-0.014532500427612635,0.011576240775641879,-0.030551488721797002
PODXL,0.018876770624211888,0.00915393711606485,0.053239985640651744,0.013592805892284544,0.012424933622034326
JAM3,-0.009292172962680981,-0.01594711649396028,0.04034814697177962,0.056931956914323976,-0.007513558339373407
TGFB2,-0.009977444197997301,-0.007644696989148721,-0.005392889475231685,0.05551160271298603,0.04575208844811301
COL18A1,0.03583406547608143,0.0029518936320568445,0.011260669804845979,0.05654742514318825,-0.10031808961226904
NODAL,0.02538385949217043,,,,-0.01582778781319237
INHBB,-0.016112125451472968,0.002214024810322764,-0.010905426149311262,-0.015664439829125024,0.02488266329646051
LCN1,,,,,-0.014947343635364164
ARF4,0.08226807394186425,0.00149832191933662,-0.0005958062819141969,0.10693369697822942,0.048521997854675765
CXCL14,-0.016458814799678347,-0.040760124148667115,-0.01916180224822827,0.07533722071599014,-0.007936865528557858
LIF,0.007381301676530993,0.004732880417912861,-0.01918817370098469,0.03674297826821591,0.001412145036080511
IL17B,,,,-0.03150212869861812,-0.023933035723810538
MMP1,,,,0.012574301706209176,0.043267587363450564
MATN1,,0.1334410499055291,,0.18978958841860913,-0.026437704784395426
ADAM28,-0.05333545766855589,0.03304361571446146,-0.015364514638753608,-0.025906906321530882,0.0373313200268283
TCN2,0.03233195951550823,0.05776221440507727,-0.03522320443340856,-0.010406231640471388,0.020734548909686564
THPO,-0.025096183965754724,0.0059733225086449696,-0.019967116896358137,,
CUBN,0.056860512652214625,0.00532951121317542,-0.009472674933815307,0.049222538604004815,0.05891283375447476
TIMP3,0.038312424668146564,-0.02126977070097,-0.036204222220142884,-0.027449352502707833,-0.03861410373107867
PIGF,-0.006488726564756675,0.006312850810675275,0.010683043361760906,0.04807884819837894,0.044020908227676674
CRH,-0.013952922661345206,-0.02364142506922198,-0.0042193153490585585,,0.0180530338371755
BDNF,-0.005093116072411297,0.0003824355409822746,-0.004715638934033563,-0.020222753992299575,0.021482887603615646
CCL5,0.04649571977043712,0.014365996783056015,-0.014320334963039074,0.016035469691223228,-0.0016086248797095985
GAD1,-0.0007523303427092788,-0.0031975292114924544,-0.038838324220962395,-0.01964085029197797,0.10347342249405697
COL14A1,-0.019532406263944844,0.00396483090122784,-0.0034234900291629593,-0.0056317851531326145,-0.02860237390853855
HLA-A,0.0574301332466653,0.010641348942914403,0.013303599787818409,-0.1310754448055338,-0.0774405373170462
FGF18,-0.011085492711273869,0.018238810585613306,,-0.01361292714163783,-0.023332857715818188
ADM,0.06475948403195542,-0.04407469707694953,0.0357792979239903,-0.014242801409933599,-0.045791727736223496
CCL15,,,0.048471921272680026,,
GNAI2,-0.014480528507271285,0.011575692557064568,0.038401024063296166,-0.012682007332957297,-0.030342970860907575
HDC,,,-0.024307396605779914,,
COL11A1,-0.006916547743168926,0.022917362158988028,0.09072077016499965,0.026453520998416687,0.029828282733543144
NUCB2,0.02017112208974878,0.0024306062339351487,0.04635214514700847,0.04506787175620158,-0.02009107349222149
CXCL1,0.008550488168521232,-0.0012897418971509226,-0.0181701955806569,0.07250298603107969,-0.023054875610614187
VCAN,-0.07440851600656008,0.015654929280585365,0.005323932596986786,0.0120473914034934,0.058112238289784915
MMP7,-0.02203871357677961,-0.014831466279604499,0.038785468661503876,-0.02698647665127491,-0.03534381348119513
PTPN6,-0.002988781473123914,0.029602048196658518,-0.0017341208330730184,0.03985084957770264,0.03315207918274068
PTGS2,-0.0014567141226103336,-0.03219418366851771,0.015445141407406424,0.00924284541019151,-0.05564923782251621
XCL1,0.0844590978609433,0.06781074596993143,,-0.024447379012340648,
CD58,0.019918257659673182,-0.016732640140694796,0.035119712238916974,0.03543118222678689,-0.006166395535751479
TNFSF14,-0.007391140173548144,-0.02463988477023889,-0.017747499822684372,,-0.025437657447960164
CNTN4,0.0051042023814063305,-0.033523874602337335,0.048853167751313036,,0.01237764519937846
NTF4,-0.01525715899554625,,,,
INSL3,-0.011085490536919174,-0.017102240529930934,,,-0.014765387275481438
BTLA,0.04913128368030619,,-0.010027007141343415,,
MFNG,-0.013374991398777927,0.03216082986599197,-0.0477314738982916,0.05852151382312288,0.015288757237002936
ICAM1,0.10176422726843336,0.05003101615785038,-0.04956665047107713,0.007370572034450713,-0.001604129336639458
PROS1,-0.005722352903791824,-0.02481148217074099,0.06891238878844101,0.04266643248206546,0.013117401691976912
CLCF1,0.07005055484683463,0.01047616385067176,0.01460226829498287,-0.028451510446049457,0.029664790545933625
PSAP,0.030912418996847952,-0.020739887566929384,0.026258685183695594,0.010081959177916862,-0.03075525202351582
EFEMP1,-0.010017137824061273,0.013971388974497692,0.0018907618529145453,-0.0097437080967939,0.08726424446877463
C1QTNF1,-0.025602432908725065,0.02853215702677111,0.012674484203004896,-0.07450382101309053,-0.043134874309856235
ALB,0.05344610448799546,-0.01867116100964982,0.036611047828583675,0.018049223417756156,-0.033851598442774154
CCL13,,,,-0.02365334080951734,
EFNA3,0.0428962242079497,-0.020027707257445,0.02120225506903239,0.07191525232101004,0.0040344231399285935
DRAXIN,0.05635694448071273,0.01305321576452648,-0.016185412190348976,0.03517941834176684,-0.0023999612885691
RAET1L,,,-0.019385673646395353,,-0.014947333839501049
NPTX2,-0.00627490422577398,0.012575225535805977,0.0019293837112764293,-0.01458364892055587,-0.017249112135577144
