,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DCN,-0.05417791921115967,-0.022786678825945258,0.04148836805917523,-0.008110543953342216,-0.011095215166741284,-0.0057466016374590765,-0.0373126833213429,0.19284322171359122,0.0011514388883282804,-0.013620324015798857,0.007655151116725421,0.09837822613842799,-0.0011000209563805812,0.04752104142620137,0.03251062804888755,0.07704458729652824,0.03339433277714979,-0.010602250827862116,0.019232113541249516,0.012593445163964878,-0.10818611526602871,-0.06579442194196047
RARRES2,-0.11950909117840143,0.010975855627856638,-0.027842691901477937,0.007981755158778242,0.09565485109739572,0.00352370620709029,0.11815007722726004,0.12838528703495006,0.04083875034189343,0.0240281036813894,0.12858424665512017,-0.05702741910564246,0.1300574664909108,0.022389158794960097,0.013110070280860132,0.017915236035863508,0.0109340175405301,-0.010871596340063941,0.03431429270920072,0.007169831409815178,0.08708950045272726,0.05038833864730807
SEMA4A,-0.047122974314465334,0.0064641743135831495,0.03734336495311787,0.01612892208261527,-0.016981424513316495,0.03760895909384419,-0.07264378852149575,-0.0354324200559482,-0.017655988094041463,-0.036251475670890015,-0.08085047221940757,-0.02601451840670366,0.14955436201271854,0.0875411977247324,-0.025981619364327305,0.0031717920384343053,-0.049100401249271376,-0.00469939470234865,-0.07211741695335222,0.010474258103755206,0.07462893298875516,-0.007011013801600735
GDF11,-0.027280502815668056,-0.04264919243105887,0.060274092501616014,0.0276372083234513,0.005161435344591362,-0.009377339321610464,-0.14028913245774033,0.06246188179851722,0.008116388447654853,0.02321603300155581,0.01679320334613447,0.037093422435132736,-0.056112701446759186,-0.0034466477638521714,0.0825421773405361,0.0011776057593320137,0.02533118487814699,-0.04472995137127217,0.06143557796313123,0.01612419374467798,-0.02627900307327328,0.05819349284557668
GPC3,-0.03959007618005269,0.06249372216628999,0.017512900239379552,-0.00011309122119925498,0.10814773775795283,-0.030669794810478632,0.041470090198635345,0.1291633401244955,0.009700685484986694,-0.04246857212316133,-0.01025476971913357,-0.024151989880827483,,-0.03154354496272513,-0.07428998337852515,0.015392409990095026,0.07666575877725294,-0.007437424801312502,,0.03260270647536849,0.00442926980946941,
OSTN,,,,,0.022206301386957096,-0.0015932685692501005,-0.03979404689732343,-0.024489908899553818,-0.02725301267692882,-0.019331588981887485,,,,,,,0.01650804756905022,,,,0.03873644403527589,
GRN,0.11348830277109731,0.038091473941681844,0.06843341328793515,0.03198564412829359,0.04313192017712797,0.006327695883360795,0.05030686065763925,0.10437230102993132,0.016453561034106952,-0.002337884465088994,0.15342347623024685,-0.02299457503210459,0.07432559700459067,-0.07093608607307147,0.05864256278157916,-0.005529177250927841,0.034663054022106086,-0.09214947475865344,0.051101365817688774,-0.006811529650883798,-0.0312041196432781,-0.004180241548795681
CALM1,-0.06383833750468046,0.06635607367392679,0.049761928072535634,0.039888862016372324,-0.02767542313855835,0.02475631653483492,-0.11017603899738224,-0.16572600634831708,-0.046444617979327946,-0.0032565516918123556,-0.26853899333460296,-0.1437118833057346,-0.10342064961360731,0.05427842484427136,-0.07667695256787531,-0.09548386966793185,-0.035586844830825706,0.051260760870161175,-0.016880555353829187,0.03778515109798956,0.046454560543331955,0.05007485875658107
ANGPTL4,0.0033377814979333666,-0.017027006951121575,0.021848862538592397,0.011270268180275237,-0.06053363153811036,-0.0011560244088390525,0.15877586491098333,0.04114612024843467,-0.055238001265342104,-0.053968961769304075,-0.002684727686908675,0.05400540412995347,0.05974176733101702,0.027942471004476405,0.079256332841371,0.009658693021611537,0.04347544488677414,0.01991379909754379,-0.009228169033564576,0.06919367441383278,-0.01837869511436286,0.137395017989135
BMP8B,0.019445481918941333,0.04669579781229171,0.02361936707658931,0.009668943073897306,-0.08129846919171528,-0.020406979427042494,-0.03126717638261958,-0.005359876209236508,0.055434146654634656,-0.010426472517846043,0.09479436255450503,-0.0402412525026132,0.0424021238095712,0.04871225669112318,-0.026371051180570464,0.06391865698967668,0.041141058503512566,-0.005387810106366189,0.08600563130455453,0.02665593744840466,0.04984269752787616,-0.013719388900270368
TNFSF4,-0.049758648952442405,0.050888278847141186,0.027587098452622937,0.02336431658399044,-0.004220495622936525,-0.01726998174889118,0.0951424517516312,0.05887637236623061,0.005127952807707909,-0.014111980617122736,-0.03380284241196004,0.022988297503856486,0.144053593932811,-0.00600495062052356,-0.016151747642885163,0.04061948288750371,0.04899640599596266,0.03629291808919435,,0.02856345697668249,0.027197137117130902,-0.043094049829271404
RBP4,,0.09474701888723647,-0.014617764849061448,-0.023692874911935943,-0.0136030622365666,0.05518852839985865,-0.03000968021400895,-0.08509961138888547,-0.07368165923891731,-0.013248046544567994,-0.11202075900796483,0.04583332403785763,-0.04908378856544127,0.09561802244828578,-0.08274952881315786,-0.02729463853862942,-0.05367557923258793,-0.012290529713040562,0.04262648465022017,0.004209188548964395,0.04199301344832336,0.011441195652472607
DKK3,-0.00400780839908136,0.018455137401625667,0.08041020974328487,0.006547657309511466,0.09646202438704243,-0.01637431106036898,-0.12252579119358885,-0.1121712360889843,-0.038928256276152866,-0.03170144130769927,-0.2388163131749579,0.11748405125766703,-0.03275902810421472,0.026709162778005297,-0.037228937978145665,-0.02467454293849445,0.03922814004170179,-0.07227516904334559,0.06957305052887401,0.04553825995024045,0.01775786158476028,0.048930447034762535
COL11A1,-0.005156060707751161,,-0.04892093495609033,-0.025535982290343814,0.015777593678983383,0.02273303799963968,0.011473769908027249,-0.033856224415971234,0.01745148599370105,-0.025456912724339267,-0.0029333126839474885,0.042254988978448364,0.01785789618811905,0.11835699141514926,-0.0959158428473975,-0.028402894398704515,0.010348369569539823,-0.06740650525937948,,0.0056590512424955506,0.07107443620808561,0.07733884276451687
COL5A1,-0.0609663373319233,-0.03390467955655109,0.017964763046940963,-0.030922916570408486,0.06075120086035637,-0.07235588897272127,0.0802800405343857,0.17327204395755558,-0.0009335727749570906,0.004625960243485072,0.11119642140376065,0.021775989090666643,0.016189850166656007,0.10553288092055407,0.06541345223040552,0.02567834977140773,0.035013378055562545,-0.020506387834950107,-0.04231062423273436,0.009774826539624212,0.03486161120249982,0.18819555874602475
KISS1,,,,-0.03373485498468085,,0.00692121798471268,,,,,,,-0.04810921077445707,,-0.029409875870777754,-0.029437166422689256,,-0.0243025656710121,,,,
MEGF10,0.12146474228643023,0.06892275652614994,0.004751082190920555,-0.0045792687260441155,0.015352756149844117,0.03241651181076422,-0.03554428812353193,0.009591776829357386,0.04147063383910562,0.001669774935167998,0.08598196553185941,0.007459556047771441,-0.010015314566282504,-0.0055683474877705605,-0.03386028801726026,-0.012044834799505069,0.07143708447414522,-0.03939297904150204,0.08928856133968328,0.032262122365985996,0.16004161889898513,0.051898460349236744
CEACAM1,0.0008103016000444227,,0.039339890115361376,0.11142699310446838,,0.09944375686642969,0.03052427784621777,0.026034413852449593,0.05993372884382967,,,,0.24856357436687648,0.001535460266686577,0.046066631584489405,-0.028748934863779253,0.03274569222330347,-0.019518786699691457,,0.064332160650024,,
EFEMP2,-0.033426163120042554,0.03071985264594331,0.062289668475780095,0.05150888471594769,-0.012306878680957957,0.0850428067787535,0.12544266055731867,0.16942225337660222,0.030167520896682076,0.016692144241643305,0.12675344639046993,0.023177839332397886,0.04560809017286959,0.08734993937004541,-0.014513915553794976,0.007947952037818187,0.03420227316456658,-0.03845407157417351,0.028803576267508013,0.04799829610215945,0.05062642542441757,0.08748996942511891
IGF1,0.06108812538582166,-0.034261882478449836,0.045741897933956194,-0.028884809383861173,0.011968471523877365,-0.00350914735921306,-0.08015034198036121,-0.016005527901000398,-0.011083508954675437,-0.02032878689616627,-0.048490604353322156,0.06404857370804318,0.030111436568346,-0.03462665924036971,-0.012556080804061658,-0.038921133364594566,0.011194837767020661,-0.05724082947797975,0.044168934731659046,0.05522526106492923,0.08698106214774873,-0.041057122422399395
COL6A3,-0.03648059328465872,-0.031535073018493946,0.05193026501440386,0.07883140528977604,0.01403296141808367,-0.0808273253639093,0.058658903982650765,0.07772320929737114,-0.01648219520496573,0.032000786189381215,0.06669189992063883,0.010915035219283407,0.06145503450569159,0.041441725996310866,0.018180557149185806,0.08063961949580911,0.006086740543890649,-0.040826627695823445,0.03308456483722808,-0.020771127717845395,-0.03445591977249241,-0.006510564155732677
