,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.017990296428781638,,,,,,,,-0.021302986536433904,,0.027423854137596616,
BMP1,-0.052870210865311705,0.0894790906095807,0.035833119315369394,-0.015960124269082752,-0.023013171134260754,0.08154252407824748,0.04782557115587424,0.10241260951236095,-0.004001979441001981,-0.050865943699250175,-0.005583460737450749,0.003888924063205021,-0.01160575002847229,-0.024686187450615273,-0.01541408860802368,0.058834950471112236,0.09555332174735205
NDP,-0.0652886676103453,-0.03169605506944113,0.010804103799694985,0.05566591106840648,-0.021736020581748176,-0.0073808845873519135,-0.06456817095533261,0.114032753223279,0.00958380336663923,0.044402654027880156,0.020717455040448748,0.008595427889104326,0.04774434460140102,-0.07058492734639739,-0.012300018785678997,0.0510414861074853,-0.013034865785589588
TNFSF18,-0.02505186853533708,-0.00046113444797490395,-0.025289795427246402,,,0.030501154368005556,-0.01262208878819351,,,,0.0146372162872492,,,-0.021969393995230138,,-0.012509730983849688,0.08209413367375906
IL36G,,,,,,,,,0.00019369626326895032,,,,,,,,
RTN4,-0.040696659052521095,0.021906303696223282,-0.028879365991017036,-0.028739843851919317,0.02898149174957817,-0.07348678406856639,0.05600474632736747,-0.014208551160527477,0.030010007785531537,-0.0038097946581339007,-0.007631203550017003,0.05444132670991498,-0.06601206577132805,0.014744603168159452,0.010182789156872787,0.027735172663670912,-0.10855011320871091
HEBP1,0.01580926509312991,0.06892919313326458,0.041023048150948226,0.015915404438772193,0.03876578997831897,-0.000823772601217244,-0.03837747282165123,-0.013290251601782675,0.009153265919079211,0.02594243153429091,-0.03362432601516458,0.02318694633737777,0.05181246846840513,-0.03373788354755395,0.043605218118033195,0.011766386876323151,-0.0010490584450653603
WNT7B,-0.04847823910148678,0.0221827387200716,-0.015709236967195225,0.05340858559262446,0.047007285040744286,-0.0685634975572854,0.0026336947059165507,-0.03345108359604859,-0.019873151131742307,0.007745502921464094,,-0.03199836984573162,-0.0171553239203581,-0.04593978012175506,-0.02562380914730429,0.01198238225653239,0.03390419202969798
PTMA,0.015639483887527866,0.04020697944999621,-0.06071344646080061,0.002695659298635881,0.032928634802762355,-0.1156758059184007,0.03550826918482076,0.12748785767141355,-0.0467197813316947,0.0060848250766003436,0.04629473672677463,-0.020604695739265533,-0.011432277828555909,0.07657031269589715,-0.06733884556377669,0.029531175068395282,-0.041233747688119445
FASLG,,,,,,,,,,,,,,,,-0.020885464938235343,
CEACAM1,,-0.026724363930428194,-0.01205589452534166,-0.01974966150008451,0.009562923531318433,-0.012939386359123003,-0.005762739238859812,,,-0.048310075805564096,0.09027057308059548,-0.017930264843900902,0.055743347156528775,-0.03156772553536836,-0.01700689479607041,0.0005672804747740639,
PDAP1,0.05396657426752438,0.0364255950790477,-0.005331271680670411,-0.050075688938671425,-0.01590556136613271,0.008471919091363137,0.036649577799574666,0.16479483289966299,0.012835377895495116,-0.04759214403843809,0.045633641039017105,-0.02720869518277787,-0.04046058471230408,-0.0888459876295858,-0.03949334673120484,-0.051151097751438404,-3.116384745111248e-05
QDPR,-0.056231235333576296,0.007804217837846823,0.04718425060328393,0.04275530519972499,-0.04597471788945949,-0.06259450524382852,-0.04469039550163471,0.1394368457300544,-0.004246624974740626,-0.0015471211320498518,-0.09595742766425196,0.02889194682890108,0.07552221046784356,0.09815919901081376,0.04571406948455192,-0.03657402540070964,-0.06987885506671912
POMC,-0.03353298833767129,0.049331680225594976,-0.006433269667754712,0.010826803154056359,-0.02973545895196324,0.03532135264433736,-0.01464567369855005,0.032900840873101266,0.10946950506996704,-0.06799727980799135,-0.015644229594537394,0.01754749513718001,0.12349598069068414,0.07980628707788091,-0.027821045764895955,0.028350181936702013,0.03276455363798089
CCL18,0.0033481634572266874,-0.03334948115964673,,,,,,0.0979699698807085,,-0.041423364358725824,,0.033786458426948905,0.10273873124692529,,-0.003552792434616885,,
CCL17,,,,-0.006540106918128045,,,-0.01574220216408139,,0.023805773604000543,,,-0.012720655057534619,-0.01750186145948312,-0.028086757180863942,,-0.0025247590211589558,
VEGFD,-0.0056463856120651315,-0.03334949174966899,-0.017267650141075345,0.04641717827522759,-0.014138101536410722,-0.01756512019712568,-0.016771984912050553,-0.014435623801896556,-0.017702366820158133,0.057610725078254016,0.10721919627963428,,0.20433819613036713,0.04237798094544596,,,
TNFSF13,,-0.02516659665321299,,-0.025707033320107094,,,,,,,,0.010620551241079449,0.04421524102791002,0.07275967684434953,-0.01909760301078108,0.0125213674246517,0.021837740961424268
WNT5A,0.011388402006613918,-0.029216482741823972,-0.016185959058486542,-0.007120397075838348,-0.02379410620404824,0.055471504592662514,0.042681253778376414,0.0013604506192576517,0.0016291725895459799,0.03169315510578,0.041553628674572636,-0.06038157732881906,0.005659305414636862,0.06612919753611984,0.011368850388898817,0.0799475969142193,0.07064739396725359
