,UKF248,ZH1007inf,ZH1007nec,ZH916bulk
BMP1,-0.01406594984368652,-0.00037821003832814315,0.00513455899150659,0.13393253910226052
NDP,0.06691481744201676,-0.021012879097581493,-0.03562822278947007,-0.008390675724820251
TNFSF18,0.0029480108270517193,0.03639994531530697,,-0.026674492887896424
RTN4,-0.06970651018129943,0.006664445412964408,-0.01953205604959717,-0.10962083898816845
HEBP1,-0.03163969518128699,-0.03873024222834321,-0.005752072575135009,0.04030032849806212
WNT7B,-0.03674642317934705,0.025892703759301843,0.08129452903461426,0.06419236527843211
PTMA,0.05557910919731129,0.009264644699019085,0.09712967082344423,0.014360489553897671
CEACAM1,0.027285978758474588,,0.03406751755253561,
PDAP1,0.06661976819117173,0.12983660517706241,0.1258321754270611,-0.025625397976960177
QDPR,-0.00888841992033823,0.032110520044899435,-0.02185812568415933,-0.03871727380762606
POMC,0.03304554317930009,0.10266122333243481,-0.018371064642208376,-0.010966639004652683
CCL18,0.04997677198910561,,-0.058279422188326206,
VEGFD,-0.0027801254077086343,,0.1107042852175174,
TNFSF13,-0.01488272184950288,,,0.041172991633725516
WNT5A,-0.00953932672137976,-0.03694861844385158,0.08310316575085569,0.049745050287953584
CXCL8,-0.044058288157952076,,-0.09564785036895307,-0.04683646814360358
GRN,-0.0040412106897175495,0.0927501831583176,-0.014233652643456598,-0.039218440264115834
MIA,-0.039292679281232826,0.008001888660813963,0.03242709709883973,0.11239908411053172
COL4A4,0.0364750646845138,,,0.0009799243414913314
TAC1,0.05111735198015893,,,-0.01163885012363882
RARRES2,0.04194711338752437,-0.012672860613737366,-0.06865494003031924,0.019332065864711978
FGF7,,0.027102400261509087,0.05572235895727065,0.036734556686716394
HBEGF,-0.01654076566572458,-0.0015277635810662079,0.0648952880242262,0.08850032523749056
CSF3,,,,0.05472911021378959
PI3,-0.020748184587981264,,0.03440898633223672,-0.05660589114672184
PCSK1N,0.01695667514937714,0.033509167455184154,-0.04365212117516639,-0.03369738844161298
SFRP1,0.031909193737662704,-0.013439573723271418,0.041448513548899786,0.00801585743065709
CXCL13,,,,0.10343441053374991
MICA,-0.01666087729467537,-0.021353361553191126,-0.05848716330289211,0.09795554836631287
TG,0.07001590767021743,0.01291489652377757,0.008114561345779037,-0.030494409451288767
ADA,0.0025046425517266,0.014853207551117116,0.004074385472276975,0.014212082595554522
LAMC3,-0.015334331710541516,-0.021033376488343306,0.09878265301712397,0.07694773821858411
CCL7,-0.012544742632953531,,,-0.048638896168934055
NGF,-0.021538700140325016,,,0.014972453265170228
TNFSF15,,-0.029835944997763722,,0.030181891145970204
HMGB1,0.02337818971958537,0.02729929945925752,0.03133743585206184,0.012282534850033522
ITGB3BP,-0.041096224816405034,0.00602959355152746,-0.003378456040691881,0.0069806819290476555
AANAT,0.0369666482844503,,0.11970944068163611,-0.020830463174716884
RELN,-0.0027668780232866694,,,-0.02568500118119028
IL15,0.08266080190535281,-0.03611997375768737,-0.01790350748507382,-0.0035111027464839826
UTS2,,-0.0551407631132894,-0.0345522677860535,
BSG,0.016104942605725803,0.05882483325380463,-0.11482246119816229,0.08727659916738938
ADAMTS3,-0.019449521933215023,0.0812391832451062,0.04960618373869046,0.07044914524369736
CD34,0.006510802078479934,0.007856475768235262,0.060124650012899176,0.021557833663413576
CCL23,,-0.028153481553968827,,
PLAT,-0.0068102602056004545,-0.046276163969162606,-0.02793931072608166,0.09860750585862238
CKLF,0.08230726173481066,-0.010790405212323068,0.07387017494998878,0.06410989538387114
CD24,0.029536604797183487,0.1288482313825257,0.013660769014756274,-0.04209772826535876
HSP90AA1,-0.04567636969228982,-0.03544834411271676,-0.06735569779216592,-0.08635985690372011
BMP4,-0.01116029701325614,-0.02060075891835314,-0.017636300825447596,-0.030273945118452612
SCGB3A1,-0.012544741378496026,0.049746615525366016,-0.06565821982279725,0.05722151453062515
IGFBP4,-0.013364227139584304,-0.03134922743579514,0.07852474151592218,0.05929118784772346
RSPO4,,,,0.03322235637720777
LEFTY2,-0.021053964994947404,0.0012296627819831415,0.0047593863053904655,-0.008619674362068779
PF4,-0.013013155454645703,,,-0.02057594873987775
ANGPTL2,-0.01890179969882186,-0.026109355478030522,0.015926623948656002,0.07209858724037392
LRIG2,-0.004597854575831067,0.04499077524103531,0.04023290288550031,0.06109116099639512
ICOSLG,-0.006598949833721472,0.009256539909079629,-0.11154687421114697,0.02289227369390424
WIF1,-0.009108420180016404,,,-0.02468595864760172
NPPC,0.14756240701712978,-0.024874567195131037,-0.08202557588516912,0.07493947222976989
LYZ,-0.014278525907957106,0.09680714088308874,-0.01329077171427356,-0.07273326493146358
EREG,,,,0.05935255890780993
SPTAN1,0.01737551538058363,0.06972715916400152,0.0238679349198913,-0.06543161129237006
LIPC,0.06972384946121889,-0.026376932247233264,0.037283122627596005,0.06180430630082173
COL8A1,-0.025372014111498947,0.00415839623644077,0.06254724900344845,-0.0006601333400578003
GSTM2,-0.009383216313735015,-0.02354241175553009,0.15463956786216423,0.00308931858076538
IL4,,,-0.0565298349705229,
SPX,-0.025766720992091454,-0.03297601043907668,,-0.027512517605071687
MFGE8,-0.04984805484600332,0.01624023811779686,0.010409275724036585,0.023239764944011504
TGFA,0.031835617882865666,0.04805175094461561,-0.07351758907814918,0.04916028014421092
SLIT2,-0.007709397681053011,0.03834331644453126,-0.03367317383914543,0.0812753539680629
PLTP,0.026469060247368396,-0.016232681259074965,-0.059081495198359146,0.028632195010161392
APOD,0.0721499726344669,-0.02391193488964533,-0.045358059915451616,-0.004551519444081165
B2M,0.020788139492756756,0.029472561287071698,0.03408851924348169,0.01936404436570025
OMG,0.06208189517570788,-0.009471742157814385,0.010596696663524955,-0.0530902769083694
CXCL3,-0.02091718346214148,-0.02563573598279074,0.010528091107432691,0.028525619929185522
CXCL10,0.08594724290508907,-0.015109717185040356,0.032951520170956324,0.05067324529436227
RSPO3,-0.017040437227167086,,,-0.02252420016764436
CORT,-0.027860194898589742,,,
NCAN,0.035382401916752786,0.018436065221047685,-0.059457596220483674,0.006720273973301215
PRG4,0.017448588987690375,,,0.04191331602417416
ZG16B,-0.01739577004732238,,,0.0401111460550289
TGM2,-0.0050769103739445225,-0.003062843566014211,-0.10694979080615553,0.011041466873231324
VEGFC,-0.023953879651811553,-0.004308574542747864,-0.06408052799635978,-0.03572512337587623
WNT6,-0.020240664911688102,,-0.07168367440854213,-0.018137922958760454
NRG4,-0.011554148379945825,,,-0.02727665415477951
PMCH,-0.013316777805092599,,,0.08312401699179847
COL9A1,0.04302111001312878,0.021594378668295472,0.053255738704400764,0.13227365063251598
GDF11,0.02050329985102183,0.0930475553294188,0.03729062757743933,0.027775605676365216
IL24,,,,-0.030494391940547646
SORBS1,0.006448826552736967,-0.07057706637628497,0.05198144117441125,-0.02021089894837376
DLL1,-0.036256284966905576,-0.048690954028800804,0.11614384606532198,0.050692235800504734
TLN1,0.0006214859491366724,0.03891262198476765,-0.003207679598952498,-0.007883344353155217
COL2A1,-0.014369795948638986,,,-0.024574801333114606
SHH,,-0.012799879903292751,0.005617061807257161,0.09031218376327402
PON2,0.05951295443037648,0.036691578274519125,0.014280660935643773,0.06333348128108357
ICAM5,0.03252230315150877,,,-0.027027002210339646
HPX,-0.009822110629301821,-0.02563572257072463,0.05282948120190741,0.0035280444371826153
SFRP2,0.06384032196108652,-0.01591000866790419,-0.056529868243095104,0.03884828527713531
CFC1,,,,-0.024135547149137477
CD70,-0.01835697896212869,,,-0.006298233190284668
HP,-0.027152458529670017,0.03310859528152819,0.0547943730787208,0.029578374900685628
CXCL2,0.09635422568793327,-0.01367763246160388,0.07045602133899413,-0.021955009835561902
NPPB,-0.016183930516179473,,,
CCK,0.036214597898670035,0.14335971724257895,,-0.10578896892306484
SEMA6A,0.06939174294317262,0.04510860060354533,0.06658085420336494,0.1585621874838388
IRAK4,0.018343836197055482,0.02429725299119457,-0.06014367928521603,0.09403258286734287
GSTP1,0.06206994065561304,0.11711718953583487,-0.028941432369018753,0.10355314509192522
VCAM1,0.021477185110319968,0.0240138217730147,0.08765494663259697,0.02370068408072374
NXPH3,0.02799065531189773,0.07668098967888723,-0.06994355779758957,0.06325416967353491
MTMR4,0.0018918174042870624,0.04363153756597546,0.023683926591964864,0.05129799810224549
LAMC2,-0.01270269321221339,,,-0.02626640340944141
IL10,-0.026839394512279065,-0.04828951647512453,-0.07781529403499705,0.043795598353709504
SEMA4D,-0.057200220080497875,-0.02816950214505135,-0.03822940023865207,-0.0028429378784931027
TRH,-0.05424671390140668,0.02360286370986491,0.08985348536673013,0.06204542483521457
SEMA6D,0.02452376144537665,0.09791138140695198,0.04884412749995459,0.10020879498637332
CEL,,,0.0760777966646652,-0.028062068532120694
PDCD1LG2,0.004302844172920241,0.058088664875501954,-0.04621787710838794,0.046869569947771236
SPINT1,-0.0111790678772066,-0.05452235417744091,0.056945695462332684,0.019917856529007426
CTHRC1,0.031740713703678265,-0.06539409516640184,0.08414891638672918,0.06385513262532806
PODXL,-0.019339446991901713,0.075465104169166,0.0035044944316029794,0.10736713464062521
JAM3,-0.038336907646635436,-0.021646832692042702,-0.038599723448106235,0.033331593999878326
TGFB2,-0.06884805848806462,-0.03134581231349527,0.08483258399185581,0.006640195959365117
COL18A1,-0.025516139465936595,-0.04440678504022306,0.0932296464199929,0.07203430866970356
NODAL,-0.026100477331862503,-0.033180867272475996,0.06876849907246398,0.046409952978513254
INHBB,0.011312746295051348,0.05015730331137849,-0.05746704333531068,0.06847890549763269
LCN1,-0.012702696070371085,0.05625557652228171,,0.09062942590841712
ARF4,-0.026411920322762166,0.019477746197485348,0.11539262222409158,-0.0150621027928295
CXCL14,0.0018354609866525387,0.02334019885760016,-0.028654021344750154,-0.036328172048078665
LIF,-0.026338208674062266,0.11548653519106024,0.022781568332135235,0.03231322247965191
IL17B,,-0.04042580815436885,-0.006401721222427374,0.003471462006893028
MMP1,-0.01751276415130216,-0.025572742385784608,-0.025763735858905783,-0.01349399686675806
MATN1,0.04473265124583635,,,-0.01898300644891615
ADAM28,-0.026739018755093318,0.07319651645921633,0.05511938467121628,0.0279889985041846
TCN2,-0.017958149474188126,-0.008482767724668987,-0.02263261683059283,0.047707224482371684
THPO,0.010466727434159636,,0.04092871029787344,0.006793741694149168
CUBN,-0.007042163609687275,-0.00374665094243496,-0.04572167546224983,0.06998185314633461
TIMP3,0.040814347123137314,-0.06742848048723903,0.08494193174262514,0.039756089248909436
PIGF,0.027413700434093365,-0.014301477859901749,0.11766200544942224,0.013525059378732536
CRH,-0.01488272081047483,,,-0.01691715541558613
BDNF,0.006570100088692821,-0.031124558370870022,0.08092308202898162,0.1011723184005114
CCL5,0.026938592931555923,0.07923960890575894,-0.021520678076324753,-0.03923818496172479
GAD1,0.027324669529673308,0.007545403005863972,-0.031292267477196545,-0.028546506192356873
COL14A1,0.018124088120429413,0.04486921991602711,-0.005652700202719799,-0.032084969417713036
HLA-A,0.010360489972797236,0.001752752052355213,-0.0007586881353000714,0.05709340923381224
CD5L,-0.014882719088657393,,,
FGF18,-0.013466170812705049,,,-0.026060241039816256
ADM,-0.053818729618924345,-0.016353599323483622,-0.04588881722905841,0.06935821251675837
CCL15,0.0021941045982670354,-0.02563573598279074,,
GNAI2,-0.019026377046794888,-0.035061294069437914,-0.016815771512693957,-0.014445029927838747
HDC,,,,0.05888243239869679
COL11A1,0.02262838712571736,-0.024854386397679062,-0.08581631348903124,0.08708737426756885
NUCB2,-0.0051127371913391615,-0.022075562271304413,0.014782328554537066,-0.05763510345780777
FGF16,,,,-0.01870527660854606
CXCL1,0.0310366989805864,-0.027455148858257228,-0.032475336292741644,-0.02615749195677875
VCAN,-0.026378767484851965,-0.0035267337110819804,-0.012089679856939078,0.035857610326943824
MMP7,-0.03230920581891778,-0.04147780670606625,0.04738989361694486,-0.025050174745702484
PTPN6,-0.003228917596718327,0.01771306154298311,0.14382378972871568,0.04482203827898271
PTGS2,-0.03362415423167696,0.050880048065626064,-0.030710863899557312,0.08249785335184495
XCL1,0.16811305109809158,,,-0.03378368435387583
CD58,-0.002573454249701691,9.54974028328745e-05,-0.0860519814231163,0.04320182259793146
TNFSF14,-0.016432795465366076,-0.032673638247493794,0.029979046871245196,0.07816500747908202
CNTN4,-0.017063453677676445,-0.03048616832427806,,0.006594688889382792
INSL3,0.07935603468815224,,,
MFNG,0.00933670359372278,-0.007599713401024549,0.1237598592438582,-0.043917843233214154
ICAM1,-0.0029753400239408583,0.08720373091665372,-0.0307398284969141,0.014774267146741071
PROS1,-0.065518842935182,0.08667475845644723,-0.044608159046455445,0.05032199269878006
CLCF1,0.027699194080907465,-0.06368571864984007,0.035232001279656436,0.02760757000200431
PSAP,-0.09064066769499216,0.04382332072826544,-0.0793418854244427,-0.06087009759976236
EFEMP1,-0.08588367845281832,0.0046654529378005564,0.058410491606716734,0.011013309924866887
C1QTNF1,-0.02416315916078538,0.05069093161004352,0.0608432502972221,0.05740515554639701
ALB,0.038772724094414124,-0.012243002251289884,0.016295545102954227,0.05197403558143883
EFNA3,0.03699791456493956,0.03067341198226084,0.14537498035401522,-0.0017080403991804397
DRAXIN,0.03132698020560104,0.042140904422845675,-0.025672343072921898,0.029092666109858622
RAET1L,-0.01138107734743244,,,
NPTX2,0.10397303110334201,0.017426443175781903,0.011269462643299444,-0.006959532846297364
FGF11,0.014519347437570083,-0.03680258789534621,-0.06825495218707248,0.06893318614150673
CD59,-0.03771180473683277,0.04019785762545637,-0.02740341072758773,0.029179017038510852
COL9A2,0.03465169463208038,-0.0032182391164451993,-0.025125022115831893,0.07146639660357608
DLL3,0.048338226624194375,-0.054681761516177256,-0.06215555784834089,0.04905817119537116
FGF5,,,,-0.0016450725114811964
