,UKF243,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1
CCL17,,,,0.008925633234439748,,-0.015946953244816472,,,-0.021906270378466857,,-0.016605066130459742
VEGFD,0.04123655468689987,-0.0153184188110365,0.1396657046991673,0.019250280887532348,0.01600059526684911,-0.017090843722822966,-0.03328433790330399,,0.038129903742078426,,
TNFSF13,,,,,,,,,0.27158433877777083,0.01146688465151031,-0.027056569291028957
WNT5A,0.028677493373663654,0.012788424163200536,0.05371997921713108,0.03127634365143441,0.15544690490105645,0.0658504345486306,0.06475675655903249,-0.03974302082013942,-0.03333611557153763,-0.003411155284298551,-0.02520125593953947
CXCL8,-0.05696514902360942,-0.0051908705503502395,0.0035066210371755115,-0.022107537701098776,0.015050560099918439,0.06725980911343354,-0.015586194090283936,0.05283324041503526,-0.030212874903586213,0.003995987901672477,0.003223941588070867
GRN,0.05121522781297707,-0.0009390346575194096,0.0346139266081795,-0.00961982411723046,0.030071981661965487,0.025262124813267544,-0.03152398401510862,-0.018309593044457926,0.020829891257880245,-0.002877963139169358,-0.0187353570587017
MIA,0.005536844396690002,-0.0033606691402883093,0.029787857325248895,-0.0022414703365654294,0.0285537146731579,-0.02340669371007651,-0.019140071491643956,0.05660924057812107,0.08231062260933496,0.043902408621160044,0.05626445637234605
COL4A4,0.07436823807375548,-0.022065488042912574,-0.018697064383875705,-0.03187771467845429,,0.06650941201970066,-0.04041985285728289,-0.005129874259494683,-0.007868260292822485,0.008752131274808008,-0.005777890458154048
TAC1,-0.04052895464647741,0.007593832042149166,-0.09792115210733301,0.008990430973358422,,-0.04023865199256082,,,,-0.03485688204978447,0.05298153566765894
RARRES2,0.015401435468420894,-0.01625338770698543,0.10176655440534212,0.00022816638037709668,-0.02206412492578765,0.058743617874324534,0.04159657139906286,0.018254853570159366,0.006685259647739738,9.971713808665289e-05,-0.02346302616359358
FGF7,0.03585023227554226,0.059335794511843704,0.04877541581989443,-0.017005477842623015,-0.04552447115782431,0.07230070236732113,0.0011888829130165808,0.04674562257197598,0.0076849537755881115,0.039384461093124684,0.03007392416919166
EFNA2,,,,,,,,,-0.014422957045120324,,
HBEGF,0.04469692661783547,0.008667240950883547,0.05047216975493733,0.04145560322772492,-0.006725578354207076,0.0045373484942540735,0.021036582737155418,0.027890938012519833,0.01184964956823513,-0.012224658603202453,0.01475744909623188
CSF3,-0.03236043545737648,-0.014002098856020483,-0.01978113424433923,,0.018807086660845795,,,,-0.04509272866175323,-0.01641005109254866,-0.017482573001576938
PI3,-0.03833576141921853,0.019786931317927154,-0.005219060472415172,,,,,,-0.06092131677504896,0.022836102743310976,-0.03798382311693085
PCSK1N,-0.009575061960412417,-0.040852531552366615,0.001559332059630735,0.011211013689383062,-0.021619036716582697,-0.07541614807023686,0.03657194242879267,-0.009357697832053138,-0.05037436644931017,-0.05271077893689607,0.03718159303843447
NTS,,0.030543723172027387,-0.02431339348592838,-0.002744603739269195,,,,,-0.017571636209768513,-0.036848947714695844,-0.025889306670396166
SFRP1,-0.025924835600858523,0.12845663168019072,0.004123883718056598,-0.039246474465807805,-0.047777851857747335,0.09127462166480999,0.016800652092423367,0.00856986238333444,-0.05301860496964793,-0.057499957254855474,0.04018358393921723
CXCL13,,0.06554362346658608,,,0.03770557954675553,,,,0.08358955964862701,0.0027384946102752585,
MICA,0.05498484478255274,0.04479341674423648,0.09796884834309448,0.03286091284682781,-0.02339463680501383,0.03470852580540717,0.005528580850618808,0.036517763541909484,-0.02188047968439952,0.005446539166616916,0.011142116168645277
TG,-0.025796432166293543,0.006936584061644546,-0.023874059254886087,0.006444664239986205,-0.035748397277814044,0.2472435669745464,-0.03342223231876911,-0.03740722873019087,0.07276438866542909,-0.023838270489215167,0.12194657827099997
ADA,-0.03814870891132999,-0.015381796364159843,0.11061311379678349,0.0012078745122779866,-0.07438797272406074,0.04936987830179416,-0.0032758380196137317,0.03927531641374219,0.02993513112481991,-0.0029601812878225307,0.014127116973345408
LAMC3,3.238982492947561e-05,0.0027653155523767307,0.07058528658781342,0.015458973360404204,-0.03507260313904443,0.009000304285149764,-0.12528411598095374,-0.0182898975084604,0.057548534800329086,0.0012434733628735675,-0.024683318137893692
CCL7,,-0.006996385650971419,,,,,,,,,-0.018320041837853598
NGF,-0.018643766760863646,-0.009129555862833906,,,0.011021168791524812,,0.15435815889379292,0.052370767846570944,0.09946760073938353,-5.0545381327099086e-05,-0.01593421165504468
TNFSF15,-0.023064666288786687,0.0050857457334055525,,,0.11446112285063971,,0.01304408795370565,-0.03447950700066247,,0.02297706699429841,-0.011556030543815259
HMGB1,0.02994503845246731,-0.0153494235388237,0.09203978899775919,-0.0630221301657958,0.0053878144442175676,0.04517972351873053,-0.017860214851653143,0.05389420019848516,-0.016236946214886108,-0.01760272447440553,0.005319640077489974
ITGB3BP,0.0702047813535619,-0.0051243936859117845,0.08080514270247673,0.054689984350127174,-0.0073023084318685665,0.10652898241626543,0.05505728016850276,0.036340757857857266,0.03931773630325848,0.014659138705096407,0.03344263660939016
AANAT,-0.03341600397324992,-0.015318420997827115,0.003238688066274014,0.0571352120003345,,0.04012564984622517,,-0.023928502660523335,0.06334118865565463,,0.0665387372903189
RELN,0.21387049381106277,-0.030141587004030364,-0.045034534195338635,0.012210427078147543,,-0.02368202922585304,-0.05027673306462496,,,-0.004936522654633726,
IL15,0.04119556288592697,-0.0003246963033926767,-0.00281078778652026,-0.04397601526844533,0.031174556388354625,-0.0030246821658767627,-0.043146270262732725,-0.04044965036080598,-0.009965494545025797,-0.025499897797494495,-0.001981509218194137
UTS2,,,0.02169143970577915,,,,,,,,
BSG,0.05533651655792077,0.02201844643570885,0.007268841981303617,0.062449661994882597,-0.01884140547758402,0.060233976513328,-0.007697209740463005,0.1005639867934976,0.05068842540487077,-0.021524236622177333,0.008762953601244083
ADAMTS3,-0.04905933635418665,0.06598843435574307,0.09895705231033151,0.023440381002458786,0.003992373682101394,0.05011329406924216,,0.019805298335459222,0.019009337987881455,-0.026839425757098766,0.11676507056611836
CD34,0.04403765457766823,-0.04261037611283976,0.026724284425151967,-0.05136172860403219,0.05915575650077223,-0.016290625160930744,0.03349412995053195,-0.020291893191085947,0.10278836596717414,0.05446918073830037,0.02344973304558706
CCL23,,,0.018286926409692456,,,,,,,,
PLAT,0.04617194478246665,-0.01783812716529887,0.10062707609743216,0.027328580064600858,-0.01859831786727821,-0.024960375080454743,-0.001905462026878606,-0.010017065234649788,-0.00827705362892232,-0.01889586181710464,0.03610171959115279
NTF3,,,,,0.024009847871190787,,,,0.03412469286010739,-0.01879416491197195,
LTA,,,,-0.026643007796295578,,0.06369522911002569,,,,,-0.02608709252092946
CKLF,-0.00036346928008439204,0.0022183795841735415,0.12118740734656282,0.01402160327656664,-0.06616792848512505,0.01864910840374955,0.009163981393511688,0.018823229301916357,0.06250130402031841,0.02044276627361232,0.021383013391745205
APELA,,,,,-0.0020938991394182033,,,,,,
CD24,0.05953987537714596,-0.021711565254046373,0.05852859138153684,-0.04687281477363663,-0.031524042357065636,0.03560281368871858,-0.07806294548974779,0.04620932218220375,-0.015613308705160162,0.0021355072206312086,0.08164171835553231
HSP90AA1,-0.002777629387957979,0.015378569094614297,-0.07922181296391154,-0.00395226248842428,0.012173721914170169,-0.07371464357562708,-0.0534782237980725,-0.06003869030349439,-0.09952571472822126,-0.035747287717740085,-0.04325892550396011
BMP4,-0.04034967177632842,-0.029727870460165853,-0.02563461110526359,0.011452148240749306,0.10891737238360859,-0.016905265654958652,0.038885151954843065,0.024806569587257205,-0.030320165938806095,-0.03674056101810369,0.055302518320528904
SCGB3A1,,-0.018242348355431127,,,-0.0418501227371302,-0.013843710060565582,-0.036336163549716506,,0.15257666780587084,-0.01648944610112508,-0.03841222973245098
IGFBP4,0.06237856882064233,0.030788886031260586,0.09103285393666732,0.015696863120929425,-0.06637275883019435,0.02885355601991654,-0.06989158810057233,0.05633461561666369,0.014036023609007454,0.01394770408703957,-0.01298278408284974
RSPO4,-0.022775272527743324,-0.0038674466181674583,,0.0789980704965207,,0.03285088702147387,-0.013804706678085362,,,0.03369514384446552,0.11472785908510007
LEFTY2,-0.038148728809756886,-0.03268004875535082,0.08951444324003821,-0.010225758158479944,0.04746207112772859,-0.02449158692457382,,-0.030578598463546124,0.03285441082843874,0.0010533726626391377,0.08651053167588756
PF4,,,,,,,,,-0.013219638679686837,,-0.009807733307544609
ANGPTL2,0.02170013771220942,-0.026236142965938864,0.1103989468851991,-0.04658349241845374,-0.010855801663867645,0.05232080673104426,0.011568557154495378,0.03249950097631029,0.038604100845155316,-0.016827412583886328,0.042163750989920944
LRIG2,0.0024106387857130472,-0.01702053543720413,0.05077020838593501,-0.026205132861361148,-0.05367952151203325,0.030739139499443527,-0.043277179622077055,0.04281910682575655,0.002646940471657011,-0.06564330832134753,0.013810295688189457
ICOSLG,-0.004776782808003097,-0.04621832749720989,0.04299791037809751,-0.023020393155126117,-0.02290985917608298,-0.0012157625251070505,-0.09284074863969287,-0.014592119139654561,0.023274127175656474,0.017289135874843604,0.04407065140874671
WIF1,-0.01021338844536342,0.008169017761666836,-0.06590244761841099,0.07297158523455971,,-0.02133046610388693,,,,-0.023384156604353105,
NPPC,-0.04648102005263941,0.02465058878554444,0.010466458902473103,-0.014944204666658965,,0.04570981441957791,-0.004327251684159489,0.0700706439234003,0.04138406204640683,0.0020160991428949658,
LYZ,0.05106029939448968,0.03968270911905232,0.05181301661686133,-0.0015407628619211315,-0.05597062297306281,-0.012073473568889175,-0.08886582646263333,-0.007198413549834713,0.024981844840020744,-0.019057629759833893,0.028896071599792513
EREG,,0.06121156108618637,,,-0.026429692792920484,,,,0.015881954261306418,-0.03133117430014838,-0.018022135694489197
SPTAN1,-0.044196971822492284,-0.005857374906793821,-0.03645814031085065,-0.0024502884869675554,-0.052442224777281936,-0.0005756720607978002,0.05944621945171039,-0.015607090209369713,-0.0183537574734904,-0.03472490632817862,0.006959126257679281
PTH2,,,,,,,,,,-0.020055965825219624,
LIPC,-0.02164300327092972,-0.020384352452329203,0.06885982756479071,0.05294405801031599,-0.03304693569550937,0.011432770906747639,-0.015783632333464147,0.05201975331710295,,,0.1474186129457166
COL8A1,0.03888226081476939,0.020025420342985767,-0.0012384117294472982,0.020050973972758474,0.002933708467581298,0.048371007108204064,0.013693638311310728,0.004569930746349293,0.025276128034998954,0.041748330944663285,0.03646680133010891
GSTM2,0.03529194286533017,0.005377422897717497,0.0542452280438472,-0.04703373483121717,0.04736577042652839,0.08407522897271102,0.10587722994841092,-0.0005691342247482852,0.04451352646906604,-0.022590670419462177,0.057695769463731755
SPX,0.011250956489837543,0.0324274514857884,-0.02508754549969878,0.07244034407467456,,-0.028649403119355724,,-0.06763993679233893,0.032048400162741825,0.005420367395454254,0.07890221188871124
MFGE8,-0.030406145425490718,-0.019089403797426813,0.044260949147511,-0.0375013309760735,0.07578627899982177,-0.010880015015344004,-0.019554681239381186,0.019585980439981002,0.04492130765641418,-0.008088037122838346,-0.05657990353632775
TGFA,-0.03640561239722192,0.014524885706297454,0.016210520089320363,0.027498773180116155,-0.03561907633325427,0.0346029701926678,0.1045734168189568,-0.0303665331350785,-0.010070611011629321,0.014940666265185138,0.09142930009825834
SLIT2,-0.03254113304405566,0.0795859165924034,-0.037914156632013904,0.0061481378859999615,0.030114241617975806,-0.04462656086829355,-0.042174001576179475,-0.03240275469498629,0.11386362791296321,0.004617799504596865,0.01588635382438727
PLTP,0.034507590895435584,-0.006638756557308782,0.10293538216227159,-0.00043030041028234477,-0.020893144164438656,-0.01752378970752421,0.06327199959370368,0.027977122935205493,0.028973647555371795,0.042400804037704784,-0.013322312995223351
APOD,0.023271922972094468,0.00232267533711923,0.03763700747738579,-0.01999579593129909,-0.038798185071845306,-0.027568205359486217,-0.10719536021894367,-0.11878567959686231,-0.004858957007184903,-0.05042154977840676,-0.06624875528063055
B2M,0.043709092609200986,-0.03482204306627106,0.10110629353699195,-0.023857852928017585,-0.03992787337282525,0.05499303631179282,0.010678000227958213,-0.0366690542304465,0.11828530735944834,0.028592108712291016,-0.010832599561242707
OMG,-0.010037811224756357,0.003458884491000569,-0.009064352184294711,-0.04442256920861234,-0.016738069660813037,-0.055076877916620706,0.06407990206391456,-0.053575180561728844,0.04261181391315008,-0.01295628204539177,0.04689871700960211
CXCL3,-0.009578873238989734,-0.027644696410507794,-0.02342716151715202,0.046726918876278355,-0.06810423904275506,-0.014288001005999957,,,-0.016548962221259914,0.0433866879458208,-0.005149878681092414
CXCL10,-0.01586592071383487,-0.0057795097300874084,0.1450553998849881,-0.03073723631586682,-0.006034159136811367,-0.022705362700427306,0.1144105162757147,-0.038647956700721214,-0.017731367796292963,0.035671110143500113,0.054972821519265774
RSPO3,,0.19664121750198757,-0.029299346539385717,-0.0014158241273875874,,-0.014930685677025334,,,0.116793118393053,0.04429550634602561,0.06975134295451091
CORT,0.1524487364457698,0.036375268896656855,-0.05070908353282851,-0.0027394213918161743,,-0.022769207545302966,,,-0.013833679975562594,0.03359812376305943,
NCAN,0.003266848097786356,-0.021825555570789832,0.03594473283888862,0.02250464664009491,,0.011270419363389293,0.05115101770578766,-0.025655931874327034,0.012368175290786999,-0.05893699466235414,0.030020878320159258
PRG4,0.10091934460383266,-0.014595114173674009,0.08125002369839997,0.040309256482539045,,0.02059046855754923,,,-0.02041244134278753,0.031238194625254314,0.04955673056881419
ZG16B,,,-0.013604697273619274,-0.02117028830596381,-0.0026882309025269705,,,-0.026600483903066324,,,0.06859783638122556
TGM2,-0.06508328979769559,-0.03922769233445459,0.008952780411398695,-0.028862763678741746,-0.047648381607664304,-0.02837417730808362,-0.053337467333686626,-0.04362407558378314,-0.0033944084520072366,-0.005938233789664943,0.0044222126638836234
VEGFC,0.022869883692461495,-0.022466717066617594,-0.03346351117390993,0.05766274474863247,-0.026684100401297324,-0.017814992514773982,-0.003419671630610153,0.008661450471946283,0.01772498983487593,0.01877373939104501,0.08572187043777754
WNT6,0.03934653509902808,0.07012610471733294,-0.02495908112084,0.010199289917674659,-0.02191011454334663,-0.01554802586452894,,-0.0252970633148111,0.006924944955927312,-0.010563713494169883,-0.02799618480199384
NRG4,-0.02363379099577236,-0.020788831500290293,-0.031613887703292896,-0.018043930899126967,,0.012132529091445863,0.051929579024140235,,,0.09483424374403673,-0.01859126223967454
PMCH,,,,-0.03098743855664255,,,,,0.02283189024218672,-0.019125575796021064,0.003730273397903569
COL9A1,-0.003993494548030478,-0.033141776947924535,0.09765557398744784,0.012914491200996523,,-0.02368203830941672,-0.07189844473740156,0.03430737899294257,0.046116384992409824,-0.0033406295178155464,0.1047982703841575
GDF11,0.023766684131035932,-0.01388259076660678,0.08317024667690305,0.03566186212835936,0.010290158478751586,0.023269833662592932,0.045194557241777,-0.040300042972069454,-0.014989565678272861,-0.020517438337396787,0.026339398058922773
RAET1E,,,,,,,,,,,-0.020394482582441573
IL24,,,,,0.04140844994773554,,,,-0.013008858262050662,,
SORBS1,0.0319584279275178,0.039907643284006415,0.002572225874888581,0.010114266690889108,0.020277289676737274,0.036575204324155015,0.09188375269384826,0.0021371474126606065,0.05263701844766665,-0.01901959405645586,0.03420805230564294
DLL1,0.020600194822863342,-0.0337720592410824,0.10368423865536822,-0.004278367292069998,0.013457560394762532,0.02646947095799343,0.1333996306775504,0.051904321055214794,0.040075922204346644,-0.0531322348533091,-0.005124775063600059
TLN1,0.03856230570686686,0.00147651998912281,0.08689282291525625,0.01835612052280868,0.019168892556168198,0.04877598535430932,-0.030031919443080767,-0.014666796508336369,0.010592127417140496,-0.009762482356252792,-0.013144247193623629
COL2A1,-0.024190741412902984,-0.0130356510620989,0.0432594553806701,,,-0.01450525439079418,,,-0.009850438267381327,0.048645185421711916,0.01991417709502923
SHH,,-0.0330462574097542,0.0029141875211540613,0.046087918631077925,,-0.01384370885053914,,,0.048219698535726156,0.03468157348883741,0.054406701874740115
PON2,-0.039385813594322236,-0.010094350755643787,0.06562388031898402,-0.03921573182604005,-0.010466064166923961,0.036696410004849266,-0.04213910703292393,-0.021944283398972093,0.08602140111698948,-0.039433427810359974,0.0366767968473805
ICAM5,-0.01220280049119586,-0.0025429334301466347,0.012215438942918306,-0.02510110688803712,0.06857843727947435,-0.02703601558985093,,,-0.03098335799818646,-0.008505234573457879,-0.0076645505431377015
HPX,0.04945605526453579,0.03903968371703692,-0.022691603505040372,0.012482560580296832,0.031285392434390935,0.028058789516034105,-0.05258237804888723,0.006463748804658866,0.04534554940540985,-0.002828918315682916,-0.011963711642426628
SFRP2,0.008234122042897385,,-0.018697058878269564,-0.03462535639026833,-0.018555998828364163,-0.0271578139725122,,-0.030551311891119537,0.027180862677620453,-0.018288826974749855,-0.0380003841635597
CFC1,,,,-0.026643009406470172,,,,,,,
CD70,,,,-0.009540123108701021,-0.025345905858403652,,-0.04386722728677167,,0.037312626497703574,0.01471859106259306,0.0162299489856904
HP,0.05355173185380792,0.08251487015564737,-0.00838955692795549,0.03184512551716622,,0.016060096805842,0.00013199879094990752,-0.02499593384007045,0.04722973918348088,0.006501982778434267,-0.027810494904480242
CXCL2,0.010286065631447653,-0.03808727681264701,0.024192206330345856,-0.012084119613970417,-0.0809236355385125,0.06061522768515954,-0.015071448455436981,,0.012466706325188414,-0.02241571188361835,0.004911020398452591
NPPB,,,,0.025176684566658482,,0.09358582360242902,,,0.1626601669620369,0.05141378756308431,-0.01885876502917645
CCK,0.01580590656622762,0.02939226929613826,-0.09631031316479877,-0.017474475568424568,,-0.02383937934285617,,0.07635806121547467,0.008397522653839872,-0.04347831079660778,0.025719674512013454
SEMA6A,0.05908190502815699,-0.018674986930517595,0.09220961769231029,-0.026210774718096685,0.02383139743228186,0.04273438203567504,-0.058026128349505775,-0.01889385601164601,0.007401917398851732,0.054465478251398795,0.03884980541231629
IRAK4,0.0465703053721633,-0.0013807352830050188,0.1328765070241751,0.008556178798400272,-0.06791449811921474,7.765109365763515e-05,-0.016212530756237364,0.12371770864492566,0.012802681639355861,0.0681775645224428,0.0029032305392745245
GSTP1,0.05692696329192034,-0.037162336474492845,0.09389932309861188,-0.06315000751146446,0.03863825770426559,-0.01168756368733645,0.025852071331967888,0.11669695712651133,0.11097994091579712,0.020348812098553975,0.029319692236494933
VCAM1,0.00280728636903281,0.030902570683190984,0.09882186243135496,0.01637975393474536,0.02979389617032351,0.06972209484281056,0.10230407266866955,-0.05877267352454516,0.01073353250700704,-0.004997520571680592,0.030721063098141082
NXPH3,-0.031555823474688695,0.04373897993020191,0.04290522654974727,-0.00824213352293015,0.04829869104817378,0.09163762284466037,-0.03264671023303128,0.07732606689880578,0.02890098838188334,0.001989431170519173,0.0736622583139929
MTMR4,0.041456228312303174,-0.06813360408536479,-0.010662655402649695,0.012959457791608458,0.0509725820567809,-0.043595690406529546,-0.04659088747034948,-0.014552180482677802,0.005125634111251398,-0.005179375683306428,0.03783836931347052
LAMC2,-0.021582300612263176,,,-0.0008497688972488662,0.02947133293502091,,-0.04041983250247945,,-0.017084281113656237,-0.018564354475552686,0.011822014916166216
IL10,0.05098591091764797,0.022679097173011153,-0.030741677090780732,-0.004098674286114024,0.030211356495779045,0.004781236474640295,0.04650429510040028,-0.03036770369392999,0.003575293252596989,0.029225049323371482,0.0007215154936606571
SEMA4D,0.05788618979992066,0.0042471143465034255,-0.03509138402080572,-0.03460034671915432,0.025275879770514816,0.023621278329406824,-0.035915206201504526,-0.04199066780129173,-0.006063474304221683,0.010364780686975543,0.06305794408623602
TRH,0.15680526672407616,0.09904845809396608,0.000194097606315888,-0.03719409961776528,,-0.011442199507755203,,,0.05856411976690796,0.007550102335645152,-0.02112308152925965
SEMA6D,-0.009704360013678621,-0.013920870325693366,0.047754383493613696,0.019259195544027965,0.004636845152486867,0.061023464600210534,0.052264450691259456,-0.06522718099432474,0.022145835059939535,0.0020077640558988034,0.03594579185758906
CEL,,-0.025308443804176437,,,,,-0.07154332061511283,0.0017299935266715273,0.11204551278146348,0.009711831135869453,-0.009764010624530466
PDCD1LG2,0.057221997352472895,0.010992936050215996,0.05963473010984433,-0.02550718363850739,-0.021075898347485824,0.0625454805648508,0.018729410945448846,0.06130539438955066,0.027700069905864887,0.00713924007559128,0.045813338305808506
SPINT1,-0.03341598393468812,0.056304581586027795,0.10941958845749751,-0.0009203100582914331,-0.022377003214055897,-0.023406692789278885,-0.04221381838195228,-0.06472561215297515,0.07990694331947314,-0.0334078978890661,0.06050070331015703
CTHRC1,0.05547703692757709,0.002417747513582127,0.021942300106521068,0.012149356683778381,0.012482164759518152,0.042876691265699644,-0.0868325299890212,0.02525803668201687,0.042714377606580735,0.01601558604970795,-0.010547833085722375
PODXL,-0.025124070431636607,0.0013844396345492347,0.10624075000805103,0.04190914236752987,-0.009885618618951666,-0.013368550847734407,-0.17855873838606684,-0.010259370771855875,0.048922990272461456,-0.038782974831264416,-0.014486832353087275
JAM3,-0.046455790494558565,-0.037819994254495774,0.08233304291057641,-0.003921183657940214,0.015760405856067743,-0.009772339936833095,-0.0818550668391563,-0.09164372451378411,0.015519566669922897,0.020418206164616474,-0.0039164866707531686
TGFB2,-0.010977389218323908,0.016689656186546487,0.1374514873002476,0.0336087474548422,-0.04331702183544218,0.009111117732714074,-0.05958929355418943,0.11645902587232249,0.017299048836381767,-0.03380481223179235,-0.004844220044117268
COL18A1,-0.0008049833506852346,-0.027669011516210387,0.06309569731780963,-0.009145328155484215,0.026326541983727244,0.036690069778506564,-0.027012011670917473,-0.026487022662077885,0.03276195250095482,0.024019697703463943,-0.05555260992815146
NODAL,,0.043054422018295055,0.1115442186160954,,,-0.024491584184920947,-0.042146286129092346,0.07433410228444752,-0.016069004354474403,0.06588730760770996,0.11744107510206965
INHBB,0.006208514109971497,-0.04344127359425583,0.025266920368951035,-0.015462699678656176,0.08301812696370943,0.037214747061732875,-0.03399072151793079,0.027683568169324352,0.0031591277326661112,-0.0372746321692023,0.02334138267069789
LCN1,,,-0.00194148255036832,,,,,,-0.015175142148689657,,-0.02136080974783176
ARF4,-0.0327722123665216,-0.00844286556456853,0.03961438794816548,-0.02786823552014098,0.0009007802810846307,0.07611391985203189,0.11222029243060876,0.11953301405174056,0.038985715113283706,0.04994927636727403,0.04545454564183999
CXCL14,0.026108703445091093,0.0720568955250681,-0.024642204444399053,0.030769048138874402,-0.036184044031596585,-0.037297644800012304,0.023679901391917283,-0.025538962286779644,0.0038796032754366792,0.013792816402750463,0.03652275599598364
LIF,0.04424579986981823,0.00817622574844082,0.02566358960006766,-0.03044980022242506,-0.030325735256683927,-0.029503766336212777,0.06422092802454754,0.0576556238823218,-0.033750328309724,-0.0331306949294736,-0.004631087092778487
IL17B,0.06213730021028138,,0.02446745296771842,,0.012024336308507565,,0.057361162287449904,,-0.0068118560476141295,0.0022657862973079076,0.024204078798717967
MMP1,,-0.012828066163144988,,,0.009516600771055005,,,,-0.02501244100502827,-0.01912557428139249,-0.025964702883996407
MATN1,0.12388297890607367,,-0.02155439939575303,-0.023622705342820117,-0.01880208946482336,0.008283455564495916,-0.04217408470629377,,0.09659542121096533,-0.027220153021765378,0.0416518652233358
ADAM28,0.014193421968419098,0.025781266127348143,0.021046657024166048,-0.024213775080659476,0.04384288869470444,0.017218643475388307,-0.07889986499455881,-0.01283867852895264,0.024629011072721297,0.0013759059612041599,0.05605037891003734
TCN2,0.07462413916798658,-0.005391111065426286,0.06373931365249884,-0.028177934513198253,-0.0059666912234749665,-0.05161963457211897,-0.009681272602453791,-0.04949970595353578,0.023569063502985363,-0.021961966192444372,0.0594989718983829
THPO,,,0.02466146181662857,-0.01594857440357386,,0.008177743477352208,-0.04041985285728289,-0.0012454486511247857,,0.05841692669445737,0.030820352991698097
CUBN,0.01834657393807232,-0.032217922264526126,-0.007294210117385923,0.03815773106814077,-0.029613840264489384,0.03123374884574023,-0.046182772690721276,0.030388788014743862,0.09107271505752988,0.0030164394520745636,0.030203652627968685
TIMP3,-0.04872305662283668,0.020503783261276286,0.052533349577561964,-0.006978727444901255,0.03728587492782033,-0.020356618468775407,-0.03203904948740781,0.05689916100511796,-0.0935951384484242,-0.012309625730934585,-0.0342535735238329
PIGF,0.014634545831396513,0.00947732926086663,0.0829842712589604,-0.005507828040393154,-0.026183318480921283,-0.0034472155098616546,-0.04284865800608985,0.01580055063084128,0.045323805851631004,0.08127842329105073,0.031193792351249628
CRH,,0.18089510450548568,-0.031613874595383486,-0.012959387314294076,,-0.019839451765306285,,,0.031202573888830465,-0.05141386432925666,-0.03167534694310441
BDNF,-0.03681847100015604,0.035265458756878774,-0.07306142282101068,-0.0222105038685223,-0.029002187360518496,-0.01633664177381564,,,0.019042410947956393,-0.03483526797654845,0.0805915544655482
CCL5,-0.005480604347661133,0.06921900627988851,0.057934037184473985,-0.055224160571654086,-0.06701090425074174,-0.01967812173064674,0.04791904138513014,-0.016601379692629196,0.01721315367324218,0.009304755684602263,0.040352052454710526
