,UKF248,UKF259,UKF269,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
RARRES2,-0.040799443884777416,-0.05765974561897019,0.10583210862282197,-0.03714851272986439,0.029758297148606647,0.04956945412973832,-0.07251716621559993,-0.0493748365896995,0.02974924331685057,-0.03166487018019636,0.020524250236104494
FGF7,,0.01147743379455847,-0.03715898909289876,0.09543386516982398,-0.04502147801140362,0.01885151481343366,0.04495312887905323,0.036246276360796914,-0.012969083123012839,-0.0004246212996966608,-0.028963273736030002
HBEGF,0.10747682781078702,-0.02093962249956303,0.03269436832932411,0.02824756696273195,0.11243444057047344,0.07582444035895412,0.019929269131968203,-0.04603210973764498,-0.030049623447218066,0.04146265784119144,0.03981931215969788
CSF3,,-0.019662545454230688,-0.013794945836394177,-0.027610771201474815,,,-0.05144935797926384,,-0.019379408756106446,-0.024574336323886344,0.04908691816326497
PI3,0.009941394430979855,-0.016518475876890547,0.009645033883193302,,,,-0.10268647422958423,0.0851834850165447,-0.033154558238680215,-0.05339186880891454,0.0037774332813324007
PCSK1N,-0.04027823421505211,-0.04958458060501833,-0.029781687084713182,0.039557731115874566,-0.027847156554284044,0.004786166273037566,-0.056969880317521426,0.059190456792810174,-0.018497347836379942,-0.03655564656550238,-0.07575277071047314
NTS,,,-0.01695564784579039,,,,0.022310046042397745,,0.04938473924404805,-0.025203972452924966,
SFRP1,-0.016946140327927222,-0.014393947977214657,0.01326850750192725,0.018239548352919906,0.062439049933432696,0.014416583651750215,-0.03053443719817551,-0.06618817602085464,0.014255155381576316,-0.011242575843315972,0.12168132116579304
CXCL13,,,,0.033678494602376326,,,-0.02278787507467312,,0.08816342480536404,,0.020426761951537226
MICA,0.08232170867370006,0.035419044800252736,0.060044811820203825,-0.0016110537484035883,0.08045979900769402,0.04157274306387975,0.01410452293553284,0.10518546523382184,-0.04203590479417222,0.05437624123738508,0.009626590358605294
TG,0.009589880824329319,0.05895457628232208,0.07613677126400378,0.0024691172105656485,-0.019344610076498275,0.17238331568712983,-0.0207713414546496,,-0.01594955120152648,0.1070728173588387,-0.025258913147786912
ADA,0.10983357974022177,0.04990897263186561,0.023562966705929857,0.0629960161823054,-0.060037844009075296,0.10667615414197641,0.16443306103829838,0.07062628541131108,-0.020532663618914024,0.13369175197659322,0.006672998264000084
LAMC3,0.16699655657754037,0.06483648773011585,0.04356232041825417,0.10509864736626442,0.07856943019388019,0.09280151222071165,0.14808342999972368,0.1280787255082728,0.036231490799706514,0.1330804950979407,-0.0007844701253784662
CCL7,-0.019352443418156038,-0.011230587493401318,,,,,-0.023429127653138895,,,0.05416865666343056,0.04879316728091683
NGF,0.12884284142125935,0.033646169784999104,,0.03951323501518326,,-0.030946029838601747,-0.027058766795890515,,0.0011062424946388931,-0.019476614703845,-0.03202469315874267
TNFSF15,,-0.012505808454900472,,-0.017583081808628657,-0.035481111206448944,-0.031252873696919266,-0.0033542273372474682,,-0.012034280134144542,0.05180330639162591,-0.031274138065901916
HMGB1,-0.00028151697600577755,-0.0156861585989447,0.05335837298227496,0.06515778697462275,0.029663304556742605,0.005200596261584985,0.007794980080390434,-0.11151604467894417,0.039273883688794683,-0.02477930834205141,-0.06007429746511983
ITGB3BP,0.03022257919015959,-0.020120793649490647,0.05738606421117582,0.02682571035242951,0.045968927663318865,0.031105864949085533,-0.07268151370978217,0.08443557151058835,-0.02521422260000068,0.010070106166043034,-0.019671148467901092
AANAT,-0.015681515974202268,-0.011379007895434005,-0.012443414462155973,,,0.010643950376554471,0.0013881251642362087,0.007796525840569679,,-0.012156132668685883,-0.017254141648449302
RELN,0.021423298127654224,-0.019751409434076453,-0.03651288227826212,,,,,-0.034833165759631746,-0.014536106219093087,,-0.022615269887302277
IL15,0.03583321341828854,-0.009150905834826166,0.01813919340820406,0.04826067136644489,0.03418720769809595,-0.03666432393556338,0.019893132181740634,0.05188389660085154,-0.029355313048465385,0.10141983693923967,-0.037038973971908695
UTS2,,,0.02771578739732326,,0.018198554178268597,,-0.01750319768361895,,,,
BSG,0.08262085470300952,-0.020785088446518312,0.07799132693707954,-0.011050681722025541,0.006518395138365724,-0.00039149422786981844,-0.004797686992982637,0.131725381565558,0.015583472926726037,0.05281090373243256,0.005054382875904617
ADAMTS3,-0.022766199368176157,-0.008965450930751476,0.09265965166700452,0.020725864479044856,0.08878275674839231,-0.0259706627123795,-0.030595856300530754,0.11267667460342877,-0.02595153810684999,0.03089707149140301,-0.056594230149882095
CD34,0.19891444282725906,0.018748062014908962,0.05830192016225314,0.12965920051966576,0.05764586320760185,0.04041813976696326,0.13182539857362932,0.0984690373978786,0.05280939037268929,0.11717060899656015,0.029879088388424953
CCL23,,,-0.014158630395897688,,0.10066642195324901,,,,,,
PLAT,0.13626748512384276,-0.015715503830154933,0.09707533114840522,0.04145829555521043,0.041948480645337786,0.07791816585212213,0.025577067985301863,0.08810106155011481,0.037609952929990025,0.09598265644336246,0.03460776978675019
NTF3,,,,0.007834538415914645,,,0.029146458912030312,,-0.04632189333418299,,
LTA,,-0.014393947303843146,,,,,,,,0.07929495304163597,
CKLF,0.03830583075117268,-0.02712261136153242,0.061821955556454276,0.02493852361958008,0.10536591728022376,0.07428791777866071,0.10231855805732151,0.0560039678962308,0.010865365516516534,0.044563711891732666,0.00729605008809446
APELA,,,,-0.02075590348226671,,,,,,,
CD24,0.06090522871045102,0.06821043395491594,-0.01900849595242513,0.09574122288382418,0.03137688237990801,-0.01931975621737027,-0.04820731053622154,0.015653563195999514,0.03396419593378431,-0.053436805405128754,-0.04279249272586383
HSP90AA1,-0.07557175221822837,-0.026974342381624078,-0.11474018800981853,-0.0015041308659046733,-0.0387022222158306,-0.00934615609514845,-0.13551853185538046,-0.025738060117528647,-0.012123464089491373,-0.07758043708358008,-0.008742641172296823
BMP4,0.16117171685420004,-0.01610203040830787,0.05019412806415581,-0.020423036280811793,-0.009540816087820429,0.18918183315531056,0.1336082251464742,0.12019620927647401,0.03024722606165153,0.07113694257983459,0.04972700883665411
SCGB3A1,-0.019352441482937553,,,0.07725053002413586,0.031037703785654597,,0.03996575141080747,,-0.02499140249341454,-0.005522090600484958,-0.03467229767328028
IGFBP4,0.1773305365674562,0.04396961156039044,0.08015386102406981,0.11803045609920246,0.06417846652885588,0.0561099230448252,0.10775911076554891,0.15596600857891665,0.0491626273897864,0.1400760610910965,0.008363788421043279
RSPO4,,-0.0082844748551341,,,,,,,-0.016830646003687517,0.026141655316201638,-0.02175678916656606
LEFTY2,0.07161770521049773,-0.021677570298955375,0.0561445611121069,-0.019881012316560902,0.07933113018138273,-0.027717016823693416,0.022715743947714646,0.149225629228612,-0.022888566634103626,0.09854725786742573,0.03440534694782204
PF4,-0.020075051517291057,-0.009798466332226051,,,,,,,,0.07887962197341782,-0.0170433240553187
ANGPTL2,0.1303257920827141,-0.02533117322838707,0.06183473242516367,-0.09316642211155074,0.057026616403672244,0.027415286888339253,0.12424049545530955,-0.004487921036532538,-0.03248911686452213,0.09559592303076524,0.006683881666213757
LRIG2,-0.0002196333098213421,0.028141238963376704,0.019254021682663235,0.08362051806552995,0.04246328367149081,0.03502360451782737,0.011678795461376526,0.03267657296818972,-0.014552580384103895,0.06637008725867614,-0.0039358778499669345
ICOSLG,0.06141936160962966,-0.016397575204644764,0.06775557659946949,-0.0023010529722323233,0.06985914989848335,0.10349123948982014,0.06312920112202039,0.0894360331220717,-0.028980008080903473,0.06734685836003233,-0.005824986245822472
WIF1,-0.036121796757283754,,-0.042210660139215976,,,,,,-0.015645715708879966,,-0.03127413549938917
NPPC,-0.05385086677816133,0.11951992816239582,-0.033503401034148304,,0.021552033015548477,-0.025970612834166597,0.16195897009023053,0.12499604583352074,-0.035704119929798626,,-0.04095904449425104
LYZ,0.09917019431143027,0.03430064811865715,0.06449022651786147,0.04740948877932443,0.05375833088330453,0.03527412049802714,0.08986374251537503,0.10036307582541121,0.02329910377000146,0.02388238118588464,-0.022811745094872184
EREG,,,,-0.006891918886762379,,,-0.038355492328572376,,-0.02096285336347065,-0.01597642901031189,-0.019621914779107633
SPTAN1,0.003921278691138403,-0.016528082267439147,-0.032911382464608084,0.0482783872857241,0.0016258150991326676,-0.025230818866355257,-0.04704215144159151,0.05786662593862308,0.004609355288856849,-0.02940674549589605,0.005101505442341748
PTH2,,,,,,,,,-0.026766334139950953,,
LIPC,-0.02457713967990167,-0.017608573762843183,-0.01965574124045565,-0.0026517927793440707,-0.03136762942883825,0.0014431159818434965,,-0.00042391923061052273,,0.027634296302020984,-0.026578043668520162
COL8A1,0.06340316138220856,0.09464198430435786,0.021873610031091187,-0.08469778287004522,0.01925635520307783,0.06584685751135344,0.04579646906672123,0.10003418112379993,-0.02042772830822349,-0.02442814765721315,-0.05029317459263425
GSTM2,0.010666998991313353,0.014239773119622573,0.09794077289608666,-0.002366677687860971,-0.06158831387808965,0.03224896739476032,-0.0015648722920619292,-0.013913475475062387,0.006720110324846095,0.005385893964340173,0.028290941507887205
SPX,-0.022847903663159017,-0.028853627704477337,-0.043640193518412265,,0.03790350869787101,0.042692016225159904,-0.023622325748704095,-0.0870492910333742,0.0183364856973308,0.0029296818662088928,0.07014142152822343
MFGE8,0.12049589732202706,0.0072234025668510594,0.03438836302901453,-0.006988863985541574,-0.018781737997312368,0.02110401244267949,0.07890022158205717,0.13392606478289606,0.02406669232749834,0.19222209422054398,0.06565030069273697
TGFA,-0.02814181946355895,-0.010720701757317095,0.05905430217886672,-0.006467102921555412,0.07860902540972801,-0.006276423730815926,0.04581739271916652,-0.011042020096051656,0.02131567816227207,0.041461240003749976,0.08743146124387814
SLIT2,0.15647599893607728,-0.0037925839598302686,-0.03191034274298577,0.0419812554271633,0.06903366877519712,-0.029370466343825837,0.014781019014943164,0.12137919890980897,0.01541134997727782,0.060916746541511774,0.02258268763831436
PLTP,0.06110159377163659,-0.014790705115038702,0.08829211493666568,0.05077117199149763,-0.05761605144898867,0.04710651389438952,0.07369401331835176,0.12603796719332985,0.010360513012455006,0.00280251258210974,0.07404855370555015
APOD,-0.02481730658247095,-0.018962275922616727,0.010312816548608167,0.0013272958891721062,-0.05721542107391222,-0.0011987807927453422,0.10416638064048182,-0.13128435396145768,0.06931090619109985,-0.13847065970502578,0.1109461212879979
B2M,0.1156596143912363,-0.015200251396494814,0.0949903719926987,0.07404607149621675,0.09969918020412585,0.07441276881421717,0.10527645107127948,0.11570383556057838,0.016111612331748817,0.10405319394606524,-0.0030200776053964664
OMG,-0.07556211048974325,0.0431627158739934,-0.09271267736679106,0.011417574268111885,0.01507708360505228,-0.009982899991195752,0.1354924058703681,-0.10713910018523867,-0.03304729882515787,-0.0012105729669552225,0.046773561202958516
CXCL3,0.006764565694611348,0.012581173595458319,-0.01633760836146459,0.03125929491144459,0.020215812801990165,,-0.062220507679496585,0.030408353331950626,-0.02857965348678538,-0.04156462245567021,0.0937287794771396
CXCL10,0.02637407428549915,-0.026509187610507495,0.07995945304662426,0.055993620260018244,0.15435477033075395,-0.035031234912623256,0.01174116793512482,-0.02642533595609583,0.010274281113023264,0.07927679842197104,-0.039476675158038904
RSPO3,3.8750360627075945e-05,-0.011379007054654153,-0.020432746351146888,,,,-0.043782191189885335,,-0.03650539412956331,-0.02613275973268532,-0.030475739916761866
CORT,0.04246764336419924,-0.025518297058694597,-0.0353634453974115,,,,-0.010934412094722953,,0.00015167301293809334,,
NCAN,0.07745219938475564,-0.026972205082031558,0.028708599610553713,,-0.0645367440797755,-0.02148794945220819,0.06465045525740282,0.04418413315773135,0.002450460090605907,0.03997111748081561,-0.022693115178501914
PRG4,0.04149743120823716,-0.011230589243521669,-0.01770030964924547,,,,0.10796302668261837,,0.03751369212415825,-0.029208587116328257,-0.023721985149168217
ZG16B,0.03797129429398701,-0.013034472315263484,-0.01911032869276531,-0.02622666595530297,,0.03461692320747959,,,,0.045069576501405625,0.08810633426358666
TGM2,0.07771997766743033,0.029613041196355785,0.07019229823089396,0.084056811351829,0.06065073827024175,0.054675106174603354,0.04266195137058119,0.09248032828510004,0.038122675949243644,0.09149546097611397,0.08783237541087154
VEGFC,0.018506867489765353,-0.005374475533481879,-0.023336746944718944,0.05825919668118704,0.04322352181843958,0.10834457786351158,0.04191593872451925,0.1106439012260105,0.037378835525854484,0.08661328668553467,-0.051054269495708154
WNT6,-0.031224739630794408,-0.015533351006627097,-0.017405936784777004,0.022758300500376628,,0.10414906326351132,0.07478938526317226,,0.01240343628925933,-0.039352769243281,0.05040343154879951
NRG4,-0.017824279804713402,0.02932590463098615,-0.022046858545008645,,,,,0.14558942278915246,-0.02222530473057149,-0.0261327626615442,-0.02259360488217878
PMCH,-0.02054344170507187,-0.018938540763415956,,,,,0.06929601159026175,,-0.012796412833528368,0.015929684224795532,0.005010040324149182
COL9A1,0.06315743979424518,0.06677572017735442,0.11863336994948202,,0.0691821490700188,0.02586114622601883,0.0704330620959213,-0.00297366736647483,0.07471129832083542,0.07241804439937605,0.046101102745910075
GDF11,-0.0015587642928143347,-0.0013308191665650274,0.031568721382668405,0.002471693249062641,-0.011262186902400611,0.034980238053429445,-0.0062070452514941706,0.03781135407744706,0.007392921907974217,0.05238941101809737,0.003956548674175617
RAET1E,,,,,,,,,,0.015653079937189642,
IL24,,,,-0.01653844576814548,,,-0.01775521576096463,,,,0.056452254523146145
SORBS1,0.057353023883304995,-0.07432918292038845,-0.010365460492150907,-0.013922149300029465,-0.04913344946567067,-0.02661805512804268,-0.018232135362727157,0.03027197627887326,-0.013664956867597234,-0.098808877998819,-0.054628007712352614
DLL1,0.07516499787730758,-0.0312992227032573,0.01882436090117904,0.03885592350463131,0.03857716510266156,0.020646283237869146,0.10475866036198431,-0.03362420114375777,0.040582896761368475,0.08098265976653843,0.049475502946910346
TLN1,0.08671390715679965,0.010878917881077414,0.08193717431877957,0.056055624471586976,0.06000447292235861,0.03976731873700263,0.03231162129426835,0.051048545743429,0.005407093036329923,0.031516095700007296,-0.016345739617509274
COL2A1,0.058870084042551986,,0.07642759059549352,,,,0.06512632245977037,,-0.02695770517852749,0.10512006111219432,-0.020355625298755415
SHH,,-0.011670426130285141,-0.012843349666071978,,0.052597730904099825,,0.032683274439851584,0.026759837725542402,-0.0026832315098035352,-0.013092559887979284,0.08311095678266021
PON2,0.07438706880273425,-0.03906487687496679,0.10435709199304496,0.06560073831569525,0.06843016148837358,-0.004736784223529331,0.0997563019638661,0.07732257556447511,-0.007738937228667131,-0.023586647594763786,-0.0384839352412219
ICAM5,0.05094131840709783,0.04567739357496807,-0.03192529416084209,-0.015655670977290474,,,-0.03156487288763381,,0.009710365359070121,0.03947348954517905,0.06909145691637027
HPX,-0.0023091296711617755,-0.02839573444906164,-0.02379096962511968,-0.031086070783093542,0.06609403342365584,-0.03951456786092853,-0.013978912557761689,0.008989018910610288,-0.023985181353578307,0.003169321522313587,0.04962277678082154
SFRP2,-0.02572912252466151,-0.013291350639945274,-0.013038934539328147,-0.016321985123252118,0.0812120903326504,0.0936014736253766,0.041702283500121166,0.00965500320281531,-0.029638929754410858,0.015213874864122463,-0.040747330404769216
CFC1,,,,,,,,,,,-0.01999178538571813
CD70,-0.002994614567091871,-0.022591514327579217,,0.06259303225538078,,,0.015835383722814296,,-0.03236565986719652,0.0018875518818182958,-0.010893046222840817
HP,-0.015813135228451267,-0.01786063586379093,0.08507997874559371,,0.0495774034042857,-0.04467588861643124,0.06693965408516485,0.1070215789079812,0.008832117360475187,-0.01698737128794849,-0.004036552716868307
CXCL2,0.017776551660832716,0.0317927221779719,-0.03796883634762771,0.026652600445022816,-0.0021172700406947207,,-0.02383069967741955,-0.0012921548984719871,-0.012168301361031069,-0.0012289924073398241,0.0012605167894104664
NPPB,-0.024966522531518265,0.09926655059223127,,,,,-0.046778365846398384,,-0.019125561548563298,-0.026508777308599,
CCK,0.0028294365000936703,-0.05941572291296374,-0.04197947270532291,,0.15736401747695059,-0.006125552642980451,0.03794655525487062,-0.006705895229156248,0.009149515983589809,0.041210650299980424,-0.04845727778027664
SEMA6A,-0.016859105839545505,-0.020274439109019892,0.08969014203476788,0.01757306537172223,-0.04100895480147941,0.01424480260623257,0.009566564593389008,0.001452276696489852,-0.023241514258282168,-0.02942880980213781,0.023056640535715284
IRAK4,-0.0037104827611877814,-0.0011222534947173024,0.037497078641856287,0.026742531986873513,0.1189965394404142,0.12827112068533061,0.06899174437074913,0.09768436088654302,0.008127402530100128,0.0728389350721118,0.03673310416546357
GSTP1,0.010621487629442507,0.012489422010012512,0.08760642236937635,0.005750814044812709,-0.04394182296212516,0.02262200971830591,0.04536500420017917,-0.04150138265768029,-0.024472386717080043,-0.002871138434593266,-0.0274508410379941
VCAM1,0.03262008989258747,-0.05871402159467089,0.10249985917730495,-0.04534153152896919,0.10107524181388602,0.04470340224420939,-0.0017240374568072896,0.02338946449306087,-0.020193920694469094,0.05561607067289225,0.09934820906830441
NXPH3,-0.03245183567770547,0.02560787202658717,0.07107645195130682,-0.03120861879907513,0.04653650802229229,0.055918685566739686,0.05508451977777132,0.06784890947884956,0.04015916640837204,0.06381613314193639,-0.04734907499236536
MTMR4,0.008172310705050333,0.032688314625425374,0.02252687969000617,0.054393379029996414,0.10458376897906672,0.03627880928096096,-0.0033469552369659065,0.07374147328265038,-0.004001400705533136,0.03601212494549646,0.05458693869103077
LAMC2,0.05016513270960962,-0.001981913639480063,,0.05580622530128245,,,0.0576024024595511,-0.020086263388846014,-0.012420914611446841,0.03541588981035522,-0.021756801143619955
IL10,-0.004930093187984238,0.06780696390116962,0.01576524656504307,0.04058149076188065,0.04651153640978297,0.07338357850503979,0.011650276682824739,-0.01937513001802777,0.007539494358611313,-0.0059325597013639006,0.06497758220604796
SEMA4D,0.038315315636232736,-0.0016791894679150721,-0.05328399670405666,0.06966590817967472,0.003021885135584703,-0.003470261909297951,0.04225940173984853,-0.07152468940633323,-0.003329797027571292,0.013919065255184729,0.027060892302779884
TRH,-0.016314220634952872,-0.017039098087445106,0.06177676982102014,,0.047744802030559017,,-0.027779496651376374,0.15915195917912522,0.00028888588118537126,0.026296835759376025,-0.058600999037223066
SEMA6D,-0.06155996779168054,-0.011334260177520318,0.007900051033756813,0.06225198951067818,0.03969644592856131,0.025366009202048338,-0.05061816443876909,-0.06690819412060053,-0.02987467084804147,0.012133524713481112,-0.015246154309865631
CEL,,,,,,0.009970319269969611,-0.026887560307368857,0.1175297210880335,0.022292465495685657,0.08195788876688005,-0.023244173753629603
PDCD1LG2,0.007126629338755106,0.012935581419536085,0.07170858262420232,0.045189701722365576,0.019245178572577033,0.020756425522598147,-0.04079060459450206,-0.020040524962958387,-0.013005459234069521,0.0972119877358762,0.047032792973391524
SPINT1,0.0398229836468562,-0.032521223371991696,0.023797879223593225,0.05183073991295352,-0.0039310601851783354,0.07268914717895905,-0.0004919779213409765,0.023919942010362596,0.05276692502663401,-0.012092864668861482,0.11034018482436854
CTHRC1,0.11928103855271495,0.06948127596108185,0.10490911081297313,-0.010163020487251926,0.1411742332413208,0.07165378449386238,0.13712854780072134,0.24227094757467815,0.04100385397587679,0.11664092123753467,0.1441692464286677
PODXL,0.14837689904307313,-0.028588874579406863,0.10422056769212171,0.1378432118405952,0.03229496784601934,0.06421974001714675,0.062058643950106504,0.12922124925299056,0.02931552617561227,0.15137028108755018,-0.02814558251755921
JAM3,0.06617443345492344,0.01726061739881631,0.053427836908021796,0.0717793217816909,0.0036331146084333027,0.0003128194087638899,-0.000981966866252334,-0.06873858845591736,-0.020245284572295626,0.012349816476600078,0.016123799308459377
TGFB2,0.032125331893685105,-0.04832618061369037,0.08419066990630744,0.021333685469543867,0.026103201234179356,-0.023291059859172625,0.03154331107576552,0.038683154494361285,0.013879467705798763,-0.06286125140467314,-0.06387303019403054
COL18A1,0.17219477666969635,0.04959481052612329,0.05392348348158929,0.1221370571790609,0.0580550215344894,0.02185583028901529,0.11656952701791426,0.12017521602339686,0.02452044040015887,0.14405338573707327,0.05128094768153915
NODAL,0.054011829720354954,0.029703843843852044,0.029533089683394468,,0.03575958092089171,0.040631226880447985,0.05617083204396947,-0.01382310716345243,-0.014204247444002874,0.1097177649571703,-0.04532293227187453
INHBB,-0.02054074936238109,-0.04403721012908946,0.009342297867851273,0.08315840351482712,-0.002758953271407113,-0.02268879246508936,-0.04570150663450862,0.06143170014818089,0.015226822766815189,-0.047903855284414966,-0.03714136740188654
LCN1,0.031401435005967177,,-0.014337203880992189,,-0.04027780668308576,,0.017950788381921035,,,0.1761331223264199,-0.015260539756350201
ARF4,0.08524916440676449,-0.010339020309376052,0.07338311360321333,0.04379512183528166,0.08561170160819336,-0.020538672602310126,0.10298560356639427,0.07479574457807081,0.01976398364635318,0.082510254048345,0.010422026490566078
CXCL14,-0.018062278542072017,-0.020217086797969044,-0.025245457978574054,-0.02920641251422336,0.07334266949903578,-0.007762264893112343,-0.08843518298332773,0.10290113962843216,-0.026797898523096813,-0.059902165196581876,-0.06100272380811625
LIF,0.06910876104282726,0.04965923799088005,-0.015431590708685867,0.03614767623250427,0.07500638958516195,-0.011239261392074923,-0.029696942622962227,0.17655587230236316,0.04532723954616366,-0.008488719575574524,-0.04752570853166941
IL17B,,,0.06058235041443806,0.02179961456010159,0.014227573349051446,,-0.006108087083959743,,-0.017671403707761723,0.06852772057029663,-0.017254138183345508
MMP1,0.009969186601801749,,,-0.07946165135004656,0.11343139678448454,,-0.016838097982039307,,-0.012796411820130773,0.11605703375793068,0.029633069025014915
MATN1,0.06707293193741629,,0.08850183304445126,-0.016538448151969223,,,0.07202756486184614,-0.02031822611588898,-0.01821227863533342,-0.03611134041698547,-0.015723869384746767
ADAM28,0.03218002903613577,-0.02499876914355709,0.0708253389387298,0.013694050393397989,0.034270785309732404,0.06917867567088136,0.02820252219123417,-0.0051824907581385455,-0.036524449482755565,0.048281804861623194,0.02831345954940313
TCN2,0.15751274092521403,0.011985594659461795,0.06795103183487639,-0.002712330019819477,0.050483295832234175,0.0626850519799559,0.14252893420285193,0.09999965489574997,0.02198391480291284,0.04954198450399501,0.033567610196266834
THPO,0.11360395592852311,0.028945745179528845,-0.015604074459615648,,,-0.024870159497356752,,,-0.015798308163063705,-0.03909176658973501,-0.02356364789354756
CUBN,0.14096357162004658,0.004226900633639746,0.05499093056703683,0.08233602817295041,0.07579152407638713,0.0646461913595689,0.08083344954487147,0.1048854844586975,0.023341283957294255,0.01425134495096694,-0.026811474677681277
TIMP3,-0.0278186309376927,0.006696869632549788,0.02465442827146909,-0.045238752747935,0.004958835165821951,0.04604143802994862,0.06643827082902061,0.0864068749301762,0.03647186917724968,0.050725792856637565,0.04404909349397431
PIGF,-0.008479474036826572,0.012326994240145312,0.043725480391100614,0.04562791283236908,-0.014770623716307,0.052760705762386416,-0.01350332338916698,-0.011161641312564053,0.004104412908703765,0.03809641990949577,-0.006176402119502677
CRH,0.0061484726325106405,0.008294676430867528,-0.022046849403829068,,,,-0.03912833394663099,-0.01975020142450377,0.008290242829435895,-0.0037594929741318534,-0.03443775577367974
BDNF,-0.006752760990126934,0.039081901133394145,-0.06316946033488638,-0.025510524926126252,0.0034569667972459525,,-0.024412379344053162,0.08749189988169534,0.04371344187253183,-0.006667147823654829,-0.05358200960764661
CCL5,0.026523457487032824,-0.017480742957698407,0.04110281026932601,0.05031239536176983,0.12267948651195432,0.028639453735589303,0.1688574702924992,-0.04642890189702171,-0.019169991427566035,0.0960768348710278,0.03573922222973214
