,UKF248,UKF259,UKF266,UKF269,UKF275,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
QDPR,-0.0326808963073251,-0.03753578847679924,-0.0640151924412562,-0.11553862294158015,-0.004575243261151619,-0.019858296278732493,0.03546875059485776,-0.0836224887995284,-0.0487592170096118,0.020812617576289216
POMC,0.007379294238811193,-0.010463118430276508,0.07942183568172241,0.09923677117411075,-0.013216442285023012,0.05352104093216867,0.16495138628782904,-0.00826858117878803,0.03806217763430376,0.022953732326799373
CCL18,-0.024805010296777907,,,,,,-0.047766367523543164,,-0.020448062234568687,
CCL17,,-0.014555478130726527,,,0.12247573305692204,-0.01377866979936349,-0.013073153907679502,-0.021890191632227007,,-0.012162463227732475
VEGFD,0.030952330958951724,-0.01621640999501066,,-0.025181940517341492,0.020603177531616494,-0.01476702719535766,-0.01956087749285854,-0.023087395779263734,,
TNFSF13,-0.018718662702110155,-0.01004004305335538,-0.011286921126632831,,,,0.02468129088703037,-0.02347439961789538,-0.01664934657350659,-0.019817718670032444
WNT5A,0.02602119680907772,-0.04433472398432172,0.07316501961632574,0.05827022793536181,-0.008347125917514948,0.015932570433546258,0.004508108245971206,-0.0034427935402828558,-0.010630152910332391,0.07768968476584236
CXCL8,0.005140221760444192,0.006306813102417231,0.07490612929125885,0.07786226117903097,0.0011483805270619807,0.04529981960350223,-0.04079123678295283,-0.03107930039271371,-0.04697791827560373,0.04413858919263962
GRN,0.04077812072298618,0.03288175927282952,-0.026105034353252354,0.11043679716032594,-0.004460920632994994,0.03046883447183029,0.009347469134287422,0.026241597586450904,-0.020547218778104205,0.04861489193812987
MIA,0.056893296711496226,0.006333500068558044,-0.02040893020624733,0.03383476001374393,0.042731363177823466,0.04689540948858543,0.002651276288885606,0.03359627198745577,0.016391555952949718,-0.012835122419927378
COL4A4,-0.01788994985920956,0.05632634284123128,0.02315759527598043,-0.014812513362237692,-0.01483146543231966,-0.019618147163080645,0.02175533715449435,-0.03372007071523806,-0.016425903637124536,0.041549605090760854
TAC1,-0.08524334317606433,-0.0532987999435063,-0.06978925329934918,-0.0808579600462024,-0.002292637921362394,-0.034767462503046694,,,0.004744155042212421,-0.01598879464416946
RARRES2,-0.04501478670182379,-0.045139111077962736,0.04876307943097965,0.10867708136194791,-0.006541976959399417,0.09887658097295417,-0.04247193806517643,0.04463948748507398,0.020044713213148192,0.057915186127903084
FGF7,,-0.02580093548552416,0.06776452999970922,-0.04221340775410162,-0.007577739208440025,0.07511015199479518,-0.04995616084391617,0.01755595200451947,0.0023698721170992564,-0.027229882356518742
EFNA2,,,,,,,-0.018591304982847928,,,
HBEGF,0.061422495148226994,-0.02047168608006432,0.08663695326057695,0.0034896610927270537,0.015830445126022958,0.08796555530507039,0.045347972754606024,0.07705195174505458,-0.052115280826295636,-0.022365859337351978
CSF3,,0.015518104571010431,,-0.015671354031768853,,,-0.040104898559127335,,-0.02125604383401487,-0.012805197497394191
PI3,0.02832248081138338,0.05169517488602919,,0.0255369027064422,,,-0.08516433155029918,-0.018599288001174025,0.08606669426394367,-0.027821440052017154
PCSK1N,0.007537948041328747,0.021736431599067452,-0.07446313666170071,-0.007392502101129575,-0.02421109225008027,-0.052201556375640785,0.06671918769211894,0.0629664108264908,0.003024260354596158,-0.013790386980706408
NTS,,,-0.013109887301796049,-0.019261979233608607,-0.0169432252090176,,0.05315500124165825,,-0.03451211601570045,-0.018962751361319904
SFRP1,0.05872667516856697,-0.012700217290549931,0.0047613019282972124,0.021263260866631082,-0.03146001464330654,-0.005261872632104523,-0.004296702042552121,0.04217009697101366,-0.023054605762723095,0.02639413622466993
CXCL13,,,,,,,0.013021713434328574,,-0.03467303078819964,
MICA,0.017065846263517766,0.030574080233565292,0.052807924996901956,0.06725133356662681,0.005929019028553104,0.03513554545941139,0.027793225523792393,0.01605796065786652,-0.05490903317861274,0.02316718158775219
TG,-0.020027325105979526,-0.013705546605822782,-0.015132265886597518,-0.018913922232028476,-0.01431197064678203,0.0278814026772939,-0.02789592290176654,,-0.0174940507081097,0.07598565560950014
ADA,-0.04085446039169204,-0.008356019042937545,0.09878461012054024,0.1050705832006435,0.0023140087904140252,-0.02719796816966477,-0.03158759912437532,0.011461787706686467,-0.0067594326969312064,0.09006461522400092
LAMC3,0.04049858416400647,-0.014330275609276317,0.044606687260457765,0.09078909733634893,-0.01519388001386117,0.05959662061480602,0.028515226384961165,0.022784728216082687,-0.03055089767034296,0.10116342835312049
CCL7,-0.01577808202058698,-0.009909088298256404,,,,,,,,-0.013418605709415854
NGF,0.20724426473063484,-0.022704252191286217,-0.014440240387132748,,,,0.026325839758301425,,0.01913510841804934,0.1021270061952854
TNFSF15,,-0.011034254467408923,0.024927063860400476,,,,,,0.014297485405923167,0.1415508404828861
HMGB1,-0.017305231801517978,0.017324297742264825,0.09864828526889244,0.055717003401460505,-0.03910086122316208,-0.040549361301203214,-0.05685238197367057,0.012690264662402558,0.02119275595430649,-0.07610067741662968
ITGB3BP,-0.008935600564518911,0.010443571125021263,0.0911874151229106,0.05853015517262673,-0.019309343156271575,0.03456981658076447,-0.018137873117621554,0.0925888889345888,0.01865166607522637,-0.028282057049867432
AANAT,-0.0228915965442877,-0.010040044124910065,,-0.014135985433593463,0.008486720159172099,-0.01848276759184438,0.007259225277289523,-0.027077464766228663,,0.1307288840885957
RELN,0.08264157261600295,-0.01742726818274424,-0.012309932208190136,-0.0414794165696059,0.003112721870067673,-0.004009568959756472,,-0.033862039305342324,-0.015943732590478505,
IL15,0.004240823614284942,0.02706693996452871,-0.012476211289636673,0.07349645990558062,-0.036507290501862556,0.002669081412712095,0.016755607970192894,0.09192262763383284,0.04204108606191517,-0.025947197552241275
UTS2,,,,0.1685645142017326,,,,,,
BSG,-0.008269811589714248,0.03256575002911201,0.07296554705787393,0.01777571577135678,-0.0017417803178945395,0.06774633422043018,-0.02427220225179243,0.03846210951256071,0.0377781275976847,-0.011525855417348055
ADAMTS3,-0.010953340060455983,-0.03164530523531238,0.053400229846809026,0.13362847561310456,-0.020617437765373437,-0.00451907908754311,0.013472263041667418,0.021908896260713462,0.00731129821552823,0.018361632914498396
CD34,0.019658058701409596,-0.01925770501300269,0.09172743654095751,0.06888779205112565,-0.029614009841435425,0.005106210551268916,0.02609908480209651,0.04417834679491773,-0.032437251952817804,0.05517177138751867
CCL23,,,,0.008050155956215454,,,,,,
PLAT,0.023384841063042366,-0.04823089290921487,0.049745936138882715,0.08292996995872233,0.005692459117987585,-0.02791802548975531,0.059442924649176825,0.061101541973274456,0.03439055264271875,-0.015600426180546516
NTF3,,,,,,,0.0032279346050794362,,-0.015069289211738047,
LTA,,-0.012700216696413805,,,-0.012395959156095369,-0.01714191479781961,,,,-0.019107620590697094
CKLF,-0.07630360801462105,0.017849297619319422,0.029710277679451468,0.08571537249638946,-0.018859109913372384,0.06801752811222463,-0.033477264838351464,0.06380528441065848,-0.017418018964585728,-0.0004734040338872659
CD24,0.0485554073562704,0.060759743678449954,0.07183562351100156,-0.0025482384220740033,-0.020512623285992123,0.04871428181160551,0.06610277979047559,0.06695879637244274,-0.026979199996930135,0.013337737015426841
HSP90AA1,0.036713763669065105,-0.01706151447298952,-0.061471939346573384,-0.08461634366918208,0.014954833198503586,-0.03223127188490057,-0.08737017208075541,-0.0029139315477165785,0.01189520140737438,-0.055216186327417774
BMP4,0.09008413797403449,0.0010315237745597478,0.08756725583225768,0.011523078044936966,-0.00025525838902608024,-0.014606681900563662,-0.006677343313596004,-0.025572542008446348,-0.02085668119039784,-0.017935873919887376
SCGB3A1,0.027353643986924768,,-0.015926104369406648,,,0.09909240316335224,-0.0229318035278325,,-0.02741148368141733,0.048386917393557535
IGFBP4,0.06531553976579814,-0.02479913934165034,0.07315750798930831,0.05807827608684771,-0.02204963022431143,0.003911695426037377,-0.0025705227054949467,0.031041672022836836,-0.051524590952532465,0.08751448821874437
RSPO4,,-0.019439906736934895,,,-0.01441725514532394,0.005657497919546359,,,-0.018460467690813387,-0.025200951431880277
LEFTY2,0.06506706290437397,-0.028377529675639557,0.031621745379825685,0.09375966949224929,-0.01823614467949247,0.08866304810733489,-0.021376660483408708,0.050401282673305785,-0.009689528353894649,0.00031542977990686407
PF4,-0.016367225707021753,-0.00864548431954867,,,,,-0.017040218152785936,,,-0.01910761616905196
ANGPTL2,0.03793945382173212,-0.0216178094374854,0.07869851283709219,0.08049526019593516,0.03803952147866029,0.07397860108960327,0.06112990779296186,-0.03251031412773463,0.06748806062267887,0.053367787062777505
LRIG2,-0.008038402931351057,0.008754930051161946,0.03474113432901483,0.0642853383659644,0.01646989808345469,0.029452961341690637,0.038560122577598124,-0.03604562301198149,-0.023805552217922184,0.07662657825690197
ICOSLG,0.015558247383382403,-0.004613106458486395,0.025829448497990022,0.03660416729365883,0.015093235479708476,0.0013036303982957363,0.048565681473694916,0.05140642581139066,-0.03185121466159509,0.001556222704255404
WIF1,-0.017320808454334275,,-0.0537294279323193,-0.06415065954676578,-0.011125454313117542,0.010256557262100513,,,-0.01716079283469864,
NPPC,-0.015313368562384157,-0.01341127821160466,-0.01751847279261701,0.0035117596458685897,-0.021702226399149316,0.07398264246291503,0.018719537545680176,-0.025688617229723355,-0.026541899089118973,
LYZ,0.08098323704976491,0.011813052168674494,0.016917747342897197,0.02585120625145211,-0.030051334787816016,0.012697641414853267,0.024394266153738305,-0.034781061111302955,0.0011683402029802371,0.07783187184651259
EREG,,,,,,,-0.046389462068206995,,-0.022992823753694432,-0.013712733343406053
SPTAN1,0.00167334948431062,0.009957619353657413,-0.009392547182536458,-0.03179129846848146,-0.05184522573444093,-0.07283503776022868,0.05061102313159598,-0.05497594314213661,0.006617353860266204,-0.013099523039620748
PTH2,,,,,,,,,-0.029358293584442377,
LIPC,-0.020037786305428733,0.05999086287026383,-0.01934740464274371,0.01831262736163439,-0.02695452671431024,0.06253217554851684,,0.016783287659182772,,-0.02415925902689609
COL8A1,0.10032339346159481,-0.023137430908636743,0.07045423012116826,0.04609752891250159,0.018862828519211134,0.062281646291603085,-0.028118984056889135,0.040099940368665925,-0.05461711335975789,0.01806191963552457
GSTM2,-0.0059578240312026885,-0.03811145208648575,-0.010550316599817236,0.059319715689647494,0.08384092635006644,0.033122669514552214,0.04047170427432645,0.005498200740283481,0.02379072050905652,-0.002957569093480206
SPX,-0.032407953603355945,-0.025458431699737466,0.018887749762170426,0.004327865001598594,0.01610279253621829,-0.04667670819793182,-0.0021482401457942136,-0.0051175130361305905,0.013708106714132452,-0.022933586885250237
MFGE8,0.04359306896214085,-0.047891860254882734,0.05205762564911372,0.03516656525952251,-0.004355915200001515,-0.01526681472595492,-0.008139690487859846,0.017075311102726837,-0.060004964357501016,0.04519911912513103
TGFA,-0.03800114675255856,0.03286112764724687,0.04751060267272542,-0.0015862753442602508,0.03029953840911458,0.07422926023337509,0.0819453225714026,-0.015594308911911499,-0.034803268385542756,-0.02984565231311688
SLIT2,-0.005824379613298945,-0.029424746733996605,0.015396846424070573,-0.03089715208812388,-0.037100894060695645,-0.03855875395416258,-0.01989240818137332,-0.038192665788394774,-0.0023976624698493197,0.0302205019630674
PLTP,-0.0272825719392472,-0.03545976118953616,0.06533930699478781,0.10965763821455446,-0.04164311381506787,0.04971628515711449,-0.021710966944240885,0.02430411646265166,-0.05024398816906925,0.043743148773735904
APOD,-0.009440893950703824,-0.00045081067897830587,-0.08915417865470543,-0.010974772888737452,-0.01858470595372811,-0.07775104271261414,0.12075964693546057,-0.042047067233103405,-0.008205511243717592,0.03082201656737577
B2M,0.02013708195822958,-0.030048625773666914,0.026723910078457962,0.12885136938102335,-0.04074411548497533,0.05719728352093823,-0.03014201522271494,0.016207526645319496,-0.053715126505961226,0.060502901464395416
OMG,0.023439595269887745,-0.025793251550075356,-0.05994026716511994,-0.03548109922002859,0.018911812726113444,-0.06738494617187588,0.11451667992903801,-0.015185644518240782,0.03865001010633636,-0.04180009187994692
CXCL3,0.025698922954938818,0.030210684032476193,,-0.018559873137698545,0.09756558696276839,0.041699917227245385,-0.03366355919771757,-0.0190679637282422,0.02252421076791144,0.014428213240550217
CXCL10,-0.012389753497707318,-0.021698175211728017,0.025804606964551162,0.10462894552051227,0.02816991115737788,0.0500359571436085,-0.022855872442292265,-0.02568861443650916,-0.009340166145577457,0.00647002447645802
RSPO3,-0.021432517517787006,0.01869636283833481,-0.023965766501726105,-0.023212037633766787,-0.02177508452750045,-0.012900582616851187,-0.016053414759086598,,-0.04763855047646308,-0.013617260914742146
CORT,0.08983615771691214,0.018134967588633692,0.037728928530427926,-0.040173631645865265,0.022886873359104436,0.005559895515163351,-0.017831722208991357,,-0.0065319932294279626,
NCAN,0.03826281552160509,0.06624162497669897,0.06380470295221193,0.04844858220461153,0.022740302981691676,-0.039683467973177365,0.10513252707311968,0.020212150589524976,0.017550631956808095,-0.026784755251257782
PRG4,-0.008762429053017277,-0.009909089842440722,,0.0377866242808825,0.0580135681350454,0.029154436538660487,-0.0100717563391548,,-0.024190176273111996,0.05891519808041691
ZG16B,0.02609568633553577,-0.011500710641274463,,0.01339211510815691,0.045711310613308416,,,,,0.10511315774738815
TGM2,0.025811731381366873,0.0061842387926015745,0.018999577497098172,0.0006941538173854596,-0.007612035247761365,-0.0013016780888819193,-0.06214931238870212,0.025651445903241806,-0.04909507616707502,0.06750342848650173
VEGFC,-0.030127862238060805,-0.0016243006779612158,0.03278108027144087,0.03187422410684813,-0.026522851957215272,0.027725648785293683,-0.03572827238752457,-0.025150958362304694,-0.03150678881190381,-0.022079730783716823
WNT6,-0.025457586534211905,-0.013705547174884347,-0.012796748589692567,-0.019773517115898198,-0.021920189051250986,-0.013433983979914332,0.05803377404659182,,-0.024500053355816485,-0.00025413702091532653
NRG4,-0.014532167470533127,-0.012059815638216911,0.007511073755814429,-0.025045703668922063,-0.018922897010546978,0.0007037560504443404,,-0.020195856284672745,-0.02437752655526736,-0.013617262440912213
PMCH,-0.016749105071852264,0.054127650816553595,,,-0.014417254449535663,,-0.0084369090541005,,0.0909543341878316,0.0003064888651352017
COL9A1,-0.04389128077866603,-0.01259559723971113,0.09717192704478321,0.16496831510429968,-0.00518279568063547,-0.020462026885756057,0.05320751692118251,0.06088743095641791,-0.05621280371182849,-0.03332160518214223
GDF11,0.0007386009095435141,0.07139660752793703,0.07095136886389697,0.06635881378374282,-0.009425434868088625,0.011900692309353427,-0.00727678003236276,0.004625683477105927,0.04182389839670623,-0.01669482722014798
RAET1E,,,,,,,,,,0.20611451842513664
IL24,,,,,,,-0.016768520537905215,,,
SORBS1,0.028259529894716348,-0.005084475869435721,0.03546418703947287,0.039545613275281874,-0.05387051770371865,0.02130142475312057,0.0031704849416889784,0.05026953831729005,0.0758687489791608,-0.06017053765704839
DLL1,-0.011878474929848212,0.015514666527766847,0.09050722194286827,0.04965326547311511,-0.0004085598799905646,-0.0016662984198890524,0.054906157912878624,0.014696285715863401,-0.039157266985892926,0.05020304520282843
TLN1,0.051638206573323284,0.011153483395571812,0.0695243571387922,0.0833573195103247,0.000949999454389229,0.000376307953204762,-0.018120346075875208,0.006179543626868911,-0.005883047369209613,0.035867978675160964
COL2A1,-0.014031898549923755,,0.2524727937599397,-0.01855987945382907,,0.03997410726820786,-0.002916667954694007,,0.05186344596735042,-0.019817717138054365
SHH,,-0.01029717128077423,-0.015132267504292264,-0.014590320393996149,-0.023635150356691417,-0.011961400408075255,0.015197357240174812,0.047987511034482996,-0.012335856126128307,-0.0384679090280677
PON2,0.01147642995117853,0.03322494533350473,0.017429272678936816,0.061276182290586505,-0.024285348970918115,-0.008729675043893713,0.07765453201212874,-0.01558648606426954,-0.0362773600177459,-0.05359996767273741
ICAM5,0.10334186606099234,0.002144284914410505,-0.03519735301553885,-0.036267818177508314,-0.03200434797145209,-0.00924171435090121,0.04049690506134932,,0.010524525672993097,0.01487349569598181
HPX,-1.2805705710671956e-05,0.032621339683384966,-0.012796749452923575,0.04337104620075673,-0.019329454901055625,0.024756113833796185,0.07709809608490212,-0.027077453677574734,0.025870312328233794,-0.004374127206010019
SFRP2,0.04581588968737177,-0.011727362185788555,0.05468509824975585,-0.014812509000490687,-0.016109836654354375,0.005952819053375209,0.05756607237538776,-0.014675089331680949,0.003903259388407582,0.04597809944670002
CFC1,,,-0.02162337488484834,,-0.012395959905247214,,,,,
CD70,0.01877077249288824,0.010636320929161572,,,0.060844719756130296,,-0.005913927620777637,,-0.002679348996002102,0.06077052899815105
HP,-0.005758520192725116,-0.009336535724166605,,0.11558232962009823,0.024350459166779914,0.0023636779454749386,-0.014269644351635195,0.10975196268187114,-0.058870255562445815,0.02193896635398023
CXCL2,-0.04141467126057309,0.01514463909071254,0.09325478862059919,0.041567916450676284,0.000543487766447543,0.09345988511147246,0.0035246750295525936,0.006705511418034467,-0.04897962729180702,0.03891066435832375
NPPB,-0.02035525084659632,0.04540351160837273,,,-0.010854406620459554,0.027841485852265025,-0.015330239501763886,,-0.020977614938758753,-0.013813196188785985
CCK,-0.019295835240243486,-0.02879604211321725,-0.08793040795214459,-0.09429286091606098,-0.01665404463680589,-0.01874745856679396,-0.030856521102980934,0.07552610396543248,0.04983800705880925,-0.017919444403856993
SEMA6A,0.06172126474663973,-0.030020378736773035,0.014419505731673835,0.03164622186614226,-0.0019096630653980407,0.04340440182209127,0.08830949170922289,0.024641853604760285,-0.030730866513857213,-0.005828079720158589
IRAK4,-0.028333126815582924,-0.025832247601376486,0.03342832023351354,0.04460195744898648,-0.030334690204176753,0.0739604559758107,0.02714104790581211,0.04360944782086305,-0.026870017734237733,-0.01365978267055013
GSTP1,-0.014188688442858711,-0.0038606401077339522,0.03603934460143656,0.07984007967346864,-0.028371679344964686,-0.016846530049477716,0.027095716407630782,0.05698242501680171,-0.04076242681770939,0.017601639249592693
VCAM1,0.05883525526752822,0.03296592551052141,0.056271728318390515,0.10208978509467423,-0.03899063798377259,0.026742094499733842,0.01865061524423533,0.015868391784635553,-0.05974807598145467,0.05718713695122971
NXPH3,0.011459785359208347,0.01089012056860337,0.015220606714480427,0.028465583854016294,0.005309316079811459,0.023302779225201097,0.0033506663329863477,0.0041495458942592215,-0.024174939984197907,-0.053933320226576195
MTMR4,0.010167465892230054,0.001466770045934726,0.012325220476807832,0.04264693194145062,-0.02057781923649944,0.017794424900265927,0.017964290816517153,0.035045045183925816,-0.04316177154000085,-0.039084875750049555
LAMC2,-0.015976743505137062,0.06615575151396785,0.0032854752994298285,,0.02633163379872068,,-0.0033764312869293154,0.031148568959056166,0.014107346744514268,-0.010743256892787588
IL10,-0.033757102906616474,0.03061490295333546,,-0.02435470581560859,0.026470564944975114,0.01043438798879054,-0.042291963550034825,-0.018834963745296696,0.03475946692972191,0.013495448049279735
SEMA4D,0.02740512976089203,-0.0718692940968093,-0.03300587328783779,-0.044054123063968775,-0.03582648403137305,0.009433151164622065,0.10426568139092121,-0.037032952516600146,0.03262328420660289,0.012566882642679444
TRH,0.038559472179435686,-0.02440935068684675,-0.023986323813234886,0.06693862740937379,0.025426082411503317,0.049595076314126345,0.10812757726767336,-0.017914340956499273,-0.1051882876872298,-0.015471706064738362
SEMA6D,-0.055988283289295976,0.009188229061860823,0.02806902338309229,0.07003154779887642,-0.019058910850227404,0.0330670711253473,0.029314002101132098,-0.007660458421713861,0.016906224880730465,-0.042775163554763955
CEL,,,,,,,0.14109030729474714,-0.009538955799475722,0.009640219957616982,-0.03358081856277952
PDCD1LG2,-0.020603325955677664,-0.030898905520763915,-0.012312993461683144,0.04706754163546877,0.0492498711531349,-0.023570049817226362,0.07768915254394623,-0.039031817352740854,-0.030637099979849276,0.02771316687354425
SPINT1,-0.04041838180303206,0.015651916745675513,-0.015926109235632577,0.09769760641842828,-0.000878400640564525,-0.020224119685272702,0.049641337632964036,0.0020663886605956075,-0.014743873690098837,0.026124392689777964
CTHRC1,0.026380569676349074,-0.02556561699345807,0.07748632282285077,0.024558299572630875,0.028461823754672124,0.0430425650238798,0.007301281681379526,-0.05085361610077835,-0.04988711247573758,0.08335479123576126
PODXL,0.02898065904747602,-0.06808432737288501,0.0736947733584885,0.11290646802174022,-0.07143981568243149,-0.019048312744097275,0.030007208211877055,-0.02831296944527812,0.009007085779799081,-0.002213887454467794
JAM3,-0.005908466182561283,-0.019478179255319906,0.03974536195581544,0.08194215641502435,0.03492509685424555,0.0053461862513152335,-0.03531683726914861,-0.028689832333351935,0.01510570828367463,0.015926885193972205
TGFB2,0.0467075833799499,-0.027098214704559788,-0.004171754935444909,0.11307215589519809,-0.006744637023840454,0.0810930019028707,0.05894483503474798,-0.05457575761710877,-0.045857929102427884,-0.052753090788981036
COL18A1,0.04237667092590207,0.010181694733117272,0.07186224108116737,0.07947327710005322,0.0484499129215315,-0.023740375166529163,-0.009386271806495153,0.04744482660784481,-0.05233887427445828,0.0710988262988565
NODAL,-0.02174863856913306,-0.020279333726850576,0.09856674522009208,0.003347453312511963,,0.041891701489874755,-0.020713072901081552,0.007356248884514001,-0.015579737756642441,-0.021174436738613345
INHBB,0.0010829597385802123,0.011006734768778927,-0.001683973312600485,0.08408153250859063,-0.02433626404229173,-0.009462360308185527,-0.05135133009294159,-0.004258458076367628,-0.0039056074684244665,0.023011920283408482
LCN1,0.06921412778705724,,,-0.016287370788503824,,,0.0012313551484730736,,,0.08996277887833004
ARF4,0.007461419638100032,-0.015317514674896927,0.03204800924398955,0.08772658731623818,-0.021778211191526592,0.07252861555487684,0.013299522995815138,0.023945345170666515,-0.0009407483268378379,0.016745224438916944
CXCL14,0.07976130029833972,0.031902752111366936,-0.03362286341817596,-0.004079244907081251,0.04499817487281732,-0.024768834902975732,-0.06634180571484637,0.021180924980728988,-0.03761502632776689,-0.010860882182555784
LIF,0.08617886444812607,-0.02633038306739667,-0.01553383209700744,-0.004957509200606506,-0.005369147432508424,-0.025492183236719007,-0.02943326016728693,-0.04216520088795939,0.0185700055549658,-0.04923618603540717
IL17B,,,,0.061208892668468635,,,0.008085216440231297,,0.020084874870374525,-0.026427998233498177
MMP1,-0.022026584145344447,,,,,,0.03444648641996823,,-0.014035572188501273,0.0029172324111465574
MATN1,-0.020977002854960396,,0.08400745321768295,-0.01707620097516171,-0.01099072945610849,-0.012532995028343598,-0.03459776647245856,-0.01975176692519891,-0.019975892859371062,0.02680699949363278
ADAM28,0.044795136435343295,-0.018094400290673805,0.03838693001106681,0.0621287325259563,-0.03431572988985765,0.09256249049673697,-0.016195426322816134,-0.018718694145300127,0.0166037804235369,0.07879080550358654
TCN2,0.02427921420148997,-0.003111689342055044,0.055447243823171045,0.06707631565056857,-0.0283120688045838,-0.0003936266077611311,0.04085987846055419,0.034482703647451166,0.036647405070262436,0.0018934728488236962
THPO,0.021683571659277607,0.021286769274513114,-0.021325276204461036,0.0825658260529855,-0.022563491008309188,-0.012532996468040309,,,-0.01732816181564588,-0.020369941434268936
CUBN,-0.009828641049958581,-0.02358175575269541,0.05819223283266897,0.07513397803449696,0.07194417280995818,0.005257502450967162,0.027866994585237653,-0.021873922897725114,-0.04172980682424109,0.068256209945667
TIMP3,0.01297213629157781,-0.012741253843524201,-0.02588839809212488,0.03437013440960961,-0.025353973828521142,-0.017158632413301955,-0.040269482097366596,0.04604666496832353,-0.02818998211355291,0.07877603097267682
PIGF,0.01684132468140145,-0.015999373514089286,0.05934668595057361,0.03149756495364127,0.017104148270515828,0.05592340279689048,0.005006166096587392,0.061493012482485836,-0.03191021557654296,-0.000313850903376873
CRH,-0.01871866139527826,-0.011614557492641895,-0.012637437411604101,-0.02504569328434621,0.031172667571214847,-0.017141911102260866,0.09964043530896556,-0.0009599903953862117,0.0190940468932728,-0.0232007653203191
BDNF,-0.035207576384318956,0.04436307722897948,-0.03587977645216679,-0.04840209462014696,-0.017764598491435617,-0.014115372960352852,-0.00804511216474679,0.06141862686682344,-0.0021195134436298333,0.0019483180653349734
CCL5,0.058878293071991036,0.011274072430357473,-0.018460185758357867,0.0675994980080595,0.029248489117682182,0.02260511789151621,-0.010713280514261693,0.0006142213750622779,0.011953958855125188,0.08396522687795968
GAD1,-0.024762281548816763,-0.004505795962214503,-0.051384228022140065,-0.023571078881478913,-0.03470166196244503,-0.01863505462199558,0.05467560672689438,0.007239297610267615,-0.004060281043551405,-0.023463251323898437
COL14A1,0.037712489010890235,-0.008227629116403517,-0.019563698795574902,0.09381251188062165,-0.0008752131675582914,0.000156809605741408,-0.01567375714934026,-0.011895199792468936,-0.02408801699577129,0.11578260486729144
HLA-A,0.040705521556244864,-0.019737745653065547,0.06101705975886348,0.11944037259616863,0.042830545174606834,0.0572709017702481,-0.09478232333923937,0.05149251755743134,-0.03511832225347422,0.039568064014452314
CD5L,-0.018718659229671718,,,,,,,,,
FGF18,0.2074650347013208,-0.00922767907157165,-0.01753361333064456,,-0.011776999613123756,,-0.030534600827506777,,-0.008876035718277818,-0.015471707306021201
ADM,-0.032529095981347934,0.014854521454253977,0.11426552237709772,0.08370614950577998,0.036177120440366056,0.08491814409884905,-0.06962990873544429,-0.04389160289543133,0.051693805389235216,-0.036357958861963725
CCL15,0.015524117717916555,,,,,,,,,-0.013418610545393306
GNAI2,0.06433741050570467,0.00932899344442283,0.07566415755146037,0.08849509494309135,-0.012107339860416068,0.0011403478608677437,-0.023986098807429513,-0.050709220781920986,0.03000225941954444,0.030939165353874896
HDC,,,,-0.024563883271701156,,,,,,0.01634577671620943
COL11A1,-0.009733490652153426,0.01470007331712907,0.10512745524912986,-0.029611811077399335,-0.02249276895718513,0.04114159938180125,0.004163367386990888,-0.018633568294804715,0.016484001910188655,0.043763218826487364
NUCB2,-0.030749707224546192,0.006130738315534578,0.010216909146812439,0.027857408161881873,-0.027362481606049458,0.03894515113346886,-0.007272571800792998,0.0695673781568818,0.0025430165017017218,0.06610191657049207
