,UKF251,UKF259,UKF260,UKF304,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
DCN,0.04139268675367029,0.003839960254356307,0.04170223459063261,0.06678924473270013,0.04420348380339497,-0.00701831946093218,0.08091328576087181,-0.03009200534878113,0.043768918945424666
RARRES2,-0.006835231318115604,-0.05874941812086523,-0.053878765529145854,0.0807798137104384,0.002362415484768458,-0.10939554138021652,-0.063770533790557,-0.010748704568867375,-0.07585758702729528
SEMA4A,-0.0018094960460539255,-0.0369466182116427,0.0194280560837942,-0.04617989441671328,0.023091573361587087,-0.004817626452776078,-0.03581866791316753,0.01500322793060023,-0.01872638846792364
GDF11,0.06878695511063129,-0.027343509489817577,-0.004309867159989983,0.0652093747512504,0.015538478440557281,-0.018734360720683862,0.004437202815570415,0.03389090292676943,0.04376892102655555
GPC3,0.0037993500900085626,-0.015420167511891073,0.008820890982632827,-0.018566699667997545,-0.022936666875444354,-0.03605283068892306,0.06743280872121132,0.058230331338376365,-0.047132537853174006
OSTN,,0.00934737633430236,-0.018751630562814536,,,,,,0.1206107706417005
GRN,-0.01929924685761762,0.06790164829893368,0.04116182873549243,0.014116517443695747,-0.018369862270801816,0.11604862419153011,0.06125944980444301,0.02020868528105203,0.015797858041798188
CALM1,-0.0261246928770644,0.027812998806947563,0.039371020322647075,-0.048853003758042544,0.05418252897610436,0.0970224762089498,0.07393909663085883,0.09569867845198146,-0.03946887292716271
ANGPTL4,-0.04017765423425451,-0.02426637649728741,-0.09487715406213137,-0.06114471220265821,0.05985189473447599,-0.010117387762908688,-0.07766571086560278,-0.0031390718163264632,0.023652112046749604
BMP8B,-0.028572211495577912,-0.01522893151980424,-0.02755749185710507,0.04195685885873187,0.002116772085353889,-0.06543195883560227,-0.009718061709105828,0.08932963091114061,0.01684928507474734
TNFSF4,-0.01663803351046113,0.0025078361669155225,-0.03782091769598035,-0.028415898165274834,0.00424894194694999,0.21437699865318252,0.01040678131326454,0.09385680941601986,0.11175093144308251
RBP4,0.01707861242925557,-0.019659015293077547,0.003908448356241557,0.006337206366940772,0.08039719473261545,,0.030812132846637648,-0.024742464285051047,0.0630893019330411
DKK3,0.022022487012927285,0.041311599788740834,-0.001980121063106712,-0.04072091383145141,0.07866685269813566,0.08313551153401968,0.028215626860777627,0.09252194968656131,0.014621391547410713
COL11A1,0.04574205408833159,0.024684176620506763,-0.015729564616028438,-0.031765507982437644,0.007888777915058225,,-0.009569196515535627,-0.024477897529728312,0.04774350717158392
COL5A1,-0.010430911422874528,0.02761171519023624,-0.023647955781652935,0.05383704018643105,0.08928374325804413,0.03607460852025211,-0.04909698038598427,0.026925149149374158,0.06159394254255652
KISS1,0.011309306795482183,-0.015514983623826667,,,,,0.018913370733454015,,
MEGF10,0.003681976138308193,0.0027622400108842744,0.06274903453575083,-0.0020659431855893817,-0.04594350423838396,0.019140593040575502,0.007107945305274701,0.034363800594349674,-0.004592421585756629
CEACAM1,0.017595487732943296,-0.014886603903933175,-0.0012551900893612415,,,-0.036052843332174365,-0.017930268244172303,0.00341171404033708,
EFEMP2,0.002397287074572904,-0.03588686883851337,0.03279066122037453,0.03520087864164583,0.07017949545785107,0.04526690079284762,-0.05184150343990098,0.0008764399260429488,0.03713140302880912
IGF1,0.026934523999127036,0.020399024866144196,-0.038289047565425643,-0.02449848058984578,0.07621042720807225,0.03511725466297824,0.04001610750028389,0.022531515241794777,0.04451545288320652
COL6A3,-0.015936947581612074,0.023649097781993204,0.02132156891131063,0.01404915185519217,0.07072481772863871,0.03477460668304029,0.027502746381245266,0.04087174117991717,0.03365171270605103
RLN2,0.04798675733796807,-0.012617800571276941,-0.025611230701728407,0.0010533035187085054,,,-0.013824369311990955,-0.016817904268172555,-0.0032298301230959644
WIF1,,,0.048682814060318595,-0.04024917601358446,,,,,0.04623042482626166
PLAU,-0.05488929434635496,-0.03024764942225512,-0.037114135756118966,0.026755218214396245,0.0846786197481655,0.04092214438731044,-0.01789827197410016,0.047183301564227155,0.023425018779142534
CXCL12,0.07317994552130483,-0.010139092201601663,0.012536703319819622,-0.0022843173344204706,0.09630760316316894,0.025205685578526316,0.05439956744773843,0.07332407165643562,0.05091968163179766
MMP9,0.021216912640477897,-0.015783917529892742,-0.050374576800443376,-0.026877504892234373,0.1668121299123256,0.08168569703288632,-0.04917035947015246,0.0696916560077244,0.06003097213039758
TNFSF14,-0.015523571733597944,-0.007958462253480361,-0.01418761877142242,0.0879015999561216,-0.007557961331205578,,-0.01890696001593655,0.006308035715063133,-0.019798222704892912
HBEGF,0.0028257828436500927,-0.029319046057401894,-0.07940367657661558,0.008348827827915378,0.07978682739862482,0.09904973856857549,0.03517743307985595,-0.0344639662865797,0.05811678389099331
NUCB2,-0.004792231458223268,-0.0026353890523874257,-0.0024711526930136737,-0.022885363807509388,0.02836233049587152,-0.00900440749807158,-0.02146106105791845,-0.018688675505473755,0.012130015147503647
VCAN,-0.005438903677698677,0.04282139636585873,0.056404825072637776,-0.03581271954042137,-0.084434105313598,0.01036279168892753,0.03358560817596038,-0.08497425019505231,0.08884162308196193
VEGFC,-0.015936950288920445,-0.018477775361805365,0.025477989989623917,0.08134635319622403,0.06882553401112712,0.0849969808316638,-0.02453598886507964,-0.02431508696762744,-0.02223285140923039
LMAN1,0.020899773267575743,0.005787865720984395,-0.09045102923224586,-0.0020272000929167076,-0.01741317332617187,-0.0005471095182274172,-0.08624027660623318,-0.004437567038250218,0.06009485949139123
IRAK4,0.07269811678828303,0.01128388554389645,0.04192499578969757,-0.023328253566682954,0.013076799122331013,-0.0029189523578762077,0.015362160104602908,0.023825625141987397,0.05378601007258691
MICB,-0.01573555163023431,-0.027991430349861905,0.0034570032905430273,-0.03222118689965963,0.03463577753476228,-0.01649055366553879,0.046897233591557806,0.026110328117229343,0.055615489481549235
COL1A2,-0.016184860137155227,-0.0272269307006811,0.05008834054327102,0.07767187721795514,0.08916365988145324,0.090823986445091,0.06244374930619637,0.0057717391205119855,0.08362935378183203
ICOSLG,0.08522893745977368,-0.006238624614392371,-0.006360521796820813,0.019267525428358044,0.06852155032217323,0.08905038306590564,-0.029839587062925454,0.044874162607494786,0.03400175949637722
GNAS,-0.006260033747747355,-0.01897038502237472,0.06370723174917861,-0.0670973909507578,0.06136317705943913,-0.04269342751239287,-0.03680726303207745,0.036529374540894645,0.0731439174054524
C4B,0.014465169735001976,-0.01696671100211058,,,-0.03471036894753255,,,0.012003238999299993,
