,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.10135003452938568,,,,,,,,,,0.049417436749541285,,
BMP1,0.03976374204450881,0.03314946785191349,-0.01723466434669524,-0.0005017305096863501,-0.02741651228347005,-0.027472467136947676,-0.025586349832351554,-0.005413129389222987,0.02854025431852892,0.02257995902741602,-0.06422566237707392,-0.021038229199623292,0.06230205317919205,0.01854469458745702,-0.019103532363638685,0.008431352026489432,0.008927177224291183,-0.05036878083315221,0.0012533963989629366,0.0801506388286102,-0.0070341776303191016
NDP,0.05762080743631883,0.003299080557551335,0.07273538094110661,0.026707058719881636,-0.016390907988069595,-0.0032571623455186103,0.08267398559563187,0.05901459562357757,-0.022518672829675974,0.05953501752291701,0.028873385936452292,-0.06483734349241,-0.006195644289889344,0.05294826280926267,0.04585591780627031,0.07485676211256644,0.016320229808707797,-0.04966224036599841,0.10947675591477829,0.1072997925823927,0.055520534982858714
TNFSF18,-0.02115380653898456,-0.004008571329746713,-0.020554346027696263,0.036878487867406815,,,,-0.01682865425253817,0.057330715443960116,-0.01710308135029035,,,,-0.018425575873635882,,,,,0.036433042369869134,0.005535736866543412,
IL36G,,,,,,,,,,,,,0.005403314518402904,,,,,,,,
RTN4,-0.10013666842931844,0.12389160354491204,0.03689849064575211,-0.01228430014237304,-0.01959880465252216,0.05413865300572933,0.01161764759064429,0.037635833642092845,-0.0358717119622504,-0.043453181769411944,-0.002989280022526617,0.11586148759477183,-0.07111745883723897,0.023728943803160922,-0.07017509475815818,0.01069624923982621,-0.05016732168927038,0.07832200070114347,0.04050792715323306,-0.06390079847096161,-0.040039139914053945
HEBP1,-0.03223136484643512,-0.0019471159209022632,-0.002428856247372197,-0.03282918189590831,0.014588503178859194,-0.02432240032514997,0.01168244656354775,-0.022619704914537648,0.04945329071798815,0.027402225026978814,-0.021984320774990445,-0.07906678960083571,0.019440040275735652,-0.03382227772951525,0.028251700446395085,0.050441792431865945,0.04899051074592091,-0.00567597650348403,0.055387450421225504,0.07376841729006582,0.04159249998462956
WNT7B,-0.018635841005200295,0.08756283682404671,-0.00864275616883967,0.10350735167386158,0.06105191798705749,-0.0257729894830051,0.01759950936765969,0.1213772924555925,0.005523400639887425,-0.037413622730562646,0.01684188907175233,,-0.03964937882603642,,-0.011008918330977497,-0.04441727828988639,0.11072033130804387,-0.0028845920371917055,-0.04264299552457205,0.012067206168542507,-0.04256264393193996
PTMA,-0.06430671081775796,-0.07134348753349583,0.01649615365921211,0.0016498216252835418,-0.018180200118913872,0.00033737991798314676,-0.025196101509473646,-0.05319511914916858,-0.011317064981654072,-0.08182999547153064,-0.048470179285079254,-0.1586651095655869,0.10350642555484035,-0.04275522450748678,-0.13290165861805267,-0.01577818151318094,-0.006293389539274753,0.05788203784002569,-0.11579249115110518,0.03456361002222289,-0.1255203698689022
FASLG,-0.018635846273504803,,,,,,,,,,,,,,,,,,0.0029862736369401267,,
