,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
ADA,0.03489338817857926,0.009204425724125437,-0.04699858566044694,0.08355792259830747,0.02604895515682848,-0.018281242849489714,0.08568987396179051,0.00033245063800430697,0.01074598298715542,0.024033764291627305,0.02870377932719309,-0.038278254029767374,0.11064079119376402,0.06466821659023851,0.039806163707808935,0.02142763284240457,-0.010878623354325987,-0.03709935966199383,0.015445524318107418
LAMC3,-0.03604460621424235,-0.04277157884314366,-0.04455793404691098,-0.014483568135098396,-0.020806487730953546,-0.038923813900286736,0.08545411889857311,-0.06294304319263101,0.0001747823139626986,-0.017996826690204474,-0.013003146102809105,-0.04878506881969599,-0.03422610418045664,0.04059329138559093,0.006248692458365876,0.061262824798428483,-0.04835046764829059,-0.048840033287110965,0.06110829045750612
CCL7,,,0.026248514628034476,,-0.021816024239802525,-0.0007013524581940109,,,,,,,,,-0.01966037919304513,,,-0.026104114473369532,0.01713581239664785
NGF,,-0.025602013817835338,-0.027339904368929347,,-0.010484298526889623,0.0310106292830446,,,,0.018699359848287328,,,0.03621036802977361,0.03307818893513467,0.0158975725242138,-0.01916179535824652,-0.01448577299856415,-0.03199331026064476,-0.047741633501608594
TNFSF15,,-0.03167288631119538,,,0.0014264481301608897,0.01458567875318099,,,,0.031692661117139594,,,-0.003558256668683871,-0.04024878360126318,0.05085106455574644,,-0.013515159128248907,-0.007082012372219106,-0.03733995082878511
HMGB1,-0.0010294240571340298,-0.04812266137112276,0.011902667731085708,0.012777549457262541,0.04774641731871225,0.04927880331274355,0.10089234905932984,0.021018670844714992,-0.0023967570783565597,0.01111601278968773,0.06884690118166019,-0.07803101309426877,-0.009560032963615262,-0.04670883423815474,-0.016952978248330548,-0.04374370660584764,0.04867277300891213,0.00576841969764218,0.06833846520301556
ITGB3BP,0.05045897021285648,0.031432521777995485,0.03738221109219847,0.009904831113227736,0.015470544657668868,0.03325162860297555,0.056977582963199394,-0.04777274879284961,-0.02699711640651317,0.06957319595416604,0.06473691764380589,-0.005966592000732303,0.12353279641953545,0.04275714433967205,0.050119363264778206,-0.019008061692569293,-0.04952256396271657,0.059516121752510726,0.017401767055892966
AANAT,,0.08950711209804982,0.0848753566080812,,-0.02210433890636194,-0.018435066367212424,-0.021070037426486093,-0.021647372295704684,0.06520405700741123,,-0.02215671123864279,-0.06519251331808681,,0.07568317025168339,-0.017247700021764966,0.020192916893517064,,0.04741550723917166,0.002789871300816789
RELN,0.034845273038540375,-0.04414340864366685,0.03916912680829295,0.02281213193139225,0.023500745496357976,0.06198196163237641,-0.04048892654799196,-0.028715987780567512,0.0041636432865040035,,-0.010629538511592668,,0.09582927555914204,,,,0.02871083675384897,,-0.00957843331704188
IL15,-0.0072457868734157535,-0.04502246117255011,0.011134064039476997,0.08203690940215225,0.042737078429885625,0.018626060951685303,-6.518565151109015e-05,0.006068675311500356,-0.0032844807758488875,-0.01461566875375751,-0.004464699139559449,-0.058631561993919015,-0.049775851632260976,0.06126094802739618,0.05641454525504532,-0.01023128236549239,0.0014070775439111755,0.0459412265380745,0.01962519669437489
UTS2,,,,,,,-0.008278751529632505,,,,,0.005206871423880407,,,0.10459659568982409,,,,
BSG,-0.04336618056320494,0.12956316995340758,-0.017407174331631543,0.06439284749841412,-0.07668830076015748,-0.05100906907827145,0.049619720651695044,-0.02493926638363273,-0.03610981473482041,0.013363346237676654,0.025724331772573005,0.03418170832247336,-0.06261088676834219,0.0895744367526655,0.028784705471298286,-0.02814274664873042,-0.059654562136729705,0.020785925974976496,0.05301820774587783
ADAMTS3,-0.017304791607646728,0.0195936902883032,0.005689830269656333,0.009675107459414543,-0.0009022458912137254,0.06175707359366056,0.09902447330233329,0.013224094002455016,-0.034086483735669776,0.01967972418522472,0.0052842075181640785,-0.04506214456434314,,0.11334419862687062,-0.004591175118918075,0.03218413457293842,0.07325506707073445,0.10830380444312852,-0.02894812170662955
CD34,-0.015636319967935863,-0.06768332447621145,-0.001567498198024779,-0.010870609800133962,-0.029683176975998808,0.04273300223873542,-0.0033243283673251426,0.08048433817019483,-0.03015043476757674,0.04978419942557681,-0.04758894569757121,-0.07974609758767152,0.0395999879285954,0.10683392325944413,-0.008404200561771834,0.06546431422546624,-0.04622402737464468,-0.025245033987504134,-0.0026856012673842594
CCL23,,,,,,,-0.023974357943041612,,,,,,,,,,,,
PLAT,-0.06811887438511145,0.07436214213082895,0.007216018055691993,-0.00027028537170160807,-0.029682779141214796,0.01618697950687292,0.10565745815879705,-0.03756433767442201,-0.007531300302300934,0.01786629133177562,-0.018146692313805907,-0.018374274166616713,-0.05640104966575937,-0.010219198991305245,0.013302842262450626,0.04429382514938116,-0.007933990214746126,0.024233898995371938,-0.0021906895798444663
NTF3,,,,,,,,,-0.03278688513940226,-0.020853780381604518,,,,,-0.003481092730334481,0.031341102358133276,0.07094665328409214,,
LTA,,,,-0.013997073797631392,-0.02796102193866423,,,-0.007063340088510381,,,-0.020549328143924687,,,,,,,0.009959896188013719,
CKLF,0.016454321222239453,-0.09305359159901441,-0.02471778128677901,-0.02229214929259494,0.08272451933352895,-0.03401649478762231,0.0595355824412699,-0.08080436078224415,-0.0016520630392094378,0.1385810255878781,0.008629626757799656,-0.00426584824906025,-0.03033931548569331,0.026119441762324055,5.213143559374544e-05,0.04768836569404679,0.014394572211512066,0.10697143782749503,0.09731857131246079
APELA,,,,,,,,,,-0.004885222374598037,,,,,,,,,
CD24,0.018024943887828784,0.041095679003645684,-0.024567690206714895,-0.007344088007567453,-0.03806816116915399,0.02190936888511759,0.04462976671965327,0.03543127486615222,-0.030633000130436155,0.04424779527133079,-0.0012655212126955865,-0.10320423670009182,0.028486811828944983,0.21698229676419856,0.011432241409171717,0.008117654030187441,0.11398754995938039,0.03167068507466441,0.021077136995575698
HSP90AA1,0.013438742481293555,0.05626131121666532,0.02698283605613453,0.012697949671999897,0.023289972649485156,0.07631617942841155,-0.07449765847481388,-0.08378802495885239,0.005376552862895406,-0.036896465628762594,-0.02775856287610081,0.15724453899529392,0.017691666717987532,-0.12451248011178111,-0.05181961394793101,-0.10486683486861936,-0.018220215512727338,-0.07604337502943444,-0.08698888266813114
BMP4,-0.021940582938351768,-0.0012231690803731418,0.002376411308664957,-0.014837718734034982,-0.05548255218514439,0.007285425119840288,0.054712784548730464,-0.011729915459066933,-0.0017257100291586302,0.00849174839274509,-0.01751015000417498,-0.025770488999337173,-0.0182793539348891,0.07103387791931752,0.043369385082196336,0.0024175801674727175,-0.04683322916850092,-0.00615706906331144,-0.062179231781007115
SCGB3A1,,,-0.015923524975349643,,,-0.02195388824173749,,,0.016487345150073232,0.04193080606960859,-0.014339049425331407,-0.011836313116042777,0.017114452739042416,,0.06170069136406672,0.07551384386276203,0.012143841039013415,-0.05473334891852784,-0.03681217786010783
IGFBP4,-0.05186840904928597,-0.05079316196078498,-0.03534769580869363,-0.01120977252398161,-0.03774414420578831,-0.04953870475153693,0.06017083071550931,-0.010710820195768274,0.00967227900552915,0.011978081322607371,-0.0312096754206382,-0.05195439739114941,0.05260160950490368,0.02314246212967293,-0.04897490534523228,-0.0445019577435816,-0.10291096504601521,-0.04578707987562939,-0.006445248305698535
RSPO4,,0.008385707564745234,,0.037382170638829176,-0.013561484915401352,-0.025338355748846124,,-0.012755106157846792,0.06727395681593491,,-0.005104272550992279,,0.03735375633044722,,,,-0.018901742059807304,0.03174688299349362,0.00011805733187842445
LEFTY2,-0.021108441070394435,0.07626502966404688,0.009654396780391684,-0.014168979160041091,-0.014459101380702688,0.03587486047974198,0.09785513695086484,-0.014643532295539111,-0.01878607200841375,-0.03013110004364182,0.016351896822701235,-0.020296962386751514,,0.06237428967252149,0.033846899864640234,0.014323123105874618,-0.010675970635784637,0.07222157332651773,-0.020733425602316044
PF4,,,-0.01651810106227962,-0.012732241020248255,-0.019034051347922104,,,,,,,,,,,0.004961957700664029,,-0.037171328422008786,-0.01932922267973412
ANGPTL2,-0.07149924266469046,0.08661147535863783,0.04515076334752266,-0.00316838667426652,0.07099554841429258,-0.03543792805811062,0.06947969516990811,0.054325784948633445,0.041362640145489654,-0.002020598143953444,0.05482549965916263,-0.08458706964914567,-0.1021231446529771,0.04163629773606017,0.07486101821662004,0.06584017983017207,-0.010720822526890585,-0.06176815091110109,-0.03390225695980156
LRIG2,0.03519715102979973,0.07055036760021285,0.0335406686714012,-0.014710422912463285,0.027658542406364686,0.03287721543553606,0.020729196143132768,0.0146594336160531,0.06210455514134551,0.03219554134929224,0.03691387805063541,0.027436064753343797,-0.045223966066951025,0.13344196163210284,0.02412467787433056,0.004451636545382928,-0.04034299507223517,0.06653804664195047,0.00746295559440663
ICOSLG,0.014257382449529716,0.01330237620286132,0.04730541721390523,0.03275930635481421,-0.03777500092693367,0.015903918728271946,0.04951631519231304,-0.026579483956970767,0.02030203679494363,-0.008315819880180807,-0.012128913703762349,0.14307512131890035,0.03575607860126748,-0.09059190496000682,-0.056382044001593704,0.02156394374137301,-0.04866571023844559,0.046845792420275464,0.059862591277334266
WIF1,,-0.02670092206258457,-0.029721641753896307,,,0.057967300787050244,-0.038663476037364315,0.01090392948706833,-0.03223994860865153,,-0.0054167753757242525,,,,,,-0.017571000103354967,,-0.06363752068704692
NPPC,-0.04068788739883482,-0.043232556636480256,-0.026014341163321297,,0.031196544981492744,0.02977227354565186,0.018490714593682827,-0.03650082020858996,-0.023810078921316726,,0.047744758645908845,-6.52557863930006e-05,0.10685449950965271,0.03050506792035547,-0.02934940070737534,0.14233355047381915,0.011110158572714291,,0.01082847709935206
LYZ,0.028910110953083507,-0.053301007809961026,-0.04511007289203526,0.04290272230553313,0.019397331430126494,-0.02997434707577105,0.07617008283979917,0.04317421545155232,0.02421330499778249,0.056739897104698594,-0.02486899332578087,0.022545230527883393,0.01735426381885707,0.05263020919551554,0.04036629275657838,0.005821693433057762,-0.023789393645296603,-0.020172590412119225,-0.019541815632964806
EREG,,,,,,-0.015211961889067,,,,-0.0009638625069908253,,,,,0.06661505482042757,-0.05656791005327274,-0.02354243842019332,-0.026801026098546576,-0.008718172547166256
SPTAN1,-0.054842642806448946,0.03528891872182437,-0.022233663903631302,0.03403970828468393,0.05230262472284663,0.08493447960397804,0.02431987957725106,0.056623514398102044,-0.0046268534709306185,0.012527192276924856,-0.006854810673591,-0.05469277010800334,-0.03798041187579956,0.09699568844495897,-0.01870871258860705,0.035376840114985986,0.04850926026809806,0.07842774220484217,-0.06804831595629093
PTH2,,,,,,,,,,,,,,,,,-0.004452129253848851,,
LIPC,0.006833953248956047,-0.006322806585039577,-0.020222497397065706,-0.01916270320466374,0.0344284842797061,-0.024531698819652677,-0.03284539984572091,-0.01913600711849067,,0.11908962194014376,-0.01143505799276525,-0.04857495331447225,0.12247985700982,0.04613286589868305,,,,0.05124530365814225,-0.011638238130770265
COL8A1,-0.009060733732553023,0.040352835977461005,0.04682513850332679,-0.011930641501046108,-0.059842640216808546,0.028185484033169915,-0.02130201845969862,0.030479229950516724,-0.010281044278989593,-0.06743533263390808,-0.015081789568427411,-0.07971915549320696,-0.0010224576217178073,0.01871123744806119,0.022506570722207773,-0.004808107420890641,-0.025957759694021556,-0.02956892925261309,0.017912015818867467
GSTM2,-0.022784561759342153,-0.058370994503261685,-0.03887264744583328,-0.027899628563834204,0.07557733211231075,-0.020370202067482232,0.06597319286898055,0.03351769803114066,0.11123167068145873,0.03290765190196365,0.04068107885731272,0.014375403863358335,0.09019321391120308,-0.016397570022075914,0.07075928611439747,0.01601724944132386,0.09147312609461761,0.06121596107848065,0.03949023532467053
IL4,,,,,,,,,,,,0.08176413778932863,,,,,,,
SPX,0.051361921444056054,-0.008724487437065918,0.02376532548289707,-0.020140627996013002,-0.005491120455462379,0.08565759769399754,0.009225608603461792,0.06136050317696203,-0.01321009250967019,,-0.010706136547039617,,,0.00954563427648948,-0.019822499946084655,-0.022103962987854102,-0.03046819641376408,0.17651362797035905,0.024645089449425027
MFGE8,-0.06227261306219225,0.01486255674987225,-0.005680305572541834,-0.0098364591406439,0.004416374289069934,-0.0588095505951432,0.04479229081998896,0.0015755040877712644,0.008629458623571196,0.007778597495416692,-0.05649760747875226,-0.09718744392034608,0.012530838038205816,-0.025611220358464262,0.0597449523927147,-0.026959878456684502,-0.10099473998143703,0.016516850653551074,-0.012356214214842077
TGFA,0.014253772764959151,0.03505121367299856,0.035287853758383954,0.03646166429508184,-0.03856598477719095,0.01970243885884064,0.020168244419239957,-0.011078832338355772,0.012115546684254238,0.03571870856032346,0.015681730937633333,0.09409723074598131,-0.01717628484240984,-0.03409630244159208,0.038077965558531816,0.0259832971206488,-0.04206278187116356,0.0573799406941051,-0.012504001866974932
SLIT2,0.020173952964207556,-0.020972498882051802,0.00036447184153275494,0.020956967958140893,0.030080951748985237,0.05704165168894031,0.015320144929650312,0.016513807157087623,-0.036960864630072754,-0.03642050249445967,-0.007644828481322723,0.04237109149072319,0.06270173334482258,-0.03782453913213609,-0.016016362016192782,0.03676328535376081,0.019098674891739022,-0.0060342454087028465,-0.049263525951057846
PLTP,-0.0494425438755592,0.04516300735517611,0.04360012016617577,0.01830218602000569,0.05702921350143912,-0.01972488057869703,0.06674270777778031,0.02515474460995785,-0.06092542484048105,0.06691870639425407,-0.018655944662453346,0.028085503168890646,0.0007724264467548618,0.18397876170368851,-0.03358855572096206,-0.08352631416445552,-0.071377423175908,0.022441907847567968,0.010736360889148349
APOD,0.01800628007045899,-0.06699440893049058,-0.03990299382586415,0.01897703458371678,-0.013515008332278724,-0.00881312508514952,0.009201357072340845,-0.03436962439123874,-0.005208310463681104,0.010833254888194298,-0.03504119310195586,-0.009816901393576497,-0.07272476685212355,-0.1736873099169343,0.1027504584042022,0.11997210776617746,-0.05758316899536206,-0.06550856176015543,-0.0618086824058044
B2M,0.07565898119265597,-0.13194391716802542,0.004097265691612922,-0.004980572193822084,0.07246062715208243,-0.0072631703180413495,0.07102933145189261,0.04912892697468592,-0.0010085810083345513,0.06245698844614732,0.05367139789950454,-0.008452036567823496,0.026857179085340202,-0.0068945609785323585,0.04996642665462513,0.020694275967961504,-0.09859243196687917,-0.10049917745023162,-0.024558902606563727
OMG,-0.04522335653190333,0.03768136782437573,-0.013554356457185366,-0.02017201314223192,0.03969660317053358,0.006103202172122478,0.009797029809118955,0.06350942282242089,0.0041271019543755215,0.013712760354563565,0.0011923839893512836,-0.08606360940268125,-0.028661619555914945,-0.1600047358526659,0.04200092292260236,0.10494781931433177,0.004034657954807997,0.14320295639048086,-0.032407860279709884
CXCL3,0.1509774721528957,-0.0466473772489654,-0.0320089143527333,-0.02617627583300489,0.04832937567167973,-0.028291720133992358,-0.027663951938774238,-0.026814875957298357,-0.018328227954555666,0.07350275643399475,-0.014799237467260858,0.1009829476536643,,,-0.009928839068788662,-0.04286545587731836,-0.016477389498200195,0.0017648134865582126,0.0536801354504598
CXCL10,0.035991664401350966,0.02247748138595102,0.029451576090686674,-0.006034376304237747,0.024078299122943805,0.062462883588147285,0.07624899981650314,-0.019323154849061146,-0.01738808666402205,0.08513253458245208,-0.023517779306062848,0.019647889814352983,-0.09052290831209614,0.08254342916651784,-0.02030186369954277,-0.023878187798420058,-0.025827491137708904,-0.0034322374467103353,-0.04495290819485448
RSPO3,,,-0.0216300854350657,,0.05690750568638053,0.13942311089323883,-0.02310660068977456,0.010416405039565651,-0.017251707115582878,,-0.015464917925925364,,,,-0.024793038366652496,-0.012477139421500838,0.027927956303098876,0.03822476349617592,-0.018022768125902817
CORT,-0.021319234695303453,-0.03506532872038655,-0.01807188067105171,0.05089137901842122,0.050354938706096995,0.018460443890193617,-0.025315363055700056,-0.03388015418909869,0.0056593532339134014,,0.021167552855182587,,,,-0.022418035148860035,0.002994645705833645,0.1116510423632777,,
NCAN,0.05116594330777732,0.044759323716286624,-0.00976499543982972,0.06921397040328485,0.005398249964968328,0.02690303765256422,0.014655548210757737,-0.026163939189917825,-0.01524207613321667,,-0.0008837904203007641,-0.025895050937039317,-0.11280262525435467,-0.07782529954822827,0.08808471924034617,0.11059569365715134,0.020658293854357444,0.0980768349017315,-0.040849764749018434
PRG4,,-0.02144015677703765,-0.009775746644852307,,0.0052053633392262115,-0.017564597452106125,-0.00381186857412241,0.04105288639737276,,,-0.018081045500644814,,,,-0.02153355579632567,0.1264077207584979,0.010721737765196457,0.005655612987500283,0.060234589349759705
ZG16B,,,-0.006518862889536611,-0.015321182714185096,-0.013868083929741698,,-0.03235891097364052,-0.01656616531952806,,0.01921107621552303,,,,-0.031051404542496237,,,,0.01690489779760433,0.005785666552274801
TGM2,-0.07261943548493549,0.004149195578765615,-0.030990872675488234,-0.037959850507431815,0.04570974589495428,-0.028775322178855013,0.03834969179096841,-0.046908902859295415,-0.024480115726314495,0.01978328810968679,-0.04882119387927852,0.08428959848541737,0.00681354564195941,0.02660408121746928,0.03509170693129789,-0.06514403303616083,-0.045026978842441175,-0.07651516456339594,0.025539612294040875
