,UKF259,UKF266,UKF275,UKF296,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TG,-0.02023099982106446,0.029035274240172177,-0.019009728962246807,-0.010640184798609807,0.055100363974271614,0.12259986235680051,,-0.01891975482365813,0.009206220588562231,-0.0359758683424337
ADA,0.03049615509246219,0.0025991584123255776,0.008112302901882943,-0.017280515797173362,0.025822298958476705,0.0007982456067815217,-0.07783436277211381,-0.024448833613543677,0.03697010811580848,0.10390256478850117
LAMC3,-0.010196659515341577,0.025613534582666644,-0.04637050313891692,0.03958391273721257,0.02233324425134524,0.038322160544153,-0.03035392055399665,-0.004356061759356205,0.023868096844529885,-0.00203901851739528
CCL7,-0.014626980546968298,,,,,,,,-0.019252384908228014,-0.03431413626609245
NGF,-0.02406318198564293,-0.015611354350198428,,,,0.08270862405223006,,-0.03946595147375034,0.03132260787259195,0.0011318642829958809
TNFSF15,0.00170662104999831,0.03898828902859137,,,,,,-0.014275362782336055,-0.015210387943065968,0.028039606840648844
HMGB1,0.026014500917356943,0.016680049996532623,0.02705457564222358,0.05262621973382176,-0.07997833772351833,-0.0346327853325369,0.014225380094747572,0.04067137566840404,-0.015876322868302647,0.04453966935861026
ITGB3BP,0.03860702941062491,0.004125348008392343,0.04900825410777118,-0.01356037150617006,0.0054555824622779655,0.025411835664540375,0.03008166493048074,0.04816949755113729,0.03450941722095457,0.011085876180447677
AANAT,-0.014820286759540073,,-0.0006053340996316473,-0.012265111452522513,-0.049600140498032956,0.04949265424846873,-0.01227419183865404,,-0.020369826099291385,-0.003815492722118792
RELN,-0.02572469888482607,0.06549180805505352,0.07662660557387163,-0.042047986122228535,,,0.006596071713054552,-0.017243091186764693,,-0.0028313586501319946
IL15,0.003612773551652178,0.06909807924779958,0.07651538666464369,-0.026361744028822628,0.04948183934600487,-0.030788558413873245,-0.023050362952149257,-0.0013504652479401674,0.04418643272389773,0.005886382341180337
UTS2,,,,,-0.06290570000014348,,,,,
BSG,-0.08158849321778604,0.02354940657550965,-0.09287960598495919,-0.013800381668602542,0.025221331925278503,0.052543405763616505,0.03688737047809634,-0.04247446476200425,0.07095909465493991,-0.04453464942078269
ADAMTS3,-0.022800425134352282,0.05092889261157531,0.042735221356445,0.00032573920260228604,0.05100133950112713,0.021548285142472787,0.00469477131972206,0.015127142768509542,0.09065356339170681,-0.051825573656211786
CD34,-0.04338517811919379,0.05313306424384599,0.015370273422554892,-0.022947690504228926,-0.057806514405600445,0.06627562613448816,0.07179685022365755,0.10738005707652622,0.016459675706676828,-0.024336228765948292
PLAT,0.033955314792031704,0.054671521773076555,-0.05265305192235644,0.05767864742114809,0.06564789999957442,0.007493224898131026,0.08831831226577376,0.033763460227301124,-0.030579198804841373,-0.0331927646231004
NTF3,,,,-0.019798815782179614,,0.019437441872578943,,0.040231333052522245,,
LTA,-0.0034476723914070137,,0.10402615892866625,,,,,,-0.02741471612317743,
CKLF,0.056892652716168716,-0.013524475278154806,-0.055653053105013624,-0.05289268186297818,-0.023968375823264946,0.06554407819870316,0.011270291958463572,0.022516116754057538,-0.016974775844459937,0.009340798220479712
CD24,-0.014764922554892448,0.028747338808290664,0.03645640584468013,-0.016853550911721468,0.07677358223768517,-0.007896220738492927,0.018834808676555407,0.06964491337066883,0.05337035595318314,-0.01257280799367162
HSP90AA1,0.019594295495093603,0.01312622768037723,-0.039664047561796666,0.000996147864250871,-0.12165240246552626,-0.0931398702465224,0.07546680706666571,0.006406821060795792,0.03328092303676822,0.06364708171508704
BMP4,0.031351675390858,0.14871761085262364,0.006842995664764437,0.004241332024694757,-0.0374867944030982,-0.018506784508737675,0.019331735585635786,-0.017827700980786655,0.017863411885962428,0.07895721105332651
SCGB3A1,,-0.017217722978531264,,-0.010345741471449125,0.011407662680831984,0.01919888952294801,,-0.004638399672447199,0.035162728754993135,0.03981441814968978
IGFBP4,0.019968369605147987,-0.009171502574900058,-0.020368309069554284,0.03886664182639523,-0.08826171497903329,-0.036501521344244205,-0.010973676422787473,0.012092193969751475,0.008311880490791812,0.008489705659500465
RSPO4,0.05506249445015269,,-0.019149572023038568,-0.010345739958150397,,,,-0.01996493141970498,-0.012267686485363269,-0.03098784884491546
LEFTY2,0.06809070557744511,0.09229953271517569,-0.019540763925204045,0.03954968159043377,-0.0353407447360837,0.06506991085356388,0.046302573578457094,0.02877821509834247,0.012125759098449072,-0.011940470361195327
PF4,-0.01276175235853022,,,,,-0.01541328421137704,,,0.034004182926552606,-0.024274535438010343
ANGPTL2,-0.0023508774968388334,0.004406904501083672,0.013219906305605138,-0.046129496285866566,0.0384345166730658,0.02168411382820589,0.025238004751420667,0.06052446866532868,0.009594230307163503,-0.019984648483103964
LRIG2,0.03905731792900205,0.05971171728151522,-0.015960609612080918,-0.0012379117079629716,0.026535964379784116,0.024777073066288232,-0.006881889807429128,0.04847824169376214,-0.04726664939044047,0.006837570690165984
ICOSLG,0.014337221601279822,0.012598007735387114,0.048235891920433115,-0.004801074028054604,0.04108155855293372,0.012724818234366256,0.03232261024544196,0.06537903462753696,0.027772706598976613,0.052949868095946165
WIF1,,-0.007029144309190572,-0.014777271159494515,-0.01946854056479202,,,,-0.01855933759592778,,0.1233485846378023
NPPC,-0.019796625038212494,0.04606433577502395,0.00992141942205255,-0.014378046719533605,-0.051260599252996766,0.02744579088658827,0.007840961996895792,0.031781782270584154,,-0.03837798513760884
LYZ,-0.024107717767990103,-0.0012153718305075085,0.009993011978342561,0.030140254737494928,-0.019585132541330378,0.0861842930129579,-0.02983590829122897,-0.006736517801340175,0.0045112919188382925,-0.00037836751442510403
EREG,,,,,,0.010241897425259187,,0.06483311016128365,-0.0007234523333072312,-0.0279471812025087
SPTAN1,0.033221888640172,0.031700268690002746,0.04630627391609161,0.017453428335897317,0.07894394095154744,0.004501886855879078,0.03194217097346318,0.002421542900109625,-0.027363625224264485,0.052232303565875444
PTH2,,,,,,,,0.01658749871777314,,
LIPC,-0.022933819449810315,-0.020916493184122066,-0.0029393312618643344,,0.02412307142430631,,-0.034600408510665655,,0.10408826971576096,0.014424026619836869
COL8A1,-0.030209880240774766,-0.008565293672622952,0.010620692790447306,0.0490094299078169,-0.029269206528053884,0.0451562395827216,0.07532972411952642,-0.04321047731768976,-0.03777572328246008,-0.03288811520758515
GSTM2,-0.026809062282589113,-0.011405954923942321,-0.01126481019616133,-0.011999732524509647,0.03670817299979121,0.09724433171007862,-0.006444155235323155,-0.004833426655449457,-0.004092626277144227,0.0016562717494914168
IL4,,,,,0.025132536307516242,,,,,
SPX,0.003409019487292722,-0.015146809108045533,0.0012949527713217762,0.018315979311097283,,-0.01913756245263492,-0.0010692830438532226,-0.032065144401718926,0.017768716282410824,0.0914023244235082
MFGE8,0.04838866836930729,-0.005878131073160385,-0.011752393379861333,-0.00479907547636911,0.08364843276480426,0.037731809197690744,0.05480519032317599,0.007329607316067353,0.05312177529708902,0.011756941696449539
TGFA,-0.004925065081984702,0.036159663313987546,-0.05358478179170502,-0.002064119087644276,-0.08932010489746725,-0.00321473746981396,0.007844894533545699,0.013668668108565611,0.14936620173577833,0.005231141231703614
SLIT2,0.021760353578015274,0.06300521295152868,0.06704780287923887,0.04719767908645678,-0.018981325711484098,0.013327312376759626,0.020242520651763317,-0.008067274797555783,0.03580688013753152,0.005897658470358285
PLTP,-0.025509407556670402,-0.0496446772070343,0.0003963313114392595,-0.04568490791994798,0.08916830835677578,0.001582757779857604,-0.023030459942743425,-0.013191095308017858,-0.03150570668967754,0.07860225467596582
APOD,-0.02480796001015353,-0.041438381687508255,0.016945110198815706,0.04837118600097545,-0.07632764283954199,0.04487512230388218,0.07594378055833438,0.0008971536074060376,0.008550803065528143,0.01819891390862066
B2M,-0.020454735067718798,-0.041836716783892634,0.03448387304693942,0.028931436311301472,0.11779700558038063,0.11244550018787437,0.028963746220062463,-0.04434553655304532,-0.026540667052912765,-0.04309596443951937
OMG,-0.050355289734358155,-0.025429137416201474,0.034388380754228856,-0.0113186635766358,0.06553454695326,0.0544674504177734,-0.014008662234665311,0.005330969239479331,0.02284367244055889,0.05729782174026614
CXCL3,-0.020354939536258138,,-0.04253247750229677,0.1678675486082842,-0.07159714471784064,-0.03856382248084372,0.05172765462503251,-0.04277030637696887,0.02331853663248995,-0.03893065871114375
CXCL10,0.07997639783362373,-0.01843662410861875,0.05310359570103543,0.016974638792246435,0.1180400610588504,0.05726879397755117,0.02478947906800523,0.027704544028365478,0.06064605471363594,-0.015562614673674225
RSPO3,-0.014820285664488677,0.09615214878494688,0.009801013881593717,-0.026875868972632097,,0.01750175287909972,,0.03648545080074574,-0.019537406061676258,0.0019232201678682336
CORT,0.003034077556094008,0.11824212711171386,0.0669696000324803,0.10445426786506552,,0.08593678448111437,,-0.010338798296312795,,
NCAN,0.019250364777525793,0.03817508460875804,0.01085671355763595,-0.03833162213764634,0.09211383357704475,0.029058393364757257,0.06994004488914636,-0.001768892528999251,0.007602545029012757,0.08091225770674042
PRG4,0.0055236920851323675,,0.09108255385978939,,,-0.023799648953181537,,-0.029838662910684953,0.06886878718821454,-0.03378684623342222
ZG16B,-0.016976402446210202,,-0.013082783217382734,,,,,,0.0445301208219879,-0.02070866832040615
TGM2,-0.0037967130706148015,-0.015969373626794212,0.00807809919023735,0.042292559742665686,-0.05378563586515967,-0.03757522315112225,0.007779082892462733,0.021915665470019618,0.008082542112910642,0.028310857972620094
VEGFC,-0.026069199913641997,-0.0002915856869455111,0.06614924132308023,0.03965232022715656,-0.04004612256719015,-0.019436266455714613,0.08340425596172818,0.03740212766718869,-0.042487024028092193,-0.022495263521973053
WNT6,-0.005732031604577001,-0.013834574176625595,0.02184366250851424,,-0.04479758986371183,0.01071924771218234,,-0.02649672225105132,0.07080137056760426,-0.021398267423801326
NRG4,-0.017801707223787867,0.068531665929397,-0.0019323464774083075,-0.02622720952681489,,,0.0005845114423996266,-0.02636420994361631,0.06830938339251261,0.1461041641805256
PMCH,-0.024665999663616395,,-0.004888143491724581,,,-0.022630156501359022,,0.08091428551587251,0.07567694678575348,-0.028632591246890052
COL9A1,0.04227572584059627,-0.006287279574093045,-0.03506356771703405,-0.021915520186705187,0.13617809263572433,0.049697584921946224,-0.01128303367193713,-0.018741018755074584,0.033350511280348355,-0.03318434902759874
GDF11,-0.02270509369466863,-0.004901442740107056,-0.03749478783515365,-0.04729080357754953,0.08815504736776782,-0.016613109573719118,0.06954660982835993,-0.04889807456962433,0.05126408388058641,0.025551010737860994
RAET1E,,,,,,,,,0.01687643567059154,
IL24,,,,,,-0.015167527231028457,,,,-0.03597584768408588
SORBS1,0.01707971470091747,-0.005310015002736625,0.018621203637434105,0.002939640352197864,0.05093282721735193,0.05170249128903086,0.033331741905400045,0.02818169223977255,-0.052647958190801966,0.1073437521424172
DLL1,-0.0164117854651077,-0.004519198485817563,0.009878932170333064,-0.032508318700161,0.040210271277390006,0.07309223761645854,-0.08233019721284791,0.020323550717705814,0.0226344995675343,-0.02147695184303905
TLN1,-0.016803196854971534,0.05322566259119632,0.050457977723330216,0.04711359918739582,-0.007905076267791902,0.007818827302957916,0.035649725043576025,-0.02372939981522703,0.033872082668434306,-0.07008506434785394
COL2A1,,-0.014988039369647847,,,,0.004582578161610331,,0.01698923433313921,-0.028433529280652733,-0.010892843726384967
SHH,-0.015199836703361263,0.0721219605139792,0.01190008695416405,-0.011878756293752651,-0.07284328169928468,0.01879132935658271,-0.044409375835937584,-0.06181696112663345,0.009501240011882208,-0.05863500266570965
PON2,0.06568392757402283,0.007290940598066535,-0.0005608172642711006,-0.047015465868122115,0.04919407519143356,0.11019822702317243,-0.0062400456545374855,-0.08093872093502785,-0.04878767897355004,0.06007669058438876
ICAM5,0.03925322265053885,0.011509760206849141,0.013687532607679177,0.010776528745164,,-0.020656103825583482,,-0.019316373695350192,-0.0006748379183251542,0.01686764705779321
HPX,0.014632953328613668,0.19971175822938625,-0.025674151221073065,-0.010345740416725698,0.05274134600672728,0.09405138767408885,-0.029712874392550534,-0.0420173361239205,-0.003971195122957577,0.03534257823472322
SFRP2,0.05026838759164243,-0.032704892744077764,0.00503789831882368,0.025739360716326525,-0.035327455986297364,0.050270332779997325,0.07222734386893916,-0.05296295310173787,-0.004656090515628279,-0.05508381014680136
CFC1,,0.009093651241369002,-0.016464807247114598,,,,,,,-0.010048067354077409
CD70,0.00922353977345246,,-0.030712630375713174,,,0.033713905370082814,,-0.03839295172986835,-0.02980784642842456,-0.0389868492438837
HP,-0.06957532426015177,,-0.047959601648013495,-0.02759816240347282,-0.0026544216346377136,0.0315626101575428,0.04685722700727627,-0.08395799588301864,-0.029225825853905246,-0.04829882532409051
CXCL2,-0.01740578051534409,0.08100340036956982,0.00941306879781519,0.10423871069090165,0.04772013574931135,-0.029110503531150675,0.010074742013733559,-0.00021629530659147988,0.036464989765136784,-0.08010467207286583
NPPB,-0.035871375038980274,,-0.014417254827681454,,,0.06017997715419205,,0.010597350781909678,0.13031360560911234,
CCK,0.03189197510111504,0.016491723264660953,0.04259757614195781,0.014254932793506623,,0.06316864731338968,-0.035856063023241826,-0.004453300086388455,0.07032060924563753,0.04925835281429682
SEMA6A,-0.00578119000234034,-0.02054421567936968,-0.0024203476161586235,-0.00016260248041617348,0.012299197806714702,-0.006384309471428613,-0.053106953108064785,-0.015270593638004065,0.0441760516534473,-0.026833571283467184
IRAK4,-0.03575853287647725,-0.010176580597102402,0.016599214627250388,0.03216648090789954,0.07735149851614757,0.004227884656903156,-0.012019094802957543,-0.01565522888905868,0.06869589363158343,0.06246937765365152
GSTP1,0.032405279980157506,-0.012174175103649132,-0.03159925188721356,0.02730908008836167,-0.004223604192428194,0.08323707416401428,0.06938435354368377,0.010428278970421328,0.006358349057426418,0.06196724797858359
VCAM1,0.02751042397117772,0.03454535203896128,0.030811745286398632,-0.012412161328611261,-0.006781990633061844,-0.024840125154266247,-0.00248848201941483,-0.023351112334979697,-0.02558357422276812,0.004188436790758812
NXPH3,0.0020653222309361787,0.02046762018141503,-0.00866875956737002,-0.03094356905627769,0.006273607849936487,0.053886773399228795,-0.0454010466402044,-0.045820607042400166,-0.018618797358543184,0.025610963349670213
MTMR4,0.01701032874319222,-0.01612539599597575,0.020991540463429808,-0.03299722261528008,-0.04370037628790496,0.012101968643036882,0.0603923244080023,-0.03490163561850049,0.02891435484493712,0.07105377148104021
LAMC2,0.001729209587906676,-0.018955604843066017,0.04213922355986622,,,0.061194068095290585,0.02591340126428713,-0.014733998227591258,0.07787106890944552,-0.014510407517218446
IL10,0.07277024687259777,,0.01186052855038512,,0.08763379839581703,-0.010465458996468675,0.0043587202924492575,-0.014390582068586075,0.008160385140824965,-0.035438758714236435
SEMA4D,-0.017027559312237442,0.023080878749713207,-0.015931301978688438,0.041740532540742295,0.10260426285387181,0.024215817029270944,-0.050571376994318074,0.024811472261409537,0.07287861860230964,0.01383559112602867
TRH,0.0321188028655664,-0.02593163206207298,0.009188239938325555,,-0.03650777949594574,0.011848776799956096,-0.024421164055761436,0.08055863800992023,-0.02219807681928495,-0.05875140808072047
SEMA6D,-0.010975380801382419,0.015382712226186875,0.02805536849087052,-0.01395594344108577,0.04885664832607637,0.03853920573381287,0.014357337009716335,0.011418975586503687,-0.0026026382502479075,-0.006497008008578984
CEL,,,,,-0.04525055484252088,0.041754678620056704,-0.041767465426775396,-0.00755926727840225,-0.034534842757920896,-0.03310630706066222
PDCD1LG2,-0.021539887626022304,-0.013311586157062561,0.05849131632302539,0.011017709806564142,0.008970009847245641,0.09444625950266125,0.03147322563552393,0.015491086418270947,0.0663756952370831,0.043846575010687616
SPINT1,0.034397180439696716,0.0711807193514652,-0.0127158013095426,-0.016907215958049764,0.11431390004914165,0.03124929104589213,0.006431772916785026,0.007677860278721158,0.004780482189750272,0.02032212473620942
CTHRC1,0.028307784788831614,0.01273988866930392,0.007314612571788046,-0.0050750116063210705,0.10843635806913357,0.04252112131500415,-0.003618802311847635,-0.005855396372813858,0.01311613247038861,0.03197244785633942
PODXL,-0.03191952278225613,-0.011589719055875117,0.023881421089695185,0.033393985887706826,0.05584142379775393,0.017031729953686674,-0.00020061149586788997,0.03419147277387636,-0.019612288129009614,-0.014419205253245597
JAM3,5.017814189008064e-05,-0.022229626163477078,0.008894623580257662,-0.0342966940874252,0.004581149451926142,0.014616093351316178,0.016536974708900577,0.0017858099204989333,-0.06800089501148385,-0.006978750516855376
TGFB2,0.005820312753337047,0.014496429194547895,0.05389853878600732,0.027744445010234434,-0.059912310186088294,-0.0062054303817544,0.04219740708928773,-0.028018755657184362,-0.08112613454219333,0.04146055771459186
COL18A1,0.02752351136666123,0.008915401760687534,-0.03112200574803297,0.048063176335612856,-0.02682628177902426,0.010145348035843908,0.0521168846056475,-0.012793477270236461,-0.02714904122973601,0.007522384142346945
NODAL,-0.02993468329274203,0.06452718642342456,,,-0.001529620469947076,0.06962216918994385,0.03141389135895195,-0.016849432043541557,0.13987819170310262,-0.03959878146169567
INHBB,0.04664295286956131,2.4369652232723397e-05,-0.018553721554680536,-0.019708041837012212,0.014123134252079356,0.04285044282728763,0.04806079575339095,-0.025354634738961372,-0.004130654474307218,-0.005031783141480257
LCN1,,,,,,-0.01769328077364225,,,-0.003950288992963107,-0.02173534410988829
ARF4,-0.009063154280077425,-0.039708964704939675,0.006277385640572567,0.04963273606827837,0.07838481490700354,0.09000254655970265,0.000642943618977429,-0.0453787485182382,-0.0179973246628442,-0.051961960982938815
CXCL14,-0.02946647059145497,0.007561251132443435,0.011819321920619186,0.018747783790942576,0.06647647788021896,-0.02796526851780026,0.04573869167164098,-0.05442575786658315,-0.07267548001595815,0.05913605892129392
LIF,0.008967570575329051,-0.01679363714048397,-0.020662263079414735,0.08154636014511002,-0.08397524246560494,-0.05691293263728992,-0.028418996198213312,-0.055925151693880376,0.0005819871590365518,-0.04889709714766623
IL17B,,,,,-0.046588411547819564,0.031377528580843514,,-0.020962259145494738,0.018805904771760678,0.01751067010175366
MMP1,,,,,-0.02736475635749836,-0.029162965143910768,,-0.015179422367462229,0.027084796011351515,-0.033731355002458205
MATN1,,0.006198745046557652,-0.014598324242998752,,,0.022355772197363254,-0.021674186083657444,-0.021603858453877852,0.11276845731000719,-0.022395257131989324
ADAM28,0.07314936818910425,0.04579411065423807,0.01499005848484702,0.03237086045925541,-0.03675813345292809,0.02974494082083012,-0.030874610672293575,0.06495107159698592,-0.00029869191917278293,0.0671953852222095
TCN2,0.01601414502349931,-0.016686776512387404,-0.012035773573166654,-0.023238311430700227,0.07843175583169622,0.0210224076265031,-0.05389659402285406,0.011186640531882862,0.017581937083533367,0.016387845958182674
THPO,-0.030836576460841588,0.04225759828388645,0.02815545126081877,0.07634425002239154,0.003173647877680464,,,-0.018740346565059175,-0.0004010242048868322,-0.03356132899803753
CUBN,-0.004074866441098188,0.011961697687473,0.045756351375736325,-0.0023821675047361423,0.014603616538954303,-0.004140983270414883,-0.030661525354034817,-0.0009792255783861326,0.10335939340586177,0.004283236754706288
TIMP3,0.02612421309639628,-0.031198262213777347,-0.024231421919987388,0.017243939333195034,-0.02509300014026314,0.02327666244257385,0.05785108765056229,-0.047702806703909514,0.02409708664424219,-0.005967430332436656
PIGF,-0.04038248024183345,0.036883626012426673,-0.04048979810754024,-0.032260933219080065,-0.04215079723608719,0.07814812224093795,0.040075473946704646,0.009258905839458383,0.010448033874425156,-0.033919996107799125
CRH,-0.017144453797672876,-0.013662342746510153,0.014417999142889873,0.03929832892602671,,-0.005345821783706326,-0.036531568895999386,-0.031229999768808733,-0.020340026173224442,0.019230785595543295
BDNF,-0.017205583556904012,0.02202347952372954,0.01965141398447576,-0.020762300443249494,0.0035433337316766165,-0.004831100217459083,-0.04643713196964449,-0.0021249265601822683,0.05114106906155929,-0.03845396505673758
CCL5,0.03784690638261399,0.07216729834584502,-0.006505649641322878,0.06817728161598426,0.03671830327571011,0.0002663261731609401,-0.003137346440139023,0.07691248085572998,0.06317747694283908,-0.018099846998702995
GAD1,0.0013441732671886078,0.09276467543538641,0.05191901325087062,0.029559354320374532,0.046326636558922364,0.06466967609313484,-0.0019308293773898065,0.040272728307847255,0.018019737494421793,0.04285280499359704
COL14A1,-0.017519031276271396,-0.021150328949538586,-0.031710719399383115,-0.016717761176650026,0.07008215927828565,-0.0004870003145672112,0.03003563735032587,-0.02892738016097223,0.03274043871987097,-0.0022206755684401657
HLA-A,-0.036908315643840214,-0.010910285752088626,-0.016072691486911914,0.015994353384515363,0.12400873323501978,-0.0404546795580485,0.016276912893661042,0.00045170913074768314,0.05358772069362037,-0.06009268163001512
FGF18,0.07088768399821625,-0.018955602081802025,0.01901184104853614,,,-0.012799843645397898,,0.03452854369497924,-0.022198078600219235,-0.0307446452477831
ADM,-0.025128949541992154,0.04152498446042888,-0.047273132385319515,-0.029994725373639192,-0.051745482280643816,0.007195634238808979,-0.004903997531421684,-0.007191277569184156,0.018497961324223513,-0.022442715234880853
CCL15,,,,0.03245790682111385,,,,,0.00271818756806266,
GNAI2,0.010578007874283346,-0.000828899642120667,-0.02760357778003004,0.038645555574022925,-0.06661222538100586,-0.08792275001522049,0.03472963177705506,-9.166028427417229e-05,0.049359133715422256,0.013588605012099235
HDC,,,,-0.01553732695651273,,,,,-0.016713615201173964,-0.02239524698938932
COL11A1,0.050188567373586054,0.002882386611139184,-0.029875790835461748,-0.015283567155248989,0.01543632867782833,0.014252378676208155,0.01028758260029512,-0.0521747981384939,-0.03460586960606783,0.004910151296388762
NUCB2,0.038285781290883586,-0.008143601386971832,-0.0030600618996409184,0.0362062986717202,-0.05598509614323096,-0.07485849798551988,-0.010434601824479594,-0.047574632162685114,0.026510128383513906,-0.027751641691139885
FGF16,,,,,,,,,,0.001525280477479096
CXCL1,0.002929872927793182,,-0.0330321725156824,0.012434666716188661,-0.03362965129338007,-0.023996386278888067,-0.0016400434240559393,-0.02462800452533466,0.0552381895899909,0.013063884220433605
