,MGH258,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.022874901604121728,,,,,,,,,,-0.02149432522020452,,0.13790100557672058,
BMP1,0.07768868135584424,0.07913090863681405,-0.05220499309837832,-0.03160502909652069,0.02511861920829796,0.002297171507051588,0.07677383371528142,-0.048101963462710645,-0.003942830991814929,-0.08602758583103635,0.07469777722961074,-0.03935323252684145,0.08459031202275123,-0.03724179689498102,-0.02169953324286144,-0.047947655856180646,0.053971778199020014,-0.006869852971672194,0.11839755789283707,0.003313088495450461
NDP,-0.028291995177027646,-0.013872125564972613,0.022554250525188186,0.0668899103383538,0.018285798649375972,0.10109626217019349,0.021212017616283035,-0.04239317267560604,0.005743237020784508,-0.030410863077902483,0.032749490307255456,0.07229917759291958,0.08157572619644494,0.10160039232857451,0.019929126192218528,0.04460145813158736,0.07176824066659081,-0.006729453452320668,-8.819954566934291e-05,-0.007611347297367541
TNFSF18,-0.024051781039272465,0.006442062452396326,,,,-0.01855280104262618,0.0910657240899839,-0.00397063810614833,,,,,-0.0006352663282228284,0.03970929779539351,,,0.1365500097431811,,0.03564231519581924,-0.038114288887634726
IL36G,,,,,,,,,,,,-0.015795203732889625,,,,,,,,
RTN4,-0.05359696533389363,0.048877189077420315,-0.0742605397280264,-0.02881838249295229,0.04331241788607698,0.0007878095876185128,-0.09265299620189216,-0.015690123657107112,-0.029698447592337883,0.12028238022723864,-0.014726183560141963,-0.018556808439916535,0.002743928237557237,0.06642364247920532,0.02314453666715602,0.004031160804724555,-0.027561589159429467,0.10278826098588606,0.042025342248556634,0.015563743475831462
HEBP1,0.043433742247124964,0.030510813332029926,0.09157726025099404,0.018192414229340453,0.03692198518374601,-0.043538897731293325,0.008521452063700924,0.05733971443339675,0.03698127561168149,-0.05635909091922795,0.02938798443691125,0.0026017414883241622,0.04782222996160736,-0.002162673964168444,0.05490769768052779,0.05357081517485319,0.006121615906575976,-0.03842534230987836,-0.004848493854729256,-0.02952098208089567
WNT7B,-0.02118886577286854,-0.05279950974683407,-0.028011368844476206,-0.028604351214187355,0.05157291148496118,0.0038959867617814623,-0.008615822809083113,-0.0072902934910729815,-0.004419521151450488,,0.025038029297778586,-0.017360749163829032,0.11876366915383457,,-0.05353787174699299,0.04984277850881789,0.02392240991452414,-0.035728460389519365,0.0110155384592996,-0.01189786399929397
PTMA,-0.03034351454927858,0.0718515868934801,-0.03587318567801593,0.0006509950338075682,0.014152584760165106,-0.026730137725244962,-0.06116420415362343,-0.0670061942582022,4.041659556569908e-05,-0.16680532435852333,0.1515100585332582,-0.03145021973930977,0.07233102009755508,-0.08706793868311637,-0.024744176660293604,-0.013406519000595467,-0.057750029562580005,-0.08378433869639235,0.04356803925095274,-0.024541139839595036
FASLG,-0.021188871762906618,,,,,,,,,,,,,,,,,,-0.021978237105294063,
CEACAM1,-0.01327097622675729,0.040764340130274225,,-0.005173527552818015,-0.001991792695596403,,0.015486686979673042,0.027910478088517533,,,,,,-0.040885658764434965,0.005306102215479431,0.017505133225978162,-0.015300051453583569,-0.023713498784549345,0.04284775104182144,
PDAP1,0.033544855028344214,0.03865804349813653,0.1019335003210454,-0.0011401518463301007,-0.016006954677012675,0.0006489719065275785,0.1271874054754776,-0.011435016570751232,-0.003787150709389184,-0.021996673322551043,0.0836438920606887,0.049078779481364354,0.0565383204762557,-0.019667494685798436,-0.014279499456897101,0.012851056947977597,0.03636860808500161,-0.04192912402757175,-0.021938630683236243,0.018969570027491948
QDPR,-0.0891003945403266,-0.06571996092987283,-0.034576978877705056,0.036872748033395436,0.03632171210573035,-0.05721560914430158,-0.09968055086024805,0.03703753535359909,-0.07452101390345739,-0.1465734653079921,0.07236752224841733,-0.06395678194004188,-0.042299089492865274,0.05466361856795062,0.060382768387958856,0.009448266881200922,0.023058070472738158,0.061157506364643406,0.05024550748197378,-0.042483282852275886
POMC,-0.012942007602956405,-0.010490165522092736,,-0.01181388461546095,0.038980158501893326,-0.00704930415060544,-0.057621637669641734,-0.021707512687547576,0.010007203854289062,-0.06280775614956274,0.015614625692499154,-0.033841393292817025,0.03709506931370122,-0.02456716823787345,0.03013227137417314,0.03507519207842297,0.01963912545130043,8.6950151562672e-05,0.020883600534502115,-0.01798537495592019
CCL18,,-0.04987474794471206,,,,,,,,-0.08603924465699436,0.13726831807150855,,,,-0.06272706895984655,0.037207136777366166,,-0.07089084609861027,,
CCL17,,,,-0.01914449504512802,,,,0.02672636944764671,-0.02398707253304204,,,-0.014429367035676611,,,-0.0243180970774639,-0.048410935679949155,-0.009973554751835973,,-0.031465428845002606,
VEGFD,,0.06063689429582248,,0.0052515238899914305,0.013431889600762708,,-0.007061334306724334,0.02021257100109722,0.02996145843467403,0.004745289714497315,-0.009349384023902736,-0.015464399577779057,,0.018128426221156672,,-0.009473599117869725,0.004046211760577138,,,
TNFSF13,,-0.028618642337351095,,-0.013205444215678257,,-0.017992346678724402,,,,,,,,,0.053552362174492454,0.1012379879403701,0.0028434857046518245,0.0027105520042962896,0.03188184068579588,-0.02876647959536973
