,UKF313,ZH8811Abulk,ZH8811Bbulk
BMP1,0.1645274379378071,0.036127367265771086,0.15069788971428014
NDP,0.15112218452755594,-0.02644853998872388,-0.015647289518832336
RTN4,-0.09078364039676567,-0.04695072798161172,-0.007226594012228263
HEBP1,0.025695068925035792,-0.013658820774067834,0.014382263101329196
WNT7B,0.012300561429272246,0.08590723982393086,0.047600026926796615
PTMA,0.21096321648841157,0.033706928840847236,-0.044813693764691014
CEACAM1,,-0.02008049349368081,-0.015839917851591025
PDAP1,0.09303504228249258,-0.010154501886746572,0.0024124540290391392
QDPR,0.11639515643546967,-0.03632585246715737,-0.06240505728048555
POMC,-0.03578331022091686,-0.03951288338536321,-0.037107272149581524
CCL18,0.09490999253167795,0.02663957845205354,0.054565172920045917
CCL17,,-0.014246138210561369,0.06964931694911225
VEGFD,0.007443881968667002,,0.03599602171519584
TNFSF13,,-0.027336199423279382,-0.02485446875712323
WNT5A,-0.03826554227565363,-0.015889006838264653,0.1124224413377682
CXCL8,-0.057370139373100024,0.06177356630326392,0.1443720097697249
GRN,0.0019422381529385446,-0.10231690378217277,0.077234434627775
MIA,0.006247462474595745,0.09772657897411385,-0.11887149998277782
COL4A4,,0.008946622431177212,-0.025362185192729352
RARRES2,-0.14660689594708373,0.05769856552759125,0.08777517098285154
FGF7,-0.023651583617172952,0.0035904646128720463,-0.05149919482459584
EFNA2,,,-0.015054781861892404
HBEGF,0.12304650282090024,0.027070653932787278,0.07885795474506761
CSF3,0.01952477760343774,0.010620662164899878,0.14867190485106038
PI3,,-0.02048075071461487,0.1207262541420578
PCSK1N,0.06159761601301034,-0.0022087188664627207,-0.08408232119001072
NTS,,-0.033234757476905526,-0.018341394851764798
SFRP1,0.032999118748778485,-0.04544371895689833,0.04197032986412527
CXCL13,0.033881241403052605,-0.03199974728850515,0.1632646766109422
MICA,0.06019092707203879,-0.003713894208704751,0.0018758780258561949
TG,-0.007347874762575074,-0.01892955594315368,-0.02258943277568301
ADA,0.1799848852121919,-0.03669160434741767,-0.01705347126608065
LAMC3,0.07479913323488518,-0.00019885160715103932,0.0060862974783341475
CCL7,,-0.021351677433914838,
NGF,0.1514653521687736,-0.02465947810515156,-0.014852420265722126
TNFSF15,-0.02907950835393325,0.043809919784143295,
HMGB1,0.13776765096913354,-0.0089131934427964,-0.09179305695941224
ITGB3BP,0.04541399613275473,0.0066260617415597745,0.0036492128942834765
AANAT,,0.16500270952015822,-0.020259658864165118
IL15,-0.04330198243078125,0.007969522404351434,0.10324192886554785
UTS2,,-0.01595119701149471,
BSG,-0.035514649514015145,0.09230132600205038,0.048071997297321166
ADAMTS3,-0.009180133842886167,0.01883127616061199,-0.05009659858983267
CD34,0.13407763175323564,0.016508404412455522,0.05305845248026666
PLAT,0.022596450712862395,-0.01461941196916417,-0.15378511991953744
NTF3,-0.0007375743873479754,-0.013578635578104995,-0.06447976453169603
CKLF,0.1014607800507202,-0.03822403186226019,-0.04688488736650144
APELA,0.008738729127157495,,
CD24,0.17464535947167442,-0.03844502575320897,-0.13060041163749356
HSP90AA1,-0.006094358985002897,0.0765983627970015,0.12921362917292642
BMP4,-0.027682151849982958,-0.0323467716626492,0.019875224683329928
SCGB3A1,0.0033134077108645213,-0.032498155694119756,-0.028818721238282215
IGFBP4,0.1429371829084381,-0.04066466132208076,0.05264867847922477
LEFTY2,-0.03287990524279841,0.14934454353174043,-0.01731029429135614
PF4,,,-0.013798749867528316
ANGPTL2,-0.062356613476217716,-0.06167060321662814,-0.09599012203360403
LRIG2,0.029105147912549933,-0.00962419764090035,0.053821150033243684
ICOSLG,0.07510835677547521,-0.042882255673098064,-0.029476072146838735
NPPC,,-0.03187420398301734,-0.026108159817631572
LYZ,0.06920488649195142,0.017107143711310096,-0.011547279905854548
EREG,-0.018287973571469766,-0.01036376754125409,0.152655546374966
SPTAN1,0.027377149110268673,-0.07679759322513134,-0.1516523153909093
LIPC,0.01714866682117339,,
COL8A1,-0.14608191798233092,0.00812980885226296,-0.0008985678346078283
GSTM2,0.03634345561487111,-0.023100991918916132,-0.031008012720727143
SPX,,-0.021527744741175515,-0.01713291169724809
MFGE8,0.010886052848649271,-0.0021045351902099505,0.10249302267912297
TGFA,0.020852522576680937,0.00015678946689865633,-0.0458343313248407
SLIT2,-0.03803897378582832,0.057542385476050555,0.06041374617086548
PLTP,0.008890040508655127,-0.07803063603447606,0.04923545429224996
APOD,0.05103560868577089,-0.03981136436602426,-0.14118689756908384
B2M,0.13363194671482787,-0.022988704990588787,-0.04714519862460018
OMG,-0.024349277272023614,-0.07492731807709838,0.0003877457087375047
CXCL3,0.06238498994449315,0.047287827028869155,0.14063042883568577
CXCL10,0.012855219936049869,-0.022048346105821074,0.11372675164884165
RSPO3,,-0.030785560919410225,-0.0348159527090418
CORT,,-0.006232347783783807,-0.014439690399673268
NCAN,,-0.05058853925272944,-0.15338690112581016
PRG4,,-0.02338599539987507,-0.021306646807792432
ZG16B,0.00042843523724964166,,
TGM2,0.10179697320403998,-0.05282996045571861,0.06800615207927185
VEGFC,-0.014041170845545582,-0.02747838225601518,0.13382216568064137
WNT6,-0.014932519007650205,-0.031874208283419136,-0.026836810007576758
PMCH,,-0.021702510358190027,-0.02025965814571679
COL9A1,,-0.06734744747677994,-0.10535295470559732
GDF11,0.05509879022588285,0.035292483084985886,-0.07888777117175239
IL24,-0.027351853168302312,-0.016180868759186923,0.22569791614861057
SORBS1,0.014402653861103983,-0.00018604060789984117,-0.07847792638681225
DLL1,0.05660314068721224,0.049430120937429545,-0.057549864838804525
TLN1,0.11776628286569371,0.032185573956420514,0.10390442212592066
COL2A1,,0.05414698913525592,0.0753108999814766
SHH,,0.04331864993459284,-0.039857403591195
PON2,0.11262412765695677,-0.028494815873262053,-0.10643237561069285
ICAM5,-0.02589188971111631,-0.035427204331785284,0.08207818387610523
HPX,0.01769819048586863,0.00739258625307398,-0.041001665120625
SFRP2,-0.026993863073051478,0.03289567474844101,-0.05823654861685466
CD70,0.12383961150588209,0.002053739350493949,0.06332035656656723
HP,,-0.022834526861025325,-0.043259041121916204
CXCL2,0.08942966803908553,0.09518089831179385,0.07634710344466318
NPPB,,0.06649321860322518,-0.004880557062313725
CCK,,-0.055836821562163685,-0.07100506383779333
SEMA6A,0.03858023606403227,-0.09714302805480002,-0.03987952539814615
IRAK4,0.018817928692952266,-0.009175241237891414,0.05724722831876486
GSTP1,0.03979696075192299,0.029050032014035512,-0.11758437243264282
VCAM1,-0.08781020796071894,0.03306795331910053,0.025865733565516642
NXPH3,0.01825324141679461,-0.021740107988965206,-0.019008936183356688
MTMR4,0.038936054181284666,-0.07877665920726264,0.023806515124219843
LAMC2,0.022083301988133134,-0.019892902079733498,-0.017832690247133513
IL10,0.04938036374786358,-0.014246663783285412,0.01586602318809331
SEMA4D,0.026974095580142375,-0.011359960767265509,-0.09841106803780707
TRH,,-0.06479303401295261,-0.010738677533682817
SEMA6D,-0.03685748467957438,0.005102632864200202,-0.03847311253553667
CEL,,-0.0064738468360776855,0.01581535871682001
PDCD1LG2,3.2351751357015195e-06,-0.00018878814751923452,-0.04013982631201459
SPINT1,-0.0376462265107019,-0.008377578841338757,-0.016854685526581054
CTHRC1,-0.07353544300853466,-0.03508967260518887,0.06502397523928798
PODXL,0.173385849107225,0.005626203812092183,0.023486441421491904
JAM3,0.04158974315210811,-0.014443159647617712,0.03564020045742059
TGFB2,0.06876836803620326,-0.054323451306281335,-0.029254417423543386
COL18A1,0.17837962396030108,0.01136787101656739,0.12320734063294082
NODAL,,0.012354362228282787,-0.01677293737599099
INHBB,0.10679527879391876,0.006679705511260971,0.02202293999166772
LCN1,,0.0091362193968795,-0.015839917851591025
ARF4,0.09295505056806873,-0.007626910159499274,-0.0910176587307679
CXCL14,-0.06387563051124728,-0.017696349290163126,0.08266285642308821
LIF,0.03831823747004814,0.03585766331451221,0.10346359392297276
IL17B,0.06249815582551361,-0.02238939665592115,-0.025362186690311962
MMP1,-0.07402755586217111,-0.03537350365533648,0.13802040047149527
MATN1,0.028470137719156727,0.010892617340680276,-0.028016420989925007
ADAM28,-0.017818038615816347,-0.005665415874433117,0.008623226597513715
TCN2,-0.01559096389644882,0.02397033850722816,-0.02694022382743793
CUBN,0.0883113656762609,-0.043535528979135873,-0.05473399937757276
TIMP3,-0.10623742923312796,0.0366815907450491,0.13365970887438222
PIGF,0.07325818802999447,0.001838096045449838,-0.08867442073853858
CRH,,0.04496134584927033,-0.04443421157723029
BDNF,0.01451703178486319,-0.0036920775346041667,0.061096401508687066
CCL5,0.14268481350990408,-0.04181012468392313,0.03588457357006507
GAD1,-0.040976177709198695,0.052585929862167424,-0.08560400824597693
COL14A1,-0.11568052317468717,0.11676532230411688,0.09114696968516561
HLA-A,-0.062306372798159974,0.050305459236592145,0.14863745510141946
FGF18,-0.028400283766021776,0.041757406183189426,0.009656381196345683
ADM,-0.07478007562421683,0.08873458039872203,0.12406140667653959
GNAI2,-0.03091485420768262,0.012561387578327948,0.04290768467138611
COL11A1,-0.03375091659194412,0.06534294811261376,0.07897014230181103
NUCB2,0.06890150021931181,-0.006010748349861796,-0.0430416899090822
CXCL1,0.07540781234093887,-0.03863370390815457,0.1702693606537118
VCAN,0.0702476791956003,-0.09509333103222181,-0.09657820336270957
MMP7,-0.014968525460485962,0.0007228252026379382,0.06642993219959333
PTPN6,0.07861602706213483,-0.053152967235940686,-0.02225759309588051
PTGS2,-0.01756151021760587,0.06318613280153235,0.1411749975977899
XCL1,-0.04258468153641298,,
CD58,0.04310672358014822,0.00800423438305152,-0.02879259760089663
TNFSF14,,0.059985225618426,-0.011194613087737695
CNTN4,,-0.04323917986137644,0.013018607900496741
INSL3,,-0.023548475371624186,-0.015647096045695162
MFNG,-0.007615521716007594,-0.06162000453352005,-0.025776974127692337
ICAM1,-0.010146972999143234,-0.01644417583715644,0.14748143152128834
PROS1,0.10454798583180923,-0.016161610425033408,-0.04714845027736188
CLCF1,0.0057077449204161685,-0.05102726892233844,0.047719139580328106
PSAP,-0.04579229106557864,0.059414961311073225,0.08405269282582414
EFEMP1,0.03450304002803948,0.012729494278171598,-0.08080012230553978
C1QTNF1,-0.07126874118925935,0.014996109212262321,0.05319086399935319
ALB,-0.025891898223364684,0.0382758784859438,-0.035873032129265396
CCL13,0.09733081816631967,-0.01571834779372233,
EFNA3,-0.003934599170649024,0.009325243042616203,-0.02732083546547486
DRAXIN,0.03845041423748243,0.017684318141976026,0.03716748857861839
RAET1L,,,-0.015839907470772144
NPTX2,0.048632371388360206,-0.03913374563613162,-0.019292084470592455
FGF11,-0.02797172648501244,0.010316172096542526,0.02595386851380988
CD59,0.01701725103619997,0.02039928144139989,0.07802611658770607
COL9A2,-0.03357606559474176,-0.06697341838621362,-0.0799638903964105
DLL3,0.003501193505821493,-0.05429785258155922,-0.09036746263500381
FGF5,0.021665711904437873,,
LIN7C,0.10307985611953227,0.07499889129875559,-0.05132472130279977
GDF7,,,-0.013578740118451406
PSPN,0.0405352392750839,0.020879155646296492,0.014215479606952332
ANGPT1,-0.0035429994137695813,0.01671904770191677,-0.009338683192904347
PNOC,-0.025891898223364684,,-0.01443969197066758
L1CAM,0.08840324118999698,0.07120195812620865,0.04458562585736833
APOA1,0.0487757931193076,0.06726545684798443,-0.022906534495871204
PSEN1,-0.004179250082471891,-0.011992680436130658,-0.04573606404291651
CALM2,0.07421702945296195,-0.07675835155217517,-0.14495946893664285
CLEC2B,0.014502527115009574,0.0026000463367273803,0.049200064615461676
NTNG1,-0.01320189320014439,-0.0235126205605675,-0.07241049388923376
LRIG1,-0.07805929644379336,-0.10421224800903983,-0.08448092988570859
CPAMD8,,,-0.015254617896990032
NPY,,0.03451813136752871,0.04511123982046154
MMP2,-0.09441194419898731,-0.051311760418184194,-0.04541526577454279
PPY,-0.006844728094328859,0.10705591460846764,0.08446255389766963
ALKAL2,-0.032297230219251426,0.09140090533082224,0.020461030870703518
CSF1,0.1372440861314829,0.0016113394495729432,0.017034917249617518
SEMA4C,0.012562344737681341,-0.023175198903819173,0.009266661383154422
ICAM2,0.1338842187587265,-0.0018124557291062295,-0.06229885287834957
SYTL3,-0.037209011316308,0.005425852570987464,-0.005671053385463756
IL1A,,-0.028417840244591475,0.04974811173175855
HLA-G,,0.07960912114479865,-0.01354379378450424
PGF,0.16836756142609682,-0.06518982398525126,-0.011520477099963344
LGALS8,-0.022483025906262874,-0.01134272919859912,-0.019852217386885848
DKK3,-0.05599628102155886,-0.0060343026954530945,-0.051453826868950905
COL16A1,0.08523652068017468,0.0509093844786007,0.05419675965629907
TPH1,,-0.038084264416484624,-0.041357472769004554
TNC,-0.08941829577702963,0.02145895019472843,0.07667264291176516
TNFSF9,-0.04928232868205138,0.03143712470390776,-0.02144151775383816
C4A,0.02563758936135683,0.0789762069753492,
CNTN2,0.022765404658149295,-0.09130494070248224,-0.07570551638378882
F7,-0.011031087237606586,-0.022048341508737437,
LUM,-0.11597032571041911,0.009515190560023512,0.058749379586275165
BTC,,-0.015951199943570117,-0.023139532188099485
APOC1,0.03386528541599742,-0.08774639065320851,-0.13391740312192596
PKM,0.002400510031427117,0.05947182830223895,0.11439924572931506
TNF,-0.003907619938965065,-0.015482213894784881,-0.01583991179111047
GNAS,-0.16357666658484316,-0.021353107888987588,0.06797560223259876
BMP8B,-0.013636628470767942,-0.025898195947934816,0.035772570077514505
LIPH,,-0.015718353574548285,-0.017660138919336734
PTPN11,0.05329259935185518,0.06267692385780237,-0.06535821023992994
ADAM12,0.07399865762357535,0.02127133856346714,0.055330011769259606
EPO,-0.023541916271688237,-0.017070533408726246,-0.018341400563571104
EDN3,,0.0009194146963314796,0.03289147574469875
CCL22,,-0.01932016712599441,-0.01677292997993025
CCL2,-0.03031452104972496,0.01429526429069366,0.07471094325866212
DSCAM,-0.03463544963409769,0.022639321354001905,-0.12439189513092752
ANG,-0.04013470763732691,0.09708598968010707,0.05934133029050967
FBLN2,0.13462675870799867,0.07168426098668804,-0.04383341854229497
VTN,,-0.019512787879817754,-0.012897303125676461
VEGFA,-0.12504799931011576,0.07461732727489326,0.15086072690902103
F10,0.0830024201683979,,0.055901696570715025
SERPINA1,0.01825686069734266,-0.0329904339885439,0.09210952863471172
VWF,0.15393769561893042,-0.00952677008613295,-0.017234764836844024
GDNF,-0.03210610516730111,0.004408640878604815,0.08733525971126217
VASP,-0.020794602833440545,-0.04159723937902546,0.025128242994338
ADAM15,0.09559449767020492,-0.027138357509507608,0.07125726186862885
WNT2,,-0.02117430204373404,0.06745268551744311
CALCB,,-0.018531387173253224,-0.02230997361082115
OLFM2,0.11209384359096174,-0.08348905374861404,-0.1224076839877831
MFAP2,0.12741391735908839,0.004525358504130066,0.08653285975350275
HLA-C,0.08670646039478734,0.0269100373644416,0.03248345441046473
THBS1,0.004626252979406653,0.014476717036060757,0.10248031166051322
HSPA4,0.05504412066075857,-0.03687733035203832,-0.035373809145312976
LMAN1,-0.027797664849503457,0.041879205464481026,0.15400997471655392
LYPD3,0.0020713819902312947,-0.035605144820699396,-0.03509847945465274
APOE,0.07550981843050748,-0.1079335182309279,0.03626087726459424
SOSTDC1,,0.02669383349124059,-0.03470657976726133
ANXA1,-0.11077612081445873,0.06309461246017559,0.04296579789014218
WNT2B,-0.03017730797982754,0.07835966455153882,-0.01912956022505128
AMH,0.05021974905251153,-0.04757135451501209,0.00671257067660026
GDF10,,0.006652901436684336,0.07689364377216222
EFNB3,0.01459822561352961,-0.06915403763744774,0.01975861199444071
LTB,0.101709958139958,-0.029111184583879127,0.04778714944635187
ANGPT2,0.12293862984663907,-0.054032762827742935,0.003415904112949701
ADAM17,0.028676091468835867,0.04457969566575805,0.0675332845326577
LRPAP1,0.057601301476056924,0.021599396033852955,-0.03801595304414168
NID1,0.07965583928088403,0.005448570439405007,0.10921602202776322
MST1,0.007397663435228456,0.10445702983436894,-0.06967386561554456
CCL14,0.1804918357428623,,
DCN,-0.12263671026479445,-0.003957779291331324,0.1031294817029903
IGFL2,,,0.07141063005058386
COL7A1,0.08053569419673329,0.053954762998524614,0.13986632521398853
CALR,-0.02730832630673198,0.03063898732725565,0.10313498777853888
PIGA,0.062386315954622726,0.024292644229501125,0.03203508413171536
CD200,0.1772393395628927,-0.09137120485439375,-0.08939853723490791
GRP,,,-0.01713291286875931
CDH1,,0.009119401769526981,-0.005653991715260857
LPL,0.06321334797682915,0.01772857901592738,-0.10103905177881693
SEMA5A,0.057847042097246115,-0.0967491812938121,-0.05051381070526082
SEMA7A,0.07071310422969826,0.008387331225066885,0.05986762957080229
SEMA4G,-0.028623291580427365,0.04427180459600433,-0.028172578084682515
SEMA3B,-0.0609374153754089,0.03855451254658093,0.06973421355725569
RPH3A,,0.006792443566681345,0.005828957913740877
JAG2,0.09657541035033816,0.02082183610612929,-0.03599030637801504
CGN,,0.11897940507921417,0.025295616651046796
GDF15,0.03182518011443621,0.08922250738861708,0.04127317407972342
SEMA4F,-0.004441005268200499,0.012877315606546737,-0.006781649415280147
NXPH1,,-0.006129952655178082,-0.12023752243795094
ARF1,0.06763938308890596,-0.006157135892262236,-0.0821631685727879
DSC3,0.06424442354065982,,
EBI3,-0.024472658802083817,0.007007313850502143,-0.02261160429853139
TIMP1,0.12000536331200409,0.07741777729451348,0.14007153379566484
SEMA3C,-0.10274779984078924,-0.03649505345424512,0.069648349515366
GAS6,-0.04132208077897054,-0.08414964079104287,-0.03606934440275004
MEPE,,-0.02954249229356538,-0.026108156817066144
SERPINE1,-0.0717074381990931,0.041357790507011674,0.1183714898096318
RSPO2,,0.04984744310564841,-0.024597295917558354
SHBG,,-0.025578286222752808,-0.030589191179393353
LGALS3BP,0.08407492653027056,-0.03719958011652001,0.060627899850299816
LAMB1,0.0369124036800448,0.04810418645174469,0.07099090873096492
SPTBN2,0.12238881267485793,-0.033246327851687456,-0.06827117940242665
COL1A2,-0.06748583330438578,-0.00970862288714207,0.11934538364899569
WNT11,-0.010574636980897183,0.05251769997812708,-0.002125642238362962
LGALS1,-0.11178318450866175,0.09195985310833905,0.12839087796788012
BCAN,-0.03347442723863946,-0.053781386551512045,-0.141636781525706
ANOS1,-0.022246298097665467,-0.07763876344879331,-0.09972535752930477
EDA,-0.034920199810645314,-0.03478941172395782,0.003510159671880355
FGF22,,0.024582854191415822,-0.017310296833247685
SHANK1,,-0.030596387070611932,-0.022027413217970835
NPVF,,0.11227122145838489,-0.01564709058306803
TGFB1,0.07047400613223591,-0.01104239726607681,0.05853527839658691
MSTN,,-0.021876042529089236,0.009091520487422601
WNT4,,-0.016917160795609447,-0.053401992539623314
TNFSF4,0.094035670262321,-0.032844762388985864,-0.0378528950971833
NTN1,-0.022735375249432515,-0.023300455090861552,-0.02000445917108397
CXCL12,0.07742806015997476,-0.05542966155288959,0.014233690080016546
GNRH1,0.06405156111706917,0.00483510350655783,0.05544256042684661
FGF8,,-0.029139324220120187,-0.021597503883111522
RIMS1,,0.0003088946043599029,-0.06511987970754836
FGF14,,-0.0601239037262895,0.010944069117927462
IGF1,0.055002949519157365,-0.03938683751432106,-0.017743059884247108
TNFSF10,0.09760301873340967,-0.06162877252526454,-0.011690268150603249
