,UKF243,UKF266,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
LAMC2,0.084791512094007,-0.023848326376008002,0.08711154341964007,-0.020570784560341945,0.1189285605551936,0.013599315188611526,0.05950950896203444
IL10,0.0894398508467008,,-0.026167651320519018,0.008072119878537756,-0.017416397714030394,0.0584307130152398,0.020403832546392244
SEMA4D,0.06612824912019859,0.014038815777992125,-0.028529293471385674,0.03444200278178227,0.013030041898618049,0.021579742979695685,0.03107682548150743
TRH,0.10991312400835311,-0.02081327340027384,0.09866541171511645,0.050185399803339796,0.01072401519433499,0.024489655562486234,0.004007464386524764
SEMA6D,0.0155904755512276,0.002610732066343498,-0.03201696805917005,0.026029886070710374,0.04041216281033854,-0.063145771615013,-0.135086724998152
CEL,,,-0.024503442655191977,-0.025573006778193075,0.02077792697620635,-0.034068128099367705,0.07070227067763982
PDCD1LG2,0.016183566693462288,-0.01674750312027658,0.11148687503503843,0.02627030734986195,0.012026772941980353,-0.008320237315470217,0.005810546207185955
SPINT1,-0.0338406087393705,0.013039194740764084,-0.007247805926220248,0.03548319896628872,0.009343509415120688,-0.03659707620932841,0.011613167467878202
CTHRC1,0.09040090733535869,0.015978632007931856,0.07061621515357548,-0.05124196153371171,-0.058304491563426535,0.10287815953342694,0.19656799377706685
PODXL,0.12336145930501849,0.014699946323764887,0.09628932066375044,0.07450614280377876,0.053639111066793185,0.09523984220518462,0.09809797911753988
JAM3,-0.06238540171775108,-0.0362050234918052,0.018013095319248364,0.03581784288499915,-0.009495850112958898,0.05003485817184935,0.052657488208671145
TGFB2,0.010921778713289278,0.014654467848474673,0.13574286350276435,-0.01038766982592193,0.022468733371573898,0.004958425418487909,-0.05648524585649927
COL18A1,0.0991233770486819,0.027863686359989787,-0.02254557097998086,0.023418766357246865,0.03193776256437594,0.0724063050810328,0.15468148029644693
NODAL,,0.02253407328787801,-0.005502860516467139,0.08679678612740561,0.1410721488820842,-0.015390353179600537,-0.045781947955528084
INHBB,0.040208710629468465,0.06769861529370869,0.027082226993405675,0.013723687535800808,0.0018700141117406147,0.10838442562212376,-0.026038372944352954
LCN1,,,-0.009044958897537524,-0.0182720348451614,,,-0.007621068215411514
ARF4,0.012186958289360538,0.00810230057672639,-0.011767500938801655,0.04104117020354545,0.012246307397379953,0.01135470014112102,0.055433315403788624
CXCL14,0.12125951992483182,0.022889967741316592,0.14255648923643727,-0.05661314653111032,-0.026808345614944284,0.011351811529600872,-0.05354658727438308
LIF,-0.0014398942435744173,0.04967875565556734,0.016233275182141668,-0.016317963203328494,-0.0037887028616926115,0.022631522738728184,-0.0404821333755665
IL17B,-0.026124245617640034,,-0.022389387734474072,-0.015175416633897704,,0.09927425764790071,-0.0036970600092591918
MMP1,,,-0.035373489560144654,0.024166566775178793,,-0.013864958218999308,0.1077930923696593
MATN1,-0.02058347078410655,-0.002015976835111482,0.022921234500855193,-0.032318161328923935,-0.0182641513398186,0.0579093888788746,0.023397433870828082
ADAM28,0.09941625936651854,-0.0009768158222094984,0.031245503828259802,-0.013224104861717052,-0.06544295040800659,-0.06167338613585602,0.027693311654886577
TCN2,0.05943935209796308,0.08280138288370897,0.055159752407824746,-0.0068957602985389175,0.05974002342409769,0.0890760570292817,0.054751848325735236
THPO,,0.02212853753411418,,,,-0.017117523700445857,0.013598952751921516
CUBN,-0.005200519397834539,0.037956122639373334,0.027401836246283822,0.11095745206373389,0.02016676977330644,0.005287189011276379,0.06844424986235478
TIMP3,0.03700400563857425,0.042905451748470796,-0.020508720539229783,0.007713609756965183,0.02269977394034386,0.0870898318946358,0.20595396428821877
PIGF,0.08161049667820396,-0.02630452001525954,-0.041248005032287774,0.03944644167912349,0.017993115273923936,-0.015161313528121192,0.021882655559395576
CRH,,0.004695142816120443,-0.02049865299213965,-0.025547968297720457,0.03537679613198625,-0.038720816953225705,-0.02593991934856675
BDNF,0.09214389578818188,0.03297756378630104,-0.008407579807256985,-0.004570800452963513,-0.03913110290772201,-0.0014905102472224895,0.014470822049727513
CCL5,0.0068562101184494306,-0.025108599265569853,-0.0204670178403624,0.027569530499254057,-0.01707774150926879,0.023491701167726527,0.21038550854882837
GAD1,0.08199044234837484,-0.00792046617629988,-0.03238075489331609,0.049424667824475924,0.009245848956071088,-0.09480046398442574,-0.053658636384894626
COL14A1,-0.013366007737396384,0.058383705685275705,0.02210623897973942,0.035317405136601185,-0.004497225806141884,0.024459543137395044,0.25907303861451275
HLA-A,-0.004864804645179128,0.048489251997592756,0.019456943084295422,-0.07747900757719163,0.024813359361931492,0.04001270414943057,0.1640018869048012
FGF18,,0.06916982891779183,-0.026469619286076652,0.0001100640718254961,,0.05473877178863542,-0.02041061704860236
ADM,-0.13709853549482495,0.03241953126678742,-0.06543097991279878,-0.06086490881893655,0.051626455134371634,-0.040068651604198466,-0.016037736928400288
CCL15,,,,,,,-0.029012820374315535
GNAI2,0.11740910878720046,0.01243811686690488,0.062156912000582855,-0.026565793099786877,-0.05763187381849155,0.07073615051264716,0.15367562656509337
HDC,,,,,,,-0.0069394913684096655
COL11A1,,-0.025234375426270945,-0.08409407532238695,0.05166077357007527,0.006962568804114258,-0.015700753118883047,0.22558886977317044
NUCB2,0.008319115910579905,-0.030451735361297777,0.02504480603941519,-0.00858648045047998,0.013583404719858751,0.05895706063014675,0.10580158760103266
CXCL1,0.06295900274986009,,-0.039916965231355836,-0.05176776634072304,0.012085923465863024,-0.03955010068389657,0.009602800967993576
VCAN,0.05122568705459037,-0.006620479824916064,-0.08231663989415565,0.055707270968095225,0.010745863975661948,0.03908952567122661,0.14479717161431394
MMP7,-0.004879588877235001,0.013995752516800013,0.00825570484757715,-0.022636258975220196,,-0.02521464832037732,0.08017207944634906
PTPN6,0.07475968577275864,-0.015792522500907784,-0.045724331077328345,0.08713749843368832,0.07292072596750328,0.013956623799417126,-0.001902447003958954
PTGS2,-0.020652842283040804,-0.004782137115314687,-0.04635130998638363,-0.07410565945235786,0.08736503813339631,-0.05260257875496817,-0.026783802110361937
CD58,0.037817891028466756,-0.025257545502465954,0.020732497690641147,0.03551150166219564,-0.019682357955092985,-0.04182602500770556,0.022470683411902524
TNFSF14,-0.01214944677457898,,0.040440860869981894,-0.03109567657016561,-0.02435352022090468,-0.020020272019383972,0.007257422785278683
CNTN4,-6.016952288934738e-05,0.028340156476453948,0.02233558184747755,-0.002412073694957176,-0.022920097194360913,-0.053358829949484037,0.053243938016659345
INSL3,,,0.015134907734038049,-0.018049606497410702,,0.09172255214513131,0.02975275755524747
BTLA,,,,,,,0.06507784562010917
MFNG,0.1225424871399795,-0.00035060230375692867,0.04074248839089664,0.012153524925114515,-0.0395965616255367,0.06393897496596351,0.04539176782986905
ICAM1,-0.04134809079943811,-0.023112503557391174,-0.025891660299399342,-0.01754840680996369,-0.05154713602447845,0.002725699118641833,-0.015328575339397275
PROS1,0.022019855048036847,-0.046650459366535973,-0.011934635907161708,-0.018122114719701515,-0.04251584749259691,0.017735292841600428,0.008377210287200372
CLCF1,0.0012332288615739026,-0.019640880489710126,-0.04254640571616151,-0.026546435849060652,0.03301749989580278,0.002709431550818068,-0.0908061084465614
PSAP,0.04640208623339332,0.05176235832510052,0.011471369998953637,0.0003327995540055483,0.04679626595000441,0.002181851131159509,-0.04118295849933635
EFEMP1,-0.052313245641219586,0.022051924048792415,0.007189173191899171,-0.014797234799941742,0.05620755372211238,-0.023873853150345223,-0.13840572398891546
C1QTNF1,-0.039137671669259,-0.026075238655745316,-0.05226554861953944,0.014816065788031489,0.037374098201649046,0.04961121404070999,-0.02766526272131764
ALB,-0.00910514762067912,-0.02021048911292228,-0.021898980985579953,-0.0209796823997102,0.06219201634149187,-0.02231905102207009,-0.017025494080308342
CCL13,,,-0.015718341530471466,,,0.026412639600318637,
EFNA3,-0.035168737545236,0.028178740809155032,-0.03279929568724431,0.030670614742215704,0.05891069197682678,-0.03420705834252621,-0.010823651852727345
DRAXIN,0.10641620855707988,-0.009228023181402758,0.002974981411234251,-0.029392279854052655,0.02740818434138511,-0.006396959047353841,0.08600577556565105
RAET1L,,,,0.026103086491291953,,-0.008908989902072322,
NPTX2,0.00742573522930624,-0.00954364055802628,0.045879345180554316,0.03991644613741355,-0.012019514360686757,0.033585868909040154,0.05145313677888475
FGF11,-0.048181180568533044,-0.0006731838147895147,-0.003298887906177644,0.005667160229993928,0.0324543927359522,-0.05418963366959034,-0.05939444455906343
CD59,0.08941578386730896,0.06002886925110137,0.043010802226612015,-0.010927892771895568,0.01990936090089992,0.07707457419839353,0.17024594638158952
COL9A2,0.005300513808303283,-0.027840071025050334,-0.003659581999570861,0.0370342557979362,0.019555669519138077,-0.0018275629577490051,0.03855741703151379
DLL3,0.1261324696270786,0.06239285158466439,-0.021584991584916648,0.058448937948968334,0.040565595999950896,0.012021589946730898,-0.03867838867297642
FGF5,,,,,,,0.03559481075173046
LIN7C,-0.010590653110815954,-0.003430382599204834,0.019760620639739324,0.008804372900457111,-0.04443500710889522,-0.084340197133567,-0.03318503614624009
GDF7,-0.020583484791839194,0.09121361738916663,,-0.01566366788782391,-0.029843180909168498,0.02919204480181734,0.13473117693397585
PSPN,0.014291382963645134,-0.01574961055931097,-0.054579010304148266,0.0036137519444713806,-0.020757455778954086,-0.003376715511061025,-0.012283807154853986
ANGPT1,0.05746048661482461,0.010213696155417493,-0.01108768142090025,0.021797536777059364,-0.005834694541548441,-0.05615696773682089,0.10072708356290046
PNOC,0.06823391487300097,0.0056205070992174045,,-0.016656813331575065,,-0.019295045934037285,-0.02124189940903856
L1CAM,0.07110105423679255,-0.0044832048947657105,0.024305754404084223,-0.028081995178076514,0.09105805257313887,-0.011255255925071381,-0.04164597279344884
APOA1,0.09849060810006201,-0.01057771451839472,0.01837028059104251,-0.03538854884686768,0.05727141536343047,-0.045183873198200546,0.004672911940190863
PSEN1,-0.00688775658201449,0.03748051397499944,0.011125907082949636,-0.008241519261600867,0.029057342668539623,0.004980739995452127,0.0064962369423236755
CALM2,0.10944730021442697,-0.04110298971049197,0.017003669969219086,0.10745163698577603,-0.10168937663332896,-0.057251288184883946,-0.06414004146721221
CLEC2B,-0.014838188209762867,-0.05823582117807645,0.04633315339675369,-0.06036987413565305,0.025316580872985318,0.06916546419158541,0.12747063056738117
NTNG1,-0.013553623840639236,0.0323354770437706,-0.005424121834058415,-0.025305312537953113,-0.027926017905570043,-0.003677125632959361,-0.059035498552682884
LRIG1,-2.1537426778155334e-06,0.02170574358032766,0.06649160370121704,-0.004533781797047558,0.05724178688666488,0.043800007105461065,-0.11402670575355046
CPAMD8,,0.05361918435022746,,0.14342339109115615,-0.03661813222192513,,-0.0015314966530117046
GHRL,,0.03039392187225258,,,-0.009140876101350445,-0.017604908726035148,-0.011677423862545026
NPY,0.015939404014832015,0.009302155937499572,0.02427373341526758,0.03319068175046917,-0.02125670096062323,-0.04237944818030114,-0.041645716882232925
MMP2,0.13708134863255772,0.012497910498002137,0.05201135958915887,-0.014039564211790256,0.036972234480141114,0.07987664347892347,0.1421362865160828
PPY,,,-0.02109335431710467,-0.05137389030949264,,-0.03569421922265283,-0.023023847067744057
ALKAL2,-0.004307213024710366,0.015550232695440506,0.08840829367101212,0.044577153179370915,-0.03221921137165365,-0.010131266022590395,0.13546413366759236
CSF1,-0.03840524861640619,-0.015573820836365108,0.006950479490451299,-0.018911923565184455,0.06509594370701163,0.03789695592747892,-0.0850441913014092
SEMA4C,0.002018913660506292,0.00955304631641387,0.003495244214850613,-0.02036508387559618,-0.048619690568593533,0.0038264223248306696,0.015625032173850965
BMP8A,,,,,,,-0.03565544429379505
ICAM2,0.21224860163427606,-0.0012021275363181137,-0.0007697782198944248,0.0494824592729931,0.05197128568424116,0.06717702031759447,0.17407758839514303
SYTL3,0.0076491670816517966,-0.00016268325342493298,-0.05697101371858209,0.0395387874567487,0.030075545847846472,-0.03249894015565383,0.05669785509731713
IL1A,0.06152080061704162,0.06637293192339747,0.004548357340135464,-0.0412701707150451,-0.035316146509900274,0.002535740358517561,-0.04191536270712188
HLA-G,-0.03255437707284081,0.032603856531007724,-0.03467168807241228,0.09039147979161549,,0.024161827593255254,
PGF,0.00748453616827697,0.062185588880669336,0.052465918227592175,0.02213504403239549,0.009481406602857467,0.06693818658609645,0.08242019054749582
LGALS8,0.029087162214610447,-0.038946364414772776,0.007485597364528393,-0.06872117083141616,-0.0018266764737517177,-0.02308081402313506,0.017705926658569474
DKK3,0.11801879325293241,0.013377864945643253,0.05655853642996033,-0.015035626571377013,0.028194690001227152,0.03089957196490265,-0.005406227535819725
COL16A1,0.054808053900556326,-0.0038522918529884887,-0.03469978466840557,0.01848328359273392,0.021932101691070613,0.0780456560790228,0.1418624194007502
TPH1,0.055753270001470095,-0.01652268273065994,-0.016009535697478337,-0.004350803317157057,-0.03543591249552966,-0.020741088419574987,0.004472981241530165
TNC,-0.05171332824948333,0.008886508845964085,0.04925635924207804,-0.03288384258230511,0.03767742294972052,-0.028482424474262174,-0.19642053946566887
TNFSF9,0.021484657557625023,-0.01836119156236229,-0.0043090202290238105,-0.028770680419904153,0.029975747378060705,-0.009366802533013632,0.008608001584699447
C4A,,,-0.01749947863306396,,-0.004339808988310291,-0.01644696095318502,-0.010426545515833016
CNTN2,0.03637104378526064,0.01315312389643631,0.07889425349558381,0.0447111540898414,-0.042834732697759025,0.027501572489784975,0.010935023709063834
