,MGH258,UKF260,UKF304,ZH8812bulk,ZH881inf,ZH916inf
CGN,0.13835178415949612,-0.006056393890054956,-0.06303324017342665,-0.024943082383291272,-0.027368939536654716,0.13002929477371114
GDF15,0.010273650908399183,0.0021145913652782893,-0.0183613104211562,-0.04029524978179937,0.06419066829531697,
SEMA4F,0.062068096476147076,0.05818381511557476,-0.021407638574854393,-0.03418179759891048,0.09678794492133798,-0.09697348960440168
NXPH1,-0.023595051539086233,-0.04254448297631187,-0.07064750048421542,-0.0016014481699118633,0.04164208774288518,-0.03621956412738577
ARF1,-0.033221198630603264,0.003157113484923391,-0.0796606216449747,-0.014379573834278733,0.022083268042952967,-0.024735092449837064
EBI3,0.03997687967081292,0.02391947327812723,-0.029985905612451402,-0.0024625026094394343,0.006184220941557625,0.010910036137003663
TIMP1,0.06828526690650069,-0.024173832585186017,0.1003273150482134,0.013211608330491483,-0.08512996844692108,0.046587172766605844
SEMA3C,0.08997785932225309,-0.008506186986547017,0.09367314546646575,0.0029307200809810738,0.12706209518365721,-0.02013383212292777
GAS6,0.008215457902434676,0.0033695999948673305,0.011874599186286286,-0.036251483785014964,0.048920349939804604,-0.04021179115217043
MEPE,,-0.03499577240635279,-0.04557958927201506,,,-0.05558433382517608
SERPINE1,0.04182499735121577,-0.012446516121778176,-0.04364930353772624,0.053548774584947334,-0.06421483935961163,-0.11534216836505662
RSPO2,-0.022365594882890243,-0.03059076496451286,-0.07234608117484023,0.03877207986389567,0.006219615986154777,-0.028199421407242995
SHBG,-0.006076544967111786,-0.027929730312173356,-0.03148317337484069,0.014798479495827807,,
LGALS3BP,-0.02684167782710997,0.0732361868386676,0.07293262537541312,0.06326024088498781,0.03749762683495601,0.0016203215465671183
LAMB1,0.003516288778040694,0.05916951066605609,-0.000967347107300517,0.04130015503308854,0.052132619177856394,0.09120781552611235
SPTBN2,0.024509685504205857,-0.01273318774208739,-0.03521904869889036,-0.049750918236880395,-0.05595874937335098,0.1400207358521207
COL1A2,-0.037870882027281665,0.012656081122620929,0.03399684655595023,0.027861971908830697,0.02170039426771835,0.08364912373947878
DEFB1,,0.00842617790959342,,,,
LGALS1,0.09326004040786806,-0.06315829689245189,0.09138321468799196,0.018423779070430687,0.004309227380776727,-0.09252323361505431
BCAN,-0.061756580653582416,0.09176092810652166,0.012488677509670873,-0.015320097457769194,-0.026657891826410963,-0.025153267761071896
ANOS1,-0.0976942961799068,-0.0017976473666223367,0.0009445621977815897,-0.028826332407533066,0.031336112761620176,-0.06148258680099533
EDA,0.01442235370458879,-0.032520113457833934,-0.03852342706196117,-0.044203661604437776,0.03602874681681833,-0.07280722786949957
FGF22,,-0.021973549356741548,0.009405298808027221,-0.01683698073250171,-0.03746548753145335,0.04928090513047004
SHANK1,-0.008293250562036714,,0.015805248637589978,,,
TGFB1,0.018708706950079184,-0.01545383193122203,0.07763176154089302,0.022976925834681798,0.061511774599877146,-0.010609204010699707
MSTN,-0.025925330296702697,0.06762468686561762,,0.023825967578177405,,-0.025960130075652017
WNT4,,0.11662232244204708,-0.04864560854259667,-0.023457431503225077,,-0.05660083888053844
TNFSF4,0.016570635400074977,-0.03127643997361859,-0.009775320458219411,-0.03613957756218796,,0.059425336803338565
NTN1,-0.02253898399008361,0.01346159488145221,0.08492857048141325,0.004453692914231275,0.032561546373384764,-0.032918163435227694
CXCL12,0.00905212704345343,-0.02103160296150108,0.12184114519280417,-0.0024123929567385544,0.0030849811677923426,-0.02439538051146903
GNRH1,-0.007769499214214289,0.17411972333811343,-0.03603160684730381,-0.023769909753621872,,
RIMS1,0.004913841981043091,0.014999144293587783,-0.08088987714128455,0.05475941268370007,-0.055535073048982427,-0.037498952038486626
FGF14,-0.028039314898444075,0.03419467213840472,-0.052545942278802854,-0.07447387597613893,0.005931716039866271,-0.011820190807611248
IGF1,0.058056528356994944,0.01954000082693175,-0.07792132649979885,-0.002583013679316234,0.15876673722806628,0.018975784204706414
TNFSF10,-0.022020081718445043,0.01318507026598316,-0.027891169017996216,0.035083743934158695,-0.016222301740605783,-0.012237952759839823
GDF5,-0.0007912524764664195,-0.02007760355805497,-0.04697826630650374,0.00857866875706276,,
CHAD,,-0.02144707579633958,,-0.026428742211462474,0.04512529085338524,0.03706567403370308
RGMA,-0.03139296637674306,0.09706848239925646,0.054296198274865766,-0.01444259858221546,0.0028866115168859267,0.07496737269707861
WNT16,0.07296479931089739,-0.013196018243175466,-0.027141254887589936,-0.02183295545059016,,
CX3CL1,-0.05286666405599246,-0.0093531974806198,-0.051207109473526184,0.006713022539033251,0.04690051092930306,-0.021900397515723223
FGF1,0.0017069363639670753,0.05868369040551466,0.15374454321322073,0.00406387062943994,0.06705115030368128,0.07075531003871485
ALOX5AP,0.015101036663772814,-0.059190748129349824,0.10722123946152634,0.015036025130164382,0.0007273415082383204,0.02001301950724362
IL1RN,-0.0199039553419224,-0.0023016247899526983,0.006346820586872105,,-0.04649931402813752,
FGF23,,,,,,0.09177491555948021
NPW,,-0.02397768757733835,,-0.024383743818643593,,-0.049101320047695865
CXCL9,0.06856577441363625,0.047786482781313984,-0.015491514623953822,-0.028602558535785673,,
ANGPTL4,0.02967990292017076,-0.06758081629347876,0.033391071989864865,-0.010017467481856121,-0.03349798498664479,0.005018255891359293
COL4A3,,0.053344898938258944,,0.09824855339648743,,
NRG3,-0.00833800241466745,0.050952854165038135,0.016883188526177897,0.06653588050663273,-0.0394492612267064,-0.0822145396940107
IL23A,,-0.03649112058086415,,,,
COLQ,0.018983578238760804,0.03425083628512367,-0.044377707329474415,0.05971777961414264,,0.16541712469474887
TNFSF12,0.03899327913249696,0.052736065296560844,-0.02587139357631835,-0.014822102275834421,-0.01865190073922469,0.05948203254734143
DKK2,,-0.014586213299794058,-0.006895105428926789,,-0.04698481251676149,
FYN,0.042825163731667816,0.03483514360015502,0.01499641310649212,0.006550660831651361,0.07147615658044322,0.06448780501583119
ACE,0.016673712259560405,0.06200847759775829,-0.06213795120802217,-0.0284848840199887,,-0.04628536423321953
IL18,0.050433413149229236,0.04319589979689058,0.10325794681553291,0.050661687781770465,8.093748066168904e-05,-0.026473515081164675
PPBP,,-0.01380812009569688,,-0.02807330536296239,,
CCL27,-0.022655673140965667,0.03940788130098085,0.01822702789979893,-0.030140380021421928,,
SERPING1,0.024682109548455438,-0.01264704733598735,0.09403634721631415,-0.03684671384560415,0.03308073350506983,0.08015986582511066
AZGP1,-0.008611493906794233,0.08808310375414176,0.03150303320880135,0.00810794335251083,0.05120222176689699,-0.00015294769172841645
INHA,0.04232621777648228,-0.007751738955537737,0.07509933446291463,-0.02438374367411537,,0.18283437820425336
SEMA3G,0.04793284633005055,-0.007743828356419135,-0.0449078981555709,-0.022495875349059218,,
COL6A1,-0.11144567338098725,0.031587080541791136,-0.013994531836529569,0.06289602480625311,0.12381494263607956,0.049909813883720996
FGF17,,-0.024810292006866796,0.007081841909833272,,,0.10721962163589456
TNFSF8,0.14822873454610913,-0.013808116516548176,,0.05044416936593854,,
FGF20,0.02524471008441835,0.01194120381539224,0.0709749976843404,0.01345183174271588,,
ICAM3,-0.010193096614724385,0.005603122213492382,-0.00043207766775838304,-0.014458794346976504,0.0890718348748279,-0.0034945449068174953
LAMA4,-0.01943042581843309,0.05881247025632527,-0.06402417945138535,-0.009635344786929952,0.029664944256287407,0.030435083860725468
DLL4,-0.04079517185871021,0.12201678863951543,-0.031874507779123415,-0.013961988227331338,-0.041388444782927886,-0.05123128079805882
SEMA3A,0.019391903579645698,0.016584885458685156,-0.12484137410582798,-0.04351039043381634,0.016449765363054043,0.050671087553442025
RLN2,,-0.021179499824200202,0.09207494089215805,-0.036353346031541,,
C5,0.013080898651839498,-0.0008699698091310671,0.03190545536401387,-0.017191952341295454,-0.0029780601786921317,0.049716414997417434
COMP,,,,0.05006479526606068,,
EDN2,,-0.018159981609937863,,,,
C1QA,0.03854812804004689,0.02478104918970977,0.06711655599559793,0.013004748156285587,0.08234327153828404,-0.05325385807752226
UTS2B,-0.02085902582527019,-0.015144940000078527,,,,
COL9A3,0.04342013706650434,0.05521755838420439,0.058176222147328545,0.05001531619254417,-0.028697624549487207,0.013920021458446395
DLK1,,-0.012334948515577544,,,,
HGF,0.06670199910048497,-0.011180145038977896,0.07163460666562824,0.009345222984288564,0.07954679483552769,0.08350003588239055
P4HB,-0.019192724656032088,-0.02268058154255497,0.052697035408904205,-0.006292554545752899,0.009103044133350295,0.059468256458516514
ADCYAP1,-0.022942326627571192,-0.024927291819198165,0.007928704353081198,0.06545257232171871,,-0.030195876264304762
GREM1,0.03695325906592834,-0.03019353626933746,0.11196343661882337,0.012448975820303429,0.08670240269661485,0.036512291369900265
EGF,-0.021489319473495246,-0.02814154772080969,-0.024207416111849542,0.007862495492724372,,-0.06422773764249358
VEGFB,0.06240255217993021,-0.03007371707768115,0.016141195871100824,0.007368846569371291,-0.043104967431920785,0.06741204288734126
FARP2,-0.03641446851458949,0.019186403356556456,-0.036638156566774556,-0.04132874787119344,-0.04412793742701871,0.162053728325896
BMP3,,,0.041790177473415194,,,
LAMA2,0.05601303891872372,-0.01936095267071254,0.004107468877617517,-0.040270632236731704,0.013691321832632403,0.08636183034305939
NRG1,,0.02447453307653236,-0.060739583657843994,,,
SPINK1,,-0.02469281206136274,,,,
EFEMP2,0.06906235027966631,-0.02054024749281522,0.0689099439108414,-0.03783464382772928,0.033288137437928536,-0.06684406540284944
SELPLG,0.01736245757647149,0.05323085145273117,0.05256106256904367,0.02798928572086809,0.07028792712763401,0.038934958161288245
HLA-E,0.01600093584754433,0.010770710288243147,0.03824016878140149,-0.03954028784204035,0.06905727536279062,-0.02179094935514589
PTN,-0.03897219209920553,0.1018510742732943,0.05009636764002886,-0.00176711137708466,-0.0056367137368875855,0.052584234337424575
CD274,0.00011469229683344643,0.023704344056325335,-0.021380243885639118,-0.05042608364259892,0.07614015835350352,
CD14,0.005791304136109407,0.02897244667379406,0.09945877831244863,0.03191168035775123,0.07408491964991254,-0.08368590464035748
SFTPD,,-0.015506869836093841,,0.007325013279663317,-0.038621593641705226,-0.06239585754984252
SLIT1,-0.014228765294875783,0.021339714105403685,-0.05735027925225655,0.015185789446042425,0.02414680284413006,-0.05592131138294962
CNTF,-0.026904385022912584,-0.013808117776811485,0.0017551446588526828,0.0003989417892308698,,0.017672503139291227
BST1,-0.015377001192099782,0.06199849573224238,-0.015495435080314781,-0.029238474543713155,0.12933755590877505,-0.024256296511868284
AGTRAP,-0.02816189877863095,0.01769571548530276,0.11242150907522142,0.013895252340736158,0.026951208380098516,0.10744961993869497
LAMC1,-0.07149268306184696,0.02590190084001602,0.08323245293875206,-0.02132773512580565,0.02878758353705033,0.16646428835638558
COL6A3,-0.0441857367213281,0.03271447368459154,0.010372992478803019,-0.023843922264757886,0.07689642877396284,0.10703829036614064
FN1,-0.021858003791879053,0.00845667274906474,0.015208367246504366,-0.0076242817896926465,0.04234472494653023,0.10953238122918908
MIF,-0.0366312264176079,-0.03663865882131676,0.06341186494084226,0.07384572869486,0.0501932805436921,0.026951912298748115
JAG1,-0.07324994330384967,0.061988720636827685,-0.007270330048740219,-0.006303602455644299,-0.05292645697952247,-0.021856758898555546
NID2,0.018024819151548868,0.05274840150198885,0.09629396227628789,-0.05289009432340398,0.11707669053238454,-0.09814524068309358
EFNB1,0.03700743743893156,0.020248691907476506,-0.0047196917225153295,-0.024837473777731316,-0.03545979434664542,-0.06723609674550676
COL4A2,0.024135747651528504,0.03091280197019322,-0.015568938590758911,0.04190425664312051,-0.01709445142032895,-0.0651566989185945
SPP1,0.11016104842058716,-0.07633908269108888,0.14237082927659073,0.0020208952653121893,0.03728895750705882,-0.08688824069152352
PODXL2,-0.04471080733121971,-0.012974081715916696,0.012366203876620756,-0.05438104948852257,0.020893942085851352,0.08546656059193654
FGF9,-0.024597309479698397,0.006269018261055633,-0.039368922427161425,,,-0.024565555952779206
ITIH2,-0.04268195389868936,-0.021044577047396453,0.0030321511654429183,-0.03285589650949817,-0.0032333532037724546,
ADAM10,-0.014708028692526602,-0.014137397957305547,0.04806544573138947,-0.0171524427945842,0.04036542819928863,-0.011691229805168384
CFH,0.06091018493877349,0.015562547812975346,-0.022998529813978017,-0.06841522897793915,-0.05384259038192298,0.04447884789888485
COL4A5,0.01505916748288903,-0.005780261962408309,0.09417866380462762,0.036251052308953265,0.09551454452310097,-0.0013056411105293276
LTBP3,0.007885060757375615,-0.0341684574565603,-0.04706320867065771,-0.042484510861765204,0.046116424605754935,-0.0074445063905698855
GNB3,-0.03835814413659014,-0.02457837004283662,0.017868651877515518,0.030281682520294163,,
COL6A2,0.007773652591705501,0.0289628159171982,0.06592294025660678,-0.015347406371198144,-0.06555067788189314,0.059742392172207795
GDF9,-0.02640754147489,-0.036135072543805886,,0.01689446776453483,,0.08249117240683473
NCAM1,0.03794478313957259,-0.001104145384397176,0.03158747966799003,0.06702307868208728,0.03154499287411553,0.06352156663166894
APOC2,-0.015927275886913058,-0.009693962312925127,0.13086101201675895,-0.0684696159385224,0.003032720543843104,-0.03099131060277677
BST2,-0.044809075405075685,0.043575064051484855,0.07114284284814205,-0.032111705258322416,0.001612639959721737,0.0585043019989428
COL5A1,-0.046027125580167076,-0.013133377082754607,-0.05734224842745346,0.050363080240773364,-0.04084799109183695,-0.051343301739603296
CALM3,0.054490736808829016,-0.012148206375053334,-0.07962408352454425,0.043613079658145384,-0.019126946403623536,-0.019521272180286247
THBS2,-0.0914769284310283,0.07854000787428467,0.060809280979625034,0.02794427925441948,0.024721766811900543,-0.07047312869567764
SERPINE2,-0.04945474436016504,-0.014953708903897286,-0.0647205898269441,0.01906949056469106,-0.04336843809286189,-0.015784152545304235
EFNB2,-0.004431377363977212,-0.00269359521342123,-0.005811629235407812,-0.006955588958803184,-0.03407483028267885,0.027507669114096554
PROK1,,-0.015144942078677354,,0.022364547571816766,,
MMP9,0.07471576642236397,0.012336694330151792,-0.025868800868823,-0.05967626570756114,,
NPPA,-0.005003018875825822,0.056431693450855525,-0.014997289036854147,0.09249034745916729,0.019436930554684862,
APOB,,-0.001771493044284371,,-0.02468539764560614,,
C4B,,,,-0.024983656710040696,0.042622656895796605,
NTNG2,-0.004326182908073289,-0.03091319535340976,-0.09445097349281294,0.01841357109052096,-0.02431115625635105,-0.017074871309920848
LAMA1,-0.00288285738952532,0.03683952894194931,-0.048310364758569035,-0.03345573698139014,,-0.07415149750936455
UCN,-0.016694857834713285,0.00901572618357791,-0.053987714863142126,0.1005400185734316,-0.03862164085536372,-0.006054974614540703
ARTN,,-0.01637886415736734,0.009821658887862229,-0.031128131156342855,,
PDGFD,-0.0662752539487184,0.016421688183990587,0.014784918165735938,0.010515161465440065,0.19407454257109338,0.017286103845390137
EDN1,0.046632545837325276,0.002785482869526271,0.05136617648618213,0.0040223554729166625,-0.01345002680709957,-0.07650798931237421
ARPC5,-0.053611166239847026,-0.014451344758424137,0.0778962972369574,-0.03637905164468862,0.008173343152109106,0.0708127452050211
GSTO1,0.05236502808227645,-0.04359746607239877,0.07725350462237449,0.01968675964548354,0.03238314792594704,0.004268578540286878
SYK,0.04912951706556788,-0.016862486387371513,0.08786319206226623,4.982406535533223e-05,0.009885526195908602,0.04190023768362742
ST6GAL1,0.030237088628467995,-0.0024735482451278216,0.07641207586854719,-0.005066244934914901,-0.0145909556061333,0.05841977083069442
WNT3,0.04259380135423284,0.029685978985503576,-0.013550295226737183,-0.05920880844632414,-0.014413446542720873,0.016625877663461856
HSP90B1,-0.009981299369063957,-0.013469176104656078,0.024434610408705735,0.004671081702198441,0.0059825237702254615,0.04754947223802588
ZP3,0.010076299580779463,0.03615325145859991,0.023048317924346553,-0.022128424371050847,0.009879149867389673,-0.0044758907379628945
ANGPT4,,,,0.03506439416616788,,
NRG2,-0.0028695883179886707,0.03352906999164638,-0.00270415792570245,-0.03082448839009402,-0.03348669720002565,-0.10266846504335653
MELTF,0.06240929271535176,0.0037898976176628154,-0.03272622900178411,0.0016980571387721635,0.12273144917813729,-0.018568754125892213
NLGN1,-0.019208738750521558,0.00579537451419961,-0.009673240952067345,0.0065479382145924,0.01516070832934449,-0.032649959728199535
SLIT3,-0.03127110404241852,-0.03596839941262898,0.040463726114420506,-0.031611828777305694,-0.019214073325702203,0.027928875147122976
CCL8,,-0.009768292065406291,-0.009077304317110589,,-0.0403013091190564,-0.07680348043888821
S100A4,-0.004624310587555619,-0.038494171716964065,0.04385094031786104,0.03079237953580928,0.033633319272143115,-0.03149331610244196
TNFSF13B,0.03951124757320765,0.009082861379692832,-0.010328061186697117,0.04003543807366606,0.07101901297992101,0.012525715034346937
HSPG2,-0.06218441964138425,0.09138526635641094,-0.021052034877230893,-0.012252324738816711,-0.005345972100584711,-0.08139598515401911
FAM3C,-0.07181416443872733,-0.03674701621379449,-0.04261160749480924,-0.021219178996923466,0.0045396577738698865,-0.006525014146511369
FLT3LG,0.0017087884182935044,0.03838234638486047,0.05558755657863176,-0.03622783218388302,0.005340044500097572,
A2M,0.035779345590028,-0.005943244832349681,0.0880615936409131,-0.006982225117129581,-0.003652992456526448,0.033552600096761566
VCL,-0.0025036481512183007,0.0018909440638581407,-0.025296691660122012,0.02519257083545179,-0.03452636977945408,-0.06934797876667334
FGF2,-0.007527664563468243,-0.030362246102883846,0.03383470943333081,-0.0308369108372814,0.06231914123796983,-0.008055358528465605
AGRP,0.06797254188873156,-0.01380812009569688,-0.03196493504442159,,,
CNTN3,,0.023603881121667548,-0.07853323064733136,-0.03527373688744694,0.011988779831203233,0.030933516089070173
RNASE2,0.003926962646521607,0.0027976575301932216,0.06868040500786059,-0.010175669297421634,-0.062458603768548594,-0.015825112259458592
GAL,,-0.01685725667043883,-0.050971685785247474,,,
CXCL6,,-0.013808112181245029,-0.03932222044720087,,,
PDGFC,0.030947975065364626,0.045034587658479515,0.0547590785247262,-0.04455438345029211,-0.007686642020023868,-0.11930089209426971
COL8A2,0.05967807998422714,-0.019236902197793813,0.23522173795387402,-0.02766339559568083,0.003453864867815687,0.07755243226995806
SPON2,0.010018425422849966,-0.010438389814264204,0.0645974592322058,-0.031572212233490916,0.06026656884226738,
SEMA3D,0.15149949689401335,0.07185220179840256,-0.015866923347096225,-0.04994600787337345,0.014842873579127787,0.16550291458328475
BMP6,,0.07205755941191873,,-0.029635637336697038,,
TIMP2,0.014294833975748624,0.055635479970794384,0.07939255288118297,0.01938980436060841,0.11300685456515266,0.07218358528194728
EFNA1,-0.0011122694635812937,0.024413774295079425,0.1385496362667555,0.016002336584784903,0.018304301213067076,0.044866991138510524
S100A12,,,,-0.02407863385975937,,-0.004282876963356167
TFPI,-0.02177983863356261,-0.0026453353255130032,0.019030428462664055,0.03204727424953255,-0.04297506145182727,-0.045940693039506784
GPC3,0.004513731947595526,-0.015343203152950206,0.06388626860480558,-0.006327383103807766,,
NMU,0.07384146723094613,-0.0027078708431952842,-0.04348035664690472,,,
LAMB3,-0.030646149026664214,-0.03605589032558695,-0.04869956835123359,0.03516285147922958,0.1562492741149615,-0.04633968775861063
LGALS9,0.08233602772758229,0.05857635914621047,0.0773026828518115,-0.002316495958139766,-0.03314747631636796,0.03910773053772161
VIM,-0.09360541159991846,-0.07340010040703594,0.07844727751974047,0.008502420615458646,-0.029547860237241062,0.031515734015059464
PLAU,0.04712820535222312,0.0206295898472319,0.0013657122211866962,0.020179127628495865,0.0008599954215744198,-0.07362021653166366
TGFB3,0.0046997645335695925,0.019397402842088782,0.075292359344033,-0.02453779887873173,0.05388723131736527,0.04341159038358112
APLN,-0.030291141004765276,-0.04671053506444521,0.045992148468697716,-0.03616046856977312,0.052673770604839784,0.01141983165008529
SHANK2,0.014914808303400905,-0.010747030102069852,-0.014093899961579923,-0.023457417572427884,0.0665589843526612,-0.07942772182267395
LTF,,-0.0054355259630398485,0.11300281591290402,0.0040482320278296844,0.10421884109106573,0.004538869565582932
PENK,-0.021168365542076812,-0.0352629350445453,0.005203855197028337,-0.027534992210176117,0.11470046415053622,-0.04794495983275501
CTF1,0.012315008061720133,-0.04102215774106303,-0.03863150736641126,0.022583995913724588,-0.006830127358504927,0.03926259499347308
COL3A1,-0.010329429900699271,0.01635446111455067,0.00965794619131141,0.053327935944773336,-0.012059693256631912,-0.06146258322228056
S100A10,0.05187300097603294,-0.04844283598178788,0.11021572804718062,0.027280279039885898,0.05193799808131666,-0.09395381061994384
FGF13,0.10484939925309278,-0.0077581240146364465,-0.09415003083136965,-0.021832964579187798,0.06964405711591765,-0.0220171768164274
SEMA4A,0.05072156047721384,0.04100576108936093,-0.054189650006350294,0.08335457074332583,0.11956228057857872,0.09795080447303087
EFNA4,-0.04236898334009013,-0.0004573853498043543,-0.028667230116334697,0.045057682837808456,0.18456530123888634,-0.07442623354331479
HSPA8,-0.013422991353368609,-0.0020185809278381885,-0.07916279955893234,-0.005870043975284898,0.13326191824821618,-0.0023392323330000287
NPB,0.10238052215984325,,0.025516376030189605,-0.008588548900561451,-0.031963236919299476,0.11191361386131571
ULBP1,,-0.012985882963525165,,,,
SEMA3E,0.0015621431862535586,0.06541732501228041,0.040119994386655346,0.005949452336442434,0.1112837888377739,0.07452527356818524
ADAM9,-0.027734499219466482,0.04516785957685749,0.035232373228538186,-0.01971249498605694,-0.04633358947282559,-0.03029520748075401
ASIP,0.030653981320701837,0.10175505675555087,0.002779777762373864,0.03559529870644275,0.06344413133757448,
IBSP,,-0.03300555685826625,0.05946333095676186,-0.028339034943166086,,
FAT4,-0.034048439698836946,0.06902266256124229,0.006478275652415309,-0.06690345787506392,-0.0432162464654411,0.02090861395923444
MDK,0.027350191965811236,-0.02861926043011499,0.016669040121433193,0.051308496669119685,0.02024984588325046,0.023325625112724405
CAMP,,0.05513395992195807,,,,
HSPA1A,-0.007125321927868884,-0.020898967343694216,0.030767967494229827,0.005894477585166963,0.1160436173114101,0.0607202290707702
SEMA3F,-0.030850788878307993,0.07919674489550688,0.061668331672512816,0.07490831109290526,,
ARF6,0.0065966049599364565,0.01704401306657288,-0.019327428744444985,0.0003927588738910322,-0.02586093690136242,-0.037555659422107306
IL6,0.04044293616261904,0.0021560546018776676,0.0046065278953603146,,0.2159952152316532,
CALM1,-0.05184300467985762,0.07467579733284462,-0.07041512077134028,-0.10824249933865884,-0.1494947228572224,-0.1324469096048378
VIP,,0.044877182835079056,-0.05515368662777246,,-0.007844396228500663,-0.03252428212190116
NMB,-0.07848994500550865,0.08128349567918734,0.10731811706234963,0.028952640903310272,0.0019651134832383566,0.11454232340707143
CCL26,-0.03169981000074271,-0.02210344286895896,,-0.026428737780683654,,
FBLN1,0.06726578150887551,0.0015237110836781892,0.009595764383339596,-0.01110649629319779,0.01265600747995464,-0.025601160965276835
SAA1,0.10003291252932614,-0.011571062250444053,-0.017277719801221683,-0.025278822556473776,,
MICB,-0.05188851400278495,0.05369534154220323,-0.010816688186238863,-0.04309899464115095,,-0.03978814610844443
F13A1,-0.03191227214979051,0.025247562363824826,0.05030074536412107,-0.047073671439760024,,-0.05023342654212382
CXCL11,-0.02419219569215844,-0.018618432032568973,-0.03244001271267302,,,
COL5A2,-0.05213796118888499,0.0031285311114919567,0.0347714181679647,0.05157035622751227,-0.026361727420697124,-0.062423432399582104
EFNA5,-0.004130064334912868,-0.028629405787780338,-0.00561755809932137,-0.01439129512008655,-0.0673937816847061,0.11685365066752372
AREG,,-0.04007907070373597,0.0018577056615534204,0.08948406035741013,-0.022161417632342497,
EDIL3,0.10871075350036898,-0.004888017356890018,0.1306488459996747,0.05921805315285948,-0.019531022701968725,0.09296308292284107
CD86,0.04790379418092915,0.06213908142589729,0.0015654488800339527,-0.00811511260193956,-0.008140095502243668,0.03689178238244614
AHSG,,0.012061627694152305,,,,
HRAS,-0.022339938160348256,0.004135520993938811,-0.04717737183162312,0.0427700734288886,0.03252592771169835,-0.038416010800234386
C1QTNF5,-0.03437356210465925,,,-0.07713589665753715,0.05899661403075289,
RLN1,-0.021168367300276422,,,-0.02115063409313784,,
COL4A1,0.004683183323169894,0.047991654604202676,-0.08102096205511627,0.0030449702119467945,0.029347727170897776,-0.052016680041034796
CCL3,0.07369860655113891,0.015203623772110618,0.11183120942072267,-0.06051542864272515,-0.0147724020434018,-0.1636562152730181
BGN,0.04256113539944759,0.07076758502683461,0.030704681992684987,0.0015070417813110393,-0.008771575585112289,0.06726905383475448
RETN,,-0.024456427812284572,-0.007832647650605887,,,
S100A9,0.12322241223280213,-0.021934456233802475,0.09949018676927214,0.005112810626356341,-0.05388581850847942,0.028828605175514582
HCRT,0.043353032394207354,0.023699075757960205,-0.03188863964536649,-0.014041455771588244,-0.052320807157611046,-0.07758361928010458
FADD,-0.05029848238805272,0.023470497959168987,0.03995060799794144,0.07123791955970436,0.011937678533742474,0.08993957389757996
ACTR2,-0.06239228607152806,0.009504637862292845,0.013372170902367614,-0.020483434743790194,-0.005376273774914093,-0.06537593604536765
BMP2,0.05845314711569211,0.015288491636971546,-0.02650725068432194,-0.014884416839262865,-0.01864351512169851,-0.031712329929183256
PDYN,,-0.0006620456816294871,-0.012090908970807758,,0.035863705781944366,0.025875757279261336
CD55,-0.013397827149901611,-0.057094308806428656,0.04132156206945758,0.009059336866863155,-0.0015413489553901289,0.07736391091286848
OSTN,,-0.015506875121850177,,-0.021832961696471517,,
CD6,0.05024932324701744,-0.019505802070833553,0.03179190422348728,-0.02807332786833194,,
IL16,0.04767381164217315,0.028121924682787236,0.01797480581195029,0.006841928145290808,,0.03901657778085535
LAMA5,-0.02479481207838143,-0.008533904215801618,0.0008394047161365184,0.013438076643308672,-0.009772074464351545,0.04930206193665984
RGMB,-0.02717240248299812,-0.004934269480022998,-0.10000411568257365,0.01529395282463252,0.051381999855936764,-0.0003608572301693585
INSL5,-0.020545323350315815,0.09012565876030587,,,,
IL12A,-0.040315752579737345,-0.022232667446339612,0.00259045633370554,-0.001962027553223456,-0.06400438337029488,0.019865344802831617
S100A8,0.06398862734265197,-0.009878573467880469,0.09586261853891938,0.009921232889935077,-0.010753836709711109,-0.016403562893889813
TAC3,,-0.037094404991703196,-0.06368827022055726,,0.0616111582971675,0.013173743484071077
MFAP5,0.03818919863437741,,-0.010859891921803227,-0.03014036259394557,-0.04245185325309567,
CXCL16,0.03468555475722736,0.05470841979070199,0.10713485010643119,-0.015207715646610628,0.08834119069481182,0.08029308876069341
AGRN,0.006004878341917552,0.05717517749867932,-0.06705876809774043,0.014961812183596207,-0.02584274768393749,0.03965305772017219
COL4A6,-0.011795044650931449,0.026067670038719532,,0.09181098626910521,-0.01648154581347162,
FST,,-0.025311037292352716,-0.047315724909958466,-0.029895574078269906,-0.031587695418851126,
MEGF10,0.006257804953212054,0.04802034910815689,0.03711395933873648,-0.057982007208879596,-0.008846123385979407,-0.09103461290567814
C1QB,0.09867836938681693,0.055302120694167324,0.09352537292244137,0.001348490377038092,0.07165593174336478,-0.13417061537457892
HLA-B,0.022187608005398575,-0.03075437292845319,0.07608951742786554,-0.0012374586520476581,0.057228447738017316,-0.10251441526404155
PDGFA,0.03776823952953783,0.04204539345996487,0.037378691539564336,0.013761993386045744,-0.14510784375862568,0.1395625108577254
LAMA3,,-0.02530210955934252,-0.04663870663922051,-0.02468537763922491,,
DKK1,-0.021168372574877893,0.046863783909926605,-0.04477890630154507,-0.022166738408449866,,0.02620755705572647
INHBA,-0.02640752580371228,-0.04533636848701048,-0.02892183385423066,0.0659860896690546,-0.004752411446044072,-0.057825813283306875
IL7,-0.03148608047582222,0.0025148988934591814,-0.03472487628477551,-0.023141017141907822,,
FABP5,-0.015370749778810198,0.013944706204938186,-0.003135302087718687,0.037243863594447264,0.032939334738492795,0.008767671810639428
CCL4,0.010116817416584198,0.04792004942487042,0.08786511084918261,0.009388696166711957,-0.026504106636794766,-0.14328541229589498
