,MGH258,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
QDPR,0.07728454147828831,-0.038337412006295694,-0.019292097910102914,0.02246693014276553,-0.061365562101460165,-0.02126146646624842,-0.0399333658381693,0.1257745869350618,0.034765914155180114,-0.0014188648426936442,0.029583194592025987,-0.031412708887362965,0.03472584619396146,0.019246581599906193,0.009520012308875841,0.06706306830900056
POMC,0.07252037971664906,0.031579266489211257,0.035524110873399545,-0.015792594964479767,-0.029230871713370358,-0.013546472636752053,-0.007278308450314057,0.03740408127796661,-0.05621709875037754,-0.07216979546015966,0.0608978981369458,-0.01711156417936707,0.0800271875311294,0.0203431760330118,-0.004662225207284887,0.02586586898960317
CCL18,,,,,,,,0.12925423935596395,,-0.05948588793987187,,-0.009002154434897986,0.03979690516911751,,-0.021609594209910352,
CCL17,,,0.13830414634288696,,,-0.01456070340274342,0.0158845017649754,,,,,-0.016601525898860294,0.006799154832030674,-0.024020748420626473,,-0.027066717938577154
VEGFD,,-0.019163812993704673,0.027855486113580286,-0.025761184264211142,0.020595333882121244,-0.015513197914385084,-0.012716621143293508,-0.03361255220209373,,0.020249986247271205,-0.006256428527196229,,-0.004176273746722976,0.056381292361956534,,
TNFSF13,,,0.06702098883850818,,,,,,,,,0.05154122635839201,0.02587951205951902,-0.025759146243223154,0.05443805970246522,-0.015284777144901595
WNT5A,-0.00492168761786703,0.02565347366725133,-0.030033092589101456,-0.055506888489515606,-0.010024067326916181,0.03350441640981217,0.005232593966385759,0.05528948698947043,0.11746690730220548,0.03159720067653661,0.016131573811786006,-0.005657550854510594,-0.0006699987879798674,0.024535288937446744,0.06614443074954217,0.04413035798527775
CXCL8,,-0.017943858611883787,-0.024661875862532552,-0.0194102339134079,0.005134178836990189,0.0012156636302249127,-0.011842270545704772,0.06580774871904457,,-0.09697959261829257,-0.08035288468623193,-0.025969398995286573,-0.12045214810611818,0.02838900640839601,-0.04138991910678768,0.039918869161633674
GRN,-0.03034699924988374,0.02407134783442852,0.014201718409735999,0.031025381260488264,-0.02049509471027131,0.030044193333910015,-0.016169873578947933,0.06350033203059488,0.0294442447020058,-0.025520582493477266,-0.07227013283923152,-0.007156549516729359,0.06838585546424275,-0.035066299123250835,0.03734068301081289,0.07583804103844152
MIA,0.1347737272060118,-0.01704295509704969,0.019268477832743956,-0.006876982316538829,0.055438932413990824,0.07550521590011101,-0.014462478455020066,,-0.05902163607957904,-0.053289674460652324,0.11623749005382678,0.06765094025896456,0.09534180683635965,-0.02139651384359048,-0.00935527826646744,0.030449263877316776
COL4A4,-0.010485099351476396,-0.028661174288124074,0.03978880601897991,0.011384888541462428,-0.011435083016264749,-0.015201824841283481,-0.01244059105277087,,,,-0.03879361606313255,-0.004685718354088491,0.06067701273203345,-0.03700202122415426,0.0702271843946637,0.00154267264482116
TAC1,-0.023489363057022247,0.018482363472140023,0.01741366779263156,0.04798163379827913,-0.015436337320610364,-0.02409852991162684,-0.013347365051231264,-0.10818164372453733,,,,,,,-0.031192700992515237,0.02519457537989958
RARRES2,-0.04763519001147071,0.10131820268047369,-0.05176436635040314,-0.057519811892226276,0.008560942992474922,-0.0046480006620993825,0.0036834697343164752,0.09881871668964468,-0.011339563882150901,-0.05228176975578632,-0.024419685523500108,-0.01606994541273319,-0.03132740825884142,-0.028916022194537813,-0.007358019784139243,-0.0007912637353098206
FGF7,0.1008174408850373,-0.02162990650442817,-0.03606595332249024,0.06390652238926077,0.043647593292756554,-0.03465450334643892,-0.03320294515034627,-0.004336809055676993,-0.031074141210228626,-0.08204945197634303,-0.01570384688991157,0.06956392785102074,-0.03710295528180743,0.07379321538799456,0.014350098162276673,0.07696287682295916
EFNA2,,,,,,,,,,,,,-0.021147936621319773,,,
HBEGF,0.05468869540731226,0.0431080498167226,0.0017093878862691789,0.0035779045442377424,0.024030631742456912,-0.055452690574681426,0.03615941943882536,0.06089612960376174,-0.002859118753104193,0.048571895116291196,0.026972601707485448,0.03398780350515985,-0.048852346317400645,0.03110966298046111,0.05106165610052183,-0.053237141229344725
CSF3,,,0.061709502511076514,0.012716679535694171,-0.012098097733191197,,,,,,,-0.040367733602044854,-0.03610214246080114,,-0.02591977603693472,0.05075419425800344
PI3,,,-0.041850219904881414,-0.01381178539386996,-0.01362261772517977,,,,,-0.01483164877965717,,0.004846641236899192,-0.0834142958686903,-0.02040954347888117,-0.02085204990989314,-0.06191468425704541
PCSK1N,-0.03633745334207309,-0.05496964149263616,0.011681206908208385,-0.025177559761138335,0.0163362724362983,-0.005489583584916488,-0.06380512836546776,-0.1360373805886463,-0.07421369748199332,0.05320472559415203,-0.0026478342925687175,0.02834689642689782,0.03913965355311949,0.0011497670406468597,0.012669870701740455,0.04330471069749305
NTS,,,,0.050153878182308535,-0.014870017410779743,0.08105683961408312,0.017416336689701967,0.11769558856196127,,,,0.1399331162153006,0.037927339166962115,,0.0026879037868787333,0.03119696645358608
SFRP1,0.1750330006451188,-0.03537551391566324,-0.017753055668987185,0.06093956321404323,-0.011850286022600697,-0.03224560878991716,-0.017336621148225366,0.06559557876759657,-0.034330957367988225,0.03259396102170791,0.02818371242012491,0.025800314513962565,-0.009816631050352492,0.045482701318533256,0.022956137793024314,0.02360327848819841
CXCL13,,-0.03235339265938607,,-0.029124923870556055,,,,,,,,0.036208240051729415,0.005156194466410991,,-0.0053673943850872635,
MICA,0.06194636786538474,0.018869371454979588,-0.022986771563283107,-0.06043502743622644,0.06475503698976656,-0.00079500380710007,0.03665294451244083,0.0027673101391862626,0.03760312878701585,0.011046926911014238,-0.030783598722760052,-0.028717199043770937,0.14347836601064856,0.03818559048498348,-0.0486713255153039,0.06955550009168533
TG,0.05666568057863607,-0.01819376940196504,0.011490077326967676,-0.012515336690387116,-0.014601321571651758,-0.014669357650381762,-0.012546437312240472,,0.09912540942506162,-0.018249965008753494,0.0011593415527175004,-0.022059277300231057,0.06936084464651578,,-0.021332373976730552,0.05598527034007775
ADA,0.038643385865057396,0.015214139003133136,0.030051521867211092,0.04492814477861428,-0.010196810575853824,-0.04106963167823836,-0.006100245419912712,0.1384825024190997,-0.025583790794700665,0.04549146666072557,-0.0428687061892643,0.021200384993204254,0.010324273095650604,0.0588015460558754,0.027969796836666814,0.0809011985071572
LAMC3,-0.005408828501096674,-0.032353392781082506,0.026928798419202947,0.009086442499485313,0.0051472911092458155,-0.03592593200052892,0.050042142182667344,-0.02529164078004816,0.0616061917218551,0.03288720350364882,-0.07584045671511973,0.00889005961211215,0.05280956675560497,0.028253171157900464,0.013485614708283238,0.03573821986379437
CCL7,,,-0.013851463495727172,-0.03861427180191763,,,,,,,,0.009974208393243771,,,,-0.029862175865624646
NGF,,,0.03683149154675046,-0.013197719614584137,,,,-0.03026211417003386,,,-0.08736501893005975,0.003253561615662447,-0.02086367277414768,,-0.0012580949416823451,0.03171766448791805
TNFSF15,,,0.021721509826650522,-0.02858987580759761,,,,,0.09987199123358192,,0.04798329912973195,-0.024257020151861135,,,-0.01609573593128694,0.06049072424380931
HMGB1,0.08494397242679834,0.027352170977280866,0.030142412445335977,0.016714684289701336,0.05970071745620031,0.009560147058982584,-0.03330968700214624,0.08015765013346852,-0.010583641441944756,-0.0453951524650194,0.024080307113344464,0.022621596711583317,-0.04309583514546228,-0.014409639988305632,0.046370429656138794,-0.0956442471250075
ITGB3BP,0.03184757786282785,0.00385237268368566,-0.006308908984329968,-0.05935067403907032,0.03838059108749131,-0.01255244623722079,-0.0011940683320576565,0.05826264235469342,0.09573034987450575,0.16766811865516987,-0.04940109878815014,0.0020808439326366816,-0.002154566459480006,0.057726853617726996,0.02449080150455725,-0.010703367027170898
AANAT,,,-0.014034520685031372,-0.025761187941765375,-0.010912811553098305,-0.013192239062981266,-0.014462479259460042,0.045107889498624876,,0.09291646967473449,,-0.0218284125875279,-0.028459394865988884,0.04017904520699378,,0.009917132496136197
RELN,0.08075349815786736,0.018891799499238384,0.02504237494658657,0.06657275212504983,-0.032021613101047466,0.03218524756825166,0.01826124389740422,-0.009313106875793318,,,0.0438605987594514,,,0.01813162087685638,0.018319095244544406,
IL15,-0.046790688749892784,-0.023178583869657675,-0.010872200210365557,-0.04187596995247702,0.08590247712442306,-0.005783858497333611,0.008736695869103249,-0.02810772924263457,0.026712624564180693,0.15649242895894866,-0.007129556050946815,-0.029383995574812794,-0.025427208031195043,-0.009703923786047737,-0.020146247004925615,0.06415346387604708
UTS2,,,,,-0.000627136047752332,,,,0.033046998837702936,0.0053105498797575024,,-0.018588490887153714,,,,
BSG,-0.04425527048898747,0.01910103403708744,-0.04804295831545377,-0.04663037016938203,0.02224978369589994,-0.06734724006012345,0.016752856463339568,-0.12873875386878927,0.014402785056348188,-0.035719339050604766,-0.09619173885147626,0.043846002499692796,-0.007415819314912548,0.03958972099716472,-0.007536097269693175,0.035118418865704305
ADAMTS3,0.008530036267422315,-0.031967771916745776,0.025393177067071736,0.0006219023257475837,0.04300984113324639,-0.007254239233070335,0.009950807639900387,-0.04568536038066174,-0.04800108647049738,-0.04397309531274874,,-0.03292778146187344,-0.0016703779313683794,-0.024113468604989557,0.04125269903106934,0.02762576784519738
CD34,0.008577230350426469,0.024788352352365057,0.030380802000252834,0.06853042911648949,0.02491029981893862,-0.0038315484615194986,-0.006031026245806464,-0.026995478773273497,-0.07065144108928696,0.14466748855695302,-0.031020856990494776,0.034850297477353326,0.09015131933608975,0.025603710334900342,-0.054144719369830265,-0.0036178510784854586
CCL23,,,,,0.04913916033472031,,,,0.036464662569687896,,,,,,,
PLAT,0.03681336271711767,0.06936923541094984,-0.01668733446524013,-0.012572889264601442,0.061013705217123175,-0.011774147194589092,-0.01981803114226486,-0.005130194222515351,0.021820655281538443,-0.15363401059847462,-0.07708327531657473,0.08391456566556967,0.07618799989492117,0.030540575033654118,0.06221440506042984,-0.004929725658356147
NTF3,,,,,,,0.025782583823107406,,,,,0.15232749441549978,0.046182262385304054,,-0.02746554587677933,
LTA,,0.12944267960329092,-0.017753054838471338,,,-0.012705501063976355,,,,,,,,,,0.007684646693875214
CKLF,0.07799110912344474,0.034881108158022665,-0.019117250686765192,-0.011852277643611575,0.051347417478766595,0.01940498253604151,0.04565057307964552,0.14370530900803138,0.03969764131538889,-0.0454683742774884,-0.08726262976543463,0.026735737306865428,0.046888582336419085,-0.012593637157218411,0.034934237014868884,0.07473090092022741
CD24,0.06298297754088847,0.0202313811654213,0.018509005227485064,0.022092644005631115,0.0035349007660224556,0.059764259852909465,0.03300346995240686,0.07627634025521574,0.01429593753249292,0.03579095402454776,-0.07070436800332121,-0.02240328122678267,-0.009234551533218283,-0.035432186538418994,0.06063392799015185,0.06985026634152264
HSP90AA1,0.005593228716408519,0.019607009505427434,0.016517198290195403,0.004906716685163262,-0.05331027532760923,-0.029846331146326545,-0.06129623620470145,-0.14787574448486215,-0.06847123010730928,-0.006631812370082575,0.024130677086445642,-0.07011470732040236,-0.15480025577245432,-0.013535538903751872,0.0704005594335383,-0.15723528818214788
BMP4,-0.02799640558426166,-0.014183324839291066,-0.027030307624699164,0.037505614972140125,-0.03342631404572737,0.0559600973009758,-0.004275111844399831,-0.04537970372810005,0.06368798819343202,0.018354453910735893,0.019300841275116224,-0.004874507194267426,0.013787555484439185,-0.0318313562919123,-0.010835765039131267,0.06163864002075633
SCGB3A1,,,,-0.030678394630234827,,,0.08107639688749702,-0.027013418839188258,0.046723960679164435,0.005572322847149187,-0.05315916675492107,0.0321566294063117,0.03287655324248457,,0.13951902979844485,0.035439574039107545
IGFBP4,0.02161718453269346,-0.0016141595183538394,-0.04993268726592816,-0.020274452493759223,0.09226974049918397,0.020171706409373342,-0.01726048272319969,-0.019394055544466413,-0.03659632575652391,0.10511729628485263,-0.06066542580709503,-0.025556988177978454,0.02077926332331435,-0.014232539465364786,-0.011599741279753805,0.013023182663313926
RSPO4,,-0.021629902397991795,-0.01598953902220691,0.04108833853727927,,-0.014777271228621222,-0.01219924092395788,,,,0.038179505931349854,,,,0.10894237440728374,0.04539199063873018
LEFTY2,0.12782879562747457,-0.013544078956493212,-0.03966765706086202,-0.02097928434335217,-0.005683089733827646,0.024981972530132505,0.007948931203154338,-0.03026211417003386,-0.04236649700423945,0.08430929994012222,,-0.021121882052424903,-0.024316327524919502,0.041953483301567195,-0.030613241530161994,0.0480263283016624
PF4,,-0.012170705858448302,-0.012085129009919275,,,,,,,,,,0.0017491548602296938,,,0.03379242115975136
ANGPTL2,0.03875482051802553,0.02794856833407218,-0.01503516321825242,0.009809392772559078,0.043119601391364754,-0.004717432062036723,0.008200958850346026,0.12230603971455084,-0.006286273051349481,0.053614356925424496,0.03306171239334687,0.008789349043634622,0.06782792232168315,-0.07188889062278095,0.03468562469421929,0.02304953559939155
LRIG2,-0.0741544443452738,-0.01606774872536904,0.06587237442489532,-0.05005914866959382,0.00526531485992516,0.027868233923909785,-0.046991270591139465,0.003737329832059871,0.032615972111912896,0.043494215034651534,-0.018181179977963653,-0.003814136609489209,0.006538532952355423,-0.023126450664956784,-0.02071323112706063,0.033791883331011845
ICOSLG,0.07399164494488465,-0.04564134030883337,-0.03589396700492369,-0.031030721003200798,0.05062139139336961,0.032050942726174626,-0.023151881164218714,0.02172370047417739,-0.057823223119645724,0.015390983043342462,0.0009910383332413398,0.04293866391213362,0.019192267594690445,0.013384241883532879,-0.027440741715854318,0.018999371306859678
WIF1,,,,-0.01472550434870266,-0.014183606481713731,-0.011403270197371381,-0.022956445623847407,-0.06932192003290684,,,,,,,-0.020925996877171834,
NPPC,-0.06828631658369279,,-0.018747015364851512,0.0033821967443859275,-0.029382313269841195,-0.02224415691701122,-0.016953959470954152,-0.051382337662020786,-0.035626001695460305,0.0055770113364234635,-0.007974485751578258,-0.03714413092927355,-0.013478376049309704,-0.028188872080978603,-0.0012868688070359353,
LYZ,0.038334795440176116,0.07519432859488044,0.013664741276573671,0.07243230356521482,0.024360850046452852,-0.06615243447016991,0.030859551539218818,0.1270885095074263,0.020932198522270774,0.05302935026395978,-0.023753824467013036,0.10185949973292388,0.02251176277498147,-0.03292391234118295,0.025568560369593322,0.018396336988185862
EREG,,,,0.024596476259235445,,,,0.0437319588355479,,,,0.06593522625603598,-0.000802240367935482,,-0.028037618232550705,0.10046913545683747
SPTAN1,-0.020533353036394413,-0.017422983712540197,0.037295364446223764,0.011150652239369306,-0.029579979323339122,0.0512361649881111,-0.06643365133341524,-0.15759466296214464,-0.022603652047819348,-0.035847473754242055,-0.005490271067818477,0.01088634125502564,0.016414395411027294,0.006237457103551712,0.03626484040430188,0.06161031225522932
PTH2,,,,,,,,,,,,,,,0.027711141106971232,
LIPC,0.0356023176600539,-0.018317562775147626,0.032713794707023354,-0.03428063079544076,0.029591166569304685,0.034067836665944415,,-0.045239026073269274,-0.03777772797369163,0.06808915046484432,0.0035127042889335856,,,0.02550785126589821,,0.01057304916180194
COL8A1,0.0711040027261886,-0.01770751544216658,0.07850154871572458,-0.04394393451459357,-0.015192592535650183,0.010756758818810592,-0.04231912284621514,0.0845240251558851,-0.009273973364749328,-0.06758243891778605,-0.0016037723041737236,0.10137573411691943,0.009932823680725763,-0.007329391161786035,-0.020483694705593906,0.06142479015877764
GSTM2,0.06805130744068082,0.02312830339365606,0.0746263931092844,-0.017053492159961253,0.0033091104065228446,-0.03513359664877141,-0.00409169530664134,-0.03809610538671289,-0.07417412824654693,0.05345252300739226,-0.006647770499156249,0.05880840919893271,0.08717238681913145,-0.015176856785710405,0.017319789030203262,0.05909019918711847
IL4,,,,,,,,,,-0.01479058110150936,,,,,,
SPX,0.008859620853792115,-0.038497601148684724,-0.01814038783123242,-0.009466034644824744,-0.01669406631760719,-0.005932091406419126,-0.04635583960568736,0.022297515412679696,-0.0472290992882891,,,-0.025087038085853008,0.00982559426773272,-0.044728467700006914,-0.03964028030522312,0.045834296531213695
MFGE8,-0.05500529322433507,0.06781996778091129,-0.015476367735427592,-0.0056961342203802135,0.003025105841953322,0.04429818638157356,0.05021522994760754,-0.054648355761359964,0.051133211080361264,0.055043377650542624,-0.05648888173444226,-0.006775830305447381,0.03210194540319473,0.04500306958447612,-0.00419725283200821,-0.013791510297624016
TGFA,0.08246506210151625,0.0040558084009375646,-0.004388904123894332,-0.039931506607970846,0.03519133110670143,0.050060896327747705,-0.040709096834944,0.019889237073156055,-0.047586651715438404,-0.0316516931690453,-0.030385145019294464,0.023153910976771795,0.03045307834875478,0.021218417258799527,0.06922879317970836,0.03335052042128124
SLIT2,0.021715662297178244,-0.009667232306342723,-0.041131514120091965,0.01801557916533456,-0.014555189257563477,-0.03802734770474391,0.0010861379150820063,-0.0690721498580951,-0.010440737147594586,0.03488978120737356,0.05708638579862414,-0.05228659423600665,-0.02905339893407958,-0.041909930795921715,0.008464273788894415,0.009559234554191887
PLTP,-0.03137352181002893,-0.029645929404144955,-0.008566193342264942,-0.03291226430297972,0.06962142048308778,-0.004697717824698306,0.07068794473251992,0.13962704801054196,0.007068393667337817,-0.07341388499572418,0.00478523907481664,0.04944157062220878,0.07015683580181423,0.026590537598794567,-0.005171824912142331,0.035900249855106224
APOD,0.029266081184763197,-0.053637501524981326,0.00568214972811858,-0.017007128421856612,0.05810049744128141,-0.014153714062915884,0.05107214187908617,0.09760096344370893,-0.07101278388110581,-0.09605750242999335,0.10613089202000037,0.016408017079726445,0.08276021438781776,-0.039258940930395975,0.013516770973281658,-0.03919155404380066
B2M,0.07771498974349432,0.03767556363000773,-0.004060571434009228,-0.014338368915963724,0.02347207033488015,0.038006197486503385,0.01061191656961528,0.1695138153032386,0.008251766386772674,0.04080101906379941,-0.1518396714090541,0.08981586830490063,0.1251633777320826,0.027844054084572,0.06902378762347429,-0.0061930772111065055
OMG,0.023623374068998948,-0.00023434121478387363,0.04710268758308459,0.054965384949681347,-0.04242488099129661,0.028231633673596924,-0.07075636671243046,-0.006436716525762676,-0.04505728562559514,0.005014234214358441,0.07669499429464917,0.010121225030507473,0.06414039985540375,-0.0599121472642742,0.026036683106133964,0.1325392714119453
CXCL3,-0.021907107714984445,0.001267147538645901,-0.043371801927184116,0.00692163148974324,-0.014327999908643686,-0.03593352811007806,-0.013050609153493795,-0.0070489489663944985,0.045833166442686764,-0.027245140927308037,,0.05532932089960594,-0.022406837901564624,0.0033802679270859347,-0.02415995832080855,-0.021856875611977442
CXCL10,-0.035379054027255816,0.014793308175232904,-0.03335009841776966,-0.014938795010766153,0.057085659253433244,-0.015974438959458954,0.009600743278067371,0.1086944382387566,-0.09271191348403804,0.05491657248260621,-0.06131702362121961,0.10855731855945656,0.03602363865061826,-0.010678320142333214,-0.005899277984335102,0.07315404425110866
RSPO3,,,-0.01403451964803919,-0.0021943842697850647,0.0033138197776944756,-0.022318834399860904,-0.03169084105768292,-0.04947199718393024,,,,0.05807509694177018,0.03236184920736666,,-0.043338763288961885,0.02682765147008781
CORT,-0.027203558946124164,-0.02173610995819713,0.06490132768475845,0.10568293312812975,0.006226743764278042,-0.04275732839894417,-0.01529490483196405,0.05925837077362329,,,,0.08246719226905078,-0.020283897847549717,,-0.006118613022016495,
NCAN,0.01387042696416522,0.022581076163668362,0.007719612352009803,0.011472784012178674,0.028424106843449735,-0.017350969708073875,0.0072213961051448014,-0.10590866947893451,-0.09482524948565145,0.0028048986240843963,-0.020356632027688414,0.0067136742696666425,0.1162764184545254,0.05973536991195021,0.048979180994247494,0.02735011148807841
PRG4,,,-0.013851465654272142,-0.024544793442670947,0.009226786381144242,-0.018884765994827586,,,,,,-0.02725252293381723,-0.029930132527831912,,0.006951384178156328,0.022215721420657905
ZG16B,,-0.014645466412499128,-0.016076319922445827,,-0.01675966161668635,0.09898862651303032,,,,,,,,,,-0.01569168672031803
TGM2,-0.04901330834538905,-0.000470680117454619,0.008649989287156478,-0.02440614978886917,0.008858634622338228,-0.06356458285146575,0.026641782444889472,0.022608536127689826,0.0005660854457853004,0.010073882269506274,0.04782551789951782,-0.02786962445062401,-0.014777410265839884,-0.04307893851529285,-0.018555026586480526,0.016064989496862726
VEGFC,-0.010431560517346207,0.04991106328159942,0.08140527826332929,0.014017961012509239,-0.020466209049339653,0.016573861350910355,-0.0009497925184276829,0.027799143261802342,-0.048240843946614306,0.03447953026089944,0.013941728448604737,-0.03202152526807778,0.04333778252172368,0.010019838275935444,-0.028701634934400963,0.029539074114368787
WNT6,,-0.013544079311950835,-0.019158360554248126,-0.03382036232512638,-0.015264918533019952,-0.02246756235690597,,,,-0.0066418684581504555,,-0.025113002479893603,-0.004827069550108698,,-0.029875545084240996,-0.045634557034484255
NRG4,,,0.05254683035079374,0.028858165271664668,-0.01933498344616006,-0.00449900128522347,0.058421020152711764,-0.03919009450123715,,,-0.03879357327034336,,,0.0007854087127325853,-0.02972613500334564,-0.030304272636429354
PMCH,,,0.04023187502355464,,,-0.014777270515458277,,,,,,-0.025290698605933158,0.059779225030388045,,-0.017115081213027218,-0.009267515169007723
COL9A1,0.027090762447665864,0.0060041190910475346,0.015103105862233982,0.0021160781102491657,0.04258802980296056,-0.02705772482927388,-0.02584181622706048,-0.03069931154670142,-0.06910309764785173,0.08116457991092883,-0.08449648914026005,0.0380463279967854,0.07799796259804098,-0.026563447277691953,0.037499146121461754,0.11813212017325857
GDF11,-0.004895716735663471,-0.018192429013348492,-0.0009925968519152808,0.005092647703826791,0.008994784618152354,0.011299978040795607,0.020097863817022128,-0.0018001896430459815,-0.043706600562112084,0.03861209623228238,-0.037331196583051174,0.009525953716975075,0.01330373995107695,0.07721650675955737,0.02442073540248093,0.08281287297108399
RAET1E,,,,,,,,,,,,,,,,0.021077959484743
IL24,,,,,,,,,,,,-0.018856135452382072,-0.01907448723454784,,,
SORBS1,0.016333039601332845,-0.025243310481919124,-0.05546548171241729,-0.0755928540080003,-0.008235282263813775,0.007364112188690676,0.037955030735188355,0.06281864988873032,-0.03962831849703656,-0.06860211122406194,0.07074394095871056,0.05524938236180785,0.05977204021940216,0.07346815190777829,0.012299247901142042,0.058532578214815154
DLL1,-0.011977495301448414,0.017538023216348154,0.013678989518871495,-0.0015475028661932956,0.01555000991988165,0.09218721647346016,0.04841551609315651,0.05783296576363316,0.018346853555811116,0.08605524599794961,-0.025978816584354903,-0.03719407350490496,0.0497492541701249,0.042672071559851595,0.05891525804015287,0.0893525996132929
TLN1,0.014372140742802192,-0.005468763395441859,-0.018611646489462022,0.015910210552961705,0.02960923504601195,0.021080536077448808,0.025388347540631725,0.07673645874632691,-0.04915366589660269,0.03566194165983522,-0.035007465398281756,-0.017997679401156996,0.06609035739676897,-0.007638712829101529,0.009301346133004268,-0.04801442446651539
COL2A1,0.027767492852739335,,,0.012221651097731044,0.09260338171670483,,,,,,,-0.03051551574411148,0.02907621039704658,,-0.036055675871792314,0.027152271186461855
SHH,,,0.02561096345979821,-0.02092263421403219,0.09170558687988023,0.07722721719522976,-0.014006906271629972,,-0.01968094304430194,-0.0077213016253608975,,0.04617462081978404,-0.011106135059752083,-0.004771365716390202,0.015589680943840998,0.019766414260103855
PON2,-0.003993420186932784,-0.06179317107057902,0.05473043290311863,-0.0008991876130624029,0.029136657583576014,0.0410732212509069,0.013062097189674769,0.03631702856761512,0.028695292722269405,0.1062892185541079,0.05667883167825824,0.05492229425914013,0.1171070033177747,0.028245464064296313,-0.0490274514451452,0.07519153115973592
ICAM5,,-0.01743427185474719,-0.02243398807743433,-0.011042298428991697,0.04264687731811463,0.032870011924027685,0.05322753170459253,-0.05659634669173102,,,,0.013400893062205632,-0.046520689660393875,,-0.004925460817376389,0.03162984706081795
HPX,-0.013331532557094508,,-0.008216161228717784,-0.013296051446944866,-0.020864560042905895,-0.019812134480185258,-0.01219924146468968,,-0.036716148208912565,0.062301547543860095,0.023748575097258466,-0.020223554815385684,0.030883850478202225,-0.02971288299288493,-0.047375324683417715,-0.01334727721145713
SFRP2,,,-0.01639314579992232,,-0.01143507964904827,-0.01651211851982727,0.027218380240728066,-0.046957585307967245,-0.000503680785607027,0.006693378138623796,,0.008345157895289128,0.04893788651525676,0.0282247485389108,-0.021244037482509866,0.04563510081833309
CFC1,,,,,,-0.012705501831835418,,-0.031977765317772605,,,,,,,,
CD70,,,-0.027863683552220627,,,-0.023700209522191183,,,,,0.07018585320431073,0.07206385627483379,0.004352459020580576,,0.02788495265406379,0.04178350147894766
HP,0.02055649714845145,,-0.024212808286549422,0.06547958636873144,-0.025730153931104463,-0.013363770744452377,-0.026890864289743997,0.03973516190982913,0.029926781662531304,0.03096946125644055,-0.09351035332968478,0.08537834920340767,0.09422785349055991,0.09520163234935093,0.00920223285324573,0.014960750050671781
