,UKF248,UKF259,UKF260,UKF275,UKF313,ZH8811Abulk,ZH916T1
IGFL3,,,,,,,-0.017325830591032956
BMP1,-0.05478375869041531,0.01380594825771768,0.017049402552407923,-0.006889844610024257,-0.015103176348760421,0.01851736540623289,-0.004433761469353759
NDP,-0.007028966703933038,0.02885219594600301,0.03195092029941322,0.03494042314297262,-0.0015740211524359914,0.04543658569219427,0.11755842448611234
TNFSF18,-0.03782270561331111,,,-0.011245537599956288,,,0.00010485420506803713
RTN4,0.014286191426824729,-0.026577836855795563,0.06094491431505713,-0.00405415603243155,-0.05731925499197282,-0.03307041679214171,0.023299158821671367
HEBP1,0.00815014465204223,0.0254099112781095,0.0187425251307474,-0.016791789958939617,0.009807283395667707,-0.007244173043973681,0.010981316421920309
WNT7B,-0.01372556608357482,0.022321300646763947,0.03191199752807242,0.06029694079712027,0.021116214071285028,-0.03890238462051628,0.030616246764065536
PTMA,-0.008018365967448824,0.007468345463740567,0.02879370370529676,-0.007687647900910835,0.003588998935522366,-0.08748579328349103,-0.08275402142057216
FASLG,,,,,,,0.012352758506401823
CEACAM1,0.005215841705806514,-0.028461486360783335,-0.02266610155370912,-0.017686551574905843,,-0.021798924841110314,-0.020907427887379215
PDAP1,-0.016460059671394075,0.03760083369521222,-0.004842452207946771,-0.010927982487899852,0.007818419611856328,0.0458458793290493,0.015068919902334348
QDPR,0.0367924263035665,0.016693603323556565,-0.03299048369453952,-0.01875893796290549,0.007858121847040002,0.08783669375168265,0.007433135400570835
POMC,0.04042822150069185,-0.026504490881948926,0.02239842510720469,-0.01304843255482338,-0.007313203114352111,0.12160856318235005,-0.012118709161462328
CCL18,0.015322301521185964,,,,0.05330881586002014,0.12773336181252926,
CCL17,,-0.01649662951836803,,0.025565144634100565,,-0.015465282077147409,-0.013620003938221496
VEGFD,0.026652825086876622,-0.018379067001648423,-0.004697209290807869,0.022645060240649554,0.023487668254700344,,
TNFSF13,-0.022669889962368718,0.13855396900781164,,,,0.013160010073072336,0.07316583386041914
WNT5A,-0.020849278653975838,-0.017240730409991516,-0.04241963456356348,0.012650992910799533,-0.055348211212118796,0.0043473392865503,-0.0019160958407564203
CXCL8,0.0008577793547053911,0.049321970188563054,-0.006841926127427172,-0.004781972711137091,0.020628487226048424,0.014987429301740709,-0.006053530572900268
GRN,0.0040749469902038584,0.01946550074018321,0.058380452036263186,-0.008691829168151472,0.009804164316822985,0.02730615073073031,0.009251153664345885
MIA,-0.012371608255667237,-0.015673589710849,0.001465559873077469,-0.027567059747009844,-0.020927107428061795,0.09038661124604226,0.05588745538777621
COL4A4,0.01596044159789286,-0.003222031589714804,-0.024355950602272677,-0.01464292524487656,,-0.019142520911349055,-0.039997669937781886
TAC1,0.09450714265983794,-0.023573227142788682,-0.0392761279651944,-0.036881577096703845,,,-0.01790488011708485
RARRES2,-0.013419993173172268,-0.033000056897741506,0.08648189224936134,0.014634895067783683,-0.009823276812748997,-0.01741628612772034,-0.014470538425543382
FGF7,,0.022749071166405066,-0.005498756061836211,0.0679167432341188,0.02739370930501344,-0.03815456768599761,0.04183905706784259
HBEGF,-0.03188447752890392,-0.0008701288679434954,0.03566172971638037,-0.014935478401599332,0.017078770460589972,-0.0035162905444620736,-0.020376297259191926
CSF3,,0.039853630991954436,-0.006953307780722361,,0.03783989721362778,-0.008943599846741344,-0.014339763013345504
PI3,-0.020831788216158074,0.025062401172019834,0.03168758903869082,,,-0.023318620874772707,-0.03115554110876542
PCSK1N,-0.018658077521250493,-0.04788017498693528,-0.03883682678957759,0.024524839528445697,-0.048607128321102255,0.030456717887139575,0.0918953501042232
NTS,,,0.1535915995959178,-0.0167278399612566,,-0.036078893209451346,-0.021235233635221732
SFRP1,-0.005734890802691789,-0.014393946908737956,0.077396405300626,-0.01251938325055169,0.011822046996980211,0.02602367399168451,-0.02074178060376936
CXCL13,,,-0.024517222690313395,,-0.022731586843605975,0.040731444340290114,
MICA,0.009081163447021465,0.02105515516478382,0.05800143193966343,0.0073757381925304046,0.029236089601277822,0.047049522868785124,0.054490917408814565
TG,0.03911002322454819,-0.015533349208618503,0.07729721623738192,-0.01413003436808199,0.0030735185428679246,0.2387678794048865,-0.027965273076542316
ADA,0.006856109414332342,0.023845159045622132,0.024014404035130475,0.06448915565415266,0.04421458037256186,-0.023741503317783685,0.0004456066145957449
LAMC3,-0.0399731504389724,0.02726043256286976,0.012899848173850075,0.023840009742467225,0.029990932503231905,0.02502894513167231,-0.004370857845942221
CCL7,0.016362626022958106,0.040084938985483674,-0.02105709116247649,,,-0.023178893076507924,0.09545483307331509
NGF,-0.022605804147339776,-0.025732142463983018,-0.03469603602277532,,0.0029970896166545058,-0.010980653557914428,-0.04498943186579877
TNFSF15,,-0.012505807526582195,-0.024066821770198556,,0.027162156726084654,-0.02259681798438391,-0.005453810693387265
HMGB1,0.015511714260769336,0.02028533056361286,-0.04704088786435024,-0.031663458136923145,0.008386238555475892,-0.015169108783010204,0.009827654423642865
ITGB3BP,0.02040417760419931,-0.01998036685847273,-0.013441353753855433,-0.04122671520255685,0.03738124592857785,0.030181504814133175,-0.008893414925885705
AANAT,0.034950385300449124,-0.011379007050759225,-0.021685645749405333,-0.012707222483394015,,0.06498902803788485,-0.015898855796669345
RELN,0.010497654032375564,-0.0197514079679102,0.060494404726878385,-0.017647358261172592,,,
IL15,0.0482395623457206,0.019487914402415693,0.016039971997349252,0.06068167735478736,-0.029498772544660695,-0.0016786132219179203,0.009794107827127948
UTS2,,,,,,0.08445984923976561,
BSG,-0.007879478867241795,0.003552323918205995,-0.036520177171805744,-0.008950506908499465,0.042251980944907216,0.07477823537952155,0.07203625602074656
ADAMTS3,0.026147708911448297,-0.05053251504526794,-0.03580743701491416,0.019876025338043838,0.023478562177426783,-0.017747630977560148,0.027001531115517056
CD34,-0.04785763286701213,0.024228300878322635,0.022028716495677395,0.024439057811037546,-0.012298636452949515,0.09055160188784264,-0.0016405764396995517
PLAT,0.018996894172448306,-0.03372654525197557,0.017149439468527667,-0.041023946651001966,-0.0481813413780416,0.07733902019961915,0.01794065030811496
NTF3,,,,,-0.04629397553957926,0.03946980872365658,
LTA,,0.005701806076640471,,-0.012238379551201144,,,-0.002179234706734822
CKLF,-0.053324030921476966,0.01157373619430429,0.04542322342782971,-0.019037217157378144,0.07452531984428988,0.0002221210779789977,-0.00011742575636888874
APELA,,,,,-0.005890844117835076,,
CD24,-0.0031757939616672906,-0.010665511435315567,0.019136991792152464,-0.028203668336150265,0.06485316329355872,0.015314364653720755,0.0006819915045978928
HSP90AA1,-0.012217568447337191,-0.05483965026608388,-0.016973156703746984,-0.020091357520616526,-0.03471891787648486,-0.07214386864944553,-0.04945624090051313
BMP4,-0.002468737094963197,-0.006555350915081678,0.003877280276197633,0.03312888710029807,0.01983189057617282,0.025374730692629036,0.013203684158492766
SCGB3A1,-0.019108595157032914,,0.030542795704280888,,0.00915683500813003,0.012609250224133653,-0.03150693385509367
IGFBP4,-0.039188467572772424,0.01366999279440908,0.04615109631487297,-0.02221501744427892,0.04200839690106969,-0.014571985841747515,0.014332847522555921
RSPO4,,0.030992328813384575,-0.017017514391446883,-0.014233980471629794,,,-0.028221015046236638
LEFTY2,-0.039652421699340454,0.038394729787318664,0.06578905657232392,-0.02672663124213701,-0.031940149521547424,-0.019676255419594505,0.026222054215995865
PF4,-0.019822100097225855,-0.009798465604876403,,,,,0.05763633853751147
ANGPTL2,0.010257307419664336,-0.04702922271003667,-0.013043859397197577,0.014600176437118901,-0.03188543736678668,0.062290225369924755,0.002779416082350055
LRIG2,-0.017436748437818728,0.01448533451266891,-0.047054236306127685,-0.039624211501761715,0.020505610053725264,0.041987557959061374,0.05633022419441421
ICOSLG,0.03227937681264342,-0.012028925895167238,0.01803119759042873,-0.025282593548605268,-0.013593183135456325,0.06775191162637051,0.10948165309714183
WIF1,0.08132859173743393,,-0.004306328997613802,-0.010984025588413512,,,
NPPC,-0.047024613531860444,-0.015199836517741403,-0.0373042388535977,0.00459596450314868,,0.014542285481015615,
LYZ,-0.0025602567863806094,-0.0062093981518485716,0.08048302927014697,0.034805571798801664,0.0011923706737186877,0.029720587055349915,-0.013714355866257254
EREG,,,0.11775655039142731,,0.024701768075526487,0.004066351902166385,0.01859966254008244
SPTAN1,-0.01982138120506317,-0.004324867135151728,0.02125927149170109,0.014066904336576412,0.032535321482104286,0.038869280522425186,0.0483972719091746
LIPC,0.03402587578677845,-0.001288084049429323,-0.02885727231122167,-0.005999677040114736,0.005673452490704489,,-0.01161838554245593
COL8A1,0.01937968165569166,0.0030502891816563955,0.032541049356170665,-0.01568303501997653,-0.035319416228167186,0.05148366105842387,0.038416182465763546
GSTM2,0.02164491270718756,0.030178974460236728,0.0004142257926939798,0.032950029962293965,-0.03951011337909504,-0.02534723488470838,-0.007608688224441154
SPX,0.03673288717411886,-0.028853625562644605,-0.0454440509454122,0.008576100228994446,,0.09160305006653423,0.009111655336359499
MFGE8,0.007599374158799502,0.024982390562676593,-0.0203128103297335,0.03610484454011129,0.03987740881686542,0.023426050045973146,0.0170230903963947
TGFA,0.006141363337539686,-0.023259295310063592,0.03533143095350593,-0.011218441083664791,0.04478009734216129,0.05260010902313052,-0.008352118923422896
SLIT2,0.007878736545287913,0.02662009271870641,-0.020268407421744506,-0.003292273039642995,-0.049629086965049904,0.02965013487113131,-0.011167147310165668
PLTP,-0.011188644077080511,0.025417668411127456,0.07051099482104202,0.03271900659434507,0.00858493895080461,0.028619026771743376,0.059593335563956226
APOD,-0.005557239320994,-0.05818340487258674,-0.045824237598155446,0.0024309671811295936,0.02798766760212795,0.05446525720333571,-0.03952856594953121
B2M,-0.00380620037822896,0.08211429638386936,0.05593503425516808,-0.021329516893457027,0.04422858204111181,0.08710656524184322,-0.0329560596852475
OMG,0.0151686218865105,0.007110345815327686,-0.0819361279364545,-0.007868935625421656,0.07495502511086741,0.035268965692876304,0.03293011119131858
CXCL3,0.025053732651829787,0.05043557367151307,-0.014183933175302395,-0.0027034912684009075,0.012404596191550545,0.05034667942271789,-0.0023088224529550397
CXCL10,0.00643846896414225,-0.014636698491712386,0.08517959488266803,0.017697255508082835,0.028801926676960844,-0.023935180665895072,-0.03576674534497355
RSPO3,-0.025956598581692424,-0.011379006209979437,-0.028857254519297697,-0.021498275837412557,,0.035505284412834,-0.015249143517546778
CORT,0.03514303827576095,-0.025518295164446685,-0.035022635377585806,0.0010239032408190284,,-0.026430072105864615,
NCAN,-0.0063531243159872346,0.03368083501862672,-0.0629798350515843,-0.01792744944185829,,0.09022795483319904,0.0391174149782967
PRG4,0.020623081829558233,-0.011230588409864151,0.052268459141075356,-0.018190461975215087,,-0.025387302170479787,0.013098177610079628
ZG16B,-0.026497854140614785,-0.013034471347701977,,0.047021370964208845,0.08957858195001248,,0.02517273327135241
TGM2,0.030010021753480342,0.013657219006788611,0.04206075973145661,0.039725747279490596,0.020931686961293616,-0.01228691321939833,0.008132732160742683
VEGFC,0.0642119351023071,-0.02001591564576379,-0.03180518850656325,-0.01580598213399786,-0.006530327690166496,-0.015231194323737304,-0.03197229640978674
WNT6,-0.030831298935313615,-0.015533349853571405,-0.015585162483920823,-0.021641535767030998,-0.047115384095068595,0.17474069658368865,-0.005221594930446436
NRG4,-0.01759968875525291,-0.013668139847877002,-0.02942987632493725,-0.018682345827953754,,,-0.015249145226611947
PMCH,-0.020284588433993153,-0.01893853935758973,,0.0053917085081129105,,0.014475956229864822,-0.008248246088042097
COL9A1,-0.04614762377052094,-0.014275374491990121,-0.03869478661899647,-0.026062939555488693,,0.03972676261525507,0.0735744099680756
GDF11,0.012766518113980068,-0.013279020539915773,-0.06135433829385199,0.027858403482026686,0.006093757865183946,0.0007885892773327985,0.03586433680214126
RAET1E,,,,,,,-0.01672820396549383
IL24,,,,,-0.026570097250457666,-0.017565581346712707,
SORBS1,0.023372050447717355,-0.04038617978247725,-0.023710227634909046,0.01397596722114987,-0.015679216585313734,0.06373283439304905,0.0287443740360295
DLL1,-0.005896971664216168,-0.007883089677215228,0.007959304577297443,-0.04090189551378032,-0.01646518400815864,0.07778728816906749,0.07433695982506074
TLN1,-0.04000063406956118,0.03772712179085011,0.04397634795834574,0.06085867103776414,-0.005538021708690823,0.05924444631078033,-0.017540467903317248
COL2A1,-0.052812986158137114,,-0.018454024150768196,,,-0.03840066353886029,0.016325540242136737
SHH,,-0.011670425263978105,-0.029595760533461878,-0.013577838066424607,,0.016656289194393537,-0.020304995516827753
PON2,-0.005694820864300695,0.008786147952684367,0.014852346865740254,-0.05050152338839668,0.043621686661767765,0.06491036467144644,0.0476035032022398
ICAM5,-0.0223087635580401,-0.01818918609611234,-0.026241532376870436,-0.03159750309202549,0.039345313800538226,-0.03186635417688176,-0.006831482526139905
HPX,0.004113179058440967,-0.028395732341218765,0.005284837984600013,-0.01908373548331849,-0.0323677976683294,0.05068891646242796,-0.03519106262369113
SFRP2,0.015357806353977457,-0.01329134965331544,,-0.015905045587932105,-0.026222339035064112,0.01876637593440839,-0.024540571306037047
CFC1,,,,-0.01223838029082964,,,
CD70,-0.008796376269707926,0.028801136982127638,,-0.022828864293903853,0.02388767193736861,0.09550456307820518,-0.02326532635402683
