,UKF243,UKF248,UKF266,UKF269,UKF304,ZH916T1,ZH916bulk
IGFL3,,,,-0.04013482225844182,,-0.01688031934903311,
BMP1,0.01243694414574757,0.015647044541073858,-0.008666001574330036,-0.22496478762153946,-0.07004909526948978,-0.03409825953874359,0.04904808403601229
NDP,-0.025505995325089018,0.03331915784631689,0.017728833721635567,-0.11903623225312839,-0.028414382551186616,0.14121014974023774,0.02566472477479599
TNFSF18,-0.022852775079906233,-0.04351291812945226,0.12095448713774119,-0.03368507638858342,,-0.02847408085049882,-0.0282521656073963
RTN4,0.17181391844245505,0.022020159601426417,0.1647945156700229,0.35244195947197327,0.11781343973149856,-0.04500327970815283,-0.04619592662459317
HEBP1,0.0405340125417488,-0.030441170419388527,-0.03839915927258415,-0.059384624493477284,-0.02725058443411396,0.06875645713195523,0.034444770563054165
WNT7B,0.21171843243343583,0.008812419924052317,0.09709005122030563,0.43218740552460844,,-0.01089902931550878,0.034710741224328386
PTMA,0.012561057023303,0.04021291149355293,-0.1173407881470757,0.11633752150882341,-0.08213665274448446,-0.10490205724892387,0.02751156244088601
FASLG,,,,,,-0.014640295212612254,
CEACAM1,,-0.015518060041759244,,-0.017446983052148087,,-0.02036982052037949,
PDAP1,-0.04958835108047487,-0.003336192980658059,0.007542191739358267,-0.17228393057658084,-0.03267449159182608,-0.01543237357418438,-0.039216774375700425
QDPR,0.05525476736929307,0.013598771217182297,-0.11967980087465822,-0.03318909920003407,-0.047822164068392424,0.07181354042676456,-0.07440410990657728
POMC,0.06960559661239557,-0.0033750645699495694,0.016191547739506873,0.07255474980053819,0.05137078579037199,0.01189939225909782,0.09174770733622843
CCL18,0.008729481153570006,-0.02391018086870502,,,-0.06075320804972461,,
CCL17,,,,,,-0.013269783217853824,
VEGFD,-0.017393932348295563,0.016424755354192702,,-0.06723659319870649,0.11576961185006289,,
TNFSF13,,-0.02608044691517472,-0.03006154157698454,,,-0.02162200416969099,-0.03073432630081065
WNT5A,-0.020345151500915745,-0.03153598981495004,-0.023766535731172968,-0.21816143197472518,-0.029223765885529586,0.024803510881516104,0.06886028415744835
CXCL8,-0.02556016664857718,3.0044353061980973e-05,0.021751089420639122,-0.10041473241745472,-0.03269074436624867,-0.03241016279574131,0.025079514069534865
GRN,-0.034758286275440246,-0.03795755568086741,-0.16041587110755934,-0.27487001175846476,-0.07286833193921766,-0.07340449317063524,-0.06308143974223142
MIA,0.044776150383649654,0.00825499376990086,-0.04022180149108713,-0.06657611516539505,,0.054657093939205065,0.05456088659083402
COL4A4,-0.01699350172053162,0.010296086689135439,-0.0028132535914587023,-0.029214663482690733,,-0.03896918177858774,0.055738548311648636
TAC1,0.30876133719053117,-0.0031958854675158406,0.07152175730240974,0.3602881701705581,0.05938488672952632,-0.017444479368219783,-0.00862899410645024
RARRES2,0.007533871764887678,-0.022467082462769336,-0.07101430702800574,-0.26819270000595063,-0.058164320883758426,0.016386504609615337,0.12471353081405072
FGF7,-0.014061015100762344,,-0.029323472721573013,-0.020380382718890092,-0.02027509089966265,0.01424315048247675,0.010302138355338308
HBEGF,0.011241081259132528,0.026026081214511887,-0.01418318275327745,-0.12782237189995185,-0.03584102289607294,-0.03754418874604993,0.04106554506934136
CSF3,-0.034761167342869125,,,-0.04184302060364772,,-0.01397103462272131,0.035196190118502495
PI3,-0.04117978633708402,-0.027128306777491697,,-0.03128668013586241,,-0.030354416813937843,0.05041181613785347
PCSK1N,0.15486537213799054,0.0719485144285176,0.03814422439633346,0.19189198160668483,0.07778480728743839,0.06778572753432245,-0.040909560372981484
NTS,,,0.04383226314535272,-0.05143010567593865,-0.017847606821271463,0.019821978591822352,
SFRP1,0.2764032013245188,0.07541049315656258,-0.02583605590594941,0.019127310290320512,-0.05910147067637972,-0.020208432641631476,0.02432425617918311
CXCL13,,,,,,,0.004012135234310939
MICA,0.02856268448959096,0.0033806082695123155,-0.012714064413735519,-0.07676983453465211,-0.025104458501064054,0.04324400155151303,0.07981295943156429
TG,-0.02771019866412515,0.028089019105725203,-0.000620246022426232,0.025885793912652916,,0.16353993390631125,-0.0018863395496229614
ADA,-0.04097885691704636,-0.03799143138861189,0.0017088501877619868,-0.2244507359617651,-0.06215490436599466,-0.06862309016930744,0.02192729429499721
LAMC3,0.05039414179247533,-0.0393587804075995,-0.02611034459101408,-0.18109421401980666,-0.0017457374063532287,-0.04630567807797089,-0.011062289826830642
CCL7,,-0.021983377611414685,,,,0.06922773033513611,-0.013794634030084865
NGF,-0.020026896644497232,-0.000945602165933502,0.09432411160608412,,-0.017847618572736385,0.007765943649770648,-0.0409492655258126
TNFSF15,-0.024775770574162293,,0.014784047542072985,,,-0.03868218091728731,0.022109230026210062
HMGB1,0.05570282646478268,-0.00843584910475431,-0.0020484791546796985,-0.23592354258839898,-0.09268414561708817,0.03379623404194464,-0.03191426444062165
ITGB3BP,-0.12067961041006793,-0.012337133255535836,-0.037343196590445424,-0.2199633706079689,0.006149926071749091,0.020505580503976783,0.010183410862852203
AANAT,0.04566609432395948,-0.03189453637676745,,0.0301403753598362,-0.016779386239753086,0.011553406140016665,0.0014656472674418454
RELN,0.05007073488619227,0.03848470036020079,0.02689007277215435,0.23855684220575593,-0.0007284626991431806,,-0.0006221322245898383
IL15,-0.01775877691588682,-0.008790260939231697,-0.02161201578643467,-0.09845052466472574,-0.03438471034511084,-0.04952028858283197,0.019579479301640987
UTS2,,,,-0.06621755294748993,,,
BSG,-0.06819102447317489,-0.004084855695388946,-0.05834127447833178,0.2627477696597201,-0.009638481014050916,-0.018455664151865874,0.05767409044923451
ADAMTS3,-0.01074792102218244,-0.009368761896637837,0.03339270571983251,-0.24985957245090984,0.012772141481532865,0.024169189188724044,0.05547643858333948
CD34,0.02759899288649149,0.009933627465038364,-0.021484003880917635,-0.080482325945471,0.012383419334072186,-0.04016236883596886,0.043177089921308164
CCL23,,,,-0.042946153642154206,,,
