,UKF248,UKF259,ZH8811Abulk,ZH916T1
DCN,0.11420142215935057,0.0202908619553514,0.09528098499851757,0.0751747602252421
RARRES2,-0.0675767542957214,0.022468576060724305,-0.04086852860529685,-0.020628812368073013
SEMA4A,-0.039843343102945426,-0.014897638405101957,0.028539699325563935,0.05573983212622468
GDF11,0.02000243264644772,-0.04631197124673353,0.05554434998078014,-0.03159741734771351
GPC3,0.11874912564075221,-0.014504097571696607,0.06743928922354048,0.02628624478656048
OSTN,,-0.01877782670776107,,
GRN,0.109182506303228,-0.03337051816590124,0.012269608460324906,0.1139151343049939
CALM1,-0.034418987592632684,0.01574212509368771,-0.04783274047529407,0.027655152478016743
ANGPTL4,-0.017283672806883425,-0.04530020822494302,-0.06102456257105785,0.031494789525206394
BMP8B,-0.015807099662212522,-0.014324222386403799,0.010624745462551287,0.10358873974250868
TNFSF4,-0.02627072516377927,-0.02228177418618607,-0.007101627031403957,0.063501919654598
RBP4,-0.021557144022836535,0.04771915101757118,0.024841182224258535,-0.020938437597027505
DKK3,0.0203829716635159,-0.0033778243480502962,0.08876993169746004,0.019826247065976122
COL11A1,0.012742632187372436,-0.02242733564946732,-0.030142624089890307,-0.03151733388909958
COL5A1,0.08629185281365634,0.02805450319803999,0.033669635520187174,0.10076172518166046
KISS1,,-0.014593280917974932,0.03814823619259642,
MEGF10,0.0030334865149141857,-0.02770337746308634,0.054966108077305814,-0.023604622091873542
CEACAM1,-0.017332503492795102,-0.024713452367460715,-0.01876378603025162,-0.01579960881122576
EFEMP2,0.07230549398240968,0.012526683247738786,0.019970274618401902,-0.021170505387021123
IGF1,0.03282102728773503,-0.032576923574590334,0.01593822047425759,-0.00789646597941251
COL6A3,0.11494213708482907,0.044670260051603274,0.059311607318712455,0.12411687147357436
RLN2,,-0.011868211579730517,-0.014467017684338574,-0.01423223794424837
WIF1,-0.025679782248561295,,,
PLAU,0.10348905477440537,0.0027297353828543685,-0.038569893646310596,0.05302730425557293
CXCL12,0.11221747585360325,-0.05005091561408188,-0.013150937101258678,0.08467690317218524
MMP9,0.1382412571177934,-0.05519036516775962,-0.03373719148980479,0.08120820169390444
TNFSF14,0.018889308578707947,-0.022161290572955707,0.0020551831017509388,-0.02723609030925742
HBEGF,0.08446304772582496,-0.031136654444541417,0.04484375625925862,0.07536384716247031
NUCB2,-0.008236668466568519,0.013470587607671699,0.002888133260317022,0.021852784142956813
VCAN,-0.01909402102952243,0.041767681111851994,0.04860104958834497,0.010023021428047986
VEGFC,0.02614018802985105,-0.017380061309246415,-0.0256765843564346,0.011001842367924527
LMAN1,-0.06593292911886059,0.015439496445759393,-0.06132965735423292,-0.023804001299899038
IRAK4,0.029076321889258565,-0.01738404761275659,0.03644210811777762,0.05322429622950063
MICB,0.020166079432496653,0.04031457112178505,-0.01495565630715833,0.009541541859995992
COL1A2,0.1097207481148866,0.015368333846595887,0.05191639765515055,0.10424037555795113
ICOSLG,0.038585066695720545,-0.02852861088658534,0.09351556585665935,0.08290616550600077
GNAS,-0.031371794255136094,0.014100077431457008,-0.04225503616790124,-0.07785859427786339
C4B,,0.002455518211814511,,-0.01294410956910563
COL2A1,0.0419935674705832,,0.01981674696002991,-0.01677084885680187
GSTM2,-0.023325832099996238,-0.02175289176651997,0.013799588571052918,0.014662880967931781
NLGN1,-0.0016064930036270313,0.059740942316934866,-0.020197451341559095,-0.05875020309389738
SCGB3A2,-0.006711417491230342,,-0.01805331951948373,0.06671597439353293
LEFTY2,0.10988204286223083,-0.01650980584757365,0.08376559576056315,-0.03720707545829694
ACE,0.1142053051320817,0.06391848242208716,0.1000541777057144,0.09219037341915594
RPH3A,-0.044859329942697326,0.021242909587742914,0.04635015441578849,0.06781307046713626
