,UKF255,UKF260,UKF313,ZH916T1,ZH916inf
LRIG2,-0.04305356272531165,0.04832654965179579,-0.009581989596577944,-0.005971254361159892,0.06484482768390697
ICOSLG,-0.018349058368755507,-0.039093449333830306,0.06355679579275152,-0.016403298899766196,0.14501816741210735
WIF1,0.03715242132205648,-0.04950253495748756,,,-0.07389284696720637
NPPC,0.022978458156099422,0.010274405014997426,,,0.005565263285522463
LYZ,0.0003992224979089031,-0.010514153156666433,0.07691578175831461,-0.00946575699912454,0.04579577559906874
EREG,-0.03659524689720416,-0.032437065649522825,0.03871745962570226,0.0016122687491845456,
SPTAN1,0.026812665839037977,-0.05143521758772344,0.05035045666856552,0.018508479565496103,0.05702670376210965
LIPC,,0.044511404098102524,0.019663198641980927,0.0037222120127677915,
COL8A1,-0.033896387089601875,0.022109675031256458,-0.028631509612636087,-0.040726851011546904,
GSTM2,0.018116681661776945,-0.01983929031237935,0.0076882721280283305,0.05422277253550626,
SPX,,-0.035180474394794346,,0.004813701817868264,0.07394395530705308
MFGE8,0.022054881926301236,-0.06152288876490987,-0.0038700266904158802,0.013752496348901692,0.031272396333263494
TGFA,-0.04109766848073544,0.04922702473386501,-0.009019425432868065,0.06745070701299001,0.0547000841134851
SLIT2,-0.02156963295711141,0.00036122267678871667,0.008244719932803384,0.019143112148890595,-0.0528400474648711
PLTP,-0.012081826216642897,0.04247037672538129,0.041484628938451194,0.034516220250941664,0.025877416010894053
APOD,-0.048606536437242186,-4.95052155543789e-05,0.0017959858938529525,0.07557385294800098,0.025598998561410544
B2M,-0.06787502899772012,0.014603680748798217,0.059462117837264475,0.04341033391902851,-0.0003901284478668504
OMG,-0.022393231030048796,-0.023890037410576822,-0.015615836333479618,0.014816813150593734,0.0883403515208893
CXCL3,-0.029376733455992933,0.051619041087079,0.07711912204101536,-0.05870250386111502,
CXCL10,,0.007394054093331043,-0.0028918129697910445,0.024543656882773775,
RSPO3,-0.02714929328069866,-0.022316349703594928,,-0.019226687244136377,-0.03155917723654597
CORT,-0.0062768630290054766,-0.01326082472541149,,,0.0031053740673382354
NCAN,-0.05560792170119584,-0.026212088051538487,,-0.018055882117900886,-0.06857138928551658
PRG4,0.0051767372286695805,-0.01597842626796326,,0.10141307678867569,
ZG16B,,,0.00025191165438706353,0.046051392596336574,
TGM2,-0.02642465357642458,0.03188528681938167,0.010913528704193166,0.02894517968798296,0.10553969850575447
VEGFC,0.06943207890835837,0.006573259824616998,-0.047893489097443905,-0.0022806604438481456,
WNT6,-0.013255191845289598,0.010897534006870276,-0.01857046281282569,5.77274285573907e-05,
NRG4,-0.020349854735932156,0.025904250993904556,,0.0025175103459189967,
PMCH,,,,-0.04146004637432315,
COL9A1,-0.04830227535407893,0.025865131519266574,,-0.054320451485246085,-0.05134674579147334
GDF11,-0.0917498609116688,0.010824136626392505,-0.03654138909522214,-0.021364179365076265,0.05861977442387372
RAET1E,,,,0.017745559482985614,
IL24,,,0.004538354493885843,,
SORBS1,-0.03636516766804292,-0.02302671428268527,0.027722012241622893,-0.015441771452524298,0.027191643077232912
DLL1,-0.06391922986011249,-0.027508545472260715,0.006033558684488681,-0.024755693293179157,-0.04580902686313314
TLN1,0.0426444821049458,-0.015022038329467479,-0.011096105732593141,0.02013777554952242,0.09206812023410621
COL2A1,,0.08766586968422181,,0.061448542326233126,
SHH,,0.02869496831719492,,-0.008819259705934442,
PON2,-0.054496038983476304,-0.036351959786365746,0.02501739020774846,-0.06628971007828421,0.02995297691175823
ICAM5,0.17269090875003304,0.011813814909723754,-0.01660515454221918,0.07562549270145598,0.015955403298764114
HPX,-0.0271493004181569,0.00027973597933590456,-0.020833068321005153,0.01424156081651773,
SFRP2,,,-0.01731187924174878,-0.0007090351607548453,-0.016907979782955076
CD70,,,-0.012953221157033592,-0.029333788676519708,
HP,-0.06682417808008666,-0.028069604008992388,,0.0013583717346712706,
CXCL2,-0.02705244358782917,-0.023634819314976487,0.07365102664943152,0.043117880025355326,0.02954789072860764
NPPB,0.07298198536059333,,,-0.019503335114638486,
CCK,-0.02289884651359045,-0.07526115209805363,,0.02393168504224723,-0.039950758245388594
SEMA6A,-0.020692277653138174,-0.00406085625708397,0.06552019072702409,-0.009863890477447837,0.025813796770730778
IRAK4,-0.007747515020604045,0.05643768487628426,-0.03965196627728399,-0.015597260199075445,-0.00819600406744373
GSTP1,0.00607171001735095,0.04320295812067728,-0.00955870619672421,-0.04674505850217609,-0.03560660223789195
VCAM1,-0.04421312523910421,0.025190720535906156,-0.03732445582193199,-0.028030568075476707,0.0360293447012639
NXPH3,-0.05788238383016434,-0.03536419524209814,-0.033101355985288995,-0.01396237966125754,-0.06773553727428655
MTMR4,-0.019544905106083418,0.03857789904535562,-0.010538973993301863,-0.03859413460826179,-0.07109860464263108
LAMC2,,,0.0052089811886417235,-0.002767909517972513,
IL10,-0.02833117112105536,0.0551951481369596,-0.0025850505292313703,-0.04768763499490733,
SEMA4D,-0.011846895388901643,0.001039415693330453,0.004049614642855216,-0.00944455433858391,0.03648029593452584
TRH,0.028449938169442985,-0.014043902063624417,,-0.021845043250797204,
SEMA6D,-0.10107660345315146,-0.06777511140393405,-0.023637680986994335,-0.07416801533567204,0.07561069156611964
CEL,-0.023009876065506304,-0.02770715586530616,,-0.0032202664833696853,
PDCD1LG2,0.08591958336777686,-0.031225398974640096,-0.004043793386212092,-0.02266008866209534,
SPINT1,-0.02762740184420151,-0.037459302464705364,0.0465509518805505,0.015220512507717018,
CTHRC1,-0.003234617622889478,-0.0302878165023672,-0.12458029382795903,0.05406615527978123,0.1785443236559335
PODXL,-0.05761107579463102,0.0011637770542431759,-0.04624650258890616,0.0005326963232412873,-0.027456989727420167
JAM3,-0.028602323522906696,-0.04998784482168477,-0.051326386519811265,-0.011328682180492558,0.017213591185947407
TGFB2,0.008769634084959163,-0.009291062910563485,-0.012525706954799166,-0.024026424068081077,-0.016525555444644933
COL18A1,-0.06786114303677508,0.0192491117022271,0.028583694529719383,-0.0009047239393285436,-0.08536826568027711
NODAL,,0.044364849474670225,,0.024812390752143487,
INHBB,0.048192255714979385,-0.00975143323559214,0.03057076322142686,-0.04815157807963355,-0.06138007107749159
LCN1,,,,0.05222851007609827,
ARF4,0.055976547364219344,0.034435308624249886,-0.055544998750698606,-0.008039687058611552,0.13302955558083143
CXCL14,0.0037849381725271122,-0.012935818775395035,-0.008217003032027381,-0.08935160623504436,0.01532504836311958
LIF,0.03050352483141054,0.03672573369610243,0.023595547908114897,-0.029876551040063096,
IL17B,-0.02096801467681985,,-0.0027923976159768904,-0.0035832082343499024,
MMP1,0.012573447308567473,-0.014043898999987689,-0.0408113945734532,-0.01117304506307433,
MATN1,-0.0019926222131995803,,-0.017541470298544637,0.11849295284580169,
ADAM28,-0.0036838894244685806,0.0026370650124600413,0.0020517112497476344,0.04979747363227094,0.007178619587386125
TCN2,-0.03229035295334387,-0.0353497914049188,0.07611001003842986,0.05563911433715815,0.05642719341660303
THPO,,,,-0.02876103319090143,
CUBN,-0.0328886656533245,0.07874603674731807,0.0010007190554076895,-0.014736728383917931,
TIMP3,-0.02344414975018892,-0.020687576674663366,0.0015222691917224625,0.0705355054247872,-0.05635712034963719
PIGF,0.012936022855166632,0.022979302037849352,0.0133952499234709,-0.03530269151620452,0.15508334408902835
CRH,,-0.014271161231754106,,-0.032757972504988714,-0.03696458136086789
BDNF,0.011705797942633463,-0.03111338766507422,-0.027057684686011104,-0.019810257019583714,-0.03740811871084144
CCL5,,0.009280669983578124,0.06012721907226212,0.03005406858298108,
GAD1,-0.01720806329087727,-0.03688208297115725,0.01683865570644233,-0.0011466740536017945,0.04381762916993452
COL14A1,-0.02230984618876539,0.056823261461828235,0.041741763569403324,0.05142385370529326,
HLA-A,-0.01545249042682688,0.09106445121631242,0.10484197359187675,-0.012836657279410617,-0.015846103855325856
FGF18,-0.020967991261594158,-0.019471717383748845,-0.018213854077062566,0.09102035732840144,
ADM,0.05703836898888772,0.039032034778878205,-0.0385692622652228,0.008280002942851049,-0.06738858413016745
CCL15,,,,-0.018946205835553873,
GNAI2,0.06485130563447455,-0.02471486313553221,-0.0031788944218318987,0.06372247951014935,0.08870834463942072
HDC,,,,-0.03380955852552825,
COL11A1,0.03721977063182658,0.0066238607559072115,0.00195413064195207,0.021477265865042172,-0.05421596658763121
NUCB2,0.025404149026026362,-0.016178259960524292,0.04490184263030367,0.007119475335820609,-0.028698661348687874
CXCL1,0.004595572146100917,0.03382265655067791,0.08707949665524442,-0.020259286854318156,0.18545381341168474
VCAN,-0.049809242053071176,-0.021904821090602218,0.007226057841526079,0.06559683428293263,0.04639332521609492
MMP7,,,0.00724540404132509,-0.014742107042856875,
PTPN6,-0.04433899308002801,0.038054013758957464,0.054177288437357966,-0.04164791613837698,0.027756846029719978
PTGS2,0.0240403633164205,0.06174063957514501,0.0063716181326603175,-0.027667399343414622,-0.03331221645087363
XCL1,,0.033117738927136486,-0.020340822741241545,,
CD58,0.030337767408589032,0.02100616788905888,-0.008686858128336857,-0.017270816150355528,0.03975922674399865
TNFSF14,-0.024724513309883088,0.003224446815473625,,0.0015892958562515028,-0.03950432033516584
CNTN4,-0.024104978292568253,-0.014167720304005944,,0.11422079120335861,-0.006546314636104991
INSL3,,,,0.10440869321167398,
BTLA,,-0.015568282509413068,,0.04153862531540576,
MFNG,-0.009760229719586089,-0.0016959392788447481,0.05337358427714493,0.05621948654131668,0.10423557103006398
ICAM1,-0.011194825475646724,0.043349136244503296,0.001981657718532169,-0.02546256543445182,0.042361445219399545
PROS1,0.0406997569739292,0.058450681508967026,0.04767194210210451,0.0038879599822217504,-0.07480012164253615
CLCF1,0.04000092123860627,0.028970656529439524,0.09066277125044678,-0.0606364377824427,
PSAP,0.028298968790155032,0.08141366662324856,-0.06109225969882939,-0.060629119087579536,0.02641473137917781
EFEMP1,0.022359704099031687,0.03598353372855974,-0.02452539898957148,-0.04313737232383784,0.061064414026079844
C1QTNF1,-0.03526102746428396,0.02684712155195807,0.044274982999786355,-0.035685539364093966,-0.05058747105008977
ALB,,-0.005341170572947572,-0.016605160001349484,-0.029333797831238052,-0.043554182013397606
CCL13,,,0.01927868469074326,,
EFNA3,0.005461115648885914,-0.025669149924343514,-0.03289539231109903,-0.028089614660876158,-0.06421701324791686
DRAXIN,0.06295424124359478,-0.022383078374800136,0.017031275110523766,0.009981477024118428,-0.051346810037164854
NPTX2,-0.05046718394796027,0.011469301703187003,0.005724175916837735,0.017753653513141274,-0.03236624157001512
FGF11,0.0633088913426251,-0.0016811114293458804,-0.008566297897257776,-0.03122330500378017,-0.049814586075540186
CD59,-0.006252733927057593,-0.019431623210925685,0.03433973847676012,0.07200683406552043,0.029617928937857377
COL9A2,-0.0034929211670205957,0.021507641992533747,0.003841988061210794,0.012134885415471891,0.06737306530485014
DLL3,-0.025548798010353577,0.03571648550052285,-0.021278178085242887,-0.014569894411854833,0.029293163625390056
FGF5,,,-0.04006137459913156,-0.010118955603131577,
LIN7C,-0.06987942722039842,-0.039248198522395084,0.021161462418173377,0.024746083245212908,0.08131432611074178
GDF7,,,,0.008232854570528312,
PSPN,-0.002358993207751736,-0.0328022486596875,0.04801491145256113,-0.028647228970438334,-0.06433803063123997
ANGPT1,-0.02463586360161161,0.028860121610591656,-0.01470371294595618,-0.03487823602305567,0.059107397274735886
PNOC,-0.03489671778639013,-0.062009027298626465,-0.016605160001349484,-0.02677419444522089,-0.042467985913694245
L1CAM,-0.026903946251819008,0.025695395346660144,0.01365465496033537,0.019658717277776502,-0.0747713457502156
APOA1,0.04686790183080386,0.06369920401647626,0.007110442221642132,-0.01859465207216067,-0.03300043747122351
PSEN1,-0.08039367587502338,0.011008059214394914,-0.0010792476670033041,0.049261432150320146,0.024204405807755278
CALM2,0.03342236410609281,-0.017318710405568795,0.08297937584255839,-0.06143651398315217,0.024520637226092545
CLEC2B,-0.0010587322502429491,0.05078345747246771,-0.057360148930440814,0.01335094442248002,-0.02203005789957047
NTNG1,,-0.007586983780421504,0.17374208033097038,-0.037702766913109594,-0.060949712992905275
LRIG1,0.03906500807327621,0.007681076113257459,-0.046312290449800196,-0.053863461416588224,0.043816721552122795
CPAMD8,,0.0005040523921583338,,0.07859227904134693,-0.008628609742295122
GHRL,,-0.03211022272886342,,-0.03731461091164297,
NPY,-0.019388161581736743,-0.03734657548995261,,-0.03275796334714059,0.0881359931497728
MMP2,-0.014360222054521534,-0.04327481468539373,-0.08756683862671087,0.00398179502785984,0.0009066301766997207
PPY,,,0.1117579578180264,-0.017632319784092552,
ALKAL2,,,-0.029003261774006885,-0.005095954193671769,0.07191091179907128
CSF1,-0.06495458055316762,0.04531703453406264,0.05915919503599532,0.05286737516159979,-0.056574141007945125
SEMA4C,0.0029778568953930155,0.055418959969217925,0.04914794725256453,0.0005938781625587604,0.005097305658643455
BMP8A,,,,0.06534056897850435,
ICAM2,-0.04190441473739458,-0.022634270743627522,0.027795647841416533,0.05419023591471785,0.20333357849829836
SYTL3,-0.06225297767853825,0.014173218986293456,-0.0035101755552456515,-0.02463978920367788,
IL1A,0.01073424356718718,-0.028065184439521808,,-0.025733114164139387,-0.01959123245610496
PGF,0.04787423614277473,0.02804054496085539,0.027389893745254055,-0.030772520747806564,0.06380074413571403
LGALS8,0.002339158594022772,-0.0155403894916636,-0.011392434044354447,-0.015024870563184592,0.008270898713861287
DKK3,-0.017330650941399774,-0.01235253978239957,0.053388782576974186,-0.02243098058785376,-0.010644198624641055
COL16A1,-0.04337503589052547,0.028323718087248248,0.0009264562027065459,-0.007575546051571761,-0.0838556671946894
TPH1,-0.028791930392690002,0.04089297361023978,,0.006379067991738907,0.04558546157992712
TNC,0.02794487189408815,0.05524816623860111,-0.11551868281642048,-0.06250729260692339,-0.004597265167984304
TNFSF9,-0.03206347640288449,0.006397001877108688,0.03271728494029719,-0.024683234464458814,0.0648409338364317
C4A,,,-0.018213863961206538,0.04971044779553725,
CNTN2,0.010126753468153737,-0.034560666551841125,-0.01928557613990787,0.0037074183464248546,-0.0665250954136264
F7,,,0.07686464867541414,,
LUM,-0.06761230396755769,-0.05962439570413267,-0.04885608632251355,0.043931572423205854,
BTC,,0.06698145955989288,,0.021401102524789526,
APOC1,0.022442963791551307,-0.02248602275789295,0.09426485569981204,-0.07330284748617696,-0.04927041387639331
PKM,0.07844788940776175,0.01968852630791378,-0.026879210271578278,-0.035803606998046154,-0.01843072091090651
TNF,,-0.021079951519820464,-0.023637682907410185,-0.003101275112390745,-0.04079468412721715
GNAS,0.007173668878313167,-0.01967673328898817,-0.08336924480986514,-0.010628980598072464,0.039900943325731755
BMP8B,-0.02097156755851354,0.03837144333021962,-0.018444878884899176,0.0013549564881251907,-0.0027522917765663182
LIPH,-0.020661082517700876,,,0.0005112373512473664,
CCL28,,,,-0.018080099823650806,
PTPN11,-0.047733037673886744,-0.013953144136700788,-0.021162853501618856,-0.03236780540366896,-0.08160444722209365
ADAM12,-0.08259532474302358,-0.025902139119946137,-0.07134479603780486,0.03727990601505082,
EPO,,0.05416128087259706,0.010582414097038518,-0.019226683562930974,
EDN3,-0.024371731658739754,-0.020459785368069992,,0.038279617608874016,0.10822374704180167
CCL22,,,,0.026432241568912124,
CCL2,-0.033960654093297085,0.03558424540623345,0.13215591793290563,-0.05682301776561492,-0.07413034973448179
DSCAM,-0.07158244183841032,0.0009400607022007826,0.13678508185043747,-0.012348847908116651,0.03614976189954767
ANG,0.004144918458746481,0.0020115110752433065,-0.011197050471800918,-0.00981289171368868,
FBLN2,-0.028331145720676753,-0.049842149808802215,-0.05897019472210672,0.11720397977761415,-0.032287131648950015
VTN,-0.0023190274964350085,0.055557224056454454,,-0.03135551162855645,
VEGFA,0.06598570488360439,0.04719249349244746,-0.08283163807360677,-0.05750574260071634,0.038361382992366744
F10,,-0.018786630148432862,0.010836334169033856,-0.020636256994633215,
SERPINA1,0.039022761226078645,0.005089088395389308,0.08953758455590283,-0.031060222816762958,0.0055308986494031
VWF,-0.07004864425096052,-0.02827149162026932,-0.009880758252879875,0.00534620202365365,0.08464639008380656
GDNF,-0.007604067861936345,,0.02401036535018011,,-0.04465713026667738
VASP,-0.028011391599581895,0.029915082836081686,0.10336098713930596,0.01657768338093458,-0.00592045993933425
ADAM15,-0.016153055455582186,0.06295046116853814,0.026352650106125423,0.025245684396307304,0.014442331939572338
WNT2,-0.006623069082931698,-0.016179812230169996,,-0.04675668137898477,
CALCB,0.02406544353406503,-0.024321436387370176,,,
OLFM2,-0.020937879396656145,0.03375013920440553,-0.003629632916810078,-0.018742617998598932,-0.01389130924710767
MFAP2,,0.014649836307467887,0.02705324056281673,0.050920011461918636,
HLA-C,-0.00169912074426195,0.05241161355268169,0.11732617637206644,-0.047378263701482154,-0.016113067766621046
THBS1,-0.021759854098531563,0.023255869743864798,0.07756064010751205,0.04085667242768608,-0.04331276254516189
HSPA4,-0.047143129608258796,0.02678483652491684,0.013955007977137382,-0.06998407776697013,-0.02917898462776508
LMAN1,0.11392810905456141,0.06280277003067504,-0.03791743965789075,0.04757239500997741,0.03406931612014366
LYPD3,-0.02833117158711799,-0.02013536015773711,-0.008726432277438799,0.014384172295929629,
APOE,-0.004491998668628237,0.06417906747018991,0.028119748608187087,-0.003295158479562163,-0.005689804446634618
SOSTDC1,,-0.025137519179921356,,0.031970573961082084,0.0012651032948637281
ANXA1,0.0252855482795426,-0.02426872762010378,0.1025529609347278,0.019078895459076713,-0.027607316938964364
WNT2B,0.04910787259024893,-0.0161254957058835,0.03351806926651791,0.02151712753019966,0.04074853874419047
AMH,0.006957298282130833,-0.025003114665339176,-0.01597382703774832,0.02714045960897509,
GDF10,,-0.01417013159944974,,-0.005508823239849193,0.0581266393442891
EFNB3,-0.00351649566112697,0.017847063429233253,0.025293016888252945,0.03396477259409471,-0.06667136982679162
LTB,,-0.028680046365778887,0.06174966960342452,-0.022518850587972025,-0.039504231627809035
ANGPT2,0.005311784449794567,0.0027249881357654677,0.03314512723385003,-0.02980829284271805,0.0627600987725024
NRTN,,,,,0.22724663430729128
ADAM17,-0.041284032341924924,0.05764421113633809,0.011254499014200295,0.03773572166077107,-0.06725831311886504
LRPAP1,-0.039515597664854574,-0.03791828436177825,-0.0005895952063605564,0.03159359214101877,-0.09657855227765011
NID1,0.04267072212211939,-0.042533683735582625,0.0692389220210266,0.017181208646056777,-0.08636429273167884
MST1,-0.02364163592543771,-0.06472218141595257,0.014276955816428067,-0.03588414204945876,-0.05183330245322685
CCL14,,,-0.02328881701342676,,
DCN,-0.08813348008224092,-0.029279648853670428,-0.04947306635731899,0.0722305774286346,-0.03660813316104403
IGFL2,,,,-0.05080011455639676,0.08483422152377522
COL7A1,0.08319088604230905,0.051815874865217694,0.012581004412029783,0.09062115590947128,0.10560587451076484
CALR,-0.01889852946080174,0.05038520797661983,0.0343672320855506,0.014223708044739068,0.09520437961958235
PIGA,0.023594150548263637,0.024418309083517244,-0.050609933153215575,0.07547067189251154,0.19367915608091818
CD200,-0.011444499916902605,-0.042135732790068735,0.03499968321718658,0.04525422252363617,0.07349820443815251
GRP,,,,-0.022813700408062035,
CDH1,,,,0.028188356483741975,0.0382379812050751
LPL,0.058330316846619754,0.030823997911342643,0.039861906149207295,-0.030907861871653224,-0.0494434696195146
SEMA5A,-0.03370361300929644,-0.019416302861139118,-0.09885091608833507,-0.019580499308127948,0.018319162591648498
SEMA7A,-0.04412906361771319,0.0342998005760005,-0.014615260198633682,0.031158219488040137,-0.06227415826627022
SEMA4G,-0.012492937719691028,0.0493874919573228,0.001391206534004012,0.00790951328066075,-0.009166042053636723
SEMA3B,-0.058772343617313615,-0.015226874801921609,0.01655346216472932,0.03610797770558275,0.05035956369534378
RPH3A,-0.01435450581486558,-0.04606619553434136,,-0.0056803470822130485,-0.004835362257143835
JAG2,0.03811517283694787,0.0002702588902478343,0.01910449365171411,-0.04866458721682819,0.07535788521590912
CGN,-0.023053075388312038,0.10018136210005983,,0.005437915198347032,-0.035726420099386105
GDF15,0.005629448057572802,-0.05162516802057437,0.0352279300260329,0.027520036678914183,
SEMA4F,0.010592818361173399,-0.0007573167365262593,0.012906222300186088,0.025420560228862854,-0.038432238944279884
NXPH1,-0.08076720564979246,-0.011489821442261095,,0.04579800868291347,0.0011753963833380356
ARF1,0.03222954303459249,0.03487000358029474,0.13058268641123244,-0.06368620044162367,-0.05257258451268882
DSC3,,,-0.02862472116185167,-0.0192266893989893,
EBI3,0.0038455184415499733,0.009109875793417798,-0.022576519583098816,-0.04539893925960303,-0.0013984180283982352
TIMP1,0.016221642112915616,0.09616676226032397,-0.04122002136342944,0.020525821322171706,-0.017972430800827298
SEMA3C,0.009834554329519322,-0.015045833560059022,0.08666529049843916,-0.003134180953735534,-0.006677225527271835
GNRH2,,,,0.05996184868695264,
GAS6,0.008421466671906897,0.011258019352509762,-0.010318851724084694,-0.02105228426711947,0.012701515936054624
MEPE,0.01820408483935587,-0.037847029618830054,,0.036037669797461015,-0.03572616041285061
SERPINE1,0.021974868126593394,0.057047945583978375,-0.02449425534863718,0.06205635629556658,0.007528639987447015
RSPO2,0.02814969045351311,-0.033083127134076816,,0.011479821482499212,-0.058033666053653704
SHBG,,-0.005848327715121398,,0.040118624183466484,
LGALS3BP,-0.04354006873010141,0.10650802067112713,-0.04126959909518588,-0.02849064774703142,0.0754706372198208
LAMB1,0.024007249791974033,0.02702078065542822,0.021256536100565434,0.036845525595030536,-0.053745680626123345
SPTBN2,-0.05281254957189354,-0.07332110988804216,0.04664684526326804,0.0399008563539295,-0.035558756071057275
COL1A2,-0.0539081467233715,0.021412041215884758,-0.14507538400051628,0.06589533540663754,-0.04401718825300877
DEFB1,,-0.016378865082886673,,-0.02030606513065511,
WNT11,,,-0.021278176976094673,0.008213998436219163,
LGALS1,0.07743026348499961,0.045082823097362466,-0.04730908790182508,0.005973786038488373,-0.07476056661395758
BCAN,-0.1018971145100053,-0.010789123114509275,0.016070099754917945,-0.05292023871287869,0.08835262399346266
ANOS1,0.0354263827115686,0.02928242114564573,-0.03800688625435518,-0.0035838316548235144,0.03195577767002616
EDA,-0.017821666159193558,0.021503194448300657,-0.022395248897263218,0.006641401182661294,0.0029232775200370782
FGF22,,-0.023763829632874593,,0.07046839312614478,0.05842622661418365
SHANK1,,,,-0.034277310599157944,
RAET1G,,,,-0.023973605651748303,
TGFB1,-0.002283348834719107,-0.01854340771846661,0.0274189885263294,0.004657385681541727,-0.0015835562198295325
MSTN,,0.010588867927200775,,-0.04636511949868708,-0.040696430012486406
WNT4,-0.019117717575553066,-0.011932405732823285,,0.08534288834134901,-0.03637950678167766
