,MGH258,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916inf
IGFL3,,,,,0.02782031035583774,,,,,,-0.023857848298824893,,
BMP1,-0.030953801140096375,0.010768969559811815,0.017922065469098046,0.04476003619857218,0.0755688366254102,-0.015337007600313741,-0.04270244232127549,-0.031448993130070074,-0.1388875640116179,-0.10062240085052947,0.017438437990112545,0.06659726306931889,-0.030426845154652975
NDP,-0.006650910532833001,0.01138681803498682,0.06849889274806321,-0.024794974604213968,0.027991949143878793,-0.025516045427434523,-0.001235515815134259,0.05333975922936914,0.09595086277203152,0.10587882600575957,-0.01654159100844232,-0.03430469078749501,-0.0065423092281591344
TNFSF18,-0.022885148128002318,0.02692132575560636,,-0.012213188369488481,-0.03465437615223023,0.009290494204788646,,,0.06442842255605051,,-0.0246041778348256,0.13650145188878535,
RTN4,-0.008796605379018939,0.0048000275564105905,0.005284125842247274,0.039206510530927316,-0.1343713726995847,0.06110678059567266,-0.004569354752759535,0.0244055888602257,-0.016953152190910096,0.070024742261978,-0.03419800682833493,-0.09439800440062686,-0.12411389063114844
HEBP1,0.004966868203134864,0.07913166498628092,0.05905545932330186,-0.044400983754362876,0.040434647376727806,-0.021963684819259376,0.00018411766227771514,0.058952000804006595,-0.038753569863136494,0.006680080558612111,0.041956220222181276,0.01033658061124985,0.05537508867558664
WNT7B,-0.020161098717998427,0.005630740411925635,0.06580907011146224,0.00450691873940635,-0.06896713969700154,0.01713683701693371,-0.012332311161764064,,,0.011271976457654624,0.05645376796269833,0.0008645582490121664,-0.02584264082363773
PTMA,0.011271167699208455,0.03212556983017041,-0.01741412934474553,0.001939983040194352,0.005713784070816723,0.0063560070550493925,-0.013264707025802961,-0.05618125558155997,-0.041243174959560314,-0.05231267598933201,0.010819285651302352,0.04722185077682327,0.022232394585549077
FASLG,0.003662996595773413,,,,,,,,,,,,
CEACAM1,-0.027993869927363635,0.05024747112338319,-0.015897550215308264,,-0.03648781455959979,0.07625635215866375,,,-0.04397966305239071,0.014314753288086278,-0.02067171962258661,,
PDAP1,0.021590287108413295,-0.011969095801020825,0.01232364658608332,-0.011242529149502037,0.05415592650273661,0.015641086214644915,-0.0079837013866834,0.04598487460460747,0.030673077443356032,0.10868423625743084,0.017884899257638483,-0.0063620581462937465,-0.10926700172171541
QDPR,0.020435061308715956,0.007226414001269645,0.09653430937360077,-0.026159360803607517,-0.026211404958309596,0.018851528310044954,0.023231978481624404,0.05639418200686667,0.07396512733367545,0.06619599515325397,-0.044031285690887295,-0.03296092784581009,0.030574866032475324
POMC,0.012751996870109304,-0.030110077961802026,0.027388840931242418,0.031126307250177593,0.002922829516206029,-0.01464567324019095,-0.0039574487284303505,-0.049272668875599064,-0.01159406106223847,-0.06300629242063999,0.06786343127007316,,-0.041429626967849624
CCL18,,,,,,,,-0.04183924957955752,,-0.03823451711093913,,,
CCL17,,,,,,-0.015742201671404728,-0.015263944126658413,,,,-0.0150345102558686,,
VEGFD,,0.040070202765245616,-0.027827296620907337,,0.041127927310041223,-0.01677198438714524,-0.011196287610275735,-0.02597862910917833,-0.024104560382450034,,-0.03317552192429154,,
TNFSF13,,,,0.019855078669016802,,,,,,,-0.002466343537268684,,
WNT5A,0.00968715763313714,-0.01629314434980455,0.08000222778815465,-0.014454315632691686,0.1464066815453261,0.0205117563027986,-0.03695961781465556,-0.029801076499281758,-0.0193200582971078,0.06583090070579717,0.005777003836741641,-0.005963963329414051,0.08977262339531546
CXCL8,,0.03152468971691123,-0.05774983545439185,-0.016847670167630398,0.055854267640283194,-0.0552456033963903,-0.010426469853458882,-0.05919660925860791,-0.08269629479018673,0.016083169016266014,0.011867907056581292,-0.013351664198526422,0.02552802698142803
GRN,0.013141644544202687,-0.0036024971341865907,0.01958311991930899,0.009019831542012555,0.13185618273252495,-0.06619502270337202,0.06743322264902497,-0.07585425411404312,-0.026227047846598184,-0.01006116898992769,0.03781508421490936,0.06433822341600917,-0.033581353167377745
MIA,-0.026389146743823207,-0.012431853810227055,-0.033911870020083376,-0.021416679081121152,0.04322913881389617,-0.030941505621553327,-0.012733419240473125,,-0.03709641522625614,0.009457263979685522,-0.0062129183701691995,,
COL4A4,0.059904146651325416,0.007908695225117472,0.07761544428197627,-0.011269275742098345,0.010365805431002023,0.08331977042871919,-0.021391131668755368,,-0.003859953560594089,0.04963696091272697,-0.016071485454120935,,
TAC1,-0.020161093448662026,-0.06319443674370681,-0.019412488058894024,0.02107362136070291,-0.11362409693188216,0.03932754067475731,0.058711494450407346,0.02309317219762284,,,,-0.039144652991881294,-0.07826809731829323
RARRES2,-0.06353096449126112,9.956060025259504e-05,-0.10704384773931674,-0.016393054886170197,0.12500658892801988,0.011022779989676428,0.007499808974770648,0.006371577070410516,-0.05973905599674084,-0.01965270582324333,-0.013150249157567746,0.03179646157234287,0.061095224163511604
FGF7,-0.012070769861375476,0.013724265209287182,-0.022990321999178415,0.06526229180754964,0.06584173052419129,0.10131134021730348,-0.01695527526011277,0.005697570453393277,0.00638465416133844,0.00950792546682982,-0.01767866292209361,0.013349978119049173,0.08072695002032063
HBEGF,0.04440969395030596,0.050840380489894636,-0.04247491905129762,-0.036845317274148665,-0.03424433067824594,-0.012768431493573722,0.01255023089234329,-0.08650538842974255,-0.014882971086948311,-0.026312552378332046,0.009265267015988857,-0.05606237640240736,-0.06496434815364803
CSF3,,,-0.05439909814361302,,-0.02432999924739342,,,,,,,-0.028438935536334344,
PI3,,,-0.06131714483416669,,-0.027395900273796705,,,,,,-0.026726318236956176,,
PCSK1N,-0.039102612891026005,-0.01426954494464575,-0.007798786655688148,-0.011097891352070214,-0.019021330096472413,-0.02560834646849173,-0.013557359325351707,0.03006362630534607,-0.03718172797745275,0.0603537225764637,0.02814028746109536,-0.038624099795931954,-0.013114497505222
NTS,,,-0.03288115928871002,-0.013757225209496056,0.05039898974840859,-0.018775471847475758,0.006075116242615836,-0.023389111237874557,,,,,
SFRP1,0.03462110630574272,-0.020233162482683305,0.00342625828058049,0.03908629791505817,0.0065678749018441025,-0.03486211225842672,-0.015263944280378867,-0.04572166922841096,0.12076286229993255,0.027745419200450604,0.0008537306848095547,-0.0626857964901014,-0.053976871100161423
CXCL13,,-0.038592351311564806,0.06489073529244369,,,,,,,,,,
MICA,0.06814440014178978,0.04855446408156623,-0.03541258052529634,-0.003640762574885123,0.020142599433570055,0.06354453771532728,-0.00420174307876098,0.005988289412593923,-0.034590228786804234,-0.043831327751744885,-0.06663255531948488,-0.025324198108740422,-0.07466949480692231
TG,-0.023349010271149957,-0.04150717687508631,0.07863238253333688,-0.015879464478949126,-0.0034615486536489493,-0.01585967244403617,-0.011046450078936424,,0.02597979482203899,-0.015295088502025328,,,
ADA,-0.03105591526483451,0.01870376647669978,-0.005684103996198627,-0.0072425732409163385,0.05300814627656081,0.0006152010932294406,0.07563959394778248,-0.02024682886415291,0.06458106522981176,-0.030351869434161405,-0.019173053624065132,-0.012710763285863005,-0.00028285126435499144
LAMC3,-0.010741638580003323,0.016172896107353403,-0.0064299952576189695,0.0006873446056355315,0.04784427594591018,0.009072035251796506,-0.016175026919295066,-0.023631832213789065,0.023242411371448557,-0.06137139774129203,0.010201454287275449,0.17354782358323564,-0.0687620919622036
CCL7,,,-0.04171123439868785,,,,,,,,,,
NGF,,,-0.0009513033524908336,-0.01515326825561877,,,,-0.0005401848375410867,-0.06691230147212451,0.047616744862593006,,,
TNFSF15,,,-0.030882856404943444,0.0019292195984529574,,,,,-0.06727788045152028,-0.0062163097338359345,,,
HMGB1,0.06478601577088769,0.0022540350424938823,0.02253725651735636,-0.020174955078699125,0.12778224562244153,0.05822172006505431,0.05660643918799339,-0.03928602018288079,-0.05767470804243084,-0.0704882840984648,0.04074027128157971,-0.07406720970400792,0.0013950679650476818
ITGB3BP,-0.0028827712171199285,0.003375478755605351,0.03790089308478998,-0.01130733479993027,0.06362640724900427,0.013085533486838974,0.02528195452708,0.038927842707195966,-0.11501390016214096,0.06375184338793975,-0.05628794768448981,0.043343815688724384,-0.0021216132468026383
AANAT,,,0.07847406264676375,,0.06723888549772088,0.005280939960257346,-0.012733419948738414,-0.0219892187896645,,-0.03982285229089686,0.05467462911958111,,
RELN,-0.019356948547300117,-0.019444290234335908,-0.06507346003190377,-0.0025380189299424646,-0.05278615216820307,-0.022535657482341608,0.019885610057946795,0.009498332799808391,-0.06623210228841236,,-0.02646961102697829,-0.051560390149717354,0.0964955566207342
IL15,-0.053952441639675476,0.035652383265874,0.009256239142388075,-0.013092259645075257,0.021945321419541006,-0.04045520239443731,-0.02736829246106108,0.008165121451996714,-0.011170990608595947,-0.046003111946585566,0.04305453143660348,0.07536728241870401,
UTS2,,,,,0.02879048744050777,,,,,,,,
BSG,0.0016389765932463935,-0.02014866836275675,0.032441733627471554,0.013047703854264053,-0.03832437525299745,-0.0017627196150789895,0.021910580066531876,0.020048011115356368,0.04973372588755554,-0.02377179318275037,0.0005474711277657473,-0.007588599501043006,0.05832419851139728
ADAMTS3,-0.03273454780585053,0.05099368493014989,0.01698281966092459,0.04939726680659492,0.061403346912873524,0.024824020759529032,0.020175647093016755,-0.03530951847727984,,-0.03260711930631585,-0.01240137110776023,-0.005711082067797555,
CD34,-0.0214173811397564,-0.030896747151196405,-0.0031669725478029273,0.010573046950221687,0.02016207862905063,-0.016562426393662514,-0.023823882985093265,0.02146093594010168,0.06489075614699355,-0.026381201600611002,0.02707775644071757,-0.03434641410374184,0.019029146712780783
CCL23,,,,,0.005836319220461839,,,,,,,,
PLAT,-0.030445325905277154,0.02344871657329361,0.017084722752480574,0.017968010171199006,0.09623076936258093,-0.04249813097718008,0.03743981853635754,-0.03725859250457935,0.010708541851662413,-0.03240530347125705,-0.03426499721560287,-0.04807380475427924,-0.10977894853595774
NTF3,,,,,,,-0.006818291604439405,,,,,,
LTA,,-0.03882563256846807,,,,-0.013736462762346923,,,,,,,
CKLF,-0.0966526130089943,-0.03704450669732989,0.00911967152643086,0.03180335655647183,0.0865501761837614,-0.03528024155491913,-0.02973106404749799,-0.048123538284515585,-0.023243851669261198,-0.026372780923903532,0.02876261841032351,0.08482371899004296,-0.0999171494980519
CD24,-0.045143141935255475,0.02488806038035119,0.10068803584720411,0.09222703148331,0.09969505049502299,0.05496603403164436,0.006630554080349741,-0.04641443931883301,0.018922870762817783,-0.039630843916215776,0.01702744557025914,0.07311718134417786,0.08944051057079712
HSP90AA1,0.033646364870416626,-0.001060324182836078,-0.007853529440970564,0.015279681693771963,-0.10223364212831368,-0.04425942129602628,0.005505226848076858,0.04263128067980335,0.13902069480058726,-0.02173670925136902,-0.029466014207795165,0.0026070408170286706,-0.043123329168328006
BMP4,-0.02402952127057363,0.041419091861887705,-0.03938462141793708,0.01919764234934981,-0.0005232966661964975,0.02744816643439275,-0.018106811090541824,-0.03507328111083675,0.06457029733444218,-0.06099055902751535,-0.03863664683588797,,
SCGB3A1,,,-0.0331388797375592,0.02789255494823765,,,0.01577504085404625,0.015335938353476714,-0.00381998827510011,,,,
IGFBP4,0.008386472179161279,0.03921531989092537,0.0047716506101006225,-0.018975418299384456,-0.015743117599822182,-0.007237223251408388,0.012910385822563207,-0.04398574198704465,-0.0456321034193405,0.019853671363022674,-0.028564927065537114,-0.04804501200407636,0.018805024796366008
