,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.10373853750062288,,,,,,,,,-0.01586388878746936,,0.14351647031530715,
BMP1,0.09046680213783279,0.025454328755470067,-0.005181946967419916,0.05755294506641206,-0.006425894626355898,0.08505719894947639,0.09181767632925444,0.0320086052855286,-0.03534223691220355,0.04298975662939708,-0.06629364997036116,-0.013188349918082145,0.05423158194092676,0.01856792362616313,-0.015714887509532708,0.037270600141618294,0.06345162595291909,0.039205206840381465,0.04766547402737943
NDP,0.014128803983730827,0.06686981374023446,-0.039953992034204855,0.09427082734056555,0.031096172328555136,0.0518357667324599,-0.012395510214389284,0.029244248340333418,0.008741990241089131,0.024261388404747446,-0.04636175297463787,-0.005027919227797009,0.08042195106453914,0.04353953660329667,0.035069602658731006,0.024705965205402646,-0.007638105117712766,0.05251590758547624,-0.05235207823713165
TNFSF18,0.03545333140259289,0.1112187120420801,0.006942971406703361,,,0.08801865188018436,-0.0005619363521695012,-0.016503116469938177,,,,0.025621094061819595,,,,0.04501999780543903,,-0.01238896055526925,-0.010746374859761602
IL36G,,,,,,,,,,,-0.014145039088602325,,,,,,,,
RTN4,-0.05239219635049824,-0.004114005188063162,-0.006276881515600731,-0.01544906555733219,0.020441731121357318,-0.04784694652659445,-0.1506803883155556,-0.028386408302677153,0.09540947449103107,-0.004042958568505974,0.027522840590562415,-0.0400596660178722,-0.08887768411440308,0.017907802342342693,-0.012903236179685917,-0.015991867346717904,0.056726454103209,-0.018813693858336006,0.12418706191299528
HEBP1,0.022649850290258008,0.01510851666600133,0.015523623500714696,0.0041179912245485045,-0.061121300635356715,0.06432427779351174,0.048745445884201065,0.04396366436419359,-0.0014743189593081527,0.039035959604754096,0.012918944485459388,-0.014475318511623807,0.023964924305205068,0.003465135792757661,0.030437021054898372,-0.016849831746229362,0.01259658293874786,0.06682367973317412,0.004069597617947041
WNT7B,0.05452250228511722,-0.05805665619141715,-0.012768100146003726,0.06450297913783762,-0.011321216089657542,0.058971296347133446,-0.03720005656353979,-0.0019741656209378666,,0.05071874614206757,-0.015547028052474298,,-0.029509574935334723,0.03858917141936183,-0.008879294068674723,0.02482358048459619,0.039518569015929275,0.02152209593521603,-0.02539635225254185
PTMA,-0.06619350634797846,0.041747560751840704,-0.036483876821829395,0.10190965151239093,-0.007359229564971407,0.10233606174081054,-0.07370746906425388,0.004858408106812569,-0.12177700032014889,0.10125732542617011,-0.013988659060488082,0.06766864538793764,-0.01344058492200049,-0.005535945076460402,-0.02064698736771003,0.0214193979735557,-0.004276311368522026,-0.04647210078554466,-0.0032570999345909162
FASLG,,,,,,,,,,,,,,,,,,0.004416628124511048,
CEACAM1,,0.005889048905945378,-0.019389731482355232,,-0.004042027232244299,,0.05030134465329467,-0.004095359623318112,,,,0.0009683926135414148,0.02717943757564426,0.030598357749600524,0.06690004068400751,-0.02350782536101022,-0.02827496277245808,0.06433921783156855,
PDAP1,0.00493047958625135,0.0516006303256616,-0.011859242033568893,-0.00522144689106135,-0.024001980681327202,0.02613514633537129,0.11754265359899937,-0.036119613360824435,-0.032530136160313944,0.044187135629554675,-0.05635933639373907,0.05036842631642736,-0.03091544648690371,-0.0033536365612116415,0.021339093438882725,-0.020251480104280323,0.06769392608602373,-0.0040529805395084885,0.026612356418118516
QDPR,-0.014172716377787865,-0.009386944428396665,0.044596741388391085,0.028474849165310175,0.023137168166230595,-0.012403442382947723,-0.12386992294091245,0.01964721695665631,-0.07539053908401679,0.059313880288457715,-0.02509401200509173,-0.02898496812323371,-0.10608918659514817,0.019078002450423934,0.08589282453185396,0.03199334479074466,-0.01355557064621857,0.083587177057435,-0.008879242960960161
POMC,0.05418600494573612,0.05839573772471105,0.07455687722194991,,0.001054156143264669,0.012604921404904797,0.02160360135696889,-0.019148911316006833,0.022275773287609886,-0.022929648879167968,-0.03030589785574666,0.11270954273907273,-0.01563455049233563,0.016624966474839988,0.0019107244151669095,-0.05084262570649914,0.1334138880783592,0.10768356095023499,0.0426057929717007
CCL18,-0.021318176078478756,0.009757672008369127,,,,,,,-0.06259964573655365,0.10186390977795233,,,-0.01876387868294766,-0.028136276933899355,0.015849656804479754,,-0.049914078718070964,,
CCL17,,,,,,,,-0.020582599296097192,,,0.013236951347978615,,,-0.020318318941674674,0.0035158556884336153,-0.020915620988439545,,-0.025308945211914784,
VEGFD,-0.027256604325250025,-0.007661657420576711,0.006964384466953901,,0.03252558479874755,,-0.003190762508424426,-0.021929018649791212,0.03050973164388166,-0.01549219767834971,-0.01384879487524231,-0.04098786484356836,,,-0.026913945569889273,-0.022059524550633293,,,
TNFSF13,,-0.004032888047207992,,,,0.0718548244834931,,,,,,,,0.006058198093477047,0.07911645171739731,0.023530460489889094,0.04101714665435433,-0.041238813770991506,0.04635990748378802
