,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk
CNTN4,0.09698340065930858,0.028312164849761276,0.07361188220872161,0.0047723630979026556,0.10508525867117689,-0.02717398951503272,0.08770906004258647,-0.03221969909593423,0.012730889469615552,0.04465479740840934,-0.0056425319553162195,,,0.04759129792839554,0.0006427633848478978,0.028359487450894526
NTF4,,,,-0.013575127023782113,,,,,,,,,,,,
INSL3,-0.022958040874468597,,,0.0005363379986300675,,,,-0.0001695211659403387,,,,,,,,
BTLA,,,,-0.03760228376133733,-0.0149086583388696,,,,-0.018173573568914,,,,,0.1308679400519694,,
MFNG,-0.05581690351054972,0.05621492912426592,0.14737825455774461,0.010993722579327476,0.010494579407166893,0.051360589152039726,-0.031725182622013105,0.0020497571813481727,-0.015783132567827474,0.028584920416063447,0.09164335067492559,0.01856712217857318,-0.05179513569647702,-0.009923795529830382,-0.030397826534721215,0.06801685588749404
ICAM1,0.03624002516446958,-0.017015892545093916,0.07083631003099719,0.05539278839916483,-0.023991997221933268,0.033948945050481474,-0.02737952602678014,-0.048483275124212404,-0.03284263265606855,0.03379806692949261,0.014789028720720557,0.09981452975388902,-0.0052513523408510045,0.001187103197853391,-0.032650707424180296,-0.029304250117035947
PROS1,-0.00841270543436706,-0.026767286795219905,0.038150488522972516,-0.03194374445538413,-0.02181416103660185,0.07499266165758452,-0.07493826861006711,0.06174667053377541,-0.03772036932696221,0.12600290723494847,-0.031673800426067086,0.052033842827717135,0.0295688684936947,0.07640580257536753,-0.0005039045571695219,-0.06559221875822739
CLCF1,0.05902607978277324,0.051890080851796014,0.02638411763520242,0.019305261904329265,-0.032000051529774684,0.12992658514852704,0.031155119992541842,-0.04816903286135456,-0.008836957264629627,-0.027934193083695224,-0.01731977042646276,-0.01368691080579521,0.010652484792156268,-0.0004421714241751873,-0.007450566892853748,-0.06162299011537323
PSAP,0.07292007167287876,0.018764985382917643,0.06570585222780981,0.006740684891088881,-0.01891773576329912,-0.11398057282543486,0.015019527870155818,-0.03949104463130965,-0.019035838558849254,0.06433748675929747,0.05723187638699186,0.0920505633570068,-0.023044669718772098,0.017776532345508217,0.02150261471906398,-0.02192126850518306
EFEMP1,0.07537231637602743,0.04541134803568491,0.05886515406398142,-0.021764399020651044,-0.10183344161943196,0.034728400279148974,-0.05526674885461901,-0.0023816009512953955,-0.031242652211295015,-0.04276164765932854,0.01671035828398769,0.03847686787315583,-0.09188116619386948,0.05485935650698624,0.07195010794871166,-0.04469505722066743
C1QTNF1,-0.005445548424994471,0.02357514158208601,-0.05013148857858347,-0.07046623463297842,0.009252247250516644,0.062358541543797975,-0.04870357348124915,-0.05782221579898825,-0.012947924917874616,0.05607581682410321,0.03793485494141143,0.04327011066897186,-0.014782303588297357,0.015559293547501614,-0.0296426389563829,0.00526933825810795
ALB,0.03296798685563922,0.039829809387523125,,0.022418248596406884,0.007342308076103379,0.025788291409273547,-0.029407113522729962,0.04168347352476398,-0.0161634990992937,-0.0732743600148815,-0.003965679929509699,-0.0070444096059876,0.03267751199462404,0.08648248665906556,0.0817286605384691,-0.02784025450658344
EFNA3,0.008685480632301807,-0.003873251031558907,0.016018186086738027,0.03170582466245324,0.03743566204530184,0.02594275682933639,0.09532878513074572,-0.0007282289425994352,0.005723052178950729,0.03373266403262723,0.036206822636099534,0.007490404458324729,-0.009654850423999859,0.08169847427760316,-0.01736648635381379,0.03994580196039283
DRAXIN,0.05145934589580705,0.023035325091336815,-0.06477574968375185,-0.01397203012848693,-0.019898728052820367,0.14212778475206328,-0.0685403343681969,-0.057259759392645077,-0.012978496604140126,0.04727475890191188,0.07311837369519449,0.019375572860769207,0.09412750633291116,0.053371243311714056,-0.0629987343575438,0.0019664168101716463
RAET1L,-0.017884536807109334,,,,,,,,0.0578262873090186,,,,,,,
NPTX2,-0.0017423244040023547,-0.020318606294626798,0.024990589255581216,-0.0554337654024593,0.09078541440137056,-0.09099246687727497,0.0723166678226743,-0.00032744830077307755,0.0388917000947952,0.020927182934374157,0.00028968848986156957,-0.033568018197325605,,0.14644146239574543,0.060355912250893144,-0.034467212313714184
FGF11,0.05924875116111937,0.007497410681434055,-0.020388420172820658,-0.0412621925652555,-0.0731194035019723,0.08781114299614123,-0.06683105502499269,-0.010792905070334275,-0.009745597357554482,0.014554539204118902,0.018908598670201778,0.08277385687085022,0.008700293899873464,0.12779468343284706,-0.0636715297868544,-0.01963426189839012
CD59,0.06505606837709693,0.06398766579358539,0.05077849148673794,-0.040298092618962326,0.0905317024226086,-0.0884466942233265,0.0364431583298155,-0.022314358170151826,-0.015536748181832514,0.08298543974430944,-0.03327037394898105,0.05481869653926497,0.022615401167207668,-0.024638922933098124,0.03428019023138601,0.06692768760026646
COL9A2,-0.013773723106367614,0.05204452543010367,0.08416429485212604,-0.0163159741027841,-0.013558690663873411,0.06540538582578512,-0.025012602128752687,-0.05242105348313229,0.011146097406682777,0.004892178050423969,-0.0025206217921037444,0.004767853774724409,0.144495403325695,0.03856905406173531,0.026056819518371053,0.032080221616657106
DLL3,-0.05598633532695875,-0.02458667061436427,0.05525993702854444,0.007064944982598859,0.01632739918095832,0.06424695039864492,-0.0326870111825084,-0.027299528726429257,-0.027889091424603746,0.09651835863061133,0.0496567358146657,0.07917435728331959,0.04103506019915335,-0.016518542338131832,-0.021204047552336847,0.04165998591208842
FGF5,,,,,,,-0.02341671895215928,,,0.005626691335016769,,,,,,-0.018192417693822814
LIN7C,0.029661322509483654,-0.006575480311596198,0.024406604864016215,0.007197329421969824,0.02974808416585254,-0.03463057577858032,-0.008795425410018995,-0.034846424078075915,0.03444113099800983,0.09639134406723805,0.055203210787809355,-0.05780681234088414,0.06466930065954458,0.08021373289315493,0.04994757176055542,0.0010537760119229767
GDF7,0.01012109746435529,0.017521005968948507,,0.006640456762756396,,0.06454155301893669,-0.03247371115131009,-0.02100429700703227,-0.014231077622303552,0.025240385179931192,,,,-0.02142282165260734,-0.02933437501239145,-0.030058571049558325
PSPN,0.016153070163624356,0.07073144351911344,0.022272310651062964,0.055551532488146545,-0.01452384351237706,-0.03730920831267983,-0.06481623047197807,-0.04467549481350729,0.013448776327589448,0.12141599620506378,-0.00756638288236938,0.06559798909628158,-0.020359068872653742,0.04011233467652067,-0.020991099935879973,0.015673331200147654
ANGPT1,-0.029339026550877754,-0.03417605420659502,-0.031219922149348416,-0.02009124070804915,-0.010986916514721796,0.0026411985699682766,0.04559520171593161,0.0035591671150023755,0.03608074565265147,-0.021104148783669854,-0.025190434955635426,0.00010630666222719168,0.023901361812168974,0.097520751877793,-0.018364613914678054,0.03000525381854009
PNOC,0.12769580154492563,0.005499564353377306,0.024116684818475176,-0.0059926093329011635,0.15572506603075748,-0.046095150571065224,0.09373203822926966,0.011688061579366082,0.06268016889271187,0.03347010050503654,0.03499102492499369,,,,,0.004266395972292269
L1CAM,0.03437108782757593,0.040795820116035005,-0.01653861320260896,0.008006081713067962,0.020660600652225143,0.023878528691546105,0.08282628687615322,0.05013427292053171,0.017773087261564288,0.10254798352346473,0.0020124596908395196,0.0725168508348622,-0.015743376619968056,-0.004224954896362952,-0.028659572179703545,0.021207211787433504
APOA1,0.03799955530673513,0.0005708004816887263,0.01116746315453734,-0.0036782568533604183,0.04005111734429749,0.02210098609763679,-0.04224499463315768,-0.021648135049883457,-0.0230316328023487,0.039814183520568126,-0.008444453501639899,-0.08373926273542127,-0.054551216570234776,0.17548623919482315,-0.024765159317279555,0.0100822105579443
PSEN1,-0.023874318606876034,-0.01640288509282432,0.006872986151927979,0.0365878880638805,0.003603800050943757,0.05483935024275941,-0.018108867457670586,0.00515538518187448,-0.052445530332794144,-0.006920105361267939,0.0050694113046774675,0.04261375201494626,0.05190062552520823,0.037564863520396057,-0.005266225539378727,0.1009732700175375
CALM2,-0.00230460968810069,0.01547792673704662,0.06741029736732362,-0.010922308536743175,0.08756326688922188,-0.08335347572479532,0.07446022316460148,0.048087558419715605,0.05514001703972603,0.10319277580004335,0.037734867899998845,-0.05302566576322828,-0.03872549659998127,-0.0004920061944293237,0.012227701694881592,0.0015183358509643456
CLEC2B,0.029093893185282483,-0.05037746838353934,-0.04477943136718995,0.06127573886531796,-0.011182760975806779,0.029782947287886517,-0.05157438154700286,-0.01770882714057779,-0.0024334098287364047,0.02129698664489005,-0.04694371842013407,0.0058684321530797475,-0.04301035616595953,-0.022894981040479264,0.050260166117114397,0.012438341428144102
NTNG1,0.04271088625680184,0.0006690365739676137,,0.04171449905248009,0.05689268636906254,0.04853850865648734,-0.030351204638320108,0.01282263716166825,-0.040751242986530885,0.06631063610456828,-0.015297687967373755,0.06820775229008803,-0.11640847138970385,-0.05512858664789984,-0.005195765386038369,-0.02393420521400034
LRIG1,0.006596672372775549,0.01623662947390433,0.04362791658703617,-0.03378428270986799,-0.042745051614833086,0.014512319598481782,-0.03939740830789855,-0.02645030430369078,0.006369648559168567,0.01815586539214823,0.016397986537836095,0.040367552179983016,0.06641695612901667,0.09259218852416409,0.03455888613094299,-0.08083868894253456
CPAMD8,-0.02592537987957735,,,0.014045878903559662,0.10099561673373562,-0.037817650208575124,0.05288461753854702,0.04163104602256623,-0.015116633212328093,0.0006525072718454487,-0.01736878068504701,,0.012381944308780637,0.053944386868835625,0.0130229552187788,0.07288914018573153
GHRL,-0.02566691150250601,0.0544470687266666,,-0.003023740506073951,-0.03074972075822626,0.04240657317262447,0.036415424486600664,-0.004704121375993816,0.031227417824575093,-0.003958317086093303,0.045188638020159023,0.03563470673524373,0.03845319537090255,0.009341709182768759,-0.022008765002039993,-0.01878831862322333
NPY,0.0179565258327038,-0.008142085881088282,0.039180966180189354,-0.07708934264269092,0.059234056986231735,-0.053658949500260435,0.08178468153252738,0.04119677582544773,0.02018706442773959,0.05625285675920241,-0.014218969862699127,0.00917284143915103,,0.008366730288562258,-0.017551069327135637,0.021985579014801453
MMP2,-0.001690221951440962,-0.07890085598736324,0.049597708854522866,-0.049840476884809956,0.020171097766975437,0.11631676577298755,-0.057631349066566175,0.0270174834319851,0.002356549421539932,0.09416224310956625,-0.009227679896752584,-0.046717988435729864,-0.05643224923709368,0.08026935795315877,-0.017075445355794198,0.06330465688016666
LHB,,,,-0.012551782645233607,,,,,,,,,,,,
PPY,-0.00647486872050091,,,0.007334426250103524,,,,-0.013477028533168126,,,,,,,,-0.011219107614135807
ALKAL2,-0.03353963946466876,-0.02322047564445601,,-0.024049052171383416,,0.07483728368196749,0.060757069425738316,0.013666508849737304,0.015047271151621917,-0.03622282180581694,-0.023545624416220837,0.11613618795405312,,-0.017800271951612254,-0.00038995459436616547,-0.02327471524628144
CSF1,0.052572477331304136,-0.01821857341988677,0.06089001256061223,-0.005969009300500566,-0.09056413845423861,0.14279657015158734,-0.10492911600192995,-0.013935795471429287,-0.0036422967074050175,0.03686248644516247,0.004098838993251676,0.10093073909049763,-0.055187548881751466,0.0700644233168337,0.018006956014486677,0.05297441029435344
SEMA4C,0.023682364698280504,0.033039479862825946,0.07682320139515508,-0.025088173680192047,-0.027687330357022977,0.06863760164349662,0.007481975868006915,-0.027173454303985472,0.0386189339380987,0.06000413741182714,0.08216727750172786,-0.004608016082894454,-0.014295017525823508,0.06798952279117175,-0.03041956308302072,0.04245313286417725
ICAM2,-0.01377436902896677,0.009387795263140401,0.08083939063923715,-0.026827978797434794,0.003818723070658598,-0.024964395751684968,0.007243470272683645,0.035527260826563725,-0.023232838598702902,0.03241036337080482,0.056768288314906906,0.024886628989415613,-0.028936688082586374,-0.03302139955684273,-0.003033353944600334,0.026491928219868614
SYTL3,-0.02307699297998442,-0.026249680251510737,0.008152287653211866,0.0069600582783596425,0.07000322280979006,0.09318527899594169,-0.007137822446858402,0.011245261395204625,-0.009069406664095793,0.00015234715071503054,-0.019425803855268535,-0.0005336801325512467,0.025536741795606797,0.07211438030928308,-0.05194985335498207,0.04628052625964074
IL1A,-0.005220467214564474,0.05327959148543605,-0.04660694954471727,0.03180903283495064,-0.015420356979121537,0.009286494924082523,-0.058264354716209964,-0.025867530718389976,-0.036584587721475534,-0.032951079395531095,0.0924253643745004,0.0030741117150920195,0.010710522759188231,0.07765899668365034,-0.0347140302793828,-0.017531370966475786
HLA-G,0.021043827869154742,,,-0.025774922287589343,,0.018771184499809312,,,,,,0.0379997318566945,-0.0021988892386001295,,,
PGF,-0.010311068797640073,0.02282541227471195,-0.044628819321180214,-0.013401801220910193,0.02392486705229362,0.0676189871849352,-0.05055523015264656,-0.02700387732337658,-0.023467401404772884,-0.06374451304179331,0.011021358475290798,-0.010223631585060868,-0.011106377061081809,0.030112467263197246,0.0023014405523312507,0.07691559007501528
LGALS8,-0.008508212291854703,4.031941979092453e-05,0.01757282932725738,-0.01951661196884722,0.021093207212995777,-0.004308753623026386,0.060440421762276285,-0.02567928312357471,-0.007965527943089079,-0.002115756294669336,0.06365151531192559,-0.04802190411350393,-0.024424689102364644,0.03482581972101464,0.07491337480696801,0.021713708259535686
DKK3,0.008473061997168267,0.013987368815106926,0.02116120540048399,-0.05373517424879331,0.092877573077946,-0.09296891795661755,0.08796349020942046,0.036492153983986766,0.05936672165812457,0.08449713053371948,0.05700406152028791,-0.021248314742952253,-0.0684799401416653,0.04444801011542493,0.020440648894256803,0.007941598736861902
COL16A1,0.022093594779001677,0.042598443456005296,0.06167016559943303,-0.027469535971933832,-0.025008990565989566,0.08014863763778003,-0.04651707652756355,-0.05742703145240524,0.02572429273604242,0.07783842806773839,0.026145234892213914,0.07133971704645028,0.016413982194811463,0.11802960100884652,-0.055445467540435105,0.09323783691332237
TPH1,-0.02020669239173102,,-0.03648671870916018,-0.0024381569768583823,-0.01782316255397658,0.0012569511651724038,-0.02518192458779063,-0.03116953899083737,,,0.01559130378665457,-0.021844471061058246,0.011593659235014942,,0.025929018839506122,0.014928880831622533
TNC,0.08515094347805412,0.03758167819920975,0.0027428267290047115,0.0012718372602311047,-0.05718110067960212,0.1077090193348581,-0.05580773661275127,-0.005986519398377032,-0.013335172052329149,-0.062177493332127916,0.02779294693849958,0.05243920723069609,-0.1535927243714266,0.0873319671615164,0.02116517055708791,-0.05760556449133355
TNFSF9,0.011516313859220889,0.03787700597059171,-0.027771953863248083,0.015409394858814532,0.07620406711639856,-0.06086606303920117,0.046268532313966375,-0.028483691471414798,0.019948795400472206,0.021338974992930537,-0.03245423402708503,,0.0013593207612046662,0.07346254423569488,-0.04209038490765956,0.029677564964241582
C4A,,-0.0390919181043889,,-0.008251101402747816,,,,-0.01597634133576131,,0.06495875200040896,-0.016814898653764482,0.060155198035809015,,,-0.02445646622918707,
CNTN2,0.041304817281250315,0.042232346510702935,0.02716411709219556,0.07325774118556247,0.03861652095420053,0.009848627937620985,-0.03230262494603531,0.0014366329076217768,0.005938148313274705,-0.05477912298296964,0.10547812640919288,0.03600920244118683,-0.06725216210868783,-0.10665578476596099,-0.004625315025621243,-0.0014803795007911722
F7,0.014669863720998986,,,,,-0.01051225736261664,-0.02118356132154363,,,,,,,,,-0.007174048915205854
LUM,0.02327914674107016,0.010370961042915745,0.02545426039280823,-0.024692127107842157,-0.011183380565296022,0.050699343875260136,-0.06622001181646202,-0.03180018429932339,-0.0019742106224915528,0.05814561664410021,0.0467924385839551,-0.02851599053498383,0.05400450761095436,0.02435064250670172,-0.019082994244334035,0.10540050235239455
BTC,-0.01788452935762496,-0.0111136571611952,,0.01801809598502433,0.01112870297100878,,,,0.030308835961253455,0.07177662849278908,,,0.017657154860991734,,-0.020984571005632006,0.03344473846975448
APOC1,-0.01200551475267416,-0.017604979851957418,0.09543073205418014,0.05817492970915305,0.05736287429191579,0.09277159377228701,-0.09745100706877051,0.009058192813521392,-0.029811870735360655,-0.03894012399757485,0.0022828272327227095,-0.054754969649934176,0.023426634933976925,0.026270322494327893,0.013658319254542077,-0.024878111198197665
PKM,0.07063264782067881,0.029041199310455186,-0.0505423921389428,0.023046814747610455,-0.0716505229709947,0.03930633021502708,0.0007235477856644505,0.015580899401111329,0.07517144564243175,0.05207965320934863,-0.019445837411141406,0.08768226292964393,-0.018747800853862392,0.0877909419697332,0.025976913341093665,-0.06552684931987016
TNF,0.013259608915649935,-0.05333080166444624,,-0.015351710072276366,-0.03850560600779466,0.018811529075844716,-0.031089504776401742,-0.03644888067175187,-0.01897427520355903,0.024854176143394958,-0.022378005694543467,-0.046086830523343954,0.09825607218383695,0.07532050289710536,,0.0037899749673984
GNAS,-0.009125040049218547,-0.028131154497248935,-0.036121004634226676,-0.029268336185709044,0.11560567465988451,-0.07666099905013325,0.09266934819044982,-0.024652137380052418,0.06749605721444388,0.06821845283687535,-0.02368373826795241,-0.06022219121169495,-0.045481111533541264,-0.004061242952564788,0.04565162375361713,0.054644936269764986
BMP8B,-0.007826058135814997,-0.018967709741809807,-0.07219910682550566,0.035937820963600375,-0.03824863460938848,0.11136047507482465,0.0010732798574297731,-0.0048802005072810534,-0.012598723704148662,-0.03473401345651324,0.04924518738383542,0.04070279392832538,-0.01691964673310355,0.02861239505038837,-0.006243478222534102,0.006931225143124424
LIPH,0.05010532782441185,,0.03511116343473458,-0.001633354480370005,,,,-0.012881298513106982,,,,0.009486193577435858,,,,-0.016002979656768813
CCL28,0.0347090403069291,,,,,-0.0011676316578913951,,-0.01983508060428789,-0.014901629827026783,0.04772737335789597,0.0069507680457479015,-0.02922830768635152,,,-0.01690524979545757,0.03816296582020264
PTPN11,-0.02163701973787436,0.05477937632765191,0.04731016078838488,0.06614964896920766,-0.005013989002872257,0.06338810635233978,-0.03344741868044728,-0.005835084597794448,0.009535550882758747,-0.025354261582545626,0.030369242598801447,0.011380197188856274,0.044756875023677735,-0.06806427120844519,-0.02539883348974948,-0.058598698700270645
ADAM12,0.027058097491294477,0.003932578721162099,0.10229340988264604,0.011990178868012008,-0.00591001573470871,0.04081078875134035,-0.013923786779160766,-0.011900803153295293,-0.014401498861457866,0.02284655523486819,-0.07720202566148696,-0.02901967729968359,-0.0019876051695104455,0.03677515884941613,0.04375325971212713,-0.018010297207903803
EPO,-0.027151217969341345,,,0.004896541335128211,0.05890687476248061,,,-0.013477029121443083,,,-0.01912875365386341,,0.029304199454795277,0.05847898814320051,,
EDN3,-0.035199091711212764,0.01690635668907067,-0.030885199615283243,0.005051522169190522,-0.019592909465429444,-0.01575390838672193,0.006074848627278846,-0.020888730453353505,-0.03826945476440465,0.05319608670149734,0.05166765389248258,,,-0.027165737027089333,-0.027928780958119598,0.11035274435776359
CCL22,,-0.00893825100430472,,,,,,0.013333083726556252,,,,,,,0.027554791496341175,
CCL2,0.054707120095463656,-0.020286189660640393,0.040143266511250844,-0.014860079579002037,-0.10263234772025097,0.02596646271433091,-0.05027347458559347,-0.08506141619632857,-0.011552162089965907,-0.02709400547456633,0.024943073298004857,-0.00790269831076492,0.024437320411106765,0.11751593344511489,-0.05851105655778708,-0.062199806743093625
DSCAM,0.07260894452388163,0.010594018953620367,0.0347142385454321,0.010892999685317078,-0.035036019870992384,0.06099992455773716,-0.023913002119086237,-0.04936118198527306,-0.008592667811718973,0.012315199063445633,0.01202642771753505,-0.020948982837978088,0.001395458259338302,-0.030092111237874267,-0.06837829610909305,0.009464060442464726
GPHA2,0.03974554170827119,,,,,,,,,,,,,,,
ANG,0.07423009600163942,-0.04508000309149878,-0.0015789782174094964,-0.03590474792838736,-0.06306548358939151,0.014399868903496775,-0.07812069120666071,0.017656046988888435,-0.003056799992951637,-0.02868346910835942,0.05252368533235866,0.06078363652469,-0.023580722313067626,0.13585466668933446,-0.059342106863637986,0.04343066252083787
FBLN2,0.03627002247093382,0.03466779349731811,-0.00761032476861957,-0.01463303176611058,0.017492841254971674,0.02908236111248437,0.05610531684179083,0.06045318653365688,0.03792979886922575,0.10772225624278747,0.06436783575868567,0.11946699233977107,,-0.08639423961954926,0.05525824119271491,0.06285255447743106
VTN,0.02300064934848648,,-0.01260992461330453,0.016195233178175828,-0.019282228409675427,0.07664041443216081,-0.035708573192274516,0.00369603738519675,0.03918669145895691,,-0.015894842611488016,0.09479877358599711,-0.007620370732919945,,,-0.03323753535492796
VEGFA,0.04313283080796159,0.010324312580927916,-0.09518315108166336,0.01972506749144665,-0.06938714499811073,0.0993635071147559,-0.07708622606572764,-0.017006667364993646,-0.013581093836431999,0.04041959651700667,-0.0007180147634498373,0.0741777975768022,-0.04040339997117782,0.08498062938325615,-0.034848479698541254,-0.051976471783312134
F10,,-0.011428695804218365,,,0.12377109311126722,0.04890605839114935,-0.034444922461041916,-0.014777271146436288,-0.008480845725822542,0.05896328774101742,,,0.048057091869029116,,-0.018155606641005975,-0.0269947182277584
SERPINA1,0.05883638722608582,0.02491475542779564,0.08451541090751423,0.04730709247101714,-0.06105735036594869,-0.01803771078886752,-0.13465966204253788,0.027223341511470232,-0.038907529193009195,-0.014079260982693048,0.03397822672654648,-0.012194832654006685,-0.042207570201763425,0.009096944545303121,0.06833813864638433,0.015437446253652135
VWF,-0.027707458797299907,0.0264451791712429,0.05622592526315359,-0.006950721889570407,0.05574950209166036,0.01737703912815317,-0.04794141140486899,-0.06999137327791088,-0.011521155499383618,0.008174230536392556,0.047604186660756984,-0.059530253432955704,-0.06920382805694933,0.02047959359454183,-0.03718800270700057,0.05095610772576884
GDNF,-0.031645136201093105,,-0.0004250637173332461,0.035560439674263894,,0.0832161079652537,,,,,-0.01912875216417743,,-0.06582250259854805,0.07096954177231068,,
VASP,-0.011224591726730317,0.017396179134997473,-0.05435049875099377,0.002993578455275294,-0.058218756993164936,0.07964427057363209,-0.0010783484849019298,-0.03926871446532667,0.0016109006809983696,-0.02843949320309396,0.022093428098530127,-0.026329272790601814,-0.0024430932469251617,0.08647525562913068,0.025578429054297372,-0.037392839030962
ADAM15,-0.03763681513358554,-0.027309471863117454,0.08271697162657951,-0.0006764780306457332,-0.090810862922074,0.07203116304237993,-0.027173348118668176,-0.021753233329219693,0.026808230351919992,0.04012925486768268,0.052533978274165435,0.0331310362948193,-0.11964553668416054,0.12083835856024316,-0.04483085038640478,0.07635752589892547
WNT2,-0.015399237674123286,,0.03518186554004412,,0.07813297351037299,0.011172720850280761,0.12134747455545052,,0.08528696490097129,-0.019691574277459115,-0.017901675952485516,0.07796042837488505,,,,-0.05161367085930884
CALCB,,-0.03524328049015753,0.059959832388005764,,-0.006937218505225011,0.07826924231151748,0.11325489444947784,,,0.058682669685736905,,,,,,-0.031587874567610925
OLFM2,-0.015268332925255472,-0.029028976747401236,0.05766139277724453,-0.013926834437380787,0.04475669462680513,0.010549617325061923,0.02916817954286951,-0.06404621062682313,0.01607318675243362,0.04838964125453695,0.006377210998779248,-0.05956596337245859,-0.01957182576878103,0.048757433967438535,0.02474598220899305,0.0392602347208756
MFAP2,0.012202341698614023,-0.0012305234300572239,,-0.021903114394064477,0.01881430166364696,0.13537935989603753,-0.019799092495654647,-0.001167421619026456,-0.001268643701487632,-0.0122966810501534,-0.029758786384127277,-0.057308868756617545,-0.04480415767300099,0.015007613478785235,-0.040126591489573836,0.04440193043812002
HLA-C,0.0484204954608962,-0.034174701207199856,0.07977337053558503,-0.018741987774691046,-0.006888885829110181,0.024396666673572025,-0.07915089202337515,0.028954615247971036,-0.050321628245713936,-0.04507096042058729,0.01489104432235705,0.04292227957478366,-0.019726737386962446,-0.0016630511018746778,-0.011601729751731685,-0.01162773617639367
THBS1,0.05763056958741196,-0.026037867377943304,-0.05094401737387669,-0.02996449663199105,-0.025345476728819365,0.061443971320133774,-0.05122390208169531,-0.019262432882230833,0.003897336269031416,-0.03471046385270413,-0.010057044242543346,-0.004958800456729731,-0.007477423516199545,0.020723239659276107,-0.04985165085244853,0.040727316968735536
HSPA4,-0.0032859681700029056,0.062361006028041815,0.09943067902436568,-0.04270319693404453,-0.03777570307909123,0.0634699408256289,0.01566313611627724,-0.030417188932835647,-0.04375032538422606,0.09552612088957771,-0.006383377995919757,-0.014171361162868509,-0.015921479273040353,0.01215420529614638,-0.03341754741863314,-0.021855701591751233
LMAN1,0.026726821144060532,-0.03648589627992327,-0.060067412456143006,-0.004733091696903785,0.009107222361891735,0.006996316286908252,-0.07573280785212712,-0.04063879674960752,-0.04370701089832827,0.05423311219815292,-0.016273403368887572,-0.03907400050074307,-0.0614570896501473,-0.014178292188664674,0.03681877711806784,-0.004227603006551365
LYPD3,0.004201320800891642,-0.024247408613031093,-0.03590281979365214,-0.027396687807227833,-0.019282230068749403,0.023822851106941028,0.0066578443587950115,-0.018868924792892847,0.009775320707884203,0.008708154165988115,,-0.020677649370094406,0.008818573395450831,-0.05110486908139311,,-0.029862769179676653
APOE,-0.03236569506756017,0.015737553051460202,0.08580683072962736,-0.04953992560278805,-0.06022672184301458,0.046641304117549395,-0.05325277245144368,-0.02872571780282881,-0.017024244815038034,-0.04699451690027168,0.06119891072475825,-0.08055372976658369,-0.035652886561669685,0.07072977226115292,0.07917090372621884,0.02764492568504233
SOSTDC1,0.08725587067310797,,,,0.14545356484513236,0.042123140388950334,-0.0020846362753120756,0.0038939214343004106,-0.02040449910212597,0.011972853978551213,-0.017281049024351233,,,,,0.01079492903943519
ANXA1,0.06876292524372064,-0.008011267671588367,0.02172466476984434,-0.017679938432912354,-0.05232691692774766,0.03530210330028345,-0.08883902502293643,-0.03964119585628696,-0.05145621341287286,-0.00984900225750259,-0.017672662488853717,0.008187722240550149,0.029512591829903154,0.11109979423755746,0.012607368976650006,-0.07132198528730861
WNT2B,0.042903437407042944,0.0011002113681925327,0.035353564940803855,-0.02488956993516724,0.01162624961381648,0.030885081662714,-0.0002897536973895849,-0.02544644610259943,-0.028053535302709723,0.07407528562084023,-0.008994017976873544,-0.041375984915436224,-0.048409385585909306,-0.0188835770656015,-0.0335207334042787,0.14610084448854005
AMH,0.06664005196937123,0.0098523615626118,-0.04184034975886492,-0.00831099543355809,0.022468062995469922,0.08050026922518633,0.018559758413954932,-0.019426455223720475,-0.016760791031717633,,0.04200460686831791,,0.11988918988690712,-0.01970361755565866,-0.016905247639678874,-0.0096651336113529
GDF10,0.03596876649503107,-0.05125168118722152,,,0.028182524028287758,0.013938748610898099,0.09691489400812654,-0.01814971395035511,0.01725594144972218,0.05865418703421062,-0.01693012929166994,0.03602431630123327,-0.007115569622045182,,-0.021336321068269475,-0.03305760866489617
EFNB3,-0.021584880506759916,0.03157726041913149,0.020258714633780258,-0.013441967300429609,0.10264353096069047,-0.014938890174291543,0.053729259848339844,-0.030919590853584162,0.020316319977596045,0.04381517255582264,-0.03019427666075424,-0.02342792268537608,0.004451843709783066,0.09123170439800636,-0.012614170966138207,0.021669215230365385
LTB,-0.03982722085118695,0.03227564443588959,,-0.0004543855725232634,-0.0274648800952711,0.08343188789973562,0.08746575075747574,0.036023026135696135,0.022203031112673684,-0.010676036003870648,0.014406538269343388,0.00491751292143604,-0.0977980226190069,0.03545262413479982,0.01305243572449719,-0.020696173025931835
ANGPT2,-0.016701663236656457,0.05640037833776252,0.04698472358633123,-0.01178229130222085,-0.002724303070918467,0.09633546299342816,-0.014726154683490582,-0.020589747330375847,0.0252477841001268,-0.030492554990080058,0.07691590575301951,-0.014975576723966745,-0.017844085579079554,0.06515513552436177,0.10179788351261357,0.023156333129030537
NRTN,,,,,,,,,,,,,,-0.07821375279312574,-0.021336328722574162,
ADAM17,0.04380904552017016,0.0726054345468771,0.017325520824381175,0.011906488554095464,-0.08451215911513571,0.08050021482078419,0.01053131211454167,-0.03350963546356067,-0.020011246358515096,0.08918233770858562,0.0660899642427469,-0.08104762620544381,-0.07329448920309964,0.031169883436816467,0.00039467505079424667,0.0528032359624361
