,UKF243,UKF248,UKF255,UKF260,UKF266,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PCSK1N,-0.09116430240280002,0.034103187241018816,0.13216819584874126,0.043700267335817694,-0.08217954157479673,0.07957124848597132,0.009210589555845911,-0.03305995819971422,-0.03336978396993806,-0.011725594272924697,0.0691078332288383,-0.052285948954426544,-0.05565361380083372,0.01863427310543198,0.005316421506118656,0.07370411447309237,-0.033515245317897915
NTS,,,,-0.05617841324010171,-0.014376749920069582,-0.018390045818837426,,,,,,-0.03414126747637881,-0.045957036149132914,,0.06862200114435714,0.0058140408792757056,
SFRP1,-0.02590886937509784,0.04794101271492191,,0.2478235695532219,0.07129768680293647,0.05920205897520507,-0.019601680137023788,-0.02429754418749639,-0.04359622300195402,0.009071535458587897,0.1386097386635294,0.07599346187776562,0.04755900305690312,-0.002507975386610566,-0.06365149275166518,-0.02593837970477912,0.000789117408464769
CXCL13,,,-0.0486606548910555,0.09476517498745395,,,0.029897327553091622,,,,,0.046737907944617935,0.06529654571196085,,0.05078144504777731,,0.012211455705668605
MICA,0.026298406512060623,-0.05666861767136865,-0.015200985744523618,0.011435524328715297,0.06841084856889004,-0.011952837571795305,-0.030357039928313952,-0.014892403558722307,-0.0009534793761179398,0.08022030428285654,0.1205334368309992,0.06453451978460685,0.009649702860631068,0.05936681577243434,-0.011559723915651677,0.011829438539248813,0.026181679861990163
TG,-0.005172408602882119,0.015166676347958461,,-0.02097921710451677,-0.016594559309888793,,-0.03538322330036388,0.07187330743804592,-0.019039943200004694,0.023147337912832782,-0.015695892284847614,-0.04395346616126364,-0.0030584027144561834,,-0.019894034334840324,-0.010482045243395454,0.012857994752745473
ADA,-0.0136111002799203,-0.003026488902377367,0.035630830136045455,-0.0401422855031917,-0.03241910167095664,0.00554195866258815,-0.01621371998437517,-0.009016908237443964,-0.06538134555400014,-0.04336052123740311,0.03345807895729051,0.05424208550818057,0.011949077481810148,0.08121103391920854,-0.031688422328287745,-0.024786864080841256,0.02438611049441881
LAMC3,-0.006127644204705988,-0.005012996548854853,0.09075349464561643,0.04142848391167747,0.0024850827957550435,-0.024138446347217634,-0.05853887610300078,-0.021980659657821422,-0.012284510725612796,-0.023704082201903023,0.103825091988188,0.021834605281227094,0.030742456660182348,0.04622656088882061,-0.008157099706494282,-0.03879338441417096,0.047603899839565415
CCL7,,0.04201574612149281,,-0.025137524702105334,,,,,,,,0.08964009187208627,,,,-0.018791432661605913,0.02442112932928886
NGF,0.015049205197267596,0.00016943058243762312,,-0.026831691272579398,-0.015835660524942476,0.03854262712479515,-0.03421024173189847,,,0.0837986361818663,-0.011226153621990581,-0.01502104715294502,0.0022220079183041157,,0.0357835470873122,-0.0022629415997296124,0.11630132079282898
TNFSF15,-0.03320263768489821,,,0.022222497464755273,-0.01922796357755598,,-0.015859718304012154,,-0.03510446065992481,0.12149189605470115,0.10414238821027885,0.014507189025038659,,,-0.04182012106925241,-0.022540020010943938,0.03383304255082579
HMGB1,-0.13038199721399776,-0.0611137303028116,0.13250275578546997,-0.06141972612979279,0.043797802628646965,0.026874444533415653,-0.08742695391867528,-0.019255534889894305,0.1088790982342981,-0.06182991029887279,-0.05792106736926101,-0.024004547893802637,-0.0015736003255497324,0.004142751024774266,-0.02940682055104709,0.03919382303598389,0.053589554995503295
ITGB3BP,0.06705386734841415,-0.014524246767195588,0.0715628537568986,0.023065176358640423,0.09790177080586039,-0.060059514893279195,0.05293892662183094,0.048245253976363575,-0.017968683064716596,0.0017199330004223732,0.12210158510146901,0.08323350087851962,0.06773663982088285,0.027614346178395425,0.05095486189544044,0.005291368855947233,0.013177730657313482
AANAT,0.10142831388365492,0.011618481769675192,,-0.01677028901551229,,-0.017289359007688333,,0.06516248693024938,,,-0.021756742841665438,-0.015734013737053118,0.05694277885518842,-0.01667964237796288,,-0.01988211939965247,-0.002472251416565993
RELN,-0.04627546693949401,0.029217797493479147,-0.0005958118546199742,0.04313416017541071,-0.028707775934710057,-0.033164210684733006,,-0.022525626682613435,,-0.08495138251764378,,,,-0.013780401121901107,0.03461663712787836,,-0.06407217487595551
IL15,-0.03444184132115131,0.03336501176071065,,0.00307863066392259,-0.013681839174657286,0.03163304735641205,-0.03729230264884249,0.02162450825894556,-0.01909951770449915,-0.03225477798192789,0.03710024125632851,0.06068903937007234,0.04550626645300775,-0.04003557930286876,0.01823493163129502,0.03331439563227354,0.01195545871762565
UTS2,,,,,,,,,0.01924492486088761,,,0.026554554857110318,,,,,
BSG,0.1818784412835247,0.0035051417465217344,0.0985974268943287,0.05771257191434203,0.10199852255377684,0.03659586192467004,0.034664707531675554,0.10042540098392322,0.0009101100890627028,-0.0294055107637576,0.0941408731308493,0.19162638238320687,0.04597985815256758,0.004684188348877716,0.03281166511176469,0.032543756226651226,0.11513674200660934
ADAMTS3,-0.007967628582190838,0.03942585010341049,,-0.0026596045258351006,0.045261731168924825,-0.027762648013181648,-0.0037704334208709745,0.09509401875986931,-0.029138204069874475,,-0.04243940267829786,0.059935429864151624,-0.006980424983739293,-0.0395579936059849,-0.02541889222202512,0.07667367621704034,0.0034214377793866085
CD34,-0.03626310503761708,0.0007956446430724204,0.009338744534817488,-0.013839557401113292,0.08128110634480931,0.025666462034832346,-0.05061323493915556,-0.0531943870858187,0.012830112106157228,0.02795277505954666,0.13996486436142824,0.06563404496130866,0.07249795263144737,0.006488243322351792,-0.025931026604335713,-0.0035451527739399674,0.01526003676737985
CCL23,,,,,,,,,0.010738482337600438,,,,,,,,
PLAT,-0.0424144626746666,0.005999272077093064,0.10236373742226465,-0.04601966316684483,0.09321721524321319,0.03795222960082015,0.003863359824950116,-0.005608425967316883,-0.05038474475414624,0.03709463206260185,0.1559060223977965,-0.007959404658507507,-0.0068472807573925175,0.033569321867955956,0.02646422680750341,0.08680608720633506,0.06985685554499338
NTF3,,,,,,,-0.033782140614772686,,,,,-0.017888893853782017,0.004181832668584978,,-0.0046955655473178565,,
LTA,,,,,,,,-0.00339452188516271,,,,,,,,0.0044554456356603695,
CKLF,-0.0624162432353275,0.006035934828303571,-0.024103051643280693,-0.0034204421852874357,0.14213877638263464,-0.0089282068337974,-0.04736954319785635,0.0025712029117082535,0.12530680390965993,-0.0007814027759659628,0.10001287975682836,0.1016838244644997,0.07970815903860953,0.025906196415318196,-0.014921107754576349,0.017751896541244337,-0.025827647387798417
APELA,,,,,,,-0.029236540703002526,,,,,,,,,,
CD24,0.13709549951547917,0.03114853801552234,0.032211773256999574,0.06204852264678813,0.10279847725669566,-0.005912418471121745,0.013015344640300956,0.023478918203002908,0.033920405439527374,-0.045844732057418555,0.05397636749703844,-0.013787761036184851,-0.020506204449777722,-0.005446018627187646,0.029353866349220884,0.07589664860733628,0.0532161473791732
HSP90AA1,-0.020832283558268175,0.014431678159698137,0.010288446722436045,0.03011787476777387,-0.10939001642861229,0.0703733355037278,-0.026356845514019893,-0.07813417242086874,-0.03404669600974273,-0.032734080659019026,-0.005794231993229224,-0.07464479298027712,-0.10181138919951635,-0.038624088823388615,-0.02883181060372114,-0.016176512695167344,0.029457965391448723
BMP4,-0.058085190391214236,0.059265538572772454,0.0617087357801058,-0.020685852133097975,0.12501371646158432,0.01118868555557775,-0.04932041916444574,-0.02345139043636621,0.09468037956961341,0.10161860488709935,0.06090397419133033,0.05477637868509866,-0.022213391244564843,-0.0007895702449708126,-0.01722558736211302,0.00026493954383938407,0.043120218094178125
SCGB3A1,,-0.021656169310501905,0.05898780552953601,-0.01997134393196471,-0.01746510968774832,-0.030434110246064655,-0.033203651716549244,-0.019204327003459233,-0.0035958196227754585,0.10458980879149389,,0.06687639922696408,0.005326198590502871,,-0.019942312541035463,-0.017464567479359035,-0.03646584520601186
IGFBP4,-0.01964921657077585,-0.013902622701070611,0.0024452689792431545,0.040486453826543846,0.1173987753333524,0.019527778999007907,-0.019737287301353205,0.02441693265321624,-0.11550328979862783,-0.04773425308679121,0.0165961130800375,-0.009939707267451709,-0.07400129830401081,0.005175396445147569,-0.0023166644830223317,-0.037850489784777334,0.016097153147673567
RSPO4,0.03646878131750996,,,0.026445638241724616,,,,-0.003399087572914743,,0.0574803919669487,,,,,-0.02498666751492937,0.00269133612898957,0.10929002417623046
LEFTY2,-0.03187599050257752,0.019211433455271786,0.0037738558820221715,0.017236723710161928,-0.03921809105437893,0.0381283560277413,-0.017932422676013447,-0.03397531746009033,-0.0257652196458852,,0.0416175065860917,-0.004430165407788087,0.08124816846361874,0.07518129261419332,-0.03125054183580662,0.035533622271757145,0.016227585836055238
PF4,,-0.022464799335980827,,,,,,,,,,,-0.0294823556774233,,,0.11688195178608478,-0.03304122472368591
ANGPTL2,-0.08773561690889536,-0.0178268751847424,-0.0026943404191860343,0.0176701058660361,0.1565582714826684,-0.02014148091990291,0.0735367149467631,0.07441955008432781,-0.106756551320289,-0.023801842094966493,0.082286025389344,0.04138426118293872,0.030356976444606668,0.012129978887583033,0.017176328741668787,0.002887702120493081,0.14310854477520543
LRIG2,0.005020243098845774,0.018634838326471878,-0.0071323736281842754,-0.014350738562157744,0.12479182507435593,0.007440728819896378,-0.007741982534176455,0.09823407892722902,0.01907385476709023,-0.01005435590286335,0.10523966542144797,0.015220371530912317,0.0797146909004229,0.06495256198043156,-0.0009555869787197956,0.029775140113235374,0.07473728027947171
ICOSLG,-0.05455427853247507,-0.05203479357438804,0.042139689964041285,-0.04565574128070677,-0.004494246142102993,-0.0234833173200472,-0.021196775023603,-0.011573911076458802,0.019586525237834853,-0.02443528959116336,0.029524737670890363,0.12028254435558879,0.037241262392181354,-0.0066441231785703825,-0.024559231350680596,0.006883709762254169,0.030488831410146282
WIF1,-0.07629836014744013,-0.03107162474576304,-0.05881253147807675,0.005509243377324807,-0.10641349708773488,0.040177451960019255,,0.009771421014831272,,,,,,,-0.02182968122347841,,-0.0012287626296246445
NPPC,-0.0574558897036843,-0.010008976169770457,0.11625196169290686,-0.04020925834927371,-0.03350675119433013,0.06078205266403055,,0.13964733699494766,-0.029266988714437673,-0.05849877553306133,-0.050917269200180006,-0.01011958896953132,0.03219005159979267,-0.014193309354019754,0.0118758306424289,,0.1271523175846038
LYZ,-0.02087658236211181,0.06996348042134497,0.02413895766687442,-0.0575007714279182,0.05575999181102559,-0.023271230998940344,-0.03246810088131916,-0.0027496585159311232,0.06355333208207918,-0.008011543264201821,0.06918417736014726,0.04166021814643727,0.05372433435360686,0.07858628244704735,0.05249434847375065,-0.02194831163179632,-0.02289705531051461
EREG,,,-0.0008082856750141645,0.016562545043162912,,-0.018917995326941228,-0.020969169433114564,,,,,0.002643245539410693,0.025594582482737636,,-0.021844140007104218,-0.04041127682513788,-0.038040237551147466
SPTAN1,-0.04224745176638609,-0.0116867030914191,0.07474581782150398,0.05270782237773196,-0.05533074964618638,0.06361146394661099,-0.008395948014807211,0.004025202500839758,-0.027208651646282937,0.04177469015298705,0.10672016381501907,-0.02077414116155807,-0.02550116634188627,-0.032113360171841514,0.020416845998994487,-0.0197239757366232,-0.07014344527444777
PTH2,,,,,,,,,,,,,,,0.005481989755344691,,
LIPC,-0.05017517734190679,-0.027502819142745927,,0.09748566689154639,-0.02121702435329194,-0.033881784828063394,0.03540979593908671,0.07497589636935213,0.06939111609231408,0.02841860995408741,0.04057372054558482,,,-0.022987428499412554,,-0.03383265735572283,0.03234326304597547
COL8A1,-0.018895705974590886,-0.013819011249497234,0.045555142992651614,-0.010567710448284327,0.11978707720793538,0.04062622576012337,-0.010095211090427639,0.007394587795078531,-0.02147797412832747,0.041429101203877994,0.006132661419891076,0.11633596430472933,0.03518985574528701,-0.030487998603482627,-0.03691463962245519,0.07604157233000708,0.03369773114226466
GSTM2,0.009933321148180269,0.04837072387237483,-0.01813348762477822,0.07219820011452943,-0.011569837317545153,0.09873068653234902,0.017812348095716052,0.06353016932161261,-0.023061032997819777,-0.022315161343904155,0.03311806490171438,0.00844059508900468,0.007010578228950609,0.036592994133227405,0.06961984190018289,-0.011772041898464253,0.015312034353042374
SPX,-0.008842893850669437,0.03600240152755039,,-0.01295448704954238,-0.012631068321669494,0.015590091695568678,,-0.01834532006501418,-0.019481297417838155,,-0.0011003329703692926,0.019460658223309064,0.0769086914399097,-0.03883211888894176,-0.032184213166923555,0.011056858926960898,-0.09312447465626979
MFGE8,-0.014740828061351125,0.02543829026344579,0.05702291964010729,-0.007418102653505825,0.03222218625683383,-0.017786841942617027,0.05069392570260987,0.011412756173640206,-0.024688786035584817,-0.023440753131090928,0.03867621646250848,0.055695150128640215,0.032634102510303804,0.040246626044741704,-0.08038914757535107,-0.054915896203120304,0.010061392833409333
TGFA,0.058635833137446615,0.03824641133835542,-0.02841987527031319,-0.0017233607243807153,0.0492322283907422,-0.04037288710437026,-0.01376296287499677,0.026364339269053624,0.010599508510122882,0.05823009726101795,0.027524678258831044,0.0993965085163839,-0.01930378160070463,-0.07518170439612606,-0.028063668123744678,0.040122518664003556,0.12027773091882293
SLIT2,-0.06644312920261193,0.004935101398161732,0.006137692843100057,0.0020313620500199375,-0.02902953788440491,0.07005010677895916,-0.023679414030366285,-0.03812553623482973,0.021356194561558774,-0.03998896443459276,0.035878969784217146,0.09293075329500253,0.06898664009372475,0.03501266729689204,0.057022621897781255,0.03136533767880081,0.036116496775803156
PLTP,-0.030208223571852,-0.030574687442890956,0.03086219858407497,-0.07202476130309853,0.08360654660531561,-0.032985435161230696,-0.045588334338234934,0.05516513230798673,0.10555601558189948,0.042957054001235596,0.13151462361071914,0.06192538934875512,0.008844196229072837,0.046700999655883674,-0.048371446369694086,-0.027632062064817265,0.02057759937289042
APOD,-0.10526281769457371,-0.03364430838318828,0.11751965307695438,-0.013057760829528179,-0.09971172382409686,-0.10336120663120646,-0.03710275908308658,-0.04535329066850554,0.019183028417488222,-0.0032173326684450305,-0.1716438710544118,0.08222844639861768,0.1293411672782072,-0.049430830900583034,-0.049617003514746245,-0.08890451678289642,-0.12215252367210583
B2M,-0.14550111812188718,0.03567511551062257,-0.07947335670151912,-0.03709307066912366,0.07974006363963884,-0.062212041569733645,-0.09770186161645966,0.0448392379076891,0.007877208879076659,-0.04830770491893161,-0.0835721492289869,0.14745672435940618,0.13515587667013038,0.05426404164453979,-0.0683753093722279,-0.03185621073203437,0.004989595450302281
OMG,-0.031202947099376665,-0.020972060823387807,0.11964406156151627,0.024936959542791362,-0.013402761993628389,-0.05166733135482275,0.131762108721523,-0.056113977235938965,-0.05129859032742306,-0.0037695091164444312,-0.09677414776414156,0.055323776437188305,0.08860568149711155,-0.02302608510863353,-0.008603263737768404,0.08930022255987834,-0.035857056329492966
CXCL3,-0.014535790426280388,0.03662631064267316,0.04198167568343751,-0.004371801861231814,,-0.0266317094987209,-0.023334471361469246,0.050932668502375746,-0.030162566842228344,,,0.07757089752357141,-0.06503231390218371,-0.02263924880750141,-6.983822419748178e-05,-0.012941710236121937,0.037045739348944014
CXCL10,-0.07469157559490716,0.09984907615130491,,0.017251920974481097,-0.01870152416381131,-0.018426935831789944,-0.018095210827792838,0.09163688865115198,-0.01595652387956487,-0.03168785235427856,0.05461482503987515,-0.050072347599424215,0.04918489964920154,0.004144068463453795,0.009409824843878478,0.05245498594431738,-0.06258438184390497
RSPO3,,-0.005709347471395769,0.07905261241385128,0.07383257616622325,-0.0454143074050207,0.0041640868031141325,,0.05989074348882119,,,,-3.086997566224425e-05,-0.021550543657149458,,0.01410441651869358,-0.019069629666168545,-0.004811896138925464
CORT,-0.036758929810363376,0.0006652166074826052,0.033398444188171214,0.013905148183867502,-0.018653008043761417,0.0014024783315861118,,0.02737900211585814,,,,0.05639929179935512,0.06037403289575556,,0.03278699721595587,,
NCAN,-0.07045329371804122,-0.016417898784130625,0.12283690743867796,0.029376747622471125,0.09113037887827877,0.06250994164440636,,-0.018032078352724374,-0.018073646543073155,0.07072983860373594,0.055776610330489786,0.025366809730864193,0.027294040548080663,0.023862947646484976,-0.06091113146937032,0.07736159088987943,-0.044115169598431495
PRG4,0.01369009599666654,-0.032568295600592226,0.05685293593381778,-0.015978427733617732,,,,0.017105167520611614,,,,0.007239842877384893,0.03539978780468837,,-0.005234648651957416,-0.04319785052674403,0.03002018684733851
ZG16B,,0.00650083456451594,,,,,-0.007127815476781928,,,,0.0645330655163092,,,,,0.064517197822693,-0.02818755339108968
TGM2,-0.07629356649368836,0.023173934749734743,-0.0069299827510494235,-0.030819357449032057,0.04014992903561605,-0.023892167233103046,-0.004027623303719113,-0.03392967891071479,-0.04328683894637338,0.04662659433850133,0.07766960866490931,0.13135773900544714,0.0501072822913143,0.06988546527497433,-0.052543825712888376,-0.02260876719027416,0.031233282275227824
VEGFC,-0.03599604551116185,-0.0070197259415359405,-0.027873455800653913,-0.024596095021175098,0.07805060493965653,0.07988204874360583,-0.0035665817708932105,-0.02471338538015586,-0.03372784217397361,0.07723694890839683,-0.015727731056605628,0.05956540830656246,0.059777012328470824,-0.029861542230016337,-0.0416807688113486,0.011907274686324121,-0.013270071365650754
WNT6,-0.04565257536574819,-0.01573001915770755,0.005467485378219284,0.043160126142297424,-0.01403335131941284,,0.0355037166877949,-0.02156859480979746,,,0.0460381848159161,0.06612342092064888,0.005637688084574043,,0.027370457787523835,-0.02871655131275504,-0.02912619952925033
NRG4,-0.03402191862341133,0.0486367675058392,0.14005388483059986,0.011181632453135892,-0.017179416242220604,-0.0013949806981731732,,-0.005656102910202161,,0.01396372772940952,,,,-0.023978387090806397,0.10794336515908476,-0.019069631803419064,0.028282125666451198
PMCH,,-0.022988947011037868,,,,,,,,,,0.04070929109458433,0.010761570354705423,,-0.008270375302771816,0.05676052800015919,0.06982688585340881
COL9A1,-0.04151439148935189,0.06345977111334772,0.041880472442485,-0.048503522260190696,0.15569125213499052,-0.018655739467009748,,-0.0328522921827147,0.05189325061691873,0.020857475066849703,0.04608086328926263,0.009201333397668094,-0.010635697888589934,-0.0637174381466385,-0.03277608551729454,-0.0016789771566485191,-0.007776470222297556
GDF11,-0.03479142012314713,-0.028977751319133094,0.027582748891211373,0.017601454507863015,0.05657985370009827,0.010025458138952304,-0.001515251903361278,0.02245413512286493,-0.03104432428886912,0.013250104706359787,0.07091131338378254,0.023803029859531914,-0.031878205547170385,-0.0078755764218641,0.0018852198176109378,0.03747486618025959,-0.006758417414826062
RAET1E,,,,,,,,,,,,,,,,-0.020919250594961875,
IL24,,,,,,,-0.01491746975437784,,,,,0.040425646886185225,0.09905913920681016,,,,-0.006503662110360497
SORBS1,-0.08471783659219083,0.07313889973663398,0.0264440180428825,0.05157498656177639,-0.013844964504367648,-0.032862885182252624,-0.029316104435444214,0.020409078358711176,0.040578156509716565,0.16297343027840305,0.17616505234348465,-0.006758402726498031,0.016315108227254682,0.03861784941110983,-0.01596927955139784,0.04301595749159961,-0.018974514040367152
DLL1,-0.0077078697119915334,0.07038781233017703,0.04935041663569722,-0.008321159008634465,0.10206287907231296,0.028018428841099615,-0.0008639449950349353,0.13269533451649718,-0.012444416012490866,0.05992885845686578,0.08585413264348486,0.05391643660477249,0.10114728550662469,-0.07705342648238707,0.05385965690643196,0.054941038207615034,0.1536145863728921
TLN1,0.09187698982150481,-0.01069840771492177,-0.0031285120697336338,-0.03691044268420697,0.02111181075666644,-0.059868092961555944,-0.06020883350949848,0.08520793942500271,0.04186335836723046,-0.0328959289954892,0.0512871349393245,0.021135512349919856,0.01927933441289321,-0.019027621837799928,-0.07795617938674888,-0.035061354166400896,0.06701930387056636
COL2A1,-0.03482367411715681,-0.06741832102852992,,-0.014271159922277756,0.17937384288587352,,,-0.02012203718298573,,,,0.1069079864577897,0.09277653944442327,,0.03352224668871152,0.03287532088917241,0.06552982725992225
SHH,,,,-0.01403106230638951,-0.01659456108390807,,,-0.0192043253248815,-0.04220643017104203,,,0.0522370618549345,0.005016123422859905,0.01617695217406124,0.07215885694677718,0.1383008807176943,0.12266432325774944
