,UKF259,UKF296,UKF313,ZH1019T1,ZH1019inf
BMP1,0.009798056701149995,0.01795076348626219,0.039666232130981874,-0.03058941877868192,0.04647652775442094
NDP,0.07060918744412104,0.005181171488746842,0.04325500220254866,0.09397273987516365,0.0011825432600287501
TNFSF18,,,,-0.06626602675925074,
RTN4,0.013839861044701774,-0.07428519367393999,-0.008804907390479231,0.0810533744391617,-0.007572694709061865
HEBP1,-0.0377789969229576,0.013737098736014251,0.002654449437012163,0.039791704149101555,-0.01521256149568175
WNT7B,-0.02464809761959473,-0.011246855396774986,0.08985221758985124,,0.007027197578216885
PTMA,0.004833080101329555,0.006787170919656732,0.05154987035268188,-0.11006212186667243,-0.14153039721580735
CEACAM1,0.01146737598567848,,,-0.04659626310888112,0.015581125673883485
PDAP1,0.03311365953068188,-0.032098741079537634,0.008726385432508182,-0.031034231182240277,0.02566023320584198
QDPR,-0.0047681759831380835,-0.009869201197175886,0.019020956710542658,-0.03869666743079042,-0.10361656205284282
POMC,-0.02650449077839872,-0.01153203995536348,0.015410334062092175,-0.06646583620003872,0.02284747991651161
CCL18,,,0.0713544459937694,,-0.021652684297425295
CCL17,-0.016496629453917465,-0.013920454173200043,,,
VEGFD,0.012992739260673514,-0.010210821482018302,0.0640217196992398,0.020281741423367305,
TNFSF13,-0.011379005791843035,,,,
WNT5A,-0.0002301499135768031,-0.03740625582628492,0.008417020050158104,-0.01278750252858344,0.02050161219318169
CXCL8,0.030679207772992875,-0.00950876094533376,-0.03685795966487012,0.01611823422387113,-0.03812295977424099
GRN,0.023082453330491328,0.0436345653352246,0.03454228460610401,-0.034165184127214365,0.06728682006887576
MIA,0.014331424890608084,-0.011612659056814467,0.005986503475141021,0.10180991128005236,0.05685211755297653
COL4A4,-0.025318513633388075,-0.019508343691309497,,-0.049601634261703886,-0.027375758403990643
TAC1,-0.0065979023674395286,-0.023068332328171,,,
RARRES2,0.09128077307187692,-0.000981502829709354,-0.06667076634658543,0.05311754946549124,0.030229526158868272
FGF7,-0.019390555852250125,0.09849976371354041,-0.009463341903230386,0.042267463371970584,-0.04103820648401714
HBEGF,-0.001424326649186907,-0.026222368606009013,0.03774507778177354,0.06548358516024598,0.059530652351104996
CSF3,0.009811450087209987,,-0.02732245808510679,,
