,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
COL4A4,-0.02105285971801424,-0.02809068671340005,0.028525472070323535,0.008017262550922364,-0.037771703915324216,-0.014128253826375751,-0.003282450726945777,0.1401419249912645,-0.003490113327922036,0.07894326702855518,0.005857548876131677,0.0038928938449288384
TAC1,-0.0181784397521022,0.015319519600800068,-0.003370840539690073,0.06371164733360071,-0.02349634440691363,0.002625779629655895,0.033780948584623105,-0.03247968710033274,,,,-0.022637454874042263
RARRES2,-0.013152878028519317,0.006661536495507339,-0.02730436592501303,0.07169111295313171,-0.0712932241589031,0.0515456366121344,0.005070300447048452,0.08097000944346035,0.054745291094210266,-0.0022239861395144888,-0.01164362664351112,-0.0108842800951641
FGF7,0.05924077831271941,,0.009244641591443378,-0.03852839618856523,-0.029691147798181078,0.05263700840675431,0.019328150967340647,0.07376105466830278,0.015257875502683399,-0.005057702248863758,-0.04267252954502954,0.006870961586949151
EFNA2,,,,,,,,,,-0.026463881289303562,,
HBEGF,-0.019932306858107603,-0.0033702423788090448,-0.01406103284034463,-0.05585073967592668,-0.09307145192872375,0.015930965641600767,0.02439143080318738,0.02345867464586664,0.014438562022425695,0.007960088517830448,0.04667959826777943,0.03108888802770867
CSF3,,,,0.0530656541628284,0.011892545587532099,-0.014947420613187526,,,-0.044375922034818056,-0.08192472050293091,,-0.018810739105991035
PI3,,-0.024606816569319068,,-0.047260137876241094,0.027909775784782372,0.07365652798659583,,,-0.045335408425224884,-0.09997698535488977,-0.02016015692138165,0.0019239184328979598
PCSK1N,-0.0013645338058413225,0.007435067805123977,-0.06137199323967881,0.03992310463176975,0.011239925636224252,0.04400574040917277,0.012461610172141932,-0.03448530530691222,-0.08126690996771041,0.021182106090140658,-0.007235051108434745,0.04814517490571625
NTS,,,,,-0.04383447563641633,-0.018372177979233212,-0.018219774731784655,,-0.0383612442792044,-0.019036318760313545,,0.017124603012423394
SFRP1,-0.026450089022823836,0.001149992342144556,0.006189142065091285,-0.029107763854938788,0.022782402837138064,0.018725508762882304,-0.0035803923915195338,0.07097675079528047,0.007777911558768779,0.0025427362291961233,0.06533175616564063,0.03279820542537273
CXCL13,,,0.04185318346902235,,0.15327893285620742,,,,-0.03693573282308939,0.006736445197133337,,0.01847843487697667
MICA,0.1125058151590257,-0.023509449171306315,-0.03040345539933533,-0.03200002544904552,-0.021303823701474364,0.0845881621936582,0.029050767090280843,0.032952491405614,0.006466468968180043,0.08475042364379982,0.06743353721793666,0.0017914098370886617
TG,0.047502142153799186,0.05191509066331195,-0.017978134411990317,0.007218157969821266,-0.0263919672430397,-0.018040199364658078,-0.029657618064298737,0.0686507419857433,-0.021849454449510745,-0.028827242040692536,,0.08277810650973554
ADA,-0.05450192732292052,-0.0207523415900919,-0.011387949976949443,-0.005544771508136696,-0.04480651270557588,0.07323813990211266,0.025919563067702517,0.009910260450859843,-0.007865605745419247,0.11167560700419221,-0.005109768424028818,0.014746574926653763
LAMC3,0.03207955623478391,-0.03440629939715381,0.01158651431424093,-0.026241519875046377,0.026377783294615563,0.007448658522101595,-0.0047569899392411255,0.028898342106410423,0.011416798914143341,0.07079643165207147,-0.0646753499957719,-0.04086773154012136
CCL7,,-0.014877744101872696,,-0.02271074546244203,0.09174886220831857,,,,-0.007169167743795442,,,
NGF,,-0.025544347807738094,,0.017219898843948655,0.03427639536450623,,,,0.04725603322881889,0.05343295894542582,,0.05049277153037424
TNFSF15,,,,-0.013794947476064011,-0.017209593569379244,,,,-0.024026292868778734,,,0.0834586269578416
HMGB1,-0.05620487649673589,-0.02301821715750596,0.04571090542728587,0.07785560094336148,-0.022613583079892686,0.023974400584984977,0.08080890690868328,0.07493533172318094,-0.0009733830175167945,-0.04253863958062375,0.055764986933389424,-0.08153624378599808
ITGB3BP,-0.028682613511738037,0.005955010107581902,-0.03770083776848512,-0.03738622609980826,0.025418044902535217,0.012445926319772167,-0.0021467274076300254,0.031843204556736275,-0.000186528057028669,-3.312898912097555e-05,0.08315930385484703,0.03988715548259674
AANAT,,-0.005472704887008843,,-0.009960972213132597,-0.015506873038754525,0.09921816859904681,-0.015641797162912634,-0.004981992407656719,0.08222845335390701,-0.012685519700667036,-0.011193588595582473,
RELN,-0.017453374929671268,0.03379468849037076,-0.010210431648967868,-0.024368286110452993,-0.03888822603738793,-0.039563287575447484,0.029116526716154844,0.024439176527804408,,,-0.03670377199549807,-0.014109558508495497
IL15,0.0883821225682523,0.009221601595816264,-0.02290386819145291,0.026202420052866864,-0.0525841451473778,0.021107467308223604,-0.027096168873868714,-0.02131358539860063,0.006293390716639436,0.030577374452730163,-0.008413424867360172,-0.028493910318878025
UTS2,,,,,,-0.044475547990723764,,,0.09789879836611763,,,
BSG,0.031959008326007156,-0.044762133400880935,0.04352529378105083,-0.030748004702163993,-0.01561287676198265,-0.0370909375919548,-0.007534847761606708,0.11776561182471826,0.05461053810547639,-0.0206762851700811,0.0223685953543436,0.07184893259428592
ADAMTS3,-0.01820643017933921,-0.02194208698260446,0.008342778459262113,-0.04327251482843972,-0.012017497500063935,0.031771836272105225,-0.007921650009773752,0.0121016369635503,0.023258662285774584,0.11967157421355712,-0.04547562985346856,0.0987641206741231
CD34,-0.009337629714725468,-0.04738967787223559,-0.04503953376771901,0.004713738063818962,-0.028612846616209168,0.04134973527135728,0.02399574557021303,0.031847977644734404,0.11037547409713151,0.12422213586397918,-0.04652635065555437,-0.01983716851537326
CCL23,,,,,,-0.015341488567197106,,,,,,
PLAT,0.019426571099461134,-0.049256654772086614,0.021320345867119773,0.0008525928189254082,-0.007100400565605772,0.014205269415462672,-0.01951616849266399,0.04126266942776289,0.04503557064626154,0.08443820287403214,0.05893764184552989,-0.017370177230268104
NTF3,,,,,,,,,0.005804709551346568,0.10501322299978842,,0.0056153838750539605
LTA,,,-0.013221176556206722,-0.029107762493231843,,,-0.025687211863782297,0.010602913690456451,,,,
CKLF,-0.01871209397514037,-0.02801685048803474,0.024554230641014325,0.0020607690342749627,0.0173402585302369,0.011200234076896324,-0.00417198940177323,0.062493840768892535,0.028155128970937335,0.09001929716141627,-0.03441571164657,0.04122082307032672
CD24,-0.03833329938806325,0.010060756944181822,0.03413710279697261,-0.004558771916122102,0.026302365842432174,0.023142383064074446,0.05430057711462798,0.0276358614882598,0.07492360906562467,0.02863858565375729,-0.02506681851490283,-0.0077259715507688054
HSP90AA1,-0.09778274366352306,-0.014306905041229355,0.060682240314424936,0.03283741660087106,0.02451416522304766,-0.040316248480655806,0.020402989571917052,-0.04798113712353899,-0.07967527965718069,-0.14586187910819756,0.031111251797275776,-0.051419194752118334
BMP4,0.06732269609164293,-0.043938286402505695,-0.014015222175024121,-0.0302242788545618,-0.0038082655836944594,0.0022978206736220677,-0.026333342134338078,0.03437908759261679,0.04084880618496888,0.04812588541068976,-0.005960231976484223,0.03314776857263945
SCGB3A1,,-0.014877742614118164,,,-0.018466771471846156,,,-0.02244303347710514,0.05655676751729421,0.032442794499382956,,-0.024258054418110367
IGFBP4,0.01791113896366024,-0.00714557900354486,0.05683605685899944,-0.043696657128983026,-0.0023907198493957503,0.018103118758050138,0.032152905364983705,0.03801939795978945,-0.03612792226160915,-0.0505986264113856,-0.0419400658044761,-0.027848694476294428
RSPO4,,,-0.02137354189986207,-0.030569942853823695,-0.021313656147556686,,-0.029875791195232967,0.03980423918346724,,,,-0.016336767284548703
LEFTY2,0.002198863400099048,-0.05782324777096113,-0.013383552719984752,-0.05598786682328755,0.01586356246052316,-0.004509659658529182,-0.01380721012803847,-0.005564664936229079,0.02036122315623935,-0.003003789646176651,0.005231254689192747,-0.022216924204591548
PF4,,-0.015433269735126083,-0.012026457023707748,-0.019814677987615926,,,,,,-0.024255979381501345,,
ANGPTL2,-0.020079343593612485,-0.026612190930618472,0.08135368931060723,0.047853797927755376,-0.015438152088203027,0.03443186056695023,0.03983797650464524,0.025411036874842842,-0.0036310715537767853,0.09068145814211237,-0.0595052762632856,0.029436957209368533
LRIG2,0.007055256294373231,-0.04041152145338077,-0.001921274384535847,0.023945711703764538,0.00908393611164622,0.03469895006579223,0.009248645707806228,0.06214449485722551,0.0376835903371233,0.022041837860695017,0.004265200558421159,-0.045254170946800565
ICOSLG,-0.006123774875796642,0.034112934514711764,0.002449377860646747,-0.018092385821439887,0.04906840118113301,0.04727224220115991,-0.018856093005524585,0.05157909772557104,0.0042104464903665205,0.09414518612499909,0.05146607427195547,0.019802367052090177
WIF1,,-0.027769663863248174,,,0.0017215253034351384,-0.01824846597417536,-0.010951490812906195,0.007054959291235057,,,,-0.015186607601406334
NPPC,0.0078267941155679,-0.0055415324195724255,,-0.030737451985703056,-0.027232096593867994,-0.03630238445072551,0.0305108028171425,0.047582806453855035,0.05806498559245652,0.03695052676545063,-0.027844429013188097,-0.022852665941739327
LYZ,-0.029834782917588273,-0.023710025313741778,-0.018495684753762048,0.020842704267129194,-0.028806885308801086,0.005475806030157677,-0.001056187764658164,0.0038947091791589204,-0.029971494314316945,0.020155322846605813,0.021781603632806734,0.025599669028814307
EREG,,,,,0.036211070230590385,,,,-0.0053217015960627745,0.014387806013675153,,-0.020347719091953244
SPTAN1,-0.03541840124283901,-0.01962633213008702,-0.032088213871308335,0.044644166932612736,0.023122525035506977,-0.015311828637925125,-0.021158808320154564,0.045979959893398065,0.06898479066064457,0.055833958988736984,0.0657083658302859,0.008620821112884192
PTH2,,,,,,,,,,,,-0.01107031027475319
LIPC,0.02770903010414052,0.05218616099948108,-0.018100460569545656,-0.002097186394660696,-0.02063512717794681,0.07929161009650512,-0.0038169680055313467,0.04633526094530528,,,0.054425174465189755,
COL8A1,-0.03591354595663847,-0.013574510828459277,0.015735484026697763,-0.0265657515554156,-0.058985643275577565,-0.01822205555869059,0.02719061791002548,0.039703294595777955,0.10253567077435237,0.02043152078525514,-0.010249830174777827,0.0146996013811213
GSTM2,-0.04439078144288345,-0.0022357164598828905,-0.02635307353723178,-0.0008515195120512504,0.0867594599670626,-0.025012251720693917,0.041477335842666406,0.030109053761483116,0.04255385479574272,-0.05718450033303669,-0.03889588197293291,0.03613934210753292
SPX,0.10655418030410617,0.04060298915137013,0.023312513740693798,-0.02999666713581674,-0.010873058966114539,0.012720300740144823,0.0011211810725686312,0.0013026431629124184,0.04431087331248276,-0.030116898767146967,-0.001384738328285595,0.08059745977426246
MFGE8,0.028992359661981937,0.021291817529424176,0.05760694534362894,0.023422224536845598,0.03045633660162796,0.008698834674572184,0.0033453856468497255,0.03283609063177246,-0.0305077393842471,0.03963229730483692,-0.010500726818817578,-0.0008881876097400317
TGFA,0.11382598177743995,0.025386442857345447,0.026482659317355925,0.02486344458643139,0.07406424771773802,0.027604538537428547,-0.010755217884325746,0.07450311898949553,0.0584528518165967,0.06434441562282658,0.04045828874249472,0.008770092728412579
SLIT2,-0.021666440657282248,0.012550024941009206,-0.010465159506756208,-0.0036622389816828886,0.015729314074619697,-0.04480187015484295,0.040633208604782076,0.00911725084357279,0.05681075390778758,0.061723048925028876,0.009330658516375748,0.017458470971212118
PLTP,0.01708743880075367,0.012706453174711328,0.011844026584145838,0.016422166180985708,-0.019214170892851958,0.04549572489234814,0.017741165818123003,0.04334213428904669,0.006362074924299837,0.014573624495668796,0.0808691469080992,-0.025213772861385788
APOD,0.008742948757616805,-0.005692111044343218,0.01206403250056537,-0.0032941490508322123,-0.03636487205919994,0.02033337103433562,-0.00826129249757179,-0.015947121066905393,0.061578508194517934,0.09639244629162343,0.02878768149778485,-0.055248094334445844
B2M,0.0023533137132236365,-0.01341297780716854,-0.004808109122049121,0.03696478872555938,-0.05272041112493713,0.06457684072443513,-0.020715730695584012,-0.019653783710284214,0.062333457090994485,0.023932016043927234,-0.058981047131039945,-0.051668413592563155
OMG,0.061432349687984784,0.058750171846720496,0.03535930155107138,0.007636046782859576,-0.028187018011636818,-0.0004079962397635447,0.030457776929234785,-0.04975384716753463,0.0045585126830242784,0.13598881930617304,0.07546864193553891,0.006549500446258822
CXCL3,-0.016953930882370325,-0.019970722785250763,0.01481014684547104,-0.03364283368199453,0.002127456103446528,0.13410075581262812,-0.01305905251987662,-0.02316330546476847,-0.004399057297714281,-0.03293318132262486,0.10059214487241318,-0.005581955221785054
CXCL10,0.007583199221244478,-0.02418323833299771,0.0013118708989193206,0.060758885911259906,-0.042256671278405496,0.0765277200670868,0.02322470519022546,-0.036809295554885796,-0.025449320384106487,-0.03253430007384193,0.010064456251925298,-0.022322689142907283
RSPO3,,-0.003442488902004756,,0.041245286513075685,-0.0032749087697516318,-0.022139764636654582,-0.03842144349579533,-0.024205207781700953,0.04827332008569957,0.0507331134067837,,-0.009897865546313438
CORT,-0.02105285937913249,0.04279747238359796,-0.021478490673849212,0.03092714452584319,-0.025043826988537264,0.06993416354427717,-0.015003606424989982,0.05666494235736276,-0.028102038676298877,0.008674586554603752,,0.0011036570423646058
NCAN,0.012651635583787837,-0.05257366856641745,0.04035319154697963,0.015648500879196413,-0.018427941175864365,0.020100361443422497,0.035819626289120714,0.11349845454052666,-0.023561421315435534,0.0873420088315877,0.08319587214459628,0.04849658218662974
PRG4,,-0.02237435034695424,,0.06931810650487101,-0.014774667866184978,-0.019179051258971094,0.06796292866464529,0.06967582675750289,0.007213746028736851,-0.004239248212922417,,-0.02867833204535261
ZG16B,,0.04631301652720051,-0.014471886384454293,-0.026358601735049787,,-0.02070686789312502,-0.020410821671878028,,,,,
TGM2,0.026251710561126705,-0.078253768380778,-0.025862468537727543,-0.018506473159224227,0.007775769721519248,0.0689180651992257,-0.03837646667791307,-0.050372698306973836,-0.01835661358290156,-0.015563807992173696,-0.05252426873602125,-0.05180545121969964
VEGFC,0.15692855543572734,-0.028408688973063596,-0.018582459423105012,-0.026196105417847473,-0.02274310969773429,0.14086550795578034,-0.03294283061744406,-0.028881164922859942,0.022498402226731502,0.015304272714936605,0.08250189582912684,-0.027882233826591437
WNT6,,-0.02400491120613369,-0.013383553071229445,0.03608898864712046,0.050130523130099115,-0.018860085525107137,-0.007703088687574353,-0.02520602233461277,-0.024529174593125414,0.03481028344792954,,-0.004151343961058377
NRG4,,-0.01370292463875195,,-0.017188638493836294,0.01508552835496308,0.04190799951764738,0.012215654068608415,0.047843642662931674,,,-0.021890710646287868,-0.003954927431511824
PMCH,,0.02769746743861139,,-0.038297941132709075,,,0.04777848568407279,,-0.025050139207455063,-0.01112487442181314,,-0.012420914710734402
COL9A1,0.06129553591112431,0.03610319450314451,0.07705661900386622,0.06369647549835591,-0.051523900216978814,-0.003339414522126894,-0.022554379026495364,0.015151929587777247,0.08899379898252009,0.09147096043009273,-0.022096789779624804,0.028730547280749256
GDF11,-0.005150851792644913,0.025995805548119817,-0.05687446824841961,0.007364482072176809,-0.05903322030459865,0.03658722425756588,0.008531945639172412,0.04327124583782378,-0.025785129845079552,0.012955429350613798,0.041454580957661226,-0.004936121464299333
IL24,,,,,,,,,-0.01867678016161986,-0.023869230122456658,,
SORBS1,0.024616709874905808,-0.021163992698480672,0.0019191414984156673,0.07456349867822872,-0.07621090500441909,-0.005896561096555681,-0.030624502224040687,0.006422680125587693,0.052758231245969615,-0.01203826247450559,0.02239088764593675,0.06336925226163868
DLL1,0.06259101974428123,-0.04383482927533091,0.051962328320086376,0.03892014246753804,-0.05708193202805523,0.03380457569915808,-0.034986090943358285,0.08781115951744443,-0.0070079071523593255,0.12931057051957545,0.015088726336082615,0.03535262903929638
TLN1,0.007177632085439421,-0.028434850550674746,0.0053980177729700245,-0.00039164081326937357,0.004433526273959342,0.020069643262961886,0.03343922546978089,0.07789607181624464,0.018390823872346765,-0.05260938824159239,-0.007931804083002815,-0.011767455000361037
COL2A1,0.07557100627716387,0.031878519116931965,,,-0.01319601974812852,-0.01770251148458849,,-0.02351551054322068,0.07037102469113594,0.001189571609700461,,0.10934322025393091
SHH,,,,0.0010937144550611777,0.010413580706336346,-0.013916324994516923,-0.03178560511238389,-0.0224430315154443,0.030826783273447643,0.03771162573901912,-0.011359938210328225,0.04268645681641795
PON2,0.034433576552164606,-0.047901016086204604,-0.02098861172058876,0.05905560115392124,0.00156091431777578,0.025325027111186223,-0.006557256962060474,0.07817984661617178,0.07132673110731198,0.06726313414906093,0.0027986331202116154,-0.03598093580857225
ICAM5,,0.015960933601131197,-0.017227638531351935,0.03735981119758666,0.039121271298045185,-0.011780445158016963,-0.00696312333775748,-0.043830028245027505,0.030862144907321885,0.019257871099008745,,0.07880429859883334
HPX,-0.0013440723400649876,0.042876544228567785,,0.05200358892954349,-0.026328418223245543,-0.025778544838069847,-0.011410049834628481,0.01858520022689332,0.012367699932533381,0.05805961263426306,0.007369740225761972,0.001162701862716288
SFRP2,,-0.01977999845376198,,-0.01610098400586505,,-0.014128249666118321,0.041959952570581285,-0.011288334669757842,0.029230134464050067,0.042782507942009634,0.06550804577091456,-0.046765534805426744
CFC1,,,,,,,0.01876736370400472,,,,,
CD70,,0.051540937934047404,,-0.04568506605787321,,,0.0020598238606140376,,0.00750638264091915,0.005783659392741424,,-0.03141592147713169
HP,0.0097065700113618,-0.042618770177831826,,0.03763353293089951,-0.042020237765776396,0.07109448111000423,-0.0345198604773608,0.059940927541472844,0.016705382355906587,0.021804568379534407,-0.028036364041733198,-0.008560913633958509
CXCL2,-0.0140416653345623,0.029222860285302268,-0.03397330184630926,0.02578599279840921,0.0035174332677565603,0.0013669621467602875,0.021322581675569944,0.03946593352886024,0.025438159240994244,-0.018159188094821303,0.00401230387143948,-0.01015725182742959
NPPB,,-0.019193727908750045,,-0.05031820529586515,,,0.003014769432090869,-0.00580227603617889,0.04160473964244632,-0.0089494906380667,,-0.01856434079456815
CCK,-0.00036838237158525085,-0.014397124067970652,0.007606415909098912,0.013825673920270263,0.0045094341631875,-0.022682544856753657,-0.03080457836992824,-0.059576822017418665,0.01332409597855076,0.1139998272943254,0.031934484122484515,-0.010737220106649265
SEMA6A,-0.03701266433469012,-0.006236502802312628,-0.03721650534539473,-0.029929042873309365,-0.007455975420600674,-0.0032186413939911604,0.007986886716734984,0.04368475121934521,0.005725630659092591,0.07037678258440393,0.02286371416752002,0.030648741699986024
IRAK4,-0.041695917085248675,-0.011106732450861443,0.06031989404489119,0.058478048852371976,-0.020633651039014215,-0.019874355911155547,0.03475595489901587,0.05921713314338151,0.006869795413112296,0.04984834827444858,-0.010363049751957468,-0.04140134974536187
GSTP1,0.03431069970632409,0.010841132801938273,0.034839205955105805,-0.04055933709691628,0.020859735392135544,0.044140892205274986,-0.013426145210009933,-0.0010211372578274635,0.07430271565461884,0.11687087544724258,-0.08322869519333655,-0.06922749387154914
VCAM1,0.010921777160341211,0.023777510743113236,0.012283325939601639,0.03204149169813845,0.01442552808896108,0.06689515829872927,0.020254016642374893,0.03028891236596494,0.04157667719830805,0.01918785568271531,0.018642837819108766,-0.015599036659253504
NXPH3,0.06588339136562502,-0.005982665873305307,0.04763304999655057,0.04650388295491317,0.02914374531189556,-0.0036265902171858924,0.0069315932713174145,0.030698802133419203,0.04320319750831523,0.1080131482947408,0.0539289078435934,-0.003868187375130559
MTMR4,-0.007873668760263138,-0.03585796047531221,-0.009859487092079408,0.008001175220468178,0.019406886807350646,0.007418950140459342,-0.05722758487092688,0.03310997973382656,0.03751067252288778,0.05634095512470133,-0.016451297020044865,0.002144103158897042
LAMC2,,-0.015065069451441666,,-0.03564325619549474,,,0.01216086969504956,,-0.022961397465687282,-0.0182156610395816,-0.021164933349816742,-0.012056435113898745
IL10,-0.021867511878548507,0.013815294435769015,-0.01916955331388502,0.06315143439935261,-0.030960280533774108,-0.023229647610434084,-0.02844590411527277,-0.00032715471902499093,0.05005654145153361,0.041860665168402464,0.028771837451085826,0.024710222602474744
SEMA4D,0.06325467626789577,-0.02522160641980203,0.023256235028746502,-0.013014061531505847,-0.054229299609147956,-0.018118227310707932,-0.01092826267333537,0.05740718435685786,0.006438850741234046,0.0832370654547833,0.022532280567427697,0.03918737478206848
TRH,-0.019330566083612694,-0.026359520557586696,,-0.0002961331275372714,0.1250195101709267,0.007883319418591501,-0.00025585457600396145,0.018735715279465687,0.05034151650072135,0.07227715949962411,0.025386833819940127,-0.01296985213042787
SEMA6D,0.001822764250750221,0.009491297545346703,-0.009235292201148571,0.045130646505658976,0.022349078468785998,0.03241068068377423,0.04354230291393929,0.0740906363904765,0.019563557145837695,0.023565867054740012,-0.02874498913544804,0.005913254452044305
CEL,,,,,-0.010719153204455378,,,,0.0015802023563347171,0.004912324533015072,-0.02849245880502155,0.07292973676152278
PDCD1LG2,-0.03283517021657389,0.054854180910246464,-0.034550844116251506,0.02161591352337307,-0.015441857743582548,-0.032998264788623985,0.0009077888122837308,-0.04422420058035025,0.01311889231927489,0.036321181026228576,-0.013854851930965,-0.004881020182662434
SPINT1,-0.016506089645658653,0.07375180240212936,-0.0011880310376614917,-0.020152921121876863,0.008548160705219628,-0.034839072532546596,0.042307580916109734,0.007047489252269343,-0.020298968006315962,0.06704966193119088,0.021112520320910957,-0.024976367875506948
CTHRC1,-0.033458164020424175,-0.03455369989485159,-0.020076839906097894,0.000677097049311828,-0.03673210469400027,0.08142930329418543,-0.045088803406440836,0.011162215311767273,-0.026494178253515015,-0.012507275125152277,-0.03930136073065775,0.03014329958713506
PODXL,0.05791755110954953,-0.04884994948188683,-0.05835022846758355,-0.03492982564434557,-0.00464200432932662,0.07139627846873908,0.06393698512697389,0.04691156066703909,0.011927298326843458,-0.01142477066875307,-0.02746028368654786,0.0394904453158921
JAM3,0.006286724850350749,-0.05449101844378409,0.08370107068384311,0.06328293088720445,0.03258502355083407,0.010442206790020107,-0.04251537254400503,0.043286090899690925,-0.043859387106939804,0.0022514298332870076,0.06887708474652152,0.007599388112484255
TGFB2,0.0021718625598766196,-0.023419962924498113,-0.03036123617935654,0.012466865482252164,-0.03323551100596824,0.07826813164833332,0.029020926394231403,-0.0033396715268998014,0.020643173029951306,0.04438275592383826,0.03782824654740018,0.02044938113881813
COL18A1,-0.0049007054706891595,-0.041845392288715595,-0.015406296290798208,-0.03788525252652834,-0.02831869883779591,0.036186087941615555,-0.046248262394138685,-0.030139237518132075,0.005016872625677021,-0.031487238928473014,-0.008939729135705534,-0.011962368945661023
NODAL,-0.030581948628781004,-0.01985571800576257,-0.012890605498827024,0.03150329444588009,-0.03127643423302884,0.04026488208876664,,-0.030962587162488446,0.12785958037501433,0.08730157833702032,0.016777887887986943,-0.013787437802089074
INHBB,-0.04635546863590767,0.022054037739634807,-0.014393697269354454,0.016108081447250445,-0.017341151788515325,0.08865795128852133,0.0008501184806322451,0.061501430075906124,0.008168354776329297,-0.023734799979195205,0.03932583470747004,-0.013898625924662832
LCN1,,0.07576029413343657,,,,-0.01553498066377557,,,-0.029697351065502208,-0.027844023879076855,,
ARF4,-0.01639859386198964,-0.01565944441891511,-0.056917780565665835,-0.01800312515850761,0.03289702987702241,0.03368498019031342,-0.01228421590238328,0.016431775015919553,0.08025408212058045,0.0965508903235433,-0.07276491130419588,0.06973900675729275
CXCL14,0.025998395113400047,-0.009302923405935047,-0.035975866345646854,0.02614250465412367,-0.01902040565657243,0.041210645798978124,0.011536811233203477,-0.01217875711434921,-0.041799276837112806,-0.07386205050585644,0.041415734583285,-0.023290999935191632
