,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.03707862199780316,,,,,,,,,,,0.028147861804838237,,,-0.005789248817031705,,
BMP1,-0.012536448891221155,0.027477637132647628,-0.06002205078549123,0.11274327226531794,0.0020228410796713637,0.06332828581479466,0.0005247593361522038,-0.16830062012078165,-0.03166917953190231,0.01606158138747913,-0.05570339748672252,0.11309414808951729,-0.12277351893265422,0.02019301167338257,0.16078277329867774,-0.07026721857017221,-0.03304386913792818,0.027037678108653734,0.1266565601877041,-0.03329801174813944,-0.09104899808950333,0.285474820011122,0.015271920136752304,-0.047582525175701995
NDP,0.007961355265850498,-0.04001399591446012,0.011036720402359274,0.09479789164279512,-0.015079453646040327,0.014358152538200794,0.053765221797201605,0.026414948977976836,0.023888515901340113,0.01230156130863066,-0.041593806574056785,0.12060787475165016,-0.02693463810912288,0.09650774919634535,0.055147661430908504,0.10485316162977174,0.054738426887037034,0.059275895361870785,0.032343289427534394,0.04208321408851553,0.06311403171613916,-0.0659133842994578,0.0024340725043673385,-0.001853629674962516
TNFSF18,-0.039178976234958085,-0.019344294559008983,-0.02739772577253578,,,,0.09286960407019276,-0.04136527019854463,-0.015143610958962031,,,,,0.03988675847825907,,,,,0.10988307364620654,,-0.0001842605297018582,0.03993692490037402,-0.023459966215862774,
IL36G,,,,,,,,,,,,,-0.04004249890645644,,,,,,,,,,,
RTN4,0.21877441651160703,0.005147651879454517,0.027232492515236646,0.05775239905705202,0.07415076164931086,0.018419246874222917,0.0837319934247108,0.1630418015495349,0.12749095622139867,-0.0048492338978498055,0.19563125276335097,-0.09774045536153368,0.24964003072123275,0.05872628788524162,-0.07246225936885421,0.01627709421797278,0.012817819547413815,-0.04951129661170548,-0.14920348692637375,0.01414759834866571,0.12816696388603088,-0.02341532291251223,0.10829802867236676,0.03203771529568302
HEBP1,0.01115596243638634,0.01258871835066857,-0.014214408459899108,0.07367065383625857,-0.006870693683804986,0.017448401824868218,-0.03379195003925887,-0.09820434342214465,0.00810501614573144,0.01357265565196205,-0.07402063880119529,0.006028443276587719,-0.03284429970145052,0.09177322484012508,0.035558100107609555,-0.0662509100652039,0.03390178101796326,0.08966560933652426,-0.03465248342099178,0.026051078461410644,0.010757349665080568,-0.017719515391267697,-0.010047994387062593,-0.062084227969012765
WNT7B,0.15317608217215162,0.018672453737643053,-0.017018617954469503,0.13738290678040604,0.014778625525845843,0.02713305962584453,0.040055206974413685,0.09783431405815671,0.037544301657830334,0.03889103984344865,,0.050711447694874366,0.11393193990714405,0.026696416351937195,-0.07043494230274448,0.030954141015460502,0.0778055615580662,0.061907004381184134,0.013953471102663756,-0.06325516097923008,-0.04507235957760258,0.19642109794065163,0.03862907105320905,0.10175675895345704
PTMA,0.04960168732535031,0.0380647351255722,0.03141318186627884,0.023632974306424675,-0.01907869628864458,0.01715603588634661,-0.07596382500792137,5.0401099858674424e-05,0.07326175727340525,-0.09612717286799818,-0.19868072753463842,0.15050672536626747,-0.2460197211598182,0.03380490127602171,0.044355895732658204,-0.04576388256055761,-0.007994967378089572,-0.018179211455132762,-0.08500718137804525,-0.0556149705213258,0.030169437070786405,0.18278486820027723,-0.014239841417361877,-0.12056205720090919
FASLG,,,,,,,,,,,,,,,,,,,,,,0.03164761650766326,,
CEACAM1,,-0.03394048075119689,-0.013060765679111318,,0.03960060632384273,0.051720776115317994,,-0.05182594468321136,-0.014428740665101207,,,,,,0.03648169173078946,0.0063421233692032165,-0.05009246989387499,0.0020680124622365114,-0.03938163311349646,-0.027842793409933154,,0.004266146195372028,,
PDAP1,-0.06562300659506991,0.021052347266195225,-0.07222784281997155,-0.027971397122242538,-0.05692413342184284,-0.03669565233470228,0.0026989653962555486,-0.14504321903176778,0.035808712758511684,-0.01559094658742935,0.03627293441831971,0.12990589090790547,-0.10987980751729458,0.05387289565537696,0.13334800780491904,0.006821854242439466,-0.04578626260248937,-0.0907664962375197,0.031138631959768397,0.02338958695237827,-0.03302595923186459,0.009813924305669743,-0.01888714030388672,-0.016591217727332415
QDPR,0.06506767799651532,0.06831629135292067,0.01746565934758148,0.06976883076576369,0.0213965802844945,0.01557616550948988,0.017716350330163392,0.07981814763179877,0.06142275296721223,-0.003222849323195468,-0.1873112174291095,0.11611189637389305,0.13313446086854538,0.029172958102737533,0.09699392749600096,0.06686218970192614,0.0012055826056912842,0.08427101202035477,-0.08572926423865454,0.038495997380058364,0.08242411130511823,-0.05351188938941213,0.02375073628626452,-0.08124772868014744
POMC,0.0796862718782286,0.06774227790060733,-0.023206896863298056,,0.013737494505020703,0.045188295319480584,0.03787399431316445,0.025997473037142005,-0.030431989912316618,-0.0009080890172108327,0.0018611269921611426,0.022868075883467055,0.06760935023984176,0.0774031924566498,-0.06003174104161203,0.004069146346108595,0.10168917874073022,0.059846558298676356,-0.017303634964436914,-0.024569744374948015,,0.06434373810369026,-0.041498152835177896,-0.0516466672930615
CCL18,-0.007195842282617925,-0.05248440560537995,,,,,,,,,0.0030842981255854206,0.11651039785376957,,,-0.045478407861142024,0.003632351790944139,0.07696970901045418,0.00255301829420686,,-0.06175679910230565,,,,
CCL17,,,,,0.07256574706857684,,,,0.004472737800461035,-0.023744101875023804,,,0.06698156735582046,,,,-0.05608062158065602,0.08835681890945711,0.004071087440456686,,,0.049660440543014786,,
VEGFD,0.05740940884740204,-0.02495080642455122,0.04990407659661339,,-0.029969807947417926,0.04155083074606733,,-0.049776475024719206,0.05551991046336396,0.015053347343816505,0.028867664481091553,0.08762004187980559,-0.021912121164913093,,-0.0072719722118760625,,,0.10373870928067404,-0.04408058306809448,,,,,
TNFSF13,,0.10086226761768433,,,-0.018555164933881558,,0.011843665702342243,,,,,,,,,,0.0019788081803958127,0.0230352564193403,0.0012403808710328152,-0.008539086862329827,,0.04307643407748517,0.018746558096348058,
WNT5A,0.011532663814971615,0.05943790634327245,-0.030076482026629218,0.1339119756965696,0.04793516020443998,0.15776476429527897,-0.009199218090384107,-0.11548954572611243,0.014037956480320673,0.040473674458100975,0.09184231872635891,0.004196976773925594,-0.06100184198221805,-0.028135118455875824,0.16145541312356787,-0.015789621938112095,-0.0528746777458584,0.01052225414296501,0.09471659250189297,-0.021527635525081065,-0.09861455285969498,0.10052953080867894,-0.06520153596437639,-0.02554009666951383
CXCL8,-0.08325037317177426,-0.09457452240710743,-0.017516057144299733,-0.11389762842055894,-0.016001132685739897,-0.135324179743159,-0.009430879473098636,-0.045508297861444114,-0.06691800005323302,-0.01621908206313578,-0.08628346579415182,-0.04220641175588834,-0.08251679892813651,,-0.1412524310464233,-0.04436605068624825,-0.11781216492854359,-0.15878607437237308,0.011447878838494893,-0.022260814277592945,0.03351955587961621,0.014411229405738132,-0.0342667701701974,-0.010834402733189355
GRN,0.06076978918900482,0.03529577638991538,0.006933785948909951,0.11854572822847746,0.02581957683720286,0.055812068304497524,-0.051633564129629085,-0.12892158647574883,0.06381951409714703,0.017993608599132207,-0.1169633767122416,0.0232099776042473,0.055887979542198755,0.052265303616799125,-0.055873305767754344,0.05818024117554356,0.003631407099258483,-0.03918085214822536,0.06418927393679526,0.02290307036117155,-0.07540390491120712,0.22464400664163023,0.07745119427286037,-0.01769865921129899
MIA,0.06356487725860675,0.05559261029912727,0.023354559715846983,0.04497136719823242,-0.03285382526785359,0.022042307087111714,-0.025229839967786136,-0.07684878224145286,-0.020785917363254646,-0.019807698531544037,,0.05380781259689237,-0.053691504335527496,0.12217838548456203,-0.09063537754276758,-0.008049563501297676,0.18077474998662849,0.28976248945605526,0.08077858179153775,0.06076176666843159,,-0.017626322098464053,0.03758350445661085,
COL4A4,-0.005575838602058892,0.020420142744284542,0.02181384223821468,0.009089047189017844,-0.03319940898234794,0.12656870324804276,0.0004966903656309336,-0.03653822981192023,0.058392432237765475,0.10799852961014819,,,-0.008389739331139973,,,0.014612514178352196,0.0696664468000772,0.02445347740248572,-0.029264904962558017,-0.013952929246025243,,0.06228838972867998,-0.06418613421893224,
