,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.0326995683596852,,,,,,,,,,-0.032624489368009095,,-0.028065990373807737,,
BMP1,0.04195085076518978,0.05259381337462464,0.02013576464844563,0.04861624099540937,-0.00445501345351685,0.045010840567347964,-0.01394141078231321,0.05332577665103727,-0.05159236439948568,0.04325036154109542,0.016215663008077644,-0.06226247325020263,0.10242300218757967,-0.08316860257038494,0.04526387377605387,0.021649989801691315,0.07865819106033192,0.07654945525917255,0.008108555091314213,0.016329167890587064,0.04101977967366499,0.0016692543344490464
NDP,0.09662177822383984,0.03699047216933438,-0.019794706481995616,-0.01758423269202978,-0.005013382410826342,0.005776586562083947,0.08388254842638199,-0.019643025471914665,-0.028086239417117735,0.011298638261900163,0.012728420432429973,-0.029741249154709246,-0.06609518087222047,-0.014130256043572932,-0.025367344290604693,-0.00024789267520037824,0.054520994789451355,0.040398640160763714,-0.024746827467143656,0.07075996820127689,0.039204112742801014,0.0140993586984733
TNFSF18,-0.02848147628909566,-0.006629881027083733,0.04745174321219716,,,,-0.021742697418899826,0.01873907848003607,-0.018434062255969278,,,,,0.07549100582589229,,,,-0.018876672869616386,,0.030878505767919607,0.0422019819364617,
IL36G,,,,,,,,,,,,-0.013552787509216431,,,,,,,,,,
RTN4,-0.052458682281778087,-0.025223882626684624,-0.03753941081136413,-0.010883602340488734,0.01377903002507064,-0.027685339136334863,-0.016813661557983826,-0.02721115292547643,-0.00896947206773913,-0.011661113231127467,-0.00723975168230423,0.10524067071285191,0.04395851279472042,0.023381717638947613,0.021913446769360193,-0.045347021313356856,-0.07455788225571854,-0.003851012053092896,0.0805201239841433,0.017989886633160167,-0.013439037495563673,0.024157675399538083
HEBP1,-0.014817277257824744,-0.05453282627324175,0.04640980239083811,0.09888123633996525,0.011099854205609837,-0.0982078254603214,0.029371452575633072,-0.0038613386728462962,0.028568930976607784,0.05080802227109177,0.015338325167422315,-0.020749324296128097,0.10057797344783463,-0.004912901769711867,-0.0030159689355868883,0.013137524610873958,0.07505224826572758,0.003447073559306337,0.023324123598285312,0.07986104870997773,-0.018393882220012106,-0.04473848924547019
WNT7B,-0.02509128854604943,0.07372475708446492,-0.022175836709742224,-0.0243732124939659,0.03242403551485115,-0.02080541418283605,-0.022843522451792365,0.07153382922495231,-0.03021976766369609,-0.020891455854284074,,-0.014896075314828347,-0.06415464722259726,,-0.017601832259086514,-0.04890070048591214,-0.04799955911091766,-0.018093851904947028,0.016485365787481276,0.0833107139871645,0.06790332336562115,-0.03929235086618916
PTMA,-0.013152072233676494,0.018458260412148462,-0.022328304788457303,0.11779542954066756,0.024459960515136055,-0.017749361614745086,0.045646735869558516,-0.013805320309788233,0.026795796969334366,0.006809335539575986,-0.01159312062117108,-0.04785485545301588,0.022112641471622983,-0.005950018026014362,-0.0433666740578714,-0.04468793261678644,0.006164186028508409,-0.0024872067642915203,0.01716979741260422,-0.1270788147560716,-0.10062323522883554,0.04364401097897392
FASLG,-0.02509129563929243,,,,,,,,,,,,,,,,,,,0.035407502738119434,,
CEACAM1,-0.021525832300899002,0.0010486749570007238,-0.017018620887961897,,0.06634748686391982,0.029373315604478246,,-0.010687400625977849,-0.019542867141459856,,,,-0.04831005815463022,-0.03644313295653913,0.006701723385408488,0.014158988693157498,-0.019823253805665443,-0.028055622039853262,-0.026292646592186452,0.023929875440452983,,
PDAP1,0.00536752584905337,0.014494716778101194,-0.002350191519493619,0.029130540170910418,-0.022272750697284575,-0.03988817972129039,0.06309584836725499,-0.016233402294105394,-0.04509490260650923,0.023787674106717283,-0.11938067581794308,-0.0748596792074825,-0.0025726029590264128,0.03341943300949465,-0.05106436163870208,-0.04279475310092683,-0.0010634026737857427,-0.04120152509198956,0.07651806968572482,-0.029113030285632245,-0.011890870891244767,0.05579548317258445
QDPR,-0.011359542697922899,0.02838655594739974,-0.017670136294715533,-0.0035443315178828186,0.021777820520643074,0.04065670379264073,-0.02622413898943578,-0.08362002470653047,-0.03494342245941974,0.010441661723510805,-0.015934922582240583,0.02720405843596189,0.11575867197174176,0.04151271764237746,-0.02679250009985802,0.03565498026076003,0.02680089578570348,0.04282317983896114,0.002412914680947881,0.0287724277174821,-0.0463917909410824,-0.08467294653358216
POMC,0.0013389376355099512,0.01018701194022439,-0.030239374122924684,,-0.0010968869289495705,-0.008053880777937774,0.01828843072611972,0.025398109150065747,0.030748846926746815,-0.020457611080183492,0.04689518772962077,0.033068925551323,0.23307407751418813,0.030030369247629182,0.06772754445588579,0.04720968317878561,-0.008288044678823813,0.050630364874725664,0.012190108598635618,0.08417731411437572,0.03908505803242512,0.009458617810934565
CCL18,,-0.03191656204914409,,,,,,,,,-0.004876949635708508,,-0.012601052453006854,,-0.030245774751381616,0.02336210678735607,0.05925199958479628,,-0.010473957512727575,,,
CCL17,,,,,-0.029028502669065048,,,,-0.022990864634875013,-0.02585776588844424,,-0.012380856153176141,,,,-0.02487678334453156,-3.826824456310013e-07,0.06700039295099153,,0.05317405864230173,,
VEGFD,,0.09918765263008485,0.08534558839619565,,0.08437794331690035,-0.02055741272007601,,-0.02104838854762859,-0.024494821674374147,0.04343395383331029,-0.02042608824433621,-0.013268947015785886,0.11513532232368419,-0.04954364064587433,,,-0.007557352235220239,0.021790598577327513,,,,
TNFSF13,,-0.024085269566951274,,,-0.005246037450046189,,-0.0210858807137877,,,,,,,,,-0.03887920323791649,0.01597554626419924,0.07560696718987692,0.020618472470343374,0.0013126781439029313,-0.018097244714027315,
WNT5A,-0.03974224409909154,0.03813997337211838,0.08058633062498004,0.07792230883086063,-0.05864441494265327,-0.0011276445976900558,0.04713182507926087,0.026408185017222415,0.019085832379548834,0.01805584667305647,0.026418465343474352,-0.0414055488115225,-0.01731898410908147,0.07708547628755016,0.004629420820565825,-0.046640084966090296,0.036478443765500926,0.0801724594523408,0.005046825784006549,0.02648350334673841,-0.02231813912768029,-0.09141643208703149
CXCL8,,-0.009931012459331949,-0.022824016854347005,-0.1189873187537308,0.04573740733660868,0.04409745162858492,-0.029993297702944958,0.006866808317966904,-0.03227192026881259,-0.01766288020163785,0.06503354770320377,-0.030455538968152302,0.02645872514968938,-0.027101240076666637,0.03269764524424002,-0.07429124725407169,-0.044985876384192186,0.02231442266732996,-0.04064599509949112,-0.0531032647017653,-0.008593103036470175,-0.047419979038015515
GRN,-0.09259394059518909,0.04304028435606463,-0.07340466055581625,0.032045831575830575,0.010484042641196466,-0.011570033455746411,-0.03652693599308178,0.0454257453749113,-0.007494348841779803,0.028192058945749283,0.00846696829292055,-0.06388997735013514,0.08933209561392899,0.07247074919854862,0.052796497096886746,0.0033853443806483225,0.039031602993436,-0.029313170867428455,-0.011030210968077858,-0.007337107253605016,-0.047836745013507265,0.06313664947920193
MIA,-0.004698889845006129,-0.04735741265847905,0.09749214885201339,0.015483805098368726,0.07368321364193593,0.01181581194576821,0.010257335931544586,0.037711821705080355,-0.013082412810835482,-0.007829321582511763,,-0.01817243102158761,0.00371780625159921,0.05738545602553405,-0.00287528319887395,0.07764084622971121,0.07350916609000534,0.037628783193265306,-0.035753841121257686,0.10235603908843527,0.05001819926096651,
COL4A4,0.03701552295360452,-0.029534558411334615,0.00891857482323471,-0.025324742754869577,0.0336385333899621,0.001510040884797322,-0.0020228256800620746,0.03176742551289002,-0.024003173985617896,0.002572955523816948,,-0.017627932271746753,,-0.038793646349644086,0.00022423035988157448,0.10373088427395533,0.044524621349998635,0.05222919765215468,-0.007557965600123961,-0.019773806828274686,-0.01775522772584951,
