,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
POMC,-0.042720237970472724,-0.04255053032316546,-0.001158032059457665,0.01747969372405132,0.014206670486800393,0.024993332429853715,-0.005887386600384128,-0.003951018923445938,0.07778595038293654,-0.017605201545686316,-0.004727447071940494,-0.027300600978153757,0.09521272678876434,0.06392244949572946
CCL18,-0.03655538259332568,,,,,,0.024100148931047574,,-0.04692509050581001,,-0.019670898989261096,0.013433588964884766,,
CCL17,,-0.014980762181293072,,,0.03893874743938226,-0.0171729537967787,,-0.01238085627169449,,,,,-0.019038971157484673,
VEGFD,0.0018359790534004108,0.02566546500054996,,-0.0008696404243433396,-0.03146225743906605,-0.012596569289775272,-0.029151233187156393,-0.013268947142805673,0.011710991277159605,-0.04160525301274267,,,,
TNFSF13,-0.027585873520074144,-0.009747730076751926,0.044672133119295375,,,,,,,,,0.12168597001409044,0.04056973498037302,-0.011781592026544831
WNT5A,0.016789416223147117,-0.00138724182952046,-0.02259147539632361,0.06575300047054417,0.019260568246751066,-0.03265481083278992,-0.012115859636670043,0.100922032666435,0.10110592928209496,0.03905558052511843,0.0073934588235661895,-0.040577710022698665,0.0029602124446777324,0.003964154999552725
CXCL8,-0.06565725242633623,0.05336125548836807,-0.031339970511118524,0.027497453692943038,-0.04904485468661616,-0.011730473039680457,-0.028258859830650872,-0.0046220017282122125,-0.062408010318548396,-0.08055321989501436,-0.03463371472053144,-0.009847600480553258,-0.020645058480220514,-0.0009204726800844247
GRN,-0.02129416959851426,-0.056913527517289335,0.0042984069067067655,0.0463871996904477,0.011483791562155201,-0.028852751901855014,-0.04302901569139006,-0.015655522141963533,-0.013759211655533215,-0.04707710944361905,-0.025112874627205205,-0.012056960462140514,0.026827522924859154,0.03840028120225191
MIA,-0.039060021725769105,0.04669438759120177,-0.0016667047070695038,0.028326150063167077,0.02282200683230993,0.06440553954887639,,0.020040276274391373,0.07400322843844276,0.09265845923021827,0.09400873023306594,-0.0860056874407886,0.08243204659192406,-0.013324445792642107
COL4A4,-0.03573106420326369,-0.030846074953955176,-0.020963062899794386,0.0790111803671312,0.05010498015164278,0.0489602107923502,,-0.017627932440493845,,-0.032577732492458815,0.09194920161123812,0.07020193368918995,0.09111744734769825,-0.04429183415529936
TAC1,0.05934972936787773,0.015770569734572065,0.06995878448850644,-0.06440025169344646,-0.041427917039021676,0.011327788171452012,0.05772206225987234,0.08649224353747219,,,,0.10951352431949922,-0.02502866355058578,0.02006999401393156
RARRES2,0.012814853976783655,0.03269821045804641,-0.03412437873529679,0.10308221303554652,0.029617469021481848,-0.00693518874871395,-0.05412092645929556,-0.0010327498907795967,-0.004590365558756852,0.038250310941547204,0.04437226231734872,0.052321279002855395,-0.043581668153928915,0.03671173511337909
FGF7,,-0.019423568260458775,0.013238988728855481,-0.012350326339356107,-0.014634037545833693,-0.006308225768807581,-0.009284903989111255,-0.04742404395737577,-0.09231163231196972,-0.05668768291754755,-0.01118432046869525,-0.011268950056450963,0.08773196836324919,-0.025009155828154942
HBEGF,0.028663517714517705,0.012643519973410624,-0.06659745641890218,0.09760418291778744,-0.019594922000716313,-0.014245625373923924,-0.022576395139046374,0.02267291594733062,-0.022389584648884152,0.02073543707952004,0.023002194024523966,0.008691512293195428,-0.06591875589507919,0.07102607352538903
CSF3,,0.06318730198481129,,-0.0036885930627344925,,,,,,,,-0.023925601301699045,-0.020045099520867013,0.022832440270916562
PI3,-0.03845780372723428,0.013812221718911786,,0.011557141215235364,,,,,0.122044024361293,,,-0.050090754952591396,-0.0042754465143393355,0.015207801256676645
PCSK1N,0.029580876763999595,-0.06778732583738944,0.06801267410350985,0.014419924620702594,-0.02185906552073107,0.036462205265299544,0.0716200279797046,0.0012752923295268844,0.024483606516808903,-0.054298467338035894,0.04855175766970743,-0.009561469453863306,0.07749880627168972,-0.018755119660558425
NTS,,,-0.02559113682132724,-0.03748632871447297,-0.0013260849268979873,-0.006505981735058849,-0.026245474034452876,,,,,-0.027763264190823814,-0.0012073107912301637,
SFRP1,-0.0091208759880842,-0.02920163442765345,-0.03997847616136072,0.039854719774033834,-0.020954455761535453,0.032543664301210314,-0.06207264755204539,0.014478299504822063,0.06046821182546113,-0.06215154506448276,-0.03543487060836828,-0.05797741456093211,-0.02899427668752981,0.02351539290550179
CXCL13,,,,,,,,,,,,-0.029536990149357723,,0.029317145072886505
MICA,0.02456815815075292,0.05280361246623703,0.017364703475120764,0.03861304803138396,0.01004019800816782,0.009901466077136288,-0.029072861279647224,0.0015142965000573736,0.015914776261996152,0.018396972644240662,0.11286393089010678,-0.025572327224433238,0.013273122698300806,0.03919963140971841
TG,0.006683586080490256,-0.031513190086299166,0.12807116795951456,0.006430478356680415,-0.009692937240249274,-0.012427992087096747,,0.05449204319140485,-0.059920078033047136,-0.050648486809618164,-0.03202882256853111,-0.019691137525984358,0.07829187140491589,0.053153707763281585
ADA,-0.03622057570934084,-0.01746422447612963,0.028286397650787297,0.061998937636131325,0.053404584797090246,-0.02018405860923398,-0.05431579003186239,0.004568564640519657,-0.010606468363971108,0.020232477460412974,0.019555054033713673,-0.0014408359800384713,-0.011075518098950512,-0.0002153051607214826
LAMC3,-0.004505274187438038,0.004097309154179301,-0.04650888934338037,0.04525162137381149,0.011851243963071462,0.07146783932005892,-0.05430929461836637,-0.03589012091009218,0.04655710736050166,-0.07479870984735529,0.04047970464650081,-0.0036072868102508195,0.006782945379033368,-0.03032530834150063
CCL7,-0.023252311446383525,-0.022783986082846975,,,,,,,,,,,-0.02100532123235514,0.07276630664426754
NGF,0.030683171969751,0.06972400369648347,-0.028188050665343432,,,,0.11976323847480026,,,-0.003995081690613435,-0.02923219782337811,-0.004385381177490601,-0.0008097660391711113,0.0049717797365184
TNFSF15,,-0.0024559223305496056,-0.012640486244897555,,,,,,,0.055492708400616174,-0.02952204826345096,-0.014857387656461591,-0.04792387678590937,0.0071115132495793345
HMGB1,0.0031585679998530564,-0.01124700996261596,0.007379816501501641,0.060436348348190436,-0.041143983332811024,0.0016718803417781754,-0.01709536911166441,0.054946670689352065,-0.10477878179804047,0.0023415965431365774,-0.00734731004023433,0.062019579026721755,-0.02639643906469189,-0.04940795879936022
ITGB3BP,0.004978880977800281,0.013940071173852129,-0.0266123908050949,0.0618546325148794,-0.02643318798674902,-0.0343707065358026,-0.056290574308466484,-0.002791452183157452,-0.06205793421724126,0.01532005108672189,-0.027305491973646408,-0.04085698312929473,0.01641940724523811,-0.026034993727261105
AANAT,0.06141208770368353,-0.02308509307091062,,-0.02751047492264438,0.03731002761574525,-0.01432594555117363,0.1050747265124862,-0.01660773444678449,0.15993916872814953,,-0.020488065864819705,,-0.022224505831480834,-0.028447761106253088
RELN,-0.010659788698204267,0.06597070960139123,0.06951772361862957,-0.013943787152436715,0.04594504476818773,0.013784221235107166,0.050871367902033594,0.09434281013643117,,0.002618491908365408,,0.02281220595417772,,-0.006622895933072741
IL15,0.03996944290422113,-0.06847446006149259,0.021320557003466488,-0.0075799371934202,-0.02774119457610793,-0.021111096826290955,-0.003027954055195559,0.07375542562058925,0.10184903446674999,-0.02822233861850995,0.1167568236823745,0.055036717232923894,0.07063273937042053,0.02261202017391831
UTS2,,,,0.027610818434932,,,,,-0.009051344908185417,,,,,
BSG,-0.002017775132615521,-0.02114873522043137,0.010527878883950485,0.021520999557197513,0.006489736244808117,0.005641400750756326,0.06601814678082889,-0.008377609151554142,0.01138017460231995,0.03701599177079221,0.053172463164859435,-0.033012762963399944,0.0074374845370180865,0.04087877479774036
ADAMTS3,-0.00013747894643475206,0.02169322427375306,-0.009019452826497763,0.066040300619682,-0.00616004935940535,0.0038029839098692388,0.05851687044974738,0.04588132852903381,-0.036408079020016665,,0.08766065864955498,-0.06277465723477152,0.028286585099390023,0.06101067173063847
CD34,-0.025148861149355925,0.04525888666973268,-0.02283560036647131,0.038571775542296,-0.006764936893231281,0.03699320625556169,-0.06543015238637918,0.0626057095172866,0.033541819495644415,-0.058429717560936276,0.11603804788352944,-0.018427262940927055,0.0031851220603840895,0.030135398548080686
CCL23,,,,0.01972197015981709,,,,,,,,,,
PLAT,0.04585483460518789,-0.015352600239083145,0.021368274872152093,0.08611001796764317,0.004651256106123808,0.027713397139549588,-0.019987024820459685,-0.026353538367114012,0.01457563592906365,-0.05947739442835421,-0.00832683889994936,0.01031147119570987,0.046168700253468566,-0.040474690189257145
NTF3,,,,,,-0.010482625762744328,,,,,,-0.006172731503707771,,
LTA,,0.029915538270327075,,,0.041356951378455596,,,0.07003923031579967,,,,,-0.029910835535760606,
CKLF,-0.024673619512895092,0.005430722234988899,-0.045649670409342584,0.11341791045371849,0.05255008575704114,-0.02362583305929579,0.02022233049280311,-0.009277746235049296,0.037350740462464095,0.040419041561494104,0.02213693488494829,-0.04125318507875684,0.053202148754236116,-0.03682178003719157
CD24,0.0647996574889615,-0.001636499450081783,-0.037615460566083905,0.033385282727371304,0.025527853709747205,-0.0405526778542657,-0.03242387207264229,0.08168852363846583,0.013448886683720728,0.0531016755559792,0.052518414570375135,0.018699483773530895,0.03771305056859744,0.031039386875312908
HSP90AA1,0.0072126092509928975,-0.015039986786773058,0.07760729805275914,-0.09317281203158687,-0.010694031485373678,-0.07384918321220549,0.010935118444478859,0.0357824416215286,-0.0663674344070135,-0.007988590226088967,-0.043615876058546714,0.0724781484481947,-0.07816712144915851,-0.09781883504004872
BMP4,-0.04290872868889721,-0.01646111907514469,-0.014128777939017172,-0.0033006754176436812,0.011380526572891661,0.00931721600559505,0.014887132279673828,-0.01312486849968595,0.06535889595466067,0.0861209116245692,-0.04309816391054041,-0.01983591182217004,0.04340498204730877,0.02945836133911672
SCGB3A1,-0.023252309121183447,,-0.031088529334068835,,,-0.012084075190039702,-0.04343423926690693,0.05174105836629976,0.05129571371346917,-0.02399963895392435,,0.040756802412290266,0.05375653359480122,-0.013317933815069766
IGFBP4,0.022092494114225807,-0.03398498327168042,-0.003935171725285297,0.06620366623102807,0.03507209091531203,0.022771447531274875,-0.03878382676345447,-0.04639062263714291,-0.012266928217521563,0.002638606573976063,0.06519039976028262,-0.030624769297499247,-0.015268074286051316,-0.030050338665990283
RSPO4,,-0.03798493738769346,,,0.04907612854622325,-0.012084073422470346,,-0.021366258309159555,,-0.016280511175005542,,-0.020778927314146076,0.12407564816268402,0.020406636788949523
LEFTY2,-0.03951200155649605,-0.027511515650468447,0.014486679623529978,0.08640566892703878,0.04178636075607451,0.07121018272280823,-0.006196469792006785,-0.019014717916566535,-0.03035288269891398,,-0.02618201181508052,-0.02825796836977182,0.0157639653615016,0.03284818958971117
PF4,0.005648131801132156,-0.019878578985992976,,,,,,,,,,,-0.029910828614171405,-0.028100175659896583
ANGPTL2,0.04719954357169481,0.003334475822097788,-0.049880874127119605,0.039156332380054844,0.01479982364260878,-0.05633122898673874,-0.05932518455988,0.012504558655531557,0.046938058009124754,0.0044886557083981165,0.05721413250448473,0.03231013987938193,0.04670294494387377,0.014729195163060538
LRIG2,0.048767095733809086,0.023173581924271897,0.05648432826728435,0.023438989627477542,-0.004093289163701665,-0.04135453494706708,0.06341635880134378,0.011607161799682183,0.045936346270099744,-0.02042301860168528,-0.03905983699956356,-0.04912540586299814,0.07544843471998323,-0.005621305754466402
ICOSLG,0.002937324257089874,-0.021550761778206487,-0.017423615290152527,0.07633161038869118,0.023326315484002325,0.07739655880195334,-0.03469823756852114,-0.02258181667412926,0.017766582734254553,-0.035701382332506616,0.018913685566124782,0.022461809610103533,0.0648150915996613,0.042387595843190844
WIF1,-0.04340099335546116,,0.053832866349292366,-0.0024208118894874894,-0.023126928733645895,0.02638078409640581,-0.011898857386333919,0.048978270847664505,,,,0.060706224838280295,,0.04761775709213851
NPPC,0.05137365307025418,-0.030836578192582658,0.0889449975645437,-0.049716330999403,-0.03232077997564821,-0.01679390482782007,-0.03097468547545246,0.026577943832531835,0.0035920415256682947,0.09005312218539696,0.06285143631731012,0.04101755199258738,,0.039645608632001623
LYZ,-0.0025723897939647633,-0.0004662844310634396,0.004985486688796581,0.09298168385681892,0.05377706335102404,0.03539566090451059,-0.047488959900388705,0.027924134460607406,-0.008677955839782437,-0.012999259837115633,0.02136058009699777,-0.015670959195416955,0.010690023849278382,0.007070675062683764
EREG,,,,,,,-0.026998940624092752,,,,,-0.025880504303947956,-0.03544386654141898,-0.015847547070079224
SPTAN1,0.07375048898460522,-0.017545403612572633,0.045735873227048654,0.028603605409548052,0.04645791095648351,-0.04297105869216473,0.011641531898037587,0.03674327822246151,-0.016131291070366018,0.04588731784703338,0.07933239803538153,-0.03382800119107583,0.05685492270346485,-0.004572926999051342
PTH2,,,,,,,,,,,,0.06153644844591178,,
LIPC,0.019075548211667747,0.04172752605448048,0.08769322678239462,0.006651281360225481,-0.023942769237987296,,-0.04835461057062624,-0.024196528076647485,0.04712530711223544,0.08302281933762137,0.048273430896354046,,0.06145536212318789,-0.043820541894158876
COL8A1,0.006493568584611694,-0.054086694654269435,-0.0018794457982872943,-0.036409937202225365,0.06460230990746603,-0.027966621423423314,-0.004999781913701767,-0.02407928329355521,-0.0547568917664827,-0.003783517897594371,0.006491329697383046,-0.03371755121417792,0.04248579349356788,0.04706395670464101
GSTM2,-0.00636506700953447,0.03680432134647243,-0.020594730480806935,0.059854243065073615,-0.025303251758674747,-0.010794518103377641,0.009235539687661456,0.012560499844686398,-0.0010178682112741257,-0.015625085764809313,-0.049964268414933476,0.051049325518927074,0.03526480596862731,0.0036691117365116673
IL4,,,,,,,,,-0.04551636791624951,,,,,
SPX,0.028948941722135017,0.03764773478764941,0.04547724070223385,0.011263108030959465,0.044401404568976274,-0.005995209573398968,-0.015099913449133274,0.06794079162684087,,,0.019831537255435384,-0.0008717751714841369,0.09308470639160864,-0.043150081771857925
MFGE8,0.025202682578604658,-0.00574510638369455,-0.06004872666593391,0.007006575578982624,0.033628556068203946,-0.022744965552184804,-0.01810298687210538,-0.009200969151673946,0.049649659963890334,-0.04674532994162738,0.041537256770062,-0.020595029806773885,-0.06630990483715381,-0.007838001303454977
TGFA,0.06929243528972658,0.01711283624736276,-0.03329438099993316,0.02474109793534603,0.026304127280613473,0.004551595883499067,-0.021364487415443976,0.05730315837917745,0.024346212998990757,0.09231520215013406,-0.048396810823751,-0.0152537752624659,0.06978939925332976,0.05787136276304374
SLIT2,0.10591804479745161,-0.022960311636042872,-0.023245285693007708,-0.01447939215709209,-0.003156144200804533,-0.0010913824811683368,0.04029358230893126,0.032384241877513,0.048843068765834136,-0.03399154733037962,0.024168519914064043,-0.031497203181404726,0.08336144199679053,0.07228578409589531
PLTP,0.028550829969560713,0.024537719594213813,-0.027702658487973555,0.11848198021576616,-0.0072900856702126805,0.00028125058293133746,-0.057667126534078045,0.03739239887685919,-0.058008011729319506,-0.02176704386578344,-0.013430597616534567,0.06044301388441376,0.022929141118684278,-0.016313385734793687
APOD,-0.013888451968313672,0.02833889633356225,0.01733544376439752,-0.0025476121348721264,0.018895024981098282,0.04662415657225223,-0.056561261536461016,0.08581331323020734,0.058421463352045115,0.04048550235641155,-0.04662167502601592,0.08558889362257197,-0.0074470900770180195,-0.05722768747419807
B2M,0.0014035140785323963,0.019278250539464154,-0.03214157325037613,0.10815249937695506,0.04831785364074224,-0.038751551029518286,-0.025857577629157684,-0.10436421624917791,-0.02474818370559787,0.05146361771744259,-0.015998863230352742,-0.0039034187227917324,-0.06385614096895413,0.01600195558904666
OMG,0.02989781452801034,0.044884950245499836,3.4181158185031016e-05,-0.06871090508425592,0.043266371838165875,0.030349041775611395,0.019716792953468624,0.04320724687526388,0.024357413789881075,0.07541132506395981,-0.011771291040787838,0.06729105598300013,0.10018325877023306,-0.015069433192230619
CXCL3,-0.029437362268736347,0.05391910439249953,,0.00993209383854503,-0.0022573574635755406,0.07480633961241992,-0.03800761819885222,-0.011092883019683529,-0.06886681538584917,,,-0.0296649937486188,0.030041730933758504,0.0006892673113751848
CXCL10,0.021196660062048553,-0.007004968662053811,-0.03328939199083852,0.10799146464564859,0.060007538692246364,0.03879722753208228,-0.052434517732004686,0.02037390825864158,-0.020167064423221023,-0.008813762264160186,-0.033091158843440924,0.1161412370966683,0.08925486470883551,0.01098650703256006
RSPO3,-0.031585307501469956,-0.02308509136518361,0.008020470671086013,0.0007888499092530333,-0.013367826631995547,-0.0019537708010154316,-0.05798566168629129,-0.011591848961191689,,,,-0.06228205260850567,-0.021316293660692476,0.0011703131004983669
CORT,0.04484784422817407,0.0122754009877085,-0.02867899645045676,-0.014962270721682637,-0.04626467998382567,0.02035866329928595,0.07080788672117691,-0.01873856743146532,,,,-0.03455814292587581,,
NCAN,0.05708664858172725,-0.010912664100359126,-0.03734905024898225,-0.025775565310298287,0.0071751131705601046,0.03881961124824811,0.030544684873612445,-0.03486021750940392,-0.07626802634575817,0.014164705767265964,-0.025239891801495593,0.013307435921538912,0.04507727228893996,-0.04909755340503793
PRG4,-0.03496869949607438,0.07047628029865326,,0.0021085454853507846,0.030054191361760855,,,-0.013552787638953342,,,,0.029054417020583548,0.021783592964530665,0.07985932402549867
ZG16B,-0.021534564445409996,-0.014895819874138747,,-0.024185908205914684,0.050960023221783966,,,,,,-0.022775870014683976,,-0.026579124137892297,-0.023972331786615855
TGM2,0.03074538555212286,-0.002597236254105152,-0.04378890387772712,0.07860805484562182,0.03724755361118871,0.0804414071328553,-0.01663246106712538,-0.03135437977723761,0.12840637361582805,-0.0284698350268754,0.052217492213349294,0.001111667187266389,-0.006861374067198872,0.0006545979358531134
VEGFC,-0.006432472212271652,0.03054967434300175,-0.024938502232196305,0.058613481294302335,-0.04485100037540174,0.003314147000347496,-0.030508685348298505,-0.013831159997814885,-0.05159599156924374,-0.016533915022219563,-0.0295220508961282,-0.0035652534949890064,0.0024852172650169633,0.10514421613833895
WNT6,-0.01814527521797093,0.034178357150630084,-0.024979874844697093,0.09039175534520999,-0.007224344402858853,,,-0.01207113801502443,0.03071588117098998,,-0.021659855057935693,-0.02757702764630123,0.02062501990825375,-0.024770610954091443
NRG4,-0.004726909574880392,-0.02772915765733795,0.020548371816201186,-0.007047049117961765,0.018616963004300647,-0.018803434674530075,-0.01828070697108544,0.026397728090379474,,-0.032577696556338895,,-0.027439112641909874,-0.021316296049740426,-0.008582318097570247
PMCH,-0.02468331746981387,-0.007429933253510914,,,0.006604204992997916,,,,,,,-0.015798308163063705,-0.026903959192891902,-0.04770552216297039
COL9A1,-0.034724541648679066,-0.01838130349600517,-0.04056293612714802,0.0959276815261957,0.014979452024120548,-0.025597855358730895,0.056063103590539815,-0.018386202557216166,0.0536144759818042,-0.02402029658592856,0.03631151621859205,-0.045394209994422494,0.0846985255377553,0.03658565424314938
GDF11,0.03165711301371108,0.0400316149574135,-0.0022688777135949725,0.06223583145440878,0.020093345588932155,0.002070567412615008,-0.024820133036507184,-0.03723131188697842,-0.022355179323679066,0.05414761178748156,0.08270685951553228,-0.03864960839602686,0.04114451668782671,0.007691723548842184
RAET1E,,,,,,,,,,,,,0.17679703502333358,
IL24,,,,,,,,,,,,,,-0.029778269636863107
SORBS1,0.053465520954373714,0.010875154569612378,-0.025149784077526906,0.03577172493167102,0.010272207640286017,-0.0008930048572458415,0.011681355812693108,0.03866341244273521,0.07343062324199692,0.025339707721690082,-0.02162738239537517,-0.053920880662441904,0.07217627139502289,0.008740723285843105
DLL1,0.05610357515920185,-0.013383582920849199,-0.0002934700052213121,0.06813628823041906,0.02056495646195775,0.016781803111153997,0.05851706236845618,0.07514241566492827,0.012393990902826424,0.05545273836374265,0.02883063806846326,0.03847984451625894,0.04304654093035194,0.03608251948763772
TLN1,-0.018929655777904106,-0.0015968697437556386,-0.00821413945317277,0.04230045233999939,0.008593879699090933,0.02043311508227114,0.023330686183222992,0.010333703467935251,0.07733338245625669,0.02643274873751205,-0.036314542178052515,0.045508248395279616,0.0032385718515243766,0.02549971238145551
COL2A1,0.0058126993143337675,,-0.013299217903773183,0.041515244143559824,,,,-0.0112615536673228,,,,-0.03328168130552299,0.022473886319107624,0.027904641170582174
SHH,,0.02666835047318769,-0.029538921213015615,0.05656569242968736,0.05859245793019751,-0.013874673421329777,,-0.01074794457062965,-0.02813531522511469,,,-0.040209708946753714,0.0683015286409692,0.06406556707451073
PON2,0.047401048620329414,-0.003682039983636128,0.008347828599207574,0.04070589416695669,-0.016830173884010056,-0.027487816036762994,0.005033278960141233,-0.013263786404438977,0.04985188295587793,0.06787116330716776,0.005835152231192304,0.0010061546791936132,0.14715474809061396,0.0200393389641386
ICAM5,-0.016368779120040703,-0.03690120342133459,0.02291169889683211,0.03392488874297502,-0.023924077824307693,0.022313081474661715,0.005882218509990602,-0.004217323951580344,,,,0.007138924462542085,-0.027175102749848124,-0.0036849783327050495
HPX,-0.005945469800369779,0.023395222194791235,0.035257805511538114,-0.021729009928598917,-0.017929642160172978,-0.01208407395809734,,0.05730023506041444,0.0732271248681843,0.07003472979794555,-0.037326198890143415,0.04610924164017289,0.05215726364819919,0.15766700008261353
SFRP2,0.024665661180080584,-0.026964746784679267,-0.046567059185561865,-0.02882707819088734,0.008850146709398292,0.0025330807788497976,-0.03344778869391083,-0.021084716703260113,-0.04551639470646814,,0.06065390903504631,0.04515831849221565,-0.04043895423164164,0.0782912847479882
CFC1,,,0.013357655220264672,,-0.02576797973775972,,0.011511232928762362,,,,,,,-0.03296145043480064
CD70,-0.03659399405701954,0.05298953549269961,,,-0.041638506009065566,,,,,-0.03535625923182552,,0.029273601423236605,0.019616742449558435,0.0745859219792223
HP,-0.02355097116265589,0.02138346847692081,,0.05496951321340704,-0.008517993268936389,-0.050234218203088356,0.0154913742499621,-0.037542016385066566,-0.00436184997778604,0.021096023788467963,0.0672098414213059,-0.027273084603794816,-0.031886847435705704,0.07183952741372396
CXCL2,0.008116693571069922,0.02215193259260368,-0.03860748057052317,0.0782107293173462,0.002727698614121721,-0.016793903513477225,0.05243497113042437,-0.021272765514545645,0.06475926562222287,-0.03209426344539067,,-0.053512568857321245,0.02480930602635972,0.04673816348727454
NPPB,-0.029997729232029403,0.05659198352825979,,,-0.00957500688176463,,,0.010353006381831297,,,,0.03815349581995815,-0.02162300834187223,
CCK,0.05771702317722176,-0.005715227008350982,0.02915715353344994,-0.04596206330813592,-0.006864349488184717,0.0608987543408472,0.014046689212172031,0.02628790088188167,,,-0.004074971254819879,0.02837140468499133,0.016194891589058326,-0.028038472416552426
SEMA6A,0.06893101210505294,0.032991933063446235,-0.004315492296323258,0.01418850171354545,0.025540394156344015,0.041959395609217846,-0.06315834304292799,-0.013300095472360317,-0.019475399479100954,0.002416402642248876,-0.015697559874784568,-0.024518280550557374,0.0764269895060725,0.05312376551629363
IRAK4,-0.018275489980245786,0.017247676254714805,-0.02171765132244873,0.06872782624098096,0.03720672516346769,-0.0008821824494490594,0.010528253650854883,-0.01622960538026566,0.0867857528314221,0.008712140912642148,0.09513528213811692,0.012206607113881222,0.06943427639790774,0.05490671098725897
GSTP1,0.0285881523313339,-0.022853140443613713,-0.028684262348372264,0.05133187870532586,-0.027232575749636695,-0.020271552710672224,0.023699079335761104,-0.02280786990153048,-0.0745947668445202,-0.008451186631658005,0.004412811269351843,0.026858236971396075,0.02983703647160221,0.08898006510250729
VCAM1,0.03875105882617447,0.004825539239829751,-0.0015120102865346266,0.09753768454331205,0.052342398296649356,-0.05361573529875326,-0.03171850961899144,0.019943162862206605,-0.007830946068567246,0.0031821040497715535,-0.04608968322012154,0.0422963894512438,0.15118751917889542,-0.05599270037180406
NXPH3,-0.026441595183793153,0.06281366562468832,-0.00829203431939492,-0.0038140638645805924,0.0014692541495156346,-0.007444529568213771,-0.05268679519348149,0.0520663439899761,0.01248576732161835,-0.01802671206096725,0.044730638770890736,-0.006407972636891991,0.1010213955272929,-0.024793889067644053
MTMR4,0.024573177054791617,0.00015808105570975256,-0.0498274781713384,0.02298869985430395,0.01163385249392956,0.03374827738815312,0.008324959819279897,-0.005873487851941011,0.09167953761770598,0.010339630492342485,0.07140222523507771,-0.07519996239737661,0.02186105771921191,0.060585442843790166
LAMC2,0.04903370902487155,-0.014015640052483054,0.04539778816958418,,0.010234521519836311,,,,,0.02491862854967688,,-0.015334722257833827,0.0005427024370242003,0.08154077830760299
IL10,-0.028086122172405678,0.029800628182689002,,0.05686415283015771,-0.0075359929558067,,-0.05915478233791898,-0.012380855483614282,0.05959863963026488,-0.056737599788229405,-0.020176808578305932,-0.007861635466640144,0.03892609678209496,0.020172771589758783
SEMA4D,-0.009188476065265233,-0.03806649719216734,0.03702323263924322,-0.029370437987244983,0.015949958207740315,-0.01447378012796616,-0.0830356652478086,0.048530982056475394,0.057652716055984606,0.11628927838295147,0.04144153809197648,0.0002631085163298023,0.10974262272532022,0.04770796796189221
