,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
CCL17,,,,,-0.02051277184462191,,,,-0.02274064609037527,0.05245364675387912,,,,,0.03605931527161185,-0.04517390002183672,0.02988967670864049
VEGFD,,0.01590873075243489,-0.026959116046563078,,0.054723793609740466,0.008271033180687925,,0.07805153712209273,0.00903801645133637,0.018946553631516996,,-0.021623522332842936,0.04726174827889793,,,0.04880651917361226,0.05606285537796339
TNFSF13,,-0.022229633538338723,,,-0.014149250929030126,,0.004596369204274281,,,,,,,,-0.041299588452522414,0.04357584923312357,-0.019628625339517387
WNT5A,0.056692440573009185,-0.00463817545495958,0.07558560867231429,0.031098735433505557,0.0016031209750891073,0.1932119835186312,0.34950629745569933,0.3442533463229102,-0.015708154804821184,0.05319959094468499,0.004390666408815064,-0.007125294118547893,0.10884529042284821,0.005920835603446853,0.00532689644063639,0.029031708002003373,-0.010581616931666718
CXCL8,,-0.054010475163645606,0.013357422280295158,-0.16483489600537443,-0.03756838418265049,-0.15362515216375106,0.034458520930739915,0.14880595730015775,-0.03455756272064531,0.02544753717183398,,-0.02624243303316832,-0.06395871685776516,-0.04761329849353983,-0.06177990176400002,-0.23963934168037965,0.02270365834111471
GRN,-0.12857133218151504,0.005765157485425331,-0.08112789030071596,0.055685514142804794,-0.01805692790993119,-0.008179872725754675,0.22737992278299007,0.32704353724629426,-0.012468257550047374,0.061264443131886434,-0.0488084857590077,-0.10463870705139981,-0.11698243619654759,0.044408672480248663,-0.05098069414467232,-0.13200412453378077,0.045173242359595946
MIA,-0.03791945334943041,-0.027575571641263175,-0.023975552484709606,-0.032861431092579926,0.009632750183331314,-0.030485550759583414,0.07584959635906921,0.23864948757625815,-0.07223784800313757,-0.039585339548490486,-0.06924463962768257,-0.0660890688340942,0.16071797020401662,0.04925808625511524,0.13337441317760063,0.28320442753895225,-0.034419655521674114
COL4A4,-0.0403609387832213,-0.02557833707096134,0.04620676585354101,-0.024774355079567528,-0.0027553540354202416,0.12411686901553229,0.050914194858589217,-0.030736844210631522,-0.010617742490793891,-0.038399247942443177,,,-0.032577732492458815,0.04685408338241956,0.06709821366800539,-0.022763927078391456,-0.0041779198170963615
TAC1,0.036552695182174036,0.043858574314839534,-0.0710128710434451,-0.03685514035931327,-0.021645726372706696,0.058669600369972756,-0.271768593740418,-0.2703329073972909,0.08235247092389852,0.0028202881601946937,,,,,,,
RARRES2,0.13765206586752904,0.04612000080631258,0.06550040331298455,-0.07749051388431233,-0.04029129546883699,-0.16003184155415792,0.2189223746615045,0.42462253529785393,0.16483137088908928,0.03763030368137436,0.12482446044919797,-0.03204538153005009,-0.02959750834002545,0.019359370179861238,-0.08292663083198742,-0.09595968473893837,0.010631433133818985
FGF7,0.026027042592005552,,0.012939505132073568,0.0103086030927636,-0.03636079132812033,0.02159545931731588,0.09299721092912129,0.13584868887325838,0.008810872533831298,0.04234802533046159,0.0014465461381885085,0.14909834713290762,-0.02822329155810413,0.06643571379351963,0.06902441093159983,0.04318117647887042,0.0005114928054228995
EFNA2,,,,,,,,,,,,,,,,-0.03985097353929127,
HBEGF,0.028940501515230026,-0.04229976107829601,-0.0010116966594790934,0.01721728662067909,-0.0289441199490694,-0.09884245264601771,0.21646602406501225,0.13915458437577555,-0.06297670647698043,0.07062433259351304,-0.012236395878319546,-0.018704190904560637,-0.00160528598848968,0.06646578786020249,0.0004208745046347598,0.050618849229971105,0.00887662620372064
CSF3,,,,-0.03729539712180299,-0.02444943546790765,-0.13065707782262725,,-0.006683528462069266,,,,,,,-0.022863546864617668,-0.11594034888055196,
PI3,,-0.007206020588603231,,-0.07434689421847496,-0.014556765748474287,-0.09583296737184026,,0.005048117575625592,,,,-0.08799668504972843,,,-0.13356578576571704,-0.2873444498960841,0.010713890857427067
PCSK1N,0.12229576922157541,0.015173238029446244,-0.02311917058782273,0.09730944619310154,0.036417095303297384,0.07626037938521281,-0.17053832006986117,-0.11769978926932544,-0.05270475923427106,-0.04009850414075917,-0.017915521866633744,-0.043060113999169626,0.01937885722239348,-0.011347674230217087,0.014812102249624978,-0.03203170911831434,0.0011008632920270266
NTS,,,,,,0.023763211181612464,-0.0030102111895295236,0.009882571510317791,0.005003945549914666,,,,,,-0.03397872167859308,0.023546428912508462,
SFRP1,-0.0448466183456991,0.0025802611367735373,0.012526864016887181,,-0.01789818632671529,0.07502601062955933,0.23661630844593892,0.020031151969087124,0.03189047900794763,0.06366646484634828,-0.00015822864646634538,0.031419891494976794,-0.015043643770730536,-0.041724645769164966,0.04662057301813192,0.02208976516804018,-0.01292881735543876
CXCL13,,,0.023767968774764933,0.043066095942169584,,0.11485444152044957,,,,,,,,,-0.0033244454388990157,-0.06819543706600421,
MICA,0.04684624503115745,0.019066326001123807,0.05859021081133272,-0.009434628619151186,0.005547015577307312,0.03737187384319628,0.019570284399555136,0.13587247146849837,-0.0691204230211763,0.005282298386689721,0.049942177804672604,0.07516566569422833,0.06549386830085238,-0.024929913601824845,-0.015506896468796284,0.03812594177063185,0.053797168018467525
TG,0.04656392962585392,0.08620147065630451,0.00028406123296964504,,-0.019314978732137465,0.07397470458565088,-0.0351100861697983,0.09825630384290984,0.03987668745899751,-0.02342494393296425,-0.009456271978329957,-0.03307976106919247,-0.051274407320070305,0.020290138811856633,0.055619345912788117,0.10573805701759124,
ADA,0.020819111533749234,-0.01315641064123137,-0.004414687141254902,0.18293466217397708,-0.01266800355709054,-0.0023724254145361468,0.08940138189335109,0.2417588420988961,-0.04486845152793434,0.0011797258883982154,-0.07049026384886906,0.09962204167090133,-0.012738867567247188,-0.0065777883279692344,0.08530153253707348,0.11847801568217027,0.05488215443295025
LAMC3,-0.012842053118551184,0.01422774944369939,-0.04551384793682573,0.03501980908158988,-0.010782264764900837,0.04220610175552552,0.1388197223603429,0.28381902650750873,-0.04395611985364836,0.03922566829967574,-0.09166634449475818,-0.031591366718619625,-0.05890261715456223,0.04304211321032022,0.04985989822680323,0.030547987108661183,0.05452743301824626
CCL7,,-0.018737502076788877,,,-0.013964698763227824,-0.06025690119281958,,,,,,,,,-0.00161305603813766,,
NGF,,-0.032171360578615055,,,-0.031996691618083224,0.02434499853241397,-0.014929102763719407,,,,,,-0.023597787029812335,-0.022119725839107277,0.04987362694933137,0.040233955572686324,
TNFSF15,,,,,-0.015550375077521517,-0.05323573008061054,0.1509292715659838,,,,0.06952634609526216,,0.04251927099954528,-0.004837138731050263,-0.033014352840896946,,
HMGB1,0.012306181389056009,0.057274703988103824,-0.036756877071851504,0.11196291067300265,0.045496956987937515,0.05550085686083814,0.19645245005037004,0.3349830876893888,0.07532119615280256,0.03167642703862587,0.00796103646077164,0.0029624594328324684,-0.0027200924349612345,-0.004062259933572994,-0.14971924033633133,-0.19786932259817183,-0.05448837371268545
ITGB3BP,0.04389534241199806,-0.026994403012495564,-0.02027640000919185,0.060219716801616294,0.023040373082678582,0.01975738689367904,0.29373812478216954,0.28379110041654637,-0.04279591435259468,0.0238452642788201,0.08276739896645509,0.1183010861153991,0.039356377238814924,0.022252425817007853,0.03142477410708568,-0.04413062106882643,-0.004572980271864281
AANAT,,0.01056193656155672,,,-0.014149252439152746,-0.05963366713694725,,0.01393984628462678,0.023419780612958678,0.04021053894224823,,-0.0748650604175562,,-0.028166323001981353,0.07914939814426836,0.12371747667213223,-0.03975203874044874
RELN,-0.016613710114790372,-0.037859519848631104,0.06734084846348201,-0.016702639329313256,-0.012349589766534637,0.03371320976448949,-0.07570265289833585,-0.13589910522688955,0.08509873122804708,0.08504262184467001,,,-0.04493572895620178,,,,-0.03915266419905404
IL15,0.012687243725521873,0.01055743708633817,-0.012099550432115202,,-0.009955155519198618,-0.03765905834055764,-0.05161736665698485,0.09046164805752314,0.022349494932725752,-0.023301994875852647,-0.020812219791444313,0.023443961945187084,0.07624864304588103,-0.0028113951868123637,-0.013241143682740701,-0.05925057323958162,0.09042411086379756
UTS2,,,,,,,,0.24331084341403278,,,-0.05594304443522744,0.052022014554767175,,,0.018925413598746908,,
BSG,0.11650420831308334,0.08991358447908082,0.022337233634094816,0.06370151086616696,0.0011692622550036162,-0.010069767418733121,0.17417319304740775,0.013752328986310604,-0.12426831749043907,-0.003879823837189593,0.005889582544591418,-0.08032122565698083,-0.008236403504015785,-0.006565348133023284,0.029423620579580135,0.012302618916884958,0.06414869639624209
ADAMTS3,0.09457008639153748,-0.055068686062505354,-0.030315521820021438,,0.026184595565980177,0.09327300378021522,0.03276478166908483,0.4037744471291899,-0.025355270229051975,0.04120439978933778,-0.030151813079797734,0.05593717454086338,,-0.03372630434432989,0.0934552594474076,0.11366015937938093,0.02445155774518493
CD34,0.10249823600113867,-0.03633965711995126,-0.02850034954924352,-0.011082124782253046,-0.004150231037180608,0.019586793287674896,0.13234306063515383,0.21886943903581865,-0.02249396297405692,-0.04024200536931275,-0.04384034670030908,0.08575797789932364,-0.07093257992655891,0.07585718459453225,0.05299629973421438,0.07110418639866145,0.022228708049271847
CCL23,,,,,,,,0.10138135253402675,,,-0.02856310614244016,,,,,,
PLAT,0.032853189040667946,0.04259869122112959,0.09465242045629757,0.08274829345125476,0.011763967084500903,0.004836356098159221,0.3021261612774858,0.37051149500162783,-0.11399453132703277,0.07754510566892509,-0.11528117574132868,-0.011023811126600391,-0.07629689464448423,0.08570474950869596,-0.019017853261035327,0.1328300288345919,0.03398106350730912
NTF3,,,,,,,,,,,,,,,0.03781618337428751,0.12338933651201987,
LTA,,,-0.01882226534884264,,-0.017898185489410003,,,,-0.0025700898590276583,-0.002420829538445426,,,,,,,
CKLF,-0.06432969844915211,0.0711600417083977,-0.039491335644206274,0.035598071315764646,0.07834216490717762,0.09748910875596371,0.2952754970837041,0.3982739534041623,0.09819269071730985,0.012438381515813307,0.02843390070018581,0.07266022309939334,0.011231296955679043,0.06472681271391996,0.044639006490207356,0.12889053099026565,-0.004482037760971566
CD24,-0.003329846888369239,0.12690890676651584,-0.006888511193288582,0.05701455917898329,0.014951828431133426,0.21838539741566684,0.2119811209275654,0.1164702372005218,0.09406609939400154,-0.010924342969418037,0.019329385498999117,0.07833848661969144,0.04103836186749033,0.009098458378714121,0.08872944811103282,0.06652619310974003,-0.007134437124581012
HSP90AA1,-0.11266072125247738,-0.01074419991018505,-0.06526646668383823,-0.04631675237576582,0.008513217694193347,-0.040965230467139395,-0.3520436623787007,-0.3978819427469347,0.04516097669792665,-0.037360521184455216,-0.048412469113924744,-0.08454287134947414,-0.06358315549891443,-0.0747260540313995,-0.19834262489557106,-0.3605071866490811,-0.02216332150454961
BMP4,0.008520295649898414,-0.06520284561737402,0.11329647520947708,-0.0317539427662975,-0.018673608187113912,0.016549431022905823,0.31023720521559783,-0.04661731304249588,0.002216845885468957,-0.016593534993288885,-0.009397437657387701,0.005178729654702016,0.08242852611932064,-0.047809907703792294,0.013984887100344734,0.0603159435864333,0.0974969108112645
SCGB3A1,,-0.018737500203063705,,-0.017523310544329856,,-0.03453931449871474,0.02133208302152506,,,0.06413010555792627,0.00992842673834419,0.2272973534985616,-0.04464149748880065,,0.012321945155876316,0.021850128366044875,
IGFBP4,0.07260239925490218,-0.015128289150383991,-0.02451491125797148,-0.04290562566948124,-0.0488641614950126,-0.05828531148845678,0.2990321714371093,0.29787017132692895,0.009929963597045087,-0.009394408857667897,-0.09894763542671443,-0.08369931285264962,-0.02802860348996053,0.06857959289987704,-0.06783288985581719,-0.18440519781065404,0.07768790506359892
RSPO4,,,-0.008806889166417095,,0.014114629856653913,0.046046241730849306,,,0.0017726215274197757,0.05994982254601443,,,-0.017018349758790557,,,,
LEFTY2,-0.03817391613482783,0.01955901912938787,0.047988539328070234,0.09095495733773598,-0.00148178445912879,0.051104061585439266,0.17251179030519567,0.4290039450019422,-0.0315898958966946,-0.025090328447405025,-0.07660856080742486,0.08767038918723483,,0.0053045656249708015,0.06335611225398186,-0.027552743288371553,0.04004406423246741
PF4,,-0.019437148651936284,0.0019712898105091487,,-0.012183924549945805,,,,,,,,,,,0.04814560405879957,
ANGPTL2,0.0052186780399120615,0.03650484139766212,0.0069848341913773294,0.21845244595945804,0.04967979408764637,0.04359162141130986,0.4095243453908109,0.3459679176513036,0.018634194385385886,0.025845806267926555,-0.017823638463357785,0.050558803372158366,-0.052462931786492153,0.009760911954887711,0.11768356558508968,0.17806504339671747,0.02962825883221395
LRIG2,0.03998965886352091,0.014455271183496715,0.044417817151873304,0.033419896991974646,-0.018417142649885934,0.033145336112455494,0.238997471090201,0.1676811769974952,-0.020304283699835585,0.021977269334085676,0.009511915866194603,0.07572917547892881,-0.09207833881258419,-0.0059479409958605265,0.02940672673395852,0.06074199349892715,0.02470929101381019
ICOSLG,0.03373768771853543,0.009230169508079433,0.016039565761246155,-0.00944166317788069,-0.020474581242904424,-0.02476849964181475,0.2389946915070023,0.21617555508359082,-0.02891934966875758,0.02062750324053367,0.008336531199345333,0.009518490007737688,0.0016502339479118355,0.012800030364540227,0.0847675780820828,0.14405533388609548,-0.03679253364566714
WIF1,,0.03155824511982417,,-0.041452924095412846,,0.021565746019170877,-0.3214692896071987,-0.2839504507884194,0.0348331968516642,-0.029933475545307366,,,,,,,
NPPC,0.07908231938325598,0.046103479515934825,,0.008929882714924302,-0.018900271611047643,-0.0826779869208806,-0.07293202655602199,-0.04786912682686564,0.08978579735877744,0.010743043885922609,-0.025236484577575408,0.06023417017246599,-0.0711332770815482,-0.011863681330697456,0.05432428943425674,0.038034869620054014,0.01502832183067534
LYZ,-0.04626042591143784,-0.03525562574215526,-0.019453491313698824,0.008825033289275095,0.008293929884021788,-0.05173715759725311,0.06079466208360984,0.2309956290217664,-0.07771933387176518,0.007210931055755283,-0.12378356364092426,-0.05707208018483709,0.010709059896572086,0.010593959877335756,0.010771690310629118,0.05026835625157967,-0.020986519702483844
EREG,,,,-0.0095841150705724,,-0.07695259810676916,,,,,,,,,0.019299549600536935,-0.051132938859123726,
SPTAN1,0.09661560417220572,0.054878143036244706,0.03405085989115964,0.02328661822993041,0.027818620237093312,0.11819143346467532,-0.1501644319615596,-0.11800941945584827,0.09730154556478107,0.007888769176871918,-0.04662805473041366,0.009707149527439653,0.03801478342603411,-0.08049793517577973,0.06430861118470417,0.09960074872403096,0.024577635532252777
LIPC,0.0071767148111274055,-0.023796178903261564,-0.02576863491141512,,-0.02189541984269862,0.04416573193288964,-0.0541050983509933,0.08427926366590703,0.0134168512420792,0.001712371163759308,0.059784352885360985,0.03559141914091337,0.06988817288043529,-0.026812280626521676,,,-0.035530735269816476
COL8A1,-0.014619293938677305,-0.04174493422815911,-0.02425945379706696,0.0020196631461439126,0.022759014169063306,0.056389214811525326,0.24710572745704287,0.1351205935631224,-0.041195949744957557,0.051562729488096204,-0.07222170474772992,-0.050500114387819636,-0.008673216717270012,-0.09009130824833578,0.06055728767960945,0.08969303765296785,0.08144038999808541
GSTM2,0.11252397890545725,0.04322114469470029,0.04188395899157074,0.03510186305908473,-0.047502128953794964,0.0548086030305723,-0.0030638859590341933,0.13800739618239005,-0.058368572500241155,0.013400128028146488,-0.052542922429255096,-0.0008170368544779668,0.07948675205968708,0.053684284181476284,-0.011843078988820237,0.09614636566213833,-0.03379056306420198
IL4,,,,,,,,,,,,0.026519904746203797,,,,,
SPX,-0.054089582054874186,0.06478592770505659,-0.03859460183909486,,0.033274775277197494,-0.03798621514694615,-0.08856419117326096,-0.12721737178419243,0.06630892730358359,0.02685168458374346,-0.033455801355153594,,,-0.014488505800523209,-0.004803076883805877,0.16481188458417914,0.02973210361252901
MFGE8,0.03275200776405749,-0.050231932611427076,0.026214508402581334,-0.057012221268341406,0.008229521971631383,-0.04124751014811971,0.13496474201941985,0.1052743810933388,-0.08177755702125927,0.04227375934150532,-0.08545552325652903,0.0031241966299145863,-0.09401443826689578,-0.003878459667702484,0.06066604985691495,0.0822272060265712,0.046399715575279915
TGFA,0.007679421674342687,0.045560486013742164,0.03498150625817927,0.03786667715507949,-0.010690128620636853,0.12060726313392833,0.23389897384985214,0.13046623335665786,-0.07348150431116027,0.04228897085656727,0.04019952091350982,0.05356206360687754,0.035670333305393084,-0.00842038061555071,0.04311100081713386,0.10651477328075985,0.029186917693477293
SLIT2,-0.05094841246030267,-0.02357953381674503,-0.015403901568821033,0.004330776742591569,0.06433256017946931,0.027415172881533945,-0.01924817049799489,-0.15028805589189445,0.07349324061182033,0.06210483930550575,-0.06181682275052982,0.029778804076463574,-0.03399154733037962,-0.03814139429621088,0.010459825216713708,0.11955582624353508,6.478572622464991e-05
PLTP,0.013928474389444867,0.011997809566803937,-0.07159339052385266,0.0876021291337363,-0.013184649443510716,-0.10167378854344022,0.16266163826129618,0.3714817807528281,0.07882888099539692,-0.03708150762025837,0.014934060542727104,-0.06371891875391841,0.029367362970896944,-0.03739828163211933,-0.026503863816674838,-0.15996872745436944,0.10770624739185418
APOD,-0.14070686940554605,0.07015227387943371,0.005480739268216229,0.12841100468503136,0.02579054067816788,0.2222121745044172,-0.10258520831198806,0.15305841912061863,0.10666766368554147,0.0157564941446481,0.03046989978006069,0.0034855192198607137,0.04329919375413908,-0.04837633762440211,0.23013448005509765,0.31569734843755803,-0.07955102218218381
B2M,0.06375988850636463,0.01690698597492147,-0.11056001760062192,0.10687895244658908,0.011438454833046308,-0.09151164125855209,0.27594799138704856,0.4570097803078452,0.1362861138360612,0.041522519387868786,-0.002814033853585928,-0.06552441936068777,-0.03456471596068683,0.02171288367528994,-0.04009100185135355,-0.01242357693455486,0.11819051465001178
OMG,-0.10926160322382376,0.09742220574767783,-0.01071858147325287,0.0683041924679498,0.014467348840791898,0.23543675520532023,-0.06539035638500186,-0.12521805478753417,0.08541656334310625,0.06758397468385807,0.06953185798486294,-0.015033373264893886,0.044792047886149065,-0.05098954767917942,0.21334570511595471,0.2867111540738835,-0.06696575235116652
CXCL3,-0.02710719985262239,-0.016653053571216353,0.05472245984028543,0.07298299146381629,-0.015596818011442819,-0.08918801103413984,,-0.023232788133332523,-0.09399547253614064,-0.024163830154627725,-0.026008728139443923,-0.1080667214085457,,,-0.038798922065021335,-0.054884321644173534,-0.008975923362519669
CXCL10,0.01588640524506761,0.01710973981490511,-0.006333262561124822,,-0.04155178606610663,0.01840032281786485,0.017937615634929717,0.39820270398936286,0.040165151368411436,0.04198975305328298,-0.01807338281302911,-0.04113660952135094,-0.003566204616157174,0.0319682033964159,-0.015428181709034029,-0.014699473704105985,0.04500402898299288
RSPO3,,-0.025452513238070226,,0.040750047820655166,-0.014149251393683188,-0.02728475150389934,-0.08245997576831547,-0.10612217156592477,0.04695295365855057,-0.01222983764405981,,,,,0.08522122035977173,0.07651272565531886,
CORT,-0.004856887816982365,-0.023409731413876776,-0.03057775146085952,0.013297146286030431,-0.03173078270256245,0.030989410471470028,-0.06715094686591593,-0.14056974092036126,-0.018019043670564325,-0.041811538421837324,,,,,0.05351646908984126,0.1856954274455356,
NCAN,-0.028008359553494747,0.11218980652154058,0.019235053936253528,0.10668605841517434,0.04745186259770207,0.11918598714901504,0.23507086964985863,0.18913739149473321,-0.07519653039018916,0.025751071262917143,-0.04924855209992476,-0.008892085286539087,0.0560655876114725,0.006527421368443389,0.22868754620965392,0.2867192851693066,0.11318029696081892
PRG4,,0.021764843657700407,,-0.028918818008511094,-0.013964700939418831,0.020699066120786844,,0.04185858804625279,-0.03330945096123223,-0.00633003824928179,,,,,0.02914941476173263,0.07585209931599915,
ZG16B,,-0.025983257443066603,-0.020602832468690203,,-0.016207743319504617,,,0.013511375518025344,-0.002222463385432097,,,,,-0.009400033958353779,,,
TGM2,-0.03087964714046943,-0.0223171694345402,-0.04660536092801365,-0.08148476723348692,0.032802834703713035,-0.17242521997731142,-0.01286964098870083,0.20342798492075548,0.010096060599068505,-0.0012503106326311319,-0.07175730645731668,-0.020862731221839435,-0.009140214327647828,0.036653063769331716,0.009785197990598439,-0.09961481454925088,0.02720599039034495
VEGFC,-0.040353176852842135,-0.03577880255143154,-0.026454830295083387,-0.008716027114892364,-0.0011530896100565248,-0.02038211847500903,0.01441608941506459,0.07261640103487152,0.04543610460982677,-0.01872775265423178,-0.02496012637799635,0.01441271018451897,-0.052603450629128,-0.023685119845281787,-0.014646756384115117,-0.026074311324885198,0.030480143172776832
WNT6,,0.017397857920906406,-0.01905343190494942,0.038418145452468425,-0.01931497953410563,-0.042592306961513046,0.07640773541275032,0.06529681153751714,0.02384912916762191,-0.013482095164993036,,-0.035160601028178244,,-0.029777260467787205,-0.013396311198198294,0.009634826329257884,
NRG4,,-0.017257897240239357,,0.0802081946744126,-0.016995679870709893,0.058120120617135555,-0.007879297676475062,0.05339144392859494,-0.001172754681673456,-0.035148606601206875,,,-0.032577696556338895,,,,-0.02964924775476547
PMCH,,-0.019890655319112827,,,-0.011172379711842486,,,,0.0192137531332298,,,,,,-0.025048398363221563,0.0541015826026548,
COL9A1,0.05849838039644111,0.013945930747407987,0.1184284888434036,0.18585434313462937,-0.017750747182912877,0.056349128638548504,0.37310316505946783,0.08429160122107637,-0.008848743089143029,-0.005799494064561208,-0.07972946966954311,-0.04785530972405444,0.04449547819710386,0.16020512142258203,0.088905181459313,0.22229909622045696,-0.04499033581370319
GDF11,-0.0190290188191362,0.054417701969890396,0.05431214106401955,0.15108052125661714,-0.02776600935315626,0.16276984988582283,0.30209423780497685,0.24371601336883472,-0.04304654862349967,0.0038768729795089682,-0.018827029047837614,-0.028790975815479684,-0.029538119815550302,0.10533201572648788,0.02158207080599989,-0.02454843922348885,0.06871899653067018
IL24,,,,,,,,,,,,,,,-0.004512860574606202,-0.03594378495031055,
SORBS1,0.0061912105693375085,0.02937791965191653,-0.05208518941368637,0.014953049392275524,0.010264652787515913,0.007310287978896845,-0.036100977285479736,-0.04870119002720376,0.059315691168595454,0.04178397223171657,0.023181739189496876,0.02778961731305614,-0.048709019418253674,0.02264474484040098,0.01681603723372494,0.05877345698554023,-0.04906493979770566
DLL1,0.012411084952061334,0.037258554303969585,0.03782304668975258,0.13222634942731473,0.03643084763005734,0.069918569944239,0.3012778578622329,0.19249319546166999,0.07869710124312075,0.053175233372384265,0.07319357592922687,0.09554703986054999,0.022995398595077175,0.07775577972348494,0.1411839659279712,0.32808754843205107,0.04670330357659356
TLN1,-0.00034755189695648715,-0.024728630118049585,-0.011794088364289088,-0.017457186242014068,0.017193084281776655,0.030855166599243988,0.24731750924305584,0.29263007655206424,-0.05347410696841694,0.007842654044109902,-0.060535378554034014,-0.016684357005986843,-0.018117299281973642,-0.03547233376742059,-0.06808506174806417,-0.06691639325839407,0.08541519159417278
COL2A1,-0.0464984024708146,0.10989832476798778,,,,0.011863087115791572,0.17522056149097653,0.04005732888018174,,0.004610874095541364,,,,,-0.059379151634211154,-0.07559889087200367,
SHH,,,,,-0.014511617085365499,-0.09660427442761031,0.030825295461244597,-0.019450731947012405,-0.026009234145989636,0.006960723364450543,0.001215498208554441,0.0057806820561199625,,,0.027537585357599238,0.06490183739965823,0.04980993810328504
PON2,0.05325047383285684,0.058046390715241994,0.07246731461648,0.09068118962850634,0.022517465757096983,0.21709431458349565,-0.013936427198462407,0.3480840437372371,-0.042133369612845036,0.04877984803894797,0.06909828887058918,0.14855798231029224,0.03896038404770422,0.10133042887315144,0.09082642517858319,0.15974927847424605,0.030940272103167393
ICAM5,,0.0030987762277128925,-0.011593472492894932,0.008822014041789826,-0.022617385206686297,-0.051569121072289635,-0.10746279212070566,-0.12444792209572908,0.0562403154595458,0.015213151361064537,,,,,0.031807052730053,0.07110463612579446,
