,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.06501149767078669,,,,,,,,,,
BMP1,-0.030683272542848427,0.005803872833960305,-0.013750473855862106,-0.023616952165290427,-0.008985484773529498,-0.12165224509191569,-0.15822878664131118,-0.40770642833383636,-0.1052480316804809,-0.024418834901353114,-0.19400511149832836,-0.34275507378858483,-0.007488326104562912,-0.09547911916885693,0.03301989488715389,0.07341015214114226,-0.05177129679973661,-0.027592769659932265
NDP,-0.06292488282146048,0.04799977323134671,0.005178345899609582,0.024381696159362934,0.008740829514525175,0.22340859388534903,0.07485318493962201,-0.09047634086624999,0.030071642851193653,-0.03659250996733269,-0.07869126952847001,-0.06396682310788972,-0.023561753089669308,0.07721075819542167,-0.004016964433949769,-0.02746268267221651,0.11289338880457803,-0.037936722282206035
TNFSF18,-0.0423478416381334,0.029079631847124067,-0.016522988993605593,,,,-0.054576499871952434,-0.09238730035830624,-0.0410901796939971,,,,,,,0.10595677261217765,-0.0992212061411206,
IL36G,,,,,,,,,,,,-0.045169749619432785,,,,,,
RTN4,0.3089237465718995,0.04545140977173658,0.08170143234288263,0.008346883205720853,0.11140800401880009,0.2727698695143021,0.46982816935248745,0.5572704660941808,0.16369160201531385,0.19456598677460654,0.49630947684304644,0.5188418674423656,0.07562090956665787,-0.025977108998137082,0.09420156725543534,0.014191636156813084,0.29952657194984567,0.03337882100666508
HEBP1,-0.13664314331715358,0.051726155907659256,0.02357671926759342,0.04635403414342361,-0.027478354808355022,-0.06691308286031163,-0.14480409780989362,-0.17986482731257752,0.0035569492102001206,-0.007255223075395174,-0.09211184846838459,-0.06177418659165141,0.02774950326406046,0.054496119704515525,-0.036622522788416226,-0.014640548554519187,0.02624363389493736,-0.06958976433174764
WNT7B,0.34208911453726754,0.10374351957848996,-0.026226630683308806,-0.00782405440658475,0.010440667933567741,0.10947026725613962,0.1507982075542782,0.37752067043540355,0.03626438968581796,0.05782751294302681,,0.16757233393966328,-0.06000289861588955,0.037059621980780964,0.02815143180559982,0.07255039786776589,0.021552444159420932,0.02976171258011341
PTMA,-0.0018802435260355113,0.09648464318009725,-0.08826703342063448,0.07325340269399956,0.04016976403091998,-0.2327336807968639,-0.4607815431907401,0.09741845699482976,0.10175860287506765,-0.12642681956424984,-0.5551879700430362,-0.5254044004277209,-0.07359375194241989,0.004970870042132511,-0.037236297716691444,-0.04835555693916889,-0.2130194954023329,-0.19861512891308872
CEACAM1,,0.027651356495512775,-0.027146093206760397,,0.0016712997278336419,0.04938034478921133,,-0.12704130248846818,-0.027895705968617086,,,,0.09259379098385538,0.10559364863502807,0.09681349671924373,,,
PDAP1,-0.06309817193242534,0.057781164468552006,-0.04132277716767462,0.023370337051803202,-0.036060505728466814,-0.12878601696301253,-0.1695876940563597,-0.2821103386329121,0.03331120391389598,0.020554580606883602,0.042023121355048224,-0.2546182760445634,-0.06335446616914893,-0.008694942489074056,0.013546961480500264,0.026521026617067962,-0.023311241454134286,-0.0015386345001175228
QDPR,0.18524560460074965,-0.0064104878979237105,0.07143888631591669,0.07229806916177471,0.06443086480404511,0.23170375881281094,0.1549426662407549,0.15419328550354267,0.11943165586627237,0.07219581940749885,-0.36675257028464325,0.12272093852831852,0.15901371628853997,0.10022964487429456,0.041925842259669034,-0.039433774675688475,0.3106292044178146,-0.01951839743473983
POMC,0.20770673556438332,-0.020132395606174962,0.0021289954112893874,,0.004391614318674586,0.18499579363041715,0.03675602588579068,0.023804412918522148,0.050478654654524426,0.022356607745340693,-0.08033912686484761,0.09795048317803284,0.08351828960708021,-0.0029473236778009572,0.060246376296398306,,0.0926706621129131,0.010630091666592635
CCL18,0.022173553332914108,-0.07749749977993294,,,,,,,,,-0.20899584884180383,,-0.0072900297020323445,-0.001290827785112039,-0.039488212032208224,,,
CCL17,,,,,-0.03482334811834636,,,,-0.011559477971401663,0.014073639191151233,,-0.022305581984422472,-0.04294772816676364,0.08254347269596253,,,,
VEGFD,-0.0450981230446576,0.032621781542064424,-0.03888133221521167,,0.0026346794095582567,0.013355014694037175,,-0.08757740741482706,0.01736352918942129,0.030823867568085257,0.09524007173549087,-0.028701196836583173,,0.034979945054107016,,,,
TNFSF13,,0.04742357772919109,,,-0.029195994541560594,,-0.016281639972564623,,,,,,0.05096603645664762,0.07012103449162241,-0.027177196282356837,,0.09860922599367289,
WNT5A,-0.08605989034343299,0.025043948479181746,-0.05765059546544739,0.02125298468084323,0.02517279563346925,-0.15705280666591223,-0.3070740841925856,-0.3650253275861578,0.0516826322187825,-0.04143871954511904,0.04041929135260726,-0.12575215696962125,0.015502253018199602,0.031715840383984506,0.009036253878875366,0.027952833327042105,-0.17777263723163098,0.07942842310243209
CXCL8,-0.13075101674955125,-0.05632332562333808,-0.03640617491626689,-0.04462085538369498,-0.020554892608092616,-0.13399999451468186,-0.05309514277660564,-0.14839899315473068,-0.07841815165358546,-0.05000262544323672,-0.2102929816649472,-0.14815149245580125,-0.17965067268887994,-0.12662824661262545,0.013683023888126212,-0.01652916854568285,-0.2510207964218357,0.07590015621775813
GRN,-0.0879454146300937,-0.056422042564545694,-0.01846018154861589,-0.002923451047193345,-0.023074186226201342,-0.09489423155818641,-0.21689404137325713,-0.45550746320905555,0.08510153410234941,-0.04781029306729743,-0.32815268291406524,0.08923678890688094,-0.01947466426682585,-0.11905599199124661,0.010710930783618306,0.12850077131326834,0.08090233379383385,-0.11971226419375967
MIA,0.010841797571206511,0.027628813542008156,0.01593897433336199,-0.04109691502538726,-0.005372283495777651,-0.10306418207842487,-0.07601341112541148,-0.1413811378374564,-0.10467767323814753,0.01272621502195825,,-0.04106622946133238,0.2130143823080367,0.13726802805985644,0.04287645030714527,,-0.03690129320329396,
COL4A4,-0.054262031053528254,0.041807100620373655,0.016704132250663174,-0.05015165838095167,-0.018104335876982743,-0.16122690966014033,-0.051529328221656186,-0.019119571319871905,0.012397126653250878,0.03957795680521312,,-0.07584486968257215,0.06582582666535887,0.05661520479273522,-0.00678200156512515,,-0.09919441653457799,
TAC1,0.42458271794121,0.19683074486737298,0.14063598370219937,0.18530827465432903,0.11109514942197567,0.3522596841102203,0.3320069941687682,0.5335274076542623,0.21658145695795594,0.11718006294818128,0.3345715735833417,0.4645062386605835,,,-0.007190009748878563,0.14789584469691655,0.21093183035665863,0.18416908376220018
RARRES2,0.03372117902911983,0.029829350092835136,-0.06849835794134723,-0.03554679241399103,0.026727979392125224,-0.2806968250071366,-0.2598509757351359,-0.46104084392863415,0.18190844593675876,-0.026911956653498218,-0.13225739867395794,-0.2809833309864771,-0.11968502908421769,-0.029578395502193613,0.010382440631030882,0.10434979143703024,-0.2132596922885801,0.0029306753444231304
