,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,-0.026514251105135996,,0.056617614209682,
BMP1,-0.038562769403239786,0.012257389328539656,0.04663151479695683,0.09129813006011951,0.016917492875872745,-0.01523698411309735,0.02853795031868751,-0.012493724673383994,-0.026573497573613467,0.10293973239185707,0.05746904499185628,-0.03462223012247593,0.1612897648604013,0.027055287098770666,0.011634835926697446,0.09548841609467879,0.0200868608502646,0.06889959966835543,0.03911722828524411
NDP,0.01734769223104578,0.010672890593389738,0.03405928727331986,0.125264873979017,-0.011729459849443685,0.02502122551896162,0.021044593169491737,0.013990521792777426,0.05892491553627856,0.0018917725789963393,0.04441045263213955,0.06799503483176732,0.030399960513127662,-0.004851699700228408,0.008333199144196819,0.04618461227632359,-0.01212287765211448,0.06601356182762479,0.04790088368163818
TNFSF18,-0.02574774195856337,0.012292285054827155,0.007288133423001464,,,,-0.0204957382943772,,,,,0.11665795091937692,,,,-0.02734367916071119,,0.05122212425434287,-0.004813553062724248
IL36G,,,,,,,,,,,-0.013752911436744552,,,,,,,,
RTN4,0.03149303004100508,-0.006094272440187152,0.034699532619065804,0.05990727402011491,0.02666894477860047,0.05737217024348766,-0.028174384656029956,-0.01053641363008892,0.06940089414162919,0.0038883761771343847,-0.047818493190719694,-0.0891625618165882,-0.012736883161278053,-0.01813707139466936,-0.08480223817076106,-0.08444819672578756,0.034235098360056414,0.03161775291373286,-0.07214571113652728
HEBP1,0.028866748008618163,-0.016599383721305868,0.019945634718030375,0.06309172931949843,-0.005279776776506215,-0.02545621972599559,-0.022239756366769434,0.0319266622989107,-0.024900010794285526,0.037299530519627824,0.01954163150383788,-0.11368335272718832,0.03169166208360847,0.06129447482732415,-0.01213090637512318,-0.031190383905758994,-0.01941502306562049,0.06666184093269205,0.021279063931843735
WNT7B,0.10902843159640524,-0.02045765119211704,-0.028446480809216062,-0.043623850814526875,0.004439939429887284,-0.022421748708184204,0.020355312822368944,0.0024255081763385716,,0.0012905154561403502,-0.015116034573743229,,0.08442044963505314,0.08493901546891496,0.04797780056557035,-0.05717784517113301,-0.003831541844073034,-0.009951364538124995,0.051692834911276
PTMA,-0.013141300624946842,0.06107762720063374,0.03875338326066684,-0.005815255703634539,0.03592202299141856,-0.023741440556931486,0.014902764096862272,-0.03029844227741353,-0.06832155928596073,0.11497669029909484,0.06728427741113695,-0.08902999888974102,-0.003094856434281117,0.04806099850770009,-0.057013428457359384,-0.0712689907688762,-0.02409127232830191,-0.03734909578398008,0.024535039968759973
FASLG,,,,,,,,,,,,,,,,,,0.02649856075323682,
CEACAM1,,0.014247294744456148,-0.021830963080461792,,-0.025892614789626258,0.05038680275205269,,,,,,-0.04754968670664547,-0.03620533667254556,-0.0004888632674242801,-0.019018338032551582,0.0626608376992029,-0.019238778207324374,0.06663327062156613,
