,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
ICOSLG,-0.0838219892036518,0.08859260647605276,-0.021664105472136597,-0.021271524308935308,-0.010421084933761012,0.07681549014496998,0.08690036358046899,-0.046586306042797336,-0.05603277665314948,0.12335711811713085,0.0686840857783531,-0.03828915162830333,0.03335361115763279,0.07911020473887453,-0.04232936793803869,0.0664872888445805,0.06194424745418563
WIF1,,-0.05010340130447226,,,-0.00603624063100784,-0.05452194964378758,-0.09325418637100506,-0.01039990465138052,,,,,,,-0.016527553862062193,,-0.03390439557132505
NPPC,0.09964647823471667,-0.04529378174329467,,-0.00017448886479168676,-0.011948058894166334,0.014675424381526895,-0.03897189686512887,0.00797786316123592,-0.042585405857925765,-0.029365707027863935,0.11137531176843429,0.00979434724720518,-0.03311334817234972,0.046581895754206105,-0.05391100171448739,,0.013927814274318707
LYZ,-0.04230968189237389,-0.006129804327376666,0.04565522193087264,0.003498291930915342,0.01715595144698051,-0.002949244309286159,0.03632246211223992,-0.012040503965716922,0.09444134071113627,0.14003849554202633,0.09903035831186581,-0.05121908522917312,-0.06057953847404026,0.12695824665216315,-0.013077786431037288,-0.020562944632962838,0.07974158648123914
EREG,,,,,0.02259678387519105,,,,,,,-0.050505731227916496,-0.023780091745288615,,-0.02214438089723383,-0.038007825629863254,-0.02127218386422506
SPTAN1,0.13374288658951877,0.036713474878825585,0.011442405070086066,-0.028045214472740176,-0.005485726742868174,-0.017555595339493284,-0.03409786449059168,0.013190565323464585,0.026642022989461032,-0.09595826338530272,-0.019779992870130176,8.005307634511677e-05,0.015967206151260346,0.034569147331989826,0.01294168646124381,0.0877990816374167,0.08582801777703626
PTH2,,,,,,,,,,,,,,,0.024781656385163768,,
LIPC,0.06179739439296979,0.10330934299560134,0.002713442246339221,0.011149806976406811,-0.019873856842417503,-0.02151358321095579,-0.02074035348945815,-0.0034354997764687147,0.03911927636677421,0.016004849350929346,-0.006374204205179944,,,-0.038973472780454495,,-0.0318204680078637,-0.028813346609279054
COL8A1,-0.056353083242264436,0.054511908464138954,-0.0027570104943194077,0.030812289695190582,0.044661161663865565,0.008338886998737057,-0.0017885031367595756,0.012835120224276322,0.038271071596532404,0.03392690830868803,0.07716225259474518,0.01071519418512509,-0.029770006389138657,0.05728555450509933,-0.0031073047348733115,-0.07191101492505925,-0.05350493739805229
GSTM2,-0.030132811737299352,-0.018276805837924768,0.08282720780669191,-0.008531882598957806,0.04802643640945205,-0.011731553573374185,0.06746254299829096,-0.014158773440340295,0.0511982744569212,0.022512339607255488,0.05853846072382059,-0.02863688875369566,0.02239146656960756,0.12491907389401129,-0.03774609664008964,0.007884029262731126,-0.008844018797571651
SPX,-0.05671386689114978,0.09580180348421029,0.0038327702660564686,0.030077024197078604,-0.030083795032532886,-0.022480271803457165,0.005830770424296664,-0.012140980334351957,-0.056455124509589664,,0.03669129885512281,-0.025087045869262446,-0.021729914103481417,-0.09338664744170903,0.025163017233116303,0.13255486456323304,0.03310903161717545
MFGE8,0.08307819502207128,0.1366698722461775,0.03139707936349303,0.05204425146564602,0.023407320575582456,0.06824791088885265,0.029142986162018134,-0.041904988185283376,0.06950149474650341,0.18784597326858096,0.03883251036429713,0.02426441343935885,0.05098077798991771,0.14053624056929628,0.08754983550768744,-0.011287655107120561,-0.0007691214238914938
TGFA,-0.04390363731226397,0.0011752528688613775,-0.014704733059083298,-0.01567478940076015,0.011216735016806409,0.037054246405603446,0.04317927414693641,-0.020994264619116736,-0.0008057162277617258,0.04809029489314786,-0.07631380459900775,-0.05250870712548783,0.01228945288575284,0.014683856183975367,-0.0145670036203135,-0.031196007089978325,0.057258963187864914
SLIT2,0.019643596985938084,0.044960201714592765,-0.028594743255370765,0.041386176165819175,-0.017656433034537622,0.03535876192286087,-0.05885986231449623,-0.003283371663774854,-0.0006010597059801227,0.03459955556443579,0.10209743850198492,-0.02634839465510847,0.005375854647929399,-0.003425236440515806,0.017228490154612443,-0.104429623872081,-0.050009107609944224
PLTP,0.041535173835623024,0.058849427701987096,0.038408804693906576,0.052383268848357464,0.07565721308372905,-0.012504043118659842,0.08696673777736197,0.03170074115377863,-0.04176642365216625,-0.037496683308940515,0.04420317162589155,-0.06671914018027751,-0.039828445905083644,0.0756550564922889,-0.014516655607133045,0.12712581709260387,-0.019379550276638163
APOD,-0.12021758878914104,0.04446097657629646,0.014499156798017148,0.03561417541135342,0.07821730243558869,-0.062113231170066174,0.07843858555889989,0.010908977284993699,-0.07435522568285748,0.018982769840357037,-0.02647030252325703,0.0832907496813364,0.04798770086317077,-0.09132503791641794,0.05191939236567562,0.08269678740369063,0.024841078512684345
B2M,0.04347483799976834,0.08221937210365737,0.024005226349222246,0.04590343886321788,0.04862488111930158,0.11910495845713721,0.12465182032141406,0.0029907974112932385,0.08408176150288937,0.2528046470479136,0.12231624090166159,-0.06216320126080388,0.054232193278020785,0.12822439286875473,-0.013634548849831712,-0.10219353969115408,0.13360676237017394
OMG,-0.07259069624749889,-0.001162787418033276,-0.0525340523474744,0.01611809498344837,-0.0160379730731005,-0.07527528188421441,-0.024328764943379846,0.024342416654029923,-0.05822354184759638,0.004687388460137187,0.005822723648770095,0.08319618838045865,0.0655996582599791,-0.12954312946065433,-0.0027868022327796585,0.13603786814117347,0.03968111483855385
CXCL3,-0.026602950303246505,-0.02741067196770087,-0.022546029930391388,-0.03948365520723948,0.0036605100269610246,,0.04542131593465066,-0.013178182867124688,-0.04388853131512843,,,-0.06352915856006587,4.2269140800265827e-05,0.06006150746946541,-0.023248175585694284,0.03203711509397143,0.003698414678680574
CXCL10,0.07079535159858204,0.05082817786679209,0.011524901524289047,-0.07050859911416864,0.07197684100099448,0.05733684685542226,0.1338975077330367,-0.03132239597079576,0.005375496521453878,0.016026807252838116,0.0015782710051280237,-0.009071937011221009,0.012069010413572077,0.016588374897576825,-0.024293736747455438,0.03476964928925368,0.10913214182466992
RSPO3,,-0.0065461027492530076,,0.029353273995079972,-0.019873844589209846,-0.03825266395423925,-0.029086810297984295,-0.020355016207720004,,,,-0.022039206443845896,0.007675385430709666,,0.021980666207764024,-0.017935467921838637,0.002596370123752594
CORT,0.026147248493361145,0.041432316602981106,0.012998030544231348,0.015635110672995042,-0.024119911065456492,0.036538862298014695,-0.05034124194958738,-0.014483177657397022,,,,0.002231023506592475,-0.018314063459287194,,-0.016061387062369637,,
NCAN,-0.05632375692808706,0.10538611534748521,-0.021732685905333303,0.056289904577745006,0.010853699152760972,0.021521586935102244,0.05639713914840982,-0.006692435518496466,-0.06135958239255394,0.07899508014257196,-0.04453540337249172,0.10935029590751458,0.04345567666148686,0.023583601905294585,0.03943337010814372,0.1356283459757883,0.003631654123998162
PRG4,,-0.005912401366198337,,-0.01831314698498573,0.011529100795516027,,-0.02519708022285931,0.09480743247896718,,,,-0.027252531389081798,-0.027023521345814937,,0.017875142158198947,-0.0406286685152216,0.05145082944654063
ZG16B,,0.054718171214737266,-0.013196370875931385,-0.021254646769210447,,,-0.027204297252355923,-0.009207362886350112,,,-0.036645678892738745,,,,,-0.02236359828560591,0.01611801628616056
TGM2,0.08346345928141202,0.0727990378665759,0.021997410765330027,0.012395431754037739,0.022947719643656158,0.10753505771614075,0.15152098869143577,0.08229041256651537,0.08788690392881918,0.1413042331117035,-0.00528533047595362,0.007108594433479934,0.0008211438660492337,0.21129153504742915,0.08117692378218112,-0.0315024919709058,0.06312434315581969
VEGFC,0.03640437720277082,0.019134560117286904,-0.016944648390665663,0.02085656832065565,-0.021904071750389942,0.02402716408638475,0.03576034209340151,-0.013786805037156055,-0.007698675397849806,0.09729394677215016,0.0558356556444959,0.035742423578538345,0.009168064163218628,0.13601759407530842,0.049099067064849046,0.04932600900844993,0.0002491167031268834
WNT6,,-0.019719778690479008,-0.012203960511697597,0.02330974706026374,-0.019607020746469025,0.1649212852674772,-0.009319455643689672,-0.020490657698756486,,,-0.03485004492933256,-0.02551130944287597,-0.03403750550875492,,0.0073586831518871595,0.0037674794821780516,0.014073239035672584
NRG4,,-0.024723494515501255,,-0.02228793763162583,-0.020268206317768014,-0.01741953983218737,0.042917076420333815,-0.017688834909469545,,-0.04427105971345464,,,,-0.024962437849540296,-0.0234779877041216,-0.017935469931976682,-0.02449380310840477
PMCH,,0.019812557268958066,,-0.030882108958053555,,,,-0.013477029107303687,,,,0.07859908749118272,-0.02569561082504356,,0.18086350906410428,0.09797828120148082,-0.03136783996369368
COL9A1,0.04544439528006245,0.1530026408643721,-0.030311636534264056,0.07949908738925014,-0.024784146984305002,0.06718105837851325,0.08401246179285629,0.032688034668156195,0.02607062351117959,0.08557157552317378,0.03525475654819727,0.07354266603348392,0.05118853229915554,0.06413053037339063,0.011673178215843731,0.03257735707459097,0.031108181276098705
GDF11,0.07409634899247364,0.022393169898358687,-0.004850937769011362,-0.013502243676456718,-0.0012397310733619337,0.01817567683017152,0.1280122311880919,-0.01001237028806585,0.01605927100339356,0.015045083755144824,-0.011818472689840709,0.033891382351724904,0.04624349446050262,0.03837060515444322,0.0594640009584721,0.030530357033545327,0.029400009049268018
RAET1E,,,,,,,,,,,,,,,,0.06292093080429113,
IL24,,,,,,,,,,,,-0.018856141302615256,-0.01722210259055666,,,,-0.027383257046994552
SORBS1,-0.08878640432378292,0.05556580776252526,0.04265883794960379,-0.00925947475256449,-0.01990925003309026,-0.004832148516087606,-0.05619145747134484,0.0010729195881740742,-0.06686650692716062,-0.013883056577033637,-0.06694488618463437,0.02799575977952453,-0.01494517678594665,-0.00815360508218115,-0.02705341243840948,0.062155321267462135,-0.07542891850727505
DLL1,0.022767697679897326,0.10745553606609004,-0.005851096693535846,0.014098012414049964,0.041834644525742724,0.085023499883474,0.04843261369542092,0.020858678364386315,0.04152040760598066,0.022175693938929066,-0.02470893581617661,0.10524685616552161,0.0698327099643888,0.052491828775264,0.010626182366614396,0.0646577277051938,-0.005492085940786849
TLN1,-0.01591939309702846,0.05623856736135466,0.024867287713810207,-0.011937336572321693,0.053944055106679635,0.12518942084122017,0.05704273603018588,0.036785099921856676,0.05618501079827065,0.11141923346681205,-0.028099326716157967,-0.06502332885081931,-0.03856812931944838,0.10076676739282715,0.07417456822619208,-0.06450595319408609,4.83746837879903e-05
COL2A1,-0.03102804000635576,0.08746382287009319,,,-0.012709192684031466,-0.015415893539590698,0.04371706120504977,,,,,0.002722072769060306,-0.025516294046941435,,-0.028477120038863428,-0.026102167847047993,-0.022067601908425407
