,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.01883595612210271,,,,,,,-0.020521692782616435,,-0.020377988995061533,
BMP1,0.019284551405174398,0.10270234597967798,-0.01950644114375106,0.019699930062827165,0.04007422924686134,0.08901701623789839,0.09394322256816559,0.027595943989043806,0.06779627130484028,0.13457994998378434,0.033268642735360364,0.0031461199735493216,0.009406977034884119,0.14363948027894283,-0.008392539919210027,0.025858640597248225,0.04597864979519532
NDP,0.04897020473242282,0.024987998692925135,0.012036651432626494,0.07345675344306847,0.045344148060778286,-0.005000124570113681,0.025294573716595478,0.03316645456819667,0.137978344591677,-0.01684520348512419,0.03288053841505208,0.011956580898872778,0.00017702504243045014,0.010726781746194366,-0.002125252270109417,0.08966436540325771,0.04670506488165597
TNFSF18,-0.01823251501124392,0.01665278600919577,-0.025289794777034625,,,0.04353810486720283,0.05461774094023694,-0.010647509681371023,0.12989213468985758,0.024920742631705017,,,,-0.021163659537562798,,-0.03437402422420363,0.03879514593431662
RTN4,-0.01785214896774751,-0.027329605156701887,-0.08288324139203765,0.006489906437692976,-0.002484323962165027,-0.05802538355120714,-0.1585255541466542,-0.011202766710335547,-0.01698172507080827,0.10997848873137714,-0.0033034681673073463,-0.009892354987506841,0.013991083584731733,-0.12522426127156147,0.04095214034025985,-0.060647465720176714,-0.027079380939294892
HEBP1,-0.038826218271516895,0.05519199618266728,0.04917648091777194,0.04608906942047828,0.01310189259588454,-0.003986545636599105,0.013063876152149717,0.03198737335046033,0.11561133252964073,-0.030655180205644436,-0.02472371260692347,0.01338538958456563,0.034727645068771774,-0.005668231341839567,0.03690135113383656,0.08950422303719333,0.0093116991335782
WNT7B,0.038360445989015474,-0.009175527879337082,-0.015709236563303825,0.021311654861118412,0.03866433219091384,-0.020040533486582673,-0.02033468778266395,-0.030520095349847606,0.017930804184976702,,-0.04977512300805691,0.022929982717162414,-0.019934429801969165,-0.022016532709594132,-0.02151459900556682,-0.02440035722976923,0.013609998157504412
PTMA,0.021510854762681848,0.08324529846367147,-0.0808132734996032,0.015545754326386238,0.0738776623125401,0.06445471218979736,-0.0024364141215735533,-0.051166737024448634,0.10812321663546522,0.007880936949736439,0.0046738211343185405,0.001008849118426167,-0.021628008770765778,-0.10984336259367335,-0.04607577991264151,-0.011831002486095392,-0.021928488758938953
FASLG,-0.02852438150055728,,,,,,,,,,,,,,,-0.017673822903365465,
CEACAM1,0.09150434742067497,-0.013558826352644425,0.04220296902017654,0.0022224307472722593,-0.015610028993590687,,0.025821444516138513,-0.016745996129576765,,0.027602342373486584,0.024719750731352304,-0.023400512566923392,0.0629648451764641,0.03488434025814995,-0.014279552261877878,-0.02459052875794368,
PDAP1,0.050805871327655905,0.03809836995602695,0.008147616799031492,-0.07363673392547838,-0.024481320361170386,0.026886547875256305,0.04731245975498282,0.004495846880332016,-0.040790236813516796,0.02169845654406474,0.025509282192566513,0.006400065515167514,-0.024167317897170873,-0.008974205120796223,-0.05007286076661957,-0.003394399663486722,-0.04237478631817191
QDPR,-0.10706036477519186,-0.04699150808308275,0.009494535731370402,0.04096106823658402,-0.04631164686124981,-0.02898327679802858,-0.11650921356791658,0.013052473141335114,-0.02428140195205182,0.013457136971254708,-0.03248574096096491,0.04528643474868237,0.04323136179295607,-0.11118204109362849,-0.0034523310175543337,0.002804222180697199,0.0364592262159807
POMC,-0.06518231811594014,0.003446652172397597,-0.021421400592049816,-0.03669393744417599,-0.03141106967198323,0.00835326643464872,0.01411423735545866,-0.012354528249030876,0.12159634491409174,0.09279789635935935,0.002984284345979153,0.009225979111856793,0.062080763000614235,0.08872141900074484,0.00833099922521834,0.03797939771707866,0.12938091552551578
CCL18,,-0.04220062404819247,,,,,,,,,-0.03164987539124588,-0.022132362214847146,0.10251951419252972,,-0.00295044323468497,,
CCL17,,,,-0.026900211289141406,,,,0.02858993631809978,,,,-0.016601531049586855,-0.02900116430163619,0.06515675330267776,,-0.016019335344847393,
VEGFD,,-0.025661128728186402,-0.017267649697116458,-0.029969805958916806,0.08272319087410891,,0.02984244121382386,0.062026900621725625,,-0.020013523934387527,,,-0.02008999173074363,0.07938577343948564,,,
TNFSF13,,0.06821062320332988,,0.011946434847779278,,-0.012550629985628656,,,,,,-0.03185584449593713,-0.031523274077616334,0.07443849706096961,-0.016034980138294005,0.007625264053686588,0.012952916704034971
WNT5A,0.0017819852188043672,-0.007139195567466448,-0.06041438594350112,-0.05490156017991284,0.0013431764834929921,0.05347869697211431,0.07796855150002692,-0.029354691769407793,-0.011009408952320596,0.0294572360608897,-0.011243551846109118,-0.015007274350122982,0.011044328304819249,0.019349276449936226,0.0076417320088819915,0.0755670601182422,-0.05147931616389058
CXCL8,,-0.07459320203217344,-0.01616840369014147,0.002452880939320203,-0.023352046697874544,0.06509322279635013,0.06989142245031968,-0.04758617934501079,,0.0455045091288443,-0.0431272578789997,-0.11196208199044524,-0.0624491309198176,-0.038414568489928254,-0.07111117752521483,-0.06924712017935751,-0.04052409890219608
GRN,-0.0745422246160466,0.10382395464729528,0.03420607630829184,0.0604622631867877,0.12079553006438096,0.012809994565760235,0.09308006923304024,-0.007764281382991187,0.1009816195733015,0.1715287213402119,0.050243918694642585,-0.040878181416718555,0.014980807691897828,0.12311811748540388,0.04042687576222177,-0.04614659793492361,0.1457354621249824
MIA,-0.010912366454380118,-0.026814288555166533,-0.015356640065117234,-0.045202931128888485,0.0349235169868046,-0.022693959543734717,0.0070966716953312775,-0.015016316983296474,0.046206905441760565,0.022600293394234094,-0.0013077338448542583,-0.007515232556785464,-0.004458541032006976,0.09223736543247459,-0.0918024401695734,0.11035768862349925,0.07383359810609391
COL4A4,0.04070115079739056,0.02420019635449565,0.012139614562886378,-0.010703612185389153,0.014962544322857936,0.018509041622478878,-0.018561436656340982,-0.013864227203243833,,-0.044271108548402445,0.13863149238379469,0.05928402277177263,0.008997420410745152,-0.02833496234892578,0.023812821875135143,0.09029333316249138,0.024560648905659767
TAC1,-0.02852436598161497,-0.03899928180127097,0.02713143800655381,-0.03021410780304602,-0.002076038581678255,-0.04813365581005254,-0.08649390131120921,0.010052339443939438,,,,,,,0.14174668608699684,-0.0016406498233931175,-0.00025152073306412625
RARRES2,0.09990264326705772,-0.04381100412553292,-0.02349998026657365,-0.02478502839269011,-0.03718924811423278,0.07034232651031332,0.12449996994871362,0.01912574694615773,-0.08024948921079696,-0.026636137404049937,0.037221098314986864,-0.06067502878293715,-0.003762760730061453,-0.05048433842362232,-0.02156130319852075,0.02984078411579563,-0.06837426438221371
FGF7,-0.006020454177933088,,-0.01948973560859421,-0.001508082454124084,-0.0033902085141707733,0.02214109626478383,0.06153334596592107,-0.022803487466252208,0.1022069979076184,-0.11025220064307781,0.06378401098708035,-0.011533374115724427,-0.0080511793188225,-0.012681774848517801,-0.029562546018276778,0.053065281861022905,-0.0022821164944265486
EFNA2,,,,,,,,,,,,,-0.019094192656004726,,,,
HBEGF,0.03996192428213924,0.1049169478496876,-0.048963321926242476,0.025040777017558965,0.07983200063186119,0.03156818833051831,0.02154749480889479,0.012175287526502872,0.07986307192311322,0.04713811572409215,-0.04505493623029579,0.06552950539587421,0.049117492552284134,0.019668007899413337,-0.04362362688439879,-0.10268482602997454,0.03541364373142647
CSF3,,,,-0.0320627063455288,-0.005264098828597035,,-0.01963764271911708,,,,,-0.07811710854273198,-0.002426286981852433,,-0.020471688735190372,-0.016865888843965858,-0.030634311781002784
PI3,,-0.04439683575103678,,-0.02295212082690493,-0.0458139238288465,,-0.022112244890554973,,,,,-0.12812273403859223,-0.024101536000910532,-0.00027964434021233623,-0.09873751046669564,-0.03664397331566875,-0.08309390458686362
PCSK1N,0.03453143511600918,-0.013373860639259254,-0.0011599118403134779,-0.01883768372778058,0.01906172564485149,-0.062240433096854286,-0.05201718238699948,0.027341267757929052,0.04521015272589124,-0.0700410169385869,-0.012512125346029723,0.023847310046868506,0.038252463110395575,-0.0036703783573025467,0.039270404870258104,0.049546672318715686,0.0072224514386924725
NTS,,,,,0.03759411459385075,-0.014577699518949274,0.10554045839325919,-0.015838267966539643,,,,0.019328632635900338,0.04759317531790527,,0.04474154022307615,-0.02497608152477669,
SFRP1,-0.007257357532197992,0.02003034149419721,0.056210091201689294,0.0023282230864868974,-0.01703801123220498,-0.011366872348002518,0.015055992653693395,-0.0009293345142701493,0.006121897883449255,0.013472418984629904,0.018726307044220708,-0.019019526353829145,0.011211193554979865,-0.05050517984599689,0.026163415577508547,-0.007388350038057031,-0.038218770489690454
CXCL13,,,-0.029152186526713662,,-0.016884886716458016,,,,,,,0.045895973848119255,-0.03933314032488517,,0.010402719238311596,,0.13847856092928446
MICA,0.06958817060984288,0.07143488994967437,0.004785792453100862,0.005266341232552367,-0.012844866743697274,-0.007468744214598769,0.03332856933258645,0.0026530248185876277,-0.012693902429355594,0.03699527610573213,0.11098906418946702,0.04634600657010497,0.040955166379357325,0.09205710590163077,-0.003920668053002509,-0.02005705164853064,-0.029419602536853218
TG,-0.017539947624328048,-0.0165005789583114,-0.016393587059446428,-0.013974373000619817,0.0576866037732986,-0.016826508119977806,0.008451597965207,-0.013378611417638507,0.0004941594641590835,-0.01489719554074058,-0.037247269335374124,-0.0220592841442589,-0.028650496922878743,,0.04970350163356872,-0.032891700285503846,-0.02738327277123415
ADA,0.027578322618006943,0.12574114982736426,0.02517291879232408,0.0006040901611364625,-0.0013387304256222339,0.12449052633196124,0.1261559105598342,-0.0061631132245132956,0.0701135284845057,0.13129620917364554,0.05065568817916703,0.008577216464580912,-0.00538291384343624,0.001729214116070643,-0.010864910633818696,-0.013997985530744729,0.048705309273823966
LAMC3,0.03229380227883958,0.1958091384262491,-0.029152186636368847,0.09590747624366155,0.053207141229166796,0.12471874687403302,0.11321677346477808,0.05781057826922753,0.10297702630844996,0.17303199838284986,0.14336910155302002,0.07433270093804421,0.11960704042365602,0.1369868055200199,0.0801576527266784,0.035522171765595675,0.06014451356989297
CCL7,,-0.026843161909061067,,0.04359975261405943,0.0434758788079235,,,,,,,-0.024881868380099918,,,,-0.017673816618765,-0.05187387110935053
NGF,,-0.022009985905563013,,-0.04196009060109561,-0.023894983748961457,-0.016057001902386896,,,,-0.022923934679559697,0.013841032465324733,-0.028736566034841874,-0.0188375345829155,,0.05232863595195681,0.03341829349752781,-0.03471807765639199
TNFSF15,,,,-0.02039258167444594,0.005336377307210341,-0.0004650922658715274,,,0.06941368568764057,-0.033430146053415516,-0.04750007355244255,0.011797332082193525,,,-0.012712567249022158,-0.007520736692362175,-0.033904398353690156
HMGB1,0.010731323239456553,0.0380918226552784,-0.011124679170563216,-0.04696137941529852,0.02752614233449743,0.061901640293524275,0.12545844583100013,0.029889749882389936,-0.006253075885782886,0.017079567051220008,-0.046138489842780246,-0.07800177313356169,0.007194547691249758,-0.05011961605973961,0.020146002257474597,0.09926217445331184,-0.04931505456206911
ITGB3BP,0.021312670160681804,-0.028458466219274,-0.04121006816726214,0.025273794253396584,0.046336669585202384,0.06619755814195244,0.1045354689938846,-0.0680256384216348,0.021104984646443226,0.06397950847358452,-0.03801145399803187,-0.029858581889015266,0.006165831028873326,0.026727735648863955,-0.01843127255132022,0.03969880956688097,-0.05090868608333418
AANAT,,-0.012002025377003797,,-0.018555165683100967,-0.014934794061996905,,0.0037951926835226753,-0.012031463432730795,,,-0.0329646719239007,-0.02182841935992853,-0.02569561173626173,0.04257124913815479,,-0.01869963501930341,0.03385521114616898
RELN,0.007385984239776587,0.046574539400804776,-0.03847036966092076,0.05888558279309831,-0.044960760269420474,0.04109178810134706,-0.04454626895589915,-0.02648939870959768,,0.1315177688498681,,,,-0.029800037135834328,-0.015355403546311581,,0.027603672243605593
IL15,-0.03855103478026456,0.017044016950668848,0.09234076701813253,0.06355668591711863,0.027482160802676386,-0.013873075727380915,0.00353813882425542,0.032456673789035474,0.06440778242386436,0.027056768868945258,0.05493623940604601,0.0029554912276017723,-0.03677165651049945,-0.005791126970615909,0.03262948105443881,0.002052742607036382,-0.04410667536686713
UTS2,,,,,,,0.021233669198743154,,-0.0771217638143247,,,-0.01858849665434851,,,,,
BSG,0.130220842789711,0.044524654863317435,-0.035818415765790285,0.020260380605128324,0.015980265329694696,0.04268704793351891,-0.015587247167587968,-0.05703067809637749,0.01520996715348311,0.09981762753207656,0.0006872891343252991,-0.09972508808254528,-0.014835761545399903,0.11498269163562837,-0.04718950062845715,0.04522691474050647,-0.050763494873917535
ADAMTS3,0.06885269263526429,0.07079316313892979,-0.028804721024830407,0.015473254696312782,0.03171455186198126,0.12450219611796515,0.09587522013895583,-0.04291005006625235,0.08835827037550152,,-0.03947183868615914,-0.05870744533606369,-0.010826395612266268,0.025145980842975885,0.07840232655145939,0.01578371100743451,-0.00037689794156754106
CD34,0.09466885811514811,0.1451926279227251,-0.014247975714816632,0.010900045832678382,0.08788032004433417,0.14686050395104974,0.0500040429787234,0.017977143171012917,0.06898934311226802,0.18781933316659055,0.09596065560312088,0.02644517961683707,0.048254357345226394,0.12028915856681456,0.04383877496961414,0.019732005847435067,0.043597135310164514
CCL23,,,,,,,-0.020155361855291393,,-0.01680205681353459,,,,,,,,
PLAT,0.11571974012195872,0.16284090344226482,0.04142085240267612,-0.0015730915237096661,0.03185576647604452,0.0627591802452467,0.12106560024165737,0.024084648267091266,0.024754983448425964,0.06203665462892179,0.04595609157993473,0.04150403633932868,0.06191318953451891,0.13399624261076132,0.014574968855750938,-0.0167977920531584,0.03580361559388028
NTF3,,,,,,,,,,,,-0.030318980023055917,0.01354884450861405,,0.04880187503581039,,
LTA,,,-0.012055895452529991,0.028695955412418747,,,,-0.011587553160305459,,,,,,,,-0.025166890633350283,
CKLF,-0.028522100000850065,0.08129070701404378,-0.05921957519476398,-0.047578945792437696,0.07838638939910186,0.03701122164865975,0.14292416346244313,0.07172604967354879,0.04016254559529335,0.00044399027181327004,0.11055215828779177,0.014143245066714478,0.023477187754808178,0.030780045057858873,0.04324816246660508,0.0678656972143861,0.015484249058823094
CD24,-0.02022530306506502,0.05932444775625991,-0.010208277484632156,-0.00043688161052718975,0.050190848850406374,-0.015082248624591045,0.06395991237485107,-0.007257058910207749,0.04754081921198139,-0.03369876375502337,0.025229177164806136,0.017032302930094237,-0.020841579273957397,0.09424554501980537,0.038054427122285336,-0.055820531632276696,0.00012782373443414677
HSP90AA1,-0.052705292404189016,-0.05279050764529362,-0.039987460161381175,-0.04348892867973662,-0.02609120409880296,-0.11556058064944333,-0.1260926348087481,0.05357848684590671,-0.04803408809379067,-0.051324531702938464,-0.03763290496919568,-0.07161320490349782,-0.047205630081322184,-0.07782005975210875,-0.05197379986466488,0.039596624053291174,0.018795403017875623
BMP4,-0.01927048618352746,0.038522537754633795,-0.012779955896341854,0.044822942234244184,0.12315813585487975,0.07571461206281499,0.001617627712512612,0.029356562018861988,0.14456252962156554,-0.008214760249818463,0.004022969399240707,0.02981070724761326,0.07475552145788386,0.1075327960869978,0.05270660617533652,0.09241134513205147,-0.01919716989263426
SCGB3A1,,-0.013665673264571715,,,0.024289894365101036,-0.017709226529569674,,,0.08689671873804747,0.05541139429799399,,0.057536059852588584,0.04567730335378722,,-0.026399990801568327,-0.03705726822121443,-0.03758835462309063
IGFBP4,0.12328557618933601,0.1863932639042365,0.009111834533746406,0.061440948762339596,0.08295717776062263,0.13411949020175926,0.10174918282909964,0.041390571824209285,0.09132593936031035,0.12069080460837012,0.006582055179157186,0.02682753994769235,0.08791351286974393,0.19644623885188278,0.05827571000146583,0.005862304956312767,0.00620689928526798
RSPO4,,,-0.019489731908469143,-0.03592720170152527,0.13966391227899116,,,-0.013477029757715937,,0.014668327513069138,,,,,-0.01777927028300584,-0.0331924943522947,-0.02358660837418136
LEFTY2,-0.003569599760086907,0.146532862426647,-0.012203960191410724,0.06017631970599027,0.01459636279448003,0.16991401063771128,0.12363906413778203,0.033129053443749126,0.016406954962514583,,0.022485922373263387,-0.021121888605620046,-0.02195489095514171,0.13800305951525166,0.007264148169007705,0.0049821875876328,0.09165839688607998
PF4,,-0.02784546873837246,-0.010966475481646887,-0.015977857463979422,,,,,,,,,-0.017501149521769697,,,0.0413390842406882,-0.018476724980394457
ANGPTL2,-0.018093940283001153,0.14583862440265502,0.03606406089780566,0.07881500049639213,0.03698805209419681,0.0918227374749734,0.10789513370117106,0.05396557256468156,0.07136313672747038,0.037684022519388946,0.08459113171257368,0.031021645334029412,0.04134570631581547,0.008410210228503598,0.025921912767282947,0.007551237366898803,0.025219718009788682
LRIG2,0.014406240515802823,-0.004741061185076348,-0.021247708071421657,0.020696576484097663,-0.048958902919704055,-0.006490238385216003,0.07157953796253122,0.0004308078296623831,-0.006879561506948369,-0.08644085436147984,0.03762777932009383,-0.002493238120586109,0.03900733051199323,0.014400479523239895,-0.016014332431706454,-0.020502309345015308,-0.06525473114456694
