,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
NGF,,-0.005196155430082634,,0.017128960336470673,-0.033804255631956215,,,-0.02206616366571854,,,-0.02090515252192789,-0.026716512342895196,0.04434841584435924,-0.030958324644744566
TNFSF15,,,,0.024763439869356144,-0.023448240451286136,,,,-0.03659075475517638,,-0.013332984793309865,,0.009747646988424303,0.061857509176947274
HMGB1,0.025939507057107417,-0.04670381801621838,0.012411229083934954,0.03772630452619272,0.05621524216216133,0.06059475230074465,-0.02380967578113437,0.05724685277025401,0.044562508387877585,-0.15277316705153596,0.06849549810662475,0.007987490663946792,0.024247992902827784,-0.07275354995371358
ITGB3BP,-0.0030010007768401575,0.03196263598304837,-0.018678508626238197,-0.0019181164737884066,0.0206125010243991,0.06447558038791006,0.010642284850653569,0.01483613892166015,0.05407742541709723,-0.050302616094195354,0.06859933928699546,-0.028574074460941956,-0.025512366789416593,0.01853301066258886
AANAT,,-0.024532626263942255,,-0.013326839444021294,-0.003945526997343825,-0.004724254049277337,-0.011679504699215656,-0.020745439032538095,,0.10983957709366293,-0.025482008611868508,0.019586471270278814,,-0.017628819153075348
RELN,0.04667279537770782,-0.04633273327975842,-0.011752972614632748,0.06740075365203324,-0.011714886592295465,-0.06471266026352329,0.06632498670646413,-0.03942422905362798,,,,,-0.018457094601741653,
IL15,-0.015287265071605436,0.07009271242692001,-0.026019836185918726,0.008117207130971112,-0.02319434122628058,0.04463919055979779,-0.013275198342615471,0.0625018069759885,0.17348020114856433,0.00850470689149562,0.04046804698296365,-0.009721840472811223,0.0160024888065445,0.05333954264264604
UTS2,,,,,,0.11923533419899965,,,-0.03224695451184248,-0.010444599678304467,-0.0007780693334934435,,,
BSG,0.020132883306643198,-0.028612445616687212,-0.05138631469569313,-0.028090731412951594,-0.01902262230737729,0.0208518064253549,0.0010537939472665733,-0.03163095987315238,-0.051378041515041474,0.16067610211402347,0.07079102884554493,0.02025638697726788,-0.01711757953491402,0.024837401623418357
ADAMTS3,-0.015109114079165806,-0.001091308958919029,0.013073233529964071,0.004276944922774275,0.045646851271464256,0.16047552298411197,-0.018618471575288335,0.06258452253476801,0.043160724780489414,-0.09231282767300505,0.025614357310226238,0.04285842201762444,0.07670869390552897,0.05614398353851661
CD34,-0.05333981874482795,0.03341742893717173,-0.044016577186283136,0.035241381776997004,0.0001900213216276314,0.12219432009127894,-0.03719548831603561,0.06663814125882321,0.08748018796864102,-0.05046516900026926,0.07193497308484284,0.0713453465985065,0.05909542887352952,0.006679035276110041
CCL23,,,,,,0.005681763940227278,,,0.05311241289558504,,,,,
PLAT,0.0028137388772204604,0.05419219535249211,-0.05523742456350681,0.0754384983379491,0.08113215632903531,0.12485755788320436,-0.0003439297002284136,0.015363003743611383,-0.01831278761761286,-0.057782073884576936,0.11277913284108008,0.0921458241856323,0.0445612563809851,-3.355112849898384e-05
NTF3,,,,,,,,,,,0.06310201720261671,0.04346769873394711,0.014021678430482644,
LTA,,,-0.015019858012716996,0.05150564818546369,,,-0.011248580220093913,,,,,,,-0.0058492024754784435
CKLF,-0.020864725368254365,-0.02940186345357533,0.0019176310701653995,0.017847979581399113,0.02053087228062753,0.09997207334748066,0.0021119505260603485,0.0859321208123576,0.005141348285047376,0.026612297175589064,0.07390017610245676,0.07574424985289677,0.06957534960486093,0.05130780039111903
CD24,0.05140806516008612,0.048207711892126054,-0.028760197338756132,-0.018736141151529995,-0.008581506546523369,0.07724155418067043,0.0005503302130478595,0.08359711792608109,0.029475564096523025,-0.07034495260485474,-0.001792400510116467,0.03694419731931231,-0.010611267966633626,0.08968726019697501
HSP90AA1,-0.03204533960716354,-0.01375471012206959,0.021768763168284088,-0.008225032733956698,0.020595225741972197,-0.15106481438920377,0.016668449756772247,-0.14857307941023565,-0.005411390847256188,0.0896353960656108,-0.05251563936357016,-0.11818185077044367,0.007844137791778429,-0.08719538380570203
BMP4,-0.025254491727374616,0.037702034807754616,-0.01592192995764223,0.0306738112251431,-0.003693592865329429,0.049027923846789584,-0.012823194794537541,0.0015793589444559673,0.056653534703039465,0.018440737029862393,0.05915069305795037,0.059062485537529096,0.01774243308067319,0.023302183806784837
SCGB3A1,,-0.016909163583970977,,,-0.010119350716916003,,,0.022334371576969953,0.09987130798748134,-0.0560667423468794,0.054417042727009694,-0.00012338669089264088,0.016721437996173788,-0.010930867665097233
IGFBP4,0.025753294242928347,0.05974004044973741,-0.029760308919866064,0.02371750669776092,0.017797479455621167,0.18818777351793534,-0.011161427786115376,0.06930483584236447,-0.02079774217353035,-0.009037393913938969,0.031525416189014575,-0.0012960088588180182,0.039694713422131635,0.017186488628034447
RSPO4,,,-0.02428131590256075,0.007916753784008936,0.02076129505265511,,0.09301804627137919,,,,,,0.08417067389874659,-0.0036683566432992275
LEFTY2,-0.004720514314443494,0.06729309657873692,0.1551547344448574,0.019842374808560204,0.006356664272354922,0.14873425718390218,0.05818669332311974,-0.02206616366571854,0.09743961418931482,-0.07501605351288076,-0.007565115699817855,-0.031137732626749053,0.1453785550148705,0.015931424414777778
PF4,,0.02189145377230838,-0.013662602274782682,-0.011475744529505331,,,,,,,,0.10629594521378757,,-0.02372572836292059
ANGPTL2,-0.053084013508091075,0.0474249450914762,-0.05199313540913331,0.016646920520132245,0.006392255960345689,0.13989583026388677,-0.021679351549809194,0.06813821401995072,0.02316755779724204,0.004396272531312869,0.0483841662094567,0.07533718655751294,0.04828768009299735,0.01434223522887513
LRIG2,0.004510443743206251,-0.0035257502250748063,0.024755631595937997,0.039256760299759,0.004578667153995296,0.10985732936783713,0.037134599301913554,0.00422823935839222,-0.04223483264246399,0.020785662696637754,0.045791494573769465,0.03019237084297923,0.03760471391310816,0.004997391199807381
ICOSLG,-0.024328613825449277,0.056837724859822504,0.027913593393682518,0.0006416388122125949,0.010454694914074313,0.12818325204419825,-0.02273580459899102,-0.02725159232216992,0.04053025423376423,0.006117001113499646,0.011810650343512544,0.04671920059680022,0.03836286843197838,0.09257809497554965
WIF1,,-0.03156135988600598,,,-0.04298447934936747,-0.06553050157423117,-0.010095674223366219,-0.050547322122744584,,,,,-0.019866011612618067,
NPPC,-0.0784993208440852,-0.025856310606229817,,-0.017801709757601022,-0.021791035807099075,-0.03211438850451803,-0.019693452643027798,-0.05478402594521925,-0.030506129031489224,0.04896165250576147,0.10127676991274812,-0.029352104205099427,-0.0025495613088450924,
LYZ,1.647418345202478e-05,0.08202743569348275,0.03399177257688047,0.0021218752898186383,0.0681615118616027,0.17709682162563384,0.04178481428808028,0.11349195012878278,0.11212409158078074,0.10866351840898374,0.09341064377804043,0.044061831572918625,0.027578653617936346,0.05444840740611293
EREG,,,,,0.04952411242164118,,,0.12146006588745131,,,0.05610954259472026,-0.0617646625783355,0.001722208719601798,0.010577555059620956
SPTAN1,0.05170003427006974,-0.0036479529736877362,-0.01687863703328743,0.008702379267967459,-0.03323575552905043,-0.006079577467580902,-0.017838652958367392,-0.04803186897050323,-0.05375450538119862,-0.04978186967800204,-0.0234614254153216,0.05789736929027185,-0.01215069097771957,0.016477565738383864
PTH2,,,,,,,,,,,,,0.11082134335410891,
LIPC,0.031147010602963914,-0.021474234950663175,0.04215846332091074,-0.02062276760259393,-0.0011712842347091049,0.0342688239668712,-0.024459596246047075,0.029951016233208512,-0.03234862710481456,-0.02493243443078534,,,,0.02880453024762582
COL8A1,-0.01858235914875678,0.1107981460315602,0.00276307102890458,0.030072301568553606,0.11040190067835902,0.026297051394385453,0.00213337428752915,0.01811345784535383,-0.0332402543556034,-0.07966526514287486,-0.015226273973843117,-0.005112709211630318,0.06602184497625677,0.05434759345676066
GSTM2,0.06088089036516843,-0.03058203460441061,-0.029938290366608285,0.0372426034577726,0.06607387327044385,0.07601254350103882,0.046600295674869265,0.14526584348134358,-0.02698505000547079,0.03325431727452017,0.022212184625393004,0.05381008008717344,-0.037208852433777966,0.06003372626514393
IL4,,,,,,,,,,0.012929343381646906,,,,
SPX,0.0048477830395167705,0.006239636233568482,0.040857353222070514,-0.016361894422090944,-0.04119722607721998,-0.04638298339174655,0.018285086672764156,-0.059611159073994946,-0.04044172594066754,,-0.02928605632620478,-0.017699982653782444,-0.036832104789377505,0.02779420335657033
MFGE8,0.04474168600856884,0.08212074492506011,0.021729028379360388,0.07660126735378306,-0.016171152755074476,0.0926753608925662,0.027729120478877805,-0.0072516062239551034,-0.01606999143670229,-0.049469062160667654,0.0077447924186901974,0.06336993752020013,-0.014779588653739179,0.025153075418888476
TGFA,0.007110319726193858,0.053037937753102754,0.028468170242347057,-0.013532566926712952,-0.01904985153115937,0.006456395777863052,0.007361102933131094,0.016326278639105744,0.015802244561741945,-0.010167246281272095,0.01657434824700499,0.03141017957392592,0.07235646128289112,0.027969403236073432
SLIT2,0.011032087607744037,0.043632705176465135,-0.01574757220089084,0.10450891188329987,0.08874314951086704,-0.057285301153226324,0.05202475836775406,-0.05160024853121603,0.13778038417082833,-0.05298817862062257,0.051078835823324155,0.013087118816205492,0.026061234593352228,0.041361159119716724
PLTP,0.021628482646376682,0.005846673207184317,-0.013898777125031835,-0.018928173352764865,0.07770960658703477,0.22483477842411675,0.009790896796022045,0.14788526213519948,0.012191755055878446,0.032209391485266095,0.1096737531227452,0.020753392740715536,0.09135012465577136,0.03679055082420095
APOD,0.013761738135218126,-0.015986795460907206,-0.04692098013490828,-0.011511874790426736,0.002701327241586325,-0.011536518630370859,-0.0356021588217328,0.07255622321466257,-0.006409377940004303,-0.009343414926095637,0.049802189278390536,0.10425483010775106,0.012383222107066223,0.041300386761620254
B2M,0.020916995738754753,0.1456521754734841,0.03906250404132526,0.09172169360770302,0.11056240895993315,0.2390776253175319,0.041034287155037256,0.17433078718579806,0.12136035282739402,0.024150546213533537,0.15420317228821412,0.09491047556325147,0.08940657599301897,-0.002628315245500037
OMG,0.0608077780145125,-0.06936393120559928,-0.004045815854957176,0.012102353849406063,-0.03731440969010375,-0.15406034714848515,0.01728886660632136,-0.0067473227286772705,0.08783612805654338,-0.06110278871219833,0.019948100658023594,0.10690774975898631,0.031084044610753273,0.08299907418880637
CXCL3,0.07815586952144737,0.03460241831326734,-0.028089010031509626,-0.010850566675740912,-0.005961588743446388,-0.002278906209592788,0.06144870675161118,0.12210898791075943,-0.031439625203259165,-0.1064744425981169,0.018505654009480857,-0.043163204867763996,0.0803616337078698,0.023525834443057184
CXCL10,0.0402316482283648,0.023302415406819623,-0.031102151159199013,0.0016792170030420007,-0.018533474062848217,0.19747838408776394,0.032521416851540044,0.013444907356243587,0.10641483366943079,0.07959091428812179,-0.029994275467216225,0.055321589363184424,-0.02920091263152102,0.052685939373027284
RSPO3,,0.03710913861878061,,0.007952871018322252,-0.028115546339830374,-0.036213448250830574,0.03774369208203958,-0.048752034612742946,,,-0.053097798209783484,0.03434368480576556,-0.005747537979926428,0.03221814717292578
CORT,-0.02453929495671574,0.05123588611694678,0.04180935053909642,-0.02029880920047953,-0.022863477730869157,-0.06267548560834321,0.05351085394655249,-0.02260821717649085,,,0.03122896070568929,0.05440590478311331,0.010688738750847823,
NCAN,-0.04357133639011109,0.02659937246082825,-0.052014964366839,0.009059074017110947,-0.006371278137638378,-0.012680703050154169,-0.020413126980686383,-0.09241122896459918,-0.05349033460275068,-0.005241039902129067,0.08637395655695451,0.12722739134799907,-0.014887216047157105,-0.022603735237105665
PRG4,,0.028824812886874735,,0.008678205559198874,-0.02013063023932251,0.14851248522988345,-0.016719278063956806,,,,0.09005261821931765,0.02638971105644361,0.035549783853968064,0.12552908341153896
ZG16B,,-0.02344790637960379,0.1425640478028773,-0.015265682331827886,,0.011360135591918029,-0.008938018113903044,,,,,,,-0.021082969233463606
TGM2,0.07601118490350765,0.020911453961467614,0.08826521585977642,0.026532213182561576,0.00060656656946937,0.12789941265263916,0.009737400510603044,0.03693000285934114,0.07565127135461304,0.11275068216340182,0.0016948583617316612,-0.010222676011832313,0.03614280935786408,0.01461532594587333
VEGFC,0.031262680153862694,0.02266845024155026,0.04034328778946204,-0.011270437825356656,-0.018947185742834903,0.0534701641232193,0.06480696383621319,0.056575570630945635,0.03926849047751052,0.15300362359570235,-0.037381224098382,0.0598655544236113,0.03799780215941311,-0.03949971953699392
WNT6,,0.08472277880816913,-0.015204325120456825,-0.018192313143223303,-0.027738070402475796,-0.018072073413395312,-0.01989124051456531,,,0.13137751149327728,0.08160661427538723,0.015058325695387453,-0.028362229482327975,0.07520420012956736
NRG4,,-0.015573934857268453,,0.019807102650632687,-0.002443999730523185,0.01150535476493847,-0.01717137999079701,-0.02857616075599874,,,,,-0.028220387618376093,-0.016908413213939606
PMCH,,-0.017949798048742294,,-0.022180395195909166,,,-0.013082782960716955,,,,-0.029523805136649452,-0.013300396430231743,0.028637297335619136,0.010151643511486485
COL9A1,-0.00814072180231083,0.001731398318296568,-0.028627807480865117,0.0010640920322254536,0.042321372786640714,-0.005017561975519533,0.025647455895659522,-0.022384953979361664,0.024712697193062662,0.0072378503122209215,0.06119988006544353,0.11455823968616385,0.008204924062847828,0.06493831522474615
GDF11,-0.014975779187883015,0.036355339135308765,0.022766299428096336,0.03372333027350937,0.01941465223314687,0.054855122791078424,0.005381013179197445,0.03267245119578911,0.03863650221109785,-0.043030511793293515,0.03692690993657713,0.017672031829625054,0.04139303750015423,0.07849285534528234
RAET1E,,,,,,,,,,,,,,-0.018548409158175207
IL24,,,,,,,,,,,-0.022012237676811087,-0.024425410576207257,,
SORBS1,-0.020075199864263482,0.057647948807241466,0.02405113559714719,0.012546740662062605,0.043889663623129516,0.035186565926093344,-0.021222353003578713,0.01116055071504961,-0.03844874949609499,-0.02720441692916303,0.09622803993966596,0.009403046538463813,0.029731801336858467,-0.007129765359699921
DLL1,0.02308779400634545,0.0038933026821064754,0.019155332064520313,-0.014170914773487671,-0.01758359598877777,0.025568963728918565,0.031721402177116075,0.06387275175215236,0.04257382263966309,-0.043269779230958046,-0.027177911800753605,0.11048602377284902,0.010884329621157403,0.035222801847974834
TLN1,0.020711683794660412,0.06683039509330635,0.005620325948607939,0.020962962743545747,0.016674148700109928,0.162814501181501,0.007188269054414304,0.0974735304898923,-0.0018432271607408135,-0.012011690233097533,-0.014997864201986446,0.033947622484882964,0.026889315036718577,0.004703759101744758
COL2A1,0.03606404517518766,-0.023236430786397415,,,0.06532196105979202,0.04211137226539959,,,,,0.032158172342570034,0.04509706254759977,0.09085014534980594,-0.02460745335424031
SHH,,,,0.028276392628005888,0.035306969963363743,0.14775018880115215,0.020027102431144465,,0.15772060254327627,-0.056079382079314705,0.014202011224601576,-0.013318910098838514,0.02063787248351467,-0.03447250184743904
PON2,-0.03592469493499159,0.034565253733720755,-0.005329410669525108,0.028094234193076727,-0.011204531944714264,0.08972618376604066,0.005421879153112643,-0.0050333662290428845,0.017477721917126723,-0.08490286713980796,0.06791133201795586,0.03763235360623229,-0.09027513282917654,0.10379590422981182
ICAM5,,-0.006574047356695227,-0.019571381074541684,0.033474771220714405,-0.03178716460194626,-0.05658196740260055,0.04401772595084384,0.011288833805981058,,,0.04941599696271704,-0.025785838067650824,0.020172060044028082,0.022804518966876724
HPX,-0.026180576065583445,-0.015616161801901403,,-0.00595350510895778,-0.006514240523823237,0.00602159890355144,-0.017540306589207907,,-0.03143960875472295,0.07197928223334964,0.09426000089312135,0.018438205218629777,-0.018679789414069132,0.05430618668002277
SFRP2,,0.09872514144980936,,-0.015566532478092136,,0.011094414945013197,-0.01461869853370791,0.0582539787031112,0.0679537948972777,0.030255065221916268,0.09886446862784772,0.03902273119765172,0.03744287596152636,-0.036051528023342265
CFC1,,,,,,,-0.011248580899903724,-0.023317161491137113,,,,,,
CD70,,0.013411281518355276,,-0.026458676099676937,,,-0.020982541869149014,,,,0.006126876025761525,-0.0005311310687041632,0.04238195519800782,-0.025796839475601588
HP,-0.03459956814713322,-0.011071528839597115,,-0.05486295540640921,0.07161633820066596,0.14669449555264197,-0.02844124540549908,0.1410788248018045,0.022012069747325533,-0.04263213255925692,0.12754577340357096,0.1082980552553665,0.004158503769125814,0.09179973707068974
CXCL2,0.11495609854242293,-0.00578776743809257,-0.03859521637771274,-0.01994345290555392,0.04900301949489596,0.09386733542359292,0.030241968927622053,0.08866847993650022,0.06974342846675924,0.13143373459816532,0.018537989405369628,-0.010799611976632841,0.020488780524357354,0.015190076436820119
NPPB,,0.04317652063758688,,0.005260003792117811,,,-0.009849714900982078,,,,0.035807082274428956,-0.05783085295143799,0.03831918723581704,-0.017151702111835275
CCK,-0.024762045048136255,-0.012080353459239924,-0.01132954232154584,-0.006056987144775125,-0.018085529031411647,-0.12408122729522919,-0.028646872159603935,-0.08611211524318213,0.12899215218618137,,-0.019659840137973526,0.10682275652700081,0.01666705239172609,0.07218750193354467
SEMA6A,0.011637073397030113,-0.030223273967900786,0.004423192503331347,0.013227063979018409,0.03513413758828918,0.10071847356606675,0.0075096592325570154,0.060078239675608006,-0.03229039911108487,-0.0828349038068076,0.04166919608515627,0.08006084453931606,-0.02045293979366187,0.007841297686136731
IRAK4,-0.023097190824577982,0.043581162422483985,0.023158782712681757,-0.035316402758612926,0.02511853516738925,0.1095396264259564,0.016814748529030556,0.08579483107862879,0.0025298943468589625,0.05220126615686155,-0.0019404526760796244,0.01012847323091715,-0.009475350606871106,0.10106850926969212
GSTP1,-0.003317372216682842,-0.05022591242600369,0.0012845580887093802,0.037101066648681756,0.05323230239743302,0.07212168527859482,0.0004029339419665487,0.1336486284055764,-0.048368130674724126,-0.021445531483872158,0.05688991476252512,0.04512236585074576,0.05535582825774119,0.0054387038958195735
VCAM1,0.05456628962575963,0.07581310304685718,-0.02600538004949647,-0.0016861977798221434,0.0444564119048963,0.19448935612984053,0.005432855097568008,0.03219257407722898,0.12731891790384348,-0.11993116698011907,0.06049213918135824,0.022911773696514905,0.006460788268225848,0.0284431278949801
NXPH3,-0.00876153434910544,0.003311487286254326,0.03446776715419255,0.02142980278969958,0.030311829922619073,0.004594408654982805,0.019310658620970117,0.0002651541836086074,-0.05888404991449707,-0.03239084272584869,0.03058534400182579,0.06580617647597944,-0.007146654312528448,0.002092320573751157
MTMR4,0.027751910875315224,-0.04341823979265373,0.02027512889109261,-0.008088655537194738,-0.001215209300145139,0.0047920393403243855,-0.004713518499049808,-0.03359521932190585,0.03634258678771934,0.08718256628404648,0.024326809773722754,0.03297846849224933,0.04551594003042734,0.04211594669575477
LAMC2,,-0.017122068203853643,,0.009336336105959762,,,-0.012399692184918718,,,,-0.027062038211762056,0.009126607428438122,-0.015771348431845234,-0.03267925230374391
IL10,0.012239497459141364,0.010454459018220362,-0.021777484607192147,0.027356847783118796,0.07864048854160727,0.05942312677272486,0.016174173650686186,0.12609104518554562,0.13579394770741052,0.035801860605103555,-0.03507034368495664,0.07439376783593621,0.0873838883923323,0.057953070966008685
SEMA4D,0.0766700707169614,0.05983541897275162,-0.020933256341632102,0.003492733206284549,-0.020407116569988636,-0.042378461815301915,0.007455542844254852,0.012036402796376031,-0.02292981551657107,-0.03868132602559042,0.031136089099302284,0.11157397701407423,-0.016980435810815833,0.07680817078627243
