,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916inf
CXCL1,-0.022425047602953104,-0.10536574833559642,-0.06367811945466888,-0.052955257917268364,-0.03750871846441018
VCAN,0.09792067479064848,0.09723225040739784,-0.02243435099004657,0.003915541236804799,-0.04782028365479768
MMP7,-0.1629230135049101,-0.11261740470342813,-0.0797089705688244,,
PTPN6,0.012006189131002825,0.025493245125519905,-0.04146414914759795,0.05505768558470153,-0.09362947402025028
PTGS2,-0.13134007036093345,-0.12468168592155829,-0.043815759287219015,0.03714728534635045,0.05150935664366817
CD58,-0.03210276195491964,0.07256636032915759,-0.030410097513339836,0.060059167258205357,-0.028278724309244527
TNFSF14,-0.0629854019106147,0.02348561294789608,-0.02850506316516682,-0.035454373786000686,0.018950416265662635
CNTN4,0.13904076444736996,0.01694401897594942,0.07245262442373375,-0.05504783245037859,0.008377934861317628
INSL3,0.037403190185056584,0.05201418829505409,0.03684263278876603,,
MFNG,0.011617934023233797,0.05419419561054915,-0.004904589316080894,0.017151332996690683,-0.08198512319818611
ICAM1,-0.031505387524157824,-0.039383353766939064,-0.04695178003971585,-0.07893732243111884,0.0007067146513534957
PROS1,-0.10084492037354126,-0.07303514353896431,-0.14952053289618175,0.05791241153126981,0.005561495492376952
CLCF1,0.004442401093330855,0.014727038719617709,0.008364312779408333,0.008214847716615719,
PSAP,-0.05494268000308193,-0.1229571419401849,-0.11078015300924213,0.04838244584228394,-0.003070632371877664
EFEMP1,-0.0666056232610912,0.04527725862843108,-0.0837140805012407,0.1258052460698154,-0.03253402339479435
C1QTNF1,-0.12470832955040521,-0.13564489210381378,-0.13676764987800372,0.028687963106469462,-0.013527211344709618
ALB,0.01791914290576496,0.05373151377385364,-0.02024593614699988,0.0964004922178739,0.04727510000236795
CCL13,-0.05700935556210285,,-0.09218231058567274,,
EFNA3,0.14757133311000734,-0.022389101760459298,0.2727346813440898,0.03248757802197715,0.029414701425115965
DRAXIN,-0.021244183498434707,-0.12938468677948314,0.13610369484456608,-0.017066230145021382,0.03829309649170971
RAET1L,,0.11795787541896613,0.013026877142270734,,
NPTX2,-0.0169233205223503,0.06784835056743568,-0.1601030286170167,0.01082342230343282,0.11026815042027188
FGF11,-0.019830176916580622,-0.03672655296785337,0.035499042632177284,-0.06382627435125028,0.04410513130022499
CD59,0.001495888336700207,-0.032268263662535435,-0.24653622357775878,0.034099892742833336,0.1214066093257159
COL9A2,0.2037226287478831,0.09720703486794097,0.11139316727537538,0.033882367232058876,0.046923084341478925
DLL3,0.16827458022561845,0.19621630494422362,0.12441292993157912,-0.008926875826930587,0.050265362956535733
LIN7C,0.14773414713173993,0.08786175969211618,0.1988791246511832,0.11357441862031589,0.04828528030510022
GDF7,,-0.03675844614235029,-0.03280582255813801,,
PSPN,-0.020108689210308953,0.08736719837102758,0.041456366580911924,0.05619008681824115,0.1052728159996486
ANGPT1,0.03693932359697138,0.020255444425422802,0.057864239306067,0.05379426269484051,0.0716368480480821
PNOC,,-0.012338008911324135,-0.03700494900805008,-0.039759830830268184,0.16569031281451926
L1CAM,0.014574886417533952,-0.11326579013319821,0.2354412958158025,0.18625769232853648,0.11103104993833295
APOA1,-0.013392561093713472,0.002671913417009476,-0.00213028246155243,,-0.03402471672957233
PSEN1,0.046699158820120205,0.00611484863476223,-0.0440502224107676,-0.050723903053626125,-0.11781451743976587
CALM2,0.08179210838648918,0.18764308290976717,0.1937383581544946,0.08846835415303454,-0.053228538324995064
CLEC2B,-0.09959489372402205,-0.015162525738416031,-0.09720493112897338,-0.03902703746218553,-0.06372684175377556
NTNG1,0.10956875725263146,0.14360206323511687,0.01722366604658248,-0.002971866504185429,0.01950853546839451
LRIG1,0.18031885195408262,0.12942633334322406,0.0071236416644975,-0.031044375326170767,0.04737361266559506
CPAMD8,,0.05049358496825733,,-0.03060141001090622,0.009300545193741494
GHRL,,,0.03187116094977154,,
NPY,-0.06235937678739819,-0.07387505696755545,-0.043311813866745576,0.007954720266620044,-0.015176182566211286
MMP2,0.0017063362478684627,0.0218945685902411,-0.05301364116305887,0.04001038781370607,0.04548237449797953
PPY,-0.06176681427463424,-0.09662933811469532,0.002639436031356264,,
ALKAL2,0.0327193553015211,-0.04252921108495134,0.08517326970043892,,0.0354553367199371
CSF1,-0.094026716286917,-0.14023377392144426,-0.0659317054830957,0.007063928424673768,-0.011179970610391839
SEMA4C,0.024031716447054798,0.03597867976988074,0.009707443965298273,0.10126725217017124,0.030581170823088113
ICAM2,0.05928363603978604,0.12452176285734053,-0.029490245915302617,-0.013150718201650636,-0.08160534289925213
SYTL3,-0.055353994498195384,-0.02017017113151083,0.03578219182409328,0.09655726919552454,
IL1A,-0.041134666429480354,-0.002169972827995404,0.07406157650291555,-0.03281596829440649,-0.06547322521163218
HLA-G,0.04287896744177337,0.02589559527666136,0.04117826179933317,,
PGF,0.05611387482425623,0.05707006960129336,0.0008942235110798604,0.0035618531641773434,0.06069882226051903
LGALS8,-0.08975066603646992,-0.014726572230369203,0.11687842252059691,0.018902934940909565,0.15415042488556074
DKK3,0.153340893015441,0.004010187528961725,0.06915932244588262,0.02997444862959866,0.10850599558825975
COL16A1,0.014837884573259167,0.03500539030833812,-0.014629523004758858,0.02408241986581231,-0.007129351261800552
TPH1,-0.045045837389827245,0.09101828423428461,0.015138906690963667,,0.12164821818643443
TNC,-0.1197888111872659,-0.1173118487904727,-0.04908993609898534,-0.0448922742232829,-0.007977728053253334
TNFSF9,-0.0009334381779167282,-0.06628419491441567,-0.028379496632057587,0.10234768871207049,0.0388832347987822
C4A,-0.024490913465996998,,-0.07342525293450713,-0.0010565421776037975,
CNTN2,0.1787516921579641,0.17302483674874733,0.06369562078034859,0.07968499708041027,-0.07642672965266471
F7,0.0438946420139475,,0.025258195247612535,,
LUM,0.05879824284552135,0.06090997357944093,-0.07661992232172009,0.05343776481552721,
BTC,0.015754305534326343,-0.016327395197051172,-0.043561157611555566,,
APOC1,0.1906474559740037,0.11744190741310655,0.0053730116537742765,0.029472871838629094,-0.025579461208754102
PKM,-0.19537299160510327,-0.1803342380235794,-0.06943127873369354,0.11210101555289441,0.07502416820074814
TNF,-0.00381167473253804,-0.007937492846515487,,,-0.004056675114571191
GNAS,0.006943394929288375,-0.07316259974899597,0.19769392988455814,0.04031792316960846,0.055771858157278226
BMP8B,0.018012889675788697,0.022305249238867713,-0.0065676995454994405,-0.03203101267424741,-0.011633511455812052
LIPH,-0.01744712410151986,0.10681423159609207,0.006255013198227709,,
PTPN11,-0.05446006131624528,-0.04462050384245146,0.026944034469467873,0.11480885936061999,0.020313051181727063
ADAM12,-0.05186885811162184,0.015807169335200207,-0.06644062887511382,-0.013927961481168219,
EPO,-0.04784082203514758,0.07462926331076193,0.03296929702067805,,
EDN3,-0.01739937903031159,-0.04058849839081037,0.05377841828952924,,0.0794966371515174
CCL22,-0.07007290407742221,-0.018508648443602112,-0.0497978308047483,-0.026778815941892405,
CCL2,-0.08070953945714232,-0.04530293171002818,-0.06392762854022195,-0.08303532788262039,-0.0644522267737285
DSCAM,0.0734058632611436,0.12082314248909483,0.05642341058596727,0.05169308355084441,0.09537406926403187
ANG,-0.004507500383646572,-0.07760041327483035,-0.03008948007797342,-0.07274577273913412,
FBLN2,0.0298497641147536,0.02753938350997323,-0.0319886493189208,0.112251210794031,-0.03328927106872089
VTN,-0.04702376597299685,0.08779105811783962,-0.0034561644221321247,,
VEGFA,-0.1758312535623823,-0.20756130324692743,-0.11291338788844557,-0.07862078282549632,0.030117290989459422
F10,,0.012468848645860637,0.06427087712831785,-0.05579887348023269,
SERPINA1,-0.13695677282526875,-0.0838089041839087,-0.10538402116642921,0.05968852123669164,-0.04718441018841439
VWF,0.10478110937567793,0.06847569683795407,-0.14284224082404173,-0.058538708702924304,-0.044956540743333794
GDNF,0.0156883944094988,-0.014817085195950316,0.04313133276114608,,0.05866357014596325
VASP,0.02385493753930922,-0.010761159362619345,0.01441652665488376,0.039343835620688127,0.06520429064814108
ADAM15,-0.022269937946664847,0.004392138435387804,-0.048546988830421293,0.04765595571385034,-0.06444337741293124
WNT2,0.016195094122202804,0.10739707348370549,-0.009104350118130117,,
CALCB,0.03747357069611767,0.06541308267895274,0.012700710519889268,,
OLFM2,0.15164444598692714,0.11871324228194452,0.14897171083083138,0.04771460298355505,0.02289812571606804
MFAP2,0.01079362958731018,0.05730475929239962,-0.0422208998437275,,
HLA-C,-0.10366257483176801,-0.07717869149976778,-0.0576438826583636,0.06487057064367313,-0.029845116593345017
THBS1,-0.024147681345983236,-0.03717256642288436,-0.19776537853463927,0.01885551587903705,0.07860392417284327
HSPA4,0.058960124272311155,0.04878739888666107,-0.03542866403962492,-0.034695857216987876,0.04396933508541308
LMAN1,-0.048527401053179695,-0.1510820670871016,-0.06734896248982006,0.10073722575220038,-0.04842923827607179
LYPD3,0.16394289815444682,0.04573166956238082,0.0578333331932007,,
APOE,0.1577831096652923,0.050383425629273774,-0.05492549003925707,0.03635937731543655,-0.04625305334278569
SOSTDC1,0.051406578619886074,0.048695058060367856,0.14429571157800136,,0.11104051875959801
ANXA1,-0.03652693085663777,-0.007701198195457686,-0.04478438836449114,0.03929787683061492,0.059195443129710194
WNT2B,0.04838365347339695,-0.019605369486471378,0.0595609141843535,0.02026367007455726,0.15988819310824365
AMH,-0.002076851999682863,-0.027872609148639746,-0.04415103954822622,,
GDF10,0.012637116210919544,0.015115397775960136,0.06105965537544688,-0.03193262814589992,-0.057808023578330925
EFNB3,0.12946744319584852,0.08820951910319298,0.21181828681375278,0.12886854155903105,0.1031926189269331
LTB,0.07212303668843988,0.09831589592571367,0.06355811542350256,,-0.009824102359334418
ANGPT2,0.06212003764524668,0.017870099169877914,-0.11942372721993882,-0.020155457514596044,0.08022382643677738
NRTN,,,-0.013323894749833587,,0.04879471788916361
ADAM17,-0.059213026319229665,-0.02043946490318454,-0.04532549440974781,-0.007866828095811764,0.011501090440136663
LRPAP1,0.07345209987996218,0.10480346208974398,0.020447878647251335,0.03830544079728191,0.03132330455491827
NID1,-0.052925693084772726,0.02779616718072033,-0.17190948347683574,-0.010404320048721433,-0.02377540917827865
MST1,-0.016626863616275727,0.10055742582233172,0.03877068286114061,0.022814492358704253,-0.0534421228405583
DCN,0.08857052190539388,0.037883706460203136,-0.0598356983086094,-0.006045584530805454,0.029222539689741235
IGFL2,,0.0627515521572663,,,0.020859498483550527
COL7A1,-0.03598758594410148,-0.014004207580282134,-0.0454610511356082,0.11891676848746699,0.038243604202382785
CALR,-0.07666377705848125,-0.1576316680616733,-0.0826989021823822,-0.10235220063479582,0.056460752804370816
PIGA,0.014929390680615958,0.03966923426707276,0.011185873018073264,0.0508869720516079,0.023566653925077646
CD200,0.11955314975590059,0.05704736150823517,0.1911206269179212,0.06001636456036089,0.016261770696771573
GRP,,-0.02290892263907276,0.0002645823196515514,,
CDH1,0.05889092234007863,0.05596204496947243,0.010417307048736382,-0.021615317962185167,0.18583368409162518
LPL,0.18817842612280564,0.14376067121904978,0.03252132659911333,-0.0590157018104526,-0.01784981246104722
SEMA5A,0.11730206572180976,0.0874142224588369,-0.0943941621913692,0.011986296150022197,-0.048016227313261814
SEMA7A,0.05064653459637848,0.02361092637491742,0.05218884142669753,0.028030273162716994,0.11683659517501699
SEMA4G,0.07538683416528019,0.051587410696766214,0.14762290645599624,0.04012588183606002,-0.04134896097831558
SEMA3B,-0.014979386583313764,0.05362849055081708,-0.10307733877640947,0.05170358184661513,-0.08391418853815191
RPH3A,0.09253805582938006,0.11034293540723758,0.04093984799763055,0.10779444846985524,0.05450436630795407
JAG2,0.06167028153087481,0.051842939227767434,0.09006489183034452,0.10690942744914914,0.05797851258495728
CGN,0.019186716204402297,0.027546544741779866,0.035860649040263794,-0.01300754948554646,-0.036835309371377335
GDF15,-0.04242191758833779,-0.1179842145526952,0.0138741080496606,0.033618960706241444,
SEMA4F,0.08372839140573579,0.015386273371323783,0.19492118040248246,0.13115428611385405,0.010682108277658245
NXPH1,0.039537275879902946,0.04822202114917871,-0.036439523543406876,0.11063322802737915,-0.05818239228522884
ARF1,-0.07542827251093806,0.08730199272166513,0.020178791063922976,-0.03221635445780751,0.030484738397005835
EBI3,0.06350834535580142,0.07046966481560084,0.09261011769207039,0.13036402609894546,0.022078586751310886
TIMP1,-0.19498989191722016,-0.2005534438620628,-0.1663083107291261,0.010590742193743957,0.057454925869064914
SEMA3C,0.06534441642928805,-0.016542673464789232,0.18510427897451437,-0.009102809828204226,-0.02899294289516098
GAS6,0.06843249493884969,0.09889356043225206,0.07549558851159614,0.032752747832877266,0.13579648922022874
MEPE,0.036664760813424055,0.059028244243554795,-0.1027549819753571,,0.12375870887014348
SERPINE1,-0.12829804322185398,-0.18819935799590165,-0.09550121939495863,-0.06969050502537123,-0.12956144313385506
RSPO2,0.009583758504662816,0.05690390169735744,0.026094888123568683,0.041776379892011,0.022902200759076424
SHBG,0.02413151260812289,0.013118717681313983,0.014217329843111467,,
LGALS3BP,-0.03199959541498013,-0.05087084543923054,-0.08556023968582434,0.07071463073071438,-0.05214672205977252
LAMB1,-0.08139052991459257,-0.07386250504715419,-0.10640696295080992,0.062130301812388086,0.05366002693858059
SPTBN2,0.1336259401642975,0.09954752889941387,0.24008620608995598,-0.011101920536319664,0.06683477667459951
COL1A2,-0.04498069439164472,-0.03817478297953438,-0.14505092818529752,-0.012289633149793885,0.05785747558250581
WNT11,0.0491286047783273,0.02670474529343723,0.11884319711475418,,
LGALS1,-0.24639352339142614,-0.18897784207308627,-0.15583515844790774,0.016166303984094285,-0.04727141969621753
BCAN,0.20566288666405147,0.20294312101855702,-0.01581961138645801,-0.025596341932721946,0.016271923725595907
ANOS1,0.18429755893657873,0.08136458665747581,0.055977446256551426,-0.009569308777814055,-0.05004643899708534
EDA,0.07528093368169103,0.09886894627096558,0.021618441883122265,0.009557485007573453,-0.048248437726710544
FGF22,0.024864205955656363,1.6085346339033227e-05,-0.018554294687477713,-0.055798849411593125,0.06973519683793003
SHANK1,0.09227188675166229,0.02352502426555379,0.13945799062640005,,
NPVF,-0.03979000480345944,0.04544185838315564,,,
TGFB1,-0.04861159460684441,-0.0027251612751492504,-0.12042729487630661,0.06986307510447401,-0.028517096886442855
MSTN,0.024152360838988526,0.10567510569453858,0.07771930773659219,,-0.041959580211237045
