,UKF248,UKF269,ZH1007inf,ZH1007nec,ZH1019T1,ZH8812bulk
CD34,0.14214805595421118,0.1047255086550197,0.136780374943712,0.20689393269290934,0.12283105537773323,0.08525961070620176
CCL23,,-0.01644422008738674,0.06571092377383653,,,
PLAT,0.07226283416369707,0.04307216387728413,0.12596874564755448,0.1408453669212293,0.0781627017324904,0.12446817985053932
CKLF,0.003914211314788811,0.08767783173972785,0.052748690842076035,0.04914003179631142,-0.005273818669930656,-0.01906527597879341
CD24,-0.011135071251588321,0.06806057366049793,-0.031497550184784354,-0.08198475970937939,0.06795413681252345,0.05595700654955217
HSP90AA1,-0.05968865148707573,-0.11645303110402605,0.03378273302926818,-0.13693933027314653,0.013875212371695205,-0.08794131675719163
BMP4,-0.014569827986473884,-0.035339053139391716,0.05201392701921884,0.1305064632045246,-0.04028622976093316,0.12820862098991803
SCGB3A1,0.005887088412081695,,0.07156047990983275,-0.005547837370526586,-0.04397896606039374,
IGFBP4,0.1384103931795701,0.12515872299136543,0.17113809090632567,0.13645801358291673,0.14754140139352304,0.16807213830078363
RSPO4,,,,,0.05579109844877996,
LEFTY2,0.07371418367103631,0.13900430361959484,0.0832368640113129,0.09595935397887839,,0.16414985498212942
PF4,-0.016518101424714215,,,,,
ANGPTL2,0.06446935656906277,0.09854137915693918,0.06860008354553551,0.008367892108922052,0.0918355567769153,0.002970697165612841
LRIG2,-0.06324054637078719,-0.022571610363321278,0.10145155630903434,-0.04273574168756399,0.08786145778728008,0.002391913339334583
ICOSLG,0.0199738210419538,-0.006121055921131547,0.17699106158044006,0.003018360045987572,0.11355508128517355,0.09233277580117086
WIF1,-0.029721642406038536,-0.07608359382306996,,,,
NPPC,-0.008028985567561738,0.05972270580144483,0.06931971154108804,0.020147957205998473,0.11346553287383374,0.12403495916349509
LYZ,0.019290062484297564,0.11623851162267525,0.012814033562595993,0.080515517625803,0.036290659392835295,0.1019424288069452
SPTAN1,0.029820601972140398,-0.0320390631715907,-0.024020407785455253,0.0645783545929221,0.0732120577895952,0.07974677483768955
LIPC,0.03066126039415015,0.016069828122532992,-0.045893736570248464,-0.034278640785318185,-0.04781714451102558,0.004285631946392232
COL8A1,0.07967411659174833,0.03419507886880823,0.006496482207127271,0.07773356041752806,0.01810794114838043,0.13027245398310777
GSTM2,-0.004680126684594002,0.07651422452218534,0.02852741041597563,-0.08997593975178104,-0.03126827517502382,0.005896734538151069
IL4,,,,0.10243553200533041,,
SPX,-0.02211967692209886,-0.005264553220392465,0.04923391495824304,,,-0.10440002597895841
MFGE8,0.07006233572170857,0.04315103218260625,0.05469935349827978,0.2126076449158417,0.15706518819896778,0.1496868322312435
TGFA,-0.006815720749491584,0.025643443917064773,0.022864270282587213,-0.11008403761763413,-0.011978650854201576,-0.04419681227948532
SLIT2,0.13503603068013867,-0.048022185717233955,0.19253252935114182,0.08196683712774457,0.3068970477832547,-0.035908743447204954
PLTP,0.09189676919417702,0.0849087065433841,-0.019794848271763917,0.03475953992593554,0.10165460906009909,0.1836893299807313
APOD,-0.026105493571794394,-0.05794669595715545,-0.05885962382395925,0.009327979214709148,-0.06963405498315611,-0.1955750132483464
B2M,0.07802354781868996,0.13917823088887255,0.18522336901796865,0.09451602914808843,0.1441429167224478,0.1773288634252571
OMG,-0.08164440583319911,-0.0670545697744052,0.023246841576687192,0.04093508909428258,-0.08585231903187081,-0.1581930991543435
CXCL3,-0.0325092949482153,0.10090629447789605,-0.008665942303640723,-0.004328647061249614,,0.12181242895012892
CXCL10,-0.02081560555343768,0.08089061491350982,0.16765566886842154,0.009099445112109531,-0.0282143938053357,-0.024152434669670726
RSPO3,-0.021630085909665732,-0.02373114973644345,,,,
CORT,-0.01900508485811741,-0.02272196844301083,,,,
NCAN,-0.004785703197481428,-0.01926365966292686,-0.044158524293399726,0.0361779017622736,-0.060873967446966014,0.04331634050954626
PRG4,0.004130307300857378,0.11208119037190777,,,,
ZG16B,-0.02208112359866525,-0.02219525774591773,,,,
TGM2,0.028506079097537086,0.05388750244461332,0.10599870288485877,-0.03052948552185254,0.15297760090678025,0.16311610012625993
VEGFC,-0.00820627146624234,-0.02710393534912792,0.04095354034340376,0.15954205067877242,0.12887150818289475,-0.023646930441754116
WNT6,0.0669508887648767,-0.020215730428201937,,0.0017652595683260853,,
NRG4,-0.01466612732640553,-0.025605823728165698,,,-0.032094205879551155,-0.018988143588638873
PMCH,-0.016903501014919026,,,,,
COL9A1,0.08184522770476693,0.005414461627749047,0.08884050395555741,-0.011663075039698101,0.04147134425419997,0.09157455280489975
GDF11,0.045294386474417296,0.060702161995477656,-0.01632776472637432,-0.0005147885168897563,0.01635299459956095,0.08347326287958236
SORBS1,-0.018627558854856355,-0.008860727253843776,-0.07432198407983322,0.050691574526618745,0.06907092025915805,-0.018201418016702872
DLL1,0.0650376664604488,0.060655577669413825,0.056144300087337895,0.11231121404964924,0.047840281373876435,0.0010507572754344583
TLN1,0.05350622599290693,0.09897576817380438,0.1639479440720013,0.07533369444550674,0.09940864512318301,0.04852378288919409
COL2A1,0.09039210480006453,-0.01897495107316365,,,,
SHH,,-0.014916617120632315,0.037344485171936774,-0.00522737687191031,,0.10487847489107183
PON2,0.029135999683235075,0.07592634642037865,0.15725329082068495,0.12341198323173756,0.030381368241885004,0.13227647876330406
ICAM5,-0.0027795963967742984,-0.03707890868367884,,,,
HPX,0.013665262627991757,0.11537251928318595,-0.044604091462236546,0.026734889698669547,-0.0417515505130297,-0.005822831166866677
SFRP2,-0.0211703693544796,0.16182261428200012,0.1173519839020561,-0.007461939736265735,,-0.008388778666999315
CD70,0.040664725363415255,,,,0.0744847173879943,
HP,-0.030527184662746162,0.023719390753618914,-0.03798649414553242,-0.010074390803235668,0.06831279303323837,0.05940946796433644
CXCL2,-0.023388139173867287,0.08043759406722652,-0.08005502429027764,-0.058727133438865715,0.09496679854583837,0.008097919012911518
NPPB,0.04749189945447473,,,,,
CCK,0.00021230161691317888,-0.1088019260853532,-0.02938142755513862,,,-0.006168579752259449
SEMA6A,-0.014458803887039127,0.049661123050040334,0.00202206235074269,0.015333958419131755,-0.047178276601036885,0.016520824470088145
IRAK4,0.047336108801205624,0.079550712310281,0.0452764557483804,0.03916849616540063,-0.028791611566615687,0.03605568948013552
GSTP1,-0.027753587248728173,0.07115823325300966,-0.035138669755115426,-0.03667874064691602,0.014241617131790354,-0.025936626503177754
VCAM1,0.019921038647194547,0.10032699595207249,0.07054035994195229,-0.06757592421723845,-0.03657296470165259,0.02374017021683124
NXPH3,-0.02757923213148501,0.024837980767502633,0.02810796394285565,0.15800094794645514,0.04112837703839237,0.07259624696830945
MTMR4,0.011488236878254898,-0.0275055449646158,0.08900204253365603,-0.03496206270540821,0.045455672246430115,0.015406043481885548
LAMC2,-0.01612401969512031,,,,0.08420831478491043,0.036019124374889494
IL10,0.04987190271507656,0.10217098725700167,0.11895497754937764,0.03895703866687913,0.016951237417320852,-0.017708632456150213
SEMA4D,0.019306207797532463,-0.05081120767129716,-0.040333023915395276,0.0862776844212404,-0.027554381390653894,-0.14358208460843325
TRH,-0.0017776914059212902,-0.03931070616229641,0.12924137039046313,0.02004968398005629,,0.2524231009303392
SEMA6D,-0.08444652983372307,0.05938472178958428,0.02401105921700447,-0.008114852220250287,-0.08581459889198671,0.03078022818744607
CEL,,,,0.004287579683678309,0.0679329260831348,0.0217979685211988
PDCD1LG2,-0.03628477532296021,-0.028071783972275312,-0.000518576875220841,-0.11452389514313688,0.02549129552744595,0.0893523863829372
SPINT1,0.002620817331814429,0.09662467647203403,0.09876683030319733,0.03344601421668514,0.1490289741848714,0.0464712008928271
CTHRC1,0.10276893096751556,0.0889646083272705,0.15316230218836993,0.033938993861497305,0.18939644727850485,0.13762514837348444
PODXL,0.12121169217293917,0.14712737553291008,0.13501203882383647,0.11969233936028426,0.06592192939479148,0.1408366571205049
JAM3,0.06644612209907379,0.035756515665983986,0.044427738749399266,0.16943244229479884,-0.005562318711163154,-0.05765514506299131
TGFB2,-0.028614398789858962,0.11196852065633282,0.06189935723412745,-0.012366290187652429,0.0174720103400244,0.12555410293533728
COL18A1,0.14140056566111778,0.09821967031679996,0.19661071110140832,0.21796865827640075,0.1586897760376159,0.140784188796561
NODAL,0.007182651919424333,0.05962855295019407,0.08810315895492757,0.22483335327969547,0.13873437225023916,0.26061080963933303
INHBB,-0.0029106347916055867,0.005062749449034062,0.014548492946619876,-0.01903393698427506,0.062322504279046675,0.018899312750020415
LCN1,-0.016124023323090392,0.07538433609049221,0.03600445898628116,,,
ARF4,0.07567378378493197,0.05340307054778593,0.10700978631896722,0.17564426727776059,0.020224764990454343,0.06453117383515818
CXCL14,-0.015843232279041622,0.016382329642122887,0.09516754472919305,-0.0355470394890059,0.27473273458119374,0.16690116666162208
LIF,0.03947614841723826,0.02033526183509086,0.08311873571130028,-0.021283171453351513,0.053107699660057156,0.08984898751084736
IL17B,,0.09984224653054641,0.15462157050846007,0.09395886292138549,0.0017856381388043662,
MMP1,-0.02222962873889561,,0.1141543103935166,0.16571740199683285,,
MATN1,-0.021170372239450598,-0.017458091730889698,,,-0.03348713948080713,-0.018570610783640876
ADAM28,0.028686337083286537,-0.013236068047471714,0.1163679119516655,0.010588066413877228,0.11223218408920024,0.06968479028899216
TCN2,0.12226912646124823,0.09400321430698418,0.11885282041716971,0.08125704109761783,0.12990096173722954,0.1648691246539903
THPO,0.02526352705884016,0.014385860480756693,,0.01894277331811075,-0.03209424128233752,
CUBN,0.12109181622790996,0.06843859500299543,0.1959262505517835,-0.06567584215046031,-0.01060675421352899,-0.043431526279916054
TIMP3,-0.018865213322942307,0.03361340374176138,0.1415581121398622,0.1609253534199951,0.11423658524394309,0.1050679864809103
PIGF,0.038639209392262314,0.033514654713238064,0.03235497202835058,0.07124439786912562,0.008850519229213667,-0.01643531871136928
CRH,-0.0009509097705493715,-0.025605813111350045,,,,0.13315146163339953
BDNF,0.13792632161492138,-0.07704666964305965,-0.026619541051170776,0.0357407795551848,,0.20160862379055824
CCL5,0.012238608061523297,0.13342342443261293,0.034229171652311,0.044906258953486,-0.038845921425999186,-0.028507625091186418
GAD1,-0.00252267303314255,-0.053808646338488156,-0.004803563896305868,-0.004779464642605905,-0.035269875532254726,0.08861695760616818
COL14A1,0.058876176467718956,-0.0022670914644314383,0.14630553678921446,0.17880572892408783,0.006956171823931081,0.09137197853572482
HLA-A,0.04264048887947384,0.09249019532681814,0.005816746296420175,0.06532236469503662,0.19402712622368223,0.19642613943615472
CD5L,-0.018891210839582354,,,,,
FGF18,-0.01709313133636459,,,,,
ADM,-0.0026762276475685003,0.11106337553591063,0.07898962815122086,-0.15984945538616044,0.07922886051910347,0.11446365025724842
CCL15,0.06769376486418424,,0.1505865198435787,,,
GNAI2,0.10198323071069063,0.09255776133252475,0.05781119514143274,-0.04590784437435464,0.02351283305065371,0.03637506496855588
HDC,,0.08653296551513602,,,-0.038217917716240314,
COL11A1,0.020196808556079436,-0.01767033091632559,0.026823461352746738,-0.005046258402417611,,0.026768836031571163
NUCB2,-0.04398429435466208,0.0760601621533915,0.011529666288428869,-0.07906079062555298,0.11990555078204179,-0.04847805006079545
CXCL1,0.033601947030812984,0.011448999857682173,0.01765315106925298,-0.050368682965089895,0.0243617470786235,-0.02791433982733779
VCAN,-0.03944820373177765,0.058022301107988214,-0.12028508650684881,0.08224920237907696,-0.09683696017822535,-0.0963630373839058
MMP7,0.0186836644162536,-0.01215430950424825,0.06777205445123728,-0.03238609079840037,,
PTPN6,0.08022151891168891,0.1245453256334723,0.10954639650466699,-0.04146494755239631,0.022888396971204643,0.03869639573892479
PTGS2,0.017689153235273643,-0.05062176493522393,0.10116452003932927,0.10013889132590013,-0.01236813651581392,-0.022958004639204534
XCL1,0.09558930454553052,,,,,
CD58,0.018204737337688185,0.07246544678050901,0.01679418850963669,0.049216611641896085,0.044312137886269254,0.07714982001577107
TNFSF14,-0.020858782724492615,0.05068849581646779,0.09911899874189296,-0.026222868258639252,,-0.012946417966986127
CNTN4,0.003217471548579817,-0.04315744271875353,-0.024389495397278145,,,-0.023304680091635905
INSL3,0.05353765754633421,,,,,
MFNG,0.09015908815322649,0.10440722010997834,0.12983294187249603,0.013685299166505497,0.13308929622890234,0.1079414919490066
ICAM1,-0.06632518537048404,0.07137386357141484,0.10037545352381184,-0.07334804440143156,0.011950647779063605,0.12945819684986093
PROS1,0.029901751916385548,0.10881190296913558,0.09674933699296645,-0.011544769640733244,0.08193455619030818,0.16538593821244776
CLCF1,0.04585718021346095,0.06236875393677873,-0.04833155474372399,-0.01997440260539271,0.11796401481347747,0.14670387452417133
PSAP,0.03106006714636352,-0.03975244284935979,0.06647535224258237,-0.008697024646412605,0.1777904194116118,0.06379107374302695
EFEMP1,0.020858697767765888,0.09497884487041484,0.09548142206831998,-0.06966728808981115,0.11083291890512013,0.04536768187044826
C1QTNF1,0.03349561250016958,0.127022278316655,0.08979469299027137,0.04046765209736377,0.04312652977749318,0.11083642785730999
ALB,0.12596996199034172,-0.02038732499513631,-0.006050246226461219,0.00698239058650248,0.04907223477798928,-0.05775866895836227
EFNA3,-0.03716257793901101,-0.05227684447161767,0.0377426192204498,-0.003213005449516279,0.12733449925962853,0.05161968997044744
DRAXIN,-0.07162471106297405,0.07671104955492931,0.028399474875039563,0.0040995403984029994,-0.04208697778017141,0.010283961873825275
RAET1L,-0.014446441572346896,,,,,
NPTX2,0.06446840864004208,-0.07519682221885646,0.05796342201008623,-0.014490620312691426,,0.0928686168258794
FGF11,-0.057519012531778296,0.10307782531193845,0.014357089347785248,-0.11629251293905568,0.019807125457209616,0.07462079847085805
CD59,0.052066346408674864,-0.045446207408112706,0.16647237466281162,0.24367000338112094,0.07747044894615135,0.053214137814898324
COL9A2,-0.010264281141893036,0.025663645981354396,0.022433257416867195,0.10815946353320934,0.016067798997234484,0.045807375219611035
DLL3,-0.0008640907134228735,0.025792237629697755,-0.03315815382922702,-0.016652869503036523,0.02302844571532942,-0.04131154792616332
FGF5,,-0.016234312124120364,,,,
LIN7C,0.04401237757353363,0.0017434299804022447,0.07256735367706292,-0.08111347565091326,-0.02919222314785969,0.009624025932443587
GDF7,-0.013616817131566513,0.1145929893815198,,,,-0.030343928217551355
PSPN,0.07903521792528666,0.06138532181999738,0.07999058067596154,0.11022344536313136,0.061690352252698456,-0.00936252720653103
ANGPT1,-0.002800475652850416,0.0712738961188285,0.07292466901528527,0.04133310861334757,0.013930914869985472,0.01800279884295886
PNOC,-0.06449791454805955,-0.084979682305527,,,,
L1CAM,0.015597084637720759,-0.04618874553338172,-0.020099050042134085,0.10243285228137908,0.12918378559862814,-0.029645901799486115
APOA1,0.010767046328180617,0.14529407297246055,0.009647790845220758,-0.07796967160747546,-0.00298523039335378,0.2884869768761234
PSEN1,0.033464107792027,0.05486077171562615,-0.02529819734484066,0.005614654720260755,0.0831352916410635,-0.05553864958626341
CALM2,-0.01236533556130431,-0.13936809770591904,0.006591171859691279,0.04620495654110673,0.004154011222817107,-0.10521315839176419
CLEC2B,-0.024401443944464276,0.10081491967112702,0.08801148542016175,-0.01470596017655379,0.06512676372805244,0.060417960312777144
NTNG1,0.028490153751494357,0.049670435960273,-0.050999734819243005,-0.05623016642460842,-0.029645862729270892,0.014747063594758355
LRIG1,-0.061378514616870494,0.04333749568906745,0.02584558403585527,0.16310790527313057,-0.05752025936296304,0.153202027303702
CPAMD8,0.030744103003883944,-0.014686120074447457,-0.047769740316617855,,-0.038217880585690735,-0.03723255838527366
GHRL,0.023891380294686532,-0.031232105589375538,0.024355848556212558,-0.05961391410932922,-0.04532815319880153,-0.02195852133010112
NPY,0.0054729212983236925,-0.07881019902630307,-0.05578471209344034,-0.0591231788963173,,-0.033891410996190606
MMP2,0.09610915697997112,0.10039794253300302,0.03558441135579719,0.1621305162514733,0.1520455969736769,0.1783133591284436
PPY,0.130651241315752,,,,,
ALKAL2,-0.02709203191056707,-0.016651617511994732,-0.07636233426874157,-0.014854991339826613,,0.0311284989862097
CSF1,0.0021968276713581827,0.05642998565625018,0.000986792309660049,-0.10482214372427553,-0.05169740577382534,0.056139784272983335
SEMA4C,0.08042556493879859,0.012632711707003023,0.13739324416421736,0.09679045055485955,0.11188678125089557,-0.02520154558113353
ICAM2,0.12210984543590263,0.04181279747433078,0.16051877922839375,0.2222967300160115,0.07627080941204106,0.11820338900965689
SYTL3,-0.057925389439686094,0.09675765728927781,-0.0011158215320703454,-0.10390027030619502,0.09594070222055598,0.10894746945510017
IL1A,0.02788203639535017,-1.1898112178728771e-05,0.0291617603514634,0.0059256572213702945,0.06071803940705026,0.10537394616580134
HLA-G,-0.02222962403003045,,,-0.05997892853456344,-0.03348711203959884,
PGF,0.1754813347301275,0.152851056891675,0.1594155608288576,0.16892009677197242,0.1990842432269981,0.04089935831821924
LGALS8,0.056444959860539566,0.03376696271803822,-0.013328288848194208,-0.11896320240992525,0.0037500864221853922,0.0031211232947777412
DKK3,-0.006523493162687147,-0.0655995536579843,0.17925346421930183,0.26044137291018776,0.09484146483041404,0.14014724989518926
COL16A1,0.0442413973555377,-0.008716965501759284,0.03538675596482274,0.18958219232959275,0.03241518698201292,0.1123657057146262
TPH1,-0.016322189618659225,0.0044577731614951184,,-0.004214963046540352,-0.032094178942726974,0.09066412418939745
TNC,0.029149825206939935,0.08904051122699808,0.06998259209119885,-0.17005382332902652,0.13477506917110782,0.1781375762753501
TNFSF9,0.007257545431335235,-0.03940997906022696,,,0.11266196276968006,0.01458931365710228
C4A,,,,-0.07043550087967017,,-0.025298144426119207
CNTN2,0.0035360289817244492,-0.05214470216176765,-0.019866463091996717,-0.03399300604899406,-0.0059960210675450015,-0.1558257931844489
F7,-0.015923526120903902,-0.014686111538383197,,,,
LUM,0.1161302258206101,0.12739489539915907,0.157434746878726,0.19293851389898722,-0.03975822724165026,0.17866268213984768
BTC,-0.014446435554939683,,,,-0.0391184037171976,-0.021706762663326853
APOC1,-0.08237185965298163,0.1662983144896581,0.07318010408174125,0.07996393779041162,0.021957225802529227,0.13651115864486638
PKM,-0.02899930047336847,0.036594224492752896,-0.07129628972547161,-0.1976171070059609,0.016545250436133856,0.13078218001370007
TNF,0.07542685522688114,-0.02155369099127768,0.07395787984009983,0.04380881076988693,-0.06945251269423612,
GNAS,-0.022622893498511168,-0.05688444907837244,0.04262383828191416,-0.05243838681718507,-0.00463437060316216,0.14553642723106391
BMP8B,0.04698343788138691,-0.003954710158898381,0.05488695975654697,-0.07925162199413531,-0.06619671841939129,0.013105198057945001
LIPH,0.15371204077366965,,,-0.05997896312880026,,
CCL28,-0.0229591844102312,,,-0.0545493426305182,,-0.017487050127246596
PTPN11,0.02868589890624241,0.08983882345457236,-0.02887815275853407,-0.08014599621446804,-0.05395124824424411,-0.035239293785872254
ADAM12,0.05618845016473162,0.12292870953472101,0.019547415006714208,0.07925325546602359,0.09336032627161894,0.18263546725167945
EPO,-0.02193171051856512,,,,0.08413569856807744,
EDN3,0.05619231909431158,0.01740979048351572,,,,0.1850746052408554
CCL22,,,,,,-0.021706763623984097
CCL2,0.07139833633109009,0.0317596945895683,0.1474775675255685,-0.11638376816587971,0.03161500782145597,-0.04622653957647185
DSCAM,-0.02130335645638531,0.04340860466992044,-0.04996087402214597,-0.061750078503670945,-0.05419043481954307,-0.03597107541169284
GPHA2,0.05697394490158537,,,,,
ANG,0.03538148050833545,0.06486822538531857,0.026266889522264157,-0.02284169793932352,0.07743528961533926,0.06820464737105922
FBLN2,-0.001268972704163086,-0.0067633774966592095,0.014805313908089297,-0.06625323647721969,,0.03901469561244485
VTN,0.02679841381175521,-0.024755992668944193,-0.040513680377802966,-0.05207595319822073,0.17180486709163698,
VEGFA,-0.13654498694826675,0.03568502883348555,0.08565511189700463,-0.17130291483277849,0.0016791749259941475,0.02006018571809697
F10,,-0.023879930551590586,0.024720927982512648,,0.0011996563139096052,-0.018780438459250186
SERPINA1,-0.005047479396422493,0.10928210927308332,0.024398036209272077,-0.15068254201806572,-0.03354138912270304,0.08102985895116104
VWF,0.14627614259494093,0.08040727391622247,0.08437286014875832,0.18302252447511813,0.14555930085278332,0.13262242376046526
GDNF,0.0007018957036671091,,,,-0.043978989750691484,
VASP,0.10751269088743581,0.11725991226830905,0.18401692741819659,0.09372574746398747,0.13258291213804413,0.11339082328438053
ADAM15,0.026846853825315476,0.04002528702771107,0.01525382857617382,0.06459533432015115,0.007140849092745936,0.019258133696372096
WNT2,-0.02855167717636118,-0.03769700472491858,,0.06321360139793522,,
CALCB,,-0.016234311947696815,,,,
OLFM2,-0.02026809624808332,-0.052939864377349224,-0.06993700335358825,0.15591068462594662,0.018810071141583614,0.01959011857226093
MFAP2,0.11428165705384084,0.1446682720857752,0.11783638710275399,0.23278200420502032,0.2282272410382271,0.19161405854928226
HLA-C,0.055328762406194026,0.1128401050525841,0.09935786102658081,0.03249823864034225,0.14909834741486547,0.15653488454405107
THBS1,0.03009166541717352,0.10157911755491197,0.17842058384897716,0.16295961809447634,-0.00028801673635135634,0.09027918315406439
HSPA4,0.01041547785271726,0.0015526869569355945,-0.019003903474780166,0.05709875496761787,-0.04786898641011435,0.04300116607076535
LMAN1,-0.025091854152759132,0.08618157338423288,0.06908532900649755,0.031922877181059024,0.04864975411711772,0.06897764363234475
LYPD3,-0.024900131706128203,0.06622900550490593,0.08375667717599238,0.041466982024074665,0.1069334960497055,
APOE,-0.06041729835458984,0.07410745125689906,-0.04838484508336444,0.020667883470985925,-0.10940721811596979,0.15916617216534787
SOSTDC1,0.010374477818074018,-0.026654703948487495,,,,
ANXA1,0.04982122220004876,0.10709040564913756,0.12486422642972553,0.16856270691872088,0.07839979179300398,-0.009994454418966582
WNT2B,-0.02249892623020573,0.03386599100318645,0.17330258378832247,0.04490442955842288,-0.027259346627115728,0.11482841644067793
AMH,-0.030405597759976706,-0.03330650257347312,,,0.0026788951035951374,-0.01748704789727599
GDF10,0.10777905710295192,-0.026159080613874387,-0.03276199588030404,0.09562373816436187,-0.029134320095439644,-0.02207061833254367
EFNB3,0.03440920446177955,-0.04055498058779629,0.013976184463514408,0.01493681285589316,0.12821072011395448,0.11026944786633117
LTB,0.0803963111103771,0.1193781762561629,0.17400477721255217,0.16910047504074818,0.07824619637046436,0.10557487354116896
ANGPT2,0.09520127443489594,0.11836163360757448,0.1995502084091543,0.28955704501185137,0.15451717166018816,0.08934247556007978
NRTN,,,,,,0.022714638749469256
ADAM17,0.002550136191313293,0.07638590126961645,0.058360844421774,0.0032508475133129888,-0.11846053781550035,0.0614878256784803
LRPAP1,0.015790491939930214,0.054187717745235724,0.05228548730349728,0.019401571998943806,-0.017059829622634404,0.11944785285890026
NID1,0.09997687692785143,0.12319370093537338,0.23266249026321056,0.2780858743452485,0.049978995768406594,0.13736393491260906
MST1,-0.007333380932376289,0.0816379681328273,-0.00021771492736234377,-0.07194623953537752,0.03442156754793195,-0.006585464088303021
IL13,,-0.016444217124242627,,0.15351841734835484,,
DCN,0.12776694967248992,0.1481848780192985,0.13764100456985207,0.15985641371356826,0.09080277281306547,0.14790419149142006
COL7A1,0.0606958868774985,0.09162027680853126,0.08693753814539623,0.027663885353014502,0.03513069364518808,0.08935564843821878
