,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CCL18,-0.05319516777554967,0.008758451446451024,,,,,,,,-0.10600122162502523,,,0.002813678729326288,-0.03429874535213387,,-0.09661162161421896,,,,
CCL17,,,,0.02984365592952679,,,,0.0021813629020399684,-0.006948352050657443,,-0.024891005832726645,,-0.03411142196176798,-0.02184874040280336,0.03376398235000526,,,-0.014784618909750358,,
VEGFD,0.012047684883070937,0.012330192771656458,-0.018936680917251696,-0.014130341976423474,-0.0305041290761616,,-0.05408388550438164,0.028769262042090397,0.014272624308158639,0.06463419568412133,-0.026676461908439104,0.014302101809726965,,0.01377014769346301,0.027217081319360705,,,,,
TNFSF13,,0.024545375033256697,,-0.006421399907430101,,0.025997140937488315,,,,,,,0.02436451566698549,-0.03627318380058143,-0.028891144877346963,0.01590381682806505,,-0.007159187582647577,0.0827962410084408,
WNT5A,-0.0444078027772541,0.02733009904325379,-0.015329016537289224,0.014950521938079784,0.009297898313561016,-0.08161752223547987,-0.0767881912545173,0.035173005060159274,-0.04496233732212881,0.05341466986789665,-0.08025647749030292,0.08068812230853789,-0.004153317034723949,-0.018833535128960292,0.0066212589327682885,0.0036060735031788,-0.08458864166008156,-0.008051911668957867,-0.07660568519376497,0.04535388051667107
CXCL8,-0.10500861970165336,0.02371037239352356,-0.01773118559804074,-0.012621103376020562,-0.03559650189350995,0.035177762485813724,-5.7141349670864184e-05,-0.06586211810812109,-0.029209041259935262,-0.07552392913023942,-0.04087512676779589,-0.04907363714577727,-0.1329806782275928,-0.1479185480946651,-0.04470139222278945,-0.09110741619510994,0.07513976951204211,0.03422779387575853,-0.07772987101322612,0.04641777201415423
GRN,-0.04293131151555291,-0.06770640732996332,-0.025683398081980058,0.005543014551134515,-0.02066579820980496,-0.07054698982506631,-0.14505940753844743,0.07729589582905678,-0.04782659215384539,-0.14829640979315323,0.028063217721422205,-0.01650934440458004,0.0009590113061332448,-0.0014051237054417607,0.021796070955188596,-0.043617452579170386,0.032235946297325575,-0.0007804618957981825,0.008741384342525497,0.052814318983659854
MIA,0.06030398071453492,0.014480495865308616,0.02176975688359646,-0.049534481948193446,-0.03490315349280533,0.01915651079701562,-3.508468136790368e-05,-0.08405971603151685,0.06062872764209348,,-0.03653463710077276,-0.04078355762430849,0.17489395960441145,0.11615654910760674,-0.019887451521274996,-0.04218940186505298,,0.07954565337060848,-0.010992445393565234,
COL4A4,-0.06033544606998492,-0.006427200078303165,0.01980480512285339,0.031878143877268554,-0.013627055058687644,-0.013952393118677336,-0.012401564823227714,-0.05203310842561746,-0.03024291629809734,,-0.035439953389846665,-0.04464148245932927,0.031739304693329265,0.10046065774641581,-0.03943225857023,0.022251743152514474,,0.010921543468424201,0.00042986173540818554,
TAC1,0.20241817859684913,0.04544827113374311,-0.04686867885242527,0.053793185249959054,0.07384032934087781,0.12011980387076907,0.2267432430232866,0.1651813655302621,0.08970815500926754,0.23994934100511492,0.32549810885044705,,,,,0.08781828104990712,0.03753155720723942,0.129163442834943,0.08795653124135079,0.05538779454674149
RARRES2,0.06933727007459568,0.08314033254262095,0.034568120014913654,0.02213765456434185,-0.0729311347256865,-0.10176653302158574,-0.12345554737075133,0.19985779054510064,0.025736954122783172,-0.06806653333964618,-0.13490336115288748,-0.069738041239814,-0.1205764526364762,-0.05063379019616105,0.09073214942548688,-0.05120759964814796,0.04504462129845823,0.014612159436042297,-0.08588715688804945,0.021637219295487006
FGF7,0.09468173318229457,,0.04033330990485408,0.02029587187397908,0.0355061422959238,0.02419472423789818,-0.0020418461451654634,0.022418426153381976,-0.029609588496868983,0.01798452571601336,-0.03909194314078292,0.07872859883704005,0.003817451759731544,0.12452161121733962,0.06702314027381484,0.0017715939949713754,0.0429982088506762,0.0016656597420136893,0.04265182982630913,0.03406926647313581
EFNA2,,,,,,,,,,,,,,-0.03827472074471545,,,,,,
HBEGF,-0.015890506958060865,0.02007078226006687,0.06841237820249116,-0.0005517303835535031,-0.06587500387428431,-0.05528735886232101,-0.08115949588487106,-0.11339340654152608,-0.03339653034109527,-0.14852981421912353,-0.07324589357374732,-0.03021533982173986,0.06526972009251823,-0.021006794145475998,0.00040485196159734864,-0.010911665256096324,-0.13547279065355494,-0.054674740368752146,-0.036216787851169906,-0.015952614684278454
CSF3,-0.06033539830223203,,,0.030384535753139652,0.009848580849423529,,-0.01344158223151734,,,,,,-0.08826042741859162,-0.11094028783658492,,-0.06301544540897278,0.04443229177914051,0.010514322371096755,-0.0038398966224847384,
PI3,-0.07147627656291772,-0.012238854732042736,,-0.009333666561435156,-0.030863671986598725,,-0.05889353631926349,,,,,,-0.15113766743950396,-0.15894136683839705,-0.005703070978674745,-0.10854103222419706,,-0.033819579224020846,-0.07462030185004022,
PCSK1N,0.20457925994262144,0.023376235244041373,0.02431598555228474,-0.029164333436571273,-0.004030699332262058,0.12843504646802809,0.09018527766910005,-0.04701797318783438,0.09091943017235316,0.24201402944861222,0.2312826940999406,0.03427179768628422,-0.012069203907487539,0.08727447663961692,0.0428258746334945,0.1246324629313066,0.07883004300696514,0.01137715875268305,0.08458234220005124,0.03049904383470734
NTS,,,,,0.03448859997110624,-0.04323312798939611,-0.03236896181017661,0.02592272328114616,-0.06251605634223625,-0.013985994042770886,,,0.007799660751220651,0.0084160036495712,,0.09854421727754907,,-0.0053399736641824656,,
SFRP1,0.10845198826373564,-0.025838178112925488,-0.026576019158122566,-0.03630357141945788,0.04851831730977398,-0.049577377150140746,-0.0022005887389714438,-0.0013791551456686535,0.060809187449424824,-0.11830825553952914,0.020260575828237294,-0.01337790594142683,0.10266342269275283,0.045011183086566285,-0.04633998391445133,-0.040534900526632604,-0.08330697116629639,-0.022515362192797223,-0.05773183514876182,-0.015426676851270043
CXCL13,,,-0.031969935919464905,,-0.0009455538060476079,,,,,,,,-0.030134365345890275,-0.015618297319257641,,-0.027304765777503466,,,0.01590339183840763,
MICA,-0.054987141201910686,-0.07763408549319856,0.002438506020730988,0.006199644175397081,0.03152276264894138,0.04063852023311942,-0.03942997689013001,0.024495535427413284,0.004794931118349448,-0.03204534436769637,-0.07415226704174492,0.06869725587065172,0.12372458221327258,0.06440183332670267,-0.014213705620348753,-0.004330269362799711,-0.06319755678096219,0.03670014751162141,-0.07366191453650799,0.02648408051211674
TG,0.005163220166814476,0.08089829635126063,-0.017978134411990317,-0.008494857439925983,-0.006384302223203394,0.019190386902667937,-0.01593476404076288,0.03339282438591825,-0.030945873403588366,,-0.02796916397736134,0.011301607081090707,0.04684141347813202,-0.02723589717173502,,-0.06015559269871497,,-0.0019668221716036233,-0.028589122426597075,
ADA,0.009483594992610643,0.009448358244871417,0.07799096282907471,0.016987314205357793,0.02381550775318514,0.01433006101600928,-0.05399945011124738,0.02554339285143034,0.004967363848129185,-0.04046618076527293,-0.07378950010433952,-0.008987186291257993,0.008354988118915774,0.018280912214301698,0.04754110941524956,-0.007338514002844548,-0.055532317372976335,0.048638373798425096,-0.0031586595550240357,0.23681560206327446
LAMC3,0.008834003746942022,-0.02126496778841838,-0.012157014144234616,0.008559823720342006,0.033511348658104935,-0.007132247502283266,-0.08024557108132357,0.013928200233204999,-0.008548237227815371,-0.045408683968764664,0.007689523194499056,0.1007722700663907,0.06013805903912996,0.0362497240326261,0.037939295329634984,-0.008839415694797823,-0.04286997840550232,0.04774826968974758,0.035958994911996375,0.015789360785783555
CCL7,,0.027072700159714632,,-0.028325129130281894,-0.04572362509219263,,,,,,,,-0.05112515881671545,,,,,-0.016311578337318486,-0.03872018555533921,
NGF,-0.03476093808602347,-0.02878371348917496,,-0.0073193009086323845,0.004493228847888298,0.025363501426556745,,,,0.05344015090049607,,0.03835619344690971,0.10639910136374198,0.030968620155953277,,0.023299753197205193,,0.024504983328690274,-0.04221405916262867,
TNFSF15,-0.029749678689599962,,,0.035081090320835624,-0.0012020641078624296,-0.03311164429092406,,,,,,-0.006392842014924963,0.043309062890609325,,,0.006362655153723519,,-0.00023739185028284082,0.031450757723901164,
HMGB1,0.13925424778596893,-0.026568210052455448,0.011229550576740811,-0.009673513445926242,0.005368850720162573,-0.036446490775968975,-0.11926340560436323,0.020963285661274703,0.004041267958189798,-0.1303142272707729,0.016329223288124403,-0.05250470140519905,-0.04031685340777659,0.028056819175947358,0.05571273577700251,-0.05270728301221436,-0.028690519742924022,-0.017169604590768158,0.058275631122915714,0.015486655142484984
ITGB3BP,-0.09988202257237755,-0.02069782256851428,-0.034316621069383164,-0.000519602091682218,0.02162636211453892,-0.07452276699972245,-0.15566273259035487,0.030300811253574214,-0.06226047105872547,-0.0057544692098242655,-0.12087102130145398,0.0964630332703214,0.008904311256824412,-0.005283908008912486,0.035241166090660817,-0.00039598146379405416,0.14601227501972697,-0.018556540480537193,0.0008200707740705325,0.16319707194186964
AANAT,0.07310089023005613,0.02977201873342693,,-0.028699466363807245,0.0195347345437231,,-0.013802236800326158,0.010385293394539162,0.0013269524051266223,0.016542623471149088,-0.03338890347417874,,-0.014764862037568207,0.0445804313025679,0.0075732453959848145,,,-0.01725833010922944,-0.028255480903268435,
RELN,0.05460049062766943,0.000580159609369495,-0.017037421506420816,-0.03753087028631567,0.008868773274021741,0.058716715770252684,0.08380760852935927,0.04442878555608636,0.015632952106630477,0.03709355325417407,0.10684658121556823,0.013422123941791599,,,0.0004881163402870939,-0.01938176821815941,-0.02961383740041793,,-0.007676713995122482,-0.04283284791340209
IL15,-0.019598295335868026,0.05828254442162613,-0.02290386819145291,-0.04718810668039293,0.025560988284200763,0.053253116934112665,-0.017067257494468125,0.08435716472662388,0.034002506664999266,-0.022985137513569082,0.013812907360158142,0.0026400382602533197,0.04450639915794534,0.0687103408019794,-0.04727918626611402,0.0027232047200759137,0.1219510701936727,0.04200436007078034,-0.010254406196049972,
UTS2,,,,,,,-0.03771795086639922,,,,,,0.018530080685374584,,,,,,,
BSG,-0.049218588192133685,0.03384615182928981,-0.04160418310277671,-0.0028665316777099544,0.01377443808004058,-0.019468698836426563,0.1408144592450234,-0.22340097310727702,0.05507468803858673,0.18321966013199972,-0.21518743753331734,0.056591244029147066,0.008599233832981553,-0.023532935321382828,-0.013877995825244465,-0.0761138505039384,-0.013713450286488819,0.04811391619860044,0.005311740129373405,-0.0031844678425771724
ADAMTS3,-0.0220332365341698,0.04323684264541382,-0.0005652847986145998,0.00950201310753137,-0.04480954621691256,-0.012009037161834563,-0.07172813022085942,-0.002691104177928236,-0.023681322209186215,-0.005812139197547615,-0.037429314601779944,,0.05700047972047744,0.06824953530099992,-0.033994770109637584,0.06141869724492577,0.01937345712488344,0.004999208139856791,-0.008886152749664205,
CD34,0.07733756827391296,-0.004175628743044178,0.007320340815095789,-0.03354813234414426,0.07228342212072258,-0.024193092096794468,0.0016161858872170301,0.030073254491807574,0.07862033033425558,0.08157647445828743,0.01804499023658986,0.07967363108073054,0.059052862907764195,-0.03219467345191124,0.07701867568441827,-0.10641575500613108,0.07606188536592541,0.06772166873606479,0.0624001463362794,0.03439923803157686
CCL23,,,,,,,-0.04617081959940467,,,,,,,,,,,,,
PLAT,-0.0022946936579256354,-0.009215032924236305,-0.04771957350587414,0.04674885948943936,0.01362665033006391,-0.0733806596869639,-0.10649868299754667,-0.18019947753129992,-0.02480279670801795,-0.04127214355529446,-0.13639196019431765,0.013401989534992857,0.0856641602935014,0.11789668199615182,-0.03408136661659283,0.03195727644408942,-0.031628207290970115,0.038432684194658256,0.009432063888314132,0.09127090353103039
NTF3,,,,,,,,,0.03835602843302706,,,,0.07417947230619024,0.043208491347020185,,0.07029886240958133,,,,
LTA,,,-0.013221176556206722,-0.010422375087297491,,,,0.020218323304895012,,,-0.030966668584825337,,,,,,,-0.02322711143425373,,
CKLF,0.031608299620081805,-0.02101133656588183,0.05604272040505234,0.0171310482238854,0.021509966526681773,-0.13442299820943102,-0.11609013192508046,0.0852147439349425,-0.03782763813978262,-0.15773416119967495,-0.1597291434979458,-0.04252913575950629,0.06861564668126247,0.058722546309487283,0.004401628744285538,0.025991648098955974,-0.04634508436959536,0.03948688834737192,0.01176356702426249,0.00541287480329016
CD24,-0.04090225423966735,-0.0914123288292437,0.04365529792192806,0.0071534624135479235,0.09135806246290985,-0.039924683699846364,-0.0277463117385638,0.2228918343025382,-0.09497644493424853,-0.002917917590507382,0.011726112568037702,-0.02275958878841104,0.0547046898171836,0.07092344569750261,-0.03972222150641365,0.11344965168792606,-0.0316082375637322,-0.012731534884609408,-0.060978320808282305,0.09855648253980259
HSP90AA1,0.06037671884062551,-0.012033369726022277,-0.0053679813669102626,-0.000570521263116744,-0.057499311371086645,0.10379522256022394,0.17148608224535292,0.17396071040983968,0.031917201638475515,0.24343896903052287,0.26147689531150436,-0.04234631217250958,-0.1848648519103153,-0.15640245794598218,0.02141048623627392,0.022670277872409002,-0.020029429434550976,-0.016052017165448913,0.009396842291297417,0.02500990768828852
BMP4,0.1311119156806784,-0.04384136180448701,-0.014015222175024121,0.005858652719945494,0.016907101252446058,-0.0579469506849581,0.028359352068743876,0.05473328193690354,0.00525206597761027,0.15673149557858626,0.027017339606857857,-0.05218989722363411,0.07215258677373933,-0.017692204806071074,0.028115485491226926,-0.026672585210455037,,0.04951759121058143,-0.005314088634835559,
SCGB3A1,,0.03952952634382869,,,-0.036326657192937976,-0.026318563610915936,,,0.02181589703435515,-0.04203389362965055,0.009614612791714801,-0.043918474195429755,-0.011288925212433838,-0.013380485673382332,,0.032544904146094636,,-0.03420101874971251,0.029908608412826405,
IGFBP4,-0.037816855925027724,-0.023975662199710538,-0.037229816277823194,-0.011899109125506865,-0.049031132728366074,-0.07261574845342529,-0.0016345491703495339,-0.05461571785540631,0.014991015127208736,-0.09275136898346738,-0.09281924605761481,0.07598320176983205,-0.010916268755592535,-0.03667924463327276,0.060046991182971,-0.07271606225051787,0.00041731380219771504,0.05414055690649111,0.013210488313474933,0.10972085776879235
RSPO4,0.0432952952176383,,0.038750997472390636,0.06483534253840473,-0.04192686748633074,,,-0.014980835026006627,0.11753159894746293,,0.008971064363187427,0.07369161899483939,,,,0.07254772764708949,,-0.030634128638836678,0.02159505701748367,
LEFTY2,-0.0193655388005314,0.0011756925687592388,-0.013383552719984752,0.022728768385808354,0.050683640883822656,-0.07479606078248456,-0.05969411926050902,-0.04051847746810181,0.030020854766056083,-0.05470170326206679,-0.0008188180246991295,,0.07256155845230212,-0.005893682326384083,0.01906740603826321,-0.062469998078941914,0.009124866581294872,-0.02075511151458509,0.050133805485081076,
PF4,,0.02928776198476148,-0.012026457023707748,-0.0008343440684686124,,,,,,,,,,0.019156292024185884,,,,0.01295156798000412,-0.027910244808761808,
ANGPTL2,0.016085725773473693,-0.05822894716014433,0.001016481534097729,0.010001015484302345,0.04097922204906066,-0.1392389775065805,-0.0920144173676435,0.09183880010241609,-0.030425271520141683,-0.15801251555303727,-0.2067162601671949,0.07633830456164468,0.17289072276394438,0.06718348285553216,0.0026550148639178928,-0.038297855473661435,-0.11405334395576218,0.016177433674986873,0.03868029988222726,0.06839435718632907
LRIG2,-0.0001843571548115994,-0.011289386469176089,0.07778409264944638,-0.01304306206767444,-0.043871289209846134,0.004442561617911913,-0.08430467365563968,-0.04646005727600565,0.015085352120239922,0.07856400598877054,-0.028022733450445737,-0.035771803099620136,0.0471881338880692,0.06166629665049375,-0.07964753381398797,-0.01112731231745729,0.07069536243908969,-0.007226783903312054,0.013149335401046795,-0.07954308858045671
ICOSLG,-0.021802704543262174,-0.00953424988543232,0.08059706390326035,0.0014466024592684821,0.014216279823557304,-0.08670796176382746,-0.114020364166435,0.015653107568083555,0.013140902762295723,-0.1279162980528585,-0.07373976460904158,-0.03482674418088354,0.023498510567315087,0.04668442241895624,0.1146575430999717,-0.023505133417408616,0.015046423976652819,-0.02527576555445794,-0.00955511966795763,0.011162012050191197
WIF1,0.21165235609600722,0.036502985778089976,,,0.060682391935393966,0.1056540705433061,0.18968671607357537,0.10246502532509233,0.038870673857454886,0.21898476110177076,0.25064018219612594,,,,,0.023160084875487846,0.08149677293987204,,0.008723138260870423,0.1394981300828286
NPPC,-0.040172139850580595,0.09313094003160349,,0.00012266235879583508,0.01078978179889241,0.014825148547761494,-0.02780123316448584,-0.010028278199125478,-0.04181705693980989,0.08511251615001127,-0.15860564464048407,0.0251512591814911,0.12379158116799173,0.021051100898781972,-0.021390746812582993,0.0036080049034992803,-0.0028429202295461743,,0.008609674960774416,0.03453099495059077
LYZ,-0.041091830976396855,-0.052195863786513454,-0.016988019369387226,-0.06540541578456718,-0.020247222104266962,-0.028235305567508986,-0.051779365438249556,0.011931568305910488,-0.04226457553122198,-0.15987465950845167,-0.041455676100006354,0.004447005392686136,0.06873186294034896,0.08266274510463795,0.04271131658187681,-0.033533287178668866,-0.07963371326009537,0.0332164952834915,-0.06138640660426373,-0.05193626397565821
EREG,,,,,-0.011983005559535766,,,,,-0.003112333073460038,,,-0.04402046088968241,-0.05378045395725347,,-0.055230875947838584,,-0.03507831039360289,-0.03213295970457417,
SPTAN1,0.15197503831291095,0.029828132066190647,0.008197957020458333,0.04471146273136491,-0.0024404275474881974,0.07454139612665059,0.05281937062149287,0.15747704715974414,0.021942653996045437,0.23737861592474804,0.1913129444296958,0.026680079682196527,0.053226831515234704,0.08563555124444015,-8.883787823057385e-05,0.0776992282136972,-0.014691675914206392,0.03457530882122258,0.11881585069218237,0.11550795817000521
PTH2,,,,,,,,,,,,,,,,0.1629177770443679,,,,
LIPC,-0.03093072473141993,0.03156804879276493,-0.0004189356748697815,-0.04441131204629171,-0.021861596441683683,-0.0005944787560024247,-0.039418513530495136,-0.024008011706589765,,0.031302197230304245,-0.018562306888566436,-0.0538443847941504,,,0.08226995456773092,,,0.026169146419340445,-0.043524356100878486,
COL8A1,-0.0945232079807851,-0.015823014100155342,-0.009322731555517444,0.026770694977813418,-0.0017605105663571349,-0.053505896091658504,-0.011631788633043134,-0.11091802278309118,-0.05588911358107942,-0.10315133300505792,-0.14568194002510237,0.013079596864648472,0.10773652015853574,0.07780426848222899,-0.011964193711396657,-0.0072360991839267915,-0.0017716562758213728,-0.006334682621664824,-0.039577580305181166,
GSTM2,0.04446221624904364,-0.03976462031951059,0.011112971008846662,-0.011295953593692854,0.01859615630841595,0.038277563870220695,-0.057154634306024334,-0.034536989477871,0.001909512735562883,-0.006246609068010748,-0.033357916619715204,0.031145422281011366,0.07432731409822976,0.01586631699942901,0.04143154464722172,0.07992672363962207,0.01183947614871467,-0.024472137087598742,0.00039808488018657607,
SPX,0.11358010273138784,0.018228956440945854,0.019598634654487652,0.02887768558654396,-0.0005802464287205961,0.055921926329792045,0.07030581869333852,0.09346591561627048,0.040228364752858486,0.05045859917789064,0.2293028769354036,,0.02379947791058478,0.02305907199175437,0.011228757070723995,0.010056863986294667,-0.03242472099830958,-0.011587958583460827,0.05287369142334577,0.003967367478715952
MFGE8,-0.07853904679373626,-0.007743425858188549,-0.07712713359216969,-0.013667686318040377,-0.0008446390847941526,-0.08368585580558764,0.005309033207735355,-0.06073989771815112,-0.03485358782016252,0.13724129573331248,-0.07928706497991345,0.03917580202428708,-0.04110096659357172,0.0372404919947325,0.0014327881623221368,-0.06450168625029959,-0.01633198283308907,0.07931879545530875,-0.06615158690372867,0.1280363498153895
TGFA,-0.09190146743045738,0.03277197301323121,0.02449216698057554,-0.02078639007328466,0.05648647018179577,-0.08843239468504505,-0.06185663243686829,-0.19236682824317655,0.009019940111523966,-0.04064004626977865,-0.1169779699706026,-0.07043891511224704,0.011523096161335827,0.033954042913270345,-0.002734113033576627,0.08355772468219008,-0.030002008264030745,0.06298407172115593,-0.04284524108351853,-0.020702759243664534
SLIT2,0.293187468383696,0.03376051825789647,0.020203357169394177,-0.02749964463371435,-0.04800962898126348,0.02557336346607172,0.1279891262576263,0.05286411661649007,0.014226141383075054,0.19459549874539608,0.2492337844187309,-0.0034960105871001904,0.07488956242424644,-0.006150693783259636,0.02483459757406405,0.06865615157813314,-0.01031309035616324,0.01942634615344428,0.03334766747304468,0.24114924938003662
PLTP,-0.03276565406171176,0.049988763387236866,-0.0017605217026412424,-0.006730375898715997,-0.007756036629317425,-0.03891209538667535,-0.12110784160758001,0.1297928966550381,-0.027703955698829257,-0.23948149031171634,0.0008449949801273013,0.0890161560840147,-0.02849711843609081,-0.0061028711138736095,-0.027189442526502593,-0.052306105287025825,0.010820395697506813,0.07550314419287305,0.030049364801031563,-0.02112350359238431
APOD,0.024237658699944094,0.008752704170484016,-0.03386998460045109,0.08774902344853999,0.0383316297445777,0.00522419649786989,-0.16396903201250862,0.1798770637535383,-0.007448172790860829,-0.10314598570044738,0.12550444043207026,0.02772175401302544,0.19416907545325227,0.14494537321536233,-0.013132220263691333,0.007761773331089059,0.10287267375386198,0.006975926020673082,0.020982646146108796,-0.12066248890980737
B2M,0.04853547536572008,-0.03831461467873838,0.0047488738583853695,-0.017658265905684277,0.025761564052514625,-0.09972316097193604,-0.1420041875542773,0.23410936557400186,-0.04746575706515784,-0.2768664488655678,-0.2493797871342222,0.17944086223318076,0.04745157670286794,0.039736208986734564,-0.06985158223274396,-0.07274263665641548,0.09174578205040716,0.009176135742383136,0.03102295170053295,-0.17717908531870932
OMG,0.23554165006292213,0.018668277844050573,0.01818374839453979,0.006000823668172682,0.013462131969006454,0.020334925727958614,-0.03995333917585131,0.18014531555244986,0.031396739444655694,0.01290538261930732,0.1979349924414643,0.06674464178363608,0.15462822153996986,0.11250200282338596,0.04117220373651345,0.040518977525021864,-0.054704691225969444,0.08016437621793729,0.08574341923558222,-0.0053786669168393135
CXCL3,-0.11695966247562871,0.00437987960861957,-0.024725251104319338,0.019709292874932387,-0.043568423038287396,,-0.05562799492949591,-0.09179590487535454,-0.01377072621631357,0.01943109897962438,-0.022301609023275343,,-0.09075032417214954,-0.0706433140793828,-0.04028311647553057,-0.07025101104059293,-0.02564603358711902,-0.027675254704972122,-0.09267946787725745,
CXCL10,0.00942117156993007,0.046807009321422885,-0.002030792898714901,-0.017330444981543944,0.023115808002506948,0.008351156315939882,-0.11395742630805217,0.18965591622772307,-0.021556282450332826,-0.06715609939603026,-0.035439955628779066,0.014887661793404339,0.006397805588878194,-0.047054369551392645,-0.009335641084928023,0.060079637027868706,,0.0044994422978670194,-0.0014486019389433758,
RSPO3,,0.07940515915308707,,-0.007846433037263734,-0.013182724410579863,0.07955592376027848,0.03288956981174464,0.09201394261139131,0.03347280517854684,0.05488404825043333,-0.023304751607912726,,-0.013286242352579743,0.06618367427330285,,0.11345799234433641,-0.017169120713630377,-0.016553062438868782,0.056917993137843355,0.02850792425283684
CORT,0.1111306744433675,-0.021425343337143278,0.008555361506668267,0.041053566873109175,0.0407955273142719,0.0037483577269443766,0.03307430768426626,0.08956282316136754,0.06236660246954052,0.030022055095085872,0.019791183776674427,,0.01153305478900423,-0.025133071262330428,,0.0041985757610906406,0.019810677120721466,,,0.11924635445863246
