,UKF260,UKF269,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916bulk
TGFA,-0.035099861143067554,0.042940704881863946,-0.04387734968238581,0.04942996321152805,0.0037686886239858145,0.02996988685215882
SLIT2,0.06896553429815656,-0.02172973324315811,0.07378508702091227,0.0028307926879180007,0.02111313843989942,-0.006333082031316795
PLTP,0.10175980650898277,0.11699190078500926,0.015638986445572572,-0.025607432249950803,0.08834142931220594,-0.0327476342783583
APOD,-0.060533547618416644,0.02509250138699709,0.05649532183989729,0.033298149233516594,0.053120449405738145,-0.00995190564386281
B2M,0.14150437459920823,0.14834287465937926,0.04206609209091233,0.015976303063857198,0.0928869389425437,-0.019634548860040277
OMG,-0.03315975837552585,-0.022652904783839113,0.02316079469656097,0.010891081141110233,-0.012135757281811982,0.05378697794131431
CXCL3,0.04289053859117037,0.07708333378766472,0.05937555990620313,-0.04201494238733843,0.008360343033148214,-0.0010937101712020568
CXCL10,0.043260504277592246,0.1323318498658572,-0.046580704640747615,0.04587670069197079,-0.02920091263152102,0.019264475017180063
RSPO3,-0.026773519127224726,-0.020134959698999515,,-0.04683185505519009,0.01442710713470411,0.01675788868182055
CORT,0.02501976488975902,-0.034848058878520924,,-0.01483071232995849,-0.03554211834277364,
NCAN,-0.04266127036354696,-0.03197240252872554,0.04493974806534896,-0.006036321298656496,-0.018731398385347726,0.05720140896426392
PRG4,-0.019169743573222035,0.07285355613096943,,-0.02188362359414216,0.03435404652088664,0.04606149684655768
ZG16B,,-0.018831814943068854,,,,-0.017553392425422348
TGM2,0.04218114406634056,0.04133886828381617,0.004607658170686783,-0.01993395842428472,0.02342483611401979,-0.033490445501251874
VEGFC,0.0677268448045057,0.05942688369906635,-0.041322453818889084,0.03985918080324636,0.1554218410586293,0.03982319374238447
WNT6,-0.02641406108551801,0.04992624581148636,0.16060168275151743,-0.027563541742219623,0.012230249793170087,-0.018137920773205432
NRG4,-0.014001220173694002,0.03221707700757401,,,-0.028220387618376093,0.08374901231254735
PMCH,,,,-0.020808282833351097,-0.0162481340375146,-0.020351907758729332
COL9A1,0.001100181158815741,-0.018249088383680407,-0.022276281790627912,-0.0032551021972232275,0.022645660538878388,0.0537165086619805
GDF11,-0.007523645029742725,0.057062863827881706,0.11220628057380393,-0.0010668737400973392,0.10265977237283092,0.020722211188471583
IL24,,,,-0.01394644338791211,,-0.03049438826608218
SORBS1,0.027453431395761837,-0.003369795808245102,-0.06649934106997268,-0.07270643932153256,0.02294177512754759,0.042061085993684404
DLL1,0.01482947922238441,-0.0050893519810094705,-0.023583540142810222,0.0047881529392542355,-0.010203055971568842,0.011606345119156163
TLN1,-0.010725620435490621,0.05007169526529264,0.021941987107231185,0.00781089919581575,-0.022792135880017855,-0.007438531169823489
COL2A1,0.15091507610454982,-0.016099509690502514,,0.009464588394655533,0.05155795522275139,0.016663638461457856
SHH,-0.025774859154025633,0.01776614144247402,0.004817568943893444,-0.030866754301053956,-0.0076383101911937775,0.034889125329409555
PON2,-0.003564930245445402,0.06383149084561983,0.12090364565600682,0.013621467661636218,0.033481624283214,0.07983893698838304
ICAM5,-0.03691512183555846,-0.03146001522556849,,-0.023621740961515737,0.02230009318986096,0.00629278623557509
HPX,-0.048572373645582395,0.17081275292635612,-0.09099957546131653,-0.05217589106387048,0.00831794259825216,0.008016772600877424
SFRP2,,-0.012848905230624014,-0.036453396108032686,0.017641084936281692,0.013386966114081121,0.05887357730376744
CFC1,,,,,,-0.024135544240890133
CD70,,,,0.07798827727196463,0.04416478591396105,-0.04791735849224934
HP,0.28414241156291814,0.029384746920399853,-0.00948735094791939,0.04748154412677247,0.06871461576846535,0.019286255114796615
CXCL2,0.07371724440550809,-0.01699541186632577,-0.005984248851783136,0.018200455411539345,0.036321140872872575,-0.04345485392614757
NPPB,,,,-0.020138309609562848,0.021315203639752464,
CCK,-0.01932573093381579,-0.07811740817623623,,-0.042375797961318414,-0.023969910075581136,0.013527958654105892
SEMA6A,0.009332407208709892,0.00581644901530079,0.02783297121845387,-0.07062736519942814,0.038179273477615815,0.0806709908952075
IRAK4,0.031650345118085996,0.058675873789334226,0.06416300850935504,0.0018725218180616339,0.003502624019006218,0.06478747919224229
GSTP1,-0.01788325976133477,0.09390094813009713,0.022247601437299615,0.05519807327776607,0.0065120211118819965,-0.009169643405676066
VCAM1,0.10131965209201212,0.08637802431142645,0.005486953522157308,-0.02149838435687933,-0.010559294521733702,0.009635874992306342
NXPH3,-0.042500930285304446,0.0626417658821561,0.010686895970342936,-0.0337355213041025,0.043400275117603755,0.05134137083121483
MTMR4,-0.05666276634468082,0.0015274823110999465,-0.0265465101775232,-0.017544934499232938,0.07985949504319959,0.006118219357090328
LAMC2,,,,0.025667543042669067,-0.015771348431845234,0.10944446240101618
IL10,0.10854632407952805,0.10578165228612121,0.061190177139488294,0.017945740177128428,-0.008896876440997572,-0.02299854780258738
SEMA4D,-0.010721700089606696,-0.03666746945760562,-0.10175046044634016,-0.02929634873514551,0.009051089809473625,0.08820353975691528
TRH,0.005109103412210887,0.037703493622581435,-0.056011081150797726,0.023697767042890824,0.04889734224479367,0.040409636525648183
SEMA6D,0.02517047433298779,0.020851413970799825,0.065195674077745,0.033398273468782505,0.008251955000258554,0.056364736427723466
CEL,-0.03324101286158248,,0.003513094595552214,-0.02276941817457299,0.012173723077320309,0.04774969010081279
PDCD1LG2,0.04264166958860583,0.07071079090820089,-0.0363136802591653,0.0025065991526792932,-0.028045300537615742,0.024134407303965964
SPINT1,-0.04494092288174379,0.010711598817665348,-0.058764341448933485,-0.06279457820952736,0.0210330986193196,-0.04351470851819195
CTHRC1,0.07906926232503854,0.06861399944034917,0.10081160593833474,0.05113385439606652,0.04415842099525437,0.03180901913887011
PODXL,0.09698827027594367,0.11716719079119338,0.0789457061276705,0.0027053906767673724,0.010641915289749962,0.04896741700447741
JAM3,0.04517778936421222,0.0655814986602812,0.058167380909622785,-0.04852208457956751,0.044858082980463246,0.10484687766026954
TGFB2,0.1130640633141723,0.12231387736987258,0.08353375341866015,-0.029072031749875216,-0.002864142192214974,0.06907299496340792
COL18A1,0.019714768124304616,0.08341349238534941,0.006261028316639257,-0.007568843146193671,0.05927760016155002,0.019696708400296373
NODAL,0.005700695509688559,0.03981372807796164,-0.05696611736869882,-0.017227142844929686,-0.018035719804809246,0.025133931320687915
INHBB,0.06171092244923986,0.07237008060128587,-0.02842215989997831,0.004816287259774627,0.010592668758102232,0.0225060243958906
LCN1,,-0.014128253607176679,,0.03309754545304255,,0.0093729590856339
ARF4,0.009900553890452827,0.04546203042351042,-0.021585366560529003,0.0022716625836314095,0.04060538452786173,-0.041569771121264594
CXCL14,0.052161860342904494,0.014402731688272828,0.07581730485860128,-0.02096797189199305,0.06651265119970204,-0.049672612605583685
LIF,0.07558308426361975,0.017480036243706032,-0.04760555137030645,-0.026529587853893824,-0.030760281154450574,-0.05133692054169194
IL17B,,0.025302037415932087,-0.023275855826707555,-0.02604898612446911,0.011653799124679832,-0.020830456481393856
MMP1,0.06894039724014024,,0.011133598372407705,0.03583969612771145,0.006771058875131527,-0.04661696458562435
MATN1,,-0.01481251339807955,,0.10183860410900224,-0.023124882593668857,0.007117418655038589
ADAM28,0.008052081759616995,0.028861216248718978,0.05242429525269161,0.0649648597739362,-0.01927447390990091,0.03467093353093375
TCN2,0.09644295738357478,0.05623199257142882,0.04327096827224732,0.04472213801135923,-0.005689928528963006,0.004476564296768997
THPO,,-0.0024898897833629053,0.10019906759604555,,-0.02005976455580184,-0.02844775767839934
CUBN,-0.016179351915799223,-0.02545481428631375,0.10004567583692991,-0.018794600209194382,0.014312785035542546,-0.014937086369624639
TIMP3,0.043184349885049676,0.007819133034815053,0.0615129221256774,-0.03189438851325609,0.062425465471243766,0.012140520188506787
PIGF,-0.0035871122243621486,0.03438066917878605,0.007681509233560316,-0.001750076091475257,0.009325483110858712,0.007936685448560141
CRH,-0.017121492236901358,-0.02172553882905188,,0.05388787736221191,0.07672368274586826,0.047727655403506083
BDNF,0.013544864956486899,-0.04722461859692496,-0.025028173929694485,-0.0005515574804626656,0.018317663179074035,0.021602832080323993
CCL5,0.012325190220130207,0.09006465649188375,0.08963939018654354,-0.04537918851074473,0.05814240591508029,-0.027982069380368624
GAD1,-0.00469088693569135,-0.05123171320007322,-0.04079747124201974,0.05275134187409886,-0.026932008847344015,0.06460523425130416
COL14A1,0.1460451320033456,-0.025062705085277113,-0.0830126978187249,0.01059347800456834,0.08664878613020616,-0.04177690231189501
HLA-A,0.011065240245704992,0.13584306375528218,0.0026439218645570076,-0.020667182612623576,0.05211595641810724,-0.03051377443800966
FGF18,-0.023360737967362724,,,-0.025395745608605497,-0.028077929574693093,0.0515487901552966
ADM,-0.027780406001607798,0.06861006628973546,-0.02979661390231074,-0.04631553571911135,-0.040946559182763013,-0.000481470014508012
GNAI2,0.04827153203111735,0.10777104952729319,0.03942500380319492,-0.021898919492891796,0.026905181119884693,0.00941540836819647
HDC,,0.019914984314639048,,,,-0.018982995564308658
COL11A1,-0.09258218212882201,-0.010482352793860679,0.06936976354171218,0.011219642855827208,0.10613845727628135,0.053579193188616196
NUCB2,0.026631057849376503,0.04247108270781462,-0.008504709167159548,-0.021372050980610464,-0.012757041191699943,-0.01907677723305148
FGF16,,,,,,-0.018705274354626947
CXCL1,0.029016216177869803,0.05304672197503578,-0.03470147977958275,-0.041624822354296265,-0.04634815886696028,-0.026215164056840965
VCAN,-0.02674347793226934,0.05434450761707579,0.04400089226906622,0.028648449421640437,0.010908945706141121,-0.018343433598289414
MMP7,,-0.010312459984245246,0.008626888969764315,0.0031353656508146385,0.005964407365769901,-0.03367538149863773
PTPN6,0.04234928004264246,0.06949984481002798,-0.10438471819705943,0.029043325385776073,-0.017318192289623488,-0.04574945867406326
PTGS2,0.059548751302826775,-0.04388724273624503,0.03322844146644058,-0.019916646725637397,0.03945812002707748,-0.04678720703781689
XCL1,0.06218528997371251,,,,,0.02520851971410363
CD58,0.007434067149795975,0.055367992706404814,0.01064184344335444,-0.0023876095476839834,0.024451242282798893,0.041447318083331325
TNFSF14,0.044615020738588244,-0.0029138451952972766,-0.044800243341441434,-0.027686633386072246,-0.0234614509715263,-0.00891326789464377
CNTN4,-0.0328806909826443,-0.03661741548575361,,0.027906208182929416,0.05105263631413467,-0.02470180469421866
INSL3,,,,-0.016070814112343214,-0.023461448704772365,
BTLA,0.0198564632742194,,,,,
MFNG,0.05751153889302326,0.04994057313831125,0.05920047470014074,-0.006810275536276557,0.004850020955941187,-0.027153450775243504
ICAM1,0.06255285356490745,0.08001618524934058,0.015999784301561643,-0.03889432315350932,0.08376238287146381,0.03588560479634527
PROS1,0.10012273049553416,0.10025863870657947,-0.011697727610093127,-0.005060085694229294,0.11953447703457121,0.002525239338871486
CLCF1,0.08986323531306921,0.061823954115204485,-0.04403119011921362,-0.010310842489854762,0.05466725518970632,-0.0028580279701980005
PSAP,0.010521528655498153,-0.05953152846031179,0.08255377373038435,-0.017345033772612106,0.05978852155035217,-0.015267068641240996
EFEMP1,0.11701360143062234,0.07892395818609378,0.0872090163257002,0.030008954874307117,0.014452054437277114,-0.023321772827328592
C1QTNF1,0.031743508980056,0.05039642150708587,-0.05603339972944272,0.002721195360758625,0.046446184083379125,-0.005692354708874249
ALB,0.01355566493817152,-0.017297854158202938,0.03233757712485401,0.03456070117103456,-0.029811134347431247,-0.026876513793119148
CCL13,,,,,-0.026316889919854897,
EFNA3,-0.022979243381869123,-0.07741882435243858,0.0428337343496375,-0.011854264213436315,0.03712193522346422,0.030754851011098806
DRAXIN,-0.00819584811597266,0.04573829229112588,0.15765642442543834,0.015010939402811938,-0.011682729957007674,-0.01349167330372036
RAET1L,,,,-0.016268846805572616,0.03820727439945457,
NPTX2,0.06649465925851408,-0.10920351918676602,0.10313968617754746,-0.023966074234593716,0.0017069307196213189,0.022412109543293042
FGF11,-0.03544707376421765,0.05961362180919128,0.0031415807801671697,0.013892737588481937,-0.025331537661296033,-0.013679113275366634
CD59,0.0697563575672763,-0.06320648148379493,0.07819562439930461,0.0005937261168258913,0.027352482443827764,0.0627403531516498
COL9A2,-0.03489383084172607,0.004042893687254837,0.12263458003363596,0.052772190079485526,0.0691068852580616,-0.012357155245522493
DLL3,-0.01589417052704717,0.016033694046316556,0.16030038735348276,-0.01568120595964922,-0.008197557842219304,0.06524129172383546
FGF5,,-0.013774183888704047,,,,-0.03208694687395853
LIN7C,-0.0022819706786906518,0.036417326805149336,0.011938449457933169,-0.019979873067639056,0.040084914415331664,0.014037990568734315
GDF7,,0.006967729589551974,,-0.013946447806427764,-0.0190727883643689,0.055851827910241646
PSPN,0.041059504833475,-0.006313929750746966,0.020472807944362948,0.07741181147259825,0.059449030020997426,-0.011626431459297752
ANGPT1,0.07600319582107908,0.025917287325424657,0.08828168618196167,0.030443034208742736,0.001772318603653947,0.0474476884913197
PNOC,-0.05747379987453322,-0.037637892916917694,,0.012202829984897618,0.041890659637707627,0.091724651365471
L1CAM,0.031837604923175625,-0.06529882690373781,0.016666011293155505,-0.043024292633080906,0.03362951079548074,0.005864318190256043
APOA1,-0.030049836334202575,-0.029478836835965274,0.04041428852495241,0.0050002775264555025,0.0521185047141126,0.06711627320332733
PSEN1,-0.0059308350121400726,-0.000660056678769105,0.08029255236233561,-0.0032629571414857527,0.03430895013602142,-0.017409634444756555
CALM2,0.014259299539702789,-0.0915968125263256,-0.01666597419188534,0.030639253601607495,-0.015524516998241507,0.08050650536792381
CLEC2B,0.03290983040173799,0.10946481232773032,-0.12424134808028076,0.0012454165732210562,-0.07520715551686148,0.045956726312098156
NTNG1,0.020165784720883626,-0.040624403746510857,0.08031300542514945,-0.049863691643354795,-0.000778563263688506,0.02330878382226079
LRIG1,-0.09830109990825667,0.050010912295687326,0.05210195173044328,-0.023582112844789987,0.017183804672241385,0.018922413075350763
CPAMD8,-0.022746864992326137,-0.01246060300987271,,0.08749582543582132,,-0.020575964755771857
GHRL,-0.03852348945186954,0.002181544676941338,0.03843243912885542,,0.03431691061570783,-0.01813792702603237
NPY,-0.03836048860860619,-0.009447537173483688,0.21318964779713898,0.009118218470464142,-0.05236528919617586,0.06049208749420354
MMP2,0.07381469154960428,0.06545056600912391,0.050259470782011546,0.0485851475833533,0.0045590076263061965,0.1045273443319296
PPY,,,,-0.05255309357400755,0.03253997630599076,0.021683224588491888
ALKAL2,,-0.01412825131739345,0.30404198292758045,-0.046068665801231826,0.06253580924022006,-0.07013048922983062
CSF1,-0.0009583989758698239,0.11095110369904018,0.11364564282080072,-0.004256801885686608,-0.012857204493438143,-0.020186264102545336
SEMA4C,0.05856390110284553,0.03971918275149018,-0.04174530587167453,0.0479263350389589,-0.0064380050671810915,0.011650035480920966
ICAM2,0.02358120976698943,0.10163999552260217,0.09487666599799277,-0.031756124435547435,0.006729034537780941,0.049627141712301294
SYTL3,0.057355944462376005,0.10736671281992821,-0.10071557874657715,0.02427705868610269,0.08857626552767046,-0.039655903089627756
IL1A,0.03758236364281613,0.12651986794990916,-0.12058881323088486,0.007491413952741807,-0.030422074581548823,0.030186031266571937
HLA-G,,,0.01365627436049977,0.0020861489655957426,0.011481530080054649,
PGF,0.0125764522734228,0.12643859947224348,0.013880716526863143,0.019655917448749224,0.02280232444306117,-0.026047071897366478
LGALS8,0.035839605299428375,0.00916205547334822,-0.04396029381509437,0.021782050751183293,0.017095763637393506,0.039173880279503956
DKK3,0.022588587222261834,-0.054831130252733236,0.08079386604217315,-0.040664669818258226,-0.008980103655806301,0.04358872305565711
COL16A1,-0.032496220447160516,0.00959485867159706,0.007853784325692384,-0.013241819877257066,0.0122374153222563,0.0382636609741318
TPH1,-0.022328996742625336,-0.01481251325825566,0.0340971130372447,-0.04247741913809157,-0.03046645599256334,0.05851402190769367
TNC,0.08896909862202972,0.10033352090683419,-0.021579201758519295,-0.049951397129723116,0.029764926235805726,-0.026993144806426193
TNFSF9,-0.007962062709152886,-0.021960150068620767,,-0.03503644647914084,-0.029475968991600817,-0.04067426903312873
C4A,,,-0.0262649373016825,,-0.01927394231507705,
CNTN2,0.007986712990977942,-0.03826133828443236,0.05685390665072467,-0.02031643427258172,-0.010929626993866702,0.0027461453919248456
F7,,-0.012460595767353415,,,0.01936145284734577,-0.025433055201595854
LUM,0.1538976358330954,0.09693840969134078,0.0031183266569145872,0.009139784811317253,0.03719029066397019,0.025723351579253987
BTC,-0.001028436130032962,,,0.009845977239867378,-0.018457107207091525,-0.009094654510925556
APOC1,0.010983496473993168,0.12596425733451214,-0.02758195043515502,-0.0438674483684438,-0.0072186181408768115,0.05506963335654691
PKM,0.028145053149705754,0.05912888670389069,0.00044662362277777585,-0.037152445669152476,0.037212559891591425,-0.06428535128038544
TNF,-0.009916387858815453,0.022943117066174298,-0.055194165462527096,-0.016268851242904246,,-0.01979433597187942
GNAS,-0.06386035102279024,-0.05144747292220607,-0.06381429183300208,-0.047415135457872994,-0.059417219856861006,0.07471449170287948
BMP8B,-0.015961267831687772,-0.03962523771417797,0.03713914044717435,0.000989909272012616,0.04193086120915632,0.07698371504853531
LIPH,,,-0.04132247765257182,0.026245497345652954,-0.030288434440704493,-0.015641496694151324
CCL28,,,-0.007329249367437482,,,-0.02994795692954841
PTPN11,-0.032147116355533904,-0.012375193493137327,0.0795093449947288,-0.026043075860584873,0.013700730939400272,0.06909785914044725
ADAM12,0.04689668677335556,0.14050326133717836,0.05296961219507846,0.06661955903779009,-0.015404479373460305,0.060865942957349935
EPO,-0.023960146808832253,,,-0.01883807948493249,0.021777623102055003,
EDN3,0.0209401398031061,-0.02207841738790588,,-0.02954248622722678,-0.015519750357982101,-0.03156347860275358
CCL22,,,,-0.01722713524858612,-0.016011430843908398,
CCL2,0.10660584443060947,0.11309387575352159,0.013655140797822818,0.01909189431825417,0.04556824029392533,-0.0192383731842921
DSCAM,-0.004018118013427801,0.026272771426867826,0.0999038685199906,0.01022794724314724,0.006695341346105344,0.07791667056889673
ANG,0.09673590541799217,0.02392487751987644,-0.011189934703291085,-0.019368717945321773,-0.0316662957860738,-0.06417683754146702
FBLN2,0.09888055793002339,0.00024605160457264293,0.002866224392137743,0.017423255826746042,0.03154370715844454,-0.0041919308449236995
VTN,-0.024156925800698503,-0.021004499159703257,0.08868946402302139,-0.013246557730455924,0.02451240562215477,0.00030519053411807084
VEGFA,-0.012454355069636082,0.05602202487538538,-0.028086783596271307,-0.05640032548464135,-0.00368563688938955,-0.009864960516989029
F10,-0.022538820564105902,0.07287411791437304,,-0.022623910490272042,-0.019773450142987842,0.09300789327271548
SERPINA1,0.1234328847286311,0.12407697176829402,-0.023351570504945796,-0.040098590298856755,0.051264760908272415,-0.05700784634753575
VWF,0.01723997283698166,0.11778005238014311,-0.06554077227844944,0.030049541365164554,-0.013028217588676725,-0.005063230572666444
GDNF,,,,-0.03113322111577923,-0.010042512232277844,
VASP,-0.031059044248165177,0.06833098328816005,0.08128831846759951,-0.0011978587235169657,0.02115971356338864,-0.04016913028437381
ADAM15,-0.05872029599342683,0.029374377647138246,-0.011453908325137176,-0.04319724275528152,0.026211862972847,-0.057413391961494274
WNT2,0.05774950225050102,0.015335215815475027,0.05376585274278771,-0.01934765125340099,-0.02191026333609486,-0.016795171261982975
CALCB,-0.029179075026501227,-0.013774183739015507,,0.03146872568282421,-0.028503467005605857,-0.03049440321427214
OLFM2,0.014781389733460753,-0.009564807298042138,0.07583749941667695,0.0016000509984765922,-0.057178880276240095,0.053789290496005115
MFAP2,0.06344021478687346,0.07539079387099223,-0.0016288294076370908,0.02797738094915025,-0.0024136413632398,-0.009127946929043305
HLA-C,0.10358224443782507,0.12162142575006482,0.06707480866999727,-0.0010297936312817888,0.01117186647150179,-0.0472465128446327
