,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
WNT5A,-0.014333016094129384,0.052972335665846464,-0.03839497092236266,-0.03103003060888108,-0.0536306916492436,-0.06385760336410037,-0.03328388871297965,0.0386504573830066,-0.006471126810165051,-0.02641820529225027,0.08337115132309088,0.06612024173200944,-0.024170428575871487,0.0022290801943331286,0.06799403930016397,-0.02895502092535675,0.014250659438809666,-0.0427540063213004,0.10207330808157748,0.005046196007183291,0.011307477070480255,0.0149343913154967,0.02915698947409167,-0.06927208644991927
CXCL8,,-0.07842208955222545,-0.05249288142593504,0.01853109559928455,0.08328873586496723,0.013883867623841237,-0.0007030207958142186,0.04537573043371301,-0.01441192116677025,0.00447467938530058,-0.019010171025415017,0.01762919289969236,-0.02520411672469561,,0.008409280384769603,0.12941336112646037,-0.01787474316278385,-0.008126145157531564,0.044933551210887664,-0.050994937744555394,-0.025848495037311785,-0.07375411441297051,-0.027705786961272915,-0.012009600599307236
GRN,-0.02537556252186697,-0.005846372611326412,-0.010502486382980548,-0.05032397034834504,-0.11817786495265255,-0.018275680339625407,0.02807388106300284,-0.060816374132918447,0.0025911478301168032,-0.016787374205493016,-0.037509972846896625,-0.08217790380416244,0.037542788908159416,0.03673835592704374,0.05812822015140439,0.039495815369485654,-0.03551066077184597,0.006572896556482011,0.048053490997934586,0.04670936730602225,0.06801919299718921,-0.016124218655654526,-0.009435589908778496,-0.021128070352485782
MIA,-0.02157762656686246,0.111368787842303,-0.022520885266976456,-0.016840959712239822,0.07703299671232199,0.03252653519545801,-0.02040435446134346,0.10480564199650828,-0.0030116460692209955,-0.003204250875306867,0.02635428835346697,,0.015575072504719482,0.015006547502567831,-0.002452547609464039,-0.007251597548750122,0.08238165811037397,0.036015504531474896,-0.031494696688761516,0.021994026240164728,,-0.011255509519895516,-0.006931135319884683,
COL4A4,0.08127002177339691,0.02930025474071824,0.04363309859635446,0.06625036126324084,-0.03301213709091673,-0.03130947319040832,-0.03674139392949822,-0.024283515401886665,-0.02463975724200826,-0.028642416705124456,0.0055860071180713665,,-0.006377592918784548,,,-0.03580120682785703,0.10081386243951397,-0.01973745020928892,0.014985203082655097,-0.02603489122991691,,0.0006630779406526087,0.056855907168907274,
TAC1,0.09597999050324221,0.032656325731754546,0.12816335166097276,0.026263887269150944,-0.0458205466446472,0.021984940454178835,-0.0014060746085857402,0.018056650658654968,0.025561733980940242,0.06923758304304765,-0.024848140131013975,0.035271949053739676,0.015442951359031558,,,,,,,0.047641882117211765,-0.07293545111881551,-0.02774949115675818,0.03609918800177362,-0.06595620716450808
RARRES2,0.0008423523656155507,0.03194817042298061,0.04599845345603661,-0.028543527640725787,-0.01552271035529083,0.010979686920076571,0.015623024055113769,-0.015811356723599082,-0.04747793665505479,0.0859992720707356,0.014582911661642117,0.04879580839381264,-0.006764556609836473,0.025937552604238284,-0.01979295783588107,0.026073527022352338,0.04648538748952734,-0.010799049077911339,-0.004214392878393471,0.015836915702992827,0.03971276375856454,0.06637766403572898,-0.06793243184465159,0.07119097747370529
FGF7,-0.04332815391516798,0.06361826077752944,,-0.02137354595762841,0.03645146244241132,0.017430109994520566,0.04886638583613795,-0.041684333383871015,-0.0006023355508097519,0.01746556751976887,0.027830802985972937,-0.0717983691593607,0.004378664887974806,-0.05458657007507707,0.1636700729571741,-0.010450077212971844,0.01753827261051889,0.03766628903529149,-0.03671161763747176,0.04206018080390499,-0.02925221452239185,0.04043178680774767,0.0017395229008040052,-0.019032194238644114
HBEGF,0.04034644702673489,0.01293307307562445,-0.012530725333923649,0.07432395042348985,0.009103129455717696,-0.020528068425294026,-0.020655772401401734,0.030214988943631473,-0.08034464998344165,-0.07421356226705245,-0.01802317578105521,0.005513874487054759,0.05480545839202468,-0.02950826868991809,0.03100197009614246,0.007089812904248036,0.04758120380169616,0.014310089986300671,0.006579124329469438,0.025992131768747324,0.04383028981258767,-0.011420812717881201,-0.04731573340227187,0.051253774286654896
CSF3,,-0.03738588340728157,,,0.13306355546986542,0.014555832719051138,0.013168659919328468,,0.07513851396016728,,,,,,,,,0.0018042621107924527,,-0.018520184486984188,-0.035102021664540246,0.05557648130352477,-0.026470052670615002,
PI3,,-0.044289153915621035,-0.008932925431981526,,0.06122490969751677,-0.04217560374294548,-0.014361921358632493,,-0.02935334997320819,,,,,,0.05802931566229238,,,0.01725022459598261,0.028681564462241415,-0.03406923271748808,,-0.010571528897868401,-0.050169786809720666,
PCSK1N,-0.002019115822103677,0.02188168859309408,0.01157234303985353,0.0018938868122074755,-0.07334460646503878,0.006379404357850847,-0.083005529587401,-0.021413230297736185,0.035510725070247044,-0.04424637707400674,-0.01155413113259436,0.04706500852051451,-0.0012003421386317366,-0.013815313102590033,0.044801226175197835,-0.03366556116061315,0.058093456780828195,0.016581948104017977,-0.032061195840455844,-0.01770844253049262,0.0023146508472068486,0.04746923678113868,0.02764073909183718,0.0012062877021687707
NTS,,,,,,,0.03402364937370165,0.03233412855918065,0.016321431216205,0.012134107872435958,-0.012222151965081685,-0.030434084171605893,,,,,,0.030142711384132315,,0.05670828730995302,,-0.006682087425953245,,
SFRP1,0.01628824749441865,0.08381326805936784,-0.015323638314477262,-0.0487370306377301,,0.03887093684938406,0.03935401031657809,0.023090044470923225,-0.02560162020586461,-0.026248260209920632,-0.007491176670300613,0.03793816293868518,-0.04581486108849173,-0.01052821104174434,-0.08597496027419042,-0.009723099554785609,0.01867280762509751,0.003171352955289021,0.013688818971455432,0.011208000818506448,-0.02857674446989415,-0.006191941878598633,-0.007339835831963755,-0.05646461903057499
CXCL13,,,,-0.011980184995100535,-0.016778591142848045,,-0.01856244005128521,,,,,,,,,,,-0.029022332448690565,,-0.004519732923859216,,,-0.016627804851144262,
MICA,-0.03206424213561273,-0.01852531592833531,0.008937580145930624,0.006054261080433652,-0.02033111255594807,0.0540057173118767,-0.0013979270996279428,0.04719338163455368,-0.00048275223348979095,0.019436292923732605,0.04849504555970013,-0.023172727502245204,-0.0072652555872928315,0.015055046337986893,-0.02132343092824251,0.06675066181833787,0.05547062236632993,-0.019262538897534744,0.0885979267905455,0.04828129132799088,0.06428713121332137,0.025893250212415043,0.02156963351777293,0.008622831427276458
TG,0.030440474850473503,-0.02980251630306974,-0.03296745165641296,-0.017978134411990317,,0.04048012595541874,0.00575643673297958,-0.023358794651617415,0.041694656098403025,0.06559380049760126,-0.02014055650433083,,-0.03123080689564415,-0.03236891910414622,-0.052900173436033204,0.0020494532194806634,0.033566848615381804,-0.017168256384500855,,0.032607046638601034,,0.04622655356992372,-0.03565562334645648,
ADA,-0.007234956093394672,-0.04407305289126457,-0.0519455935822679,0.06265106244608588,-0.022000284734894612,0.030589950574674462,-0.01479249855473141,0.03531129332117182,-0.07545632774113659,-0.018718620177297005,-0.014106891906516952,0.002673077389867805,-0.006208903327752024,0.07735540668886781,-0.026397634572894076,0.06535350876894225,0.004500095667073588,-0.03471390848239272,0.06145764446658725,0.07069329177232875,0.021111957628397335,-0.00057142144204315,0.03175567009958684,-0.03401054036993254
LAMC3,-0.03378375316526945,0.04078012205560088,-0.006623805943769463,0.008864949238948493,-0.043133035435186776,0.003820214767199613,0.04443217785386342,0.06510925735091516,-0.023758458507425622,0.018654926237415412,-0.005747019567981322,0.023117750634856864,0.06101229769405113,0.08517015045611279,0.14292122919977662,0.16880015541329693,0.047276662809306196,0.001035523067414784,0.024614696766714437,-0.035831431970882774,0.011346799383827688,0.043583208141453306,0.0960908602538831,0.007164904671116677
CCL7,,,0.0508622689807768,,,-0.021740080544295992,0.006005919892091819,,,,,,,,,,,-0.01936501170579177,,,,0.011594518704603258,-0.009864371709364704,
NGF,,-0.02153907018069244,-0.03322719021413225,,,-0.04379459652388536,-0.02626900676414937,0.06634992746892299,,,,-0.03043410421043105,,,,-0.023470896259676216,-0.04981350278336755,-0.02236503823378622,,0.03999382087143675,,-0.011730556625640485,-0.045206236324305815,
TNFSF15,,-0.02664651796284402,,,,0.011486458224085413,0.06155819986372766,-0.021444319217864632,,,,,,0.07359050536738879,,-0.051448553966543464,-0.06237540808398606,0.048724831265786785,,-0.011500716614080253,,-0.013156784166947376,0.016521932886960647,
HMGB1,0.0008074850935429433,0.01969555165687219,0.020917929626290563,0.027901178157212596,-0.006695799023789631,-0.009032091722229227,-0.02901668735674198,0.08598553780415434,0.019283613908158446,0.040359795270535063,-0.05997536024085605,0.003701001632027041,0.03432061874588991,-0.032226036027696935,0.0331757859603425,0.1472456008926414,-0.05406693828544446,0.056458467828250335,0.03014279610028495,0.02567369279283855,-0.0357632905048238,0.019575660725058446,0.022161742917599463,-0.07828793327859672
ITGB3BP,-0.019383162650180016,0.05689713637074472,-0.007462485199383268,0.052049416573154685,-0.0465741299255195,0.01583686690571973,-0.04805403229032565,0.012153339117969519,0.03368243267085986,-0.00974865807578494,-0.00867831671769073,-0.0032934774180200053,-0.011291968266493098,-0.04366748825496833,0.08529754393554465,-0.09745728391765354,0.025992106605182738,0.0697861115375045,0.0050306878448875625,0.02493238219764585,0.07755569137552583,0.036699335520460105,0.08411020161921369,-0.08996861485400454
AANAT,,0.05264622312926366,-0.004165066992485971,,,0.0053271419388004745,-0.016418601090399405,,-0.02351439225352974,-0.00106864579505911,0.02577478969304143,-0.028612533785756684,-0.015928205934093272,,0.021143618179825283,,0.012662852965675766,-0.01698857939309822,-0.01707687813722251,,,-0.02464049775520531,-0.024356043040490754,
RELN,-0.015827605616895384,-0.037138015140377616,-0.010765346212672418,-0.02719036151569578,0.014367369736935127,-0.006024919726143981,-0.0018319491661988444,0.01564888100463103,0.01814514410982152,0.06148352494998061,0.06043789420526828,0.06519084235958256,-0.030875476376055283,,,0.003933739379437503,,,0.07215120778656618,0.04077466093971617,0.016774238368689003,,0.06475859725185092,0.03406481799836025
IL15,-0.009155315424342888,-0.03787756532759536,-0.01562860037534659,-0.02290386819145291,,-0.01797424831310163,0.03407434506471185,-0.02821175876893453,0.012634017091495706,0.02160161308369666,0.002443471520034838,-0.049795332462055544,0.02740981065381017,-0.004297714643131235,-0.003816953299500201,-0.012004055928264075,0.04039452797358006,-0.03112377349886184,0.009425377691947276,0.07337855481815778,-0.03712572242913501,0.0075729109746197855,-0.05849901390864102,
UTS2,,,,,,,,,0.031482356471126474,,,,,0.018369542644616862,0.12065254592161825,,,-0.014467018706377567,,,,,,
BSG,0.018316095807522803,0.04607331876797524,0.08975563195130823,0.007460602588976005,-0.05452851482524805,0.04437919300494314,0.0199741947887551,0.01146354331755371,0.032561440472083626,-0.08138317964209961,0.027153071253468004,0.03821033878708182,-0.029408913418399272,-0.036775992536051336,0.018517871043688218,0.05339939062311409,0.029835333829870476,0.012718780459014905,0.06478665219507852,-0.03375892075976802,-0.07544591827682921,0.05438344355014007,0.06675138282825017,-0.031771363537714724
ADAMTS3,0.01675273447618137,0.010498580708404877,-0.05611500392360631,0.04956325427936034,,-0.016338471570381687,-0.03282817683299609,0.0037255818241068404,-0.06184726686174378,0.028149081411813694,0.013989432032995,-0.02122443440686253,-0.01804310466917063,0.021263885046151246,-0.0022768776202514167,,0.002299989569847451,0.00022109748794340957,0.0061237405666117965,-0.05276717392667012,-0.042683720946468974,0.13576667195763398,0.0544607807595194,
CD34,0.05075043557574758,0.01700370527503509,-0.01099873586910727,0.039738272549197665,-0.03831434847246799,-0.004588479989897717,0.014176560804152496,0.031875999537135755,-0.03426645622608138,0.0672499078668683,-0.04343714568798698,0.10612603955428399,0.0071221801619778796,0.07275960112559764,0.01113038395386592,0.16006014516416245,0.00029954695636054206,0.011245910681730708,0.01913158021419886,-0.025157490646264984,0.008319952199481225,0.04819035127960779,0.022578013599341355,0.012877484047666914
CCL23,,,,,,,,,-0.026755645720427358,,,,,-0.028153485762333307,,,,,,,,,,
PLAT,0.024812722714856673,-0.03935113409559987,0.019899703733734696,0.010247742064179529,-0.08543253423101568,-0.027528587146888894,0.006656157361154202,-0.012672349023652473,0.03644343500479206,-0.1308207372249048,-0.0005390108453997132,0.037851036393227656,0.01087674457791698,0.02220042107917268,0.03890708217670598,0.09156427771837836,0.10967054861790106,-0.003120947557039905,0.016046393728923452,-0.0077226366911860205,0.005455544743826702,0.0016239397660990035,0.01132193827957413,0.12200711937937998
NTF3,,,,,,,,,,,-0.020788348688990974,,,,,,,-0.023833457984286436,,-0.0052951786522527355,,,,
LTA,,,,-0.013221176556206722,,0.0170255057312032,,,,0.00023612627531302362,,,0.05530000005243096,,,,,,,,,0.020163155793424026,,
CKLF,0.0183500484213364,-0.01291193499217014,-0.0238172822149532,0.03653490491420316,-0.043515712041499385,-0.048642437281673445,-0.027346336436665487,0.04141219207454445,-0.005671948966869541,0.016165859976204188,0.004124947962609994,-0.043565719914165364,-0.0028569802174765063,0.09134980306397042,0.03957452146485403,0.010892363691125152,0.022237810827429986,0.05214606401703898,-0.02645364888087894,0.05136611103481787,0.08252406484970772,0.09935293354369755,0.050818361959207164,-0.042459113620661154
CD24,-0.02065959965640003,-0.017964100120116185,0.0066068635946126535,0.059308258648327804,0.010001597906267288,0.015770602666874783,0.03135467316348042,0.04297074080006402,-0.013225533949248103,0.03618152586240853,0.06517037666332322,0.015143574492947632,0.048037899538004476,0.09740665032467687,-0.06887728664022752,-0.07783623487294952,0.02455790129654203,-0.005906147639494176,0.02493789518530887,-0.01390147907837751,0.031397200794767044,0.006968447463863394,-0.04222163982130515,-0.0582496924996019
HSP90AA1,0.060056551097722344,-0.0572510130682265,-0.03695656531280271,0.030395321961711994,0.055222740905432735,0.02860104434697839,0.011520867592042062,0.007573305953420616,0.046663107073741696,0.01775805314117965,-0.03246777978522085,0.08604797011963096,0.03504313342370591,-0.03740832470347425,0.03498152509580625,-0.014652136202207405,-0.03435331373975411,0.016916796561018247,0.03483566154921374,-0.02694583043069046,-0.03303091744900444,-0.08469897251194974,0.04794126888433093,0.0021284955742355977
BMP4,-0.019648230448310322,-0.021639101442008937,-0.010240886042725335,-0.014015222175024121,-0.0347406598665055,0.020591439318681085,0.038300282451973006,0.006272879514951614,0.013419536051249518,0.08746400319003288,0.030959545878827256,0.0040237536779850255,0.03822074576849475,-0.01076407881935892,-0.045795303771131654,-0.08245343333880226,0.02369713421447626,0.014947301784748016,-0.023477189934028267,-0.0020983526170346737,,0.01087063565490812,-0.007774104193037139,
SCGB3A1,,,-0.019352444913330463,,-0.024699355638325274,,-0.019552527028889776,0.025301203865405564,,,0.08440750218816356,-0.028880069877675274,-0.018048754980225106,-0.03474366317513707,0.04323207755708578,-0.04905864719319469,,-0.029474366469851878,,-0.023883359425022267,,-0.014871605373910472,0.04799424141429486,
IGFBP4,-0.03774753362891592,-0.07724990679811966,0.013388336068842575,0.024372244119631355,-0.020571833469200704,0.013088070869980869,0.055008169741503375,0.021740523300895768,-0.010922508636924273,-0.056805265241583205,-0.030822307048315994,-1.9163223491073148e-05,-0.009642192301642101,0.10674898021780106,0.05675825178231344,0.15743316030852075,-0.029754604944797324,-0.00265412222741858,0.04304701401602062,-0.021431277282766014,-0.022116359474595955,0.02792644555146884,0.024259136296673537,-0.024999489516599156
RSPO4,,-0.026312182492500537,,0.009343876424162605,,-0.006381660340897071,-0.006631862899160112,,,-0.027842496852442368,0.009106865751252366,,0.0036098521667786705,,,-0.04485696079809512,,,,-0.01608442615284624,,0.03532122443969657,0.12001026410700952,
LEFTY2,0.006039481154843672,0.10424815971782479,-0.018262395526889224,0.08436997818838289,-0.04874966723608811,-0.03242292448453524,-0.001910528942084152,0.06344251011400379,-0.031232345253255037,-0.05094212766488074,-0.021473227918407178,-0.03043410421043105,-0.03193093827771615,0.020014948640554055,-0.00724647903416187,,-0.00390948057344471,-0.016438702023815602,0.007110003239777585,-0.02187375693660721,-0.05748381730064431,0.04830440712529253,0.024849068820742094,
PF4,,,-0.020075055075773045,-0.012026457023707748,,-0.01896779196977267,,,,,,,,,,,,,,,,0.04227994685113359,-0.02405845174463843,
ANGPTL2,0.07557002374774045,-0.012027783211937579,-0.00466094600038929,0.0064564055191525666,-0.08958676070169017,-0.009695641077995554,0.03306621157456443,0.044010839440140455,-0.033115759388914985,0.04313649401616032,0.038054404307686536,0.02152522940913199,0.00455721456851982,-0.03339007355377183,-0.029884806005816947,0.06864391098735374,0.09327289724918623,0.012128508357111519,0.03158311919392662,-0.05480282043819488,0.06592064939012701,0.03648335343436657,-0.016260445686551668,0.0567104359747175
LRIG2,0.038014642396354645,-0.011419348663904186,0.007288604719798619,-0.01589228810785836,-0.06883400071027364,0.005056793851911872,-0.06747923880861947,-0.028536288337939,-0.006106980838661963,-0.007154993650192164,0.031909514387865885,0.02189695199949658,-0.006732443924013023,0.06843810481490738,-0.0006112125379687344,0.014826826516933553,0.044428724916686944,0.05388485563500646,0.030320866314813497,-0.0023404346233961686,-0.028777397436894354,-0.012967687816770768,0.0010499404502704347,-0.04389378321537012
ICOSLG,0.0019308446840238303,0.09180922141257777,0.02028729447908742,-0.008988335190610677,0.0338717530657327,-0.0092514520171481,-0.029768353423950747,0.07369103305623077,0.014429611998000904,-0.017625489253879023,0.0019641835335085754,0.03158880327505327,0.07799934522310484,-0.02296447947873982,-0.026368257504074517,0.1753216868504098,0.0340382251385824,-0.005857492382197796,0.015221391586579258,-0.030378779800282363,-0.05808455089186775,0.04571677043697135,-0.025584714939784176,-0.0037212144984019387
WIF1,,0.06584515584667286,-0.016758431781121196,,-0.011583862505283529,,0.028015763099248914,-0.04411043967431775,-0.0027600044559620896,0.029469681853128798,0.03129352316130938,0.054431571612739364,-0.026559304914238663,,,,,,,-0.014952032077245896,-0.037778639456192586,,-0.044146744926353426,0.07931023607771287
NPPC,0.047077274799764424,0.14731245845932034,0.00817368383872596,,0.15662261349041576,0.06130796714201112,0.017174262969065955,0.001078084508826509,0.0075393453399941876,0.0008279887681389164,-0.027215867755841082,-0.01891695200672961,-0.012615893220773569,-0.024874570913365486,-0.025322593653066175,-0.07817171332379491,0.04106138618205959,-0.028908470313601654,0.03535712414161642,0.02638198172412266,-0.06448500529545824,,0.0823434415569304,-0.011337799016905755
LYZ,0.030372999773946984,-0.0007763522361587498,-0.05575966192782492,-0.03686759735082782,0.08433240744519435,-0.027416424719078965,0.012135414910897618,-0.005485437081561621,-0.028849521694390153,0.009514530207493294,-0.0038755361323768228,-0.04652979921921702,-0.02591511777662655,-0.021299688826072704,0.04266617645501568,0.037092698056264445,0.02155357826582495,-0.004492647180923958,0.047432978308370774,-0.005936705008779077,0.010904323068492415,-0.01485802806941289,-0.0710669890009348,-0.07757919937768018
EREG,,,,,0.10423225286635024,,-0.03175683435158446,,,,,0.005226975795564862,,,,,,0.06325403140953303,,-0.02003342395792856,,-0.03203087858662382,-0.02769840486036227,
SPTAN1,0.06117185863725535,0.06326254886333857,0.08103742957981835,-0.005101657290370325,-0.02088423879025616,-0.025149480567924487,0.037360958502850566,-0.0029768772398246794,0.004981746827791035,0.0022624460960730362,0.03492013537416297,0.019449325611969305,0.04228428502007278,0.0014499217699040971,-0.007656019033412362,0.01155440222215321,-0.039736758660945136,-0.0034445609494924137,-0.025099232675482582,-0.054300338695174824,-0.04928584002488304,0.02431351457382006,0.02564657552556347,0.03489003695428185
PTH2,,,,,,,,,,,,,,,,,,,,-0.025579595979983365,,,,
LIPC,0.05343058946284505,-0.01262811269874519,0.03229084181724235,-0.018100460569545656,,-0.03408653484061402,-0.021848371411673048,-0.01611589146934138,-0.01359041777120142,0.025686973309340652,,-0.03508350684400262,0.003355497235038179,0.000969530627525805,-0.04514817647910883,-0.04278623730409456,0.009587177693507042,,-0.03022830373585178,,,-0.020251023050727162,0.02907509337284656,
COL8A1,0.08665334917489055,-0.0332955702767752,-0.0407347743233902,-0.023570504556729106,-0.02884981221458544,-0.012643452782526734,0.00431357242259618,0.06542534123258047,0.0304588927194355,-0.046428571013507634,0.008028223707522073,-0.04355086749544808,0.0032697629578300135,-0.058263348894841575,0.15924264552668704,0.10974017517092922,-0.07492369388950942,0.010867643448144542,0.056330793138055724,-0.017960326829054546,0.002389167324392673,-0.011205940697825607,-0.0019116111008033562,
GSTM2,-0.0374434647296879,0.0023612038697694735,0.04786665603941305,-0.0139285693130507,0.022569940845193752,-0.0365331592745574,-0.010836819543721253,-0.00787685969095325,0.05682593519125123,-0.015136494026213825,-0.019064837225129652,0.0404403804140883,0.054752511529492245,0.019472818207904048,0.0453343000088443,-0.03622059782969106,-0.05124283563920765,0.01231191340162493,0.05713923669083714,-0.00939112126275464,0.0005175588420069684,0.05436031976803459,-0.016446210382301464,
IL4,,,,,,,,,,,,,,,0.06346154381624097,,,,,,,,,
SPX,0.008350001984481248,0.07082437862025309,-0.03974964756558321,0.00100984514028672,,-0.005414161906541184,0.012229019174998863,-0.07569132632110391,-0.010930529605728191,0.014544135930266714,-0.028345116291271143,-0.010559350166944795,0.022319896921536884,-0.0329760153683097,,,-0.045188002488579994,-0.019524696839508453,0.0548285713455255,-0.005894782138595927,0.032085903251213306,0.16863327072280093,0.042630396212874004,-0.004380924971317797
MFGE8,-0.04365019173299751,-0.07385451301280511,0.011968703647843498,-0.01961143189776158,-0.020279808590313007,-0.0603532023506183,-0.004954924279136107,-0.020943611055817053,0.036728506390968044,-0.04405372786775567,0.032590984789686084,0.030325593175512217,0.020553030128781798,0.06058229251175738,0.09179286973667292,0.17206485156789825,0.00019240073609626195,-0.019379848657602228,-0.022069314243265057,-0.02325263022294097,-0.03800012085329629,0.07292337804596452,0.007363344231190432,-0.08438179522405806
