,UKF243,UKF248,UKF259,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
RAET1L,,-0.012481864364389207,,,,,,,
NPTX2,0.05097087086772337,0.05156220261366453,-0.040995600940596316,0.1480696885555806,-0.05067165767168205,0.010250882349223611,-0.1273376078172929,0.13009363654990375,0.015627360378678554
FGF11,-0.03401385862637853,0.03599828824450412,0.042868618352677676,-0.05094741429747198,-0.02992970550651947,0.06805750128209756,0.009459577899214285,0.14444031223106665,0.13496613384041325
CD59,0.07725260227523546,-0.00434938850763781,-0.08980091169461846,-0.038155510655172,-0.10679856369252874,0.16964759440141572,0.1894356670164436,0.10294215942807397,-0.006648634382463342
COL9A2,0.002733504231230004,-0.022743813542415156,-0.038741071376214194,0.019490024083764625,-0.007399405827860471,0.05278098696591424,0.022367159733047218,-0.06446160960749475,0.004922495705282135
DLL3,0.0420971193577363,-0.03203652547575427,-0.11059901496510219,0.027679347819721267,-0.09760266784274396,-0.06867547640874833,0.0045287390750159045,-0.15732598503672102,-0.04883721166578682
FGF5,,,,,0.10959506886111094,,,0.17515293751504477,0.14906266458883274
LIN7C,0.09471710336987645,-0.03199864056693101,0.013426363781769242,0.012424394939971111,0.011849752054964129,0.004597084264635478,0.09176402062017348,0.06331635869636866,0.005561944657987063
GDF7,0.02631921119763417,0.06394195135180761,0.003071224624310643,-0.012479207752006371,,,,0.04218319439816817,0.005188365980499472
PSPN,-0.02056280287245135,0.015042524190444235,0.05426626667640766,0.026584895201290013,-0.00015766172996621607,0.04245452705334433,-0.05538071556939416,0.12125676214958803,-0.00901743349649353
ANGPT1,0.04074696395342156,0.016403055326595313,-0.10153834643395304,0.044749194107528686,-0.14614015533357722,0.0526137863764943,-0.021467453991931985,0.12753140746577757,0.06508051536355129
PNOC,0.04584586588603185,-0.011201602547294793,-0.010832109287439376,0.15976944108023208,0.034852221325056,,,0.04457294848269338,-0.07673149140846915
L1CAM,0.013322165378453776,0.015436655219361516,0.0152263159211533,0.05711004131058844,-0.0642836241288994,-0.08821511866271986,0.0973877166977675,0.03942991705106056,-0.1341687968071263
APOA1,0.0113868103594055,0.028778288783884307,-0.02321037907072111,-0.029510877286616794,-0.051261559629782336,0.049211954801487046,0.11863411571119897,0.03347556077230935,0.03599082489536158
PSEN1,0.059431454803977074,0.03030295844031116,-0.015283477024655618,0.011173354713800954,0.014549761009462666,-0.0011221971688621674,0.02258074698644925,-0.0009488971274533502,0.05755417378993911
CALM2,-0.0008846919811584649,0.02533484376721796,-0.1256328185348139,0.10033270609272395,-0.17985802297465925,-0.08095517787102965,0.0055597712336640905,-0.1707917920892478,-0.18758757790030398
CLEC2B,-0.04006728920578869,0.019623678711897474,-0.0013094554941021738,-0.0029402941992969825,0.012306461561305354,0.08598254471373606,-0.12306379791064817,0.13325402997970634,0.04480596620009625
NTNG1,-0.010086671668683881,-0.02372562796723327,-0.03217229820480899,-0.01777366250725795,-0.1214746587508374,0.09761680565251227,0.15242441023790781,0.10556668334607337,0.14681870206235575
LRIG1,0.05990468471637796,-0.033956075798848184,-0.0816811815888289,-0.021312148776129473,0.21780460623589107,0.008995929316154618,0.061555000457830036,-0.15213258355977347,0.07985008782095387
CPAMD8,,0.003858443841512704,0.03023165589030609,0.012221221485929927,,0.04105696452263271,,-0.009715125719118058,-0.02701239900457022
GHRL,,0.008354042238269072,-0.023957874511333334,-0.022946430323645416,,0.09510485570952186,-0.030736046892249323,0.05790175238701253,0.010911921416133508
NPY,-0.017870116006018795,0.061514955854758274,-0.05312310702370618,0.03042534971214451,,-0.054427965840803824,-0.017349783528799664,0.027905218991575494,-0.11508972789552957
MMP2,0.03128984344812529,0.047746446149187285,-0.05477371808220948,-0.007474148962108294,0.31109947547856487,0.16187720260773833,0.09058665299034623,0.005052309966469775,0.046829817254622985
LHB,,,0.02288833225926782,,,,,,
PPY,,0.04431233470173703,-0.031382402309794416,-0.010857985585200427,0.0771329432155624,,,0.06474750049995215,0.08816817798874838
ALKAL2,-0.025656873899595457,-0.023407775954370665,-0.025411082553973265,0.06258180032194716,0.08979454064191592,0.017632340250760437,-0.01704400112399852,0.08828301020883272,0.17064896571718655
CSF1,0.10744011148442144,0.010690630210140868,-0.033122707037845735,-0.05341060195013019,-0.10426683530024582,0.11982002345640493,0.04495916236605635,0.04333558807875415,0.19442074507014923
SEMA4C,-0.0019929249454709763,-0.009600535744963763,-0.03562426373881868,-0.014067414896080722,-0.04039163378773244,0.07227661822467021,0.10620143546230108,0.1542415451922703,-0.005327222371137009
BMP8A,,,,,,,,0.0002625195888295995,
ICAM2,-0.03819722060367445,0.022088579347983067,-0.029079583407110636,-0.023157143649051165,-0.015005275988110127,0.05293731823624673,0.15665677013703996,0.13496727873976172,-0.13213046609759324
SYTL3,0.02440471228386128,-0.05004809320134378,-0.02573664966123182,-0.023912038858074053,0.018724420455432378,0.0603270065714519,-0.03897872870495327,0.07490399696025787,0.07952771838958304
IL1A,0.0324502582546904,-0.010557720302485684,-0.02712214538418123,-0.016036511737311278,,0.033417280748682825,0.07695445250875116,-0.023516084887988457,0.039093760030401395
HLA-G,-0.014726647136528674,-0.01920660881260403,0.006139964763668942,,,,-0.11314794990268343,,
PGF,0.03413472608441283,0.00392281370257048,-0.05975189629854691,-0.047875136844391555,-0.06212140970213044,0.09165855606099263,0.1580850373169042,0.1105429545655043,-0.03233386565024782
LGALS8,0.009548336747052594,0.018942225651919064,0.0168084438590843,0.04193178481257581,0.028758311047561845,0.09822911530487922,-0.04055472235448967,0.09378557802574826,-0.05578162349382306
DKK3,-0.011531925442205953,-0.012140299939201966,-0.06761457952275468,-0.026777656099140817,-0.13903460450170174,0.08413530375158321,0.22510944500388633,-0.03015418752015877,-0.27875785404592046
COL16A1,0.1347918409121704,0.009831724586588396,-0.015618424867678003,0.04819480607793052,-0.0025990255409600394,0.1510623560971826,0.16071578965338196,0.010106097300659119,0.09455848487441114
TPH1,0.06849833046833885,0.08113418291551105,-0.025111588431149724,-0.020460558407818626,,,0.07065276179595419,0.16001167031342778,0.08955988690314047
TNC,0.10024421814832019,0.05015119846268386,0.16620442841958236,-0.07548592734093286,0.24988565432583362,0.11752091358130824,-0.051295939611160406,0.34031124879610375,0.27063308305587425
TNFSF9,0.07333692555143645,-0.025077353535732438,-0.023736630543017945,0.06457962600651067,0.05086463842218881,,,-0.03138338633402585,-0.00922143323162012
C4A,,,-0.03057045392865157,0.015574817286211734,-0.048685506829927415,,0.08674627501446516,0.04132934883554983,
CNTN2,-0.07542402645080282,0.07293337940933912,-0.008532001162466166,-0.04953173481884612,-0.017257542859693557,-0.09116090451221158,0.10510198391022972,0.06158426411679219,-0.21711246531553222
F7,,-0.013758079610717754,,,-0.023754652661370584,,,,-0.03064722167371173
LUM,0.008363126786422136,-0.004838038762556801,-0.019693945532508077,0.014394650447622642,0.037529217855425984,0.10646656943267513,0.2301447641054929,0.09016938386802589,0.04119793519570364
BTC,,-0.012481859165291542,0.013883555068949645,,,,,0.0864658951516963,0.07819866189452374
APOC1,-0.18830330948279908,0.03940200772684519,0.006816727865415681,-0.013152964262985796,-0.23044565916738224,0.169032810789087,-0.08073040555363013,-0.13703057475284167,0.040663202939438585
PKM,0.08905176020416848,0.03630390874393076,0.17095327818951944,-0.01509816481349556,-0.132670515608681,0.01955035865920099,-0.04962533763767667,0.2646944341364029,0.24317475389461712
TNF,-4.839962614041625e-05,-0.010401374647794032,-0.01745875803052384,-0.05244474077404445,-0.027310743678916824,0.09214351249889328,0.08068564562266402,-0.021983382225159116,0.033269786109938124
GNAS,-0.05216690029604658,0.04605257580217824,-0.09398093849721023,0.07646647685359852,0.23172216364597595,0.283612112561178,0.05160932318290236,-0.07581118409930843,-0.26722944908908935
BMP8B,0.03609885819793282,-0.010824950057041474,-0.03948329709211045,-0.027384379436839273,-0.07906983840052094,0.05514410743933569,0.04604028454003277,0.18019443993697115,0.028162111076565247
LIPH,0.026623836718797443,-0.014102525232432148,0.040337095112432726,-0.022161307688683768,,,0.005047827644821727,0.00017840922947206996,0.10492886380483858
CCL28,-0.04599837913224559,-0.019836955992959433,,0.058760405861456595,,,-0.07705489474443644,-0.026370728681599738,0.07049608826290711
PTPN11,-0.03670946991636692,0.009646017283824767,0.02791170770181264,-0.030720138978759488,-0.009847720475116126,-0.05127448895831071,-0.04517939403329933,0.04621004367936895,-0.189628151344156
ADAM12,0.11485378035156855,0.00848497386044011,-0.0046406387733509205,-0.05731483087708107,0.28373214988698486,0.15140541351957296,0.18221872832766037,0.2153700039842844,0.12852076932566253
EPO,-0.0744605066373399,-0.018949208675427893,0.04215968634842878,0.062463669962217805,0.009087463618950386,,,0.017866996664802477,
EDN3,0.0743123810154872,-0.024565930514588823,0.0052661491540368435,0.006974736668186527,,,,-0.04250758511236987,-0.024202683579301786
CCL22,,,,0.021738904203018803,,,,-0.02208369818475108,
CCL2,0.11804828598477883,0.003218291185018239,0.018782244185005723,-0.046524185093705844,-0.27565789921761674,0.15022741102321044,0.03856676790922054,0.149007456835583,0.19056185897014366
DSCAM,0.08516825021676779,0.04825577661860105,-0.02817350833447591,0.08968606677034534,-0.09816405376885472,0.08182166772732094,0.06451190730117677,0.03400391683908385,0.04036676371672765
GPHA2,,0.07098099389630005,,,,,,,
ANG,0.00718102961368624,-0.007727383277250997,0.10227088706382947,-0.03643281821406705,-0.0654589715219644,-0.03610018138835742,-0.07193421985538007,0.04129588789795857,0.08576389527044789
FBLN2,-0.03334868865376104,-0.008704856938272583,0.030708252741870393,-0.01752959752349983,0.04617172135170745,-0.06988732764554267,-0.03871559016926256,0.10747174267304545,0.064222571920373
VTN,0.1336105929706803,0.028286230118466343,-0.02633585165169244,-0.015247921050527215,,0.027290167410315265,-0.041102971398816864,-0.01961210745423975,0.06334569829188338
VEGFA,0.024633339210349516,0.011517622040985845,0.17141501869520076,-0.04346898717051299,0.11419174678799067,0.11763603582929252,-0.12776364261014458,0.03152706299908886,0.2594155621293218
F10,,,,0.042290987073488474,-0.06542199710043102,0.07921609717720016,,-0.06534744518187419,-0.002008270167346343
SERPINA1,0.0629955889284094,0.051779307325934394,-0.02567099179360274,-0.03758101382058994,-0.07688688191136646,0.13963204823418746,-0.11964723026597876,0.10741471257425897,0.00631190698586427
VWF,0.03579508085962039,0.0035244009993297605,-0.09696666289767104,0.0018823449255659487,-0.023463950922611224,0.03529713315058219,0.14607896728851066,-0.0625245134713803,-0.20833243491315712
GDNF,,-0.022085576054597798,0.013178675762286674,,0.07308813152751656,,,,
VASP,0.07976236335250284,0.015571982381148573,-0.009313611566870305,0.023325258433370806,-0.15260608240384882,0.08968588401451856,0.03885518589747213,0.1883688482505026,0.041498519706029476
ADAM15,0.03621690321648518,-0.017357028614188398,-0.046319565814642034,0.03854546949237657,-0.014715044639634316,0.014625150851210394,0.08821745327618596,0.11510024993009058,0.09819911172014233
WNT2,0.019902359043818423,0.04446670314855363,,,,,0.023318672262792866,0.15127056449135579,0.06424646268148056
CALCB,-0.015099047470980646,,,,,,,,0.05590026777587177
OLFM2,0.07444680271988353,-0.013964843478751918,-0.05328234079905074,0.07139482083535421,0.01621771667932983,0.0018119145998266232,0.044835912660282966,-0.027473126431102408,0.13466406155944466
MFAP2,0.0009871443525015643,0.01841193894815184,0.044730117326148275,-0.001753194551580026,0.049635147870259695,0.14601439639891262,0.19605425519625744,0.23464087118159196,-0.018820904633848203
HLA-C,0.15858086010082573,0.027033032060208597,-0.0013543245360640127,-0.061593731267525216,-0.16448235177633866,0.11803749303402741,0.03426977257332516,0.06348072719644718,-0.05250056526441717
THBS1,0.07460308299057834,-0.01611115166934996,-0.006114909566170847,-0.09164297475915614,-0.0899489623109976,0.12971196109475006,0.16216433354824766,0.15138396882432906,0.10910909413127681
HSPA4,-0.03422960981837839,-0.06000648779247793,-0.02739544232645796,-0.0021932977696400326,-0.06611341105364871,-0.022830610040965534,0.04124972064450312,0.03683534120811746,-0.054255189592507934
LMAN1,0.02149391251704106,0.014197498959223167,0.10052371125039604,-0.04534774160773467,0.06617191699893306,0.08243256733898623,0.050294811149038846,0.17500084782391345,0.1261031928114308
LYPD3,,-0.021513953111210935,-0.028948313248008218,0.02791946300625809,0.03395132956119289,-0.031020592740442117,-0.05985942853547198,0.0438209505754236,0.019208620061816877
APOE,-0.07700207817633987,-0.008530646818929372,-0.08766110350234976,0.021944237162165557,-0.11867872911811861,-0.051379893945490744,-0.032154025102801256,-0.13906584149718315,-0.19975828236879734
SOSTDC1,-0.0222002706082927,0.045809746306007156,,0.10058135875075862,,,,-0.024871921254997754,-0.13210281208475935
ANXA1,0.05435790613481882,-0.009244697830904085,0.016480036181171498,0.06295392828410835,-0.19388765327213361,0.07417807284699038,0.029850229339159495,-0.04316860369794585,0.10962366928891783
WNT2B,-3.094400991956206e-05,-0.01729215852124558,-0.015359687543614246,0.018781028574647907,0.011370581143912544,0.14172085227063497,-0.049258786515326516,0.08872215451382513,0.015892703815334877
AMH,0.028562029504721233,0.0007084064680913327,0.01931682307392537,-0.007106784341227946,0.02637571273598762,,,-0.02353576189480596,0.030724097013625506
GDF10,0.06680698319890759,-0.016322188479135774,,-0.004136507206079752,,0.09778683407811696,0.10960833209132106,0.04738010697152762,0.016724654764629095
EFNB3,0.040997462982281734,7.329652978438602e-05,-0.023175021637650284,0.05292297763593643,0.05493907134608856,0.12623440358765378,0.09590810038082469,0.008829600324072042,-0.11258344478478842
LTB,0.0011098862403873641,0.021891360040415715,-0.03586594595163679,0.052682370649092654,-0.01093020926244129,0.12607743145200356,-0.025835984602621626,0.06837236066303665,-0.04615080555157862
ANGPT2,-0.06193489270055795,-0.004102644488858549,-0.04574631318386464,-0.08190520788447073,0.07126452378654076,0.11934436033683743,0.14573887016417653,0.10215457258225413,-0.08323283665935059
ADAM17,0.053147002618552736,-0.01756342516966111,0.030215656046966077,0.013569534413401335,0.03166368597039408,0.022169715959444062,0.021170048806906882,0.03506332050712171,0.08804880507547037
LRPAP1,0.0316944106625743,0.03260952503760419,-0.04461590354655446,0.037519053223942674,0.04273425915174562,0.09141213591145061,0.0145724237141476,-0.026475701694761263,0.03520907392083562
NID1,0.023995833281960352,0.01695479097709457,0.0065342640014213645,-0.02181266984961252,-0.09311715742153476,0.12660343166177443,0.16633001678590184,0.10888267131286244,0.013971563693301482
MST1,0.0430026104357422,0.1183646859355028,0.031367000226277135,0.023401040403851634,-0.0016863569684971763,0.01982607031936028,-0.03757892805913993,0.0953564490226362,0.13527160559135434
CCL14,,,,,-0.008092203011712203,,,,
IL13,,,,,,,0.08561392840387587,,
DCN,0.03594314628416456,-0.0366022495974035,-0.0699528819660009,0.014855128683691371,0.03900474646039307,-0.00767401537545629,0.18142072736989445,-0.027793608081970712,-0.08562881212302063
IGFL2,,,,0.0020499811460167735,,,,0.11041836398382633,
COL7A1,0.0244575589331708,-0.00929782829359993,0.035227252529555476,-0.034196703315596697,0.14613930137636919,0.18163882007121931,0.09349003686384307,0.153443287562613,0.17755088904610097
CALR,0.052306952428693196,-0.008579495598975558,-0.008516357040041046,-0.019563289162007818,0.010498920066552822,0.0671041463386176,0.06646916938802125,0.10781184921640817,0.2208396450366854
PIGA,0.029407716658576753,-0.020126500188397862,0.03697888088966579,-0.06263366449035389,0.08068265424594408,0.03354174911047723,-0.03950267550009035,0.1500282690323418,0.1384319548732477
CD200,0.05054692633206571,0.04348515872952132,-0.014507775712931903,0.04620964759731711,-0.03638618250370398,0.056529137217157896,0.04149310842255274,0.06562763202599001,-0.15378657603602688
GRP,,0.025689532674474987,,-0.029687527953374305,,-0.041422142841259314,,0.087638447102669,-0.04148179470507719
CDH1,,0.03880269224553294,-0.016559324147628864,0.013892768613033605,,0.08076565587546115,0.012056645325995062,-0.04703806071056744,0.08525171405670838
LPL,0.04191809629016982,0.04395418776743862,-0.03509991336811766,-0.1389017490001783,0.029615119584224338,0.27575317405027866,0.07351403608091596,-0.12471560812984966,0.29494731660066104
SEMA5A,0.018856330077639247,-0.0015791804289920853,0.052421640848820374,-0.039931740742968104,0.10579517027743773,0.05310409749436034,0.08156544633081791,-0.16652235960828565,0.023781219587375165
SEMA7A,-0.09084935420422782,0.02539632440735637,-0.040696096967534894,-0.04948718845061434,0.06674548820135283,-0.005540691910228897,0.09103121823908683,0.253569515436142,-0.10373892463239036
SEMA4G,-0.019230760172280866,0.10222289844277634,-0.014841418049451362,0.04976358240430254,0.005230074576118914,0.051878042022616276,-0.08186076936718499,0.07137156866580746,-0.01898877814953542
SEMA3B,0.0406421376203343,0.03362729380617468,-0.041716381949948,0.02672775585858529,0.024234850011954554,-0.10480148321592812,0.1466316473101683,0.09258315279850275,0.08719783617453497
RPH3A,0.02899664904046057,0.007459215597361226,0.004415901237030081,0.0034097206119660054,,0.15988693821249741,0.14332524447599618,0.002019547106609019,-0.07347255548011127
JAG2,0.01946734472203481,0.04981907640265238,-0.03598432319404202,0.05728416393379946,0.047979348528847464,0.09306671351697705,0.04618809599069409,0.13563638923133314,0.06100682641262875
CGN,0.014826116801196509,0.013690604392653065,-0.001969039164724505,-0.004651382493294809,,0.00908880725855872,-0.011353463335518232,-0.025431308386445084,0.022744225084825653
GDF15,0.02741189485250029,0.024679988486342137,0.12055524804077626,-0.1134902430857515,0.05371633599284114,0.15161331481688936,-0.1047088488118679,0.177427005130395,0.22559476372512893
SEMA4F,0.004167541972738415,-0.00036582803161582054,0.05768628096890117,0.03521182974472302,0.04453981249422256,0.1105049413450144,0.13757334244749908,0.13332113528619172,0.06595115407626172
NXPH1,0.058530706325508115,-0.04513962532388605,0.003322842684031028,0.03699027435761644,,-0.030288826456760884,0.039373788775970725,-0.10451634079836929,0.011750510551829848
ARF1,-0.008230832925647066,0.026133938971296504,0.03484788210716705,-0.01066832621704815,-0.09558705955188143,0.03488563430938883,0.03649986119825721,0.09169123340049501,-0.04453180166850432
DSC3,,-0.01189505706817434,,,0.04559055991058716,,,0.009385622540819857,
EBI3,-0.02491123028426983,0.006283808660142318,-0.024855372934067005,0.008672204744535087,0.008982624524331136,0.10089775888076459,0.017355805186471715,0.109370373983474,0.046574529253579626
TIMP1,0.048560593802587544,-0.0057729449775182195,0.03280683359309983,-0.13937690230242814,-0.017772566365700817,0.25595228041466567,0.009552180565300343,0.1371751250516604,0.16793140644168297
SEMA3C,0.017279862041348723,-0.00782686808709971,0.007712516826098622,-0.017069104694491938,-0.09959311604220095,0.1417628836369822,0.06198402217485898,0.06797356508400935,0.03859967795106772
GNRH2,,,,,,,,-0.001944835333085908,
GAS6,0.0032468215174224217,0.006765495962734984,0.011822057274959672,-0.036944992832191395,0.042444362420349026,0.049221058253215065,0.052833123583932565,-0.12325449015177105,-0.07278347868974543
MEPE,-0.02795938835797824,0.03984254062875065,0.015925115221277545,0.05030278007400207,,0.08080898063360425,,0.06154637078602698,-0.15028840834518886
SERPINE1,0.09431926177023076,-0.012249229037531848,0.1367835249258454,-0.11075004544517061,0.04637636640639456,0.27264782440856083,0.07412297806115117,0.20454717813328843,0.2801863647659775
RSPO2,0.03530594144131439,0.03454289504856109,0.04320235849126341,0.00895813616008418,,,,0.02399159411540454,-0.024912302082223864
SHBG,0.008054750704572247,-0.015407615027745956,-0.024618164427611857,0.07275047489771556,,0.10161453096630167,-0.052617583144816404,0.06960649308295412,0.025398330002888304
LGALS3BP,0.0761074501687303,0.03893352162404155,-0.021744434866759765,-0.0956487139821676,0.07356851547559944,0.025984850745709397,0.17355171419160004,0.22390123965457395,0.2688598733350622
LAMB1,0.16395813879612248,-0.007322798552629425,0.027753749830010662,-0.02837616681374165,-0.04091702234358961,0.15082655467014347,-0.008887490551135925,0.16233209316617891,0.03356582589648156
SPTBN2,0.06039617728713053,0.036469281358758356,0.01851413223132257,0.04871325751818013,0.021206921450256544,0.1856655516897898,0.048878422749131706,-0.05754239371339148,-0.09001192822283319
COL1A2,0.012429344735661867,0.0024937790987295083,-0.028829580618763735,-0.042680159480538375,0.35081204020750073,0.123847184059696,0.21672845825386503,0.09341060671822755,-0.0068176154882566556
DEFB1,,,,-0.024488495959474714,,,,-0.009811450706878297,-0.0240249507340549
CEACAM16,,,,,,,-0.039061350193658397,,
SCT,,,,0.03899477442159174,,,,,
WNT11,,0.023503357257648735,-0.022815283984910385,,-0.017721553833047077,,,0.047328146865855916,0.0037274514500298993
LGALS1,0.05996902043730587,-0.018889867770718733,0.14478568610462694,-0.09776256081983614,0.08855287409814012,0.034139646650616584,-0.1751661843320702,0.19800162773130842,0.27234321776428105
BCAN,-0.023507934482700825,-0.030277081388875603,-0.1466865663976475,0.06109189127602287,-0.05896028142742057,-0.1972575332562086,0.15873580669466625,-0.2278579853078722,-0.08278434456917493
ANOS1,0.08189935262641475,-0.0074936549642668675,-0.06446748055699428,-0.0199066491668201,-0.04897146135482071,-0.002018242680005822,0.04328842105158994,-0.05780267709829044,0.0001467623264899443
EDA,-0.02147447711352123,-0.01248186344196818,-0.010927431204763027,-0.0184122523369785,-0.01521096740944518,-0.06716672075038599,0.04263400310181866,0.07457355192979409,0.04051202535316634
FGF22,-0.01288876772198356,-0.01774925859504887,,,,,,0.06860707172262323,-0.007998658822236769
SHANK1,,-0.017049478743226498,-0.01866111232869105,0.060287516401827515,,,,-0.023120918456449334,0.04792940133206725
RAET1G,,,,,,,,0.018184415958287074,0.028398299960153986
TGFB1,-0.017249577743357378,0.08472446512572449,-0.05433350533519997,0.007542336402495303,0.0053397039578737026,0.023404587826214723,0.041704240612381684,0.08193441954874335,0.07885751029857371
MSTN,0.04833484733300119,-0.019245491924084767,-0.018618527078463846,-0.007957749601006028,,0.011873586988968813,-0.12429373513747413,-0.005045452235563678,0.07121700204554789
WNT4,-0.04714928151725051,-0.011487901437692214,,-0.010553101354714512,,-0.016827461141733866,,0.07969510301096086,0.03915957863510005
TNFSF4,0.03698396588191043,0.026332328099686317,0.08064593406259359,-0.005856773428450198,-0.026091366702988932,0.1323568294224921,0.10796309026280736,0.07211823632207091,0.237705032462353
NTN1,0.07714236980221786,0.019806138045716903,-0.05775947758216357,-0.07869618421592944,0.15331362885392402,0.14709297447691377,0.13626868533031636,0.07712544436823876,0.21843394324013726
CXCL12,0.03703897404683712,-0.022048648497077522,-0.05508584444766805,0.016512026923798724,0.16179287824626346,0.12737415048704792,-0.022304343034537277,0.1476318634250071,-0.07253601238818586
GNRH1,0.13486312263139905,-0.021766050867438026,-0.005618611852094291,0.0036168559788022927,-0.002187578149893128,0.05076650561685915,0.06262481879348308,0.12527078829832725,0.08990168785468462
RIMS1,0.03271986764263241,0.008440551458357544,0.005023413076630255,-0.013754516696793123,,-0.08413198349614737,,0.01963630984613891,-0.11898196928606565
FGF14,0.07159651927708958,0.021137933432810316,-0.013944889329733654,-0.020845713513478813,,0.1292696873739145,0.04471648410851408,0.0932074456738204,0.042489305222451444
IGF1,-0.0095622497704827,0.011302814440247905,-0.0366784115123322,0.007249920314345048,-0.0772056076066051,0.0013179640029002682,0.014886338786238778,0.10821362810262618,0.09396429263130797
TNFSF10,-0.012813349475501262,0.024322815228959807,0.042509536288040356,-0.0134138385133082,0.10708426094638122,0.0762809924026424,0.08595082602521235,0.15417465255212276,0.10775344745715308
GDF5,0.00654771907040946,-0.017611343469541463,,,0.022460652321888357,,,-0.014916913713988796,0.011290831492375033
RGMA,0.06936785963454495,-0.006281964432367909,-0.07215732006174642,0.02804750019444926,-0.08638354545788418,0.019794430740951236,0.04023807387304724,-0.06641561160104176,0.16100205905397255
WNT16,-0.05610860355214264,0.01676566724570454,0.005196851420163201,-0.03142884996201078,0.09087338598501421,,,-0.00867756173598992,0.003278650608394312
CX3CL1,0.053060507170043604,0.016875138036675976,-0.0005468422564111033,-0.0383207200154133,-0.018862005369980006,0.09781824906579477,-0.02258105209925851,0.07241317117513411,-0.08003040265239952
FGF1,0.030298185303453355,-0.028455598042804467,-0.09556024215067307,0.05507603157989839,-0.01943656648857519,-0.04268712325492941,0.09880384759906914,0.045065723840820734,-0.21320106774753403
ALOX5AP,0.033328318403501214,0.026074770187078232,-0.014112338413153866,-0.0017225435891803076,-0.1569199082173433,0.11345677294298917,-0.1463982011844475,0.03661685409601283,0.1697715858188632
IL1RN,-0.022239742231323308,-0.038785563436698436,0.09099503757671848,-0.05550311035153093,0.05847296217403936,,-0.04349707708889562,-0.013907662608016623,0.08978658787488553
PCSK9,,,,,0.007950239777907707,,,,
NPW,0.0360249306792537,,0.037858424956298584,0.054332399604551974,0.08520169535720822,-0.05286950246580536,-0.0167551789792048,0.028091579218818535,0.028108025788365045
CXCL9,0.07299026122319525,0.052746256777714794,-0.021339934287734307,-0.02514340068521011,0.05307709299220622,0.03384508452237138,,0.14159951545006483,0.011029010496141424
ANGPTL4,0.09738625071598055,0.029845861127096338,0.14000440176752252,-0.06021272235563727,-0.006763981228218333,0.07870361366508331,0.0826862500312015,0.2745085943795581,0.24323106360304478
CCL11,,,,,-0.11316349238962188,,,,
UCN2,,,0.035487025786924725,0.013947911842238049,0.01696397797027537,,0.06734193791265893,,
OBP2A,,,,,-0.006680739546379385,0.22152749840372346,-0.027226235471616386,0.03981863050520961,
COL4A3,0.02054097396265384,-0.023083359600962146,0.014922318113046855,-0.03278597157568915,,,,0.03214027307145267,0.014919968519237277
NRG3,0.017996786290814297,-0.0436386929026055,-0.03657648973027967,0.053833813434247015,,-0.01591924525379796,,0.01849493366588376,-0.010343811559709237
IL23A,0.0556798450195659,-0.018819312557052593,0.03552487616123528,,,-0.043055051485685704,0.10603213205458993,0.060736836378380184,-0.002956703769478787
COLQ,0.08220633196044429,0.03525474397139832,-0.0514452814447393,-0.017588986883797137,-0.030410966993246562,0.025781169790136834,0.06267241647443605,0.024320743905282573,0.06115398836285242
TNFSF12,0.04260789330581111,0.024372063331888485,0.019460480305122485,-0.0047589694701209604,-0.04580452390743853,0.03991963009532841,0.04712144714397073,0.010353323924951191,0.06673857319759174
DKK2,0.058340328820811894,-0.019712329325370107,-0.025785710802948017,-0.03615822422709479,-0.11336413966836806,,,0.010945863127230159,-0.06749166031098319
FYN,0.003480723198329615,-0.03811641400624362,-0.052589157097171144,0.05160758861514583,0.10495399058717399,0.05357567390717649,0.03528542352815711,-0.006054737036400394,0.10068079610690947
ACE,-0.015262577061238628,0.0002910199673330101,-0.05378479796284814,-0.016749964080253817,-0.01442475264369094,0.040599093222223874,0.07018572118851649,0.07142622527291793,-0.10870762735159381
IL18,0.03225174288850964,0.04238022123573867,-0.05300664183472745,0.04391860600562232,-0.01352457927578546,0.09338897815901955,0.037504217939529405,0.08230074874893382,0.008343001819062003
PPBP,,,,,0.002601616572832358,,,,-0.0025105244033893125
CCL27,0.0010882221439546624,-0.012481863525824628,0.03131132210262485,-0.027169532462321417,,0.028543450526864918,0.009095534247921611,0.030684093160634446,0.03733456983521266
SERPING1,0.08483232118750547,0.027896309754652057,-0.022017783786227967,0.026498162625631205,-0.22493068648932488,-0.014468647450416884,0.07436823446318142,0.27704796813391985,0.25767292629650485
AZGP1,0.03313466762324427,0.014306896215329934,0.15232714015203308,-0.0823058745698063,,0.17501255803949883,0.12455602098219487,0.2356101492935292,0.21868559374551053
INHA,-0.04556217868798097,-0.023940113368377976,0.023477157177564528,-0.003341674731939539,-0.05145291921188768,,-0.04808233699078153,0.02786953137068134,0.043419556588021734
SEMA3G,-0.05490816856473622,0.03585108817545746,-0.02221006200278606,0.07048595958277064,0.06360642905132391,0.09449661445387134,0.06484355220256162,0.047366611524966296,-0.059275873453792774
COL6A1,0.11502832106233124,0.031029610868312373,0.03930716510833704,-0.02784233601299147,0.35472552845022154,0.16252782239749428,0.09063789276781198,0.18362983262229574,0.06553026280553106
FGF17,0.003219531923874494,-0.03601707255011393,-0.022807399164503406,-0.016454175171579325,0.002523358126380904,,,-0.0011738112492854546,-0.037199176399900405
