,ZH1007nec,ZH1019T1,ZH8812bulk,ZH916T1,ZH916bulk
DCN,0.05834863865111992,-0.04309338956995987,0.016289488344160448,-0.07569490875931736,-0.007594903860106694
IGFL2,,,,0.04385569262872768,
COL7A1,0.12028633956960591,0.02663306314286189,0.04341548150991714,-0.005470411275704011,-0.026097241998770972
CALR,-0.055678588192980875,-0.06488722809996972,0.06974446948248818,-0.03184086051138495,-0.1759527201228527
PIGA,0.07666118322490095,-0.07989832651015538,0.012688797925798398,0.07444123300122847,-0.03529867495719356
CD200,0.04730258125983179,0.048711695116582604,0.05838421389678501,0.01615806784007618,-0.013217546903374119
GRP,,,0.02015120730622468,-0.026292094504785462,-0.04058210134207036
CDH1,0.04674329655417563,0.07587929143684577,0.12029855214447506,0.08184025430140046,-0.05238686297388192
LPL,-0.001255112907464909,0.0226380209266888,0.04237890487627562,0.1238944070590659,0.0058403199686938995
SEMA5A,-0.0070966700764674194,-0.04170508729614384,0.02887944469108228,0.07785692206464886,-0.028125154060049198
SEMA7A,0.03761383018016133,0.010632211036454713,0.02740533166774532,-0.020389313849890962,-0.0753353767059148
SEMA4G,0.0508645801514736,0.013691819282152644,0.05274066422001404,0.03963629950120433,0.06565060823081802
SEMA3B,0.12339734910920695,-0.005114623880049494,-0.033667000623011124,0.03182250535951176,-0.04429957810191527
RPH3A,0.009784348366236725,,-0.06028954542132943,0.06290063478041545,0.012127483007655211
JAG2,0.041303702877001816,-0.0026287410828315827,0.026847051305125023,-0.025439916147417002,0.07816946745148255
CGN,0.014051237664169325,-0.07182225275307261,0.028502379664625654,0.049614713236591286,0.049264041032350075
GDF15,-0.05260627253862222,-0.029464410269239367,0.01465955655023142,-0.011658311594483129,0.044382771267758046
SEMA4F,0.045039121244571406,0.0663236894248453,-0.005239509924106393,0.06049658148077548,0.01096911737577122
NXPH1,0.003751941159894767,0.016270918698776626,0.005730196831100761,0.12304799905608406,-0.07783916482479758
ARF1,0.03983870393543517,0.028339567712196513,0.03478042392539557,-0.007028610505966234,-0.018688196474992622
DSC3,,,,-0.02215817362595608,
EBI3,0.0587847513701662,-0.017918119807958117,-0.05176881748442872,-0.008338745542373285,0.029084725505014685
TIMP1,-0.05591242543898086,0.0402050671590582,0.07338039522458574,-0.04300759284841851,-0.16328807660427022
SEMA3C,0.09177137855293564,-0.01566843016806945,0.035827022556839845,0.029024094621817122,0.033986326099014065
GNRH2,,,,0.06229410438491798,
GAS6,0.025236111245205913,-5.280200370546931e-05,0.06388691359002993,0.003672127745431551,0.03174901886428229
MEPE,,,,0.04926680079622142,-0.049799761923990944
SERPINE1,-0.04430784872827967,-0.031220258512709785,0.03311984873490388,-0.06676595287428667,-0.09561338780453073
RSPO2,,,-0.04254311374944652,0.05301364922269768,0.045348790062391835
SHBG,-0.034203615129897766,-0.045318602913830566,-0.009574447632121204,0.1026428241501684,0.0061510201408143846
LGALS3BP,0.0807501326176408,0.051484076314548044,0.01752840624324178,-0.0017501680551909049,-0.1375111481887024
LAMB1,0.027868039286775934,-0.01706612105239546,-0.01870587356747533,-0.05092057498925235,-0.08772190122861392
SPTBN2,0.027179955875508692,-0.05329067813512069,-0.016669169843115263,0.004380518789477475,-0.006129305586318475
COL1A2,0.06686663802474674,-0.004564181153194471,0.030966365070161758,-0.08909458740014946,-0.11279830827250713
DEFB1,,,,-0.047452711729731444,-0.007081275364793463
CEACAM16,-0.042475717474782695,,,,
