,ZH1007nec,ZH1019T1,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,-0.030554855124602792,0.05920783269871687,
BMP1,0.11923796993385682,-0.03371800721149934,-0.036187715685982176,0.002697234133517918,0.032890803028347945
NDP,-0.01361721695271743,0.060961329264955684,0.00036417814946273613,0.08354634918905446,0.19120655717458648
TNFSF18,,-0.022042555810666137,-0.031510682765138034,-0.042466999742491844,-0.04656766446175691
RTN4,0.034501740186673055,0.023770725178338954,-0.03924692726150789,0.009231512538737845,-0.10573322452455194
HEBP1,-0.010656384953880611,0.0008503691678472316,0.023728627690854036,0.05421201611897921,0.10842891361381243
WNT7B,0.003394562571410761,,-0.0035877403264337965,-0.029784966647101365,0.0735017049276194
PTMA,-0.07663242330813737,-0.059540522723968134,0.012938814983364896,-0.06613430222311459,-0.07263629104420359
FASLG,,,,-0.0025997828890945,
CEACAM1,-0.042475717474782695,-0.030603783628361546,-0.02346638232978022,0.03972210760106925,
PDAP1,-0.08424504062131533,0.042418083449137646,0.05689165214579275,0.0519336777429769,-0.027705313746621867
QDPR,0.08444092639555038,0.025986130394133472,-0.04489825294754121,0.039365050491123786,0.01984835471762129
POMC,0.10452380056906807,0.007015304324695309,-0.010729490399847346,0.039532126445797955,0.056020368737360875
CCL18,-0.0044469033011031505,,,,
CCL17,,,0.04501070251371565,-0.019790906805887253,
VEGFD,-0.041031997715339164,-0.018085743752465834,-0.042488042231777434,,
TNFSF13,,,0.05122124549368074,0.008694599151016204,0.03391750803222205
WNT5A,-0.11641860485368574,-0.008990939950073988,0.02699497311587769,-0.007749055090550473,0.011624229305619009
CXCL8,-0.029281618870485058,-0.08094696374982786,0.008179127287961557,0.011017997433695643,-0.050391245494753434
GRN,0.0697008049123511,0.024074282825670264,-0.00738314063023017,-0.029543202338130785,-0.05754077409360203
MIA,-0.07258399522979164,0.033264930890431955,0.029081760416503233,0.11202566484001397,0.026895671692545614
COL4A4,,0.16793341951839857,-0.02739387565987672,-0.029028598358389727,0.03781458089594525
TAC1,,,,-0.009443231947645814,-0.026355524607140284
RARRES2,0.08025838424298139,-0.09269304557572884,0.0025630687452638736,-0.010423574065387577,-0.04060963517183847
FGF7,-0.035765495453461124,-0.061480242553059034,0.060081233496779754,0.09603124339655861,0.04788528629509717
HBEGF,-0.008748617214016362,0.08600130784456908,0.0036640648933749273,-0.046050934603650805,-0.036595092976503256
CSF3,,,,-0.000793432469119886,-0.059556790833417625
PI3,-0.017211707121497517,,-0.01950843509991239,-0.007793560725266897,-0.12659605307201857
PCSK1N,0.01258265677104934,0.03954762403759228,-0.0009755861721063504,0.041403717266591644,-0.002459514290098802
NTS,,,,0.07860655483872567,
SFRP1,0.03858348234806319,-0.04761223651091756,-0.019410362831856043,-0.030139392674137667,0.017366910957848904
CXCL13,,,,,-0.04830864749620643
MICA,0.005447055068631719,0.060423539008677696,0.04657623540513809,0.028623108165844457,0.03578867053474619
TG,-0.01649808425930511,0.1411194473151479,,0.03327611026035933,-0.03439422473631316
ADA,-0.005865612349175148,0.0008340454489148332,0.021566316836938652,0.008644844887922444,0.0005924957759592706
LAMC3,0.0843979571172155,0.029834514552137373,0.0013609017085424115,-0.03032560340302395,-0.009007835379814285
CCL7,,,,0.03679277204495296,-0.05122717320379854
NGF,,-0.04716090288410714,,-0.04519287389420746,-0.003082611893762187
TNFSF15,,-0.04681613167114016,,0.04928054160020961,-0.05786893249165437
HMGB1,-0.0627201428347197,-0.07378738417655967,-0.02437243102095299,0.0289893698619176,-0.0904264890213729
ITGB3BP,-0.0526297004515264,0.025418783201638855,0.023177549150203623,0.061067039846972045,0.00198373733788088
AANAT,0.03988394049518451,,0.08728254665306875,0.04758441024178138,0.07026223520571113
RELN,,0.04595738538174245,-0.019825832145734662,,0.004685799699538514
IL15,-0.03395278884274478,0.05088626023105302,-0.029260455662140323,-0.00262173179621716,0.007929112299435123
UTS2,-0.0440700194382419,,,,
BSG,-0.045309613507365565,-0.01080204400621089,-0.004385009733493616,0.0909603095273681,-0.017328079630877933
ADAMTS3,0.003017772533111444,,0.027750118016367484,0.05920892580304582,0.06181883502604832
CD34,0.04993148293097274,-0.051905262995247996,-0.019883399152996174,-0.043597259727245465,0.029350331222045153
PLAT,0.07908299176987695,-0.07165504029800378,0.00265326293952044,0.020240473559595514,-0.0020358520932803508
LTA,,,,-0.031092150604038513,
CKLF,0.07777935947539283,-0.10963005448985991,0.021475158978983062,0.07390896315692258,0.1134044632595871
CD24,0.03322242068354602,0.010363855425898417,-0.036110437770773475,-0.011508514832199447,-0.11787132962954487
HSP90AA1,-0.055934118693348314,0.027014326194133294,-0.01488137390183531,-0.03582324426281232,-0.10593634621647438
BMP4,-0.03748668610406715,-0.009112461007324615,-0.006165719212432463,0.00870695133210678,-0.013754931309195969
SCGB3A1,-0.04103195782853421,0.0029256930702232465,,0.012352609003266242,0.04695769763375281
IGFBP4,0.06704229334425928,-0.06922455448459681,0.02206503775984885,-0.04007158808834478,-0.03449911887474536
RSPO4,,-0.040818044846438716,,0.00902597017513881,0.031833913885755495
LEFTY2,0.030506855424510766,,0.08099308701645913,0.0404025235313262,-0.13074917409532294
PF4,,,,0.008549680184815705,-0.00784389186753247
ANGPTL2,0.0459897529759252,-0.10726031021210569,0.0276226441045794,0.03968121243844957,-0.06468756758751222
LRIG2,0.015648162896802688,0.07945220767009288,0.006893061193395686,0.013428287210471065,0.0011399239158984562
ICOSLG,-0.09821078507956411,0.07331115290655024,-0.007945795465994786,0.00762600036164512,-0.004086132261684021
WIF1,,,,,-0.04144090479691995
NPPC,-0.05126045116156035,0.016186798346716064,0.03650066771930401,,-0.017906098887271613
LYZ,0.0649151639797761,0.01855223674583147,-0.02093017249178158,-0.025768372886427405,-0.08366579979746641
EREG,,,,-0.046956338620939356,-0.04135568685297824
SPTAN1,0.14573073979096512,0.05493282559874612,0.14478144407157917,0.06819433040032728,0.11184599179802761
LIPC,-0.0047581205087771335,-0.06474990066773059,0.028023849121372756,-0.028318095837391144,0.04440156435997361
COL8A1,0.12511342930542582,0.07225677671369142,-0.003091294811648553,-0.06428014655197785,-0.05192295962912314
GSTM2,0.10393719577041376,0.03498685955864102,0.040369244623319145,0.001099564544380971,-0.026247290033710836
IL4,-0.03532733313246375,,,,
SPX,,,-0.036472704492723156,0.10552090078927295,0.22480300806893386
MFGE8,0.07855806323926096,-0.033616775122275594,-0.002774961680549237,-0.028025280500861716,-0.0030633533882065095
TGFA,-0.10832876263592144,0.015541665819939265,-0.012180989780690127,0.11021947209718595,0.04216608216783255
SLIT2,-0.02307138016038845,0.020441302992618673,0.021912344642881842,-0.04469830534813681,-0.0596942164582703
PLTP,0.059781798212347526,0.07413414362014853,-0.01313245888820249,0.00530110133476082,0.02721052334492476
APOD,0.016569110108803787,-0.008576583350861474,0.005933743446901149,-0.02206706408987428,0.10954282391889371
B2M,0.06614629614000374,-0.030679024505386395,-0.012197981103512862,-0.0883306694622313,-0.05489404155883695
OMG,-0.040824100135029864,0.07911906923966115,0.04906740335300375,0.06189474570832198,0.08549976994018862
CXCL3,0.03830230733124598,,0.024246866919328616,0.059111623833694636,0.0012010490449222888
CXCL10,0.0008074263072128578,0.025829474888937675,0.04399287227847101,0.018378264907765274,0.020341976705720653
RSPO3,,,,-0.022158171142553747,0.03291001807219099
NCAN,0.09313697017033652,0.0511016563048039,0.055930184725583997,0.12462435834197463,0.15810321787004633
PRG4,,,,-0.040520506831635786,-0.049997107846200574
ZG16B,,,,-0.012647058695231235,0.137605675564215
TGM2,0.01887280609910777,-0.06331624947558605,-0.028327276555340782,-0.054101308165792,-0.020837818904376176
VEGFC,-0.04004600687428175,-0.014228804162162772,-0.02387556781601867,0.04235876770826104,-0.03522680335454657
WNT6,0.0033195233555633665,,,0.029257870231272087,-0.03166473356874988
NRG4,,-0.0325776340588844,0.07582697576613483,-0.003213019459042858,-0.024638775995576755
PMCH,,,,0.03652906353902583,0.03796608451707911
COL9A1,0.004418506463328625,0.03025395079685217,-0.01699447335187352,0.11754011226103922,-0.0045129568942630875
GDF11,-0.037671253640414126,-0.014714383654852852,0.014648178141670734,0.07256419797920768,0.0022571322856321935
RAET1E,,,,0.09687730573687844,
IL24,,,,,-0.053236348965309745
SORBS1,-0.001530997897277299,0.010552777052778932,0.06287890100583572,0.050345616980739104,-0.0038270742887406483
DLL1,0.055090730103566174,-0.05472608876029382,0.005214526975232999,0.033638260437485086,-0.01694427829502075
TLN1,0.10798412520856755,-0.026115222819423026,0.04837318476525907,0.0058642423947952585,-0.09796592969449334
COL2A1,,,,0.007679431740395848,-0.04290207530858387
SHH,-0.06406992478067938,,-0.027206511766638436,0.0895046345928635,-0.04963681952980825
PON2,0.10654036519600071,0.0674315760751418,0.05955758318821794,0.0745765685806287,0.17639153795401036
ICAM5,,,,0.05171116261577864,-0.041337569842864005
HPX,0.03898234963475129,-0.042380445215226215,0.0008409150937943484,-0.0019093365502401802,0.01587532971100636
SFRP2,-0.00490254746871126,,-0.043170746005170235,0.019634891617549204,0.061368382362092216
CFC1,,,,,-0.042135236308538576
CD70,,-0.035356191403942146,,0.16883325978599548,-0.0497727806239593
HP,0.06960117406284333,-0.012936868245281632,0.01917645844166641,0.0779653953321796,-0.08603389137804748
CXCL2,-0.05001894483253094,-0.001996843939945766,0.009809596418970981,0.006695428889277006,-0.06433988955185141
NPPB,,,,-0.022476999382851786,
CCK,,,-0.04613745079554803,-0.029158735987079295,0.055272764662818136
SEMA6A,0.08154396460220746,-0.008299679332548916,-0.0026621205606626977,0.0752748077777281,0.07295432603409933
IRAK4,-0.05432300645471273,-0.003701600834753166,-0.012710948290234338,0.014844263183409803,-0.03410627737521731
GSTP1,-0.03684378758196098,0.02547065622165307,-0.05268121233479224,0.06763625756915254,0.054969372735339465
VCAM1,0.11284641419630718,-0.07253459956441168,-0.004591276444255904,0.035589957589080526,-0.034199627812744125
NXPH3,-0.03267041724751312,0.01880959734995224,-0.027281052882210836,0.11366978967892907,0.1505748341169436
MTMR4,-0.020682149798013055,-0.013013630241271926,-0.027975542969904937,0.052721143455858634,0.02298926639373794
LAMC2,,-0.03257765358933214,0.06175903632018046,0.017179105745703183,0.0010336969726439911
IL10,-0.021016160800471563,-0.05673749094211885,-0.034662234870289195,-0.014847027556985604,0.020942856407765692
SEMA4D,-0.02135400250238441,0.06690525276495882,0.01145373938166556,0.10273656018844858,0.06061469715342529
TRH,-0.03271646979049918,,0.0660053154163653,0.024886359987328032,-0.11023490538210601
SEMA6D,-0.006534102031919598,-0.0030419834543429065,0.08294740226108369,0.06395016073210726,-0.029695431306938944
CEL,0.10631396838398172,-0.057662621820283345,0.010003223691563194,-8.139257069090989e-05,-0.017205722875519594
PDCD1LG2,0.029211764171042053,0.088512139267628,0.050628927732204995,0.019961917303878612,-0.031295216460161146
SPINT1,-0.01631463405508927,0.006328449513684222,0.014804651328551226,0.0295142851578354,0.02013149178721521
CTHRC1,-0.026026426799852048,0.02949310498825623,0.0757072766393722,-0.030084600633812707,-0.015177086668113612
PODXL,-0.018199366083044413,-0.11739432889497936,0.012479196581773551,0.0533810943197651,-0.10064674695379881
JAM3,0.05798206684264605,0.03978835074092038,0.024493388328781573,0.027416140176308976,-0.05233252003690538
TGFB2,0.010218541340814841,0.05985349106360515,-0.0247407810917185,0.004167724771702132,-0.055647188990633055
COL18A1,0.07001920160190274,-0.008035752679513335,0.03132061575682502,-0.06797795951695874,-0.025149955053277794
NODAL,0.04463110320140276,0.07932873919503772,0.013647217886100576,0.08057703927870725,0.01662384190109308
INHBB,-0.06374770756809693,-0.066618562319751,-0.06906494828552263,0.07929995511442083,-0.04568577057791686
LCN1,,,,-0.025459085299404452,-0.016984825748785033
ARF4,0.01325203946447609,0.007687861668714552,-0.03564743524733176,-0.0292906940733828,-0.03903906636945658
CXCL14,-0.013505788649404755,0.09051855471372153,0.013139563455879584,0.09202140592735282,0.03488563816483924
LIF,-0.002814084971575354,0.007160072017664528,-0.019100158630459625,-0.026635335232825772,-0.0889632375929951
IL17B,-0.04658827695429379,0.093759636819916,,-0.0005714555824116489,0.024071569221934708
MMP1,0.0466669899542989,,,-0.019717576845436964,-0.008657628191324365
MATN1,,0.10354916794530854,-0.022022918520140444,-0.030619087663588306,0.07323144800286836
ADAM28,0.002397690488911185,0.05610091803814062,-0.013961877558559542,-0.051954584598053154,-0.009572959356093407
TCN2,0.10526507938503167,0.024217322276871383,0.017575524015007078,-0.018984246988044032,-0.018147059625338413
THPO,-0.044797550842692456,-0.03257766999493538,,0.05869506986238127,-0.03854453838515464
CUBN,-0.10255660483150575,0.013989212616055718,0.08076622342478422,0.01946749241622418,0.006061497893186759
TIMP3,0.1823377709723549,-0.07397098767648776,0.10033819737398952,-0.024424558665201834,-0.04673310009957967
PIGF,0.08731784565041122,-0.030361061281664777,0.038767826650990524,0.10406701235308549,0.08314031476136531
CRH,,,-0.029247183537165454,0.00602400519290138,0.006386194193496868
BDNF,0.05647710628530286,,0.0016356936664651727,-0.020482189169554063,-0.008898211908862858
CCL5,0.020000949714653663,0.014558839396073534,0.04974812044355742,0.04033601495885895,-0.025635247551216097
GAD1,0.08611348373133089,-0.03580113814638071,0.06574907568552485,-0.03129483861099332,-0.008593663490637225
COL14A1,0.09464476225116752,0.042441658009041976,0.048551315254936736,0.00942885680221177,-0.0010396525560566416
HLA-A,0.06211578302233667,-0.06154514687779373,-0.002942190313296155,-0.013856935093159228,-0.15806759050379451
FGF18,,,,-0.02517574866933572,-0.023144153692715632
ADM,-0.021182731064350674,-0.09735436953460255,0.06680437447587206,-0.012383591638386577,-0.04580313534787722
CCL15,,,,0.015131614779259027,
GNAI2,0.04022495077038436,0.0875429046052556,-0.021457136044419216,-0.033701590599523545,-0.13821183547739846
HDC,,-0.012749778488455205,,0.06370141508697662,0.05623747706959796
COL11A1,-0.012870542418666349,,0.059384408433758876,0.006029132632750179,-0.024909063721739115
NUCB2,-0.07727289197804642,0.03463879389531555,-0.0017784505512555534,0.00013447922068008728,-0.07823952748810423
FGF16,,,,,-0.03265520542159465
CXCL1,-0.03362955413760275,-0.03625362518534078,-0.02514284138662242,-0.04717018630041288,0.026917298875567496
VCAN,-0.004693372066729123,0.08567169372181536,-0.04366187191493628,-0.0976403079557918,-0.129122726416742
MMP7,0.08187550922723257,,,-0.031063429993402874,-0.16412594299320693
PTPN6,0.08938867403525451,0.10428726553205045,0.0561729609551206,-0.01688427038283378,0.014263217350209426
PTGS2,-0.053281916633711845,-0.00234979885637569,0.02646530153869785,-0.012338594329330979,-0.0318894673544239
XCL1,,,,,-0.05897871363046792
CD58,0.21527356693904984,0.008298404318047698,0.030816939546814828,0.033767473806454736,-0.03451718452358312
TNFSF14,0.006892934741534699,,-0.012166103768067421,-0.03521529522386165,-0.01595785888471318
CNTN4,,,-0.0339491467336133,0.008954218765334499,0.014722888668553206
INSL3,,,,-0.029896964864433676,
BTLA,,,,-0.028908870155958614,
MFNG,0.01939344001326912,-0.002112726655661103,0.032439916608780206,0.028462923430154316,0.015452446320946755
ICAM1,0.010746436087960625,0.017913776960437975,0.03598703083475398,0.03461793346995148,-0.13347276644168757
PROS1,-0.030366315203681264,0.029456162473568862,0.000522331910065753,-0.020918239619862077,-0.08241039695615907
CLCF1,0.003286630545533074,0.07443312498888742,0.04721427215635676,-0.016751216218841836,-0.11402509984719071
PSAP,0.1452331975909105,0.048397342120842894,0.0719419520604238,-0.016345103405841284,-0.19588208337021837
EFEMP1,-0.0388449347515874,0.023634407335473753,0.05933583673511807,-0.06713775735184424,-0.20227625585606301
C1QTNF1,0.07711536398517592,-0.04360864066680163,0.004785904424253698,0.025988926229290988,-0.06945911282845438
ALB,0.09007131654724247,-0.043522601741443845,0.02203759633070949,-0.021189952453312243,0.022004470701258078
EFNA3,0.0024166141429998148,-0.04233429672273029,-0.025159803252310025,0.008822272392641769,0.05200097369248737
DRAXIN,-0.07004814033394385,0.07294828359756983,-0.00890228378462015,0.1240389626593924,-0.08489060496158743
NPTX2,0.03381903996426172,,0.06474629858480646,0.0024376135812263764,-0.08136203150328354
FGF11,-0.03055652845975712,0.06650540102336021,0.0294923320550351,0.06457855126895977,0.020519598103085183
CD59,0.09302134289772857,0.059953875086435654,0.008516779510876878,-0.08141569161180903,-0.07725076642316299
COL9A2,-0.01250520017664378,0.05779522908459324,0.035526914514000356,0.06624569633161168,0.16023948566782065
DLL3,0.0007628142272644415,-0.030417378069032434,-0.010739144888491012,0.07677574114698954,-8.557450201265252e-05
FGF5,,,,-0.03618381072388176,-0.019352000206551728
LIN7C,0.02462390300323759,0.03519143266678853,0.025302210857030515,0.06026063971816065,0.04300810592876104
GDF7,,,-0.01230070617430217,-0.0426465903305986,0.03224807698462789
PSPN,0.08785078388264674,-0.06577641505178687,0.03995579157689072,0.061374362612957645,0.04230035414106333
ANGPT1,0.07149572762071997,0.09326250463146087,0.011581798159604032,0.0350885692739566,0.006846159557796799
PNOC,,,,0.04978884312878043,-0.09857540329312063
L1CAM,-0.03852760286603824,0.0016210011984086393,0.022786708238695465,0.018638616639688906,-0.0708627275172023
APOA1,-0.02219660121410978,-0.06474991650711218,0.08024860859099518,0.061145269435564496,0.05990140690710516
PSEN1,-0.054518881732615807,-0.12308893198307126,0.037147291645127846,0.07786989503779182,-0.010426586800558989
CALM2,0.01387604338424327,-0.035091910933264664,0.013449521963219333,0.09218428976665877,0.1718862126609559
CLEC2B,-0.02166906968222753,-0.03632312458298962,0.027570316720898644,-0.02564956624362214,-0.021094907164397193
NTNG1,0.022526988681282323,-0.030092412037820877,0.06166176229414774,0.022705590753223384,-0.1053331683732962
LRIG1,0.017920362002242344,0.036967116571411725,0.05769132211585146,0.09814869087033029,0.04328627782472261
CPAMD8,,0.13274259746186678,0.0250294485512892,0.04709629408676386,-0.02176679163619604
GHRL,-0.05084905079481571,-0.06185865386334585,0.006474328207056829,0.018880940973772083,-0.03166474448478053
NPY,-0.02733373512727041,,0.053968932965507144,0.055716211012630475,0.09306483490287669
MMP2,0.05502679419916321,0.05021379927924299,0.030565752126519206,0.024388713339769802,0.013812430937118595
PPY,,,,0.016301424022875075,-0.003520126381758169
ALKAL2,-0.04569982110475097,,0.06761825310686585,0.027783600932134545,-0.04447994830251986
CSF1,0.05331633122613666,-0.03740262441156263,0.07518824743325446,0.05033180061173557,-0.04419811502964705
SEMA4C,0.06559234652038301,0.07391907025291776,0.04553112402455515,0.026792889209864893,0.019421015136105807
BMP8A,,,,0.08484643033575512,
ICAM2,0.0032796109911395607,-0.03722577761003948,0.059183542471431115,0.008090468191666462,0.013257440136405917
SYTL3,-0.028709696374790213,0.046875619197197516,0.01854247147794565,0.057602943665148405,-0.04505254261946299
IL1A,-0.05151320879813337,-0.07517681248738828,-0.01750106327656841,0.03183582518818341,0.004830407672374571
HLA-G,-0.04004600687428175,-0.033991521267394874,,,
PGF,0.02208009165114168,-0.046938759348433896,-0.0028810580849271627,-0.009354868484350033,-0.022440738348110372
LGALS8,-0.044571210284468116,-0.05875780839132299,0.03525739328351914,-0.03227987771563711,-0.05528321277802515
DKK3,0.02644167871797898,0.05597769882529798,0.021791755053254754,0.07081655290674559,0.03639140100097798
COL16A1,0.08373545432515314,-0.02748535562233825,0.0302042973106173,0.019216519693154327,0.09744615643645774
TPH1,-0.004735551186999659,0.16653414047574805,-0.010829481101094652,0.10133437198400658,0.0014270529819015115
TNC,-0.02051224152753466,0.05297606166321367,0.0038336660951617343,-0.02589568448328747,-0.15473260202257377
TNFSF9,,0.0778226606857273,0.021637666465261593,-0.0017981016473074274,0.04543626632010634
C4A,0.0008778011985342005,,0.033745189885675916,-0.024503929556246074,
CNTN2,0.14261275923427338,0.014938582023286236,-0.05180758847521745,0.08014786022033439,0.02455531464139112
F7,,,,,0.0016375939912078934
LUM,-0.020553910689035722,0.020524106166778053,0.07320667469162065,-0.0546510224821742,-0.11414026992208853
BTC,,-0.06784459340608397,0.035308653400676494,0.019362529759468266,0.05192000133804675
APOC1,-0.04752375088229176,-0.0799843889893181,0.053499832040929216,0.010188527512199518,0.09730686338434863
PKM,-0.018468532060637026,-0.03411493790060449,0.059957037055340855,-0.01901655636298272,-0.17803863712278525
TNF,-0.07956646183560442,-0.11607544514577184,,0.07939323973984518,0.07269987902247824
GNAS,-0.021751028804658096,0.05494501216115824,0.0031087463771218176,0.10589033051012596,0.017338076308060522
BMP8B,0.02661143795754548,0.02448240806151368,-0.03136873340386147,0.018510006715025427,-0.011286633917712311
LIPH,-0.040046029971744126,,,0.004778104736939577,0.033083811758549804
CCL28,-0.036420846509628,,-0.003918989869318004,-0.020836764081086787,0.07237588422077766
PTPN11,-0.030681589593876374,0.040659170975921304,-0.07247570133750486,-0.012336964567201425,0.021572583197960772
ADAM12,0.0061675885563382835,-0.009697347736938292,-0.0002757711515611831,-0.05433300967918219,-0.06568609614156992
EPO,,0.04260613546904313,,0.01581151694922219,
EDN3,,,0.05211614665451652,0.08883128880767001,0.10304734083877884
CCL22,,,-0.04248803180434615,0.038639777600060314,
CCL2,0.018484997036581147,-0.0246336184169984,-0.022520119321203045,0.001502306009425764,-0.19792882855589344
DSCAM,-0.01253784543853717,0.031647923169506514,0.0599112887274329,0.06563301335908492,-0.0264559592655411
ANG,0.02254721312762095,0.08208638494276482,0.0329715439380728,0.011337331229170466,-0.013300748182372245
FBLN2,-0.02092224159748195,,0.054034836667348055,-0.008402305050681801,0.017684285296842055
VTN,-0.03476944371487013,-0.04925981327518317,,-0.012491641481832941,0.013094050887356105
VEGFA,-0.0649231715064865,-0.04117435471096819,0.03305440647953182,-0.01151209295216873,-0.09120587034461118
F10,,-0.030603814999878003,0.07414052598054417,0.049744417727334365,0.02353416683424857
SERPINA1,-0.007397594080384781,-0.010349921116374328,0.018380370634384045,-0.030423785356646995,-0.07665926507948935
VWF,-0.0408082993268895,0.009343736857619316,0.03727181875828096,-0.052490990710611515,0.08459870733590108
GDNF,,-0.022119664720405472,,,
VASP,0.05560837846919502,0.002892832384728474,0.03334832910975119,-0.0057091391800221086,-0.002496791967199669
ADAM15,-0.009020681696545393,-0.028595464173842598,0.04562258487489447,0.06155292112133654,0.024937052218684433
WNT2,0.11219811651337247,,,0.025226944913676393,-0.01997799025706314
CALCB,,,,,-0.05323637506149013
OLFM2,-0.01815315352457156,0.053518263834076374,-0.00917167795212103,0.10837796719883772,-0.007633176734850693
MFAP2,0.08619370106248646,0.07900353214554157,0.06484337912380693,0.01747684468093069,-0.052707988175898446
HLA-C,0.07167197338389471,-0.009959550981869006,0.019904043442593927,0.008013397176019363,-0.10195527858846329
THBS1,-0.005194963936376787,-0.061462357404168506,0.05824087803307382,-0.12405175065831807,-0.1916326740551593
HSPA4,0.012588215883093463,-0.03739903431867832,0.08287935076208246,0.008548991159623199,-0.07050347484496411
LMAN1,0.011172143342427466,0.04483532230983181,0.018270386147605885,-0.08481187416173093,-0.1588812862449145
LYPD3,-0.0162584925177887,0.023731102773299772,,-0.009783967559560007,0.021128397201305785
APOE,0.005261705528528382,0.06874842202065216,0.05534427809225662,-0.03008842363273306,0.018623027402243086
SOSTDC1,,,,0.10209209033716211,-0.011504350578068671
ANXA1,0.13673984966185782,-0.06133823676866297,0.02909367347822624,0.01722009159865552,0.06541787674589047
WNT2B,-0.05121800613574285,-0.016075278004762106,-0.02593885201443183,0.06342756847468356,0.0123656663056023
AMH,,0.14085159103365164,-0.03422851329171184,0.04430199735066053,-0.0037032223014581223
GDF10,0.09033818968141256,-0.029573164146378568,0.008189183679139522,-0.013102169006165546,-0.01125883354324061
EFNB3,-0.12155521873952359,-0.05836927461724659,0.06395271066794887,0.09625707232501113,0.008397217402498887
LTB,-0.06232795726391392,-0.029393198108147747,0.062082778652944176,0.05897404777809353,0.02291906146888911
ANGPT2,0.024923099165169514,0.028396113929857966,-0.012076113382812899,-0.05500965812149707,-0.008105658156205202
NRTN,,,-0.03179118218377919,,
ADAM17,0.07751969447892805,-0.042256140188709504,0.02219464646454968,-0.06857645883271918,-0.07110357325263761
LRPAP1,0.12251432787327868,0.032232036034019376,0.012783309586005822,-0.009108993223949551,0.043193206349425306
NID1,0.08330520711099282,-0.06316918253518575,-0.005365863594247731,-0.04737519891708719,-0.04770162411364886
MST1,0.05304908061808169,-0.049414356577775397,-0.04466885685717245,0.03868390742558064,0.015556054771491341
IL13,-0.03587769814271316,,,,
