,UKF251,UKF259,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.013929162872613657,
BMP1,0.04082991457862362,0.019786928294927456,0.03899232228147988,0.02662477957855038,0.005186146061396837,0.023813632519243923,0.11003102387700511,0.027612905465064175
NDP,0.03790258316073394,-0.050536400999967694,0.053940477144119,-0.08336320821579674,-0.012205260065103925,0.05128829491053757,0.0065729796616839494,0.10277032364326794
TNFSF18,0.020861810921598656,,,,,,-0.023496007487398978,0.0722370821812066
IL36G,,,-0.014899820256802731,,,,,
RTN4,0.004028260499186614,-0.018006049514479584,-0.02670158774450381,0.07828307223309906,0.02922486963720761,0.0022833227778178778,-0.005812520856085529,-0.06504847251806432
HEBP1,-0.011710512997878722,0.01814938197493644,-0.019752514850356735,-0.05774595499188853,-0.01051912149646576,0.03211646279193001,-0.0071234333340256355,0.03288303071393781
WNT7B,-0.016807140275673513,0.10055572826657616,-0.01637661953836467,0.02872787781161125,0.011417572979194737,0.03772779288968687,-0.015828021111712234,0.07108081768158511
PTMA,0.029809799289988257,0.0448082137077009,0.07702855140148777,0.07569222111484095,-0.07491039301099017,-0.028949458877927176,0.03813081886399285,-0.04062260323591791
FASLG,,,,,,,0.021335465486312908,
CEACAM1,-0.012898469280161286,-0.02881055981191716,,0.18339324801403833,-0.02008049699992588,0.17235994125252738,0.05790640182516414,
PDAP1,-0.018699368107277632,-0.004947616051482227,0.07747539951253513,-0.03377249061636947,-0.007254148847501379,-0.025882484128500697,0.03581706089440485,0.02627749264581569
QDPR,-0.01671268338904843,-0.02024432582834075,0.026124806980675,-0.021055479608895495,-0.011206298298036816,0.008721671746205074,0.00481489533669889,0.012945352682547836
POMC,0.00488043886951553,-0.026829562242784637,-0.008473710870149732,0.01273216670874454,0.09056717676971732,-0.03501628893493039,-0.022777832793975016,0.03652904497346076
CCL18,,,,0.05853257733024663,0.0004500804796152966,0.035720233105532254,,
CCL17,,-0.01669895680813275,0.0112224138051939,,-0.014246140698072542,-0.021577428612437718,0.17471813003007755,
VEGFD,0.01584203602518404,0.01187629970130211,-0.014587768412793418,-0.05232748204513717,,-0.014947343419937384,,
TNFSF13,,-0.011518566672560836,,,-0.027336204196439694,0.010828714536249196,-0.017841867294365415,0.041740403952436535
WNT5A,-0.0209547466028795,-0.04515066282365373,0.06213320996701125,-0.0048047267983069315,0.012640633968953888,0.030859866100468227,0.05567719925750318,-0.015948527047245968
CXCL8,-0.017298398159507636,0.09907894527089475,-0.01954802697417494,-0.008239309748880664,-0.055984736063322486,-0.008556692845831469,-0.026721898996700254,0.007512098881523747
GRN,0.0035027744979642256,-0.05720865982661736,-0.04631303978653313,0.018106551779001098,-0.012259578956881042,0.04439270737933343,0.06502911198618097,0.043914385835194907
MIA,0.04448238386418497,0.06418380264340322,-0.01997861736315646,0.10642298726949426,0.08995096847566318,0.05420199416932693,0.008440601769374447,0.008992919251627204
COL4A4,-0.02763020013023629,-0.011835632212768564,0.06893366204685712,,0.02227369259817405,0.009563574274549893,-0.018745049708041788,-0.015132623455235967
TAC1,-0.022607826831805476,-0.07172621181942516,-0.034345415944948436,,,,-0.014394691790105269,-0.05526371574841724
RARRES2,0.05903783312535665,-0.032104743496908915,0.01461390022527987,-0.0165043860036124,-0.09048554528194193,0.02427700994703033,-0.04800214698345325,-0.04727860598523936
FGF7,0.12078572737771268,-0.019307358161109404,0.004637672240321785,-0.052033706188343874,0.09875895819569404,0.06701038037006503,0.0010692419623850164,0.04722062104819603
EFNA2,,,,,,-0.014206449598433193,,
HBEGF,0.005866766024854117,0.0450088744355498,3.722694887422055e-05,-0.029965215755600124,-0.010070523396721858,0.037786787132245606,0.06694392875046304,0.05585551582276908
CSF3,,0.18563525782712523,,,-0.04283867037786436,0.00848255273876574,-0.011528503266732123,0.07122342285011261
PI3,,0.11675202463085295,,-0.0743491418337571,-0.10218603249755721,-0.01711683486319835,-0.025047607628866403,-0.07136608631986331
