,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.012963604888774521,,,,,,,,,,,0.004256030794003998,,,-0.04482382184898142,,
BMP1,-0.014387081475316386,0.12999632614870374,0.09235633414067633,0.0027285969281265784,0.03171792206566049,-0.06315432012742767,0.04478339324941537,0.13366505005169982,0.19714902043923271,0.07150599182114897,-0.004494678658973024,0.06254928829710277,0.05136801503149126,-0.004571820314544443,-0.02408973053989541,0.0374838387662394,-0.05791687806627603,0.26159715107052295,0.22471374610704675,0.05064804670995412,0.10098214667637613,0.0577450503328681,0.08571517617553809,0.07296571422857509,0.0027802944375916075
NDP,-0.021257135611682243,-0.03698099789293662,0.0550601756487321,0.05541828246373354,-0.0060601120688033635,-0.04878670839444206,-0.07044098917350929,-0.024178112710298974,0.014401220403690846,0.024507548869034262,-0.038657438545021267,-0.04808878286904635,0.053046206178869695,0.02770902078399085,0.0520594779344646,-0.03584888757053882,0.0646941466012574,0.16775922132556736,0.15513257569851036,-0.006649796053287066,-0.004987157704718368,0.0032654065143689647,0.023177336197722387,-0.18035633628414618,-0.011800174469183522
TNFSF18,0.02230329594843298,0.0330644621603694,0.09270014582686532,0.043153818287450935,,,,0.014589156262723288,0.051363749363553486,0.08189354260235641,,,,,-0.04533231440916178,,-0.04287679936249027,,,-0.03019862451622662,,-0.0014069464795650826,0.019250231588454705,0.010097457077607683,
IL36G,,,,,,,,,,,,,,0.09749578317531636,,,,,,,,,,,
RTN4,-0.06428265252757469,0.0919270445728337,-0.023150849280420792,-0.013009231198123285,0.0382137262844525,-0.056239431782349615,-0.043507335299335044,-0.13093853307595538,-0.14947962416350402,-0.1489258194538459,0.015905254145176576,-0.14852444639146373,-0.08881804715849081,0.07562857409017557,0.032696880810032025,-0.06790187513030425,-0.06703293836558157,-0.1093656515964632,-0.04872582029446092,0.009911838612516044,-0.12172737527065167,0.04853972882661284,0.05698795480870901,-0.2342110007537527,0.04259115798523357
HEBP1,0.04714311078686933,0.07581046405634703,0.04046129027415894,-0.028914572373263458,-0.04335102626871534,0.0030944303855380793,0.012307152408057834,0.00349106814768487,0.07232645264733278,0.02612163473813164,-0.0028505048509051023,0.04086847407620004,-0.0021687650936314685,0.019492950753707043,0.14104998606051397,0.05955294359435572,-0.07301456215819925,0.05910542151852385,0.09309266967254899,-0.11847191493935844,0.04072735646532507,0.06726874867950348,0.07398802199879738,0.060059310295789356,-0.03295256464967525
WNT7B,0.0614664869289778,0.07115922045038732,-0.06626544119937494,-0.01997834533518647,-0.01986533372088301,0.0004884780944997721,-0.027102899437658468,0.026518591092693083,-0.06071553088133137,-0.025880658778930796,-0.01563037314755811,,-0.06696556705982634,-0.003967429591502815,0.015532642176758827,-0.02385669582987496,,0.05676052284625356,0.01549161216393506,-0.0033256235156276497,-0.047583483218417974,0.19752283904208637,0.04701521167749701,0.02417895855278972,-0.060470266081412385
PTMA,0.014585603900964202,-0.008964057162574519,0.11038246406011049,0.07001943344345556,-0.09566793904634197,0.10218628103922829,0.05749527509677626,0.1106014452144142,-0.1831696653706091,-0.11767439601480943,-0.007744427826274128,0.10999976445890726,0.270894513339052,-0.028837491766247135,0.09644060476744402,-0.12893187323858865,-0.08534790079293257,-0.32646042797192,-0.015949348821590745,0.03508519125801341,0.10875625787550844,-0.05641420971330628,0.039348899451694765,0.31363701569396174,-0.0903493083128135
FASLG,0.02399995980488209,,,,,,,,,,,,,,,,,,,,,,0.11150779712518902,,
CEACAM1,0.03541654301973688,,-0.04632635803898983,0.02839995076908539,,0.0852263429692452,0.004322942554874971,,0.04305171167246574,-0.024349182860884087,,,,,,-0.02574497233963162,0.09320622278183874,-0.03160949260187333,0.03906009346375879,0.03598941663399542,-0.041353671426466614,,0.05538322524287772,,
PDAP1,0.013820104708981944,-0.045045011449856204,0.04939691442578597,0.0022106281047287292,-0.020248760571008315,-0.02202222014900976,0.03467187484742085,0.011803930741381242,0.13348096627519135,0.008380356968185858,0.016505218575100077,0.0055267161154432054,0.19985480714379478,7.135071168478238e-05,-0.0838715889518311,0.00034778638399945245,-0.0894388695764058,-0.010186643221906889,0.07955194292651063,-0.039140104517999756,0.02635085784013596,0.0076358379313119186,-0.04339118117550786,0.006866283077547328,-0.03661463461045313
QDPR,0.06480686885439714,0.028089345167136775,0.02917482168463846,-0.011751502326706421,-0.024597414110705047,-0.04567841959946924,-0.15377073304083277,-0.0645155741106344,-0.16297903456061374,0.0005926307368880932,0.0039577983149566625,0.00146971327793292,0.11173661715822954,-0.03776532384447166,-0.01553481330877003,0.10708727166678698,-0.00987157366119061,-0.06726405560740008,-0.09900296632249521,0.04773014555238573,0.009283014936640901,0.06730882542494458,0.053638740236535275,-0.24621209271207137,0.028023103731408996
POMC,0.03953199598978787,0.10336940147716087,0.005430513775928903,-0.05423571520419811,,0.018889697127013647,-0.0049584149856175515,0.035571680699451186,-0.008435074072604075,0.05288641202244606,0.013226476590739144,-0.003927063822040142,0.10883346954261405,0.04365957307958706,0.07339790174635663,0.09326282976760086,-0.004722014218650395,-0.018149805769153673,0.044097090032943195,0.06001268958041887,0.056115205865457526,,0.06390799887446535,-0.010487783334115347,0.004569930621874957
CCL18,,0.042574741448416706,-0.04097319947640655,,,,,,,,,-0.038225061241879375,0.2510687022277332,,,-0.052394460614904506,,0.1375465088267113,0.14661480538449492,,0.08702226656129576,,,,
CCL17,,,,,,0.009688171696276518,,,,-0.0060066265745403495,0.039124944430474144,,,0.06177290380987275,,,,0.16487799527775526,0.19849507252455864,-0.03510438514610561,,,-0.019552483875964626,,
VEGFD,,0.01404133899335389,0.00717629350298952,-0.018254129352896373,,0.06257216695100996,-0.00307215578509062,,0.08352598826454301,0.006595256464571965,-0.014190539868843078,-0.003562437133173882,0.061156843742501375,-0.011764369444413685,,0.11629767405664727,-0.018222775082861943,,0.02785296910498265,-0.012346041205628287,,,,,
TNFSF13,,,-0.018926915715705348,,,0.015719437291101774,,-0.0027482227745920166,,,,,,,,,,-0.048636518881142406,0.05883571156829569,0.0400558947001232,0.009225585760755339,,0.03655524633853999,-0.0351840564531632,
WNT5A,0.03167257024442297,0.06445139409117924,-0.023859542991615367,0.040192313395200505,0.04270858127391443,-0.03197313541573684,-0.07963905487871711,0.0808586075339364,0.166495612289721,0.018409681512033153,-0.04402269568548168,0.01047417280154437,0.16038423316389055,0.07459098818007709,0.05305833786575726,0.09723877791580114,-0.07600668591940277,0.13759164940692334,0.16514308633336006,-0.020872850197725498,0.008990566851074883,0.040942792207450444,0.11634298381384174,0.23244240727387142,-0.061175816191332374
CXCL8,,0.18109640461846796,-0.10000563059003022,-0.03768371050710934,0.130502819338334,0.19207692199682708,0.23278202652269264,0.024374979885559856,0.15706154881732418,0.13051427843308197,-0.013214847751053341,0.18623655880479115,0.18403580684795576,-0.049832698019065334,,-0.054329424693679615,0.1483276954729063,0.40404256481511186,0.25112804364333996,0.026728612590077017,0.130482372640062,0.11670513526852108,0.10200326363962074,0.37041976797433596,0.015123280719209634
GRN,0.07526154167823078,0.0789521990317717,-0.012490503311758529,-0.00730687701306035,-0.021141704032119697,-0.04945064119167201,0.01712176722810489,0.030056061870435462,0.12839291157135763,-0.010469551818359017,0.01609731915172399,0.1399298669949839,0.07130269903077124,0.06733416781427971,0.06821255814239438,0.14298036691118968,-0.052631173581952094,0.0513933460944272,0.15061788675263932,-0.059172602769813995,0.14751104441043114,-0.03455690190061273,0.046813974318691165,-0.023915526247903277,-0.07967797706722222
MIA,0.04662974123632212,-0.043443916688258984,-0.033934784886500764,0.09990115395839125,0.02046486077077104,0.04658620452532859,0.0032214493781519454,0.06204363871827579,0.05512891785084255,0.018187118741160555,-0.016138750600939358,,0.08001292105831323,0.014830619777395873,0.20999754119032535,0.04611252719301113,0.06642376605695652,0.0628791293252764,-0.0931924152973375,0.11156972268361881,0.27688655332642065,,0.002325872366533557,-0.021343589190050253,
COL4A4,0.013872887225228466,-0.020768278860443294,0.003621523686329625,0.01162270991176534,-0.027076279118107543,0.050954614196377285,-0.02924680028524175,-0.019441998877755624,0.0032821852001137454,-0.014825556443064058,0.014458605858633549,,,-0.023011286241478933,,,-0.002650547296688764,0.06777012424216075,-0.04303063970397979,0.008693504975904263,-0.026908125525936997,,0.038799497337520444,0.11667713489864551,
TAC1,-0.0031796636650760824,0.0609170119014974,0.010182772633749795,0.050741124422819375,-0.06476551444420572,0.08445260050785697,-0.12617040340456423,-0.09046107857996037,-0.08197645723849405,-0.1618352922417705,0.017035463151124423,-0.1145871435065493,,-0.028881984010721385,,,,,,,-0.07825643199613233,-0.04704316244982989,0.08778683024438313,-0.15581261477308597,0.10697632517630494
RARRES2,-0.08353296021760759,-0.04099213227260817,0.010766520270034849,0.01450164879691823,0.016646119314538937,-0.07226566754406524,0.12501075049063087,0.10273006853929403,0.1702772364849054,-0.07684972497909198,0.04658903670259863,0.1574065677627192,0.08146065566610007,0.03165144554222474,-0.007062008022419867,0.05422830805886911,0.10254801538286451,0.3826961471926749,0.301473341242058,-0.06140427907734431,0.10614558045205447,0.0010296906077041103,0.018926182621470347,0.2525404022315157,0.12046637391917579
FGF7,0.015298954344928626,-0.002985660848454715,,-0.03557847092070459,0.005529052038328794,-0.009270330344533553,0.008487081049330429,-0.014795533976135864,0.11680140735072718,0.015662151209509118,0.01619365513806105,0.0840604541987578,0.07652871932101045,0.07585215447941783,-0.06354556778214357,0.03580019684151516,0.018787636788808206,-0.03434261749811505,-0.036032758403888775,-0.02540524242183684,0.02549154653374589,0.01766414521603006,0.040460092946429826,-0.06904277612434975,-0.07147068746856315
EFNA2,,,,,,,,,,,,,,,,,,,-0.058608199420732504,,,,,,
HBEGF,0.08417231284813118,0.08295792885168424,-0.019137811202556084,0.018406104493896906,0.1432699472326435,0.06245914233025566,0.1569373803010666,0.12755172439493198,0.0785185956021175,0.18910469898216284,-0.010295436014456334,0.09329792458887272,0.22359103430227986,0.032392219218030975,0.032220189654630284,-0.02210743934820913,0.056254893293173916,0.11229170685386235,0.09298848357661947,0.055048034747825374,0.1613498231643162,-0.017849827313587918,0.07958128845608752,0.27767434012234377,-0.005325445473552884
CSF3,,0.10228077862745906,,,0.043067442129482575,0.21320767410320215,0.20795357581544882,,0.12455751584032337,,,,0.146441558478489,,,,,0.3874480179354535,0.36417306448052844,,0.18334933314982602,0.015204583358007444,-0.028962174429064978,0.2430523268265901,
PI3,,0.0714783953297285,-0.06165557057200397,,0.05313177091451166,0.1379332825922433,0.1804278622374013,,0.11526541141935141,,,,,,,0.029790627073173027,,0.41426675584328526,0.33969225105182427,-0.028604200607058212,0.22455813636487085,,0.021702506425359758,0.24181798231603993,
PCSK1N,-0.06720737519930665,-0.04148803314386617,0.049500545072974876,0.06093232598921374,-0.05942246611006466,-0.10474449489174927,-0.07959489326295491,-0.07847701697881536,-0.006298796020771714,0.027698347199028372,0.010241648688621215,-0.15164571159558912,0.0885431857849328,-0.06050581255387003,0.03165271818115645,0.011196110957330264,0.012095686274893427,-0.1560897819845772,-0.19652797812081882,0.02799671661565444,-0.06530831996612653,0.06673842587242164,-0.0387304781011437,-0.3156071677331416,0.003840273748656068
NTS,,,,,,,0.054064593266548035,-0.023734263248602616,0.037244148016688815,-0.011827462751566176,-0.0098561078122489,0.0444904749436923,,,,,,-0.15086830580397317,-0.08424969535823648,,-0.04715335035816082,,-0.028981181367315083,,
