,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
TGFA,-0.008424724731065942,-0.06143505453840866,0.026496483498990635,0.04660467882186936,0.009844972348999404
SLIT2,-0.0005167170304285937,0.020806804368147844,0.029767326607463993,0.009230675092221242,0.03546428187449759
PLTP,0.015152972406571378,0.09258070285164224,-0.05252485646813909,0.035200923368727544,0.0513116982435843
APOD,0.13915008509475216,-0.17932887724578722,0.10205336879794878,0.03179308265556493,-0.01772358260500133
B2M,0.14673695297092948,0.026071069854975863,0.03535490766702977,-0.018433705745892245,0.05020337532568332
OMG,0.015356650202966095,-0.1124397666765479,0.14034764764400479,0.12779560140281307,-0.008142797986560842
CXCL3,,,-0.04215941143712993,0.027789791660427946,-0.02370761935199684
CXCL10,-0.0364613304196083,-0.009405890972080019,-0.0038916961280176213,-0.005799677920365784,-0.017886230792029962
RSPO3,,,0.2042704581801167,0.07010775823058198,0.009147306343718653
CORT,,,-0.017337141932881293,,
NCAN,0.25579967191204983,0.16807335192783784,0.1242397232289069,0.08455706674824383,0.03225752239225244
PRG4,,,0.005720454788387049,0.09562844405744902,0.07724501636476687
ZG16B,,-0.015313253712239183,,-0.03228448928526006,0.020837984201306697
TGM2,0.0976693805288929,0.08815126213506777,-0.03151412785067724,0.028180885861218422,-0.047551741552395305
VEGFC,0.06430858670851536,0.07817219055221389,-0.02318678590369067,0.016964062552221517,-0.02621032417576806
WNT6,,0.04895569409503689,0.018087173156405255,-0.02738275367257573,-0.02340247939189941
NRG4,0.044696975107116954,,,0.008279525069224301,-0.03519373955819356
PMCH,,,-0.007120464739169557,0.07576842432389023,0.04649791014146993
COL9A1,0.07667124018922392,0.08211228572513687,0.06660522102092177,0.1391708811416655,-0.003242562781196578
GDF11,0.01004855653042236,-0.007340433113891632,0.025778288938526156,0.08883047240297451,0.006891953848304867
RAET1E,,,,0.017401983122948408,
IL24,,,-0.016303429201219147,,-0.039345430046194244
SORBS1,0.04957624527515322,0.09532545086479366,0.0016397619838449048,0.026708969750093625,0.04615848512524385
DLL1,0.015100364813942226,-0.006963368999786941,0.12272370237945626,0.03076603293598659,0.05302216579380401
TLN1,-0.0179690835866542,0.055048424678215746,-0.0849070174972127,-0.021997990291260535,-0.03387935619913308
COL2A1,,,-0.0424917238394988,0.14393945827342308,0.112434469908593
SHH,,,0.018334393427513338,0.0005908220003922281,0.006164640367449447
PON2,0.07457660675284647,0.08486651559089559,0.07497734341987008,0.09620720278140858,0.05411603957906218
ICAM5,,,-0.003921763374483429,0.07430104839090478,-0.01103842500574835
HPX,-0.03194689164998041,0.09207436364909444,0.0789018182734029,0.002101429873247454,0.08186924722222225
SFRP2,,0.05414192094934218,7.826741114004226e-05,0.04605637983023918,0.12289294389520213
CFC1,,,,,-0.031140922036891647
CD70,-0.07203905530461222,,-0.0436336670623158,0.054394703481385,0.026416747889607337
HP,0.03623237365764884,0.10794940385399505,-0.002571810751539636,0.0029622522746772296,0.05797126657086812
CXCL2,0.009330168992122582,,-0.014159021480804506,0.07082855249476433,0.04114842910544095
NPPB,,,0.0034567517668785716,-0.026264514116664972,
CCK,,0.01008919656470648,0.014436707138530945,-0.03407216505691716,-0.030475425622176335
SEMA6A,0.05731654124515528,0.10853248721306999,0.05495030029903287,0.08671767849159992,0.05120359045725551
IRAK4,0.07586658801387125,0.04122075512827729,0.08400132953056137,0.08717161048666763,0.0042634554310727124
GSTP1,0.012262203931185222,-0.06855831999628909,0.13070087055371202,0.11194611825527341,0.038758067937652914
VCAM1,0.0871012568866799,0.198892613533454,0.014107535960564143,0.06790699280069235,0.06585513263782099
NXPH3,0.04191964821076136,0.13928911552773268,0.05018980510926896,0.10336866060615618,-0.08621456823555018
MTMR4,0.02293300991902068,0.07085670584021023,0.04089736694506712,0.09699437833349342,0.05825779536305314
LAMC2,-0.014115097782305885,,0.01749712770848694,-0.014098472746301074,0.055253294843470586
IL10,0.135733274896315,0.0025514441205542232,0.04389757777538224,0.052628400783047896,0.011985132881684518
SEMA4D,0.11269339759956834,-0.10192807071680436,0.10406074985326641,0.07965036114516916,0.013208217157256374
TRH,,,0.0283578159810822,0.02922568739172786,0.09047302483137024
SEMA6D,-0.049683866563956694,0.06046299297502146,0.04641817954082408,0.08335319552898375,0.11536148960672618
CEL,-0.017391866674432134,0.051654795162479665,-0.026617510058790532,0.035182772054239905,0.006619445710768297
PDCD1LG2,-0.01637684678819745,0.08750297579586912,-0.0012816934494054293,0.04273318199314643,0.029426050161111023
SPINT1,0.07200320400697126,0.1783330129469875,0.14647490768604762,0.0413828808642202,-0.011408842739607005
CTHRC1,0.1251549731657729,0.04392314386943527,0.031035621692051395,0.019463958632562638,0.04492385411400294
PODXL,0.08327144871890678,0.06353987828833271,0.02411298999709081,0.06088594729998852,0.14793217770974043
JAM3,0.11167698460673225,-0.15685882333319198,-0.0611297516081862,-0.031118364977184284,0.06601130128408937
TGFB2,-0.10074527816692157,0.14823236334265105,0.05698968725659049,0.015262277246660422,0.10386139318689316
COL18A1,0.04392917169691311,0.08275259204170539,-0.023202777607708606,-0.03308049869565978,0.01279237487939178
NODAL,0.12692768658084866,0.13969694745333544,-0.0001992991268226939,0.0461500590664783,0.044421654390666795
INHBB,0.10978214305751548,0.0973895140710878,-0.06392408796167387,0.11155446721363853,0.05699933199871372
LCN1,,,-0.019018337401778895,-0.02974910012916269,-0.023771127471830668
ARF4,0.06873673349378263,0.09820396457057175,0.09622448962287922,-0.0437377156871948,0.11001042824611951
CXCL14,-0.05997815099137899,0.09828454711196667,-0.14335540888490622,0.06539193973903942,0.05654554810754576
LIF,0.007070583537536635,0.09213481421555343,-0.011382675767103998,-0.030556604531904837,-7.955844134340434e-05
IL17B,-0.0366575470874802,,0.21342680258691166,-0.016185291188843466,-0.026876527614445325
MMP1,,,-0.031346990862737484,-0.016642475243920526,0.03018134062263164
MATN1,0.02870651133000827,,-0.02161211790332756,0.022635042446709802,-0.02449284949699742
ADAM28,-0.0013771881344439984,0.04868324393074313,-0.04487972658901513,0.010810532899393991,0.047672607762462356
TCN2,0.12838948565320757,0.08717748566268495,-0.01744088946157704,0.049312604049201576,-0.008735770418054508
THPO,0.07350811700806047,-0.0280694250504187,,0.1143239284628069,0.047569688328948354
CUBN,0.06469046303747601,0.11802649136716777,0.039041575208999986,0.03239700675127616,-0.008057290156677454
TIMP3,0.0456794100889685,0.01063149708059403,-0.017014081863931517,0.0011019924843246533,0.013997085558536761
PIGF,0.1465808482877993,0.1031342539385897,0.039354352801341835,0.10682748525925849,0.02834495623003158
CRH,,,0.0036132047601877674,0.022035434727981515,0.038349317043677465
BDNF,,,-0.0043172669988211666,0.042460598923001996,0.03000206711168003
CCL5,0.004980961139295705,-0.0479514248206756,0.013106684940778709,0.07340106349788034,-0.059079061071662775
GAD1,-0.06411720607209913,0.08027973196540976,0.07413122017070967,0.07330339187242406,0.0524593221623159
COL14A1,0.0619469210301166,0.08590372429633919,0.013201351261456088,0.0632651375658796,0.05794193034554348
HLA-A,-0.01557821553257832,0.007597489656082567,-0.13702272288969355,0.020760591383422587,0.027896088975790555
CD5L,,0.02296431781475534,,,
FGF18,,,0.05634166304660733,0.02992761373332618,-0.03362426090732001
ADM,-0.07496418046590186,0.016870441759078685,-0.09987812677747865,-0.00777127277175909,-0.024204363350567065
CCL15,,,,0.03779207694921819,
GNAI2,0.062452811431234385,0.1481713040877886,-0.00751157539102992,-0.045458191574693586,0.03331382975549759
HDC,0.073332901104104,,,0.10429408575282959,0.037071788789691335
COL11A1,,0.08682579116257458,-0.024057964190256784,0.04581941320860575,0.08334389368816582
NUCB2,0.05335419557783164,0.051640761569163314,-0.05923348617999514,0.00023799524132448786,0.019909964030843864
FGF16,,,,,-0.024134508198462058
CXCL1,0.016553735744371422,,-0.039569885579148076,-0.00038302588919913777,-0.03266436143054419
VCAN,-0.010493585391195999,0.03554373949912245,0.0843791700833528,-0.08145896959035381,0.08572662146521128
MMP7,,,-0.058587197547701884,-0.07216407724184985,0.05837589892693596
PTPN6,0.00947070346526826,0.03662433917509465,0.027773877571601015,0.015136703075748515,-0.0040285817562556465
PTGS2,-0.010718070635183253,-0.0111564494117982,-0.04496751636201301,0.022293626846440543,-0.09340965342195096
XCL1,,,,,0.0046810685496653705
CD58,-0.03160757304790558,0.14036661707088985,0.05191353555657818,0.09573184231956912,0.09681647159542073
TNFSF14,,0.005787491017887386,0.0060934117189501355,-0.017356350312082904,0.0077679774673311865
CNTN4,,0.001904341052953286,0.024431380828098082,0.06693953950687935,0.10764990707587097
INSL3,,,0.13296248916679365,-0.034934790109325015,
BTLA,,0.06455734903031533,,-0.033780195273185785,
MFNG,0.052097332638455375,0.06238308495551417,0.0024044946950297712,0.025831554272194676,-0.05538660913754733
ICAM1,-0.00601932976655364,0.049563813203437425,-0.03385067225093883,0.02591557287042191,0.06307174410524843
PROS1,-0.042391576095155495,0.09716500201337014,0.011897273884863807,0.00471834235275755,0.06999002220553689
CLCF1,0.04498193498342411,0.10511019215609363,-0.023105357568018067,-0.02158242855958035,0.032100061179209174
PSAP,-0.004566241418365559,0.03217636669547982,-0.06541413365240593,0.024962209412603527,0.02786651466731783
EFEMP1,-0.10521424445021597,0.12706155961894436,0.0010659814738025733,-0.07181756759071384,0.15172724679790647
C1QTNF1,0.06600371392310843,0.03937450030814082,-0.08037059126962161,-0.0011319471664344822,0.06692321740445582
ALB,0.026920320740389175,0.09052215259667719,0.06385034635954712,0.06990864087261545,-0.0346774620991144
EFNA3,-0.060748881248971064,0.021739799821690043,0.010698829757270554,0.15981554583139856,0.006033279404486954
DRAXIN,0.04932940441685976,0.04406430127024612,-0.050732435269952574,0.08984066431258958,0.1406989756480134
RAET1L,,,0.06817163450180284,,
NPTX2,,0.015339697872074693,0.011673160487268961,0.07032333084578622,-0.03416511647444004
FGF11,-0.1343992311874736,0.07844301661442488,-0.021581553471005495,0.024016075083629188,0.029709786366659087
CD59,0.14886978648653482,0.03559094836243467,0.002421493421382591,-0.013686319343789383,0.08060289529811632
COL9A2,0.12648004705379928,0.026264275841401452,0.12908010499723171,0.08988054745134771,0.04007511046007416
DLL3,0.16864408306310372,0.034319505285476073,0.12965219876153608,0.0673680137599343,0.11440755418309585
FGF5,,,,-0.03054699431000495,0.03544196099790083
LIN7C,0.01753722451411693,0.04781675158098926,0.03296514592155523,0.03458110145339093,0.06261662556906317
GDF7,,0.11737479538415754,-0.01630343436647563,0.00202435025959757,-0.03744056858668834
PSPN,0.12381493849295958,0.0170668298696159,0.05540668732134637,0.07782901891520909,-0.048563998701999164
ANGPT1,-0.09645989770501188,0.04646994442103287,0.025344223222139698,0.048788294402740545,-0.020530081891192164
PNOC,,,-0.017337143819109502,0.09999951480485997,0.00030298733079387016
L1CAM,0.0010684284069784047,0.053929251984421896,-0.07192318570594831,0.05595895743673678,-0.01618015993496389
APOA1,-0.010025500378687357,0.0041017070789713846,-0.019818546347176034,0.09375641845073243,0.009018739733967645
PSEN1,-0.05329836034027823,-0.02887031356246591,0.0028765718987721193,0.010870092992112902,0.10068954706034747
CALM2,0.05250407919475767,-0.10016420131234544,0.0941925214005563,0.08897312341089011,0.019345767458188706
CLEC2B,-0.02990066077089892,0.015869395460044976,-0.04718185404653836,0.03541883780435218,0.02890816777830896
NTNG1,-0.08181549511473774,0.01953220776245316,0.11629895879492883,0.08791868022624558,0.07484952167148429
LRIG1,0.16950527777636182,0.1961878188585681,0.1208033037944472,0.08488459359941365,0.10537937345131607
CPAMD8,0.10648439401241372,0.05083362870031298,0.02556930264496153,0.13327890583255614,-0.02654816928502336
GHRL,0.03396666674413164,0.022233438030164462,,-0.023852873023821823,-0.023402487459618714
NPY,,-0.042029455711367576,0.0015745096643536656,-0.04411409565117939,-0.06648372899289647
MMP2,0.12487341420771726,0.10825493853394179,0.0008665352526783745,0.03923619455949666,0.11373293483781395
PPY,,,-0.000613066625197599,-2.022400502832765e-05,-0.03607204149138589
ALKAL2,,0.039316268295390006,-0.05684528421494296,0.05112790670178117,-0.042404839535415045
CSF1,0.08010531548747933,0.08929919771897908,-0.0053768777359041765,0.08347991740656958,0.0527856118731353
SEMA4C,0.062004222387983,0.13198875341181707,-0.002538640457309196,0.05359905085826437,0.05124993565144657
BMP8A,,,,-0.005047959146743337,
ICAM2,0.11339014391791709,0.016238981311016344,0.06607992360991499,0.023954404518098823,-0.0827804613348928
SYTL3,0.05709189994014851,0.06546416356849999,0.08544800614800993,0.054074050489296234,-0.0021237349376899226
IL1A,0.041625930922614574,0.08586636396329529,-0.033612608419272924,0.014975272276969653,0.017399587572860354
HLA-G,-0.06427896442326723,,0.09014288752491835,,
PGF,-0.027424035203298402,0.08669844081395266,0.03491396358210484,0.0239702240895994,-0.08457745155001405
LGALS8,0.052558374959239346,0.13662646256302702,0.023098596043681904,0.035541385997045996,0.0015211992368293714
DKK3,0.04067155986920282,0.07597965491530956,0.08025989427479423,0.0951580431167653,-0.005959485343407373
COL16A1,0.11808948868883053,0.026345678582960455,0.07276944429687403,0.05808465077998036,0.029506032439785165
TPH1,0.017978818912309086,,0.01848715363976083,0.0016884757745916966,0.04989484037130005
TNC,0.05065339821145378,0.1562035577337818,-0.10061596841787265,-0.06865576636473297,0.07923182945800585
TNFSF9,5.703948687910673e-05,0.06231357257137667,0.042431237038337906,0.003158256354555893,-0.03247143388960909
C4A,,,,0.05269991416105467,
CNTN2,0.11467420892186161,-0.1332384155713871,0.0934047717710183,0.08643255684877603,-0.07017194391697622
F7,,,,,-0.017704559190269507
LUM,0.10126256233774644,0.08947788749924926,0.03884377081844812,-0.01614917493605888,0.019157425520522943
BTC,-0.02667569344221042,,0.031356323744831584,0.04819946860656806,-0.017821021498550204
APOC1,-0.006813805760966287,0.10115919712021845,0.009537112887497555,0.09829138667336394,0.04634979100149425
PKM,-0.09915053230833493,0.10193473760954051,-0.10360380042932235,-0.04893090797491578,0.04347494880654246
TNF,0.11990927221751506,-0.025846422174102282,-0.01901833012520934,0.08704776977172021,-0.02553967157815387
GNAS,0.04930014496356267,0.027711718862870306,-0.03312682666628244,0.08763972986953449,0.01985066522650429
BMP8B,0.058772491034686715,0.042704747869985855,-0.0035704624814705994,-0.009168818270561551,-0.016202548609551774
LIPH,,,0.017771175725368467,0.04688225835953227,-0.0407248369120107
CCL28,,,,0.045547420239696636,0.04209134794808275
PTPN11,-0.0031778425523734818,-0.0794365512774815,-0.024790038921387175,0.03298980213878792,-0.03653041931097091
ADAM12,-0.053559026341930764,0.07461280323628679,-0.009221190847018553,-0.027034244932445273,0.019504461476246394
EPO,-0.02655168211619749,-0.0545810684069159,0.05166871296340385,-0.025891956369873986,
EDN3,,-0.06932784183442878,0.06514623622915644,0.11704544149811089,0.011340196970225787
CCL22,,,-0.02013856666199093,0.021172470839032783,
CCL2,0.10743027652885846,0.08501590983433316,-0.042579862649830005,-0.026956873861095198,0.04508857789189778
DSCAM,-0.012486993556589707,0.1250989851382122,0.06965015120639224,0.11906087331929527,0.15179901329699313
ANG,-0.0360388029520236,0.051984834473407474,-0.017825321388648077,0.032246933850706545,-0.0515168169004017
FBLN2,,-0.0408647436230974,0.00574308190060759,0.09795333916994296,-0.009582647180653544
VTN,0.049766310983559756,,-0.015485261016836338,0.07884586942066493,-0.015867371917986865
VEGFA,-0.21910797090481723,0.08193615582049961,-0.13038880601843356,-0.06931786371788969,-0.036816461236924544
F10,0.025611901707920288,,0.06636364974752611,0.011023059221192903,-0.03362427301079454
SERPINA1,-0.026819298931791306,0.06609484335696286,-0.06516741818513413,0.01531381900416848,-0.00724078767528559
VWF,0.12418006204661738,0.06267613693290247,0.04124549308961048,-0.03830194980041883,-0.08626565726615254
GDNF,-0.022346778993598063,0.025145624743420126,0.018869982723716407,,
VASP,0.037990702553998695,0.0911282700029788,0.008556521366208126,-0.02829809092063519,-0.012867133200390828
ADAM15,0.05628085861065294,0.07562064052782375,-0.03594850535197028,0.03521395273694208,0.025463115443673988
WNT2,,,0.0136300032675511,-0.022761013919703484,0.007470931485961431
CALCB,,,0.08145190516743402,,0.030758898250031603
OLFM2,0.010199552577248814,0.13668708927578496,0.006224801770616416,0.08237873945635424,0.08226871020218259
MFAP2,0.006645041719871945,0.08617435939799153,0.0592624215571642,0.008965179509152954,-0.015029863743735614
HLA-C,0.10886596943297855,0.05757905628960494,-0.04233170782340566,0.07658379864760151,0.03321227925469846
THBS1,0.05459781076116461,0.046866916427134066,-0.03912319951208674,-0.10128181991985145,0.06983504989088732
HSPA4,0.09741282288445516,0.027203765115121525,-0.0003237596036913688,0.02239329299180069,0.01581966562901173
LMAN1,-0.09965925125947292,-0.007799499682030673,-0.059269139612341884,-0.05786548549085266,0.0020577297911123674
LYPD3,0.02670865518582668,0.11460927512560497,0.1252216195325465,-0.021605700605442063,-0.010803099408849513
APOE,0.09905544058472623,0.11785602158048644,-0.0042373711383199095,0.06718053727525256,-0.005810124318614466
SOSTDC1,,,0.1821315247723985,-0.032989256588709256,-0.05103334599541671
ANXA1,-0.010698123240072577,0.16836625509148892,-0.031947687150947375,0.03652778915452339,-0.03215808523889625
WNT2B,-0.06231352893490269,0.02231420869542528,-0.00989635871731078,0.07114350351033183,-0.0066270667762256975
AMH,-0.055095088067433066,0.09437821219894722,0.005991375558902921,-0.04304680632808628,-0.03655225746771508
GDF10,0.03527858024547671,,0.03978665742245367,0.025180351449763567,-0.002477190271778031
EFNB3,0.048861872759100124,0.06070058878129478,-0.026488691863985753,0.09459138886282777,0.04227031489646742
LTB,0.0007173405879506048,-0.052489099655937795,0.0430930521662068,0.07269934857655116,-0.019572145772071517
ANGPT2,0.12229587954396498,0.1277614048966403,-0.011421643508814725,-0.02384216905525183,-0.01841517987568785
NRTN,,-0.0011909287458281876,,,
ADAM17,0.033138054311623054,0.08162630330164737,-0.020880798026871185,0.012146109530529779,0.12647896341431017
LRPAP1,-0.05078725116601717,0.06844698545107983,0.08835595144561288,0.04037032715512586,0.014061575989567676
NID1,0.12333884537289293,0.1702392178277234,-0.02386697983454875,-0.04600478375853503,0.03739914451476297
MST1,0.1252561486307101,-0.0032024109450377787,0.05434503638160292,0.11624713180483928,0.01949154145150738
DCN,0.14469470832336326,-0.002007195772190486,-0.02054067519512622,-0.007575107026250003,0.009798560848675938
IGFL2,,,-0.021819902384396093,-0.007892655071265008,
COL7A1,0.02864205399619789,-0.017365256943126073,0.02727631642008557,0.06345030401085132,0.049500216939370616
CALR,0.03940587584922215,0.03344775174487428,-0.06604540237004183,-0.07232995967229841,0.07474599296632874
PIGA,-0.002986795619543692,0.027450791942226476,0.06619713793996754,0.016172662169354503,-0.030140275093998657
CD200,0.04665284999417671,0.15680356240339274,0.06350452450304182,0.01689795704989893,0.04653891359962107
GRP,,,-0.0010276656012945785,-0.017051375790256177,0.10301092428784558
CDH1,-0.019484249023804287,0.01938682914150278,0.08953686263513061,0.024610467131304267,0.04448833506931579
LPL,0.0843028891420045,-0.005510348782365946,0.12278233145230728,0.11517559984165072,0.185857085088039
SEMA5A,0.15206628261218907,0.0762366260358527,0.05653157781729106,0.07598401113876171,0.093056087533415
SEMA7A,-0.041407306769228255,-0.01613051904387917,0.003961566886633909,0.04514125274972693,0.016101079660387808
SEMA4G,-0.05347746206094828,0.11592014062279395,0.03622916144630917,0.036764359951969514,-0.035363653714803135
SEMA3B,0.16314108122556098,-0.006924263828548142,0.03021590995638602,0.07667425873869792,-0.017077622467357313
RPH3A,,0.10434591085339298,0.08576211846498735,0.04386934861852142,0.03935725979422313
JAG2,0.014127309499747548,0.01483556838673254,0.02848997097067282,-0.013503628762205153,0.010187778359715296
CGN,0.09610399453412352,0.06622047841372782,0.07590798139614276,0.0352030731942406,0.08838796702510719
GDF15,0.14633713837221501,0.05251069400015547,-0.0710844415937582,0.07575726186954833,0.03896813485594371
SEMA4F,-0.0974088028700392,0.04666804077574568,0.028891542530348292,0.07696204291321698,0.03544246927094673
NXPH1,0.07621621888678344,0.05592219464395664,0.09763629039718837,0.1556877493268971,0.07640048088464382
ARF1,0.037506748764917525,0.007805343377147201,0.07993432017251195,-0.0327874704799352,0.03177285405670596
DSC3,,,,-0.025891964229106033,
EBI3,-0.005144940120803485,0.009451189566168614,0.009876783175797136,0.08291088367619802,0.04841602910029408
TIMP1,0.05101343178427151,0.08408206616905278,-0.13367359470632287,-0.04440457360907246,0.011061546303680517
SEMA3C,0.05120702152786505,0.05292989029386025,-0.042160008555394014,0.028992190368234392,-0.006221975895569218
GNRH2,,,,0.04887128748580782,
GAS6,-0.10644376046928757,-0.010165782360409676,0.03600330491372863,0.006596399837572965,0.0054329683247972506
MEPE,,,0.07367786606564945,0.009791259616455047,-0.0013093676207039423
SERPINE1,-0.008169657870253283,0.06555423428026104,-0.11062304731333589,-0.07815627644764776,0.03842741441195711
RSPO2,,,0.026881133710669313,0.12717299159049206,0.011895536941189827
SHBG,-0.03972266957388038,0.028404021870214857,-0.02496051535290975,0.02490869326048598,0.08636134462199761
LGALS3BP,-0.004502578906529468,-0.045140349720287076,-0.05297616743779371,0.024778882030897505,0.09753157147601095
LAMB1,0.11263930017728008,0.08646516210745395,-0.07429118326168248,-0.02208551671506491,0.05506531244829539
