,MGH258,UKF243,UKF255,UKF259,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,0.06567308709773785,,,0.11540416964326637,-0.02766788737783543,-0.016745996129576765,,,,,-0.04579538227970692,0.01682793181559957,-0.02544717327159907,0.006837024451951394,0.01729285954871906,-0.037417492333710424,,0.007161862736054954,,
PDAP1,0.006996987434874192,0.08779954842926911,-0.029484472664651755,-0.0018383864045590987,0.053052376087363524,-0.023265559726960375,0.01629407845665293,-0.008085550386490564,0.011701910725116756,0.1350467123899984,0.10541482624925541,0.07814658059703539,0.019605974956027766,-0.003441527205696341,0.05295650263887045,0.02376881323667524,0.05370870134183419,0.0793106254710561,0.04776248158671273,0.15960102860225414
QDPR,0.048937432334591975,-0.036111767701657006,0.028750145536184123,-0.0004947216636781182,-0.05421505546723454,0.030235699997487903,-0.03500870263748132,0.014201783472413658,-0.04239001071168279,-0.034636769199381606,-0.07583585799903945,0.01543073111221702,0.002917096292434088,0.0058614538574632774,-0.03727098409287149,-0.02586228175169933,0.08329857925226852,0.030288466565656515,0.008560639323677262,0.11371016780391258
POMC,-0.02474281897996086,-0.04095410514498687,,-0.024467730499159894,0.029925805781322732,0.032673272425191406,0.0350235530874536,0.044510383551238465,-0.010734253955839069,-0.00975430676611609,0.0842201689650983,0.0016331325998506518,-0.0497846829893345,0.06988904119214844,0.013044703818337564,-0.01831171960691951,,0.010344354154425106,-0.015596668376150988,-0.05724176461990417
CCL18,,-0.02930744649146127,,,,,,0.0487122806777825,,,-0.03926714612815717,-0.021922613485586592,0.015658081452914342,-0.013236108287907587,,-0.0423614087639134,,,,
CCL17,,,,-0.015228931843954545,,-0.013279517579130084,-0.018749185653132727,,-0.022762096093723948,,,,-0.03260204081664176,-0.019933776278486665,-0.03530878214309817,,,-0.03138019144658349,,
VEGFD,,0.03655986759121304,,0.050807918548192055,0.008575018043811677,-0.014148202783512946,-0.013752754418453543,-0.02072120855303673,0.07338203882464371,,-0.01936716134521839,,,0.08109262608792821,0.017112278202641537,,,,,
TNFSF13,,,,0.10025500492856877,,,,,,,,,0.008527480249993129,0.04090108757263653,0.017433177425604858,-0.02154143039971832,,-0.00716973421971096,-0.01982771346777319,
WNT5A,-0.055294993903371455,-0.040275808020444614,-0.04456805226885423,-0.04563778595079313,-0.00462094547483293,0.029381924763102012,-0.023536403874644573,-0.05083184860311513,0.05434756297691389,0.01278040849030644,0.019146329887623763,-0.008231795511346372,0.022088710055268364,-0.04849453735353197,-0.00024367257067015914,0.02555481283968258,-0.018202394766718807,-0.03559380846675551,-0.07181490779427373,-0.013788354528634514
CXCL8,,-0.0407804804763659,0.08529546729981376,0.01812635633830586,0.03866448576165047,0.010320835656605862,-0.012807162904106386,0.03842145352722613,0.12473591812901437,,0.045517178147017744,-0.038598212608523086,-0.05862739894212704,-0.09559444418083049,0.041567699076058534,-0.10347249842040318,-0.08656405694334966,0.12353140621494306,0.02942558602128419,-0.009191761073630835
GRN,0.047684538605648856,0.020404697734401275,-0.1313260442592188,0.013297683215154059,0.06221546529793751,-0.008821522001783983,-0.04560636998919241,0.00428492087755615,-0.008075955320235062,-0.017461445044035337,-0.12350449346440821,0.02567831257128024,-0.0671471389362762,0.006473267719870281,0.004008431159824027,0.019839298918270246,0.07451836028436418,-0.03379041965162706,0.02148920507940927,0.06222903946849088
MIA,-0.027734395009723294,0.025883042030056574,0.00979697633316592,-0.021676476138683915,0.007554563939881103,-0.015533460661145684,-0.015640861847878645,,-0.022628918873460736,0.024701644101573054,0.039396672750352385,0.148948194628412,0.08943955878021022,0.10204775964648133,-0.01978085577369087,-0.05063377523605312,,0.024553283445003765,0.0020341492487285767,
COL4A4,-0.024539286024104247,-0.025085318148689136,0.029486179007413835,-0.00018216498295559456,-0.013952278931863932,0.06582962272526369,0.017396942366186437,,0.009073732792162453,,,-0.02771703323808443,0.04237965442126695,0.024664621513902217,-0.008719744967147686,0.027779104814631538,,-0.0477601201925392,-0.013838378866604408,
TAC1,0.06904351999713537,-0.061295131378670806,-0.0318323922858007,-0.028915721691916727,-0.061786848082120746,-0.05517096907903126,0.07535624257203337,-0.02771981961289802,-0.018044827679533745,,,,,,,0.013715589893873347,-0.06166436071064575,-0.04125245252870436,0.02780478397944421,-0.041473421962480786
RARRES2,-0.01651962847864004,-0.019981134827614683,0.07319263671357568,-0.008749793578005111,0.043222676113057384,0.023407988892507392,-0.014692276184443444,0.043194398359845516,0.020873459016079902,0.02334529414391845,-0.044123973484461274,0.05174612998794393,-0.0034484696455849566,-0.03595864401539447,0.016986987533774693,-0.04251054685896963,0.033962216974133,0.056314930098513474,0.13590411977958855,0.09579913339037034
FGF7,-0.0021667735101592875,-0.10337498197143012,0.002722593306942049,0.042686244151096765,0.0003448672879322109,0.0527448902306551,-0.006634084452176072,0.018168621209745862,0.03948342924998909,0.017636575881146383,-0.010503928529534506,0.06811444223585808,0.013712127849025599,0.04937412161644627,-0.043185327516505015,-0.02915080416016701,0.057406572890582125,0.1006853328473885,0.061631770717519116,0.03230063448202848
EFNA2,,,,,,,,,,,,,,0.026738216394502228,,,,,,
HBEGF,-0.0025405236192334144,0.10129489855667134,-0.0003174658824715937,0.004720693796657078,0.05983186254200414,0.026719306101066796,0.03554148555325193,0.03124501733351091,0.0461214400090335,0.02624259742855227,0.12580985418511847,-0.08136977313845149,0.026138379646974765,-0.05125886153987341,0.006085033235843428,-0.012176480270246596,0.013690032070187935,0.023297558578839323,0.01257399670020898,0.03711230769653622
CSF3,,0.09414357299845014,0.08762812791356077,-0.018151558901170695,-0.014761242561890141,,,,,,,,-0.027091960353374047,-0.03461877627313797,,-0.053643086439907506,-0.007522024188868316,-0.03303850062734842,0.03439749122982645,
PI3,,0.017387418660441044,0.06300785496511883,-0.031324110537252245,-0.016621353952001896,,,,,,0.012925999259900872,,-0.026942890674416218,-0.06180860772333151,-0.013749106317264784,-0.09222958627812654,,0.0694237275304668,0.1335207926176611,
PCSK1N,-0.021506204859997997,-0.06041185758113013,-0.05295066052593188,0.0003145666658042896,-0.008419175477969831,0.035979512271493305,0.0084403610617712,-0.0636909937054553,-0.051368933389176606,-0.05467137356926349,-0.02696704301496258,-0.06352076163722736,-0.00030521133450938645,0.046182304697159796,0.053726494211368284,0.015821029854805404,-0.09503527260535789,0.01665144255195452,-0.02232398832080089,0.027993304992111112
NTS,,,,,-0.01814334275857684,-0.015838267966539643,-0.013314328561029664,0.03852109952444948,,,,,-0.022110147856471574,-0.037641165328508544,,0.08954550811741287,,0.025166648826219495,,
SFRP1,-0.014629200723176812,-0.04177384119188247,,-0.013287831686745421,0.07052630026147758,0.05042044315167993,-0.018749185841952426,0.04734890175840445,0.014118120234399735,0.02134215752198238,-0.02688824488293941,0.040236156268788764,0.00039838122675968775,0.021658300582965497,0.03419120915648891,0.010225132376441437,0.003907971797042391,-0.038953783344233765,-0.021210057912790112,0.07332239195638557
CXCL13,,,-0.019713607030003646,,,,,,,,,,0.06330586875927853,-0.03667041711859173,,-0.003705171887543108,,,-0.0035747496941510555,
MICA,0.007522182822040896,-0.016077631624298785,0.08078811149558665,-0.019073773191571636,0.029659042726929725,-0.016407731714325927,-0.0024740078359776116,-0.04074670416837366,-0.011851365591495348,-0.04520882772000081,0.025181661302942637,-0.010109749348652435,0.08924212518431923,0.03232993870713828,-0.02242307970787253,0.008834886743147016,0.01637294084402362,-0.02166246845511754,-0.027058571818038397,-0.048492840329783064
TG,-0.024539280494081658,-0.02359442703167851,,-0.014339675637560076,-0.017815499113715445,-0.013378611417638507,-0.013568704236562394,,0.026882252204949518,-0.0314078798535434,-0.06204542867504759,-0.03569514021457113,-0.02315172461965964,0.05153449771469838,,0.06572301393541126,,-0.01739594644117969,0.022593280573680517,
ADA,-0.0009492191559804274,-0.05769529821440579,-0.03260854468059162,0.03202510920420212,0.019481585594286588,0.03730196617734964,0.017740925489615027,-0.008099816550755728,-0.0131813549981434,0.007827690500810437,-0.07743851268011043,-0.009557585020781792,0.04799511946106069,0.04017337678948057,0.02986310010540692,0.056669706745262775,-0.027565076355021888,0.0019137241168166786,0.02310476212323556,-0.013085087541399743
LAMC3,0.004217567283693979,0.03365152973690003,-0.05067813521059199,0.07595262696814059,0.025040005000020547,0.039176532881026294,0.04546370521425497,0.08097499734970837,0.01759749420936037,0.06257736447456552,-0.09964827647223269,-0.006581694840565368,0.04450985443855371,0.050698463473246594,0.03591300585042028,0.05107651776707856,0.04053974016223137,-0.07168669914096024,-0.050481653262134066,-0.02966654137973719
CCL7,,,,-0.01036756257503593,,,,,,,,,-0.04886294439346382,,,,,0.09273073096406853,-0.0226941639901408,
NGF,,-0.007099030474376362,,-0.02375473385921641,,,,-0.018655756194973477,,,,-0.011255660403813334,0.05581758080309025,-0.030480910054490468,,0.0021660689672704145,,-0.04185947088670392,-0.012151226271829215,
TNFSF15,,-0.03488251208816352,,-0.011544787998292559,,,,,,0.023608382442826908,,-0.03290141715108157,-0.04763588394819595,,,-0.03331143574101882,,0.016292452519391654,-0.0005149540329151366,
HMGB1,0.020698005286645515,0.04351947712136454,-0.047195288323426905,0.00017519102275044318,0.03751915892906769,-0.006954193121849801,-0.06145341315753454,0.0608842398930689,-0.03102162094350713,0.013089585989124086,-0.037513554732096326,0.06316268497108649,-0.06483635794362758,-0.005915342370823324,0.06583381830276029,0.047275486793515495,-0.03975913955727966,0.03557857626429646,-0.017898099502200726,0.07716949488209951
ITGB3BP,-0.025730020357719714,0.05607756850198347,0.02915771095049404,0.035945997773253795,0.03755777937501981,-0.01627371080259889,-0.0020671169642154305,0.05674833393424647,0.004193784315162885,0.033141382493398056,-0.03666990491068187,-0.004103670758246,0.05837652661238464,0.014418221315155572,-0.021097830016475774,0.004431021613522537,-0.010138249989861346,0.0866648536041972,-0.032161290861255534,-0.02474830745701054
AANAT,,-0.02616674668255555,,-0.01050457747353434,0.015151708064865188,0.08098557495051831,0.0022066039701515196,-0.017539154454382345,-0.007505770628965954,,-0.053476455915358635,-0.022833320900426952,-0.03183123530944068,-0.011038930927249394,-0.004572240897939306,,,-0.03663061633051593,-0.0045052275447316536,
RELN,0.0020364918261189424,-0.048616756000578576,-0.030574264430149857,-0.01823359404601588,-0.028410867876422916,-0.02648939870959768,-0.002872904955207029,-0.0033518504536091624,-0.033802859810131064,,,,,,-0.04890942581069738,-0.0019479216835218318,-0.029478835892428928,,0.024891036792270598,0.08256313822435661
IL15,-0.01185597626588052,-0.037656111779465096,,0.04288668219110694,-0.012823657062719452,-0.03412645718673844,-0.00855923061743994,0.07171978112661327,-0.028318108306194984,0.131847580588171,-0.04285226630445459,-0.038598313488377466,-0.01517887203211189,0.019359315622184764,-0.0005256011216365061,0.05699283517527037,-0.04414491430995434,0.013186762449783484,0.07288264849975215,
UTS2,,,,,0.04391785761683462,,,,,0.094992162172568,0.07438075006124029,,0.014824564608554297,,,,,,,
BSG,-0.01953594124157644,0.007923201211255266,-0.07121135146254189,-0.00030148000551057607,0.0021665344741118486,0.03645880764833396,0.030033092583161173,-0.04644070838352881,-0.027119905659089547,-0.04142018789229292,0.03204323903394589,-0.035465849239630615,0.006240636123191155,0.0056451345121439605,0.03179528868872153,-0.08023265360667475,0.079889843831709,-0.007331279901849449,-0.009764097419962214,0.08936617930315958
ADAMTS3,-0.0215518955495327,-0.06457196692800522,,-0.032268222228364125,0.058077170949149326,0.01936644536185745,0.013863789204802609,-0.02816376080508894,-0.002566446239006691,0.06782889459259772,-0.05774237328886234,-0.027340577249837572,0.0654497283438907,0.08165803051666133,0.09896742955595096,0.06807679635854984,0.07001619967082055,-0.01964191329004966,0.019723619895210695,
CD34,-0.029775290274382554,-0.06921381074781836,-0.021749866264411402,0.07604650845426048,0.02972009488703767,-0.031852248720019675,-0.029263629462970953,0.046831431899934925,-0.010598807298258567,0.06908985733007224,-0.014616187766412011,0.044459697907085705,0.024502607978339735,0.06698487357056557,-0.001045282417650335,0.019911529157926832,-0.05042832726447191,-0.04136597506625052,0.06538181526700856,0.14089173374165162
CCL23,,,,,-0.015150402190533437,,,,,-0.027317603514556175,,,,,,,,,,
PLAT,-0.03882776320489285,0.07474590535923502,-0.0348609199316605,0.023575035070369173,0.053339307634344454,-0.0031274177528761776,-0.009412808735675448,0.06870541072511593,0.03922272375058076,0.04594146254202069,-0.08020318597684803,0.07822627471740737,-0.01381632060684489,0.04826213575155966,0.004947604457139974,0.11659029399410435,0.04375500718569924,-0.061844185576800784,-0.022507948456810097,0.051237629148220255
NTF3,,,,,,,0.06595643444930029,,,,,,0.035879208421770246,0.11323885499760278,,0.05897633325515571,,,,
LTA,,,,0.02954166009856863,,-0.011587553160305459,,,0.030195165552956194,,,,,,,,,-0.021529285992117658,,
CKLF,-0.013805826669719549,0.06056192722945726,-0.003507113441158735,-0.024175744014561292,0.058080604840771266,-0.02866332128194044,0.020506972571933586,0.04676325632839212,0.02920752427192881,-0.04631963346945867,-0.012455055756970828,0.012963799559388626,0.029762309240512326,0.06915615097946953,0.03617854344946384,0.03771593226635178,0.05768826922138891,0.012652294317296335,-0.01539835485523655,-0.000898765164175979
CD24,0.02882372932781036,0.010809284283045494,0.029816654643566826,-0.01970736523890617,-0.022002259998012166,-0.018015718196587555,0.003429103455012018,-0.01489077363755782,-0.008099373322656544,-0.025142046052688646,-0.05575465344567413,-0.09114566147427669,0.012498589301621036,-0.016930416248622022,0.0569812431662045,0.05132265285790953,0.09499096209890234,0.054038840948980024,0.013096656429995556,0.040409464634252414
HSP90AA1,-0.04333616319175653,-0.017935365330449822,0.01681793094383377,-0.005557074713386053,-0.053196670341992366,0.0022815209732888835,0.03612374924140129,-0.04662404551767966,-0.03595153649709985,0.03324955554015647,0.07337283329615922,0.041788534810870415,-0.09582180499113972,-0.12552613887261385,0.010886250783736404,-0.02700970592619621,-0.0012076097846598296,0.01839296928011716,-0.0010381103539882637,0.016596931591954855
BMP4,0.08295541749965692,-0.06102398776848931,0.014798195283011658,-0.031002105013136497,-0.031024370317944347,0.0036401655752881807,-0.0028921801060726544,-0.02797533193466953,0.032802730608854525,-0.02121651022175126,0.1210583417082975,0.009011383367938228,0.04719750912740277,0.06412968567124586,0.0389274315713175,0.004343743455971282,,-0.014541715705959088,0.12439659263996539,
SCGB3A1,,,-0.029019921088893005,,,,-0.013193220680938934,-0.03087382013700219,-0.0021906578378004466,-0.03371211732976612,0.10460613536526071,,-0.005548675141113474,0.07510058316382072,,0.03496059471442498,,-0.06070190870310062,0.03508003729781513,
IGFBP4,-0.006241506471922983,0.07731216087526287,-0.003219635164153985,0.028306327894618472,0.07301338369235984,0.010462602755675541,-0.05810268560176841,0.03728060750428061,0.004929216862276204,0.06809735784426983,0.00337965809891556,-0.033704566122939365,-0.03184285189852122,0.03657936115357669,0.03867903949164204,-0.02944684458959551,0.04089745352399986,-0.0772685246046285,0.015646541601863514,0.0849980024871355
RSPO4,,-0.00019103219303812587,,-0.02033935347851312,,-0.013477029757715937,-0.013193218751131957,,-0.030445259588559048,,,,,,,-0.031054836165040282,,0.08768853166945072,-0.03153305995440883,
LEFTY2,0.07221921821859054,-0.0048681989011723666,-0.02242491514169962,0.030653739036740398,0.06365539752363336,-0.03318921640892202,-0.01446652571722679,-0.018655756194973477,-0.03495839277299882,0.006222226582514991,-0.09248722871368933,0.018206497792377024,-0.04147910649856129,-0.011489902968387934,0.030563187781041883,-0.036198739162938455,-0.050527180581197956,-0.033899318646028104,-0.03597679437678257,
PF4,,,,-0.009045494093556969,,,,,,,,,,0.019225476253896607,,,,0.01737040675242578,-0.02470163015067754,
ANGPTL2,-0.03516116291328716,-0.015734206884545184,-0.03169750543003734,-0.007857343260191467,0.07730510405490933,0.0006091090865086202,0.02216825219712446,0.037999279076888895,0.053545851607938316,0.02357297734665133,-0.03405540466037968,-0.01009025366325239,0.0011874299037294986,0.002993885748998729,-0.02368412942522844,0.01755394017164101,0.0904267609109567,0.03863826483815302,-0.0007062935515544981,0.017823664404031825
LRIG2,0.02960939772144243,0.014639690559790629,0.13199426088569333,-0.03396286381582129,0.04027306479890402,0.04565021675957908,-0.0061593309888451206,0.002233668734497031,-0.007692105388132244,0.1042931251889664,0.03847739610541849,-0.014613528410751494,-0.024499923328716453,0.048857734841832104,0.037013645496749,0.016363721846923727,-0.01138204894534159,0.06914262651129989,0.040034280571502885,0.12609938733492995
ICOSLG,-0.03227244475462401,-0.05847807736292074,-0.006598000288972357,0.03119451972299039,-0.03847843751772793,0.0374515872489843,-0.025038265462885095,0.006768381874638754,-0.028094740841342544,0.02820206135970333,0.006517058486204709,0.01749857336371502,-0.013417376021926606,0.0345883463397377,0.0030587340400933913,-0.022430775997087513,0.11030340446268601,0.08527855747305045,0.02434112081971064,-0.030498201229377665
WIF1,,-0.0411990831654292,-0.0011023392394219958,,-0.031669528124275634,-0.01039990465138052,0.03134111171756144,-0.030100148316244454,-0.0213244826011628,,,,,,,-0.043308053963266986,0.00012599162424855486,,-0.009475945985842097,0.08325470149303706
NPPC,-0.0637429837834646,0.05032643983826835,0.06727394137474736,-0.014031792016072058,0.07407604689948238,0.00709387417564456,0.01279224535773533,-0.04631695145998235,0.06795815815298606,-0.02413604025953883,-0.05526668167918715,-0.027340524740621767,0.02865369405162743,-0.036275632767815605,-0.019439810835408067,0.06382645980019205,0.01462894747176868,,-0.0593637230119084,0.09892494625207816
LYZ,0.03976263410938243,-0.07356130608188227,0.04315934562955186,0.0160676843804892,0.07876440798109828,-0.03019723977990106,-0.04754261965910229,0.06836956070389508,0.042537127521174715,0.0075909456703129085,0.06731521114629303,-0.03025212100675498,0.018690295645645748,0.054825180763286116,-0.04622907667192026,0.00604733174955352,-0.004686041917951109,-0.012583276087854058,-0.09061151292141809,-0.03811109531441488
EREG,,,0.01867805307937483,,,,,0.008773756138454552,,,,,-0.038020494799175894,0.03484620328112321,,-0.058026133261131006,,0.051205581701635215,-0.02843889373624698,
SPTAN1,-0.04963980805684009,0.012813662372448253,-0.02912398462968067,-0.026924139753303253,-0.01970735007017569,-0.07698483484102278,-0.018183056640232904,-0.07201262781026359,-0.0988765934452376,-0.05971528960294196,-0.014462948952420325,-0.033722176094782355,-0.01938466528002659,0.018181052662532195,-0.04718832803962872,0.053726318926344344,0.06583970384032113,-0.017782629857380855,-0.01950927231832474,-0.04972415592763544
PTH2,,,,,,,,,,,,,,,,0.052986946497539204,,,,
LIPC,0.013467473763244555,0.028492212176599446,,-0.01625542657057585,0.0005070423995918389,-0.002643675986079067,,0.030684942597967006,-0.01941601620640704,-0.02559380003069823,-0.03984531685161009,0.052918518962807665,,,0.007200977443983966,,,-0.0249401402989477,-0.023937659765702453,
COL8A1,-0.01892784109480614,0.01762211873869033,-0.033896401434763024,-0.006707211435306103,0.03707473768050573,0.00293401541704137,-0.03180630636530367,0.1621417186342434,0.0032555678141561657,-0.01901334651917123,-0.029471778343855774,-0.012491436244485525,0.016137053480835554,0.08046870357157453,0.037227162373128696,-0.013661563442363049,-0.005178534084029359,-0.06566639829917723,0.06797539458456345,
GSTM2,-0.012486041110053267,-0.0005484361159488276,-0.008268493485488247,-0.008799521701960787,-0.048776809093251425,0.017040690452490338,-0.038994875348677176,-0.030524032802555397,0.058703491627128984,0.05399895907169441,0.05758936737140365,-0.043332569314382244,0.04975624373405031,0.05770360260787691,0.02397218542970495,-0.001306004980411606,0.0768403220480712,0.016905588905563554,0.06358141860833026,
IL4,,,,,,,,,,,0.07918493052662157,,,,,,,,,
SPX,-0.004820917132850258,0.02083890648306292,,-0.026636343906204726,-0.04669706496952008,0.01719199292615291,0.023239227750390442,-0.005621119171054718,-0.023283927677709662,0.014751841191279065,,0.02188027084849939,0.012945298557445186,-0.02365465515595823,-0.02632996410678762,-0.04302421551034122,0.012685625048776595,0.052067385133718155,0.019072129120075297,0.05959235264314061
MFGE8,0.006654444339872048,-0.021718566506032596,-0.05799963072226245,-0.009600955199615579,0.07330694358755357,-0.008226487731471336,0.0545027811433466,-0.011560991701011443,-0.03835544515235318,0.05089754842021049,-0.07906302593264174,0.07221611121665471,-0.012169171217902931,-0.004879678713080194,0.07791143852957644,0.01588978595714192,0.028564444299235825,-0.06899861782512749,0.08045882489846654,0.039219884349203864
TGFA,-0.026416538537322006,0.027705234283788294,-0.029635804952371694,-0.04215771203310821,0.036073117332248925,0.05425836700003695,-0.044026019573862145,0.06107844709336155,0.003937307683383655,0.010529005557361236,0.03922585518872011,-0.00179518677834804,-0.011112753059494,-0.006661404020132198,-0.014364935908367439,-0.0078143364462712,0.022705652597559522,-0.00850208241344848,-0.004797387515964352,-0.015214579718234526
SLIT2,0.048624799676546177,-0.06980479320893529,-0.02156964208551379,0.02076435127677953,-0.03561589785388525,0.0013918323926714992,0.01615393117060131,-0.06438596216346747,-0.03592720431650168,0.10614037933348933,0.06706685295929327,0.05894379143280344,0.015671753661330345,0.0492026577949446,0.032333611318365485,0.0686840973996429,-0.0544799608027183,0.03666570115525088,-0.016419154867733255,0.05534030587818383
PLTP,0.000834978865148532,-0.05428551393299479,0.011934269059784593,0.014793583618425114,0.053941358074379366,0.021463627151991047,0.00024298305811549248,0.08465205130628964,-0.006844592804625692,-0.03547431322078942,-0.09580656680148492,-0.041533501080379544,-0.06786749771232704,0.023387314496628692,0.06222967593358084,-0.037366885722329546,-0.0151106350642788,0.012805073875691594,-0.04345036455584564,-0.08006174451865161
APOD,0.025294656551688586,0.019627475631364404,-0.10127181727074425,0.054136209961489185,0.015452913781922786,0.015930539889530342,0.02542648607567102,0.009350699813222979,-0.12324050096249933,-0.07049995288730015,0.02784716952144184,0.02704315620252141,0.07749788921913413,0.07318301192731512,0.017024189412766486,0.052713479892052544,-0.08146851768393973,-0.09043377816879886,-0.0021578154287236182,0.07175188782395893
B2M,-0.005812601696935682,-0.058395553760169916,-0.017742527423858734,0.010947072276032402,0.06367003814140074,0.0225746129327618,-0.004977781058993504,0.07495426173626255,0.08428797676457887,0.009508697575437859,-0.029429086019382586,0.04584566305455248,-0.007247082595249557,0.08509871657575997,0.01894039766624366,-0.05293069848172038,0.053000842903065185,-0.0544358251280413,-0.00691981926863798,-0.02351859855936319
OMG,0.055300958579947095,0.014826549029141527,-0.029461439912190905,-0.01161569279196712,0.011087432288133746,0.0014263850024582156,-0.005366719777987118,-0.10459600529134354,-0.050246716239141107,-0.07476983674343014,-0.01158413666663105,0.016662320764415726,0.0517462670109589,0.05221245757249828,0.04574825882265246,0.01783491480480727,-0.044339291525209254,0.013020264326085754,-0.02517775027798622,0.03391624551463863
CXCL3,0.10252076329830737,-0.016900890315458737,-0.05111840151113676,0.005508250956482632,-0.017482011365967092,0.028061553725001246,-0.014113955324829121,0.05419949690898039,0.1306572062018515,-0.02487460991420421,0.1350626326794711,,-0.025613556390559646,-0.08545212931390639,-0.041194137005066286,-0.050081745677782695,-0.061301998250276164,0.032899489992388876,0.05215764322450433,
CXCL10,0.0020164434351923745,-0.042091911963371254,,0.014139710123729679,0.02817546976237732,-0.019646927237881806,-0.007999412299603019,-0.042444496203639465,0.09824401552315307,0.07350746269768046,-0.03187306682326561,0.11836683388610326,-0.008163788418448148,0.050664568683627995,0.053943502780264475,-0.050308623799902266,,-0.03294744374970338,-0.02739283287147899,
RSPO3,,,-0.02714930477044788,-0.010504576697364997,-0.021864002125991138,-0.020355016207720004,0.06613567710532893,0.036640252473690495,0.0926628496341651,,,,0.008632233799949263,0.0016220827567902973,,0.007164793484603718,0.007893139429026527,-0.03513369343706157,-0.020771604483651458,-0.026859194536775537
CORT,0.05411702757897358,-0.038618733415904695,-0.03603082629969022,-0.02355731983921757,-0.037840554180225396,-0.01586642203753977,0.03709634192311925,-0.04696073332755731,-0.031348884777739505,,,,-0.004893727000573265,-0.001315788773173207,,0.08314714147835166,0.0024492672968457405,,,0.06224010957214312
NCAN,0.03638345738823101,0.05091316218819094,-0.054359945215695156,0.024809435081341633,0.022373812864954892,-0.006205022678808653,-0.006849717570726349,-0.010723252691139341,0.0012081008340314558,-0.015533719417079412,-0.11856704974111727,-0.02585794219304692,0.032973363646222664,0.05715139297978572,0.048825184184662154,0.029236478403174164,-0.055700446949417275,0.028404503085783267,-0.06515637566315992,-0.10604226334420273
PRG4,,0.05724349941642836,-0.030356429985937298,-0.010367564190666659,0.002196944129033597,0.016176735909527652,,,0.09643788519432057,,,,0.013180148868522272,-0.033761331119514286,,0.04755461009878672,,-0.018242722584072526,0.024336681716915557,
ZG16B,,,,-0.01203282619368474,-0.0018170091084938516,-0.009207362886350112,,,,,,-0.025383008443206585,,,,,,-0.01539073413111934,-0.021073023913064575,
