,UKF260,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
ITGB3BP,0.04406757012343755,0.027178903272995922,-0.007741901175733595,0.01928993722025046,0.020591001836462595,-0.097184445395672
AANAT,-0.014138105877391146,,-0.022641568293174232,-0.02678895988808899,-0.018161758041775715,-0.022772429131474328
RELN,-0.04256235381474519,,,,0.029612195200941705,-0.02487714977392045
IL15,-0.007607944638895269,-0.02381240264319522,-0.04148028077627575,-0.048568135110367124,0.09734569892410533,-0.007850460386557068
UTS2,,,-0.019280952483416578,,,
BSG,0.05394373805773125,-0.0775560352464172,-0.09883696127155928,0.009868079924639233,0.049974507937906046,-0.0929786603970865
ADAMTS3,0.0017333954251877528,-0.029079206277749656,-0.06812757644813683,-0.05200281984439968,0.0867611767630108,-0.05595601929158739
CD34,-0.049157623754839105,0.014289223300188045,-0.10487594266388213,-0.00624696350581154,0.07438135339111948,0.10407512891297278
PLAT,0.04122618925665525,-0.07041670931610203,-0.105232210307408,-0.07468219962370973,0.07205388475825111,0.026560947648002497
NTF3,,0.031118352318741473,-0.03286059771918152,-0.06446372040793885,,
CKLF,-0.005971201901743366,-0.008043091225638255,0.005079218257071174,-0.0410778023896916,-0.057758920984703394,-0.0785621207442287
APELA,,0.07084027840460623,,,,
CD24,-0.022181606384324377,-0.032122300791643126,-0.06495502834209432,-0.11374971653944944,0.02948717675586395,-0.008557516136584876
HSP90AA1,0.006580042524892744,-0.0077193902181676875,0.08811800045361114,0.03712631291575089,-0.06185348645975433,0.0179166415322928
BMP4,0.02699718474228477,-0.004684691905782849,-0.05099511238949768,0.01719032509829549,0.0726744915777922,-0.04394485410002475
SCGB3A1,-0.016836738756424167,-0.03103015686828363,-0.03928202976149447,-0.03810644455834843,,0.022648611109019466
IGFBP4,0.04203002014249086,-0.0036247767226686763,-0.03413961839187697,-0.010546872589165418,0.09081327008332964,0.04736906293702197
RSPO4,-0.0008100098814969164,,,,,-0.02871513109831126
LEFTY2,0.01941293514980798,-0.016758575033110654,-0.02190871796346736,-0.022889071456300907,0.08806022544329992,0.024554301921740528
PF4,,,,0.18571116973369342,,0.09089609382958892
ANGPTL2,0.013519524570186462,-0.04155193973369469,-0.12484625387905794,-0.04755836479666157,0.10642630650077214,0.032719393154395655
LRIG2,-0.0454156787311612,0.006781928611334264,-0.08498115089620081,-0.03981943333394745,-0.06155541017766342,-0.019162995376300708
ICOSLG,-0.03299149133638099,0.042020889684441766,-0.01967940130263445,-0.06861886146364987,0.020359208479659666,0.010607675825016084
WIF1,-0.028098029258217895,,,,,0.011500673425718819
NPPC,0.009739260154192504,,-0.038527830356581916,-0.03452232097271155,-0.032057615010589756,0.094187529164908
LYZ,0.060991826333750304,-0.00788309703422374,0.009756850917672897,0.03426294181090229,0.024671327571996946,0.026055874137230345
EREG,0.22071930438989598,-0.019596537828483942,-0.05238716298866807,0.045536832092174226,,-0.02589747278278642
SPTAN1,-0.09641239144607178,0.06275020769568555,-0.02904963216687811,-0.10403985778408392,-0.010104627486059023,0.02176344997760044
LIPC,0.020880062384274357,-0.02450295319535439,,,0.028268449834619888,-0.03507833818838512
COL8A1,0.04440738187072198,0.027093931233998527,-0.06570845159191711,0.008712401109545392,-0.030044052915589245,-0.020616489627056003
GSTM2,-0.01741684589987094,0.011932777272980694,0.06925490777258995,-0.002228072508441958,0.013576853915402271,0.0038726064474254806
SPX,-0.03773264163346319,,0.040299725661592865,-0.005100539940238644,-0.06802936610007049,-0.015373554973314274
MFGE8,-0.005136748068668185,-0.037607633015431095,0.003879093815362059,0.027013042166962927,0.08421881316372039,-0.008074439671730866
TGFA,-0.03458165870289417,-0.02641009043310731,-0.046887882170556165,0.013137819633485962,-0.02127696804437223,-0.021957139860222356
SLIT2,0.02022548610063349,0.028193003221543465,-0.04456732923709481,-0.06422120634526525,-0.03630506095676524,-0.0248459895555517
PLTP,0.03228695223944159,-0.022886290247283152,-0.08387933445699483,0.019375467818633314,0.0971273178589316,0.022276582420706445
APOD,-0.03872571647716427,0.05896334211333614,-0.1415374758872908,-0.10688497008333549,-0.11391843636765049,0.03314234298264726
B2M,0.07812890233809487,-0.04032204258347784,-0.10954550079784207,-0.00782601706911426,0.0947073051792357,0.03833092206099161
OMG,-0.08561172891845673,-0.012410595077812751,-0.078729406847563,-0.0482757045586894,-0.08065554610602185,0.04945492546706828
CXCL3,0.04662119625326068,-0.04222362879239344,-0.037083424293945996,0.009213586990592942,-0.02379549801258263,-0.05402245188192947
CXCL10,-0.0010877260439426245,-0.016910707151864768,-0.026650859700241624,-0.0077213011793273575,-0.032057611524851905,0.014146918523532214
RSPO3,-0.018813685533705764,,-0.013905458008032192,-0.0602921755781624,,-0.01624102116631001
CORT,-0.022833247983272582,,0.00024166663038494856,-0.019093326768570517,,
NCAN,-0.07083269199195487,,-0.06299648218709945,-0.05836167865859402,0.06967188695886446,0.020522655818988857
PRG4,-0.0134705312975329,,-0.028267738512505382,0.029502171514936268,,0.03234283686952512
ZG16B,,-0.0221076040938897,,,,-0.019189848532821904
TGM2,0.10669747180987359,0.02858595094964855,-0.05266208651115624,0.037678057138031636,0.035029764055598274,0.03216522885721363
VEGFC,0.04916028047262073,0.0291579121049997,-0.03321439652570249,-0.03825606812265883,0.016664548728910426,-0.0673826468820427
WNT6,-0.01856109525869947,0.024983147444645748,-0.026000675831795057,-0.02349285344542926,,-0.019828870904409324
NRG4,-0.019187010257783067,,,,-0.02520302980084579,-0.02981958050925065
PMCH,,,-0.02623283197402547,0.019249986532523328,,0.01531274331884616
COL9A1,0.021775267024688037,,-0.0658643665599512,-0.055618347825916126,0.021236931624670885,-0.016628584628612497
GDF11,-0.0768627606922239,-0.0008885543939867397,-0.06133006339104195,-0.04745593180120638,0.05121522967669506,-0.02418350792979142
IL24,,-0.013940979459361943,0.16273657988289994,0.12211174203757601,,-0.03333729901005724
SORBS1,0.00831076123311711,0.05525783087137687,0.020542476608293808,-0.09325462096510238,-0.029376587173164534,0.009378179611156057
DLL1,-0.03693225146384513,0.10381889347260068,-0.06578671956719072,-0.09718853912067157,-0.04629021231254806,-0.0577145599574726
TLN1,-0.0018768989871782251,0.04044026443393651,-0.0453064450302325,0.019084116788016754,-0.04593055454454817,-0.008364363369041838
COL2A1,-0.012031227952464753,,-0.042757592292946185,-0.04679596967990995,,-0.02686584148823273
SHH,-0.018282018535901088,,0.015230330989405351,-0.007731149438736911,0.0569227311435214,-0.008704633733544217
PON2,-0.049434167173385044,0.008678893440127445,-0.06396625234523806,-0.021851367359926082,0.059268322857052705,-0.10757455029055418
ICAM5,-0.03190674812267626,-0.013196849968653931,-0.016465707244559702,-0.01492952964613961,,0.021847773268378556
HPX,0.024769433643051064,0.03362493857803895,-0.04953315511229041,-0.015063479313726086,0.026834757383761954,-0.035702599648894856
SFRP2,,-0.013758515312094191,-0.06882586188273207,-0.040260160746232766,0.026462830754964913,-0.026405342850429104
CFC1,,,,,,-0.0068703300764115256
CD70,,-0.00961491036012346,-0.04431655016647232,-0.009660204852561536,,-0.02334571861410368
HP,0.06068646370304319,,-0.0017896526503680045,-0.05316667108749836,0.04835180387912924,0.009069087659133852
CXCL2,0.03194466819004157,-0.01815387215840735,-0.05944749968590732,-0.028121028255639207,0.007072259478025578,-0.005341024100805221
NPPB,,,-0.010911543173028091,0.11361283470928893,,
CCK,-0.0594038461033566,,-0.02843130169979451,-0.06841592960565854,0.047614840997561615,0.11272205695836816
SEMA6A,-0.022841104166899367,-0.00479000766199969,-0.08784566041152406,-0.05320969102255662,0.06339779133571842,-0.0883549560181352
IRAK4,-0.014459289925272902,-0.004263982853233388,0.014356546571678178,0.03219338052350484,-0.0062761392050774065,-0.03490354426725409
GSTP1,0.05137790691656362,-0.02185780624068396,-0.11552085270317348,-0.05492986609341813,0.030210217500507487,0.025127485534776638
VCAM1,0.07523785380881061,0.027977966961792094,-0.08963061480910407,-0.07807532269558926,0.041674000684170674,-0.049338091868828184
NXPH3,-0.04370414416941883,0.004590289616859274,-0.06843088156601052,-0.025263911335232293,0.0013266536192742936,-0.011650814886349505
MTMR4,-0.008203601779614274,-0.05114007375665262,0.04800519836158889,-0.05505383355263378,-0.01625405233697905,-0.0057045722760011314
LAMC2,,-0.020249907346689862,-0.02404547442302948,-0.023579825649095984,-0.0036401815799837786,-0.011360621847552948
IL10,0.0732299546712122,0.018499329572510013,-0.036308605144966116,-0.047578768521576276,-0.023504730172338655,-0.028144921183288853
SEMA4D,-0.019041209267246534,0.09191072398826758,-0.0474117349497472,-0.0563261089597881,-0.06270150355893817,-0.013673291525631988
TRH,-0.011839640469903039,,-0.0605904132084735,-0.07240667746980375,0.019070520679517495,-0.03338928017426987
SEMA6D,-0.061902802279459546,-0.018785909447523785,-0.12579939122699585,-0.026099610952489444,-0.0503224266622191,-0.07901647465808208
CEL,0.00860286681737252,,0.07952978462818645,0.026488469705308965,-0.01477090146679405,-0.030678216877382505
PDCD1LG2,0.01649013695748055,0.023318841276496124,-0.05402024269235068,-0.0659302137479686,0.03521751539141681,-0.03271729027134104
SPINT1,0.029911692542529893,0.033145653126304846,-0.07795993107897582,-0.007795404760613858,-0.01531521565791963,-0.031522539605300194
CTHRC1,-0.02407536869672499,0.024488420152574398,-0.07523487802494962,-0.002442088646842812,-0.005155722283222455,0.02635276857689438
PODXL,0.09336960233992891,0.017439513471350802,-0.08655060752979474,-0.04424398742541542,0.03942057786989615,0.022971400771074048
JAM3,0.014285354325103312,0.0342883703580005,-0.024742421227809622,0.02897623193590399,-0.12806914470234845,-0.058690748767591915
TGFB2,0.04248177623367092,-0.048854606252673606,-0.07546128293215691,-0.012050487015257804,0.002227214463789466,-0.08431314348469574
COL18A1,-0.012595852709935382,-0.0026316665123857774,-0.07328310203704665,0.045912915207799235,0.06452055924683991,0.13189792005664863
NODAL,-0.014443117093375557,,-0.02923810697998661,0.0158249508239164,0.11113366532703284,0.07812224512626473
INHBB,0.08138922588272171,0.01636749701920926,-0.09033406011381745,0.044798239106746844,0.007936063533927853,-0.048607086239758415
LCN1,,,-0.031099452746478844,-0.020944820779161877,,0.07824560989784507
ARF4,0.07419014120662101,0.005118958387464186,0.005653259101219531,-0.05028735602722097,-0.024004293472950876,-0.10013989632759512
CXCL14,0.056048020533048304,-0.013296351333775526,-0.061324779799878465,0.008830559356884937,0.042183161741105514,-0.09025841521838095
LIF,0.10901710572098149,-0.05499939410873456,-0.03893435807084668,0.022021726007646045,0.01344419860825575,-0.03770446685567868
IL17B,,-0.03349790076164601,0.004108040313074768,-0.007392957632428241,,-0.0008474189410810439
MMP1,-0.01183963788711962,0.056820646990090234,-0.020352012649812266,0.013395578802625655,,-0.050962940255494804
MATN1,,-0.013940981468791264,-0.005009316211112282,-0.03704557826659359,-0.024648837039553874,-0.02075273917024356
ADAM28,0.01270085515354421,-0.03879198466921053,-0.01383612244087764,0.027506504179168525,-0.06151637400406928,-0.020893043349086184
TCN2,0.013645187894271256,-0.030618874668723605,-0.11936010980518409,0.018395011061242295,0.08763869103741079,0.01545699183825652
THPO,,,,,,0.00069474541787295
CUBN,0.021078777453603155,-0.044313161434070804,-0.04659633870254375,-0.034480614169629366,0.07774081948608041,0.05353219277313856
TIMP3,-0.020950182866990547,-0.0320519348559775,-0.07760464437283207,0.022791697612515652,0.11961854584233006,0.051772630374968945
PIGF,0.049851256994479495,-0.05388614352623934,-0.05886381235024052,-0.0515741875254997,0.06440005852377384,-0.053425241236076226
CRH,-0.012031230160001629,,-0.01822706294053737,-0.00019636093108954699,0.13861202786518764,-0.010317546067891018
BDNF,0.0028537312108620587,0.01381327203998834,-0.04617857003342272,0.021592430185787766,0.06592838920244826,-0.004493890848040158
CCL5,0.1474462453115425,0.0329767037413494,-0.050537839058443494,0.05453666798360891,0.02597843461736084,0.08498809306727081
GAD1,-0.05523259987593999,-0.020885168118301954,-0.03219480890061087,-0.003637490169120369,0.07724289787464333,0.0012192212598473007
COL14A1,0.08879959972692737,-0.07377647365104088,-0.11157381647240164,0.01222967388182764,0.1175006717704575,0.052838866774799376
HLA-A,0.11075616557762755,0.04979138263867114,-0.006004693105515084,0.08910486217320442,0.09448277766276726,0.026925868856102687
FGF18,0.027799088499193565,-0.014475354565042607,-0.03199507063344177,-0.020536014923581584,,-0.02848976459384083
ADM,0.08917372362244128,0.00794410824148117,0.05493616725323729,0.08622467545665734,0.01099202516690357,-0.07500648150191866
GNAI2,0.019000026376428676,-0.025295078539305106,0.08155627396508199,0.028162931207595044,-0.004094710070926027,0.037304818314130454
HDC,,,,,,-0.0207527297715244
COL11A1,-0.05059424507614491,-0.008994240751727361,-0.03661838462675351,0.11306936439874778,-0.0323283781702542,-0.10995485575223762
NUCB2,0.028579333637142497,0.004683809627939547,0.05906721910022485,0.04118348091153644,-0.0867847416585843,0.0012373775951358059
FGF16,,,,,,0.10250044380593318
CXCL1,0.0013168279755373206,-0.051705693524993324,-0.021367462615272833,0.019891072043251374,-0.010123150839050235,-0.006893793276004643
VCAN,-0.0061450940882975345,0.0352177149137338,0.016020116293813468,-0.038258258716998304,0.03990263576168369,-0.08227712592764991
MMP7,,-0.028696166072438738,0.025836793722951747,-0.0006033454879205811,,-0.04039992538708992
PTPN6,0.020063955860311553,0.05687920158069017,-0.1003975065737454,-0.0330968993815152,-0.009580093391575036,-0.03317327218911442
PTGS2,0.13078963659537407,-0.03673566795749058,0.010392440165192585,0.04387613158328243,0.03497751751965907,0.05171781950307605
XCL1,-0.01258929744245276,-0.025996207553861526,,,,0.13494615942805024
CD58,0.011680360135416476,-0.04811683417453919,0.023072052153155217,-0.06575530753455085,-0.056777537734839206,-0.06802964302688529
TNFSF14,0.01899078167178457,,-0.008147640871192604,-0.011244334993805342,0.0012124849632474393,0.042678657404339744
CNTN4,-0.029649594627543942,,-0.0354384208266171,-0.0316256408655714,-0.030932383890340073,0.027828714709188674
INSL3,,,-0.02846413559872682,-0.020689856188774343,,
BTLA,-0.013124761680213612,,,,,
MFNG,-0.04348557138616916,-0.0037067012514910825,-0.09086687796047596,-0.011150785855676129,0.025713737324004622,0.003754661868349477
ICAM1,0.08555185413655672,0.03913021843476339,-0.010982747147658942,0.043355954336809784,-0.044637143038418564,-0.025452637750450632
PROS1,0.09013336118958756,0.012647880617766198,0.019341002194570186,0.07261688371345441,0.11733177738402985,-0.013347614378325311
CLCF1,0.11255729988772648,0.009487927148049006,-0.030391465597490636,-0.011991531861696365,-0.03226292227215093,-0.05749585129758414
PSAP,-0.001107270077510078,0.013983224629645097,-0.09942574264472621,0.09316503771695192,-0.01604249741873291,0.009031191732056798
EFEMP1,0.07544001314936657,-0.06697456653860984,-0.0636351609412562,-0.03201845043813865,-0.00057582152712325,-0.11395526409153624
C1QTNF1,-0.0070771711800464805,-0.034357902222189325,-0.05246003230452938,0.10170429256316918,0.05913685138665657,-0.07925622497787102
ALB,-0.019244466610619626,-0.01319685430726598,-0.04219348748167779,-0.029887190390646884,-0.0016828365939869337,-0.029382139718661573
CCL13,,0.006889737393691154,0.0039019981756727544,,,
EFNA3,0.11693681511866778,0.0042371154703810246,-0.029230190144564093,-0.04382046742960006,0.1046990300975227,0.02837310577074972
DRAXIN,0.031822127955682865,-0.053691290370509855,0.0021948321969532795,-0.0005864385836632745,0.021120999115977507,-0.07289726896041615
RAET1L,,,,-0.020944807052803376,,
NPTX2,-0.057606020381374634,-0.030390404579316053,-0.02010134059887233,-0.056697640144302196,0.014416281666979957,0.002264506267297198
FGF11,-0.01387560073220153,0.06497359271975901,0.006009220005638331,-0.01726037892223377,0.022927914610603266,-0.07884418618100235
CD59,0.022153673787199117,0.0030606163107670258,-0.09973811540440132,0.12057996236955752,-0.005779958428309929,0.0744098147131943
COL9A2,-0.015894948670819385,-0.04742839676513106,-0.09819071885798067,-0.04074249846776625,0.06213972610555333,-0.06079115460583368
DLL3,-0.0036846048919752616,-0.01691070824323219,-0.06620835864504718,-0.11845718055420086,-0.021319687010580596,-0.01015776083981776
FGF5,,-0.03183854439767998,,,,-0.03507832762288127
LIN7C,-0.016040707642534877,-0.011240622496230156,-0.12271550368023527,-0.08941850926495581,-0.01033624830466373,-0.0726220159384311
GDF7,,,,-0.017954908658772705,0.012486484415094373,0.0021038006225323914
PSPN,0.007824776837038437,0.0077280005867406435,0.011306163738927035,0.01728740448137111,-0.028241398524338313,0.08687647955425032
ANGPT1,-0.03126387762096207,0.041513792148095995,-0.07109609372767584,0.05569232242720427,-0.03657116286102574,-0.00820256259721001
PNOC,-0.04879553122045195,-0.01319685430726598,,-0.019093328845866286,,0.006332199237538375
L1CAM,0.07293614746036056,0.03079357110624849,-0.008955421786818782,0.060635191870380946,0.014211558565749042,0.11195387900271625
APOA1,0.009343991248871109,-0.02011938904348994,-0.05708961297884761,0.0018694873134985307,0.08922161515682192,-0.04558605963664174
PSEN1,-0.020730921949329267,0.0342633848606946,-0.03746803396204635,0.004951407687217951,-0.020716997266714405,-0.020649440368648252
CALM2,-0.02467052315309701,0.006902512438717229,-0.109714686833589,-0.12128288223098074,-0.0499270215347831,0.03526118651787808
CLEC2B,0.05654362589585908,-0.007650435921099359,0.002373980227282064,0.09351951292302985,-0.029539199831621527,0.014792983018183034
NTNG1,0.04009538083436785,-0.02162583387115034,-0.006824469032352847,-0.09928637611072472,0.09081829402727037,0.01397695580400881
LRIG1,-0.05456013000464487,-0.027238054887990193,0.005531386279950663,-0.03060154319267308,0.05935553495086433,-0.040543957401067726
CPAMD8,0.029977573495535637,,,-0.020170889830401433,0.026655914321378756,-0.02249420724555148
GHRL,-0.02707036055904662,,,,-0.00349375392670182,0.030535423911090157
NPY,-0.02420745871823693,,-0.04685994912543658,-0.0012736588107787165,-0.059484213859386084,0.031457873049857046
MMP2,-0.02955051849595225,0.04922241603670081,-0.07278780433699111,-0.05948476391468179,0.08525099101768842,0.0022710700616708906
PPY,,-0.012206501755874018,-0.04547382460512793,0.06846753801420091,,-0.028132929570476837
ALKAL2,,0.020875735300403132,-0.035902075150128235,-0.05239434496198965,-0.04348223335794585,-0.05567631172369973
CSF1,0.07775711002928465,0.030308824787140448,-0.06844753091548689,-0.08636586147813048,0.0141452859674194,-0.07196391352260524
SEMA4C,0.024345705447456022,0.03481065446859178,-0.008945304547605861,0.059044559504092486,0.0006423028995584189,-0.03703370839423695
ICAM2,-0.04443447909238808,-0.05743318738680308,-0.07741223347463767,-0.018527784837144665,0.03939521797337951,0.07304681575551951
SYTL3,0.022605353332609584,0.000680763293596638,0.08969352405418703,-0.004540158810700576,0.04175357632335591,-0.014569721478268695
IL1A,0.051224413362542964,,0.03420479738567879,-0.03849534358871956,-0.0020203526034141667,-0.03564303084858837
HLA-G,,,0.0038830396644632253,-0.04292550787550695,,
PGF,-0.03376654204821489,0.0030101964737185636,-0.08327604098227898,0.0047967332190360385,0.06997057134176025,0.03599332354538091
LGALS8,-0.07012155558134622,0.015580194347948663,-0.08149605060236077,-0.0386198775402955,0.021407275496401847,0.026292328314199913
DKK3,-0.05925702025132463,-0.03719705460729458,-0.05277761998357241,-0.014535929284999694,0.057629911351803516,0.09908571273989242
COL16A1,0.013342069774034192,-0.03396948172664402,-0.08547256062457104,0.038638820916552796,0.039918741502427954,-0.07662818184136579
TPH1,0.0785506242388052,,-0.04603421875179415,-0.0384633017500472,0.028705463147660575,0.04015758437904957
TNC,0.10104751346151959,0.05719702010864677,-0.04008243534375896,0.00836298117402988,0.04972687130054367,-0.08208865822398019
TNFSF9,-0.029821134534592945,0.028182074437516632,0.029173092758708156,0.0978419891869752,0.05676228832164464,0.03584851511037098
C4A,,-0.014475362420408526,-0.021152440798715953,,-0.0009404918261284995,
CNTN2,-0.03193685306637267,-0.015327099439533585,-0.028458106712561618,-0.040071914491471884,-0.0434711831155095,0.09824137928520937
F7,,-0.013196856159113887,-0.02665085414353318,,,0.04767056244689687
LUM,-0.05026604466294441,0.027312524037973556,-0.1161594504970095,0.021639458784696735,0.08973024140157691,0.01909254917886348
BTC,-0.00639935261622663,,-0.019280956027552268,0.038644527295724665,-0.028811462464979683,-0.006515425906159264
APOC1,-0.10177161593155636,-0.07606108671405161,-0.07493147500048393,-0.04016585972626089,-0.11379092393061614,-0.036641424388596154
PKM,0.07329085433950826,-0.044382870123180505,0.00024664900364886484,0.09413315596370452,0.01161229666675041,-0.07511792373936914
TNF,-0.03389821476335642,-0.018785910973763115,-0.01871407081414181,-0.020944812765504212,,-0.021639709288218387
GNAS,-0.09860727949634474,0.0822948312290555,0.050159269758925366,-0.038446593028599124,0.08065579145880929,0.012979774364521251
BMP8B,0.017790871378640768,-0.030757199072258157,-0.001234223444811356,-0.03872770851179552,0.01749644496581941,0.09237383480494722
LIPH,,,-0.018999503809652204,-0.02335166432466418,,0.07135629371921168
CCL28,,,,,-0.02321062316747904,-0.03273992533279107
PTPN11,-0.0034892910083368324,-0.05513197277864156,0.0626008064156886,-0.048747613932738694,-0.00860338227476791,-0.034977999702200016
ADAM12,0.04729250914306774,0.01944679226103582,-0.013965574636780864,0.06735263150492454,0.08717007439290805,0.1055017994721448
EPO,0.15722571117312362,-0.011999090853484391,-0.020633946360454625,-0.024252483582434058,,
EDN3,-0.017248518378432477,,-0.04001046311914556,0.010752820203098066,0.19128119722718195,-0.03450605779647366
CCL22,,,-0.023353183090869433,0.03351900335865693,0.1295912396437488,
CCL2,0.09223226536737664,-0.0476181154752201,-0.03096928143131775,-0.07293954604461943,-0.011363731577284212,-0.0908741503913571
DSCAM,0.012262838027382766,-0.01765335931513012,-0.04401119526532652,-0.01942350462581634,-0.005806075950965226,-0.01131687307099378
ANG,0.06572005812890766,0.025887417053156614,0.005104995358471831,0.07825480747774562,0.04303845085075081,0.018598528941552735
FBLN2,-0.02129247360741681,-0.017996382825007366,-0.07691332414004974,0.027178054168120254,0.06310589152585054,0.025835245360973876
VTN,-0.016975011888267794,,0.07166292161802366,-0.017053857540977376,,-0.020289206589337118
VEGFA,0.0742849660288977,0.027178757763121706,0.09922359264422198,0.09653120798297896,-0.008401137726690064,-0.0822552358319831
F10,-0.015837973348917164,-0.038714197203168974,,0.07582529605586158,-0.02492734205173356,0.04051694510608052
SERPINA1,0.049063233883517535,0.0020211083950244933,-0.03331002756060798,-0.011393980246019876,-0.016900914556859797,0.019972382852367326
VWF,-0.03902245894208066,0.030950952671498354,-0.12026414623380433,-0.06711639737450742,0.09592249440786438,0.13565923691868573
GDNF,,0.009376384385647517,-0.04252309408667768,-0.01623123722154195,,
VASP,0.06922227347474338,-0.010846589185771471,-0.15755651856855973,0.07171291583682975,0.027988114210122452,-0.00846365590208969
ADAM15,0.003146926704623048,0.04464841248803961,-0.07582771402090492,0.0005594317064950954,-0.03032270525069291,-0.026493024099982724
WNT2,-0.013640308712485758,,-0.025594362058254737,-0.024908515475639464,,0.02435875890713337
CALCB,0.014658635180406915,,0.055288477786270405,-0.029500051909647038,,-0.033337315351827206
OLFM2,0.005202677657766997,-0.055064481969476935,-0.09488535634275726,-0.05360446490579874,0.03802273282683796,-0.07189571286766859
MFAP2,-0.0005126297020193588,-0.07615754097072024,-0.07127241730587161,-0.04600805510504987,0.054813988452853055,-0.03293027467381448
HLA-C,0.02041727408713958,-0.027296103998200733,-0.08294087117009612,-0.011392503976952224,0.03665902441897974,0.0008282490567097905
THBS1,0.08881633737718773,-0.03929150730093945,0.060062520777788266,0.06640758779772024,0.04942373464489557,0.008777595459320213
