,UKF251,UKF260,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,-0.011065323198389961,-0.03568246636486031,0.019418222633989065,-0.0850571297519262,-0.024747784074264954
NDP,-0.0015260977989207589,-0.016279536129613296,-0.025626561983789275,-0.03030849699159379,0.025538593545361893
TNFSF18,0.0026909325439637127,,,,
RTN4,0.07094078095361778,0.02186396944436437,0.0503883266183253,0.010983595145276416,0.05852103335261823
HEBP1,0.006236765454373238,0.012487860381582724,0.01638258730106496,0.007725971310536731,-0.05791023274738215
WNT7B,-0.015709238582761135,-0.051490784881120355,-0.044822947781693684,0.09184657338583256,-0.021514601703558556
PTMA,0.05222375018026197,-0.017381140513945497,0.0012679571403583058,0.0351371772817187,0.028204677544201723
CEACAM1,-0.012055895765191327,-0.013668942879127644,0.04488155117972892,-0.020263576132640192,-0.014279554052574231
PDAP1,0.027656303130422975,-0.017132795602398346,0.030178535733226246,0.0010923078990146087,0.0904667172667705
QDPR,-0.01328480297763076,-0.027360933852421988,0.04114560583639795,0.030570970954659913,0.006999487895798396
POMC,-0.005747680941059188,-0.014213339450468583,0.008198471103285322,-0.03846534138788502,0.010569821686384179
CCL18,,,0.03975792690378363,0.016155406983150038,-0.010266811685063406
CCL17,,,-0.01781894703204294,-0.029251744283304366,
VEGFD,0.05966563569133662,-0.013077670636374323,,-0.020263576132640192,
TNFSF13,,,0.05647783680292684,0.07132319149699107,-0.016034982149125993
WNT5A,0.0010099886841393032,-0.00633344541019192,0.07163404433257248,-0.02737957346393935,-0.011555945675498185
CXCL8,-0.016168405768625736,0.0584354574104029,-0.050081426831278544,-0.07663955375608006,-0.013945120451708906
GRN,0.022242061503151132,0.006464688193310115,0.0030968563125209625,0.04732215523329305,-0.06355466500703524
MIA,0.06801196654986771,0.03135738710972442,0.01697266934532481,0.08933603006287472,0.02932880730666847
COL4A4,-0.025825297987401127,-0.021323878399124536,-0.0070092338042092245,-0.006766863164421666,-0.028778236886622018
TAC1,-0.03424718354560936,0.03813717282580668,,,-0.024636298735639037
RARRES2,-0.003731093406489601,0.0716129370811005,-0.029175041534321003,-0.03752711229960229,-0.0133907818316488
FGF7,-0.019489738114043084,-0.01047632392077269,-0.0010982860753924251,-0.0304150667257776,-0.013002071057130856
EFNA2,,,,-0.019259173013205087,
HBEGF,-0.04754931336395723,-0.03043918136018587,-0.018453428436294505,0.015713913690800073,-0.05090080861811578
CSF3,,-0.0435713524241916,0.005712328268234985,-0.059666334049634645,-0.0204716913023982
PI3,,-0.04011702400695926,-0.0008163691189374565,-0.09404928043584354,-0.06345032521915064
PCSK1N,0.014832582735443847,-0.017511265218043328,0.0026485386345348177,-0.006721230293319335,0.09227045291793615
NTS,,0.015893095957385805,-0.01844381725773948,0.011173911373403645,0.030608350655590054
SFRP1,-0.009689106672895438,-0.014919357446585648,0.07033526476930718,-0.01254342965334172,0.0064715148531225624
CXCL13,-0.005852550967835127,-0.014785273758464456,-0.04002500842999783,-0.04135107280757822,0.016372576738198186
MICA,-0.024908239814477547,0.00720862586045908,-0.03673060329602614,-0.006107415409140559,-0.029938991196154313
TG,0.06475254638625956,-0.03164338461194781,-0.02367692561350334,0.02849002840087611,-0.016848516521772616
ADA,0.09833190632168069,0.0418922705231508,-0.02330026891501069,-0.037665192887468654,0.01001269736768132
LAMC3,-0.029152190383947296,-0.016633537688684127,-0.04582924456399216,-0.033249709214094446,-0.03338774640162487
CCL7,,0.05810243925979202,-0.02670649432266057,,
NGF,,0.04888856055640091,-0.030843862926148286,0.21479030770957325,-0.03514542031070529
TNFSF15,,0.05976334384633268,0.006352285052109473,,-0.012712568843214147
HMGB1,0.01803440540570967,0.0028568461725618976,0.03752682600077947,-0.023639990028738275,0.0494158250121906
ITGB3BP,-0.017340969295435892,0.047898185704077986,0.010143519836287447,0.009525247629472482,-0.0127320650092601
AANAT,,-0.013077672503285506,-0.023429131157000533,0.005016681174474538,
RELN,-0.028939624685837387,-0.019983993010311573,,,-0.015355405471922736
IL15,-0.02088518179130956,0.09778109961140873,0.010965293729977808,-0.02794754737170993,0.01932617346496652
UTS2,,,-0.019951619901791312,,
BSG,-0.02944218637331816,0.00324754975637969,0.04602549888445822,-0.024398464208707928,0.01685391977117712
ADAMTS3,-0.028804724727741378,-0.04004864049632321,0.06229753920022055,0.06010440306014288,0.0313974446233709
CD34,-0.01701726640640253,-0.012762139924552326,0.004029670858277314,0.0558167100387716,-0.028915792376724876
PLAT,0.06305632231759806,-0.012812844392469248,0.04806780801375757,0.05888793306472726,0.039915101656017166
NTF3,,,0.06288199942754906,0.07109632023524996,0.002435848681172392
LTA,-0.012055897002342173,,,,
CKLF,-0.03318099481413001,-0.03942779348670048,0.0036313624544808093,-0.002619507819625995,0.03688817187271096
CD24,-0.03992442828032553,-0.017769696149274018,0.04066388563599209,0.04408939383374942,0.09788230707677888
HSP90AA1,0.03551146656376756,-0.013277417188326127,0.0022841700095725934,-0.0686848743719538,-0.012491871205099826
BMP4,-0.012779957539233616,0.07696712445497135,-0.038120694552670746,-0.03490755079624006,-0.03570801708608446
SCGB3A1,,0.1273557990460294,-0.040648413373057246,0.1309869873177544,-0.02639999411220205
IGFBP4,-0.002593138960135965,-0.051121923837737136,-0.03558362977361506,-0.07793108516805251,-0.03728612652914434
RSPO4,-0.01948973441391754,-0.01797480473650485,,,-0.01777927251257676
LEFTY2,0.039555915486094655,-0.02789967550013829,-0.022670789408282994,-0.022144588724370782,0.023475699614966844
PF4,-0.010966476891411708,,,0.005332758156977281,
ANGPTL2,0.03297542104548598,0.06498332189813036,0.009709552713685636,0.057838356238440726,-0.015206021110997961
LRIG2,-0.03432343080985321,0.05304697873491643,0.07014428825113131,-0.01674357771851105,0.013072280136543575
ICOSLG,-0.0132806592023754,0.08985116970665306,0.02777120836100932,0.04609731823992778,0.03498581772556938
WIF1,,0.011439664834707559,,,-0.01652755593466432
NPPC,,-0.031355661897383036,0.01592335411238957,0.016379170405340693,0.026069094625155807
LYZ,-0.022144325280899317,0.031587880117738026,0.048176851072947675,0.04144893306286291,-0.015814639182045325
EREG,,-0.025294815137079735,0.021535785342235873,-0.008611777930197713,-0.022144383674202
SPTAN1,0.0026950934088572527,-0.01639317202714908,0.04480497991142937,0.0982497749527215,0.0364731939336808
PTH2,,,,,-0.0011977201527765002
LIPC,-0.0165051338202541,0.024873033180356156,,,
COL8A1,0.012614999506401936,-0.06644438021997304,-0.0018639342907968437,0.012658437368713412,-0.04019929507639573
GSTM2,0.004757493591481216,-0.02433257687741912,0.0043546165772885975,0.08946091184741724,-0.017405959247151614
SPX,0.05103190853127966,0.10175581856335894,-0.02692671779485927,-0.021917667995741325,-0.04375382147024519
MFGE8,-0.0006822318303044916,0.050042219007227336,-0.0034955204491978423,0.025072627310883645,-0.04364255220770683
TGFA,0.02391758018347187,-0.05464072230422957,0.017328649015893597,0.04886157562088699,-0.013370506515336833
SLIT2,0.0668910744030712,-0.04902248995822554,0.017074593834338164,0.038668628562328604,0.03122353062114743
PLTP,-0.06194367306451254,-0.0016488655911644412,-0.0214819523873121,0.009048676628364997,-0.08032835490941306
APOD,0.04182461313720545,-0.04152410904934811,0.021646540462311955,0.07265402886707142,-0.027927323902028463
