,UKF251,UKF259,UKF266,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk
IGFL3,,,,,,,-0.01684270918296895
BMP1,0.013281906569069976,-0.0019659241163741694,0.09200786370214352,-0.03409953489769185,0.04948081286782591,0.08624246962754754,0.05097850486117997
NDP,-0.012992190965897857,0.01924803472546804,0.03543102016425646,0.02011727444027007,-0.05539284963354023,-0.03423627756332565,0.07894390285763715
TNFSF18,-0.03224854867380087,,-0.013463315139938049,,-0.03667526238742837,,-0.017369588689120356
RTN4,0.013023838477725916,0.06873631091455261,0.03664124813150535,-0.047535121142388816,0.04401109235628917,-0.11393674838806853,-0.06723790401108927
HEBP1,-0.011199294441407048,0.004857019820706668,0.026963359509398543,-0.02558845754741184,0.035540472545739485,-0.008462652184295922,-0.03297279348650742
WNT7B,-0.028838703540438514,0.02195536482960652,0.05515695408761902,-0.02670497939829158,,-0.014076619810952026,0.06359905626471873
PTMA,0.004718882884881316,-0.002533271837675669,-0.023885788524558915,0.030464980976288508,0.09467952961301536,-0.05848713182308032,-0.07901373001953052
CEACAM1,-0.022131970436066253,-0.018365636200565395,,,-0.03871607425898775,-0.02218697254509282,0.05424539327868371
PDAP1,-0.006614591214800329,-0.022518267866927025,0.01861072472556293,0.0031671108077786798,0.02338771215072463,-0.005359536126039124,0.02510990175240491
QDPR,0.04750248744420845,0.005147098293169074,0.013947283389687717,-0.029029882560651015,0.009284644618205894,-0.09555485795144315,-0.07355881923255152
POMC,0.012965478031757922,-0.026504488448519364,0.009523868288397606,0.04833740379578853,0.16010352503204103,0.13326682996480738,0.014249676650779402
CCL18,,,,,,-0.028574162564743308,
CCL17,,-0.01649662800377995,,0.020895968439905786,,,0.06629000682092412
VEGFD,0.06358953386056164,0.043714340839432195,,0.001023604938039514,-0.052633654537708914,,0.06401622554952971
TNFSF13,,-0.011379004791570632,-0.013056607079768225,,,,0.019689170223845132
WNT5A,-0.027876255658261653,0.030621306830835568,0.015748739555317172,0.057098103797456036,0.06851357548070267,0.08383036992887667,0.027928596459331025
CXCL8,-0.02968163340485459,0.05395584518600454,0.05957210139002692,-0.022577979016359717,0.10217476983768331,-0.05030931200377145,-0.03152787697967934
GRN,0.07846111392042578,-0.0022345613994037405,-0.009570621167096855,-0.03389351059881192,0.11562839512723122,0.11328683618530784,0.012224694545030272
MIA,-0.028191413913114874,-0.03473636419793743,-0.00819426062336319,-0.027573558113011713,0.022692968145088553,0.06431599531079321,0.05081462657092976
COL4A4,-0.04041931384114684,-0.009646744085026417,-0.012422784790069011,0.0649142726872336,0.008174297267359108,0.08182777869247435,-0.034206762308760144
TAC1,0.03314790209907819,-0.026158438185567595,0.014671882502763724,-0.008780437230783063,,,
RARRES2,-0.017265694769979183,-0.02352819221822499,-0.029444327169090744,0.016721620743535417,-0.05204100468826281,0.018917350595142064,0.01130884725571788
