,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
RARRES2,0.06984745114869295,0.09349318284790391,-0.048452642458631456,0.04733097056522418,0.14792423349959943,0.07147509781602297,0.028827468479309646,-0.05141760462139696,-0.14813654424276604,-0.14183623450576166,0.018729294992461912,-0.04365684920032467
FGF7,,-0.016418928175261548,-0.06712410391783322,-0.012796524846961586,0.07190358900306262,0.06950454609772069,0.033133809659416494,-0.03155341827635422,0.06314046160594516,0.10927600379191832,0.047463438203768075,0.11705563029359999
EFNA2,,,,,,,,,,-0.07714235529045774,,
HBEGF,-0.06149870887035509,0.03161199656001969,-0.04164038858886795,-0.017330808529323404,0.13700396211398988,0.07339110925703661,-0.02015948744326154,0.05918563868148832,0.000305231328882974,0.03730016252596946,0.040328707517377965,-0.04010913470092991
CSF3,,,-0.04391212257337144,-0.013679439920062268,,0.06334337396759739,,,-0.21717625701379256,-0.24814404382720795,,0.05352472110215983
PI3,-0.05948919588289388,,-0.09195466347416509,-0.054917415872288065,,-0.03227943056681621,,,-0.35217914439292003,-0.44425192841664934,0.03507373522644389,-0.04411764006723492
PCSK1N,0.07947596488214735,-0.044520024045604005,0.0502410658027274,-0.014772322241561898,-0.0524097997569075,-0.004998837605605055,-0.01837237063967811,0.06222971034705702,-0.008930659198526177,0.031122635008141608,0.07014494059853736,0.038145911892793
NTS,,,,,0.0010350358055426624,0.056529836792496,0.022373526547677543,,-0.1304280972528007,-0.008747667629305168,,0.008422122475395016
SFRP1,0.00847591448388074,0.036998041389855206,,0.08038012982762459,0.12804959883821493,0.054575950906403846,-0.049870709277092355,0.04966836181225558,0.07795512124183794,0.10195591688437029,-0.006501101819244659,-0.039150432664657994
CXCL13,,0.05413924675895094,0.018202921529747465,,,,,,-0.05088222598169684,-0.08085221286172309,,-0.05377007098281372
MICA,-0.07265637503414638,0.00953891271393783,-0.0033132232076904713,-0.0355551733626379,0.05143564972282612,-0.017554836941859723,-0.0026583190573928788,0.05233654756939871,0.07358615461221743,0.1471399391116407,0.05619995497702832,0.005899911241238122
TG,0.047758387762829056,0.020635099498899384,,0.022856367863081345,-0.028780847517542413,0.009565034953467185,-0.04319009259031336,-0.012954283499654808,0.06383729543536143,0.12208869641524149,,-0.03534014282707239
ADA,-0.06631436257341276,-0.0028959649446151452,0.029722351524144104,0.050962548034858446,0.11080214482676251,0.06359458062965162,-0.03811606710174596,0.003793562959459725,0.10308980462079119,0.13481918575856572,0.03895368663791656,-0.005132869712512795
LAMC3,-0.014650693507142942,-0.0016367694416188098,0.05798060942056551,-0.033119596411183144,0.06473811821573379,0.08173967215854998,0.01640068578274592,0.08702700528565029,0.05193599183779612,0.11120629663366881,-0.03807704414016778,-0.058773503510028025
CCL7,-0.026946979107082276,,,-0.016175104941095746,,,,,-0.0417124029211901,,,
NGF,-0.0432979219011391,,,0.0022098267740215585,0.03667457450179995,,,-0.0025081298770623967,0.06802813240128616,0.12661567582383257,,-0.015395901670073774
TNFSF15,,,,-0.006976906742276709,-0.010136033176872424,,,0.047810869600065344,0.02121577658490354,,,-0.03184611880719688
HMGB1,0.11532708212012519,0.05603928238985023,0.10046560097360889,0.03504664668997377,0.0999459953129528,0.07052744503078526,0.0030867895002244126,-0.02182524634243097,0.02911263851152417,-0.11376045300605854,0.012591667812558799,0.049017184466821205
ITGB3BP,-0.029687448753187073,0.048627672959365834,-0.012913155715647846,0.017762978482138758,0.15738719613537713,0.12067726097941774,0.009452237144258297,0.003214677396234253,0.08791532610407436,0.007190889215788941,0.055983260794641464,0.029659058698427013
AANAT,0.02873398427399918,,,-0.008076532410433322,,-0.025858417957796576,-0.02352207105227645,0.024195664935157877,0.0777895566019077,0.06540072701094538,-0.04502523594064075,
RELN,0.05722949252442989,0.05121076674434283,0.032123784599921414,0.012309782961502347,-0.08477927970004753,-0.04203618209648938,0.02850472958074069,,,,-0.03706635759935236,-0.011318023159747111
IL15,-0.056295205848062635,-0.007717911582113857,,-0.026326161716947995,-0.026313539527003483,-0.025065688525408653,-0.010196744094006989,0.010891224838814412,0.05290002468049052,0.060819626754669724,0.05781135095387147,0.07771102361586311
UTS2,,,,,,0.026973572240152913,,,0.0381789146355008,,,
BSG,0.08365260879342348,0.01910930427801497,0.02108982156720268,-0.0296473423908011,0.12751102892645683,-0.015508034735397714,-0.08645782235826982,7.670883606575762e-06,-0.028430148111003938,-0.020973161794743463,-0.033662275669114144,-0.11890361252508469
ADAMTS3,-0.003527105749514011,0.022276969153714743,,0.032383053062114364,-0.03379938190976624,0.046449692773664876,0.038622418241763296,-0.034280924441370084,0.12703812497714964,0.16170765575659352,-0.007437865491337099,0.06077257944873202
CD34,-0.03205930559361009,0.01241501024918417,0.08618743198536379,-0.013841914996927402,0.12967429438199513,0.03538503668263907,0.03738520451111743,0.03394524084260949,0.10357530418109044,0.16413105273974563,0.0011231085914262954,-0.04483144031035247
CCL23,,,,,,0.009970447872603198,,,,,,
PLAT,0.08571234941551956,0.025690418634117237,0.013813324716547554,0.08759978899373666,0.19242063813646698,0.10530763099196323,-0.0384470591445893,0.040562673108442394,0.1478127090386555,0.27124124438327396,-0.03898679036279716,0.043784016315693126
NTF3,,,,,,,,,0.05470194601827712,0.2486726370826217,,-0.0038553134567078013
LTA,,-0.002362206296659174,,-0.0021092525483340178,,,-0.006562448254159605,,,,,
CKLF,0.07831555043923107,-0.0009533168631107256,0.04011819824254661,0.055732125514204506,0.16099072870313486,0.07944588384306436,0.07081006970010643,0.058539994911510684,0.15415311545653648,0.2151989623331472,-0.006961040352727006,0.05001364510982595
CD24,0.062214222162039486,0.14150745132265713,0.06354265371104215,0.003764074634354175,0.12505296594215692,-0.03170559560691577,0.06658472037623507,-0.002324311722928361,0.1126971910007934,0.154592401195925,-0.003162594686744865,0.13012640605249096
HSP90AA1,-0.06915621089834471,0.005044900170779477,-0.11877918703730539,0.06640183474896301,-0.18740155565630928,-0.07064723233936034,0.0013657934586764901,-0.03812111969865977,-0.4206112642549735,-0.5685588825208392,0.04081902904327686,0.025818274310251813
BMP4,-0.03227027900492364,-0.012056115145612578,-0.012056465303617097,-0.004250298022848509,0.18535822698506796,0.055241325151530594,0.0255748340934807,0.038141094754162524,0.11455467811152639,0.1012284262074482,0.015626087551134895,0.00838667039839673
SCGB3A1,-0.028087546829580107,,-0.013104546280172763,,0.03433700921710915,,,,0.031608501239626365,0.13552266674092237,,0.005260115096164081
IGFBP4,-0.03158969417309808,0.006473739632177531,0.0709158648877013,-0.08896991062672652,0.1694534609143259,0.05893422450608111,-0.00436214290697886,0.018182918780735236,-0.060210110954426875,-0.16869752788610837,0.005801491126698403,-0.10375595870077862
RSPO4,,0.00648590751048505,,0.008382552199939794,,,-0.04350781593901044,,,,,-0.008101474387551896
LEFTY2,-0.08081913604162987,-0.008278182379641879,0.028561398444616002,0.020580446898825627,0.16207371645877938,0.1252963870128955,0.009174200733352346,0.10589409106296645,0.08005414067454608,0.024483432130101155,-0.01764612154540224,-0.007653541990112117
PF4,0.006545859949188343,0.005707434206324199,,0.10220505286673694,,,,,,-0.06597342564892901,,
ANGPTL2,0.02962100221117213,0.05926610060279784,0.03215825437533427,0.043261425479174664,0.23502531422905748,0.06023837946275635,0.05489490029059079,-0.0392910333487912,0.23293730870286258,0.2917591831652021,-0.010098861455616616,-0.05700697482520788
LRIG2,0.07060687879662059,0.08041770351506851,0.030076797397211932,0.061746383308988795,0.112081559016342,0.038896528982281624,-0.01614526661167815,0.11973546977798846,0.08325308018648006,0.17067355431235037,-0.0520168020330227,-0.016799281423997794
ICOSLG,-0.014991327051829314,0.05417190451939706,-0.061679435487779564,-0.02704254177284698,0.09601460658923743,0.017654657317957834,-0.0013190477145067446,0.09214192520418975,0.14105823959752486,0.23315597296935403,-0.016118983899816884,0.002653272087749546
WIF1,-0.03509669310468185,,0.05805380749742889,,-0.1599553474606789,-0.08265281371273936,0.0816673457774656,,,,,0.005087101912953036
NPPC,0.05009134017740061,,0.03230691519265044,0.013792380502021502,-0.06913176296226019,-0.010474332636982615,0.09483150764639019,-0.034280858602801896,0.0733266107077197,0.0537995004372207,0.01620639981842118,0.009697100921839187
LYZ,-0.04841066176041691,-0.08348912239929052,-0.020933899392236895,-0.008537875573955507,0.0567853954112485,0.03632480341325339,0.06034198737740468,0.021450075735873517,0.10365524897788174,0.11393906968350706,-0.023240363814702212,-0.05464193154381388
EREG,,,-0.038995939631847866,,,,,,-0.06531394438521665,-0.0465502558195702,,0.0037625200840727194
SPTAN1,0.15201378212955502,0.02262645431063627,0.006748469500895371,0.06032465479767645,-0.10159095046745696,-0.0336816408538977,0.04775360002646271,0.04758422067283013,0.0814234619977159,0.2150272280467328,-0.011168496155007056,0.05952743680252761
PTH2,,,,,,,,,,,,0.0033626858806008026
LIPC,0.005711914652898583,-0.008384153113680771,,-0.014953624977280526,-0.027634570683004813,0.007438321390402524,-0.017161242253177587,0.1857073574016014,,,0.015380078409933315,
COL8A1,-0.10751416458104701,-0.01949397066040536,-0.005848922610139576,0.00553424016872128,0.13784939402300328,0.030108224855259432,-0.06008136031860182,0.019479474077252344,0.20251719547966812,0.115446458307879,0.020460727284202427,-0.057943751229372856
GSTM2,0.04781937210336074,0.06626381557468983,0.048255919264959556,-0.027427809042336836,-0.03177754179980319,-0.03189349160510981,-0.020509276665020153,-0.02508584496265297,0.10094483414031862,0.1294658152750832,0.06696226070768088,0.01686824963428687
SPX,0.02830220450212107,0.07378012670156313,,0.017015794072809454,-0.04740379425580251,0.0033961392740177415,0.09107826745237273,-0.05220406548847884,0.076243904973758,0.07174079263011353,-0.06266001892022816,-0.02946937622260622
MFGE8,-0.02925434374855768,0.010624194083823018,0.047113231700064206,-0.036347669090163404,0.0916452531705368,-0.02789605545845886,0.007838993998985352,-0.009246202956467735,-0.003296387216255966,0.07955676538522757,0.053940693152005316,-0.07628819706232425
TGFA,0.05989176619979416,0.0418311061470732,0.05441625060899106,-0.03958934931247534,0.13996407772141642,0.07107006720130218,-0.07870705862518894,0.05190860411695224,0.09709596600139744,0.1688394264838714,-0.0024604846039999913,-0.03664130670901258
SLIT2,-0.052178784552951524,-0.019629904771913745,0.09289201888309655,-0.0030899445904673506,0.008533660058512978,0.0013674359736065521,0.020340110325486646,-0.03876861937221803,0.15822412263150257,0.09405428903405351,0.022431288073406493,-0.0017920212547095106
PLTP,-0.017093192156420616,0.029980466069957797,0.09885177419080977,-0.0033208539106403473,0.10173981962878727,0.06574866396660697,0.03381511497541128,0.03607359223640937,-0.04142653973938935,-0.0757106309088801,-0.06496950795601142,-0.10159589498382177
APOD,0.18211938727481158,0.06129110501723102,0.021979065066596096,0.009120833187387772,-0.03474871577712649,0.06417731423088115,0.0558595761127275,0.007499126603770949,0.4033012596377535,0.43877907824637674,-0.023731074202997415,-0.09486331583342361
B2M,-0.06022475532877472,-0.14517908396035936,0.04604427141417016,0.05300611246317297,0.1729124083127856,0.11422136520402368,0.09509248891894995,0.10401045404026482,0.10084950541130822,0.18952327954883194,-0.01649586908641275,-0.10329046680266767
OMG,0.2176745502326588,0.027412149708527685,0.06676985248118389,-0.009917338096745639,-0.0443252560879167,-0.002646385797761555,0.054377537773859085,-0.041094121138291966,0.3345699855507605,0.4025728966658959,-0.02118634940012574,0.076056023268956
CXCL3,-0.03984544630373917,0.007092571551048677,0.033276881586104784,-0.04030136860646294,,-0.01151446022126599,-0.02491820539838056,,-0.22629926627672353,-0.1309127574827154,0.10117447365853871,-0.0195917560478104
CXCL10,0.03134297414157513,0.02643168361880365,,0.07274167471386242,0.031052375416643196,0.04330951964913308,0.058895428498633724,-0.046240757520411145,-0.04099336648087882,0.015714251380549007,0.04374298336425137,-0.024848055810689593
RSPO3,0.006421615563274654,,-0.031348264029828196,0.017261418721811306,-0.032829323641145,-0.01351423348226487,0.0023125252267879254,,0.07864520332060435,0.17566123499339878,,-0.021590257151399443
CORT,0.018648956390163018,-0.03694769583614474,-0.039014532636544905,-0.015075525587997166,-0.04790217839300482,-0.04315667168916385,-0.025198264386217493,,0.09379506596386486,0.0527034818123357,,0.02973481023196189
NCAN,0.18436173917860638,0.09365432240280361,0.02901143750277669,-0.011754137028794763,0.18313675131560014,0.08954985632729154,-0.03513582368999909,0.08797941582482034,0.32486794023846366,0.40945292932521754,-0.0067002647555748935,0.041098853540969905
PRG4,0.015510042497657136,,-0.005022763413210633,-0.033918872596218154,,0.006179631112435295,-0.03974829029820148,,0.07411496877291915,0.049872230510291195,,0.003136119142234335
ZG16B,0.02397701430016036,-0.06221004982245731,,-0.0073819160167046165,,-0.020486459279766934,0.030624033560173368,-0.03182643097052362,,,,
TGM2,-0.06360960234353716,-0.00426814372883524,-0.06806451234262458,-0.044211921932027526,0.03541753637616051,0.06956514413363002,-0.0035072286076218403,0.03879170697504107,-0.056786244237154684,-0.10326215363434262,-0.015188989494569326,-0.008869574487157073
VEGFC,-0.00657442376443154,-0.02535509649386172,-0.03979550803447206,0.054827975625047,0.019306805046820325,0.034044465765459296,0.019589436266595966,-0.02444358982492493,-0.02859940170944772,-0.010750520827085773,-0.029867214578854932,-0.011390422417043286
WNT6,0.03995841762440769,-0.0048060107344263785,0.03479264886801801,-0.03326286955688519,0.001026471194072103,0.04098037412872523,-0.02132964873744012,0.08584961002867188,0.007518389875012559,0.02700699205244496,,0.002745935184580733
NRG4,0.030842417397843734,,-0.032914497410597286,0.026320424459783612,0.003425195787770166,0.0694880656255263,-0.013135051419132886,,,,0.16672544857271546,0.07047047476114954
PMCH,0.0348960543976121,,,-0.016083929249277748,,,0.0032804212290791445,,0.029133520029228113,0.08255230692012037,,-0.0042361093146479345
COL9A1,0.0056993036491749405,0.06839632576963377,-0.024911574608321656,0.037010192573235186,0.23626903057493806,0.06062509788366707,0.04061802292413338,0.13529876339696106,0.16485867905652987,0.356344471941161,0.017874297420670468,0.059742125241964775
GDF11,-0.00167985197545221,0.027423466359370745,0.024766906675389465,-0.02990760863286089,0.15433118986757216,0.0859845497331806,-0.024029444705510872,0.02389500862039876,0.08246953946740422,-0.017857428314260623,-0.00602009043391953,-0.002123672753873724
IL24,,,,,,,,,-0.08781656369506954,-0.09463533260130028,,
SORBS1,-0.010798722344137637,-0.056986442384551236,0.0642060547377056,0.00013358501376949027,-0.05678727589987364,0.006400874105407054,0.059793369978394836,0.047011702464028644,0.043607769658412315,0.11383205244752528,0.06695042679116052,-0.007389822079304361
DLL1,0.1185841599450596,0.0610802246684343,0.10379182757106703,0.004582843002097605,0.1247221727140821,0.06768029494990493,0.029699754963553513,0.07142034837224621,0.2671914341584026,0.40935145924705585,-0.006944747887987321,0.05656439678678408
TLN1,-0.06378488203071059,0.03634470510124008,-0.060791963857077885,0.024444828147276578,0.14102223428440203,0.051261027542204296,-0.04061251410172525,0.04736133878783752,-0.12002416056266316,-0.15692756060865962,0.04019939390689086,-0.03916813924165322
COL2A1,0.09121060099937221,,,,0.06338629270354762,0.012838330467494573,,,-0.03475385263954983,-0.11027399501526047,,0.053551051967428376
SHH,,,,0.08041572003364307,0.06372374735310511,0.01947241978827816,0.0034199207772503746,,0.0439728573946774,0.1073671705566541,0.032743717683540015,0.05425896211668371
PON2,0.15739266273934052,-0.0768459747321582,0.05231164692532149,0.054379966995517705,-0.0576504667537228,0.09079492478427198,-0.014494404153026837,-0.06474146019848968,0.2186237396975387,0.318013487278194,-0.011702318283475061,-0.014093357203932963
ICAM5,-0.0215351983278656,0.02452752895289427,0.043962350022949626,0.03999307648606365,-0.05707111155821755,-0.028832735067436555,-0.04327139844678739,,-0.06745356739763148,0.02304543409247641,,0.03132834498021592
HPX,0.04896175475130914,,0.019090942916120058,-0.028591490063770836,0.038713767687898755,0.025265147015096242,-0.004238235389466462,-0.052158696532922245,0.004650547447347892,0.1306173597924769,-0.010568730635179609,0.012979315184024912
SFRP2,-0.04007179843593894,,,0.01761572036401617,0.04433486170460947,-0.027095956665890788,-0.037520012470252974,-0.003321387246111326,0.1585266457113865,0.0975762850145311,0.056892483015176624,-0.04459634310671215
CFC1,,,,,0.02447907961069639,,0.002772163287498554,,,,,
CD70,-0.025785820390538686,,,0.005124093391260907,,,-0.05076748856363428,,-0.10169928357652741,-0.057425728443759844,,-0.021358894466731684
HP,0.055273349027185795,,0.11317032847848657,-0.0696964948869373,,0.036223400402566906,0.03902750941095289,0.10925014598770004,0.022005400184468303,-0.011297158642117682,-0.04301026312811472,-0.003640644698748528
CXCL2,0.09192002392126593,0.0025170319360555515,0.007809513681915264,0.00162622373985909,0.06884229907653212,0.025002804514931313,-0.031693579105565396,,-0.12249378318599731,-0.07704216156691758,0.018537797750728904,-0.04412175387995522
NPPB,-0.0036200318688802816,,-0.02403152852351115,-0.0014609699903400002,,,0.023067550469971634,,0.05445492253783516,-0.000417158119857608,,0.0015246326399648675
CCK,0.14010462355155903,-0.030675323346546508,0.0843435417523891,0.06043118644376235,-0.23410825650036984,-0.10659949521542349,0.039087554596415455,-0.03961192711735165,0.1178715586761882,0.2706307775426536,-0.07393806375317437,0.07320533090240819
SEMA6A,0.06159726493082124,0.009457194903297038,0.06466763300000763,-0.018739267272118006,0.18396565500585887,0.04004560938610445,-0.08326525941431977,-0.08414427463459899,0.1882362134088714,0.1225713386748601,-0.026976332231850003,0.03599225121565272
IRAK4,0.001588065628198705,-0.003913571678305316,-0.045743496513911255,0.005405792337845515,0.11346503104977541,0.033263079156454455,-0.0008308856375065505,0.0622254501561804,0.11072357965319736,0.10557161697173344,0.06311410713938159,-0.011992714028373798
GSTP1,0.09409071352735092,0.033373131410279276,0.00021867225173384104,-0.06722420773877033,0.189517930394831,0.09534802507655665,0.020347619790397682,0.01621322442122107,0.21468709250018203,0.40603325568787946,-0.014773143865447395,0.025328409575409654
VCAM1,0.00583500315037261,0.04054643595723106,-0.024411353125076616,0.04275939784257761,0.0854612835944959,0.058245895119755406,0.08068850128024407,0.003742287256346329,0.05455840260611026,-0.03847849872137168,-0.013299386282012333,-0.014869304213214939
NXPH3,0.01040105241567934,-0.012794962817591519,0.045559455783630916,-0.03468537459461871,0.15984608392333716,0.05260628157674674,-0.05178893442586407,0.026326782880848033,0.109970373364703,0.23587716887448115,0.006235449730365339,0.015321710509759917
MTMR4,0.03898255297748272,0.009456536892638309,0.07092018669020843,0.054853601686681734,0.07932463081019953,0.027738523165370923,0.004921594325807293,0.03477559825722344,0.02977018930514936,0.11516504533785898,0.01311771809877699,0.04905304745579183
LAMC2,-0.00994504670102937,,,0.03739627914381181,0.004471998863359754,,-0.041236142253968745,,0.0013449094783092317,-0.019321841603201443,-0.03246888045502613,0.049885372781758155
IL10,-0.006445829760311508,0.015175792172195845,0.0271270920781464,-0.033727088701666554,,0.09622883130461272,0.07143080482927444,0.07841339204155799,0.027370630743294388,0.0951725842081405,0.0006676224944919222,0.0009361940485735455
SEMA4D,0.020852515002847953,0.037102042638292046,0.06670365726598697,-0.0025798099722258317,0.021936362468772237,0.029826323993508177,-0.0070099607600540405,-0.06164448634374836,0.23687853757193497,0.32337003757650634,0.04699172171478651,0.05649318356127885
TRH,-0.06532942446287197,,0.07087830165286926,-0.003283278412118601,0.0738522774581107,0.04307187237758978,0.08404465711129568,,0.07573335281567949,0.21332975307460278,0.028066175204317742,0.03140134480626856
SEMA6D,0.07566272158327726,0.030660347894170832,0.039718375831723565,0.02723976155745473,0.1586889408910604,0.044343355679246445,0.014517905441695313,0.069931139370891,0.11556360662236378,0.0677856920426537,-0.03817565985902014,0.0625143706707744
CEL,,,-0.023287643141504347,,,,,-0.011342913908494687,0.015044279881632783,0.11642893732824983,0.011695277728253203,-0.045621878562647905
PDCD1LG2,-0.01890533747666703,0.018342989486750692,-0.021743118310967563,-0.018603984967489127,0.04357828230067285,0.05006621564899614,-0.01957327847606665,0.10006338496003116,0.01518673194442845,0.13139033019450402,-0.008435684132145103,-0.02427115586341063
SPINT1,-0.03592593282639515,0.0007536049116275703,0.004295388583559669,-0.011883795240871077,-0.0002803711045154521,0.024787056574592965,0.02547067706483182,0.06312460486640407,0.12944895839206746,0.1432542183781308,-0.01857140848560137,-0.0518523552284748
CTHRC1,-0.01130243886997324,-0.03530959613738642,0.13863043458518157,-0.0644721691598049,0.23382777236633837,0.1261845123412546,-0.015099602684928394,0.05819226355254756,0.10411506618885491,0.07328268038554246,0.030362762779527763,-0.05196993258638544
PODXL,-0.006619785487050369,0.006343596801397123,0.02510118110852084,0.008983531922622696,0.17737096247338646,0.05978929381181616,0.0099637059614048,0.10871844437179985,0.022112685933995787,0.07170171779259704,0.002579565553382705,-0.019996400038101964
JAM3,-0.03400470615188759,-0.010083476039635412,0.05442656154381414,0.05401659972095053,0.1450629394575062,0.08948574412569521,0.012505926977556425,-0.009060722441388926,-0.047543879095507696,-0.022343310589952987,-0.02826762282522054,-0.016756376058768837
TGFB2,-0.06676535339365244,0.03875838834522743,0.048117991752044655,-0.01747413112743958,-0.009775915945821856,0.05550385260683678,-0.005549421934112278,0.021315393438780073,-0.04545108538491558,0.09793089693374003,-0.039373469918796235,0.011566213893682653
COL18A1,0.0029952934426428425,0.04027164463228869,0.02884969670443286,-0.07129459770265756,0.16344782908107933,0.07520570949415382,-0.08155075252788054,0.07456489278314367,-0.006254711253707207,-0.1367642246603705,-0.009498454610050755,-0.08327022992991287
NODAL,-0.04832912829100543,-0.017850925024228838,,-0.01554941902649561,0.16459231081009354,0.13882276382976785,,-0.02951674116459696,0.057932064162368256,0.08289622034293471,-0.006654297192397528,0.018476240451615614
INHBB,0.08086982622123787,0.09521067622155208,0.0234667188945413,-0.002830501744561922,0.06453485638333716,0.05552836439471366,0.07727457610307935,-0.00020124681539967349,-0.09214473810107242,-0.05473952106969821,-0.005110324818634133,-0.06116333475362646
LCN1,-0.024413221356865012,,,,,-0.02979386497398757,,,0.014390797408055366,0.11643291584551435,,
ARF4,-0.13086894729264428,0.05632361534571111,-0.0008425135319271338,0.0241536172633245,0.10867157638833501,0.07128288710744754,0.011308994497734804,0.024233290411597243,0.25372188861260025,0.3539770240246386,-0.017444480579015424,0.036716055311424786
CXCL14,-0.010333702413425355,-0.09316790409692642,-0.023057202194032775,0.010084409801574875,-0.13738540850732212,-0.06866432075605132,-0.02348906759612248,0.0631722998734633,-0.27669792789302833,-0.2594788377401971,0.0019812652160274852,-0.1073991451567055
LIF,-0.09899214898916227,0.031627455911865415,-0.009811256784599902,-0.06339621772327564,0.0512647694650544,0.03839967399864349,-0.050126108767907594,0.012983730741071153,-0.20963911620324943,-0.208094218076668,0.03664634348392621,-0.03568849485320067
IL17B,,,-0.03391432881174026,,,0.013401684092196772,,,0.0544362337320064,0.055319626856936,,0.02632946900975481
MMP1,-0.019492358203893705,,-0.05888494736715003,,,,,,-0.09245166828825287,-0.06696753339133725,,-0.03478002070528363
MATN1,-0.034010864930565876,,-0.05417804668224096,,-0.013073279848456404,-0.031236841889898347,-0.02500147739462706,,0.07625770333670497,0.06406971573625612,-0.032843841686419836,0.016412607534320372
