,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
VEGFD,,0.08774478832143563,-0.01877086665622576,0.005512778786836593,,0.04924790027940168,0.09057648985546483,,-0.09792543903811687,0.09334096716265369,-0.010199685087262423,0.07708922748982454,-0.033601370958061406,0.04140577509273518,,0.04643319984291501,-0.004485351141202524,,,,,
TNFSF13,,,-0.045393135130414465,,,-0.0037418350321377324,,0.0353265394457479,,,,,,,0.059927385689584396,-0.007874411919562443,-0.025759154593876045,0.01946123449742444,,-0.036433032183000036,-0.013556514186463557,
WNT5A,-0.021866591246409092,-0.0707513093477815,-0.05179518004223691,0.0766721490903924,0.04624494051626013,0.09254336817031573,-0.08228342211759018,-0.2027464938603846,-0.38306200561992526,0.007495486956709524,-0.03597399648340646,0.15481784756249475,-0.09049703405543276,-0.051471554582929735,0.10235307023973857,0.08078377818178556,-0.0020512428348492635,0.037389216911369566,-0.052999260010194144,0.11246459105913295,-0.13026316313108094,0.04324234786562584
CXCL8,,-0.11460996998908272,-0.01797085728349664,0.009808145850166436,-0.06332624961301607,-0.03964761888598354,-0.07947063103811751,-0.08337267633012953,-0.13671254148691148,-0.08472412487535357,-0.025395615819337518,-0.19166322196519733,0.04581147502029322,0.07878757536711625,0.003446539932670212,-0.0961461816475698,-0.019325391219296658,-0.013401676974527123,-0.0049488413258325144,0.021762797560578584,-0.17300471835088518,-0.014909764123260305
GRN,0.01801117202564763,-0.09178974530415884,-0.03763644691277648,-0.017492113506926005,0.014921299505332521,-0.0602061745116887,-0.08173399059415937,-0.18977490884782738,-0.4463332521867114,-0.018116554840612576,-0.03022699398727805,-0.267237976404293,0.02439916742035524,-0.06027041757808243,0.07625050904277839,0.005638249468253675,0.06583431802588653,0.017170764654019594,0.022428866611531793,0.08596289329078413,0.08656717061414372,-0.11050722619529964
MIA,0.038707066014368505,0.018594706564491224,0.028692053927152076,0.01181865231083918,0.007794507758376364,0.04668850278964375,-0.053605936823111676,-0.009238300859303682,-0.19068351893704405,-0.06652747327723865,-0.05433683565000216,,0.0007199769971711698,0.049090015600536885,0.11502842755608127,0.05910265851122084,0.02456920710502478,0.07801269502667706,,-0.06257193816621866,-0.07388122822255223,
COL4A4,-0.028452151855488883,-0.02623164930221321,-0.0031565704716752935,-0.039536494931527645,0.052483604881776114,0.03407964948181068,-0.0885794445966514,-0.03504963344981551,-0.04206239270113951,-0.0123849738981656,0.049093045460542814,,0.00146469531720393,-0.057355520435085364,0.11178538480264161,0.007262587967756626,0.017530787590266165,0.00408442618828074,,0.1642783414098277,-0.06180985956724614,
TAC1,-0.024567480867224087,0.4102768210815945,0.150642176351061,-0.0030343117652417303,0.13276733080422615,0.19401882308893967,0.27697002491337963,0.32498692941893753,0.5365213697887874,0.2875086163388654,0.1005210154490564,0.2896294972711667,0.2223013877430073,,,,,0.03827379567054529,0.11045845715667232,-0.0002009144926743369,0.3028625304284556,0.2130066182978769
RARRES2,-0.02820037840455887,0.08691027795347,0.06133744216217072,0.008353734056220887,-0.02603730956665192,0.08683124831795055,-0.2516645863833121,-0.13887431660791583,-0.5078561909754258,0.17630062682607325,-0.018589732397394823,-0.13735916875885965,-0.036677015116354426,0.007828176569968677,0.16750690951567945,0.023557707792554193,-0.004821672280086055,0.06671515144660059,-0.032478285625127036,0.049700143798927066,-0.09252373138244975,0.04727480450178973
FGF7,0.007759732432002177,-0.03223718667594294,,0.027216336347358927,-0.016266231287278856,-0.019025690345040196,0.1399489136448391,0.028961660894918615,-0.10971854567834678,0.0065512332951151745,0.016439722055363815,-0.024522748191454623,0.015824560343051783,0.0032164039728771673,0.024017656018246753,0.013104835297726204,0.025153515479656788,0.005650009363336112,0.05828132932065173,0.00436971586700788,0.1355437611377092,0.026632692401826624
EFNA2,,,,,,,,,,,,,,,,-0.0577383797667404,,,,,,
HBEGF,0.005321074882430105,-0.016992463036388083,-0.03945935244826936,-0.05091353949045256,0.026810972831914814,-0.022630959607188632,-0.16794922360380096,-0.15562529701947164,-0.22220088856871356,-0.2549750590188688,-0.027801313048330004,-0.1924372880999354,-0.007109547111884368,0.038534174627179445,0.028285287735740537,0.0632223539333608,0.03330473720813493,-0.005590531432481504,0.040347542843321975,0.046882054041856754,-0.12289144415655227,-0.04261519186533123
CSF3,,-0.076220678829254,,,0.011310006756735165,-0.020259957572163312,-0.012665609731360746,,-5.949331102582036e-05,,,,,,0.12330155591286465,0.017453530439715537,,-0.027028560506344015,-0.004015632468590669,-0.023541164364075128,-0.07357113507459387,
PI3,,-0.06675679832492463,-0.006795730052474576,,-0.029123011348601326,-0.047028704011701526,-0.015056648109493845,,-0.055542023330978865,,,,,,0.05805187338189461,-0.055733134707121525,0.003999235902029515,0.05856617888824312,,-0.024868188622531394,-0.05197493835408711,
PCSK1N,-0.0025755187229616924,0.29075706109963817,0.1225789061597835,0.02276467303637892,0.1078268384972018,-0.024215048454377795,0.09737445855148617,0.19626397987123542,0.2626344605778506,-0.07408933999898291,0.07847185662608588,0.47892506214453445,0.2866584595621754,-0.059624551866539435,0.047715789056273585,0.05117235088944145,0.02987686263903458,0.09348495648917532,0.027973222104014952,-0.09401266185788543,0.28221190496307474,0.2506325758307341
NTS,,,,,,,-0.058653114295185375,0.02250426136809613,-0.06686573159201356,-0.02976132906738619,-0.03569047007512001,-0.09999257183671761,,,-0.024370315874592485,0.045847525188325224,,0.011386369828485392,,-0.010640060119453173,,
SFRP1,0.1332792352276157,0.11364689968031735,0.009979465078233853,-0.030579378210372505,,0.016434440191054216,0.1301320650847926,-0.08962057486354334,-0.06887026615664543,0.06621106848383329,0.05294270252266692,-0.14628096618805825,0.07539341674950918,-0.08977129120128645,0.1804571405304808,0.10293162651884112,0.0009832855419264395,-0.0071411241957879705,0.04555575007503658,0.05498245419499679,0.030528664069275346,0.0004556749518185152
CXCL13,,,,0.048688116949535044,0.015706701255792915,,0.03944062630534615,,,,,,,,0.027884215249145056,0.065938895600991,,0.03442637493310511,,,-0.05029296458410853,
MICA,0.01385251262663281,-0.07310282546114631,-0.012204416987914617,0.04583485728363917,-0.015226189409379542,0.027366743175567327,0.056700715752523626,0.0014678382104543661,-0.19084107086624866,-0.03921062830799391,0.012794979395975983,-0.020231759956859507,-0.035382690335323354,-0.07407722992343946,0.061633257305495515,0.050077750560638054,-0.041730863492925915,0.009283241666782537,-0.015488144663960281,0.012206083470434689,0.0015402597197748955,0.25341093774446855
TG,0.06899873252028722,0.04710270511841756,-0.02090611479501716,0.00837232609910291,,0.025125156777946262,-0.04973844656337869,0.02590625045503361,-0.013756678536098231,0.03235884093855066,-0.057589923713284974,,0.029046861945920644,0.035236354121446545,0.012733570355011886,0.004589691360876219,,0.0008509197664897497,,-0.010479318812958369,0.009229243308669324,
ADA,0.01106655995602751,0.05104441511880485,-0.03229391742035099,-0.0253441558054241,-0.018653366018342093,0.022670962783421466,0.13198833846175043,-0.03987815730969379,-0.3586785612160359,-0.011907403245902037,0.010632994136006048,-0.1911258721156878,-0.12244188124834303,0.010014688654471162,0.0209362148121378,0.0012235136274790354,-0.022114317890535418,-0.05413427539667285,0.025924606220689265,0.04572711070613156,-0.0506213113009829,0.26226789428925257
LAMC3,-0.01042589913251326,0.07534802057517148,0.012527811867398642,-0.03698803791505932,0.06168130138272347,-0.010101523223427028,0.05554285353273892,-0.03292016246490635,-0.2690186567134724,-0.10200355861003282,0.053052320834943614,-0.08989400907794208,-0.03454636940815151,-0.07328295889330542,-0.0274414334098066,0.06331657088218301,0.05863876909591891,-0.008209303910298858,0.003761906217339766,0.10820341242340506,0.02470895483034403,-0.08198527735263524
CCL7,,,-0.044445216219555675,,,-0.03739642346639099,-0.04365772378372988,,,,,,,,0.043738170498028604,,,,,-0.024668858298074497,-0.06085754288895952,
NGF,,-0.048352221106754675,0.017459049899004972,,,-0.020701129405689793,0.0010234860760701457,-0.06027040317214934,,,,0.08650070524172346,,-0.06329528900406622,0.10735439611833753,0.021704164094504482,,0.04515076619636774,,0.15190206363997144,-0.014641349952391148,
TNFSF15,,0.007587329676458523,,,,-0.026201881515740502,-0.017688554347686646,-0.06767291157805319,,,,,,-0.0824234390357926,0.006462987255822992,,,0.00952092095426768,,0.03488908896661347,-0.05436647044671499,
HMGB1,0.032036681100850894,0.07932351353409903,0.06355630063679032,-0.009291130003344904,0.13058304074247634,0.001076509744302691,-0.04379345798423694,-0.11408372397550652,-0.42974740729426886,0.08028559791740578,-0.047356943825953284,-0.23068313867078682,-0.0845610044856116,-0.07511058290602084,-0.011020662499233795,0.04372011683794496,0.013784490525150603,-0.04243043866481935,-0.013304278358887162,-0.07970575009930368,0.09878735044186827,-0.05809021907181239
ITGB3BP,0.047583201516955886,-0.13548769731623314,0.022437733043469948,-0.02216276173278197,-0.005317968707250394,0.020228143511091173,-0.022452673623531705,-0.14417749724815856,-0.34892232236076454,-0.04505761600200618,-0.015302686568266234,-0.061904699620138594,-0.09486865152167706,0.03686812454577354,0.034428129368181445,0.0063251115726221715,0.02544734162019894,-0.04299418915562801,-0.0708064919388047,0.014041872963473112,-0.06756885023226186,0.10201371346189475
AANAT,,0.017101808796090787,0.034878373295432294,,,-0.021366254582675017,-0.00161240638434719,,0.011436522663344193,-0.01231755964297966,-0.0049718400651510486,0.027378476896354285,0.006771092295592153,,0.03926697086331652,0.042763662013668,0.03734381671583634,,,-0.026100680824487462,0.017987275457530264,
RELN,0.035407514648402104,0.09243421075041502,-0.00576907578324451,-0.03567536651728592,-0.02912177421660457,0.07934632442451996,0.10292011243059425,0.08307915492769699,0.24059304311065077,0.06789874335365674,-0.005979886725695729,0.057818884461518,0.07727241221749509,-0.016444775348167708,,,0.019125814178631555,0.00567651634887694,-0.04358760270388861,,0.10849871980765934,0.07987059271253374
IL15,0.02675601026110234,-0.05455587706478797,0.014933964011316029,-0.04215420044229777,,0.022862952250136865,-0.041930598787749365,0.04910149019512666,-0.1566906378432208,-0.04202803470174532,-0.0030287665344699535,-0.10399274415401452,-0.004453646175633529,0.07092727976670282,-0.007212343642769234,0.06437065669968334,0.018638050625486624,0.03919321343817914,0.043028540887380146,0.04145132736102801,0.025332978598846697,
UTS2,,,,,,,,,-0.16570852657703436,,,,,,0.1132714715155813,,,,,,,
BSG,-0.04162276391426411,-0.17681531608531723,0.09245164763126612,-0.00811898932435228,0.047156724462815464,0.004681466935257552,-0.04357223932038208,-0.01336481375893587,0.24656748635673587,-0.14242127887823006,0.02032742682203108,0.27666053635337656,-0.06985718315369807,-0.008169303249698055,0.2566804434305395,0.08957629890970298,0.08538765698131008,0.0679561384480512,-0.02433181422405313,-0.025214954086832345,0.03771587499025789,0.22476819238230825
ADAMTS3,-0.02350721696423878,-0.06612881141178681,-0.0013722840572743858,-0.04161516938339804,,0.011105477946721782,0.022106434231307478,0.0032341054112500116,-0.4365248514666051,-0.018900116474299858,0.001612153617297749,0.049510820038720545,0.04552731813022893,,0.10234356834426721,0.06459265050212473,-0.010541465397565827,0.0058026149305004686,-0.025501643166801508,-0.02774977214026865,0.05708849325550161,
CD34,0.022817862987593977,0.19045333328321923,-0.04004665245786043,-0.002830698329772511,0.14527641829320947,-0.036358463419385645,0.13358874250750988,0.02539615077171614,-0.2600225792094923,0.010523523054441961,-0.037068111600901524,-0.022202938130677263,0.00267583252900294,0.04954004482352308,0.028934740733205476,0.05631719275182039,0.0885124454912347,0.03216926285774826,0.01206620954205553,0.04778898365731305,0.02880355893254632,0.01487724502194174
CCL23,,,,,,,,,-0.05121210501566883,,,,,,,,,,,,,
PLAT,0.006734071798704925,-0.08606241960673064,0.04850311880429586,0.04267606128153009,0.04468312712879041,0.07785159539472179,0.05009673433446349,-0.19378209998289517,-0.3975049225158476,-0.322039954050104,0.023809997132641023,-0.007602877496760534,-0.19309197238497752,-0.06882093739576699,0.11697627151116856,0.09414370294263559,0.0796658129760449,-0.02845694897753762,-0.08308133494251373,0.06755404007186283,0.0768351366435741,0.09012387463708739
NTF3,,,,,,,,,,,0.004158847993937203,,,,0.08489859570689588,0.08550504664960883,,0.08714487089845659,,,,
LTA,,,,-0.02433336246849891,,-0.0019986030254083033,,,,0.006154113768267872,,,0.012000120692458411,,,,,,,0.01272521514691817,,
CKLF,0.08422389645057238,0.0030078614719577026,-0.006606744698668123,-0.0954333577104192,0.04512175911506427,0.04566007979961432,-0.12474299125548188,-0.2022110855208575,-0.4797206167200888,-0.0022438749301356194,-0.0021931299412807103,-0.2345974544491109,-0.22332486694879464,0.018050256745550657,0.09729339275654995,0.07675386954147088,-0.004132107999596348,-0.01522597888748139,-0.016235534244866553,-0.0027617359810913266,0.03424863255917487,0.12941145591074202
CD24,0.13104351556601937,-0.08421420425717052,0.055570143442163926,-0.04321993298832513,-0.001979433694378997,0.0483686305841735,0.017885739256904502,-0.08347852594872406,-0.06956724749312636,0.13936038098757716,-0.15097524229753406,-0.06736143118961642,0.10418026360292537,0.010999024381610373,0.05148438320179336,0.1376429305365065,-0.02414576508854631,0.01580596065921696,0.08244542713162466,-0.014382676937907268,0.04690814407049431,0.08119633398786831
HSP90AA1,0.06385449293313805,0.1473247205184889,0.019162581861035286,-0.03387548439652987,-0.043149669450731884,-0.02163043036717602,0.2438835497285333,0.29299102787587133,0.5460240465668924,-0.0041117067111938336,-0.014135733024224247,0.4937108732803067,0.29395222732259685,-0.028890263127141023,-0.09337680067058984,-0.06871898502859093,-0.0293116818614593,0.024012486976522418,0.11673648927432323,-0.03632582689677306,0.14218664205653633,0.04260653150137638
BMP4,0.02067023614168978,0.1847554977565533,0.013347315817192233,0.0686096306225318,-0.04234197175038115,-0.031699859823349864,-0.059126274357549136,-0.12697838670887154,0.09931493164804624,0.09826878049686316,-0.03816856000427607,0.058756640472522145,-0.01938387012664907,-0.0021059701108060783,-0.051859361330923025,0.01223688482168388,0.05210244086383143,-0.01887269369717039,,-0.039062458699417504,0.055643495234910405,
SCGB3A1,,,-0.03758925532687929,,-0.010192683702229505,,-0.018074956269567722,-0.011964255988730176,,,0.0527492173083651,-0.056097050779287935,0.06302163134502632,0.051000592152251376,-0.0032519282028619415,0.006250126942140158,,-0.006103843582317739,,0.04841398989804047,0.08376869180811179,
IGFBP4,-0.006147859018055016,-0.05395299296900886,-0.05003064291423511,-0.05008669604151795,0.100084355287701,-0.09201915961283845,-0.01762092223614284,-0.18993537070689026,-0.2710148539060713,-0.07996102673390602,-0.03942778867643737,-0.1408564947542672,-0.09339338735598177,-0.004740760763264381,0.03517966824284744,-0.014558193723905679,0.10496704074322423,-0.05528641900580089,-0.026373746501102607,0.15236180581229422,0.04146981333921289,0.1882983139840455
RSPO4,,-0.059067195334137915,,-0.014265978760322439,,0.025588821053899095,-0.07260938789590145,,,-0.006298454080396012,-0.015387890790983428,,-0.03637554465788996,0.014299157452132512,,,,0.02911304292804733,,-0.008935070039429957,-0.034103667866817754,
LEFTY2,0.07486607489684798,-0.06018981921933105,0.010653152455164634,-0.024632213182174633,-0.005184866787442652,0.033307905613309166,-0.010509415746426535,-0.04692819974973862,-0.31745501484350647,-0.06988506671641369,-0.0145645042317595,-0.058170684367631564,-0.01581067100495004,,-0.007756746481419064,0.008496774633375444,0.03578254924693256,-0.05618621354757899,0.05221246138422655,0.06191787907800789,0.0633530478886875,
PF4,,,0.006853068896889205,0.03890428292191671,,-0.012516466778554777,,,,,,,,,,-0.05680976246022173,,,,-0.0351275747939731,-0.03502422140694193,
ANGPTL2,0.03997746603648131,-0.04253966896952756,-0.0075595829498108025,0.03976121270543947,0.09014443506868391,0.02810767631916278,-0.07005969976743803,-0.29798807734555205,-0.35375477972989006,0.03650282506153309,-0.035661413702537545,-0.27787188707758187,-0.1934383872127561,0.008148719245737075,0.10826607888717292,0.06839498781668828,-0.003570605898399155,-0.08418284366688836,-0.0521822690306926,0.00554571800142105,0.06469409873306103,-0.00046144117248698866
LRIG2,0.0012957328714077914,-0.05522167455371001,0.017918803745896196,0.014894707396273,0.04577160456045217,0.017495187556918954,-0.02070728104282121,-0.07071314613242712,-0.14116256187379467,0.007896208941711879,-0.024609243725905092,0.071124448841698,-0.0266250484670458,0.014829392023475165,0.05325390275372998,0.09851629061403822,-0.015641243466053844,-0.006798792811323998,0.051025948448777315,0.04718020887104375,0.09561641062088,-0.06003404266157674
ICOSLG,0.0014241481676168736,-0.07127509273661613,-0.01906462248199254,-0.04619358073200127,0.04789008212166263,0.014931116314358268,-0.056108149701475915,-0.007533896049912931,-0.25370784237726957,-0.07810124377258766,0.0013878714933500361,-0.11333111840775528,-0.12098927819804102,0.1176104143345987,0.07783862695315741,0.11389660246625327,-0.01905380901248823,0.0012014478543511957,0.00702885250225812,0.073634269859671,-0.019446856265915913,-0.04156735145731858
WIF1,,0.5244324098161923,0.055096455364549504,,0.02527368271182908,,0.12207837821987189,0.26003421951808187,0.5586838899585204,0.09272469388801184,0.06424765783933281,0.2469472413380491,0.32525238325120065,,,,,-0.08839792775318613,-0.013277585830197594,,-0.07320837423574734,0.2225588306636174
NPPC,-0.02786485091862029,0.05976304665662452,0.02258922338354502,,0.010734832559498224,0.028024506615388904,0.18916173640461878,0.1023255303107795,0.07492175717216693,0.09312668798930007,0.0015089081887874269,0.11687475616093572,0.011895559380501545,0.01408383149752676,0.08680967599418159,0.006978307064529839,0.06261557902591697,0.1123740733437523,0.11652721409425316,,0.11443946859543837,0.12330199455724664
LYZ,-0.0575403032426126,0.044858617247879644,-0.015053209813659728,-0.08450418254641683,-0.05020307378284782,-0.061830608544630024,-0.11482843307058437,-0.08736699482465712,-0.32439351304948616,-0.01513314224703945,-0.03615040830888093,-0.36754047124428213,0.012808673852271477,-0.03293868856241004,0.08528848701660528,0.02070455749228537,0.007269453069968023,-0.04258424301608293,-0.09474881157333605,0.06849820413514465,-0.0343695435107602,-0.018517372993927316
EREG,,,,,-0.01428625355037187,,-0.07812151922838496,,,,,-0.01214231372563482,,,0.06417889806144031,0.04102426902193626,,-0.0035027004836534494,,-0.043879257113246285,-0.03156166287647895,
SPTAN1,0.009790320893353834,0.1657756573595141,0.12211471261335434,-0.021099227956813887,0.057341088201536564,0.05907957064398755,0.12333429547441606,0.21209441099144005,0.2994017616812726,0.15641740624473774,0.018702624607609946,0.4665976193183609,0.16765574746823586,-0.07699290477468049,0.08831592760765092,0.05821296537515198,0.02390014068540675,-0.024920671094335375,0.01600749583648837,-0.03996752264138535,0.329223716033223,0.2997954528327577
PTH2,,,,,,,,,,,,,,,,,,0.1334270491182552,,,,
LIPC,-0.036427263289847786,-0.0637064330853868,-0.04780333854496521,-0.014364475942346265,,-0.0070157523283487944,-0.027311463137709414,0.08573133867143867,-0.10781192546597923,0.01742193685234222,,-0.011728675754332256,-0.020828914366901454,0.08004546604453244,,,0.12457497513334449,,,0.00332936797877316,-0.014869330636838521,
COL8A1,0.03214818335121456,-0.24856466795104684,-0.04376418861330264,0.03273892197313029,0.015752497620827335,-0.0009854206213298342,-0.11055621359702632,-0.16623847126482164,-0.16396889227277878,-0.06449175108335123,-0.0815651522967817,-0.16474314858859263,-0.17412734692923504,0.0816037032268642,0.07085622885496531,0.08480787310815968,0.04332829975706754,0.02627180575689726,0.05021098613280197,0.05724234468330984,-0.08325714883540988,
GSTM2,0.006658060438112314,-0.008936444914591422,-0.008209968243712153,-0.034403400743537045,-0.04939732638122218,0.04075914991173156,-0.003156599241968519,0.024508548056177002,-0.09588002189308754,-0.06851248571889536,0.005583085171513005,-0.031167470672741848,0.06999323521201806,0.0037390737671708996,0.05923499894709462,0.03289749131692489,0.04033872148299834,0.012515455315550109,0.029083925984559052,-0.054431278680779266,-0.015866164328684516,
SPX,-0.044197928570450934,0.12822529898682786,0.007801136942143902,-0.008536199281076597,,0.09118785653279259,0.25030275116046885,0.07184687822839894,0.24445338350334436,0.17674712992625427,-0.018063112301506794,0.13495469564281967,0.20828509848738805,,0.05364057257689348,0.019501294837079273,-0.07960587828245894,0.00444447784579202,-0.09284300593744556,-0.035198211419670965,0.11668412095217881,-0.08412916524696654
MFGE8,-0.06572246359150911,-0.23164907226402992,-0.035808851610485005,0.05843261687715992,-0.050347227767705165,0.021822913945966513,0.11364225859800177,-0.08589128806196529,-0.0895440195022622,-0.07019276821426731,-0.020193722678343143,0.09515478639308964,-0.05975278967770857,-0.024582326500161084,-0.013961243343328284,0.0254217515580693,0.05894188540238199,-0.10900602683225163,0.05412389766150415,0.0037215844167994274,-0.036412636140580275,0.0837146170479411
TGFA,0.01043190671664089,-0.2562552241289666,0.06900930889641123,-0.024697210425095015,0.009009878063598195,0.07776938030852931,-0.04424354646546069,-0.07849985725533841,-0.2810111891582813,-0.17286695905735808,-0.04086570386822541,-0.1484093059354201,-0.07858615306087302,0.03250728936308949,0.08884410998423221,0.1030644054190833,-0.043994419140190574,0.004458749680867833,0.10277846582225221,0.012680292352869896,-0.033906866648936086,-0.09167966608268473
SLIT2,0.19755806346780183,0.41679236614149145,-0.00949756716299853,0.0335701917876564,0.2550910203723069,0.05541905872609879,0.10382850431167501,0.1388703607929292,0.26557467479692226,0.08639072547081458,0.036593728500302035,0.15415803733731764,0.2722757266329268,0.07722008266029212,0.15522044285044964,0.019750854323848793,-0.018456842503066152,0.09102324695557765,-0.0014789862236897454,0.026573242385087122,0.04949754543500792,0.2541245659100055
PLTP,-0.07211318266081378,-0.076316804103066,-0.015982986264641598,-0.009223742966736493,0.08836360577859739,-0.06228793706826126,-0.14953343581337247,-0.12361522607340968,-0.474966705408142,0.08037982854665666,-0.07048199017519055,-0.45917559566563176,-0.0206271500371726,-0.07011941950080766,0.06530901939543049,0.03068535994455718,0.09147308675145491,0.03169857918527768,-0.06125391007165562,0.07574745063045842,-0.07970609945980162,-0.04351545765687827
APOD,0.040780587346882655,0.1842637706272639,0.08476616875838049,0.028626165265294337,0.10370490726978425,0.02391477803225057,-0.04913862804165995,-0.06437075535319386,-0.4520173370651852,0.15534188119819203,-0.023639199017904594,-0.29717754970482896,0.1104780266391459,0.09625472664323896,0.09546063351512268,0.10909222055964149,-0.03675636783521391,-0.10898027101548693,0.004469683216189319,0.04732300093473019,0.12943142746944103,-0.17498624552530836
