,UKF248,UKF259,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
IGFL3,,,-0.01649411746900064,,,,,,,,,-0.015863878352377146,-0.027439729373405625
BMP1,0.10474957207970813,-0.03991110351726363,0.07685413228804792,0.0141764582670383,0.016174771188252016,0.026930416722252007,0.03665954734561113,-0.021918221509259594,0.1265121303968714,0.047440329305652874,0.003859543332070133,0.06979889012594293,0.14966173113162
NDP,-0.00847349708420376,0.044077167600886875,0.0036014128968474665,-0.0414255046312658,0.008260331158438548,0.005738967551893746,0.04492530278575074,0.01542458478788218,-0.07045219979463913,0.07805151530258285,0.021319380453086564,0.004143930187453456,0.009031079529595327
TNFSF18,0.05965536507749996,,-0.024493269274490453,-0.011674763952453069,,,0.006034496854223007,0.03105941316823085,,,,-0.0163601377309098,0.009517577453511849
RTN4,0.03641714932607914,-0.02196866027263797,-0.09224500633273051,0.055024423984549445,-0.04483171490799334,-0.07072556938381772,0.06512242275484496,-0.0009680354892901135,-0.03279417285782555,-0.01925745261300719,-0.018165189177867767,-0.13017448769694742,-0.08575102401464098
HEBP1,0.036233616832293376,0.03272998373533171,-0.0017676370294425754,0.02868911850511154,0.010533075955120081,-0.001093717459000464,0.06330845469834993,0.056573191565435214,0.01828235861648802,-0.04149814646818593,0.0004005091129634065,-0.0058470133640474205,0.058133101007327305
WNT7B,0.010340097628809186,-0.0014339784979368535,-0.03516499591963573,-0.03346462409320398,-0.012332312690747553,-0.04383645018985474,0.07822498133413462,,-0.017863152385228676,-0.03348586478269031,-0.022583851047748436,-0.03421037149603689,-0.03017310876238895
PTMA,0.04788723804633574,0.09818391399444203,0.04913764611301282,0.033231358691715854,0.03965805098905855,-0.015611874871070155,0.05717902604172828,0.0005967305826474706,-0.1105214313487718,-0.033575795959319074,-0.03059246721553192,-0.05546663321884745,0.0918890002908126
FASLG,,,,,,,,,,,,,-0.023798467924355752
CEACAM1,-0.010632224221293146,-0.03510353123578891,-0.03223174733292189,0.044339312014488035,,,,-0.04330693295054351,0.051472897169960986,0.026260254492220452,0.0784100236241163,0.018696354090537395,0.07205783028465318
PDAP1,0.005335716130296693,-0.03823709158057509,0.0435777551206963,-0.018364610780055544,-0.05069212633500579,0.009668736315574326,0.05307337530977458,-0.014873397530023882,-0.003947835131234046,-0.057767688417099824,0.005436713689863973,0.010272509414169505,-0.07212015400915295
QDPR,-0.08987655453770284,-0.053252366369528785,-0.051493515706452615,0.033914995902954666,-0.05915038753456617,-0.04720735603754355,-0.014282849259126734,-0.028915398866625697,-0.10207330227794255,-0.025204688159017576,0.05165943711859071,-0.049409765940264215,-0.014385634675112294
POMC,0.14810833651504018,-0.032689832560718356,-0.023529913621714856,0.0872820708134019,-0.01590763509803924,-0.021912639745979436,0.04972814085385125,0.008677295153188349,0.020802269116027474,-0.011689922152160477,0.08176490488722425,0.04542790096247202,0.019990333600297883
CCL18,-0.031178386271397365,,,,,0.018431569139229595,,,-0.02373574845696947,0.01681817669694976,0.05797012000664526,,
CCL17,,-0.020346440879531472,,-0.014560703655432758,-0.015263946019111355,,,,,-0.013311994869034569,0.024623536037292146,-0.020915607230373244,-0.021570638138580303
VEGFD,0.03467118087747598,-0.022668181991576976,0.014015659830387404,0.05582135904832854,0.01397449252795164,-0.014805065196946639,,0.03950699771097785,,,0.05742524678065114,-0.022059510040119766,
TNFSF13,-0.023528218260252018,-0.014034519551907662,,,,,,,,0.0074612588156082816,-0.03233411759892654,0.02271841469649568,0.07400781314030233
WNT5A,0.06055178872117082,-0.038494838772352026,0.10694778008903975,0.018330350951164177,-0.0216506413383328,0.04303603526644338,0.06991614396734071,-0.025680472873619756,0.005451112855937313,0.04349400470760448,-0.00316616296135345,0.03978057298433842,0.039127488697817646
CXCL8,-0.05250294852047026,-0.005489294157005768,0.01708700208252262,-0.04339506129672768,-0.010426471146152526,0.05851391027014903,,0.04870056339322134,-0.04179052219147481,-0.00479597248450899,-0.04079979645209292,0.003977013004581453,-0.07481574580190858
GRN,0.15737520132162006,0.003695716028719617,0.05027555611831454,-0.012352747437369046,-0.014954241553708005,0.038103711577612186,0.02019893600845644,-0.10176135654203142,0.06737811289136968,0.027619703317633082,0.004364452619749879,0.11082553934392449,0.1197648884101141
