,UKF248,UKF251,UKF255,UKF275,ZH8811Bbulk,ZH916T1
TAC1,-0.011065245420186567,0.034237243870317735,-0.03854015963879405,0.05586389762019643,,0.14889561015635525
RARRES2,-0.06934034998370738,-0.006307013506731869,0.008043258256231629,0.009132739333152956,0.004418530754734089,-0.013337887132164442
FGF7,,-0.011412413327946394,0.03315025114381501,-0.03746647154327746,-0.017199371280351684,0.06795106091510993
EFNA2,,,,,-0.01525989757606804,
HBEGF,0.05652268113395264,0.047913730146999366,0.008463190900199327,-0.004996044932589428,0.03503516920808151,-0.01592893747242466
CSF3,,,0.17607501283736735,,-0.03224124906969706,-0.0157338226924271
PI3,-0.020748184587981264,,0.08402881741052379,,-0.003921707959098563,0.004471954298931726
PCSK1N,-0.031218795081382845,0.032815878714307294,-0.04753529192340456,-0.02058855150310674,-0.016879037330433812,-0.025344777046964848
NTS,,,,0.08432426522522399,0.17959898730670767,-0.023299645924266487
SFRP1,0.023879420336109142,-0.022052135810632506,,-0.0025845925847281202,0.005096954298572472,-0.022758221181285256
CXCL13,,-0.036997469705584776,-0.020335718148576428,,-0.03920702701272279,
MICA,0.050744894406323245,-0.04181481189216092,-0.03883604433578058,0.0229769954801973,0.02507319425258439,0.03530378196833153
TG,-0.03105707965186022,-0.020805343024337092,,-0.01585967242040031,-0.022897205261469416,0.053331688145276855
ADA,0.05398094740819949,-0.00968246979767672,-0.006422357298567574,-0.005320184303773066,0.00889249388886287,0.014721286641290245
LAMC3,0.06409447162836678,0.006033104540197363,-0.02817906531547691,0.014721853619331825,0.0040873918086259875,0.015285282343177569
CCL7,-0.012544742632953531,,,,,0.05890925652623208
NGF,-0.021538700140325016,,,,-0.015054778879615543,0.04349376680761056
TNFSF15,,,,,,0.06621658693417033
HMGB1,0.005420560633051523,0.0027344271963311725,-0.0573571968980443,-0.004484909653656819,-0.08021411129424975,-0.061749706291294684
ITGB3BP,0.01414501108797989,-0.02651461514288371,-0.025705286201629637,0.026084374726167283,0.004509980457409015,0.032274250296400006
AANAT,-0.01820051301107473,,,-0.014262696091880115,0.059477701397530176,-0.017444484813623266
RELN,-0.003124723419188415,-0.041520543180918495,0.03613296458021831,-0.0029244825411730265,,
IL15,-0.030650091407440648,-0.02650568870981237,,0.011854819332711422,0.020637269920036064,0.00011097874508455061
BSG,0.06511148767235285,-0.04111242073039712,-0.060531812949498456,-0.0002469941872706693,0.03127583197125759,0.03719078289732213
ADAMTS3,-0.0006683583926339801,0.028019546702807638,,-0.050867710881901264,-0.04203834995067309,0.04925592680835897
CD34,0.05864565987485246,-0.052122368662937776,0.02386753201697113,-0.0011575212748220793,-0.005112649172865565,0.03558422107535855
PLAT,0.028891319987397225,0.035653351336212474,-0.06869037178595391,-0.002295611312197713,-0.029911178660282613,0.011978746101034662
NTF3,,,,,0.03936989037038954,
LTA,,0.005698011797346149,,-0.013736462741875309,,-0.02347764761218056
CKLF,0.044012427449080134,0.0037228413000946793,-0.015821284984554578,0.028875983159797614,0.0768993578120063,0.03310117312452406
CD24,-0.04525736712614343,0.0866841027875249,-0.04288094968850041,-0.02187025538143605,-0.023263818779452546,0.05660563614582074
HSP90AA1,-0.02529616974936417,0.016802686256691752,-0.00573452996387326,0.0022285493048440855,-0.013433850250000616,-0.009125845708890648
BMP4,0.07906025501003973,-0.01621923044023961,-0.07191167560559299,-0.039400164180796844,0.022810109132058987,0.006224373817167619
SCGB3A1,-0.012544741378496026,,-0.029935715724650317,,0.09781035458009986,-0.011143638089237467
IGFBP4,0.05530154906521199,-0.00647506268080157,-0.08271803652034863,-0.004741976387911882,0.05451426339908427,0.037537256780093745
RSPO4,,0.028861173210289415,,0.12280168728487867,,-0.030964559632161773
LEFTY2,0.03385021114904569,-0.015488225799328414,-0.057022614112232924,0.005742082739291293,-0.017546140510101393,0.04326466126391545
PF4,-0.013013155454645703,-0.013917715710191264,,,-0.01398675262039273,-0.005805791883755808
ANGPTL2,0.03499163599216255,0.04817919539101276,-0.04224611883865146,0.055330319501295765,0.02018132062505949,-0.008418997417624769
LRIG2,0.006291061198510967,-0.040488464287028056,0.0046794998299926685,0.04783675082258474,0.0056123146529244595,0.04083904549573914
ICOSLG,-0.011057785980369262,-0.002782767083647784,0.014267646643029479,-0.024319261564702016,0.0399781870210197,-0.0027037402621695257
WIF1,0.11223582170091256,,-0.048544180504284225,-0.012328565037537084,,
NPPC,0.008963336036408387,,-0.03755683334586624,0.04661656351069132,-0.02646387362975665,
LYZ,0.06955257600404957,0.0532337454074125,-0.02577165677803477,-0.002696594271771596,-0.002699133014323893,0.016521551749884872
EREG,,,0.01867944817882439,,0.033173734489802126,0.04053103641964085
SPTAN1,0.024145664281199592,-0.0010247188062153607,-0.057321218380001385,-0.008632385751242906,-0.03629651619984483,0.0570931220246566
LIPC,-0.01593152271662311,0.04224241319837767,,-0.02986939915447691,,-0.029684625948717652
COL8A1,0.10227216309611391,-0.05319752102171692,-0.03496608534294268,0.027469189675575514,0.022805484451853698,0.0360024862319071
GSTM2,-0.02381041193182834,0.02381323141806202,-0.04660162715705642,0.05182716929088036,-0.04323689894718219,-0.019207279692328244
SPX,-0.025766720992091454,-0.03160096787299267,,0.03649823659266353,-0.0173663411451755,-0.007992403593838515
MFGE8,0.05548799339072124,-0.0470751686246233,0.03795479303011879,0.01687127992010965,0.06900832332356453,0.025174144421158135
TGFA,-0.010993996427024366,-0.002618003114231079,0.0003198269119269037,-0.01167930519616466,-0.02309195593814716,0.023698421734051265
SLIT2,0.10801924380773742,-0.017157682361529553,0.07168411753874279,1.527445062620582e-05,0.06716476590095741,0.02942373747111949
PLTP,0.0029571282692187973,-0.04039959557788421,0.03725855372652664,0.03365366668127863,-0.0541469321989284,0.006744365507003021
APOD,0.005380327021036976,0.0020417758753552943,-0.10329851848702867,-0.05948946569384332,0.013552275554595834,0.041922224133330646
B2M,0.009705140921356112,0.011247384653270581,-0.028274675752010328,0.033170199789304196,-0.029473931982624643,0.05062766447323079
OMG,-2.7280235992539833e-08,-0.0615621567018501,-0.07290705363736709,-0.0019472628559230895,0.016205947964666574,0.05049842852193139
CXCL3,-0.03213559561157606,-0.016782303945309843,0.040184821772443466,0.021120128247956366,-0.00293426871708544,0.053688956940625435
CXCL10,-0.03196937204995682,0.03260744557575874,,0.04818555903999954,-0.01876028997441728,0.002071876368635377
RSPO3,0.023885763343575138,,-0.009353722443576181,-2.5253637031045034e-05,-0.04621834425978534,0.20495651156301142
CORT,-0.018845605171349596,0.0023479624135571008,0.060960530755975705,0.028831583137719163,-0.014636425725098417,
NCAN,-0.003939714154892645,0.032339458076242736,-0.005666630255294795,0.014555038059826948,-0.020260719414447518,0.05642298410678841
PRG4,-0.018865794757603443,,-0.03131440143102521,0.10474931654750154,-0.00308043588791667,0.01843916199093444
ZG16B,0.002544028508907373,-0.016747708829954827,,-0.010914866623657394,,-0.0012549552841219565
TGM2,0.0655030021297344,0.014291266401240978,-0.05251030969691128,0.04614535100853392,0.011274667646020572,0.059225412028950965
VEGFC,0.03254524074273484,-0.021504703083968308,0.009359789296496324,-0.029391042930261107,0.07545134485649033,0.027784646057785915
WNT6,-0.020240664911688102,-0.015488226205809207,0.03108146639702199,-0.012631638111539474,0.03192599955193117,-0.02519577682868884
NRG4,-0.011554148379945825,,-0.020992053092034935,-0.020969226058308452,,-0.016731611741650936
PMCH,-0.013316777805092599,,,-0.01597634165233603,0.11502239428917847,0.05946674231940282
COL9A1,0.07782194837244401,0.050673798184647956,-0.04132096116043405,-0.029253268102195872,-0.021037096273189813,0.07028899015334461
GDF11,0.052231466843123686,-0.031086186153776726,-0.0226119634824416,-0.012512441145372375,-0.0289194880234579,0.009798881953638788
RAET1E,,,,,,-0.018354459199282882
IL24,,,,,-0.013763740960987064,
SORBS1,0.04368075871991083,-0.0654105873418275,-0.09587004239987601,-0.05009661279037866,-0.04223026404022791,0.006148355118288085
DLL1,0.007481515968245267,0.01677440519398444,-0.03094169289490508,-0.06293617104086449,0.04920031828531078,0.026626839950396747
TLN1,0.021767641784903334,0.015494348402569375,0.040634118007764286,-0.013278305305869986,0.054881546605053344,0.0713647959299932
COL2A1,0.02659549966087489,,,,0.002643706849477059,0.02696487618407379
SHH,,,,-0.030451816249876886,-0.06865203066584007,0.0025415895217085756
PON2,-0.020862681637418178,-0.025294307697136354,-0.10578629688385016,-0.025158728673247973,0.03365710746297863,0.037419416257580024
ICAM5,0.02885513361822672,-0.0199368255309636,-0.029935717843197842,-0.009503684839631538,0.03467229975827668,-0.024053295456653398
HPX,-0.03134725865921178,,-0.02800607489267416,-0.021419749268740407,0.03432921425995187,-0.016615436799739213
SFRP2,-0.01667826709369396,,,-0.01785196031978064,0.00632509645650701,0.006483436442244379
CFC1,,,,0.0671292014723699,,
CD70,0.09748743967823882,,,0.01791557256956464,0.011285122601727163,0.02443989272949379
HP,-0.004745340377604782,,-0.009682056894615602,0.013772807646192592,-0.08175344217866215,-0.025028661157386316
CXCL2,-0.044432656139097707,0.013694475595313622,-0.04136371646758966,-0.004384985623786636,-0.04158228641730646,0.0029434795564364426
NPPB,-0.016183930516179473,,0.05659522603675307,-0.012028206147629245,0.014704316441028778,-0.016972356708617357
CCK,-0.015241471919285456,0.016780195291808568,0.046100276958664844,0.01253902360772158,0.0036351593785869944,0.05427445188876141
SEMA6A,0.03373796177295256,0.03187685022288355,-0.07325981105236107,0.02468900701894636,-0.0457574379158707,0.016019710863310308
IRAK4,0.003673682847567904,0.004574663180638051,-0.060818588646144076,0.014157901735158343,-0.006812815499757227,0.021768395792777954
GSTP1,-0.03597922154903844,-0.0363796310448608,-0.027444640117578467,-0.002234189746904478,0.01343053630544299,-0.007132400118585946
VCAM1,-0.04670308305471686,0.05314112909385065,0.027063533468477532,0.004875543195703557,0.013328912617970241,0.0066117667830982545
NXPH3,0.04852215206655175,-0.019809586853195695,-0.032728181744977644,-0.022706352083029367,0.04716893934444709,0.028913493361590943
MTMR4,0.005446371817068323,0.013354896650914692,-0.032181717870267953,0.002312272310269365,0.08019808332604769,0.014198332948975457
LAMC2,-0.01270269321221339,,,-0.015142169622846532,-0.01807565391338048,0.11278273136638048
IL10,-0.026839394512279065,0.006889634959856295,0.04558731916387059,-0.00477617951991497,-0.03172095623550747,-0.008730702662989934
SEMA4D,0.034154264137979076,0.020454335978423065,-0.07160127881018388,0.05571440973706568,0.008734643386313018,0.004000883353692274
TRH,-0.023198719903837702,,0.028159129925487542,-0.02520932366357523,0.030246324627195887,-0.019010177704910786
SEMA6D,-0.026626441839543488,0.019035530882014214,-0.09354151701084364,0.04944857411008805,0.011381861804131647,0.032781798445214
CEL,,,0.0629286155325943,,0.013997558462355647,0.041912986106358366
PDCD1LG2,0.017569535559815812,0.01030184533085202,-0.02922522778991049,-0.008210437398053941,-0.002980975698238836,0.019460530384759353
SPINT1,0.09146171782740506,-0.023525743260023747,-0.028499264188083958,-0.015641134705641026,-0.018633068821072265,0.10682740102945307
CTHRC1,0.11574695927242601,0.004205949671607603,-0.025413320826058253,0.014934029191536323,0.02315238940398746,0.07480156762690705
PODXL,0.07819516692613557,0.010640491893565624,-0.04595168491145777,0.0038176888878415933,-0.014951061193062798,0.008916595216451384
JAM3,0.023823711326674813,0.02307525959075782,0.011299789891870707,-0.01015708860583869,0.013975494906195221,0.03978817171897791
TGFB2,0.024075839666918147,0.012635626000252597,-0.05212926009182625,0.013391941962795712,-0.027806663858104704,0.008799478164272824
COL18A1,0.08125733323653599,-0.011231662823110836,-0.15731798289810037,-0.046238386418118234,0.024665173546690476,0.04255077407875603
NODAL,0.1031786251668551,-0.014917758597668149,,,0.006523752655871121,-0.026017156964986483
INHBB,0.007371961976941889,0.02471600898537625,-0.07694636236326113,0.027283763088966045,0.08065245317429395,-2.7797590721388304e-05
LCN1,0.09303180598656521,,,,-0.01605573074694998,-0.01922412639768403
ARF4,-0.01762264926938499,0.01546030363952428,0.10377279572348735,0.035309386910412334,0.013152014357617314,0.0501221959928598
CXCL14,-0.032567248944382156,0.03302720968777754,0.04099082029405179,-0.0031189703246159418,-0.018746832139577334,0.021535262563146453
LIF,0.08731246068103238,-0.01887756774829686,0.10788860978342722,0.039035415433100296,-0.0554812383449068,-0.018142461612307887
IL17B,,,0.00326470453641435,,-0.02570773690045531,-0.032472239370478544
MMP1,0.020471401154833407,,0.12038639203902385,,-0.026463871914068467,-0.013871692438108865
MATN1,0.0032647481237148192,,0.08995360007993179,-0.012179270984902254,0.00031435939129505127,-0.023120438323067274
ADAM28,0.014886740731308454,-0.004536757989461035,-0.0002870375469265998,-0.03219988617809128,-0.020621441221093724,-0.020939154897560524
TCN2,0.0673056437175192,0.02215936112946107,-0.06122261056570158,0.07066673637685426,0.0029121628532159187,0.03692719333633189
THPO,-0.021732475553752354,,,0.019134682553308868,,-0.02502866877665351
CUBN,0.010094567879536045,0.019783246089251052,-0.017682451622977262,-0.018620882995332436,-0.018759856223154264,-0.02876126815621451
TIMP3,-0.042041176286817694,-0.02119022559505632,-0.01573021082922679,0.00042489409060945466,0.08023725332471372,0.04673125805423174
PIGF,0.01922560995963439,0.012344570697149648,-0.07200643630758778,0.006782969550692162,0.004159893466908253,0.027006443431053993
CRH,-0.01488272081047483,-0.018721747704400916,,-0.01917301549569085,-0.0361963642909105,-0.028506919003224735
BDNF,0.0033647437543700576,0.022154181749006796,-0.030002274331533955,0.04030443336486611,0.058924560753011564,-0.0325780601125189
CCL5,-0.021558067771605502,0.007475577047185123,,0.0009465258231328632,-0.00838608943455653,0.008049138955963406
GAD1,-0.04551628275175366,0.015363150126487621,-0.033230807841758685,0.028416056413918145,0.01650156177891431,0.06869445237019522
COL14A1,-0.03010014959258851,-0.023362378596412936,-0.05713304240795711,0.004236396987642308,0.01418529471204956,0.051926716513981924
HLA-A,0.009450293271348132,-0.023378630395615545,-0.06116494922095425,0.02258546233340904,0.006856074030077933,0.03002251979407509
CD5L,-0.014882719088657393,0.008663194314723462,,,,
FGF18,-0.013466170812705049,,0.09845517564659505,-0.013050568686103355,-0.02506305402357495,-0.019010179230082427
ADM,0.028149291893660038,0.04358833443400454,0.011219812039786307,-0.008385551034191745,0.01025860850522315,0.05130113175956945
CCL15,0.0722165802120834,,,,,-0.016487526970428542
GNAI2,-0.004440666252363265,0.009577379662500902,-0.04184528139077612,0.016281605787975276,0.007313642064087895,0.022227262219733868
HDC,,,,,,0.048137394658877584
COL11A1,-0.022184745697684798,0.0345735556005096,-0.045651875315814085,0.02154684602579566,0.006678766553674403,0.02391553256127302
NUCB2,-0.009929285361995792,-0.02290711474254,0.13969509529035554,-0.03432200310941327,-0.05581609880068677,-0.02626337003555619
CXCL1,0.01837024032786799,-0.0040160134166778655,0.027629549363496948,0.012327054831948167,0.009666375554689207,0.04314218041625972
VCAN,-0.06508719204604296,0.017549149032726006,-0.08491172912495867,0.00941743110458398,0.023007041807098817,0.03249958742135398
MMP7,0.013978430315200173,,,-0.01202820608191161,-0.05250860437698166,-0.020786598882421282
PTPN6,0.046320737522241355,0.04039122783066788,-0.003223171818135589,-0.004175792951030567,0.028292847213886464,0.012160815612387977
PTGS2,-0.02084739252166926,-0.01792387899796429,0.06967710993490432,0.0023598731068252194,0.008399929215290362,-0.023946455039609984
XCL1,-0.016308798195955012,,,-0.019755878436493252,,
CD58,0.05017066790853395,0.004313613157655539,-0.036950392365573924,0.01934543506448401,-0.017815569074789643,0.044256044694711553
TNFSF14,-0.016432795465366076,0.04286410599688542,0.016165894704935648,-0.013484447059291624,0.020428159454439185,0.08423157801635467
CNTN4,-0.02889082951202257,-0.016397171259843454,-0.024865680402448524,0.013798498864287237,-0.016028820601808342,0.06091072206998891
INSL3,0.07646303373398049,,,-0.013869786687194357,-0.015860281816809624,0.0517094153552489
BTLA,,,,,,-0.021829055025216645
MFNG,0.06161415527113549,-0.017091410893198072,-0.053333146732611185,-0.015239190400376315,0.006347298279920544,0.02150057374220068
ICAM1,-0.05140528236828414,0.004136824854998407,0.04740495995678181,0.004239854382904761,-0.02165085893656267,-0.04515538623777782
PROS1,-0.0019116405331959787,0.06526118852107834,-0.010650673792514293,-0.035420580362561474,-0.004562773738089772,-0.031771938137838476
CLCF1,0.046704773299188325,0.0452001799004226,-0.00991273469393071,0.011226020059040774,0.030201459934857306,-0.02302787353094156
PSAP,0.005092852030505758,-0.03649894204820773,-0.04906703548125789,0.0399835302772311,-0.0034289207049900024,0.004322322194478383
EFEMP1,0.018848578240607098,0.033278594697909614,-0.04398887432508614,0.004897689547904274,0.007918502064445436,0.017858147647941424
C1QTNF1,0.07853893591612436,-0.00783827554258558,0.10866790841234562,0.018858256566094994,0.0063758939366851276,0.002259354402034501
ALB,0.03743150286865579,0.042638285140326575,,-0.015142169235246352,-0.014120497635417034,-0.0255271048507268
EFNA3,-0.06295525840867466,0.013334341271647232,0.0713431844202338,0.03587170525374948,-0.00403928032613981,-0.009047305020455258
DRAXIN,0.001285277127834656,0.01315850306505044,0.01505775583060872,0.01988206847580106,0.009300334141273585,0.06887854563608818
RAET1L,-0.01138107734743244,,,,-0.016055720224696365,
NPTX2,-0.018221979517973764,-0.013961179107885451,0.0019709090572224597,-0.006281622734742181,-0.04692471447877343,0.027291428300879595
FGF11,0.001933207267278873,0.10260654868756187,-0.01914275763778386,0.011797495714957891,0.019968553363617844,-0.0007762431301387083
CD59,0.052476463769929434,0.012640182341925718,-0.047810982906044644,0.04986926539899616,0.04379487590374525,0.06067510073972879
COL9A2,-0.023759714921046813,0.04578138959353819,-0.03149518002206179,0.022745155733434837,-0.01050227994219479,0.028822141357411447
DLL3,-0.03433156948519423,-0.028440666737463486,-0.0252302017386862,-0.027061383575824906,0.01412187631371451,-0.017911093256193666
FGF5,,,,,,0.005343018396198879
LIN7C,0.03522687968692325,0.0044576711723407535,0.040699721462827805,0.08823213210892654,0.044914002609509646,0.02482148001613578
GDF7,0.010603669055647106,-0.017595331565280533,,0.009407469094944184,0.016007238619117355,-0.03220239192823063
PSPN,0.01648262531614011,-0.011168732831392886,-0.014950447939902753,0.045701346662193616,-0.03071895988260555,0.04486154626297824
ANGPT1,0.090483152299164,0.0016842707455621375,-0.02541331932851621,0.016732550514352924,-0.035413858624536235,-0.008365060357818145
PNOC,-0.021302476446558905,-0.026835238768602086,0.052492998474434664,0.04188991340247784,-0.014636427317496935,0.05049117040523998
L1CAM,-0.0016209574259052912,-0.029960739610311676,-0.040647917106484896,0.017851778805141553,-0.04020148566589516,-0.02835680504107474
APOA1,0.034901734362896814,0.08067157495812219,-0.05105349502662724,-0.018060875025127755,0.019658401405984835,0.01519096204341751
PSEN1,0.017167120039621394,0.049503490107875206,0.06297088163102564,0.007011631139056296,-0.021073447508210285,-0.01953350769296708
CALM2,0.04727685477172985,-0.055704474372102256,-0.04873306544230652,-0.006028199070297769,-0.049092097326801046,-0.02189433692350813
CLEC2B,0.030934353432565412,-0.04032050176160719,0.1340007615453321,-0.015621595478602647,0.009076738688737332,-0.0018114593675053515
NTNG1,0.008805735934652292,-0.04607332214664278,,-0.007549087260608611,-0.03479906164070973,0.023059552908772468
LRIG1,-0.05351228414030175,-0.02075299207899061,-0.12225364877089971,-0.008423731905435883,0.06116592353074478,0.01976716578503163
CPAMD8,0.09612998568433886,,,0.05670338062113856,-0.0154624563016326,0.011597869427508756
GHRL,0.025120576044152614,-0.0223177778514197,,0.00430303831206006,,-0.0324722352927385
NPY,0.06087391335392687,-0.018016539994918278,-0.020000010936791907,0.0007498163814192295,-0.056258450648996185,-0.013641781491480123
MMP2,0.06404342270059533,-0.018284725601747952,-0.05613625546889895,0.03417918552610348,-0.011850602949228864,0.06469936885547213
PPY,0.05012928057442474,,,-0.011243782777904497,-0.04667269113180293,-0.007805965888343546
ALKAL2,-0.021343422816555987,-0.014123136404681002,,-0.016989522243435504,-0.045227213593012336,-0.0348337116258655
CSF1,-0.018309436989409185,-0.013717336085614516,0.00045854909728019745,-0.01924244767379361,-0.037382970389832654,0.02444798146565615
SEMA4C,0.04335136739027595,0.005237275537983303,-0.08865509088263937,-0.0393483686957641,0.012353221669589413,0.06712772980525797
BMP8A,,,,,,0.10250857841209397
ICAM2,0.009407688835758226,-0.03616201767383483,0.007396288301539399,0.013843794181592095,-0.03307614823097865,0.033657027245911485
SYTL3,-0.04563430615710542,0.006146234019334408,0.017770483697223713,0.0010820409518527408,-0.006266096588271136,0.04937900190285294
IL1A,0.042121167787260036,-0.005177508534301267,0.10398278398028032,0.002729776901886242,-0.036264310707402846,0.017658311656341213
HLA-G,-0.017512760441602555,,,,-0.03892891124397012,
PGF,0.06101042446356229,-0.014531447284820956,0.04740813703253075,-0.026352499397117816,0.0044065016837061665,0.010855979700236315
LGALS8,0.02809740289008815,0.0366853789763689,-0.02034699627960658,-0.01766196632469551,-0.028196054732332197,-0.0041473821203207775
DKK3,0.056674247372232846,-0.030965061671438834,-0.07088631096036627,-0.00945256973996376,0.0013833664744913737,0.03884133753908098
COL16A1,0.04848930627630254,0.012470049899578207,-0.11405883033408841,-0.03058531704749431,0.04566610229175586,-0.019063652098253534
TPH1,-0.012858813819245671,,-0.011386011547643364,-0.014484836292228732,0.03296761465475184,0.02177718930300587
TNC,-0.013852983844862644,0.013266015650349105,-0.02386365788146385,0.005851036289388417,0.01094036801926036,0.018859881815559143
TNFSF9,-0.022865758826329425,-0.023617103789965913,0.11003760276117779,-0.0017056364317599936,-0.00787419078477664,0.021479833225663058
C4A,,-0.013917717878708675,,-0.013328940509613137,,-0.027286452010730326
CNTN2,-0.026804138663562786,0.0398639564432212,-0.05272402552559183,-0.032869441931858284,-0.002759145519603856,0.015888863938036252
F7,-0.012544742005724733,,,,,
LUM,0.02859968146488323,-0.0051298047644864056,-0.05026064130043836,-0.026530652782914964,0.07005256885150571,-0.010462899851803445
BTC,-0.011381072606847946,0.00811887530284194,,,0.04529440481040899,0.04200868745054681
APOC1,-0.024190386171999687,0.03976590733785352,-0.02419827036863528,-0.032378913237070844,-0.04681321596502513,0.007180837912847172
PKM,0.059647802222382446,-0.004826829929392777,0.0681822764844081,0.01995985508322779,0.012286210066488137,-0.011714752122097395
TNF,-0.017929627361239132,0.011205233569296372,,0.04342310355999133,-0.01605572460389767,0.019655521136660758
GNAS,0.0041855506841360504,0.0008935854557346189,0.01937329954121489,0.056726846365748367,0.04755309114409364,-0.006958754709564168
BMP8B,0.05365004947483074,-0.021230510994591303,-0.048068727736230214,-0.03461880840211894,-0.021023980391257874,-0.0066342078416168375
LIPH,-0.012858810653506246,,-0.021313102564052507,-0.010746769736538651,-0.017900751638943776,0.018761386583638157
CCL28,0.0013311522481630211,,,-0.016548257440278102,,-0.015733816894941827
PTPN11,-0.00478515253638296,-0.03792769646070011,-0.03152778186354904,-0.025383911410171045,0.05567186719833997,-0.05279976955709808
ADAM12,0.07768293118244225,-0.01657331220491332,0.019811740252374387,-0.001758642593441343,0.0244495907751894,-0.010338957823298115
EPO,0.023059113405562284,,,-0.011243783268697835,-0.018591295215655116,-0.016731606662947054
EDN3,0.03697630729546338,0.07249625329634013,-0.004810968769484366,-0.017427309524920432,0.08235058325233258,0.07787491233251731
CCL22,,-0.01759533113920257,,0.0032684194177658053,0.0791316795966321,0.07155355093803446
CCL2,0.028377594031721454,0.03641728602694838,0.024772878619424836,-0.013475711826421207,-0.035015279166817355,0.0014686513969206071
DSCAM,0.010579314354264924,0.003441210730166389,-0.08674701012225422,-0.0607092555548905,-0.0020039039602948805,0.02433143146367219
GPHA2,-0.014331797863294884,,,,,
ANG,-0.045464370553474104,-0.0339716787896983,0.04147051749806996,-0.03500250193406426,0.04530243206019397,0.0014496470575778078
FBLN2,-0.03790862592729977,-0.031997629585090274,-0.029225216732210853,-0.0252410129638861,0.048527649111706136,0.03120991291802365
VTN,-0.01003438265261045,,-0.024865684568180602,-0.01847227321022189,-0.013073024007309366,0.00302174397957358
VEGFA,-0.012274697293461428,-0.023420957361392908,0.035696469496358844,-0.02230079011004357,0.008760023784205597,-0.03371165094390652
F10,,-0.020083957605823967,,-0.012328565337070408,-0.004314561614446962,-0.0004303746339347152
SERPINA1,0.03530067455049442,0.0014050159053472858,0.051116630243884645,0.015612996378348225,-0.03806344314661156,-0.011312097674990206
VWF,0.06609083150501475,0.03235526410688316,-0.0025394770487464228,-0.014424510943705074,0.053409536748509526,-0.010161228435273055
GDNF,-0.020137828933400638,,-0.037942581535489725,,-0.0011720835560080974,
VASP,0.07413879514936032,-0.017977487091985076,0.03424873896242601,0.0014913491211827016,-0.00529248254680018,-0.014738338535733945
ADAM15,0.05793939018579758,-0.03766461107248003,-0.07734312837129596,0.01319670621287247,0.032743936957873594,0.018346818731604153
WNT2,0.07006899149936056,,-0.009118578176125861,,-0.019094191447128116,0.022517082601694983
CALCB,,6.784152533045742e-06,-0.03794259958396249,,0.05124470641357026,
OLFM2,-0.03885915980053915,0.0004672220287077399,-0.004479411975712871,0.015489536739982844,-0.03908035257195565,-0.026192793251923602
MFAP2,0.03741390865729148,-0.021263835704059833,,-0.029528325488879223,0.03283528266621189,0.022029874174785382
HLA-C,0.01489156321362015,-0.0031286366781604525,-0.07781645027808078,0.018575393315194085,0.026210066074473074,0.009364805840223063
THBS1,-0.0032018750580686604,0.015372398601585655,-0.017168460854099538,0.019151006710433197,-0.004960689114792001,0.015398260566035035
HSPA4,0.0041017141809374215,0.03217216918774933,0.04589485984145805,0.009099111710202886,-0.025497926031252775,0.03154613325412525
