,UKF304,ZH916inf
BMP1,0.022373057824408578,0.0748614621125722
NDP,-0.010135956324481917,-0.012122680843370839
RTN4,-0.0005499882428033715,-0.05628458792490965
HEBP1,0.0026247612268073097,-0.00577748871722046
WNT7B,,-0.04381225212585088
PTMA,0.07885894569719114,-0.04514027746269802
PDAP1,0.012038176443313805,-0.07713874149080903
QDPR,0.1029832139605335,-0.01194285202656431
POMC,-0.015857811515181477,-0.06559763099312645
CCL18,-0.012359254368006852,
VEGFD,0.03494235556184148,
WNT5A,0.0002789845093777565,0.011996388856056724
CXCL8,0.046282651947374624,-0.10372451420062187
GRN,0.02585019010343146,0.0548732735792435
TAC1,-0.03351565176845738,-0.031690939592537604
RARRES2,-0.026280251071471427,0.12272441881458487
FGF7,0.028003384506292747,0.025104341396908068
HBEGF,0.09955189491085821,0.03683587093517707
PCSK1N,-0.06336641052321432,-0.018678937873684454
NTS,-0.017570552867589875,
SFRP1,0.0037056006021959024,0.02994397149116715
MICA,0.06044144610232667,0.018851532605642055
ADA,0.06429869789155183,0.11780253512795874
LAMC3,0.10143260642273168,-0.05998922432173631
NGF,-0.01757056443663315,
HMGB1,0.00016517131106568372,0.04567643736800661
ITGB3BP,0.02072919714770508,-0.06077997550175529
AANAT,-0.016518914606518015,
RELN,-0.015330301715849055,-0.025293196589757948
IL15,0.030442865973169374,
BSG,-0.03560225872467028,-0.0011711002564744064
ADAMTS3,0.03675159964736834,
CD34,0.026029405940344297,-0.002914680056876797
PLAT,0.06368310987531602,-0.06405243766038454
CKLF,0.004870600194928063,-0.04802807418291859
CD24,0.023702906680638097,0.04120605760328128
HSP90AA1,-0.05025494892153252,-0.10559811126377083
BMP4,-0.026348027239268434,
SCGB3A1,0.008267209296715929,
IGFBP4,0.049188184389828186,-0.06783989478878397
LEFTY2,-0.01757056443663315,
ANGPTL2,0.09089550297915491,-0.0482634314715805
LRIG2,-0.017794280770909512,-0.07679917581411082
ICOSLG,0.048290285031389046,0.009205004216056478
WIF1,-0.04024917941838421,0.06476782742489796
NPPC,0.0077531934814218445,0.02070324339486024
LYZ,0.03905047359208775,-0.018699696084000066
EREG,-0.01807497601231385,
SPTAN1,-0.07387755224405952,0.03183547150509816
LIPC,-0.014279106353227029,
COL8A1,0.0037308518388854796,
GSTM2,-0.02874847203286824,
SPX,0.010723209389391416,0.13134611585120312
MFGE8,-0.058165339021909034,0.09456204223349293
TGFA,0.07401940089513281,-0.06785498418009925
SLIT2,-0.06218830806585069,0.04688504699518732
PLTP,0.06337168698854476,0.002208348868151583
APOD,0.07324817764770879,0.010563517606064476
B2M,0.0649682601174962,0.002687197773358897
OMG,0.005856205568242048,0.01776004445901593
CXCL3,-0.003954056749142069,
CXCL10,-0.0011550526132254229,
RSPO3,-0.011133893616247103,-0.03349399681020999
CORT,0.055673444059982424,0.16714320338345387
NCAN,-0.03513925948965917,0.06014560879862969
TGM2,0.07684395983646586,-0.011867183725087452
VEGFC,-0.020424644193099948,
NRG4,-0.022754262205301808,
COL9A1,-0.017824406737111647,-0.054494695056964595
GDF11,-0.025473347625112393,-0.00794316969946678
SORBS1,0.045877388216717954,0.042887960082941476
DLL1,-0.022749939357369225,-0.046841442802640694
TLN1,0.041766944317383564,0.07951006611270295
PON2,0.04264312240304802,0.12541445386938158
ICAM5,-0.043332976010015754,0.01467915143911534
SFRP2,0.08475763153259018,0.08886923655911746
CFC1,-0.018566693090194878,
HP,0.02295029792432853,
CXCL2,0.004883066276660329,-0.04106026983258748
CCK,-0.08019642564131671,0.008674223684862566
SEMA6A,0.1059370776953062,0.05861111106240135
IRAK4,-0.006279965552468558,0.016209038505342603
GSTP1,0.08263967590508717,-0.04484726785191756
VCAM1,0.11260504042949414,0.09176842844837245
NXPH3,-0.002561698448916618,0.05119163848279339
MTMR4,-0.07904848461324372,0.02787674634250533
IL10,0.021239671994258292,
SEMA4D,0.08579724030480243,0.1037644399220097
TRH,0.04469764219764653,
SEMA6D,0.022123241822516453,0.014007452528967729
PDCD1LG2,0.025001770295574148,
SPINT1,0.04778377234780894,
CTHRC1,0.06224558181948237,0.013692292114601162
PODXL,-0.034802101969482385,-0.09051701389650263
JAM3,0.10820424137055137,0.06718035510734856
TGFB2,-0.030302071270827364,-0.057525137747980896
COL18A1,-0.01699056504834958,-0.0490147040687693
INHBB,-0.05149235777261946,-0.0651431401227801
ARF4,0.034143464079180376,0.06341336730927677
CXCL14,-0.070451748299407,0.0854082111610876
LIF,-0.0252610293164004,
ADAM28,0.013537327290797322,0.0172821325124638
TCN2,0.03452445205878917,0.005207823156153166
THPO,-0.02507594582608218,
CUBN,-0.019282600113737405,
TIMP3,-0.011318494755054104,-0.043618930453651804
PIGF,0.0296777607073381,0.029258307435672804
CRH,-0.021511574276764155,0.05522027231506008
BDNF,-0.024889674229839363,0.08055609320360962
CCL5,0.106887479006935,
GAD1,-0.0598986950666996,-0.05756227820221533
COL14A1,0.01758543929994572,
HLA-A,0.08697979641814345,0.033023276486365376
