,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.036906615038828035,,,,,,,,,0.038637586961077754,,0.01763454422917547,
BMP1,-0.033976010263912684,0.04127555630501013,-0.010722859523906378,0.004903507538939721,0.06815590518045243,0.012913209559883733,0.08000899978955946,0.01083671985108147,0.07411586251664846,-0.029903111859792855,0.028733596979299832,-0.008005824906554694,0.015931032004790263,0.056449477002553816,0.08603137599226175,0.015035993137748092,-0.007394970430911855,0.05694134032058764,-0.019449930318293097,-0.04237953034499274,0.10962216995596918
NDP,0.03729959561412695,0.056875402923774666,0.06366181474831813,-0.012236564339099169,0.03306148591339208,0.036256888705170985,-0.016625020328312458,-0.021788382168615925,0.01504101792378421,0.026923125779078124,-0.038291375942631434,0.05119274676699988,0.015643628705391037,0.06338312198273903,0.14871746496490268,0.05102087730604217,-0.003074647162164605,0.0023689303306535423,-0.0023163415879169447,0.21603937162111755,0.14347121330881552
TNFSF18,0.01918397431800441,0.05923173857365856,0.026886718564019415,-0.0007793434981238545,,,,0.051924467728412194,0.00814763761990126,0.04922346158853562,,,,-0.030975985677609556,,,,-0.02617521347377965,,0.02125532488302693,0.07961654170524131
IL36G,,,,,,,,,,,,,-0.02225463266794527,,,,,,,,
RTN4,-9.501675008354249e-05,0.06656304659850147,0.023333070396991028,-0.009017676658995171,0.006137331313274204,0.02069501427891982,0.007367673270443825,-0.045256462660821145,-0.10088180192849801,-0.00822286210614912,-0.03691509446622879,-0.009956836885733967,-0.03229493704398516,0.04493622496846365,-0.07852353510462126,-0.009366291048648438,-0.0782475355759622,-0.08866044153862421,-0.036275480565426815,-0.07020950840897913,-0.19674495832756483
HEBP1,-0.051560203275073616,-0.01781058223603095,-0.03093652442410369,0.06441297944680589,-0.051879139117601815,-0.07043626072190022,0.04331757941668491,-0.0038297445888697836,0.03553031276372709,0.007859780962856739,0.016227708493512228,-0.008257015163243321,0.05316993097046436,-0.02522991175821498,-0.024470678901582273,0.027767459221038376,0.050376725324017185,0.08956094379656158,0.035770219905798165,0.13654564584372292,0.0352356782028449
WNT7B,0.0033633215618255343,0.04837253217882498,0.005682833770719321,-0.02791612339685712,0.08963051455030809,-0.007468502457901519,0.05495879886629388,-0.047539391810095276,-0.015404728158263192,-0.014478361339786252,-0.029972157999894528,-0.04504797982158741,-0.010299223519250222,0.009930210309369776,-0.1008885015003474,-0.035676333238166984,-0.0014078513316437295,0.011741096237448583,-0.005858980764732855,-0.024368525011081766,0.02305076187526001
PTMA,0.039941415029414534,-0.04763286256098697,0.01507266307322932,-0.027267707836532883,0.10755935098991318,-0.05547570713768569,-0.07606707789967411,0.0720433013991562,-0.041987090407564646,-0.039302302924226165,-0.02560906419807719,0.020747086541539273,0.07028452481577054,0.014744079724836006,-0.07771608232114913,-0.1128623317955463,-0.009624902192840318,-0.02286999813446754,-0.02473477248570775,-0.1825121830460785,-0.010972761435455485
FASLG,-0.02016110527730495,,,,,,,,,,,,,,,,,,,0.010710957179305099,
