,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.03563842137716023,,,,,,,,,,,-0.00886218817245375,,-0.022198088289172472,
BMP1,0.06991894306540805,0.013298732324678875,0.003791309541283824,-0.04059351335240556,0.012188097080062755,0.05286959302699113,0.1582100291378369,0.024080602039822686,0.03608890268012373,0.022345624034509452,-0.07408687999514431,-0.05821062793033614,0.08782395332520906,-0.05996313595609894,-0.07275723411403633,0.01970448322685566,-0.01726172652665261,0.04318444070357882,-0.02427060861717537,0.07480618664689112,0.024950683783264677
NDP,0.10659412660945773,0.02893533950658663,0.02212210355434283,0.015024585598799864,-0.07705497431473414,0.08338450888054384,0.044111266182159985,0.0702062735722758,0.07630065055467192,-0.03806151685542277,0.034845954225143715,-0.0018710152311879897,0.16201670920780997,-0.1150051096857101,-0.052063849692650314,-0.06380766505335433,0.009257051549312207,-0.036567762149309645,-0.0414871580413023,0.010696444253505587,-0.027072471762013568
TNFSF18,0.017814810515379174,0.01858425967378264,0.05802369392202722,0.007092439604494858,,,0.08941652282407321,0.0039722787722749125,,,,,-0.017347016328108533,,-0.03459791274324688,,,0.008797626825215423,,0.008214463034656883,0.05007758696681764
IL36G,,,,,,,,,,,,-0.013349798171543534,,,,,,,,,
RTN4,0.03518198976493663,0.011687010455940575,0.020302999536793483,0.07266088890885453,-0.05112877528607125,0.008442655369225595,-0.1216498247222713,-0.035672863976866594,0.007843845713050204,0.0840488159061929,-0.04850143742066488,0.06671199707766468,0.09959759737813048,-0.08967145265803377,-0.004639084183354271,-0.01892091259851787,-0.08927207682536083,-0.005584402211360396,0.044889787613563735,-0.01451766888120092,-0.05512780009670386
HEBP1,-0.03416403760865097,0.018571319025892423,0.03997472504775152,-0.00959266513262757,-0.001318051255659807,-0.02599215480926011,0.057546994855491085,-0.010065419349300653,0.01134697429231695,0.0018057778057671246,-0.10106816986093418,0.04262041355817749,0.07519281543199977,-0.03454338283757262,0.018993065982323483,-0.002312567748987012,0.017926641853091185,0.0012998031160669232,0.048256935189494234,-0.028442139733270134,-0.026668603494395884
WNT7B,-0.025775258950462895,-0.007149370055794225,0.011482698571925617,-0.02645177854332613,0.03896390823814117,-0.04138742862757185,0.02042498947423807,-0.04240950281019869,-0.005692211142976078,,-0.04442757915192315,0.008926122526764736,0.16620373834873084,0.05634632139706051,,-0.03613088107382024,-0.0329970658148921,-0.012231035665924749,-0.020366673885378588,0.01730688222001185,-0.02009570706672775
PTMA,-0.015382258050555781,0.041470722224051085,4.7930356965702254e-05,-0.015457549459206799,0.0262834523425406,-0.018314656292374318,-0.08569410813001295,0.03179467824505529,0.012979280698562294,-0.03305167977805998,0.026895857807805023,-0.07386182224449611,0.003995264677063014,-0.014023138509206329,0.01789715864923706,0.06788920438408341,-0.09096286215084448,0.007259789546699158,0.013132678689687878,0.030949873578211374,0.11868837891252693
FASLG,-0.025775266237062572,,,,,,,,,,,,,,,,,,,0.06605597793726224,
CEACAM1,-0.035789182747229184,,-0.021474233121487305,0.009276797140767342,0.028583371992221863,0.07144168991608935,-0.013284683012935089,0.03536933758928448,,,,,,-0.055279756298462046,0.06884058181090062,-0.03240275286790602,-0.018489883452971145,0.013339891441850589,-0.01351765766452986,0.034739835791982844,
PDAP1,0.011180940550553796,0.01958455105462438,0.0024374802743016045,-0.039828418176987686,-0.0579475223969315,0.003762179498473797,0.14291447554401032,0.020617391738610897,-0.00680341515485122,0.01699821145300832,0.05670048806421447,-0.018810679517616564,-0.0319203760952438,-0.018197062493512738,0.01654026690347143,-0.01966500963854868,-0.07429558545078886,-0.05842432968975195,0.010508123254768836,0.013436158630569505,0.001624632096142653
QDPR,-0.037150058578013234,-0.00489793223216078,-0.01583601157623113,0.002194488810096849,-0.029564860506264685,-0.01384731837690353,-0.1797812929875545,0.018917997873932665,-0.0036696229698925113,-0.004917821512708184,0.010343783309046447,-0.04913177027475534,0.04549859944770092,-0.03475857776640597,0.012533754298912748,-0.04773798261559461,0.039301868684197626,0.031055687917521193,-0.05977562756227881,-0.01713807798894548,-0.07625553149600377
POMC,0.013846101007626996,-0.04904716263131815,-0.019055078139160197,-0.021836805930254107,-0.0089621266023985,0.022694586474596327,-0.016766776296220285,-0.01716735791582545,0.005349873246763216,-0.049693233892122164,0.13941058694584577,-0.028602085667449952,0.06197168498885673,-0.0636478071517329,-0.01089895478580428,0.09551246140904686,-0.004925089658065605,-0.04482512591613529,0.06135236675734585,0.022594098733870163,0.05369576575510565
CCL18,,-0.03483605099602261,-0.02679781396359049,,,,,,,-0.07005484750363382,0.04862467576984383,,,0.046742388398005465,,-0.022974084535707415,0.03186761259894629,,-0.046551375588747355,,
CCL17,,,,,-0.03346744221312736,,,0.026511431417305883,0.03465979180963421,,,-0.012195419630346606,,,,,-0.013117677374367899,-0.03599252974266429,,-0.01745013310218984,
VEGFD,,-0.024700229005873268,-0.026797822473151555,-0.022070648064587264,0.049427123010039965,0.05360636654497071,0.020543545944506653,-0.019659776249999466,-0.03097389875750139,-0.031448448481871595,0.11294369946659549,-0.013070208950681604,,-0.03257511050341765,0.03192024467574152,,,0.12609983202486702,,,
TNFSF13,,,0.0959935205168646,,-0.023085092615141044,,,,,,,,,,,,-0.007149526206977043,-0.03859733348311169,-0.015179423569579693,0.028338538788727836,-0.029018024106361496
WNT5A,-0.005266364716283202,0.07330374333601186,0.01969750430051241,-0.03909949778042063,-0.04848693033505288,-0.07844120320780983,0.0828148161667964,-0.014803495689322701,0.043038311328523385,-0.032311113196917235,0.07350254206044758,-0.01340800086007027,0.08477687113967744,-0.002500959126512027,-0.11480865362689467,0.04279670147649823,0.03258868675994035,0.014589525742365418,0.0053776734152801925,0.034767710299367406,0.054600946265539886
CXCL8,,-0.010030799078308962,0.002785170508063384,-0.008547180677233868,0.08872486487483362,0.023855314051193743,0.04626104771898212,-0.006254114520845909,0.0033140188974752514,-0.038427136824778226,0.09503957134869885,0.09765595189048354,,0.11842299611952607,0.008165238308774518,0.04620545788241972,-0.08016883390302247,-0.019690421568929344,0.042215860253765176,0.039123704148206186,0.03201973830980542
GRN,-0.05108751726226331,0.03735471569677469,0.05208584288981821,0.0025765950754451767,0.014201261786113684,0.013839410958786963,0.09543406780148929,0.017226091462497636,-0.03900977905550874,0.06059253473567606,-0.02733728986599561,-0.010293956999902426,0.11234275604546409,-0.03708989857523523,0.009526953701736776,0.09404299096275333,0.04592096500531763,-0.044177906578254385,-0.01537046369701684,0.044671383315180335,-0.042230133020723634
MIA,0.020410930405380393,0.06029822782414007,0.027536946051504235,-0.03457834513602941,-0.0028551053938000157,-0.007743406284251854,0.14884389994986177,0.053896509318252295,-0.018652672157319472,,0.05167198365599887,-0.01790025013374664,0.13575306712813576,0.023354719783981792,0.09800338878053302,0.05526984984396382,0.15700510830214998,-0.055840681999286296,-0.05693965357283795,-0.05377934896561796,0.02395246534313558
COL4A4,-0.029850899001980125,0.017681930771974472,-0.009118886716056826,-0.04600825046234256,0.024212164113553484,-0.034607656637125415,-0.010780639128759435,-0.019265175150907195,-0.018857670195294714,,,0.060375736261788306,,,-0.016647349972574804,-0.02904642118100663,0.030340380559476396,-0.03644263067271629,0.06951049521681224,0.07005548769025886,-0.016680033090035774
TAC1,-0.02577525221380076,-0.049485728024175016,0.08075982851026454,-0.06004370602354133,0.0015408282148389703,0.04056305144123725,-0.10470786868818516,0.009214350207886666,-0.0013067369492696548,-0.0027779050298034976,,0.03156868092375093,,,,,,,0.09050362823330307,-0.0229399743670472,-0.06694614246480264
RARRES2,0.06405992347533665,0.012956731073878885,-0.07514554210900053,0.015795628771308447,-0.05722754566487459,-0.03129198670400554,0.11459066231073424,0.057337202566444305,0.009366897996740437,0.011398819979832348,0.1820833437292717,-0.042677469264703956,0.02043570227072884,0.011874844296347822,-0.037821629341779,0.012325711619459244,-0.01268653902122316,0.025940483026917288,0.019918764773206043,-0.024216142104157155,0.019731995427113364
FGF7,0.026615398515501678,0.061162274052163304,,0.06215990906874083,0.00013493983311226403,0.056381009642187126,0.07185870623245852,-0.006837440351081775,-0.022350406060268835,0.0002442949511543667,0.028724974703433527,0.021835463826080943,0.10419298065609597,0.08913935992292024,-0.018026743648146337,-0.02634633301691928,-0.025545527007400804,0.05553455179879326,0.0015946470031736489,-0.018658426744407052,-0.00027039754218148376
