,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.03260759632521579,,,,,,,,,,,0.04039209413987594,,,0.03150054676950999,,
BMP1,-0.010596232364524717,0.03701405419810666,-0.06091978743002846,-0.010494025303910234,-0.02321487901702844,0.04777328590256927,-0.003322351924309956,-0.23287579534282926,-0.07679434899848941,0.027866867776804458,-0.12414198947693292,-0.02099531475092703,-0.1646362849564457,0.02821732406136141,0.03765197305572872,0.030234306209465815,-0.0047194751781432735,-0.02843835692382858,0.1155960873032541,-0.08937511629900793,0.01721605780566885,-0.030805359054749012,0.014035600117944243,0.07949924309383989
NDP,0.040397918907344434,0.00955243705616587,0.04767505307174146,-0.07576038437979095,-0.028516287591802,0.09983315753845468,0.0363443734208812,-0.016662510149318965,0.07412617480288457,0.001444826475636417,-0.06257865812091387,0.001601104115360978,-0.04122755798909493,-0.0011087645182819093,0.06477658278424872,0.08846516038283672,0.08118503763273895,0.11980349286772117,0.1269683431797188,0.09105128203584305,0.02943206957600999,0.12341388472252685,0.16938515022697326,-0.05163171048725532
TNFSF18,-0.023009171326708513,0.022902462376626066,-0.016488079021309835,0.053613432861474755,,,-0.040036596005049656,-0.05026414241463097,0.00928552728832089,,,,,0.22798343443252542,,,,,0.004768822911455238,,0.04792130920117343,0.02754700769264485,-0.014961605845556118,
IL36G,,,,,,,,,,,,,0.003670488535700681,,,,,,,,,,,
RTN4,-0.06879352981085032,0.1695374615495926,0.03979158264833161,0.007506238365087025,0.036350206476843124,0.15038433980983015,0.24211613624640857,0.3048260525861478,0.15457294837167415,0.06753768093382638,0.4061037767649946,0.032683780361880126,0.3362352743769465,-0.10282720608104039,-0.015215531605183148,-0.11263778956582883,-0.01955880412348051,-0.10564811210332357,-0.08987239323241046,-0.07007171661038815,-0.07301831217410344,0.13613172770555304,0.1300963804395445,0.07130031062430835
HEBP1,-0.0408418379234399,-0.005495805249044947,0.0012864962567500878,0.0693274054467433,-0.022909926052706298,-0.05162346617367762,-0.02346432817589126,-0.09966500950829327,0.004499552217756924,-0.04808368618974648,-0.14071917721545846,0.009524116388106903,0.010447537544947606,-0.03975631817695526,0.04398465862550806,-0.029041191589459014,0.054720518419317715,0.09771068889461441,0.10609901544805547,0.005753716773769347,0.03902326862363327,0.13928632212944522,0.04169561228659718,-0.022448327538398587
WNT7B,0.052214088752286905,0.2398633099276829,0.03072713343745255,-0.010961629025060753,-0.06622802555079019,0.11033811569960207,0.041109846392216445,0.19531832532923732,0.005912646924450687,0.013061585400151959,,-0.002174336220674772,0.0912978177323914,-0.02861028670359682,-0.023476437821625902,0.025943777838520327,0.03338263723160074,0.03385144895573544,0.06575240858445387,0.04587789450681462,0.1495355005074282,0.04744428597836156,0.12137334749595483,0.09268852261313565
PTMA,0.0023142624955935854,-0.1092977908349384,-0.016069589457072427,-0.011149859913899886,-0.010695427339937095,-0.05135452603838483,-0.1962204746525147,-0.05071750466843225,0.10787800694541101,-0.1046083186728392,-0.5047908609923815,0.09148812095449008,-0.2583938275974152,-0.01703298051172027,-0.17226385038907344,-0.06223251476815211,-0.16840982843850547,-0.0588857836577446,-0.05939035662071745,-0.10043754689790209,-0.1130495109497441,-0.20543473347872934,-0.14201006666257843,-0.19759871300731052
FASLG,-0.03816963469207602,,,,,,,,,,,,,,,,,,,,,0.026583048604270475,,
CEACAM1,-0.018786472982027007,,0.030625345284293636,0.03818051955312216,0.04040581391723042,0.025184370211879553,,-0.019525120142142166,0.029194477632549044,,,,,,-0.028482351124173796,-0.016415610978664282,0.07229522202776408,-0.0019008400329788666,-0.027920660329921403,0.04258078449379763,,0.0014905098810235537,,
PDAP1,0.0003634699058746966,-0.08701285560331072,0.027415278734981955,0.013108949738128506,-0.016244397322316837,-0.017401014203616647,-0.10279246471538094,-0.09667593891056123,0.0477957025853098,0.04216327669355168,0.02103198710661165,0.08232996981781766,-0.15145309289237946,0.0733781782966255,-0.0047397951704541644,0.004512793244293971,-0.019884373578813612,-0.07067904494570475,0.03707575304054584,-0.027825115299668076,0.00754914061749967,0.048971218872106176,-0.017958067624838252,0.008484264828546634
QDPR,-0.07512964672072506,0.2027970866645766,0.10062521766207962,0.023673603274050853,0.007511290310441654,0.08894162564375202,0.12153190563025744,-0.033924995811555246,0.1092240515500976,0.027006318830302238,-0.3929351687779779,0.06296686167517239,0.11791464117519483,0.026478055418719885,0.006095516910696106,-0.11252356295351923,0.009178029768789687,0.10258039885519658,-0.0818463476926087,0.0242103991198735,-0.09194142862064256,0.11131923353735532,0.10864705046297694,0.0018890163405511356
POMC,0.023863650910326516,0.1303260651719711,0.0036028282178607192,0.012232281045012172,0.023777786889017837,0.04303410638866004,-0.029405524781804106,0.03914942851297192,-0.012105749080001947,-0.015263347487923412,-0.039800942364710754,0.05871691036641918,0.08841440161833364,0.16107119364917843,0.05106266512762326,-0.002992451800823532,0.011735935678442092,0.07965332546717593,0.012762226614057631,0.0517570741679763,,0.060086553601729,0.004882429094583991,0.035436033823304174
CCL18,,-0.028796884229335133,-0.01917236664660727,,,,,,,,-0.14964694530483255,0.03443471871339711,,,-0.07866629287644512,0.002979974671876545,0.05573630186357282,0.04501696883746332,,-0.03148683806705501,,,,
CCL17,,,,,-0.047305564739335344,,,,0.04542204218328608,-0.015878054969899004,,,0.05088313772800645,,,,0.010504491156590872,-0.056087665747157706,0.04230064203802799,,,0.06745895796882348,,
VEGFD,,-0.031042962648427687,0.005448251378577839,0.04591896538313771,-0.017659175815368848,-0.003619613570699728,,-0.07615021948322194,0.043333582293542054,0.004852392814375473,0.03845744713076889,-0.014128001559662552,-0.024085074527026566,,-0.029428057900953822,,,0.07041320515672868,0.005895818376882828,,,,,
TNFSF13,,,-0.05269112441957841,,0.08227333496958089,,0.009032271791276867,,,,,,,,,,0.06751834614520748,0.03578652040696217,-0.012840442138878036,-0.010434351730735435,,0.06606763847607895,-6.589617480448342e-05,
WNT5A,0.09089726972865637,-0.10227869056724696,-0.0432303104668258,0.006974012513438292,0.03393521552539965,0.060120157632298284,-0.12660973599473696,-0.19405743112570464,0.0022758802013782705,-0.0720296381625126,0.014289709726906873,0.06263646498165953,-0.08431196757322905,0.08454688371683132,0.033772231461040664,0.0026060155887982312,0.09232662309860931,0.0486679518309614,0.08412703836839694,-0.02599475920554534,0.03309391275391179,0.0076752225233874686,-0.017426953875294787,0.07219962789324723
CXCL8,,-0.2072915070432741,-0.02834443806127024,0.10450650208158122,-0.05136693652886891,-0.07769037990617468,-0.08521250104064639,-0.0020205201778970496,-0.11455437143489834,-0.032296550263715654,-0.18386468008352433,-0.01097913102295485,-0.0845830820063683,,-0.043356867020544546,0.017896950340719066,-0.04431933218618989,-0.24622692993862721,-0.0023762741987208387,-0.0018429461411798539,0.0009611874774706471,0.04628759637405678,-0.12308797951190249,-0.07953888100314652
GRN,-0.03517789851610555,-0.06294215310356953,-0.16579559057614893,-0.0742513529767939,-0.02935370965467561,-0.049376827606331414,-0.05952192359108726,-0.2883570038864163,-0.016572821084748186,-0.07342547008205437,-0.33406236502380365,-0.002962276958537594,0.09756813501802096,-0.042871745467652475,-0.029243167825647547,0.03067702890508511,0.02814732771810492,-0.05993029127861187,0.05781810019001582,0.02201901679120792,0.03200760024160284,-0.02990088052182122,-0.07460828945195871,-0.07780365122718848
MIA,-0.0019142041944877838,-0.03416630183357207,-0.0068818058871505695,0.054916574754964836,-0.009766659250663856,-0.03931743956002799,-0.019324021456523482,-0.06726845012131746,-0.04875093941588474,-0.025454417396906265,,0.04896518640606104,-0.005760899227082244,-0.05923482487743263,-0.03671565953504114,0.03916325230070301,0.17780148171451568,0.3094475127514052,0.15923446486505113,0.03277813459280176,,0.1451414060078341,0.0595908852245805,
COL4A4,-0.0011099309047312173,-0.011349188534644625,-0.02505469686761511,0.018680123667217403,-0.013086928991905574,0.0321519305268305,-0.028955337261087153,-0.014385580093513218,0.013574564382043302,0.01911484167299086,,,-0.0292338607429491,,,-0.03727956130934831,0.08694404755406239,0.08116825305763631,0.005222387979390159,-0.03815597952123103,,0.05325160689917871,-0.03922564961273507,
TAC1,0.03972658494236074,0.2271500389003541,0.07475307683062517,0.03356893291946169,0.053177705817696326,0.0776796033846409,0.22922342426968223,0.3811265593774903,0.21458552465395264,0.03157643721963819,0.352734885279758,,0.30501484314754773,,,,,,,0.11959023745042112,0.08702720774263593,0.004974544878855257,0.2132649033764553,0.24614693914727614
RARRES2,0.1351438063616573,0.05412187077984398,0.020939378920623718,-0.054565063117347906,0.014181901018535649,-0.08913042558935147,-0.10998064644531899,-0.23405222990639762,0.15712069657417188,-0.00410343321447095,-0.12230918249829938,0.05044378314878223,-0.10582702815295443,0.10916634003201711,0.1447447708736583,0.07221826263297991,0.021438103825944074,-0.0699473305105923,-0.05486751158007046,0.0015054156737971454,0.007109196193472545,0.12226506800542533,-0.06997709827481313,0.03413218958028093
FGF7,-0.003225349950677667,-0.031105436280909334,,-0.027843136157506748,0.020997570579552753,0.02659145596835963,0.0636838918359084,-0.05208877141170756,-0.034689032880800406,-0.004306099870233026,0.0568508702097376,-0.001683549767641717,0.016013570213266777,0.06720342227819048,0.12931428769025288,-1.868816000420141e-05,0.013570217149636122,0.10631154989357412,-0.03398530469993477,-0.03363260554742147,-0.035055268408832774,0.17060550100201044,0.08037439498967401,-0.04158034965712162
EFNA2,,,,,,,,,,,,,,,,,,-0.07142228187141988,,,,,,
HBEGF,0.0064161386164994115,-0.006476284664571019,-0.06956902652471524,-0.014807497943367743,-0.0114421898873884,-0.03143542372681871,-0.09697223475347817,-0.06619602859921968,-0.16416294949932092,-0.05091516490036094,-0.2024662859906657,0.07801312403321346,-0.0327389853680608,0.1278544774572242,-0.13716210499965575,0.030083225756692856,-0.0055881222578545425,0.012951970348279834,0.01597316207465601,0.06458423255643632,-0.1187462870606461,0.01795562424494687,-0.038009538093196495,0.0477322586358034
CSF3,,-0.05335382758361425,,,-0.028640808378446368,-0.031980336223260644,,-0.013758265235675683,,,,-0.04224073768558566,,,,,0.014200147113193014,-0.17544350229787556,,0.07145227451159847,0.02575084106399963,0.04515215891747165,-0.07889861283898203,
PI3,,-0.03587115108041259,-0.04755793504526847,,-0.043779195357662545,-0.05008939441386603,,-0.04543166176308882,,,,,,,-0.05282404151055095,,-0.060385100950083405,-0.2748527442381882,0.057864431685601216,-0.02133162837042668,,-0.04593659087936562,-0.0809069169442689,
